Orthogroup	Homo_sapiens	Rousettus_aegyptiacus
OG0002250	sp|P56856|CLD18_HUMAN	tr|A0A7J8HPP8|A0A7J8HPP8_ROUAE, tr|A0A7J8HN12|A0A7J8HN12_ROUAE
OG0002251	sp|P62633|CNBP_HUMAN	tr|A0A7J8DFU7|A0A7J8DFU7_ROUAE, tr|A0A7J8EMV3|A0A7J8EMV3_ROUAE
OG0002252	sp|Q12968|NFAC3_HUMAN, sp|Q14934|NFAC4_HUMAN	tr|A0A7J8IPC4|A0A7J8IPC4_ROUAE
OG0002253	sp|Q53GG5|PDLI3_HUMAN	tr|A0A7J8DYW8|A0A7J8DYW8_ROUAE, tr|A0A7J8F0A4|A0A7J8F0A4_ROUAE
OG0002254	sp|Q6X9E4|FBW12_HUMAN	tr|A0A7J8IIN1|A0A7J8IIN1_ROUAE, tr|A0A7J8HP68|A0A7J8HP68_ROUAE
OG0002255	sp|Q6GTX8|LAIR1_HUMAN, sp|Q6ISS4|LAIR2_HUMAN	tr|A0A7J8CI66|A0A7J8CI66_ROUAE
OG0002256	sp|Q9BRR0|ZKSC3_HUMAN, sp|Q969J2|ZKSC4_HUMAN	tr|A0A7J8BIU3|A0A7J8BIU3_ROUAE
OG0002257	sp|Q0VDE8|ADIG_HUMAN	tr|A0A7J8DEH4|A0A7J8DEH4_ROUAE, tr|A0A7J8DIH3|A0A7J8DIH3_ROUAE
OG0002258	sp|P18621|RL17_HUMAN	tr|A0A7J8DKK6|A0A7J8DKK6_ROUAE, tr|A0A7J8JHV6|A0A7J8JHV6_ROUAE
OG0002259	sp|P49789|FHIT_HUMAN	tr|A0A7J8HPU0|A0A7J8HPU0_ROUAE, tr|A0A7J8HQH2|A0A7J8HQH2_ROUAE
OG0002260	sp|A0A1B0GUX0|VAFNB_HUMAN	tr|A0A7J8D3Y8|A0A7J8D3Y8_ROUAE, tr|A0A7J8HT31|A0A7J8HT31_ROUAE
OG0002261	sp|O95397|PKHA9_HUMAN, sp|Q96JA3|PKHA8_HUMAN	tr|A0A7J8D7P1|A0A7J8D7P1_ROUAE
OG0002262	sp|Q99729|ROAA_HUMAN	tr|A0A7J8KBC5|A0A7J8KBC5_ROUAE, tr|A0A7J8FGY1|A0A7J8FGY1_ROUAE
OG0002263	sp|Q9UKK6|NXT1_HUMAN	tr|A0A7J8DJG7|A0A7J8DJG7_ROUAE, tr|A0A7J8ELP6|A0A7J8ELP6_ROUAE
OG0002264	sp|Q569K4|Z385B_HUMAN	tr|A0A7J8HSN3|A0A7J8HSN3_ROUAE, tr|A0A7J8JPA8|A0A7J8JPA8_ROUAE
OG0002265	sp|Q7Z494|NPHP3_HUMAN, sp|Q6P2S7|TTC41_HUMAN	tr|A0A7J8HTY2|A0A7J8HTY2_ROUAE
OG0002266	sp|Q9Y2A9|B3GN3_HUMAN, sp|Q6ZMB0|B3GN6_HUMAN	tr|A0A7J8BPG8|A0A7J8BPG8_ROUAE
OG0002267	sp|Q8WWZ8|OIT3_HUMAN, sp|Q8N2E2|VWDE_HUMAN	tr|A0A7J8GEB2|A0A7J8GEB2_ROUAE
OG0002268	tr|A0A0G2JN53|A0A0G2JN53_HUMAN, sp|Q9UPP2|IQEC3_HUMAN	tr|A0A7J8JG80|A0A7J8JG80_ROUAE
OG0002269	sp|Q9NXC5|MIO_HUMAN	tr|A0A7J8D7C7|A0A7J8D7C7_ROUAE, tr|A0A7J8D7E3|A0A7J8D7E3_ROUAE
OG0002270	sp|Q5TH74|STPG1_HUMAN, sp|Q8N412|STPG2_HUMAN	tr|A0A7J8KHQ1|A0A7J8KHQ1_ROUAE
OG0002271	sp|P08603|CFAH_HUMAN	tr|A0A7J8B8H8|A0A7J8B8H8_ROUAE, tr|A0A7J8B8E4|A0A7J8B8E4_ROUAE
OG0002272	sp|P19438|TNR1A_HUMAN	tr|A0A7J8H1G8|A0A7J8H1G8_ROUAE, tr|A0A7J8JP89|A0A7J8JP89_ROUAE
OG0002273	sp|Q7LBR1|CHM1B_HUMAN	tr|A0A7J8EIG4|A0A7J8EIG4_ROUAE, tr|A0A7J8DG87|A0A7J8DG87_ROUAE
OG0002274	sp|Q9NS56|TOPRS_HUMAN	tr|A0A7J8IMA0|A0A7J8IMA0_ROUAE, tr|A0A7J8IUQ1|A0A7J8IUQ1_ROUAE
OG0002275	sp|Q12913|PTPRJ_HUMAN, sp|Q9HD43|PTPRH_HUMAN	tr|A0A7J8H4W7|A0A7J8H4W7_ROUAE
OG0002276	sp|O75351|VPS4B_HUMAN, sp|Q9UN37|VPS4A_HUMAN	tr|A0A7J8DLV1|A0A7J8DLV1_ROUAE
OG0002277	sp|Q13813|SPTN1_HUMAN, sp|P02549|SPTA1_HUMAN	tr|A0A7J8IU73|A0A7J8IU73_ROUAE
OG0002278	sp|Q13425|SNTB2_HUMAN, sp|Q13884|SNTB1_HUMAN	tr|A0A7J8C487|A0A7J8C487_ROUAE
OG0002279	sp|Q9Y2H6|FND3A_HUMAN	tr|A0A7J8EIV1|A0A7J8EIV1_ROUAE, tr|A0A7J8DWU1|A0A7J8DWU1_ROUAE
OG0002280	sp|O43524|FOXO3_HUMAN, sp|A0A2Z4LIS9|FXO3B_HUMAN	tr|A0A7J8K8N3|A0A7J8K8N3_ROUAE
OG0002281	sp|Q8IYT3|CC170_HUMAN	tr|A0A7J8IN68|A0A7J8IN68_ROUAE, tr|A0A7J8K5V0|A0A7J8K5V0_ROUAE
OG0002282	sp|P48553|TPC10_HUMAN, tr|A0A096LPH7|A0A096LPH7_HUMAN	tr|A0A7J8B7L8|A0A7J8B7L8_ROUAE
OG0002283	sp|Q9Y224|RTRAF_HUMAN	tr|A0A7J8IS71|A0A7J8IS71_ROUAE, tr|A0A7J8JG52|A0A7J8JG52_ROUAE
OG0002284	sp|Q8TF05|PP4R1_HUMAN	tr|A0A7J8DJX2|A0A7J8DJX2_ROUAE, tr|A0A7J8DHR3|A0A7J8DHR3_ROUAE
OG0002285	sp|O15504|NUP42_HUMAN, sp|Q96B70|LENG9_HUMAN	tr|A0A7J8D739|A0A7J8D739_ROUAE
OG0002286	sp|P22314|UBA1_HUMAN	tr|A0A7J8B7D6|A0A7J8B7D6_ROUAE, tr|A0A7J8ENA0|A0A7J8ENA0_ROUAE
OG0002287	sp|P55786|PSA_HUMAN, sp|A6NEC2|PSAL_HUMAN	tr|A0A7J8GD55|A0A7J8GD55_ROUAE
OG0002288	sp|Q8NDV2|GPR26_HUMAN, sp|Q96P69|GPR78_HUMAN	tr|A0A7J8G8G2|A0A7J8G8G2_ROUAE
OG0002289	sp|Q9P0U4|CXXC1_HUMAN	tr|A0A7J8DGB8|A0A7J8DGB8_ROUAE, tr|A0A7J8EKF4|A0A7J8EKF4_ROUAE
OG0002290	sp|Q01469|FABP5_HUMAN, sp|A8MUU1|FB5L3_HUMAN	tr|A0A7J8C1P0|A0A7J8C1P0_ROUAE
OG0002291	sp|Q6NXR0|IIGP5_HUMAN, sp|A1A4Y4|IRGM_HUMAN	tr|A0A7J8CGU9|A0A7J8CGU9_ROUAE
OG0002292	sp|Q7Z5L7|PODN_HUMAN	tr|A0A7J8KEN6|A0A7J8KEN6_ROUAE, tr|A0A7J8KD72|A0A7J8KD72_ROUAE
OG0002293	sp|O43462|MBTP2_HUMAN	tr|A0A7J8EKM4|A0A7J8EKM4_ROUAE, tr|A0A7J8B7C5|A0A7J8B7C5_ROUAE
OG0002294	sp|Q96LB9|PGRP3_HUMAN, sp|Q96LB8|PGRP4_HUMAN	tr|A0A7J8BFV8|A0A7J8BFV8_ROUAE
OG0002295	sp|P12821|ACE_HUMAN	tr|A0A7J8G3H1|A0A7J8G3H1_ROUAE, tr|A0A7J8G4Y9|A0A7J8G4Y9_ROUAE
OG0002296	sp|Q86SZ2|TPC6B_HUMAN, sp|O75865|TPC6A_HUMAN	tr|A0A7J8ITT9|A0A7J8ITT9_ROUAE
OG0002297	sp|Q6UVK1|CSPG4_HUMAN	tr|A0A7J8IGY3|A0A7J8IGY3_ROUAE, tr|A0A7J8EXQ6|A0A7J8EXQ6_ROUAE
OG0002298	sp|Q969Z3|MARC2_HUMAN, sp|Q5VT66|MARC1_HUMAN	tr|A0A7J8BAD3|A0A7J8BAD3_ROUAE
OG0002299	sp|Q9NRL3|STRN4_HUMAN	tr|A0A7J8F1I8|A0A7J8F1I8_ROUAE, tr|A0A7J8CM23|A0A7J8CM23_ROUAE
OG0002300	sp|Q9UL52|TM11E_HUMAN	tr|A0A7J8EBH0|A0A7J8EBH0_ROUAE, tr|A0A7J8EBY2|A0A7J8EBY2_ROUAE
OG0002301	sp|Q9Y2Y8|PRG3_HUMAN, sp|P13727|PRG2_HUMAN	tr|A0A7J8H4H5|A0A7J8H4H5_ROUAE
OG0002302	sp|Q14093|CYLC2_HUMAN	tr|A0A7J8IH27|A0A7J8IH27_ROUAE, tr|A0A7J8IH41|A0A7J8IH41_ROUAE
OG0002303	sp|Q02040|AK17A_HUMAN	tr|A0A7J8EI40|A0A7J8EI40_ROUAE, tr|A0A7J8B7P2|A0A7J8B7P2_ROUAE
OG0002304	sp|Q8N688|DB123_HUMAN	tr|A0A7J8DG45|A0A7J8DG45_ROUAE, tr|A0A7J8DG79|A0A7J8DG79_ROUAE
OG0002305	sp|P05162|LEG2_HUMAN, sp|P09382|LEG1_HUMAN	tr|A0A7J8JFD5|A0A7J8JFD5_ROUAE
OG0002306	sp|Q5VZV1|MT21C_HUMAN, sp|A6NDL7|MT21E_HUMAN	tr|A0A7J8DY41|A0A7J8DY41_ROUAE
OG0002307	sp|A8MT65|ZN891_HUMAN	tr|A0A7J8H9H2|A0A7J8H9H2_ROUAE, tr|A0A7J8BSN2|A0A7J8BSN2_ROUAE
OG0002308	sp|Q9HBT8|Z286A_HUMAN, sp|P0CG31|Z286B_HUMAN	tr|A0A7J8GK07|A0A7J8GK07_ROUAE
OG0002309	sp|Q8NCQ7|PRCA1_HUMAN	tr|A0A7J8GFH7|A0A7J8GFH7_ROUAE, tr|A0A7J8GDW5|A0A7J8GDW5_ROUAE
OG0002310	sp|Q96S16|JMJD8_HUMAN, sp|Q6NYC1|JMJD6_HUMAN	tr|A0A7J8G999|A0A7J8G999_ROUAE
OG0002311	sp|Q96CB9|NSUN4_HUMAN, sp|Q9H649|NSUN3_HUMAN	tr|A0A7J8HSX8|A0A7J8HSX8_ROUAE
OG0002312	sp|Q9NP94|S39A2_HUMAN	tr|A0A7J8IU92|A0A7J8IU92_ROUAE, tr|A0A7J8IT79|A0A7J8IT79_ROUAE
OG0002313	sp|Q6UY11|DLK2_HUMAN	tr|A0A7J8KBA5|A0A7J8KBA5_ROUAE, tr|A0A7J8K744|A0A7J8K744_ROUAE
OG0002314	sp|Q8WXI2|CNKR2_HUMAN	tr|A0A7J8EKI5|A0A7J8EKI5_ROUAE, tr|A0A7J8EIH8|A0A7J8EIH8_ROUAE
OG0002315	sp|Q9BVL4|SELO_HUMAN	tr|A0A7J8EAL7|A0A7J8EAL7_ROUAE, tr|A0A7J8JI92|A0A7J8JI92_ROUAE
OG0002316	sp|Q14587|ZN268_HUMAN	tr|A0A7J8H936|A0A7J8H936_ROUAE, tr|A0A7J8HAP1|A0A7J8HAP1_ROUAE
OG0002317	sp|Q5JV73|FRPD3_HUMAN	tr|A0A7J8EJG8|A0A7J8EJG8_ROUAE, tr|A0A7J8EJN4|A0A7J8EJN4_ROUAE
OG0002318	sp|Q9H160|ING2_HUMAN	tr|A0A7J8DXR8|A0A7J8DXR8_ROUAE, tr|A0A7J8DWV2|A0A7J8DWV2_ROUAE
OG0002319	sp|Q5T9Z0|TEDM1_HUMAN	tr|A0A7J8BH87|A0A7J8BH87_ROUAE, tr|A0A7J8BHM7|A0A7J8BHM7_ROUAE
OG0002320	sp|Q96SN7|ORAI2_HUMAN, sp|Q96D31|CRCM1_HUMAN	tr|A0A7J8F2D4|A0A7J8F2D4_ROUAE
OG0002321	sp|Q9C0I9|LRC27_HUMAN	tr|A0A7J8GCC2|A0A7J8GCC2_ROUAE, tr|A0A7J8GBF3|A0A7J8GBF3_ROUAE
OG0002322	sp|Q9H7H0|MET17_HUMAN	tr|A0A7J8INY7|A0A7J8INY7_ROUAE, tr|A0A7J8IMR8|A0A7J8IMR8_ROUAE
OG0002323	sp|O75348|VATG1_HUMAN	tr|A0A7J8K563|A0A7J8K563_ROUAE, tr|A0A7J8IGF9|A0A7J8IGF9_ROUAE
OG0002324	sp|Q96LD4|TRI47_HUMAN	tr|A0A7J8GAX6|A0A7J8GAX6_ROUAE, tr|A0A7J8G440|A0A7J8G440_ROUAE
OG0002325	sp|Q96PH1|NOX5_HUMAN	tr|A0A7J8INH3|A0A7J8INH3_ROUAE, tr|A0A7J8INN9|A0A7J8INN9_ROUAE
OG0002340	sp|A6NCL1|GEMC1_HUMAN	tr|A0A7J8HPE1|A0A7J8HPE1_ROUAE
OG0002341	sp|O15021|MAST4_HUMAN	tr|A0A7J8F0W1|A0A7J8F0W1_ROUAE
OG0002342	sp|O15182|CETN3_HUMAN	tr|A0A7J8EXR8|A0A7J8EXR8_ROUAE
OG0002343	sp|O43638|FOXS1_HUMAN	tr|A0A7J8DH67|A0A7J8DH67_ROUAE
OG0002344	sp|O95926|SYF2_HUMAN	tr|A0A7J8KHZ2|A0A7J8KHZ2_ROUAE
OG0002345	sp|P03999|OPSB_HUMAN	tr|A0A7J8D819|A0A7J8D819_ROUAE
OG0002346	sp|P07204|TRBM_HUMAN	tr|A0A7J8DLD7|A0A7J8DLD7_ROUAE
OG0002347	sp|P0C7T8|TM253_HUMAN	tr|A0A7J8IUJ5|A0A7J8IUJ5_ROUAE
OG0002348	sp|P22003|BMP5_HUMAN	tr|A0A7J8K5C8|A0A7J8K5C8_ROUAE
OG0002349	sp|P28360|MSX1_HUMAN	tr|A0A7J8E8Q5|A0A7J8E8Q5_ROUAE
OG0002350	sp|P31267|HXA6_HUMAN	tr|A0A7J8D6G2|A0A7J8D6G2_ROUAE
OG0002351	sp|P36021|MOT8_HUMAN	tr|A0A7J8EM28|A0A7J8EM28_ROUAE
OG0002352	sp|P43652|AFAM_HUMAN	tr|A0A7J8E5P9|A0A7J8E5P9_ROUAE
OG0002353	sp|P54253|ATX1_HUMAN	tr|A0A7J8K557|A0A7J8K557_ROUAE
OG0002354	sp|P58499|FAM3B_HUMAN	tr|A0A7J8HQB7|A0A7J8HQB7_ROUAE
OG0002355	sp|P59773|MNARL_HUMAN	tr|A0A7J8FK87|A0A7J8FK87_ROUAE
OG0002356	sp|Q12981|SEC20_HUMAN	tr|A0A7J8FE73|A0A7J8FE73_ROUAE
OG0002357	sp|Q13214|SEM3B_HUMAN	tr|A0A7J8HWI1|A0A7J8HWI1_ROUAE
OG0002358	sp|Q13535|ATR_HUMAN	tr|A0A7J8HN34|A0A7J8HN34_ROUAE
OG0002359	sp|Q13615|MTMR3_HUMAN	tr|A0A7J8H3W2|A0A7J8H3W2_ROUAE
OG0002360	sp|Q14585|ZN345_HUMAN	tr|A0A7J8CNU0|A0A7J8CNU0_ROUAE
OG0002361	sp|Q14765|STAT4_HUMAN	tr|A0A7J8JNW5|A0A7J8JNW5_ROUAE
OG0002362	sp|Q4G163|FBX43_HUMAN	tr|A0A7J8C1U1|A0A7J8C1U1_ROUAE
OG0002363	sp|Q5SZJ8|BEND6_HUMAN	tr|A0A7J8K5A2|A0A7J8K5A2_ROUAE
OG0002364	sp|Q5TF39|MFS4B_HUMAN	tr|A0A7J8KCD7|A0A7J8KCD7_ROUAE
OG0002365	sp|Q5TIA1|MEI1_HUMAN	tr|A0A7J8JJ86|A0A7J8JJ86_ROUAE
OG0002366	sp|Q6NV75|GP153_HUMAN	tr|A0A7J8K926|A0A7J8K926_ROUAE
OG0002367	sp|Q6NZY7|BORG3_HUMAN	tr|A0A7J8CEK1|A0A7J8CEK1_ROUAE
OG0002369	sp|Q6TGC4|PADI6_HUMAN	tr|A0A7J8KDU1|A0A7J8KDU1_ROUAE
OG0002370	sp|Q6URK8|TEPP_HUMAN	tr|A0A7J8CM40|A0A7J8CM40_ROUAE
OG0002371	sp|Q6UXV1|IZUM2_HUMAN	tr|A0A7J8CH40|A0A7J8CH40_ROUAE
OG0002372	sp|Q6ZNE9|RUFY4_HUMAN	tr|A0A7J8JMJ9|A0A7J8JMJ9_ROUAE
OG0002373	sp|Q86UF1|TSN33_HUMAN	tr|A0A7J8D905|A0A7J8D905_ROUAE
OG0002374	sp|Q86YV5|PRAG1_HUMAN	tr|A0A7J8DYS3|A0A7J8DYS3_ROUAE
OG0002375	sp|Q8IU57|INLR1_HUMAN	tr|A0A7J8K9U1|A0A7J8K9U1_ROUAE
OG0002376	sp|Q8IX01|SUGP2_HUMAN	tr|A0A7J8BUU4|A0A7J8BUU4_ROUAE
OG0002377	sp|Q8NAT1|PMGT2_HUMAN	tr|A0A7J8HV04|A0A7J8HV04_ROUAE
OG0002378	sp|Q8NB25|F184A_HUMAN	tr|A0A7J8K8B2|A0A7J8K8B2_ROUAE
OG0002379	sp|Q8NE63|HIPK4_HUMAN	tr|A0A7J8CGV3|A0A7J8CGV3_ROUAE
OG0002380	sp|Q8NEB7|ACRBP_HUMAN	tr|A0A7J8J913|A0A7J8J913_ROUAE
OG0002381	sp|Q8TBY0|RBM46_HUMAN	tr|A0A7J8BUT6|A0A7J8BUT6_ROUAE
OG0002382	sp|Q96CA5|BIRC7_HUMAN	tr|A0A7J8DF10|A0A7J8DF10_ROUAE
OG0002383	sp|Q96G97|BSCL2_HUMAN	tr|A0A7J8GVZ5|A0A7J8GVZ5_ROUAE
OG0002384	sp|Q96HD1|CREL1_HUMAN	tr|A0A7J8HN57|A0A7J8HN57_ROUAE
OG0002385	sp|Q96HI0|SENP5_HUMAN	tr|A0A7J8HUQ5|A0A7J8HUQ5_ROUAE
OG0002386	sp|Q96NH3|BROMI_HUMAN	tr|A0A7J8KHW3|A0A7J8KHW3_ROUAE
OG0002387	sp|Q96SZ5|AEDO_HUMAN	tr|A0A7J8G396|A0A7J8G396_ROUAE
OG0002388	sp|Q9BQ61|TRIR_HUMAN	tr|A0A7J8BVC1|A0A7J8BVC1_ROUAE
OG0002389	sp|Q9BRA2|TXD17_HUMAN	tr|A0A7J8GIB3|A0A7J8GIB3_ROUAE
OG0002390	sp|Q9BU40|CRDL1_HUMAN	tr|A0A7J8EI92|A0A7J8EI92_ROUAE
OG0002391	sp|Q9BYG0|B3GN5_HUMAN	tr|A0A7J8HLX0|A0A7J8HLX0_ROUAE
OG0002392	sp|Q9BZE3|BARH1_HUMAN	tr|A0A7J8IEZ8|A0A7J8IEZ8_ROUAE
OG0002393	sp|Q9BZL4|PP12C_HUMAN	tr|A0A7J8CKJ9|A0A7J8CKJ9_ROUAE
OG0002394	sp|Q9C086|IN80B_HUMAN	tr|A0A7J8FIX3|A0A7J8FIX3_ROUAE
OG0002395	sp|Q9H2E6|SEM6A_HUMAN	tr|A0A7J8F3N3|A0A7J8F3N3_ROUAE
OG0002396	sp|Q9H8J5|MANS1_HUMAN	tr|A0A7J8JJJ9|A0A7J8JJJ9_ROUAE
OG0002397	sp|Q9NVZ3|NECP2_HUMAN	tr|A0A7J8KD41|A0A7J8KD41_ROUAE
OG0002398	sp|Q9NZC4|EHF_HUMAN	tr|A0A7J8GYB5|A0A7J8GYB5_ROUAE
OG0002399	sp|Q9P0V8|SLAF8_HUMAN	tr|A0A7J8BHQ8|A0A7J8BHQ8_ROUAE
OG0002400	sp|Q9P2E3|ZNFX1_HUMAN	tr|A0A7J8DM74|A0A7J8DM74_ROUAE
OG0002401	sp|Q9UGC6|RGS17_HUMAN	tr|A0A7J8KFL5|A0A7J8KFL5_ROUAE
OG0002402	sp|Q9UL25|RAB21_HUMAN	tr|A0A7J8JKV7|A0A7J8JKV7_ROUAE
OG0002403	sp|Q9Y421|FA32A_HUMAN	tr|A0A7J8BQ48|A0A7J8BQ48_ROUAE
OG0002404	sp|A6H8M9|CDHR4_HUMAN	tr|A0A7J8HNV9|A0A7J8HNV9_ROUAE
OG0002405	sp|A6NKC9|SH2D7_HUMAN	tr|A0A7J8CLD8|A0A7J8CLD8_ROUAE
OG0002406	sp|A9YTQ3|AHRR_HUMAN	tr|A0A7J8EW24|A0A7J8EW24_ROUAE
OG0002407	sp|O14867|BACH1_HUMAN	tr|A0A7J8HMD5|A0A7J8HMD5_ROUAE
OG0002408	sp|O14905|WNT9B_HUMAN	tr|A0A7J8GI35|A0A7J8GI35_ROUAE
OG0002409	sp|O15547|P2RX6_HUMAN	tr|A0A7J8H4M8|A0A7J8H4M8_ROUAE
OG0002410	sp|O75078|ADA11_HUMAN	tr|A0A7J8G367|A0A7J8G367_ROUAE
OG0002411	sp|O94956|SO2B1_HUMAN	tr|A0A7J8H6H8|A0A7J8H6H8_ROUAE
OG0002412	sp|O95156|NXPH2_HUMAN	tr|A0A7J8JK07|A0A7J8JK07_ROUAE
OG0002413	sp|O95479|G6PE_HUMAN	tr|A0A7J8K975|A0A7J8K975_ROUAE
OG0002414	sp|O95631|NET1_HUMAN	tr|A0A7J8GDJ7|A0A7J8GDJ7_ROUAE
OG0002415	sp|O95772|STR3N_HUMAN	tr|A0A7J8D8M1|A0A7J8D8M1_ROUAE
OG0002416	sp|P06729|CD2_HUMAN	tr|A0A7J8BCD7|A0A7J8BCD7_ROUAE
OG0002417	sp|P0DMC3|ELA_HUMAN	tr|A0A7J8BN93|A0A7J8BN93_ROUAE
OG0002419	sp|P26436|ASPX_HUMAN	tr|A0A7J8GUJ0|A0A7J8GUJ0_ROUAE
OG0002420	sp|P46777|RL5_HUMAN	tr|A0A7J8KFX6|A0A7J8KFX6_ROUAE
OG0002421	sp|P50591|TNF10_HUMAN	tr|A0A7J8HWC9|A0A7J8HWC9_ROUAE
OG0002422	sp|P51816|AFF2_HUMAN	tr|A0A7J8EHV9|A0A7J8EHV9_ROUAE
OG0002423	sp|P51888|PRELP_HUMAN	tr|A0A7J8BGR4|A0A7J8BGR4_ROUAE
OG0002424	sp|P55082|MFAP3_HUMAN	tr|A0A7J8FJZ0|A0A7J8FJZ0_ROUAE
OG0002426	sp|Q02241|KIF23_HUMAN	tr|A0A7J8ILN4|A0A7J8ILN4_ROUAE
OG0002427	sp|Q13257|MD2L1_HUMAN	tr|A0A7J8BSP3|A0A7J8BSP3_ROUAE
OG0002428	sp|Q15084|PDIA6_HUMAN	tr|A0A7J8FL85|A0A7J8FL85_ROUAE
OG0002429	sp|Q15363|TMED2_HUMAN	tr|A0A7J8H837|A0A7J8H837_ROUAE
OG0002430	sp|Q17RN3|FA98C_HUMAN	tr|A0A7J8CG64|A0A7J8CG64_ROUAE
OG0002431	sp|Q32P41|TRM5_HUMAN	tr|A0A7J8IVH1|A0A7J8IVH1_ROUAE
OG0002432	sp|Q5EBM0|CMPK2_HUMAN	tr|A0A7J8FF57|A0A7J8FF57_ROUAE
OG0002433	sp|Q5T1R4|ZEP3_HUMAN	tr|A0A7J8K9J4|A0A7J8K9J4_ROUAE
OG0002434	sp|Q7Z3D6|GLUCM_HUMAN	tr|A0A7J8IHC2|A0A7J8IHC2_ROUAE
OG0002435	sp|Q7Z6G3|NECA2_HUMAN	tr|A0A7J8CJQ5|A0A7J8CJQ5_ROUAE
OG0002436	sp|Q8IV33|K0825_HUMAN	tr|A0A7J8EZU5|A0A7J8EZU5_ROUAE
OG0002437	sp|Q8N539|FBCD1_HUMAN	tr|A0A7J8IJD3|A0A7J8IJD3_ROUAE
OG0002438	sp|Q8N5S9|KKCC1_HUMAN	tr|A0A7J8G6K2|A0A7J8G6K2_ROUAE
OG0002439	sp|Q8WU66|TSEAR_HUMAN	tr|A0A7J8B7X8|A0A7J8B7X8_ROUAE
OG0002440	sp|Q96AQ7|CIDEC_HUMAN	tr|A0A7J8HMT0|A0A7J8HMT0_ROUAE
OG0002441	sp|Q96EX2|RNFT2_HUMAN	tr|A0A7J8H702|A0A7J8H702_ROUAE
OG0002442	sp|Q96PL1|SG3A2_HUMAN	tr|A0A7J8FLR6|A0A7J8FLR6_ROUAE
OG0002444	sp|Q9BRP4|PAAF1_HUMAN	tr|A0A7J8H470|A0A7J8H470_ROUAE
OG0002445	sp|Q9BXK1|KLF16_HUMAN	tr|A0A7J8BSF7|A0A7J8BSF7_ROUAE
OG0002446	sp|Q9GZV9|FGF23_HUMAN	tr|A0A7J8JEK1|A0A7J8JEK1_ROUAE
OG0002447	sp|Q9H0E9|BRD8_HUMAN	tr|A0A7J8FF82|A0A7J8FF82_ROUAE
OG0002448	sp|Q9H2B4|S26A1_HUMAN	tr|A0A7J8EA65|A0A7J8EA65_ROUAE
OG0002449	sp|Q9H9C1|SPE39_HUMAN	tr|A0A7J8IVH9|A0A7J8IVH9_ROUAE
OG0002451	sp|Q9NRS4|TMPS4_HUMAN	tr|A0A7J8H9D1|A0A7J8H9D1_ROUAE
OG0002452	sp|Q9NZN5|ARHGC_HUMAN	tr|A0A7J8GV30|A0A7J8GV30_ROUAE
OG0002453	sp|Q9P202|WHRN_HUMAN	tr|A0A7J8IV17|A0A7J8IV17_ROUAE
OG0002454	sp|Q9P2D0|IBTK_HUMAN	tr|A0A7J8K9L6|A0A7J8K9L6_ROUAE
OG0002455	sp|Q9UBQ0|VPS29_HUMAN	tr|A0A7J8H8E4|A0A7J8H8E4_ROUAE
OG0002456	sp|Q9UBS9|SUCO_HUMAN	tr|A0A7J8BH19|A0A7J8BH19_ROUAE
OG0002457	sp|Q9UHF5|IL17B_HUMAN	tr|A0A7J8FHB2|A0A7J8FHB2_ROUAE
OG0002458	sp|Q9UJW2|TINAG_HUMAN	tr|A0A7J8KIA9|A0A7J8KIA9_ROUAE
OG0002459	sp|Q9UM63|PLAL1_HUMAN	tr|A0A7J8KEB8|A0A7J8KEB8_ROUAE
OG0002460	sp|Q9Y574|ASB4_HUMAN	tr|A0A7J8D3M6|A0A7J8D3M6_ROUAE
OG0002461	sp|A0A1B0GUW6|SPEM3_HUMAN	tr|A0A7J8GHS4|A0A7J8GHS4_ROUAE
OG0002462	sp|A0AV96|RBM47_HUMAN	tr|A0A7J8EA50|A0A7J8EA50_ROUAE
OG0002463	sp|A1L157|TSN11_HUMAN	tr|A0A7J8JND8|A0A7J8JND8_ROUAE
OG0002464	sp|A6NL88|SHSA7_HUMAN	tr|A0A7J8CLJ3|A0A7J8CLJ3_ROUAE
OG0002465	sp|O00254|PAR3_HUMAN	tr|A0A7J8EYG7|A0A7J8EYG7_ROUAE
OG0002466	sp|O14817|TSN4_HUMAN	tr|A0A7J8H9U2|A0A7J8H9U2_ROUAE
OG0002467	sp|O15417|TNC18_HUMAN	tr|A0A7J8FNI3|A0A7J8FNI3_ROUAE
OG0002468	sp|O43187|IRAK2_HUMAN	tr|A0A7J8HR14|A0A7J8HR14_ROUAE
OG0002469	sp|O95816|BAG2_HUMAN	tr|A0A7J8K586|A0A7J8K586_ROUAE
OG0002470	sp|P01138|NGF_HUMAN	tr|A0A7J8BEV5|A0A7J8BEV5_ROUAE
OG0002471	sp|P0CW18|PRS56_HUMAN	tr|A0A7J8JK65|A0A7J8JK65_ROUAE
OG0002472	sp|P14923|PLAK_HUMAN	tr|A0A7J8G8T3|A0A7J8G8T3_ROUAE
OG0002473	sp|P17031|ZNF26_HUMAN	tr|A0A7J8HA04|A0A7J8HA04_ROUAE
OG0002474	sp|P27824|CALX_HUMAN	tr|A0A7J8FET4|A0A7J8FET4_ROUAE
OG0002475	sp|P42765|THIM_HUMAN	tr|A0A7J8DF07|A0A7J8DF07_ROUAE
OG0002476	sp|P46059|S15A1_HUMAN	tr|A0A7J8DZZ2|A0A7J8DZZ2_ROUAE
OG0002477	sp|P50120|RET2_HUMAN	tr|A0A7J8HVA8|A0A7J8HVA8_ROUAE
