Orthogroup	Homo_sapiens	Felis_catus
OG0002812	sp|Q969S2|NEIL2_HUMAN	tr|A0A5F5XIY9|A0A5F5XIY9_FELCA
OG0002813	sp|Q2M3C7|SPKAP_HUMAN	tr|A0A5F5XJN0|A0A5F5XJN0_FELCA
OG0002814	sp|Q16617|NKG7_HUMAN	tr|A0A5F5XKG7|A0A5F5XKG7_FELCA
OG0002815	sp|O95833|CLIC3_HUMAN	tr|A0A5F5XMI7|A0A5F5XMI7_FELCA
OG0002816	sp|P35716|SOX11_HUMAN	tr|A0A5F5XPC8|A0A5F5XPC8_FELCA
OG0002817	sp|P43307|SSRA_HUMAN	tr|A0A5F5XPR7|A0A5F5XPR7_FELCA
OG0002818	sp|P40617|ARL4A_HUMAN	tr|A0A5F5XQ81|A0A5F5XQ81_FELCA
OG0002819	sp|Q2MKA7|RSPO1_HUMAN	tr|A0A5F5XUJ5|A0A5F5XUJ5_FELCA
OG0002820	sp|A6NJI9|LRC72_HUMAN	tr|A0A5F5XYL0|A0A5F5XYL0_FELCA
OG0002821	sp|Q86XR7|TCAM2_HUMAN	tr|M3VXT2|M3VXT2_FELCA
OG0002822	sp|Q96GX9|MTNB_HUMAN	tr|M3VYQ9|M3VYQ9_FELCA
OG0002823	sp|Q9BUE6|ISCA1_HUMAN	tr|M3W0F4|M3W0F4_FELCA
OG0002824	sp|P09622|DLDH_HUMAN	tr|M3W291|M3W291_FELCA
OG0002825	sp|Q9UP83|COG5_HUMAN	tr|M3W4U8|M3W4U8_FELCA
OG0002826	sp|Q8NFR7|CC148_HUMAN	tr|M3W7I3|M3W7I3_FELCA
OG0002827	sp|Q14676|MDC1_HUMAN	tr|M3W867|M3W867_FELCA
OG0002828	sp|P07339|CATD_HUMAN	tr|M3W8G3|M3W8G3_FELCA
OG0002829	sp|P49639|HXA1_HUMAN	tr|M3W8N7|M3W8N7_FELCA
OG0002830	sp|Q9NPC4|A4GAT_HUMAN	tr|M3W9U7|M3W9U7_FELCA
OG0002831	sp|P50213|IDH3A_HUMAN	tr|M3WDF0|M3WDF0_FELCA
OG0002832	sp|P63173|RL38_HUMAN	tr|M3WE21|M3WE21_FELCA
OG0002833	sp|O15350|P73_HUMAN	tr|M3WFF4|M3WFF4_FELCA
OG0002834	sp|Q8WXR4|MYO3B_HUMAN	tr|M3WGA9|M3WGA9_FELCA
OG0002835	sp|Q32P28|P3H1_HUMAN	tr|M3WGH9|M3WGH9_FELCA
OG0002836	sp|Q9UJ71|CLC4K_HUMAN	tr|M3WIV5|M3WIV5_FELCA
OG0002837	sp|Q6VUC0|AP2E_HUMAN	tr|M3WJM8|M3WJM8_FELCA
OG0002838	sp|A8MT33|SYC1L_HUMAN	tr|M3WNT9|M3WNT9_FELCA
OG0002839	sp|A4D2P6|GRD2I_HUMAN	tr|M3WP24|M3WP24_FELCA
OG0002840	sp|Q9Y3D0|CIA2B_HUMAN	tr|M3WPZ0|M3WPZ0_FELCA
OG0002841	sp|P59047|NALP5_HUMAN	tr|M3WV56|M3WV56_FELCA
OG0002842	sp|Q14974|IMB1_HUMAN	tr|M3WXK0|M3WXK0_FELCA
OG0002843	sp|Q9C0A1|ZFHX2_HUMAN	tr|M3WZY0|M3WZY0_FELCA
OG0002844	sp|Q658L1|SAXO2_HUMAN	tr|M3X0J8|M3X0J8_FELCA
OG0002845	sp|Q96RK0|CIC_HUMAN	tr|M3X4P6|M3X4P6_FELCA
OG0002846	sp|Q9Y3B7|RM11_HUMAN	tr|M3X718|M3X718_FELCA
OG0002847	sp|Q9NPC1|LT4R2_HUMAN	tr|M3X737|M3X737_FELCA
OG0002848	sp|Q8N4S9|MALD2_HUMAN	tr|M3XBR8|M3XBR8_FELCA
OG0002849	sp|Q92834|RPGR_HUMAN	tr|M3XEC4|M3XEC4_FELCA
OG0002850	sp|P03905|NU4M_HUMAN	sp|P48916|NU4M_FELCA
OG0002851	sp|Q9NQW8|CNGB3_HUMAN	tr|A0A2I2U6U6|A0A2I2U6U6_FELCA
OG0002852	sp|Q9BYT3|STK33_HUMAN	tr|A0A2I2UA11|A0A2I2UA11_FELCA
OG0002853	sp|Q9GZR1|SENP6_HUMAN	tr|A0A2I2UFB5|A0A2I2UFB5_FELCA
OG0002854	sp|Q9NS62|THSD1_HUMAN	tr|A0A2I2UJM6|A0A2I2UJM6_FELCA
OG0002855	sp|O95196|CSPG5_HUMAN	tr|A0A2I2ULC2|A0A2I2ULC2_FELCA
OG0002856	sp|Q14966|ZN638_HUMAN	tr|A0A2I2UMF9|A0A2I2UMF9_FELCA
OG0002857	sp|P61086|UBE2K_HUMAN	tr|A0A2I2UNS7|A0A2I2UNS7_FELCA
OG0002858	sp|Q13021|MALL_HUMAN	tr|A0A2I2UXL8|A0A2I2UXL8_FELCA
OG0002859	sp|Q96GY3|LIN37_HUMAN	tr|A0A2I2V2Z9|A0A2I2V2Z9_FELCA
OG0002860	sp|Q6IMN6|CAPR2_HUMAN	tr|A0A337RUS9|A0A337RUS9_FELCA
OG0002861	sp|O95996|APCL_HUMAN	tr|A0A337RZL7|A0A337RZL7_FELCA
OG0002862	sp|P56178|DLX5_HUMAN	tr|A0A337S076|A0A337S076_FELCA
OG0002863	sp|Q9Y543|HES2_HUMAN	tr|A0A337S481|A0A337S481_FELCA
OG0002864	sp|Q8NAC3|I17RC_HUMAN	tr|A0A337S6A8|A0A337S6A8_FELCA
OG0002865	sp|A0A1W2PR82|PERC1_HUMAN	tr|A0A337S8V0|A0A337S8V0_FELCA
OG0002866	sp|Q5T4T6|SYC2L_HUMAN	tr|A0A337S9U9|A0A337S9U9_FELCA
OG0002867	sp|Q8IY37|DHX37_HUMAN	tr|A0A337SBC9|A0A337SBC9_FELCA
OG0002868	sp|P56159|GFRA1_HUMAN	tr|A0A337SD81|A0A337SD81_FELCA
OG0002869	sp|Q6ZQX7|LIAT1_HUMAN	tr|A0A337SE58|A0A337SE58_FELCA
OG0002870	sp|P60228|EIF3E_HUMAN	tr|A0A337SLK6|A0A337SLK6_FELCA
OG0002871	sp|P11166|GTR1_HUMAN	tr|A0A5F5XBY0|A0A5F5XBY0_FELCA
OG0002872	sp|P01591|IGJ_HUMAN	tr|A0A5F5XC52|A0A5F5XC52_FELCA
OG0002873	sp|P08118|MSMB_HUMAN	tr|A0A5F5XEP7|A0A5F5XEP7_FELCA
OG0002874	sp|O95409|ZIC2_HUMAN	tr|A0A5F5XEV9|A0A5F5XEV9_FELCA
OG0002875	sp|Q9BTV5|FSD1_HUMAN	tr|A0A5F5XKC8|A0A5F5XKC8_FELCA
OG0002876	sp|Q8WVM8|SCFD1_HUMAN	tr|A0A5F5XMV6|A0A5F5XMV6_FELCA
OG0002877	sp|Q9H490|PIGU_HUMAN	tr|A0A5F5XNR8|A0A5F5XNR8_FELCA
OG0002878	sp|Q9H6P5|TASP1_HUMAN	tr|A0A5F5XVU8|A0A5F5XVU8_FELCA
OG0002879	sp|O60930|RNH1_HUMAN	tr|A0A5F5XY98|A0A5F5XY98_FELCA
OG0002880	sp|Q9NTG1|PKDRE_HUMAN	tr|A0A5F5XZ70|A0A5F5XZ70_FELCA
OG0002881	sp|O14746|TERT_HUMAN	tr|A0A5F5Y3G7|A0A5F5Y3G7_FELCA
OG0002882	sp|P50747|BPL1_HUMAN	tr|A0A5F5Y5Y7|A0A5F5Y5Y7_FELCA
OG0002883	sp|A6NC98|CC88B_HUMAN	tr|M3VUW9|M3VUW9_FELCA
OG0002884	sp|Q96DW6|S2538_HUMAN	tr|M3VZ16|M3VZ16_FELCA
OG0002885	sp|P04201|MAS_HUMAN	tr|M3VZ92|M3VZ92_FELCA
OG0002886	sp|Q8TD26|CHD6_HUMAN	tr|M3W0K5|M3W0K5_FELCA
OG0002887	sp|Q5VTT5|MYOM3_HUMAN	tr|M3W5B3|M3W5B3_FELCA
OG0002888	sp|P09001|RM03_HUMAN	tr|M3W5Q4|M3W5Q4_FELCA
OG0002889	sp|Q6ISU1|PTCRA_HUMAN	tr|M3WBY1|M3WBY1_FELCA
OG0002890	sp|Q96K75|ZN514_HUMAN	tr|M3WDQ8|M3WDQ8_FELCA
OG0002891	sp|P51617|IRAK1_HUMAN	tr|M3WE18|M3WE18_FELCA
OG0002892	sp|O75324|SNN_HUMAN	tr|M3WFJ3|M3WFJ3_FELCA
OG0002893	sp|Q6ZU65|UBN2_HUMAN	tr|M3WGW1|M3WGW1_FELCA
OG0002894	sp|P23582|ANFC_HUMAN	tr|M3WH43|M3WH43_FELCA
OG0002895	sp|Q9BYD5|CNFN_HUMAN	tr|M3WHI3|M3WHI3_FELCA
OG0002896	sp|P40313|CTRL_HUMAN	tr|M3WHR1|M3WHR1_FELCA
OG0002897	sp|Q70EL1|UBP54_HUMAN	tr|M3WJD1|M3WJD1_FELCA
OG0002898	sp|O60235|TM11D_HUMAN	tr|M3WJQ9|M3WJQ9_FELCA
OG0002899	sp|O95377|CXB5_HUMAN	tr|M3WJZ8|M3WJZ8_FELCA
OG0002900	sp|P34913|HYES_HUMAN	tr|M3WKP1|M3WKP1_FELCA
OG0002901	sp|Q66K79|CBPZ_HUMAN	tr|M3WMC0|M3WMC0_FELCA
OG0002902	sp|P22792|CPN2_HUMAN	tr|M3WMF1|M3WMF1_FELCA
OG0002903	sp|O14793|GDF8_HUMAN	tr|M3WPT7|M3WPT7_FELCA
OG0002904	sp|P61106|RAB14_HUMAN	tr|M3WTD7|M3WTD7_FELCA
OG0002905	sp|Q4AC94|C2CD3_HUMAN	tr|M3WUX6|M3WUX6_FELCA
OG0002906	sp|Q8WVT3|TPC12_HUMAN	tr|M3WYP7|M3WYP7_FELCA
OG0002907	sp|P25705|ATPA_HUMAN	tr|M3WZB0|M3WZB0_FELCA
OG0002908	sp|Q7L1W4|LRC8D_HUMAN	tr|M3X2H7|M3X2H7_FELCA
OG0002909	sp|Q9NUQ7|UFSP2_HUMAN	tr|M3X3E5|M3X3E5_FELCA
OG0002910	sp|Q9BWT6|MND1_HUMAN	tr|M3X4E7|M3X4E7_FELCA
OG0002911	sp|Q8IVW8|SPNS2_HUMAN	tr|M3X5S7|M3X5S7_FELCA
OG0002912	sp|Q9Y2U9|KLDC2_HUMAN	tr|M3X6U6|M3X6U6_FELCA
OG0002913	sp|Q9BZE4|GTPB4_HUMAN	tr|M3XAH4|M3XAH4_FELCA
OG0002914	sp|Q86TM6|SYVN1_HUMAN	tr|M3XDY6|M3XDY6_FELCA
OG0002915	sp|P35453|HXD13_HUMAN	tr|M3XF18|M3XF18_FELCA
OG0002916	sp|O15212|PFD6_HUMAN	tr|M3XFX0|M3XFX0_FELCA
OG0002917	sp|Q6AHZ1|Z518A_HUMAN	tr|M3XFY3|M3XFY3_FELCA
OG0002918	sp|Q8IWL3|HSC20_HUMAN	tr|A0A2I2U3M8|A0A2I2U3M8_FELCA
OG0002919	sp|Q86Y37|CACL1_HUMAN	tr|A0A2I2UFD8|A0A2I2UFD8_FELCA
OG0002920	sp|P30542|AA1R_HUMAN	tr|A0A2I2UIS0|A0A2I2UIS0_FELCA
OG0002921	sp|Q8IXS0|F217A_HUMAN	tr|A0A2I2UNW3|A0A2I2UNW3_FELCA
OG0002922	sp|Q6P5W5|S39A4_HUMAN	tr|A0A2I2UZD2|A0A2I2UZD2_FELCA
OG0002923	sp|Q9HC38|GLOD4_HUMAN	tr|A0A2I2V038|A0A2I2V038_FELCA
OG0002924	sp|Q96MA6|KAD8_HUMAN	tr|A0A2I2V3K2|A0A2I2V3K2_FELCA
OG0002925	sp|P0C6T2|OST4_HUMAN	tr|A0A337S2V8|A0A337S2V8_FELCA
OG0002926	sp|P49918|CDN1C_HUMAN	tr|A0A337S6N9|A0A337S6N9_FELCA
OG0002927	sp|O43396|TXNL1_HUMAN	tr|A0A337S744|A0A337S744_FELCA
OG0002928	sp|Q9H2Z4|NKX24_HUMAN	tr|A0A337S846|A0A337S846_FELCA
OG0002929	sp|Q9BVA6|FICD_HUMAN	tr|A0A337S859|A0A337S859_FELCA
OG0002930	sp|O75387|LAT3_HUMAN	tr|A0A337SC74|A0A337SC74_FELCA
OG0002931	sp|Q04741|EMX1_HUMAN	tr|A0A337SEV3|A0A337SEV3_FELCA
OG0002932	sp|Q6ZMP0|THSD4_HUMAN	tr|A0A337SKL9|A0A337SKL9_FELCA
OG0002933	sp|Q8N488|RYBP_HUMAN	tr|A0A337SLD1|A0A337SLD1_FELCA
OG0002934	sp|C9JLW8|MCRI1_HUMAN	tr|A0A337SMZ0|A0A337SMZ0_FELCA
OG0002935	sp|Q8N108|MIER1_HUMAN	tr|A0A337SN90|A0A337SN90_FELCA
OG0002936	sp|P55089|UCN1_HUMAN	tr|A0A337SRC1|A0A337SRC1_FELCA
OG0002937	sp|Q8NHX4|SPTA3_HUMAN	tr|A0A337SRN6|A0A337SRN6_FELCA
OG0002938	sp|Q86XW9|TXND6_HUMAN	tr|A0A337SXN3|A0A337SXN3_FELCA
OG0002939	sp|Q5R387|PA2GC_HUMAN	tr|A0A5F5XCW9|A0A5F5XCW9_FELCA
OG0002940	sp|P20809|IL11_HUMAN	tr|A0A5F5XIR8|A0A5F5XIR8_FELCA
OG0002941	sp|A6NCL2|LRCL1_HUMAN	tr|A0A5F5XJN4|A0A5F5XJN4_FELCA
OG0002942	sp|Q13444|ADA15_HUMAN	tr|A0A5F5XKX6|A0A5F5XKX6_FELCA
OG0002943	sp|P13611|CSPG2_HUMAN	tr|A0A5F5XPZ9|A0A5F5XPZ9_FELCA
OG0002944	sp|Q9Y3E2|BOLA1_HUMAN	tr|A0A5F5XV25|A0A5F5XV25_FELCA
OG0002945	sp|P00813|ADA_HUMAN	tr|A0A5F5XVG8|A0A5F5XVG8_FELCA
OG0002946	sp|Q8IWA6|CCD60_HUMAN	tr|A0A5F5XZH3|A0A5F5XZH3_FELCA
OG0002947	sp|Q9BVK8|TM147_HUMAN	tr|A0A5F5Y4C5|A0A5F5Y4C5_FELCA
OG0002948	sp|Q6IPT4|NB5R5_HUMAN	tr|A0A5F5Y589|A0A5F5Y589_FELCA
OG0002949	sp|Q5T6F2|UBAP2_HUMAN	tr|A0A5F5Y5K4|A0A5F5Y5K4_FELCA
OG0002950	sp|Q13023|AKAP6_HUMAN	tr|A0A5K1VU54|A0A5K1VU54_FELCA
OG0002951	sp|Q9H6B4|CLMP_HUMAN	tr|M3VW19|M3VW19_FELCA
OG0002952	sp|Q969E8|TSR2_HUMAN	tr|M3VY44|M3VY44_FELCA
OG0002953	sp|Q9Y6X9|MORC2_HUMAN	tr|M3W1K4|M3W1K4_FELCA
OG0002954	sp|Q9UBM7|DHCR7_HUMAN	tr|M3W1L5|M3W1L5_FELCA
OG0002955	sp|Q86WW8|COA5_HUMAN	tr|M3W257|M3W257_FELCA
OG0002956	sp|P24821|TENA_HUMAN	tr|M3W358|M3W358_FELCA
OG0002957	sp|Q9HAY6|BCDO1_HUMAN	tr|M3W391|M3W391_FELCA
OG0002958	sp|Q9NR09|BIRC6_HUMAN	tr|M3W539|M3W539_FELCA
OG0002959	sp|Q8N653|LZTR1_HUMAN	tr|M3W546|M3W546_FELCA
OG0002960	sp|Q7Z4V5|HDGR2_HUMAN	tr|M3W5L9|M3W5L9_FELCA
OG0002961	sp|Q9Y4W6|AFG32_HUMAN	tr|M3W5Y6|M3W5Y6_FELCA
OG0002962	sp|Q16533|SNPC1_HUMAN	tr|M3W8U2|M3W8U2_FELCA
OG0002963	sp|P53634|CATC_HUMAN	tr|M3W9M0|M3W9M0_FELCA
OG0002964	sp|P62266|RS23_HUMAN	tr|M3WAB5|M3WAB5_FELCA
OG0002965	sp|Q5NUL3|FFAR4_HUMAN	tr|M3WCE6|M3WCE6_FELCA
OG0002966	sp|Q9H993|ARMT1_HUMAN	tr|M3WCV6|M3WCV6_FELCA
OG0002967	sp|Q8IVU1|IGDC3_HUMAN	tr|M3WF56|M3WF56_FELCA
OG0002968	sp|O43752|STX6_HUMAN	tr|M3WFX3|M3WFX3_FELCA
OG0002969	sp|P24855|DNAS1_HUMAN	tr|M3WGM9|M3WGM9_FELCA
OG0002970	sp|Q96GX5|GWL_HUMAN	tr|M3WKC3|M3WKC3_FELCA
OG0002971	sp|P42681|TXK_HUMAN	tr|M3WKJ4|M3WKJ4_FELCA
OG0002972	sp|Q99436|PSB7_HUMAN	tr|M3WKX9|M3WKX9_FELCA
OG0002973	sp|Q8N0X2|SPG16_HUMAN	tr|M3WM21|M3WM21_FELCA
OG0002974	sp|Q12996|CSTF3_HUMAN	tr|M3WPX4|M3WPX4_FELCA
OG0002975	sp|Q92786|PROX1_HUMAN	tr|M3WRD3|M3WRD3_FELCA
OG0002976	sp|Q15599|NHRF2_HUMAN	tr|M3WS59|M3WS59_FELCA
OG0002977	sp|Q9H2S9|IKZF4_HUMAN	tr|M3WSR9|M3WSR9_FELCA
OG0002978	sp|Q9H706|GARE1_HUMAN	tr|M3WTS4|M3WTS4_FELCA
OG0002979	sp|Q9HAB8|PPCS_HUMAN	tr|M3WWE5|M3WWE5_FELCA
OG0002980	sp|Q99417|MYCBP_HUMAN	tr|M3WX05|M3WX05_FELCA
OG0002981	sp|Q9UKK3|PARP4_HUMAN	tr|M3X1E2|M3X1E2_FELCA
OG0002982	sp|Q8NFH3|NUP43_HUMAN	tr|M3X4X6|M3X4X6_FELCA
OG0002983	sp|Q8NI37|PPTC7_HUMAN	tr|M3X895|M3X895_FELCA
OG0002984	sp|O95025|SEM3D_HUMAN	tr|M3XAT7|M3XAT7_FELCA
OG0002985	sp|P61962|DCAF7_HUMAN	tr|M3XC80|M3XC80_FELCA
OG0002986	sp|P22459|KCNA4_HUMAN	tr|M3XDS9|M3XDS9_FELCA
OG0002987	sp|P49356|FNTB_HUMAN	tr|M3XEV7|M3XEV7_FELCA
OG0002988	sp|P19429|TNNI3_HUMAN	sp|Q863B6|TNNI3_FELCA
OG0002989	sp|Q9Y343|SNX24_HUMAN	tr|A0A2I2U754|A0A2I2U754_FELCA
OG0002990	sp|I3L1E1|CS084_HUMAN	tr|A0A2I2U9C4|A0A2I2U9C4_FELCA
OG0002991	sp|Q8WXH5|SOCS4_HUMAN	tr|A0A2I2UCX7|A0A2I2UCX7_FELCA
OG0002992	sp|Q401N2|ZACN_HUMAN	tr|A0A2I2UD63|A0A2I2UD63_FELCA
OG0002993	sp|Q3SXY7|LRIT3_HUMAN	tr|A0A2I2UGU3|A0A2I2UGU3_FELCA
OG0002994	sp|Q96HJ5|MS4A3_HUMAN	tr|A0A2I2UGY8|A0A2I2UGY8_FELCA
OG0002995	sp|Q9UIW0|VAX2_HUMAN	tr|A0A2I2UHM2|A0A2I2UHM2_FELCA
OG0002996	sp|P54619|AAKG1_HUMAN	tr|A0A2I2UK65|A0A2I2UK65_FELCA
OG0002997	sp|Q5HY92|FIGN_HUMAN	tr|A0A2I2UPT9|A0A2I2UPT9_FELCA
OG0002998	sp|Q3MHD2|LSM12_HUMAN	tr|A0A2I2UQ30|A0A2I2UQ30_FELCA
OG0002999	sp|Q1ED39|KNOP1_HUMAN	tr|A0A2I2UR61|A0A2I2UR61_FELCA
OG0003001	sp|Q9Y241|HIG1A_HUMAN	tr|A0A2I2URN4|A0A2I2URN4_FELCA
OG0003002	sp|O43462|MBTP2_HUMAN	tr|A0A2I2USK0|A0A2I2USK0_FELCA
OG0003003	sp|P29377|S100G_HUMAN	tr|A0A2I2UTI7|A0A2I2UTI7_FELCA
OG0003004	sp|Q05D32|CTSL2_HUMAN	tr|A0A2I2UU39|A0A2I2UU39_FELCA
OG0003005	sp|Q9UNX9|KCJ14_HUMAN	tr|A0A2I2V087|A0A2I2V087_FELCA
OG0003006	sp|Q9H1K1|ISCU_HUMAN	tr|A0A337RZQ4|A0A337RZQ4_FELCA
OG0003007	sp|Q9ULS5|TMCC3_HUMAN	tr|A0A337S4Q2|A0A337S4Q2_FELCA
OG0003008	sp|P50454|SERPH_HUMAN	tr|A0A337S5Y8|A0A337S5Y8_FELCA
OG0003009	sp|Q92569|P55G_HUMAN	tr|A0A337S8Q9|A0A337S8Q9_FELCA
OG0003010	sp|Q13029|PRDM2_HUMAN	tr|A0A337SA14|A0A337SA14_FELCA
OG0003011	sp|P11117|PPAL_HUMAN	tr|A0A337SAA6|A0A337SAA6_FELCA
OG0003012	sp|Q8N6T3|ARFG1_HUMAN	tr|A0A337SGI5|A0A337SGI5_FELCA
OG0003013	sp|O43929|ORC4_HUMAN	tr|A0A337SL77|A0A337SL77_FELCA
OG0003014	sp|Q96S55|WRIP1_HUMAN	tr|A0A337SN19|A0A337SN19_FELCA
OG0003015	sp|Q2M2Z5|KIZ_HUMAN	tr|A0A337SNH5|A0A337SNH5_FELCA
OG0003016	sp|Q9BRR6|ADPGK_HUMAN	tr|A0A337SQU4|A0A337SQU4_FELCA
OG0003017	sp|Q969K7|TMM54_HUMAN	tr|A0A5F5XBR0|A0A5F5XBR0_FELCA
OG0003018	sp|O60841|IF2P_HUMAN	tr|A0A5F5XCV2|A0A5F5XCV2_FELCA
OG0003019	sp|O43283|M3K13_HUMAN	tr|A0A5F5XDM0|A0A5F5XDM0_FELCA
OG0003020	sp|Q5T4S7|UBR4_HUMAN	tr|A0A5F5XFT1|A0A5F5XFT1_FELCA
OG0003021	sp|P56746|CLD15_HUMAN	tr|A0A5F5XFX6|A0A5F5XFX6_FELCA
OG0003022	sp|Q16719|KYNU_HUMAN	tr|A0A5F5XMX8|A0A5F5XMX8_FELCA
OG0003023	sp|Q9H2D1|MFTC_HUMAN	tr|A0A5F5XS49|A0A5F5XS49_FELCA
OG0003024	sp|Q9Y4P1|ATG4B_HUMAN	tr|A0A5F5XZV3|A0A5F5XZV3_FELCA
OG0003025	sp|Q9Y3M8|STA13_HUMAN	tr|A0A5F5Y5H8|A0A5F5Y5H8_FELCA
OG0003026	sp|Q9NPA1|KCMB3_HUMAN	tr|A0A5F5Y633|A0A5F5Y633_FELCA
OG0003027	sp|Q9H270|VPS11_HUMAN	tr|M3VW32|M3VW32_FELCA
OG0003028	sp|Q96A98|TIP39_HUMAN	tr|M3VWT6|M3VWT6_FELCA
OG0003029	sp|Q6NUM9|RETST_HUMAN	tr|M3W085|M3W085_FELCA
OG0003030	sp|Q8N7U6|EFHB_HUMAN	tr|M3W278|M3W278_FELCA
OG0003031	sp|O14836|TR13B_HUMAN	tr|M3W701|M3W701_FELCA
OG0003032	sp|Q9P2F8|SI1L2_HUMAN	tr|M3W7D7|M3W7D7_FELCA
OG0003033	sp|P12955|PEPD_HUMAN	tr|M3W8R0|M3W8R0_FELCA
OG0003034	sp|Q9GZS3|WDR61_HUMAN	tr|M3WDF1|M3WDF1_FELCA
OG0003035	sp|Q9BYI3|HYCCI_HUMAN	tr|M3WEC3|M3WEC3_FELCA
OG0003036	sp|P50402|EMD_HUMAN	tr|M3WF13|M3WF13_FELCA
OG0003037	sp|Q969D9|TSLP_HUMAN	tr|M3WGC3|M3WGC3_FELCA
OG0003038	sp|Q9BV36|MELPH_HUMAN	sp|M3WHG5|MELPH_FELCA
OG0003039	sp|Q96DZ1|ERLEC_HUMAN	tr|M3WIQ5|M3WIQ5_FELCA
OG0003040	sp|P33992|MCM5_HUMAN	tr|M3WJK6|M3WJK6_FELCA
OG0003041	sp|Q9P0J0|NDUAD_HUMAN	tr|M3WKI1|M3WKI1_FELCA
OG0003042	sp|Q96AC6|KIFC2_HUMAN	tr|M3WKM2|M3WKM2_FELCA
OG0003043	sp|Q53H82|LACB2_HUMAN	tr|M3WKS1|M3WKS1_FELCA
OG0003044	sp|P42226|STAT6_HUMAN	tr|M3WKY3|M3WKY3_FELCA
OG0003045	sp|P08047|SP1_HUMAN	tr|M3WQ27|M3WQ27_FELCA
OG0003046	sp|Q5JUQ0|FA78A_HUMAN	tr|M3WRB0|M3WRB0_FELCA
OG0003047	sp|Q96D05|F241B_HUMAN	tr|M3WRB9|M3WRB9_FELCA
OG0003048	sp|Q6ZNE5|BAKOR_HUMAN	tr|M3WSN2|M3WSN2_FELCA
OG0003049	sp|Q9H313|TTYH1_HUMAN	tr|M3WT78|M3WT78_FELCA
OG0003050	sp|Q8TF50|ZN526_HUMAN	tr|M3WVP2|M3WVP2_FELCA
OG0003051	sp|Q8IV50|LYSM2_HUMAN	tr|M3X0A1|M3X0A1_FELCA
OG0003052	sp|Q96HR9|REEP6_HUMAN	tr|M3X108|M3X108_FELCA
OG0003053	sp|Q02363|ID2_HUMAN	tr|M3X559|M3X559_FELCA
OG0003054	sp|O43292|GPAA1_HUMAN	tr|M3X7C5|M3X7C5_FELCA
OG0003055	sp|Q5T8I3|F102B_HUMAN	tr|M3X7D8|M3X7D8_FELCA
OG0003056	sp|Q8NGZ3|O13G1_HUMAN	tr|M3X8A5|M3X8A5_FELCA
OG0003057	sp|Q9ULT6|ZNRF3_HUMAN	tr|M3X8R9|M3X8R9_FELCA
OG0003058	sp|Q92535|PIGC_HUMAN	tr|M3XAC2|M3XAC2_FELCA
OG0003059	sp|Q9NPI9|KCJ16_HUMAN	tr|M3XAF4|M3XAF4_FELCA
OG0003060	sp|O75113|N4BP1_HUMAN	tr|M3XBU0|M3XBU0_FELCA
OG0003061	sp|Q14956|GPNMB_HUMAN	tr|M3XBW8|M3XBW8_FELCA
OG0003062	sp|Q15274|NADC_HUMAN	tr|M3XDM0|M3XDM0_FELCA
OG0003063	sp|Q6P7N7|TMM81_HUMAN	tr|M3XDN9|M3XDN9_FELCA
OG0003064	sp|Q07507|DERM_HUMAN	tr|M3XE34|M3XE34_FELCA
OG0003065	sp|E9PGG2|ANHX_HUMAN	tr|M3XF09|M3XF09_FELCA
OG0003066	sp|Q9Y5J5|PHLA3_HUMAN	tr|A0A2I2U531|A0A2I2U531_FELCA
OG0003067	sp|Q9NW82|WDR70_HUMAN	tr|A0A2I2U5S6|A0A2I2U5S6_FELCA
OG0003068	sp|Q8TBP6|S2540_HUMAN	tr|A0A2I2UE31|A0A2I2UE31_FELCA
OG0003069	sp|P43304|GPDM_HUMAN	tr|A0A2I2UGT1|A0A2I2UGT1_FELCA
OG0003070	sp|O95436|NPT2B_HUMAN	tr|A0A2I2UMZ9|A0A2I2UMZ9_FELCA
OG0003071	sp|O43674|NDUB5_HUMAN	tr|A0A2I2UQS7|A0A2I2UQS7_FELCA
OG0003072	sp|Q9H082|RB33B_HUMAN	tr|A0A2I2US22|A0A2I2US22_FELCA
OG0003073	sp|Q9NV88|INT9_HUMAN	tr|A0A2I2V0I3|A0A2I2V0I3_FELCA
OG0003074	sp|Q9H0G5|NSRP1_HUMAN	tr|A0A2I2V4B9|A0A2I2V4B9_FELCA
OG0003075	sp|Q15120|PDK3_HUMAN	tr|A0A337RZ08|A0A337RZ08_FELCA
OG0003076	sp|Q6UWI4|SHSA2_HUMAN	tr|A0A337S703|A0A337S703_FELCA
OG0003077	sp|Q9NP56|PDE7B_HUMAN	tr|A0A337S7F9|A0A337S7F9_FELCA
OG0003078	sp|P19544|WT1_HUMAN	tr|A0A337S8I1|A0A337S8I1_FELCA
OG0003079	sp|Q6UX27|VSTM1_HUMAN	tr|A0A337S948|A0A337S948_FELCA
OG0003080	sp|Q969T9|WBP2_HUMAN	tr|A0A337SAP2|A0A337SAP2_FELCA
OG0003081	sp|P48507|GSH0_HUMAN	tr|A0A337SC71|A0A337SC71_FELCA
OG0003082	sp|Q58EX7|PKHG4_HUMAN	tr|A0A337SDP0|A0A337SDP0_FELCA
OG0003084	sp|Q13469|NFAC2_HUMAN	tr|A0A337SIS5|A0A337SIS5_FELCA
OG0003085	sp|Q717R9|CYS1_HUMAN	tr|A0A337SIZ8|A0A337SIZ8_FELCA
OG0003086	sp|Q9NX31|OSER1_HUMAN	tr|A0A337SWW1|A0A337SWW1_FELCA
