Orthogroup	Homo_sapiens	Jaculus_jaculus
OG0001099	sp|Q9NVD7|PARVA_HUMAN	tr|A0A8C5KI53|A0A8C5KI53_JACJA
OG0001100	sp|Q9UL58|ZN215_HUMAN, sp|Q9HBT7|ZN287_HUMAN, sp|Q8TF39|ZN483_HUMAN	tr|A0A8C5P5X5|A0A8C5P5X5_JACJA
OG0001101	sp|O15264|MK13_HUMAN	tr|A0A8C5KHH0|A0A8C5KHH0_JACJA
OG0001101	sp|P53778|MK12_HUMAN	tr|A0A8C5LH93|A0A8C5LH93_JACJA
OG0001102	sp|Q86VP6|CAND1_HUMAN	tr|A0A8C5KZS6|A0A8C5KZS6_JACJA
OG0001102	sp|O75155|CAND2_HUMAN	tr|A0A8C5L1U6|A0A8C5L1U6_JACJA
OG0001103	sp|P31314|TLX1_HUMAN	tr|A0A8C5K6P7|A0A8C5K6P7_JACJA
OG0001103	sp|O43711|TLX3_HUMAN	tr|A0A8C5K948|A0A8C5K948_JACJA
OG0001104	sp|Q8TDQ1|CLM1_HUMAN	tr|A0A8C5LDU7|A0A8C5LDU7_JACJA
OG0001104	sp|Q6UXZ3|CLM5_HUMAN	tr|A0A8C5P3K1|A0A8C5P3K1_JACJA
OG0001105	sp|Q96CQ1|S2536_HUMAN	tr|A0A8C5P2X3|A0A8C5P2X3_JACJA, tr|A0A8C5P3E9|A0A8C5P3E9_JACJA, tr|A0A8C5K019|A0A8C5K019_JACJA
OG0001106	sp|Q9NYI0|PSD3_HUMAN	tr|A0A8C5K1W7|A0A8C5K1W7_JACJA
OG0001106	sp|Q9BQI7|PSD2_HUMAN	tr|A0A8C5K8R9|A0A8C5K8R9_JACJA
OG0001107	sp|Q5VXU3|CHIC1_HUMAN	tr|A0A8C5LHB2|A0A8C5LHB2_JACJA
OG0001107	sp|Q9UKJ5|CHIC2_HUMAN	tr|A0A8C5LAP6|A0A8C5LAP6_JACJA
OG0001108	sp|O75689|ADAP1_HUMAN	tr|A0A8C5KYC9|A0A8C5KYC9_JACJA
OG0001108	sp|Q9NPF8|ADAP2_HUMAN	tr|A0A8C5KNL6|A0A8C5KNL6_JACJA
OG0001109	sp|P01009|A1AT_HUMAN, sp|P20848|A1ATR_HUMAN, sp|P29622|KAIN_HUMAN	tr|A0A8C5LNS3|A0A8C5LNS3_JACJA
OG0001110	sp|P04150|GCR_HUMAN	tr|A0A8C5LL81|A0A8C5LL81_JACJA
OG0001110	sp|P10275|ANDR_HUMAN	tr|A0A8C5KVY4|A0A8C5KVY4_JACJA
OG0001111	sp|P22004|BMP6_HUMAN	tr|A0A8C5K063|A0A8C5K063_JACJA
OG0001111	sp|P18075|BMP7_HUMAN	tr|A0A8C5P2T6|A0A8C5P2T6_JACJA
OG0001112	sp|Q7L5N1|CSN6_HUMAN	tr|A0A8C5KY52|A0A8C5KY52_JACJA
OG0001112	sp|P51665|PSMD7_HUMAN	tr|A0A8C5LGE5|A0A8C5LGE5_JACJA
OG0001113	sp|Q9Y264|ANGP4_HUMAN	tr|A0A8C5NVB4|A0A8C5NVB4_JACJA
OG0001113	sp|Q15389|ANGP1_HUMAN	tr|A0A8C5KD83|A0A8C5KD83_JACJA
OG0001114	sp|Q7RTV5|PXL2C_HUMAN	tr|A0A8C5LMJ4|A0A8C5LMJ4_JACJA, tr|A0A8C5NY74|A0A8C5NY74_JACJA, tr|A0A8C5KEN4|A0A8C5KEN4_JACJA
OG0001115	sp|Q9Y2G0|EFR3B_HUMAN	tr|A0A8C5KNU2|A0A8C5KNU2_JACJA
OG0001115	sp|Q14156|EFR3A_HUMAN	tr|A0A8C5LKG3|A0A8C5LKG3_JACJA
OG0001117	sp|P61009|SPCS3_HUMAN	tr|A0A8C5K2T1|A0A8C5K2T1_JACJA, tr|A0A8C5KB62|A0A8C5KB62_JACJA, tr|A0A8C5KCW2|A0A8C5KCW2_JACJA
OG0001118	sp|A6NDN8|UBIML_HUMAN	tr|A0A8C5NUC5|A0A8C5NUC5_JACJA
OG0001118	sp|P62861|RS30_HUMAN	tr|A0A8C5KQG9|A0A8C5KQG9_JACJA
OG0001119	sp|Q13454|TUSC3_HUMAN	tr|A0A8C5KZ26|A0A8C5KZ26_JACJA
OG0001119	sp|Q9H0U3|MAGT1_HUMAN	tr|A0A8C5K8Q7|A0A8C5K8Q7_JACJA
OG0001120	sp|O75116|ROCK2_HUMAN	tr|A0A8C5JUS6|A0A8C5JUS6_JACJA
OG0001120	sp|Q13464|ROCK1_HUMAN	tr|A0A8C5KI90|A0A8C5KI90_JACJA
OG0001121	sp|Q6PL18|ATAD2_HUMAN	tr|A0A8C5L631|A0A8C5L631_JACJA
OG0001121	sp|Q9ULI0|ATD2B_HUMAN	tr|A0A8C5KW96|A0A8C5KW96_JACJA
OG0001122	sp|Q5JTC6|AMER1_HUMAN, sp|Q8N944|AMER3_HUMAN, sp|Q8N7J2|AMER2_HUMAN	tr|A0A8C5KH01|A0A8C5KH01_JACJA
OG0001123	sp|P55769|NH2L1_HUMAN	tr|A0A8C5KLQ3|A0A8C5KLQ3_JACJA, tr|A0A8C5KW94|A0A8C5KW94_JACJA, tr|A0A8C5K309|A0A8C5K309_JACJA
OG0001124	sp|Q9Y600|CSAD_HUMAN	tr|A0A8C5JZ79|A0A8C5JZ79_JACJA
OG0001124	sp|Q6ZQY3|GADL1_HUMAN	tr|A0A8C5LLS2|A0A8C5LLS2_JACJA
OG0001125	sp|Q7Z698|SPRE2_HUMAN	tr|A0A8C5P3G7|A0A8C5P3G7_JACJA
OG0001125	sp|Q7Z699|SPRE1_HUMAN	tr|A0A8C5KS74|A0A8C5KS74_JACJA
OG0001126	sp|Q9UKT7|FBXL3_HUMAN	tr|A0A8C5KX59|A0A8C5KX59_JACJA
OG0001126	sp|Q9UKT6|FXL21_HUMAN	tr|A0A8C5NWZ8|A0A8C5NWZ8_JACJA
OG0001127	sp|P49802|RGS7_HUMAN	tr|A0A8C5KEA5|A0A8C5KEA5_JACJA
OG0001127	sp|P49758|RGS6_HUMAN	tr|A0A8C5LEH0|A0A8C5LEH0_JACJA
OG0001128	sp|Q8TDU5|VNRL4_HUMAN, sp|Q7Z5H4|VN1R5_HUMAN	tr|A0A8C5KQS7|A0A8C5KQS7_JACJA, tr|A0A8C5KRA2|A0A8C5KRA2_JACJA
OG0001129	sp|Q9UJG1|MSPD1_HUMAN	tr|A0A8C5L1S8|A0A8C5L1S8_JACJA, tr|A0A8C5KWW8|A0A8C5KWW8_JACJA, tr|A0A8C5KFF7|A0A8C5KFF7_JACJA
OG0001130	sp|Q9Y4G6|TLN2_HUMAN	tr|A0A8C5KRT0|A0A8C5KRT0_JACJA
OG0001130	sp|Q9Y490|TLN1_HUMAN	tr|A0A8C5K1A3|A0A8C5K1A3_JACJA
OG0001131	sp|P25774|CATS_HUMAN	tr|A0A8C5L134|A0A8C5L134_JACJA
OG0001131	sp|P43235|CATK_HUMAN	tr|A0A8C5K9R2|A0A8C5K9R2_JACJA
OG0001132	sp|P43353|AL3B1_HUMAN	tr|A0A8C5P388|A0A8C5P388_JACJA
OG0001132	sp|P48448|AL3B2_HUMAN	tr|A0A8C5LIE0|A0A8C5LIE0_JACJA
OG0001133	sp|Q15147|PLCB4_HUMAN, sp|Q9NQ66|PLCB1_HUMAN, sp|Q01970|PLCB3_HUMAN	tr|A0A8C5LHL5|A0A8C5LHL5_JACJA
OG0001134	sp|Q8N4P2|TT30B_HUMAN, sp|Q86WT1|TT30A_HUMAN	tr|A0A8C5NXJ2|A0A8C5NXJ2_JACJA, tr|A0A8C5NZD4|A0A8C5NZD4_JACJA
OG0001135	sp|Q96KR1|ZFR_HUMAN	tr|A0A8C5LDQ5|A0A8C5LDQ5_JACJA
OG0001135	sp|Q9UPR6|ZFR2_HUMAN	tr|A0A8C5KN54|A0A8C5KN54_JACJA
OG0001136	sp|P02489|CRYAA_HUMAN, tr|A0A096LPJ9|A0A096LPJ9_HUMAN, sp|Q9BQS6|HSPB9_HUMAN	tr|A0A8C5K919|A0A8C5K919_JACJA
OG0001137	sp|P18848|ATF4_HUMAN	tr|A0A8C5KRT8|A0A8C5KRT8_JACJA, tr|A0A8C5K5E8|A0A8C5K5E8_JACJA, tr|A0A8C5K4B1|A0A8C5K4B1_JACJA
OG0001138	sp|Q9NRH3|TBG2_HUMAN	tr|A0A8C5P4R4|A0A8C5P4R4_JACJA
OG0001138	sp|P23258|TBG1_HUMAN	tr|A0A8C5L9H9|A0A8C5L9H9_JACJA
OG0001139	sp|P55010|IF5_HUMAN	tr|A0A8C5KBL1|A0A8C5KBL1_JACJA, tr|A0A8C5KZB0|A0A8C5KZB0_JACJA, tr|A0A8C5K980|A0A8C5K980_JACJA
OG0001140	sp|P61163|ACTZ_HUMAN	tr|A0A8C5NY06|A0A8C5NY06_JACJA
OG0001140	sp|P42025|ACTY_HUMAN	tr|A0A8C5KW62|A0A8C5KW62_JACJA
OG0001141	sp|O75185|AT2C2_HUMAN	tr|A0A8C5JXF3|A0A8C5JXF3_JACJA
OG0001141	sp|P98194|AT2C1_HUMAN	tr|A0A8C5LCI5|A0A8C5LCI5_JACJA
OG0001142	sp|Q8IYD1|ERF3B_HUMAN	tr|A0A8C5JYK2|A0A8C5JYK2_JACJA
OG0001142	sp|P15170|ERF3A_HUMAN	tr|A0A8C5KQK8|A0A8C5KQK8_JACJA
OG0001143	sp|Q8NEM7|SP20H_HUMAN, sp|P0C7V6|SP202_HUMAN, sp|Q3ZLR7|SP201_HUMAN	tr|A0A8C5KZ33|A0A8C5KZ33_JACJA
OG0001144	sp|Q8TE73|DYH5_HUMAN	tr|A0A8C5LCF5|A0A8C5LCF5_JACJA
OG0001144	sp|Q96JB1|DYH8_HUMAN	tr|A0A8C5KN64|A0A8C5KN64_JACJA
OG0001145	sp|O95319|CELF2_HUMAN	tr|A0A8C5KA21|A0A8C5KA21_JACJA
OG0001145	sp|Q92879|CELF1_HUMAN	tr|A0A8C5L632|A0A8C5L632_JACJA
OG0001146	sp|Q9NUU7|DD19A_HUMAN, sp|Q9UMR2|DD19B_HUMAN, sp|Q9UHL0|DDX25_HUMAN	tr|A0A8C5KH31|A0A8C5KH31_JACJA
OG0001147	sp|Q9P2Q2|FRM4A_HUMAN	tr|A0A8C5K426|A0A8C5K426_JACJA
OG0001147	sp|Q9Y2L6|FRM4B_HUMAN	tr|A0A8C5LCT9|A0A8C5LCT9_JACJA
OG0001148	sp|Q5VT25|MRCKA_HUMAN	tr|A0A8C5K5G2|A0A8C5K5G2_JACJA
OG0001148	sp|Q9Y5S2|MRCKB_HUMAN	tr|A0A8C5P496|A0A8C5P496_JACJA
OG0001149	sp|P31321|KAP1_HUMAN	tr|A0A8C5L881|A0A8C5L881_JACJA
OG0001149	sp|P10644|KAP0_HUMAN	tr|A0A8C5L2P1|A0A8C5L2P1_JACJA
OG0001150	sp|Q5JSJ4|INT6L_HUMAN	tr|A0A8C5KTJ0|A0A8C5KTJ0_JACJA
OG0001150	sp|Q9UL03|INT6_HUMAN	tr|A0A8C5LD58|A0A8C5LD58_JACJA
OG0001151	sp|Q6PKG0|LARP1_HUMAN	tr|A0A8C5P0S3|A0A8C5P0S3_JACJA
OG0001151	sp|Q659C4|LAR1B_HUMAN	tr|A0A8C5LCS6|A0A8C5LCS6_JACJA
OG0001152	sp|Q9BXA7|TSSK1_HUMAN	tr|A0A8C5KH65|A0A8C5KH65_JACJA
OG0001152	sp|Q96PF2|TSSK2_HUMAN	tr|A0A8C5KGP5|A0A8C5KGP5_JACJA
OG0001153	sp|P06213|INSR_HUMAN	tr|A0A8C5LET5|A0A8C5LET5_JACJA
OG0001153	sp|P08069|IGF1R_HUMAN	tr|A0A8C5NXP8|A0A8C5NXP8_JACJA
OG0001154	sp|B3KU38|IQIP1_HUMAN, sp|P0DPB3|SCHI1_HUMAN	tr|A0A8C5P2M1|A0A8C5P2M1_JACJA, tr|A0A8C5JVD4|A0A8C5JVD4_JACJA
OG0001155	sp|P14207|FOLR2_HUMAN, sp|P41439|FOLR3_HUMAN, sp|P15328|FOLR1_HUMAN	tr|A0A8C5L4X7|A0A8C5L4X7_JACJA
OG0001156	sp|Q06830|PRDX1_HUMAN, sp|P32119|PRDX2_HUMAN	tr|A0A8C5P0V0|A0A8C5P0V0_JACJA, tr|A0A8C5K2C9|A0A8C5K2C9_JACJA
OG0001157	sp|Q0VDD8|DYH14_HUMAN	tr|A0A8C5LFK9|A0A8C5LFK9_JACJA
OG0001157	sp|Q9C0G6|DYH6_HUMAN	tr|A0A8C5NZ98|A0A8C5NZ98_JACJA
OG0001158	sp|Q9Y605|MOFA1_HUMAN, sp|B2RBV5|MRUPP_HUMAN, sp|Q96HT8|MR1L1_HUMAN	tr|A0A8C5K208|A0A8C5K208_JACJA
OG0001159	sp|P17010|ZFX_HUMAN, sp|P08048|ZFY_HUMAN	tr|A0A8C5KB04|A0A8C5KB04_JACJA, tr|A0A8C5KHX9|A0A8C5KHX9_JACJA
OG0001160	sp|Q8N9I0|SYT2_HUMAN	tr|A0A8C5K6N3|A0A8C5K6N3_JACJA
OG0001160	sp|P21579|SYT1_HUMAN	tr|A0A8C5LJK2|A0A8C5LJK2_JACJA
OG0001161	sp|P46020|KPB1_HUMAN	tr|A0A8C5KTB5|A0A8C5KTB5_JACJA
OG0001161	sp|P46019|KPB2_HUMAN	tr|A0A8C5JWK3|A0A8C5JWK3_JACJA
OG0001162	sp|Q8N3A8|PARP8_HUMAN	tr|A0A8C5KXK0|A0A8C5KXK0_JACJA
OG0001162	sp|Q2NL67|PARP6_HUMAN	tr|A0A8C5LCS0|A0A8C5LCS0_JACJA
OG0001163	sp|Q8IUQ0|CLVS1_HUMAN	tr|A0A8C5KKM3|A0A8C5KKM3_JACJA
OG0001163	sp|Q5SYC1|CLVS2_HUMAN	tr|A0A8C5LHR1|A0A8C5LHR1_JACJA
OG0001164	sp|Q8N475|FSTL5_HUMAN	tr|A0A8C5KXT2|A0A8C5KXT2_JACJA
OG0001164	sp|Q6MZW2|FSTL4_HUMAN	tr|A0A8C5KC01|A0A8C5KC01_JACJA
OG0001165	sp|Q8N3D4|EH1L1_HUMAN	tr|A0A8C5KCQ7|A0A8C5KCQ7_JACJA
OG0001165	sp|Q8NDI1|EHBP1_HUMAN	tr|A0A8C5LL40|A0A8C5LL40_JACJA
OG0001166	sp|O94830|DDHD2_HUMAN	tr|A0A8C5NWP3|A0A8C5NWP3_JACJA
OG0001166	sp|Q9Y6Y8|S23IP_HUMAN	tr|A0A8C5L975|A0A8C5L975_JACJA
OG0001167	sp|O60346|PHLP1_HUMAN	tr|A0A8C5KI92|A0A8C5KI92_JACJA
OG0001167	sp|Q6ZVD8|PHLP2_HUMAN	tr|A0A8C5L3G9|A0A8C5L3G9_JACJA
OG0001168	sp|P62913|RL11_HUMAN	tr|A0A8C5L8X9|A0A8C5L8X9_JACJA, tr|A0A8C5KRN4|A0A8C5KRN4_JACJA, tr|A0A8C5L472|A0A8C5L472_JACJA
OG0001169	sp|Q49A17|GLTL6_HUMAN	tr|A0A8C5L754|A0A8C5L754_JACJA
OG0001169	sp|Q86SR1|GLT10_HUMAN	tr|A0A8C5KDD3|A0A8C5KDD3_JACJA
OG0001170	sp|Q8TDG2|ACTT1_HUMAN	tr|A0A8C5NVY5|A0A8C5NVY5_JACJA
OG0001170	sp|Q8TDY3|ACTT2_HUMAN	tr|A0A8C5K655|A0A8C5K655_JACJA
OG0001171	sp|Q8WVX9|FACR1_HUMAN	tr|A0A8C5P5A8|A0A8C5P5A8_JACJA
OG0001171	sp|Q96K12|FACR2_HUMAN	tr|A0A8C5NU30|A0A8C5NU30_JACJA
OG0001172	sp|Q9Y5Y0|FLVC1_HUMAN	tr|A0A8C5K5W2|A0A8C5K5W2_JACJA
OG0001172	sp|Q9UPI3|FLVC2_HUMAN	tr|A0A8C5KG83|A0A8C5KG83_JACJA
OG0001174	sp|P82970|HMGN5_HUMAN	tr|A0A8C5KLH3|A0A8C5KLH3_JACJA
OG0001174	sp|P05114|HMGN1_HUMAN	tr|A0A8C5KIP5|A0A8C5KIP5_JACJA
OG0001175	sp|Q03060|CREM_HUMAN	tr|A0A8C5K5I2|A0A8C5K5I2_JACJA
OG0001175	sp|P16220|CREB1_HUMAN	tr|A0A8C5KHE0|A0A8C5KHE0_JACJA
OG0001176	sp|Q6IS24|GLT17_HUMAN	tr|A0A8C5K332|A0A8C5K332_JACJA
OG0001176	sp|Q9HCQ5|GALT9_HUMAN	tr|A0A8C5LHI9|A0A8C5LHI9_JACJA
OG0001177	sp|Q8TDI7|TMC2_HUMAN	tr|A0A8C5K7I5|A0A8C5K7I5_JACJA
OG0001177	sp|Q8TDI8|TMC1_HUMAN	tr|A0A8C5LHY8|A0A8C5LHY8_JACJA
OG0001178	sp|P00751|CFAB_HUMAN, sp|P20851|C4BPB_HUMAN, sp|P06681|CO2_HUMAN	tr|A0A8C5L8P6|A0A8C5L8P6_JACJA
OG0001179	sp|P09923|PPBI_HUMAN, sp|P05187|PPB1_HUMAN, sp|P10696|PPBN_HUMAN	tr|A0A8C5KEK9|A0A8C5KEK9_JACJA
OG0001180	sp|Q6UY01|LRC31_HUMAN	tr|A0A8C5P5C6|A0A8C5P5C6_JACJA
OG0001180	sp|P13489|RINI_HUMAN	tr|A0A8C5LMS7|A0A8C5LMS7_JACJA
OG0001181	sp|Q8TE59|ATS19_HUMAN	tr|A0A8C5LE75|A0A8C5LE75_JACJA
OG0001181	sp|Q8TE56|ATS17_HUMAN	tr|A0A8C5P5B9|A0A8C5P5B9_JACJA
OG0001182	sp|Q969G2|LHX4_HUMAN	tr|A0A8C5KAK3|A0A8C5KAK3_JACJA
OG0001182	sp|Q9UBR4|LHX3_HUMAN	tr|A0A8C5KY83|A0A8C5KY83_JACJA
OG0001183	sp|Q9NRF8|PYRG2_HUMAN	tr|A0A8C5KY70|A0A8C5KY70_JACJA
OG0001183	sp|P17812|PYRG1_HUMAN	tr|A0A8C5K4C5|A0A8C5K4C5_JACJA
OG0001184	sp|Q9Y4I1|MYO5A_HUMAN	tr|A0A8C5KJK7|A0A8C5KJK7_JACJA
OG0001184	sp|Q9ULV0|MYO5B_HUMAN	tr|A0A8C5KG04|A0A8C5KG04_JACJA
OG0001185	sp|P49327|FAS_HUMAN	tr|A0A8C5L983|A0A8C5L983_JACJA
OG0001185	sp|Q08257|QOR_HUMAN	tr|A0A8C5JY19|A0A8C5JY19_JACJA
OG0001186	sp|P48169|GBRA4_HUMAN	tr|A0A8C5KMS4|A0A8C5KMS4_JACJA
OG0001186	sp|Q16445|GBRA6_HUMAN	tr|A0A8C5K5R1|A0A8C5K5R1_JACJA
OG0001187	sp|Q8IUX7|AEBP1_HUMAN	tr|A0A8C5NVI7|A0A8C5NVI7_JACJA
OG0001187	sp|Q8N436|CPXM2_HUMAN	tr|A0A8C5LJH5|A0A8C5LJH5_JACJA
OG0001188	sp|O94819|KBTBB_HUMAN, sp|Q96G42|KLD7B_HUMAN, sp|Q9P2K6|KLH42_HUMAN	tr|A0A8C5LI24|A0A8C5LI24_JACJA
OG0001189	sp|P62508|ERR3_HUMAN	tr|A0A8C5NXX2|A0A8C5NXX2_JACJA
OG0001189	sp|O95718|ERR2_HUMAN	tr|A0A8C5K485|A0A8C5K485_JACJA
OG0001190	sp|P0CB38|PAB4L_HUMAN	tr|A0A8C5K1K6|A0A8C5K1K6_JACJA
OG0001190	sp|Q96DU9|PABP5_HUMAN	tr|A0A8C5NXG2|A0A8C5NXG2_JACJA
OG0001191	tr|A0A1W2PN81|A0A1W2PN81_HUMAN, sp|P36544|ACHA7_HUMAN, sp|Q494W8|CRFM7_HUMAN	tr|A0A8C5K8G7|A0A8C5K8G7_JACJA
OG0001192	sp|O75038|PLCH2_HUMAN	tr|A0A8C5L3D0|A0A8C5L3D0_JACJA
OG0001192	sp|Q4KWH8|PLCH1_HUMAN	tr|A0A8C5LER4|A0A8C5LER4_JACJA
OG0001193	sp|Q16849|PTPRN_HUMAN, sp|Q92932|PTPR2_HUMAN, sp|Q5W5W9|RES18_HUMAN	tr|A0A8C5P1J9|A0A8C5P1J9_JACJA
OG0001194	sp|Q6UW01|CBLN3_HUMAN, sp|Q9NTU7|CBLN4_HUMAN, sp|P23435|CBLN1_HUMAN	tr|A0A8C5P4B8|A0A8C5P4B8_JACJA
OG0001195	sp|Q9BQ89|F110A_HUMAN, sp|Q8TAY7|F110D_HUMAN, sp|Q1W6H9|F110C_HUMAN	tr|A0A8C5K1S8|A0A8C5K1S8_JACJA
OG0001196	sp|Q9UI32|GLSL_HUMAN	tr|A0A8C5L985|A0A8C5L985_JACJA
OG0001196	sp|O94925|GLSK_HUMAN	tr|A0A8C5L0C3|A0A8C5L0C3_JACJA
OG0001197	sp|P18825|ADA2C_HUMAN, sp|P08913|ADA2A_HUMAN, sp|P18089|ADA2B_HUMAN	tr|A0A8C5NVY4|A0A8C5NVY4_JACJA
OG0001199	sp|Q719I0|AHSA2_HUMAN	tr|A0A8C5KL77|A0A8C5KL77_JACJA
OG0001199	sp|O95433|AHSA1_HUMAN	tr|A0A8C5L1L2|A0A8C5L1L2_JACJA
OG0001200	sp|P08865|RSSA_HUMAN, tr|A0A8I5KQE6|A0A8I5KQE6_HUMAN	tr|A0A8C5K993|A0A8C5K993_JACJA, tr|A0A8C5P0S0|A0A8C5P0S0_JACJA
OG0001201	sp|Q9P283|SEM5B_HUMAN	tr|A0A8C5K1X7|A0A8C5K1X7_JACJA
OG0001201	sp|Q13591|SEM5A_HUMAN	tr|A0A8C5KGN7|A0A8C5KGN7_JACJA
OG0001202	sp|Q29RF7|PDS5A_HUMAN	tr|A0A8C5P5B3|A0A8C5P5B3_JACJA
OG0001202	sp|Q9NTI5|PDS5B_HUMAN	tr|A0A8C5LK50|A0A8C5LK50_JACJA
OG0001204	sp|Q8TBF5|PIGX_HUMAN	tr|A0A8C5P2H0|A0A8C5P2H0_JACJA, tr|A0A8C5L3I9|A0A8C5L3I9_JACJA, tr|A0A8C5P022|A0A8C5P022_JACJA
OG0001205	sp|O00219|HYAS3_HUMAN	tr|A0A8C5L8H8|A0A8C5L8H8_JACJA
OG0001205	sp|Q92819|HYAS2_HUMAN	tr|A0A8C5JWL4|A0A8C5JWL4_JACJA
OG0001206	sp|Q9Y3A6|TMED5_HUMAN	tr|A0A8C5KGT1|A0A8C5KGT1_JACJA, tr|A0A8C5KDK3|A0A8C5KDK3_JACJA, tr|A0A8C5KXS2|A0A8C5KXS2_JACJA
OG0001207	sp|P53992|SC24C_HUMAN	tr|A0A8C5JUA8|A0A8C5JUA8_JACJA
OG0001207	sp|O94855|SC24D_HUMAN	tr|A0A8C5KAQ7|A0A8C5KAQ7_JACJA
OG0001208	sp|P49321|NASP_HUMAN	tr|A0A8C5K0L8|A0A8C5K0L8_JACJA, tr|A0A8C5K1C9|A0A8C5K1C9_JACJA, tr|A0A8C5KP28|A0A8C5KP28_JACJA
OG0001209	sp|P51946|CCNH_HUMAN	tr|A0A8C5KJQ6|A0A8C5KJQ6_JACJA, tr|A0A8C5KBG5|A0A8C5KBG5_JACJA, tr|A0A8C5K3C9|A0A8C5K3C9_JACJA
OG0001210	sp|Q5VWW1|C1QL3_HUMAN	tr|A0A8C5L412|A0A8C5L412_JACJA
OG0001210	sp|O75973|C1QRF_HUMAN	tr|A0A8C5P1F7|A0A8C5P1F7_JACJA
OG0001211	sp|Q6ICC9|RTL6_HUMAN, sp|Q5HYW3|RTL5_HUMAN, sp|Q7L3V2|BOP_HUMAN	tr|A0A8C5K3N9|A0A8C5K3N9_JACJA
OG0001212	sp|Q8WXF7|ATLA1_HUMAN	tr|A0A8C5KAM4|A0A8C5KAM4_JACJA
OG0001212	sp|Q8NHH9|ATLA2_HUMAN	tr|A0A8C5K460|A0A8C5K460_JACJA
OG0001213	sp|Q8TCU3|S7A13_HUMAN, sp|Q9UM01|YLAT1_HUMAN, sp|Q92536|YLAT2_HUMAN	tr|A0A8C5LJ83|A0A8C5LJ83_JACJA
OG0001214	sp|Q9BSY9|DESI2_HUMAN	tr|A0A8C5P1L2|A0A8C5P1L2_JACJA, tr|A0A8C5LJ35|A0A8C5LJ35_JACJA, tr|A0A8C5JWG0|A0A8C5JWG0_JACJA
OG0001215	sp|Q9Y3R0|GRIP1_HUMAN	tr|A0A8C5KJI8|A0A8C5KJI8_JACJA
OG0001215	sp|Q9C0E4|GRIP2_HUMAN	tr|A0A8C5L2Z7|A0A8C5L2Z7_JACJA
OG0001216	sp|Q9NYD6|HXC10_HUMAN	tr|A0A8C5KBH6|A0A8C5KBH6_JACJA
OG0001216	sp|P31260|HXA10_HUMAN	tr|A0A8C5KJ71|A0A8C5KJ71_JACJA
OG0001217	sp|Q15796|SMAD2_HUMAN	tr|A0A8C5LCP8|A0A8C5LCP8_JACJA
OG0001217	sp|P84022|SMAD3_HUMAN	tr|A0A8C5L7F0|A0A8C5L7F0_JACJA
OG0001218	sp|O95259|KCNH1_HUMAN	tr|A0A8C5KFU0|A0A8C5KFU0_JACJA
OG0001218	sp|Q8NCM2|KCNH5_HUMAN	tr|A0A8C5KB10|A0A8C5KB10_JACJA
OG0001219	sp|P68036|UB2L3_HUMAN, sp|A0A1B0GUS4|UB2L5_HUMAN	tr|A0A8C5K3L4|A0A8C5K3L4_JACJA, tr|A0A8C5K5L8|A0A8C5K5L8_JACJA
OG0001220	sp|O94983|CMTA2_HUMAN	tr|A0A8C5KMW2|A0A8C5KMW2_JACJA
OG0001220	sp|Q9Y6Y1|CMTA1_HUMAN	tr|A0A8C5L3P7|A0A8C5L3P7_JACJA
OG0001221	sp|P03973|SLPI_HUMAN	tr|A0A8C5K9Z4|A0A8C5K9Z4_JACJA
OG0001221	sp|Q8WWY7|WFD12_HUMAN	tr|A0A8C5KKY5|A0A8C5KKY5_JACJA
OG0001222	sp|P22557|HEM0_HUMAN	tr|A0A8C5LAS8|A0A8C5LAS8_JACJA
OG0001222	sp|P13196|HEM1_HUMAN	tr|A0A8C5JWJ9|A0A8C5JWJ9_JACJA
OG0001223	sp|A6NFZ4|FA24A_HUMAN, sp|Q8N5W8|FA24B_HUMAN	tr|A0A8C5L1H6|A0A8C5L1H6_JACJA, tr|A0A8C5NX83|A0A8C5NX83_JACJA
OG0001224	sp|Q96IL0|COA8_HUMAN	tr|A0A8C5KKD0|A0A8C5KKD0_JACJA, tr|A0A8C5JZ20|A0A8C5JZ20_JACJA, tr|A0A8C5K3Z3|A0A8C5K3Z3_JACJA
OG0001225	sp|Q9NVJ2|ARL8B_HUMAN	tr|A0A8C5KX12|A0A8C5KX12_JACJA
OG0001225	sp|Q96BM9|ARL8A_HUMAN	tr|A0A8C5LFH0|A0A8C5LFH0_JACJA
OG0001226	sp|Q9UBW5|BIN2_HUMAN	tr|A0A8C5LDF4|A0A8C5LDF4_JACJA
OG0001226	sp|O00499|BIN1_HUMAN	tr|A0A8C5JX90|A0A8C5JX90_JACJA
OG0001227	sp|O75366|AVIL_HUMAN	tr|A0A8C5KWI8|A0A8C5KWI8_JACJA
OG0001227	sp|P09327|VILI_HUMAN	tr|A0A8C5KS93|A0A8C5KS93_JACJA
OG0001228	sp|Q658K8|EF1DL_HUMAN	tr|A0A8C5KEV1|A0A8C5KEV1_JACJA
OG0001228	sp|P29692|EF1D_HUMAN	tr|A0A8C5K073|A0A8C5K073_JACJA
OG0001229	sp|P33908|MA1A1_HUMAN	tr|A0A8C5K9Z2|A0A8C5K9Z2_JACJA
OG0001229	sp|O60476|MA1A2_HUMAN	tr|A0A8C5KV82|A0A8C5KV82_JACJA
OG0001230	sp|Q16832|DDR2_HUMAN	tr|A0A8C5K8R0|A0A8C5K8R0_JACJA
