Orthogroup	Homo_sapiens	Balaenoptera_physalus
OG0001874	sp|Q8TCC3|RM30_HUMAN	tr|A0A6A1PZ42|A0A6A1PZ42_BALPH, tr|A0A643BNI6|A0A643BNI6_BALPH, tr|A0A643BS56|A0A643BS56_BALPH
OG0001875	sp|O60909|B4GT2_HUMAN	tr|A0A6A1QCW0|A0A6A1QCW0_BALPH
OG0001875	sp|P15291|B4GT1_HUMAN	tr|A0A643BY39|A0A643BY39_BALPH
OG0001876	sp|O95573|ACSL3_HUMAN	tr|A0A643C427|A0A643C427_BALPH
OG0001876	sp|O60488|ACSL4_HUMAN	tr|A0A6A1QMS3|A0A6A1QMS3_BALPH
OG0001877	sp|Q9UI40|NCKX2_HUMAN	tr|A0A6A1Q464|A0A6A1Q464_BALPH
OG0001877	sp|O60721|NCKX1_HUMAN	tr|A0A643BQL4|A0A643BQL4_BALPH
OG0001878	sp|P53367|ARFP1_HUMAN	tr|A0A643BP64|A0A643BP64_BALPH
OG0001878	sp|P53365|ARFP2_HUMAN	tr|A0A643CAR2|A0A643CAR2_BALPH
OG0001879	sp|Q6UVM3|KCNT2_HUMAN	tr|A0A643C7D8|A0A643C7D8_BALPH
OG0001879	sp|Q5JUK3|KCNT1_HUMAN	tr|A0A643C2Q3|A0A643C2Q3_BALPH
OG0001880	sp|Q8IWV8|UBR2_HUMAN	tr|A0A643CBV7|A0A643CBV7_BALPH
OG0001880	sp|Q8IWV7|UBR1_HUMAN	tr|A0A643C5A8|A0A643C5A8_BALPH
OG0001881	sp|P42356|PI4KA_HUMAN, sp|Q8N8J0|PI4P1_HUMAN, sp|A4QPH2|PI4P2_HUMAN	tr|A0A643CBG3|A0A643CBG3_BALPH
OG0001882	sp|Q9UJW2|TINAG_HUMAN	tr|A0A643C355|A0A643C355_BALPH
OG0001882	sp|Q9GZM7|TINAL_HUMAN	tr|A0A643CJU4|A0A643CJU4_BALPH
OG0001883	sp|Q16665|HIF1A_HUMAN	tr|A0A6A1QAK5|A0A6A1QAK5_BALPH
OG0001883	sp|Q99814|EPAS1_HUMAN	tr|A0A6A1QED4|A0A6A1QED4_BALPH
OG0001884	sp|P20338|RAB4A_HUMAN	tr|A0A643BLA0|A0A643BLA0_BALPH
OG0001884	sp|P61018|RAB4B_HUMAN	tr|A0A643C8K3|A0A643C8K3_BALPH
OG0001885	sp|Q9Y4I1|MYO5A_HUMAN	tr|A0A6A1PZ01|A0A6A1PZ01_BALPH
OG0001885	sp|Q9ULV0|MYO5B_HUMAN	tr|A0A643C6C5|A0A643C6C5_BALPH
OG0001886	sp|P51692|STA5B_HUMAN, sp|P42229|STA5A_HUMAN	tr|A0A643CC51|A0A643CC51_BALPH, tr|A0A643CC45|A0A643CC45_BALPH
OG0001887	sp|Q8NFB2|T185A_HUMAN	tr|A0A643BKW3|A0A643BKW3_BALPH
OG0001887	sp|Q9H7F4|T185B_HUMAN	tr|A0A643CFU3|A0A643CFU3_BALPH
OG0001888	sp|Q8TAA3|PSMA8_HUMAN	tr|A0A643BWT7|A0A643BWT7_BALPH
OG0001888	sp|O14818|PSA7_HUMAN	tr|A0A6A1QEU0|A0A6A1QEU0_BALPH
OG0001889	sp|Q9H0P0|5NT3A_HUMAN	tr|A0A643BVS9|A0A643BVS9_BALPH
OG0001889	sp|Q969T7|5NT3B_HUMAN	tr|A0A643CCJ4|A0A643CCJ4_BALPH
OG0001890	sp|Q8N9N2|ASCC1_HUMAN, sp|Q9P0M2|AKA7G_HUMAN, sp|P0CW23|AKAI1_HUMAN	tr|A0A643BZP6|A0A643BZP6_BALPH
OG0001891	sp|Q96I23|PREY_HUMAN	tr|A0A643CFX9|A0A643CFX9_BALPH, tr|A0A643C611|A0A643C611_BALPH, tr|A0A643BT80|A0A643BT80_BALPH
OG0001892	sp|Q14999|CUL7_HUMAN	tr|A0A643CCC8|A0A643CCC8_BALPH
OG0001892	sp|Q8IWT3|CUL9_HUMAN	tr|A0A643CCD4|A0A643CCD4_BALPH
OG0001893	sp|P04632|CPNS1_HUMAN, sp|Q96L46|CPNS2_HUMAN	tr|A0A643C5G5|A0A643C5G5_BALPH, tr|A0A643BS45|A0A643BS45_BALPH
OG0001894	sp|Q9BW72|HIG2A_HUMAN, sp|Q4VC39|HIG2B_HUMAN	tr|A0A643C661|A0A643C661_BALPH, tr|A0A6A1QBQ6|A0A6A1QBQ6_BALPH
OG0001895	tr|A0A8Q3SIG1|A0A8Q3SIG1_HUMAN, sp|Q6ZTK2|YP015_HUMAN, sp|P55157|MTP_HUMAN	tr|A0A643CIW0|A0A643CIW0_BALPH
OG0001896	sp|Q8NDH6|ICA1L_HUMAN	tr|A0A6A1Q3J9|A0A6A1Q3J9_BALPH
OG0001896	sp|Q05084|ICA69_HUMAN	tr|A0A643BWH3|A0A643BWH3_BALPH
OG0001897	sp|Q9P2J3|KLHL9_HUMAN	tr|A0A643BNI7|A0A643BNI7_BALPH
OG0001897	sp|Q9P2N7|KLH13_HUMAN	tr|A0A6A1Q445|A0A6A1Q445_BALPH
OG0001898	sp|Q9UPZ6|THS7A_HUMAN	tr|A0A6A1QDV7|A0A6A1QDV7_BALPH
OG0001898	sp|Q9C0I4|THS7B_HUMAN	tr|A0A6A1Q2I8|A0A6A1Q2I8_BALPH
OG0001899	sp|O95373|IPO7_HUMAN	tr|A0A6A1QED0|A0A6A1QED0_BALPH
OG0001899	sp|O15397|IPO8_HUMAN	tr|A0A643C7F8|A0A643C7F8_BALPH
OG0001900	sp|O15165|LRAD4_HUMAN	tr|A0A6A1QIT6|A0A6A1QIT6_BALPH
OG0001900	sp|Q969W9|PMEPA_HUMAN	tr|A0A643CLI2|A0A643CLI2_BALPH
OG0001901	sp|P28360|MSX1_HUMAN	tr|A0A643BPZ7|A0A643BPZ7_BALPH
OG0001901	sp|P35548|MSX2_HUMAN	tr|A0A6A1Q9J8|A0A6A1Q9J8_BALPH
OG0001902	sp|P49903|SPS1_HUMAN	tr|A0A6A1QIS9|A0A6A1QIS9_BALPH
OG0001902	sp|Q99611|SPS2_HUMAN	tr|A0A643C3L9|A0A643C3L9_BALPH
OG0001903	sp|Q8N5H7|SH2D3_HUMAN	tr|A0A6A1QFH7|A0A6A1QFH7_BALPH
OG0001903	sp|O75815|BCAR3_HUMAN	tr|A0A643CCL4|A0A643CCL4_BALPH
OG0001904	sp|Q5SVS4|KMCP1_HUMAN	tr|A0A643CEQ8|A0A643CEQ8_BALPH
OG0001904	sp|O95258|UCP5_HUMAN	tr|A0A6A1Q4K7|A0A6A1Q4K7_BALPH
OG0001905	sp|Q13541|4EBP1_HUMAN, sp|Q13542|4EBP2_HUMAN, sp|O60516|4EBP3_HUMAN	tr|A0A643BSI2|A0A643BSI2_BALPH
OG0001906	sp|Q5VZB9|DMRTA_HUMAN, sp|Q96SC8|DMTA2_HUMAN, sp|Q9Y5R6|DMRT1_HUMAN	tr|A0A643BWS1|A0A643BWS1_BALPH
OG0001907	sp|Q7LGA3|HS2ST_HUMAN	tr|A0A6A1QBG1|A0A6A1QBG1_BALPH, tr|A0A6A1Q6I3|A0A6A1Q6I3_BALPH, tr|A0A6A1QD30|A0A6A1QD30_BALPH
OG0001908	sp|Q5R3F8|PPR29_HUMAN	tr|A0A6A1Q8Q4|A0A6A1Q8Q4_BALPH
OG0001908	sp|P0C7U0|ELFN1_HUMAN	tr|A0A6A1Q510|A0A6A1Q510_BALPH
OG0001909	sp|Q8IXT2|DMRTD_HUMAN	tr|A0A6A1QF08|A0A6A1QF08_BALPH
OG0001909	sp|Q5HYR2|DMRTC_HUMAN	tr|A0A643ATT4|A0A643ATT4_BALPH
OG0001910	sp|P50443|S26A2_HUMAN	tr|A0A643BNS4|A0A643BNS4_BALPH
OG0001910	sp|Q9H2B4|S26A1_HUMAN	tr|A0A643CDF4|A0A643CDF4_BALPH
OG0001911	sp|Q9NUP9|LIN7C_HUMAN	tr|A0A6A1QBR7|A0A6A1QBR7_BALPH
OG0001911	sp|Q9HAP6|LIN7B_HUMAN	tr|A0A6A1PZF2|A0A6A1PZF2_BALPH
OG0001912	sp|Q13615|MTMR3_HUMAN	tr|A0A643BKZ0|A0A643BKZ0_BALPH
OG0001912	sp|Q9NYA4|MTMR4_HUMAN	tr|A0A643BRS6|A0A643BRS6_BALPH
OG0001913	sp|P15374|UCHL3_HUMAN	tr|A0A643C285|A0A643C285_BALPH, tr|A0A643CJX8|A0A643CJX8_BALPH, tr|A0A643CJM4|A0A643CJM4_BALPH
OG0001914	sp|Q8TDR2|STK35_HUMAN	tr|A0A643C023|A0A643C023_BALPH
OG0001914	sp|Q8N165|PDK1L_HUMAN	tr|A0A6A1PZT5|A0A6A1PZT5_BALPH
OG0001915	sp|Q13202|DUS8_HUMAN	tr|A0A6A1Q1D5|A0A6A1Q1D5_BALPH
OG0001915	sp|Q9BY84|DUS16_HUMAN	tr|A0A6A1QBJ8|A0A6A1QBJ8_BALPH
OG0001916	sp|Q9UHG0|DCDC2_HUMAN, sp|A8MYV0|DCD2C_HUMAN, sp|A2VCK2|DCD2B_HUMAN	tr|A0A643BSM8|A0A643BSM8_BALPH
OG0001917	sp|P58417|NXPH1_HUMAN	tr|A0A643BX82|A0A643BX82_BALPH
OG0001917	sp|O95156|NXPH2_HUMAN	tr|A0A643CBE1|A0A643CBE1_BALPH
OG0001918	sp|A8MVU1|NCF1C_HUMAN, sp|A6NI72|NCF1B_HUMAN, sp|P14598|NCF1_HUMAN	tr|A0A643C750|A0A643C750_BALPH
OG0001919	sp|P48751|B3A3_HUMAN	tr|A0A643CGR0|A0A643CGR0_BALPH
OG0001919	sp|P04920|B3A2_HUMAN	tr|A0A643C7S0|A0A643C7S0_BALPH
OG0001920	sp|O75582|KS6A5_HUMAN	tr|A0A643CGS5|A0A643CGS5_BALPH
OG0001920	sp|O75676|KS6A4_HUMAN	tr|A0A6A1QA53|A0A6A1QA53_BALPH
OG0001921	sp|Q9P2E8|MARH4_HUMAN	tr|A0A643CHM1|A0A643CHM1_BALPH
OG0001921	sp|Q86YJ5|MARH9_HUMAN	tr|A0A643BUN0|A0A643BUN0_BALPH
OG0001922	sp|Q7Z401|MYCPP_HUMAN	tr|A0A6A1QKC3|A0A6A1QKC3_BALPH
OG0001922	sp|Q5VZ89|DEN4C_HUMAN	tr|A0A6A1Q1V3|A0A6A1Q1V3_BALPH
OG0001923	sp|Q96EH3|MASU1_HUMAN	tr|A0A643BPJ2|A0A643BPJ2_BALPH, tr|A0A643BS36|A0A643BS36_BALPH, tr|A0A6A1Q4K8|A0A6A1Q4K8_BALPH
OG0001924	sp|Q13237|KGP2_HUMAN	tr|A0A6A1Q9F0|A0A6A1Q9F0_BALPH
OG0001924	sp|Q13976|KGP1_HUMAN	tr|A0A643CD61|A0A643CD61_BALPH
OG0001925	sp|Q8TE49|OTU7A_HUMAN	tr|A0A643CF92|A0A643CF92_BALPH
OG0001925	sp|Q6GQQ9|OTU7B_HUMAN	tr|A0A643C5I2|A0A643C5I2_BALPH
OG0001926	sp|Q9P0W2|HM20B_HUMAN	tr|A0A6A1Q6D3|A0A6A1Q6D3_BALPH
OG0001926	sp|Q9NP66|HM20A_HUMAN	tr|A0A643BUH4|A0A643BUH4_BALPH
OG0001927	sp|Q9Y6D6|BIG1_HUMAN	tr|A0A643C7H8|A0A643C7H8_BALPH
OG0001927	sp|Q9Y6D5|BIG2_HUMAN	tr|A0A6A1Q8M5|A0A6A1Q8M5_BALPH
OG0001928	sp|Q9HCE7|SMUF1_HUMAN	tr|A0A643CF52|A0A643CF52_BALPH
OG0001928	sp|Q9HAU4|SMUF2_HUMAN	tr|A0A643BQT6|A0A643BQT6_BALPH
OG0001929	sp|Q5JPI9|EFMT2_HUMAN	tr|A0A643CHC6|A0A643CHC6_BALPH, tr|A0A643BN12|A0A643BN12_BALPH, tr|A0A6A1PZ26|A0A6A1PZ26_BALPH
OG0001930	sp|Q63HK5|TSH3_HUMAN	tr|A0A643CJJ7|A0A643CJJ7_BALPH
OG0001930	sp|Q6ZSZ6|TSH1_HUMAN	tr|A0A6A1Q7I3|A0A6A1Q7I3_BALPH
OG0001931	sp|O95390|GDF11_HUMAN	tr|A0A643CAP0|A0A643CAP0_BALPH
OG0001931	sp|O14793|GDF8_HUMAN	tr|A0A6A1Q8R4|A0A6A1Q8R4_BALPH
OG0001932	sp|O43747|AP1G1_HUMAN	tr|A0A643C8W0|A0A643C8W0_BALPH
OG0001932	sp|O75843|AP1G2_HUMAN	tr|A0A643BX35|A0A643BX35_BALPH
OG0001933	sp|Q96C45|ULK4_HUMAN, sp|Q8IU85|KCC1D_HUMAN, sp|Q14012|KCC1A_HUMAN	tr|A0A643C070|A0A643C070_BALPH
OG0001934	sp|Q9NQ90|ANO2_HUMAN, sp|Q6IWH7|ANO7_HUMAN, sp|Q5XXA6|ANO1_HUMAN	tr|A0A6A1PYV1|A0A6A1PYV1_BALPH
OG0001935	sp|P48169|GBRA4_HUMAN	tr|A0A6A1Q1H6|A0A6A1Q1H6_BALPH
OG0001935	sp|Q16445|GBRA6_HUMAN	tr|A0A6A1QEW6|A0A6A1QEW6_BALPH
OG0001936	sp|Q659C4|LAR1B_HUMAN	tr|A0A643CJE1|A0A643CJE1_BALPH
OG0001936	sp|Q6PKG0|LARP1_HUMAN	tr|A0A6A1Q3G4|A0A6A1Q3G4_BALPH
OG0001937	sp|Q5T4D3|TMTC4_HUMAN, sp|Q8IUR5|TMTC1_HUMAN, sp|Q8N394|TMTC2_HUMAN	tr|A0A6A1QBW6|A0A6A1QBW6_BALPH
OG0001938	sp|Q8N8Y2|VA0D2_HUMAN	tr|A0A643CE90|A0A643CE90_BALPH
OG0001938	sp|P61421|VA0D1_HUMAN	tr|A0A643C155|A0A643C155_BALPH
OG0001939	sp|Q9H2E6|SEM6A_HUMAN	tr|A0A643CAX8|A0A643CAX8_BALPH
OG0001939	sp|Q9H3T3|SEM6B_HUMAN	tr|A0A643C9J3|A0A643C9J3_BALPH
OG0001940	sp|Q5H9I0|TFDP3_HUMAN, sp|Q14186|TFDP1_HUMAN, sp|Q14188|TFDP2_HUMAN	tr|A0A643CAJ7|A0A643CAJ7_BALPH
OG0001941	sp|Q14156|EFR3A_HUMAN	tr|A0A643BYI3|A0A643BYI3_BALPH
OG0001941	sp|Q9Y2G0|EFR3B_HUMAN	tr|A0A6A1Q117|A0A6A1Q117_BALPH
OG0001942	sp|Q9UN37|VPS4A_HUMAN	tr|A0A643C4W2|A0A643C4W2_BALPH
OG0001942	sp|O75351|VPS4B_HUMAN	tr|A0A6A1Q1S7|A0A6A1Q1S7_BALPH
OG0001943	sp|Q14957|NMDE3_HUMAN	tr|A0A6A1Q3N4|A0A6A1Q3N4_BALPH
OG0001943	sp|O15399|NMDE4_HUMAN	tr|A0A643CDZ2|A0A643CDZ2_BALPH
OG0001944	sp|P18084|ITB5_HUMAN	tr|A0A6A1QDH6|A0A6A1QDH6_BALPH
OG0001944	sp|P05106|ITB3_HUMAN	tr|A0A6A1Q0D6|A0A6A1Q0D6_BALPH
OG0001945	sp|P16050|LOX15_HUMAN	tr|A0A6A1QE86|A0A6A1QE86_BALPH
OG0001945	sp|P18054|LOX12_HUMAN	tr|A0A6A1QDN0|A0A6A1QDN0_BALPH
OG0001946	sp|Q06413|MEF2C_HUMAN	tr|A0A6A1QJ91|A0A6A1QJ91_BALPH
OG0001946	sp|Q02078|MEF2A_HUMAN	tr|A0A643CIM1|A0A643CIM1_BALPH
OG0001947	sp|Q9UMQ3|BARX2_HUMAN	tr|A0A6A1QCU5|A0A6A1QCU5_BALPH
OG0001947	sp|Q9HBU1|BARX1_HUMAN	tr|A0A643BX88|A0A643BX88_BALPH
OG0001948	sp|C9JDP6|CLD25_HUMAN, sp|A6NM45|CLD24_HUMAN, sp|Q8N7P3|CLD22_HUMAN	tr|A0A643BY02|A0A643BY02_BALPH
OG0001949	tr|A0A0G2JLY3|A0A0G2JLY3_HUMAN, sp|P13236|CCL4_HUMAN, sp|Q8NHW4|CC4L_HUMAN	tr|A0A643C7A0|A0A643C7A0_BALPH
OG0001950	sp|Q96S97|MYADM_HUMAN	tr|A0A643BZW9|A0A643BZW9_BALPH, tr|A0A643CDT5|A0A643CDT5_BALPH, tr|A0A643CDS6|A0A643CDS6_BALPH
OG0001951	sp|P42568|AF9_HUMAN	tr|A0A6A1Q4J5|A0A6A1Q4J5_BALPH
OG0001951	sp|Q03111|ENL_HUMAN	tr|A0A643BVF8|A0A643BVF8_BALPH
OG0001952	sp|Q9UPU3|SORC3_HUMAN, sp|Q96PQ0|SORC2_HUMAN, sp|Q8WY21|SORC1_HUMAN	tr|A0A643BTZ4|A0A643BTZ4_BALPH
OG0001953	sp|Q13017|RHG05_HUMAN	tr|A0A643CBM4|A0A643CBM4_BALPH
OG0001953	sp|Q9NRY4|RHG35_HUMAN	tr|A0A643BUS5|A0A643BUS5_BALPH
OG0001954	sp|Q9NYY3|PLK2_HUMAN	tr|A0A643C0P0|A0A643C0P0_BALPH
OG0001954	sp|Q9H4B4|PLK3_HUMAN	tr|A0A643BWX5|A0A643BWX5_BALPH
OG0001955	sp|P0C1S8|WEE2_HUMAN	tr|A0A6A1QA63|A0A6A1QA63_BALPH
OG0001955	sp|P30291|WEE1_HUMAN	tr|A0A6A1QA51|A0A6A1QA51_BALPH
OG0001956	sp|Q8TEY7|UBP33_HUMAN	tr|A0A6A1Q657|A0A6A1Q657_BALPH
OG0001956	sp|Q9Y2K6|UBP20_HUMAN	tr|A0A6A1QG93|A0A6A1QG93_BALPH
OG0001957	sp|Q9UNW9|NOVA2_HUMAN	tr|A0A643CEL0|A0A643CEL0_BALPH
OG0001957	sp|P51513|NOVA1_HUMAN	tr|A0A6A1QMW1|A0A6A1QMW1_BALPH
OG0001958	sp|O14682|ENC1_HUMAN	tr|A0A643BVK5|A0A643BVK5_BALPH
OG0001958	sp|Q9H0H3|KLH25_HUMAN	tr|A0A643C692|A0A643C692_BALPH
OG0001959	sp|O60568|PLOD3_HUMAN	tr|A0A643CD96|A0A643CD96_BALPH
OG0001959	sp|Q02809|PLOD1_HUMAN	tr|A0A643BYK5|A0A643BYK5_BALPH
OG0001960	sp|Q8N3C0|ASCC3_HUMAN	tr|A0A643CF29|A0A643CF29_BALPH
OG0001960	sp|O75643|U520_HUMAN	tr|A0A6A1PZN9|A0A6A1PZN9_BALPH
OG0001961	sp|P52803|EFNA5_HUMAN, sp|O43921|EFNA2_HUMAN, sp|P52797|EFNA3_HUMAN	tr|A0A643CJE9|A0A643CJE9_BALPH
OG0001962	sp|Q8TDS5|OXER1_HUMAN, sp|P49019|HCAR3_HUMAN, sp|Q8TDS4|HCAR2_HUMAN	tr|A0A643CJF7|A0A643CJF7_BALPH
OG0001963	sp|Q8TDN4|CABL1_HUMAN	tr|A0A6A1QLW8|A0A6A1QLW8_BALPH
OG0001963	sp|Q9BTV7|CABL2_HUMAN	tr|A0A6A1QDE2|A0A6A1QDE2_BALPH
OG0001964	sp|Q96JM7|LMBL3_HUMAN	tr|A0A643BN33|A0A643BN33_BALPH
OG0001964	sp|Q8NA19|LMBL4_HUMAN	tr|A0A6A1QA71|A0A6A1QA71_BALPH
OG0001965	sp|Q9HCM4|E41L5_HUMAN	tr|A0A643CEM2|A0A643CEM2_BALPH
OG0001965	sp|Q9H329|E41LB_HUMAN	tr|A0A6A1QC75|A0A6A1QC75_BALPH
OG0001966	sp|P40879|S26A3_HUMAN	tr|A0A643BZT3|A0A643BZT3_BALPH
OG0001966	sp|O43511|S26A4_HUMAN	tr|A0A643C019|A0A643C019_BALPH
OG0001967	sp|Q9NV58|RN19A_HUMAN	tr|A0A643BLS2|A0A643BLS2_BALPH
OG0001967	sp|Q6ZMZ0|RN19B_HUMAN	tr|A0A6A1Q435|A0A6A1Q435_BALPH
OG0001968	sp|Q9UKB1|FBW1B_HUMAN	tr|A0A643BUF0|A0A643BUF0_BALPH
OG0001968	sp|Q9Y297|FBW1A_HUMAN	tr|A0A6A1QAC5|A0A6A1QAC5_BALPH
OG0001969	sp|Q9H479|FN3K_HUMAN	tr|A0A643CC83|A0A643CC83_BALPH
OG0001969	sp|Q9HA64|KT3K_HUMAN	tr|A0A643CC50|A0A643CC50_BALPH
OG0001970	sp|Q86VD1|MORC1_HUMAN	tr|A0A6A1Q833|A0A6A1Q833_BALPH
OG0001970	sp|Q9Y6X9|MORC2_HUMAN	tr|A0A6A1QFH8|A0A6A1QFH8_BALPH
OG0001971	sp|Q70JA7|CHSS3_HUMAN	tr|A0A643BYT9|A0A643BYT9_BALPH
OG0001971	sp|Q86X52|CHSS1_HUMAN	tr|A0A643C1N1|A0A643C1N1_BALPH
OG0001972	sp|Q9NSC5|HOME3_HUMAN	tr|A0A6A1QFB8|A0A6A1QFB8_BALPH
OG0001972	sp|Q86YM7|HOME1_HUMAN	tr|A0A643CB39|A0A643CB39_BALPH
OG0001973	sp|Q9NPB1|NT5M_HUMAN	tr|A0A6A1PYY0|A0A6A1PYY0_BALPH
OG0001973	sp|Q8TCD5|NT5C_HUMAN	tr|A0A6A1PXZ6|A0A6A1PXZ6_BALPH
OG0001974	sp|O15530|PDPK1_HUMAN	tr|A0A6A1PZL2|A0A6A1PZL2_BALPH
OG0001974	sp|Q6A1A2|PDPK2_HUMAN	tr|A0A6A1Q5D9|A0A6A1Q5D9_BALPH
OG0001975	sp|Q9BQ89|F110A_HUMAN, sp|Q1W6H9|F110C_HUMAN, sp|Q8TAY7|F110D_HUMAN	tr|A0A643CGK6|A0A643CGK6_BALPH
OG0001976	sp|Q9HAJ7|SP30L_HUMAN	tr|A0A6A1Q6G0|A0A6A1Q6G0_BALPH
OG0001976	sp|O75446|SAP30_HUMAN	tr|A0A643BPF6|A0A643BPF6_BALPH
OG0001977	sp|P09237|MMP7_HUMAN, sp|Q9NRE1|MMP26_HUMAN, sp|O75900|MMP23_HUMAN	tr|A0A643BZW3|A0A643BZW3_BALPH
OG0001978	sp|O00472|ELL2_HUMAN	tr|A0A643C678|A0A643C678_BALPH
OG0001978	sp|P55199|ELL_HUMAN	tr|A0A643CGK5|A0A643CGK5_BALPH
OG0001979	sp|Q8IW92|GLBL2_HUMAN	tr|A0A6A1QA19|A0A6A1QA19_BALPH
OG0001979	sp|Q8NCI6|GLBL3_HUMAN	tr|A0A6A1Q618|A0A6A1Q618_BALPH
OG0001980	sp|Q8WXX7|AUTS2_HUMAN, sp|Q9HCM7|FBSL_HUMAN, sp|Q9HAH7|FBRS_HUMAN	tr|A0A6A1QAJ5|A0A6A1QAJ5_BALPH
OG0001981	sp|Q6V1X1|DPP8_HUMAN	tr|A0A6A1QGE4|A0A6A1QGE4_BALPH
OG0001981	sp|Q86TI2|DPP9_HUMAN	tr|A0A643C9S3|A0A643C9S3_BALPH
OG0001982	sp|A6NKL6|T200C_HUMAN, sp|Q69YZ2|T200B_HUMAN, sp|Q86VY9|T200A_HUMAN	tr|A0A643BWV4|A0A643BWV4_BALPH
OG0001983	sp|Q9P0M6|H2AW_HUMAN	tr|A0A643CE09|A0A643CE09_BALPH
OG0001983	sp|O75367|H2AY_HUMAN	tr|A0A643BMB8|A0A643BMB8_BALPH
OG0001984	sp|Q9UEW3|MARCO_HUMAN, sp|Q6ZMJ2|SCAR5_HUMAN, sp|P21757|MSRE_HUMAN	tr|A0A6A1Q674|A0A6A1Q674_BALPH
OG0001985	sp|Q6UY11|DLK2_HUMAN	tr|A0A643CCN3|A0A643CCN3_BALPH
OG0001985	sp|Q8NFT8|DNER_HUMAN	tr|A0A6A1QDM5|A0A6A1QDM5_BALPH
OG0001986	sp|Q8IUD2|RB6I2_HUMAN	tr|A0A643BKF4|A0A643BKF4_BALPH
OG0001986	sp|O15083|ERC2_HUMAN	tr|A0A643C434|A0A643C434_BALPH
OG0001987	sp|P55083|MFAP4_HUMAN, sp|Q15485|FCN2_HUMAN, sp|O00602|FCN1_HUMAN	tr|A0A643BLA5|A0A643BLA5_BALPH
OG0001988	sp|O94855|SC24D_HUMAN	tr|A0A643BNJ2|A0A643BNJ2_BALPH
OG0001988	sp|P53992|SC24C_HUMAN	tr|A0A643C5P5|A0A643C5P5_BALPH
OG0001989	sp|O00560|SDCB1_HUMAN	tr|A0A643CCA3|A0A643CCA3_BALPH
OG0001989	sp|Q9H190|SDCB2_HUMAN	tr|A0A643CDC6|A0A643CDC6_BALPH
OG0001990	sp|Q96QH2|PRAM_HUMAN, sp|Q5VWT5|FYB2_HUMAN, sp|O15117|FYB1_HUMAN	tr|A0A643BRZ7|A0A643BRZ7_BALPH
OG0001991	sp|Q96JK4|HIPL1_HUMAN	tr|A0A6A1Q9X1|A0A6A1Q9X1_BALPH
OG0001991	sp|Q6UWX4|HIPL2_HUMAN	tr|A0A6A1Q9Z3|A0A6A1Q9Z3_BALPH
OG0001992	sp|P25116|PAR1_HUMAN, sp|P55085|PAR2_HUMAN, sp|Q86VZ1|P2RY8_HUMAN	tr|A0A643CH12|A0A643CH12_BALPH
OG0001993	sp|Q92793|CBP_HUMAN	tr|A0A6A1Q6D4|A0A6A1Q6D4_BALPH
OG0001993	sp|Q09472|EP300_HUMAN	tr|A0A643BP89|A0A643BP89_BALPH
OG0001994	sp|Q6P179|ERAP2_HUMAN	tr|A0A643BX94|A0A643BX94_BALPH
OG0001994	sp|Q9NZ08|ERAP1_HUMAN	tr|A0A643BXH1|A0A643BXH1_BALPH
OG0001995	sp|Q7Z4I7|LIMS2_HUMAN	tr|A0A6A1Q610|A0A6A1Q610_BALPH
OG0001995	sp|P48059|LIMS1_HUMAN	tr|A0A643C5V7|A0A643C5V7_BALPH
OG0001996	sp|P12830|CADH1_HUMAN	tr|A0A643C4X5|A0A643C4X5_BALPH
OG0001996	sp|P22223|CADH3_HUMAN	tr|A0A643C628|A0A643C628_BALPH
OG0001997	sp|Q9UPM6|LHX6_HUMAN	tr|A0A6A1Q0J3|A0A6A1Q0J3_BALPH
OG0001997	sp|Q68G74|LHX8_HUMAN	tr|A0A6A1Q292|A0A6A1Q292_BALPH
OG0001998	sp|P78426|NKX61_HUMAN, sp|Q9C056|NKX62_HUMAN, sp|A6NJ46|NKX63_HUMAN	tr|A0A6A1QAR4|A0A6A1QAR4_BALPH
OG0001999	sp|P22059|OSBP1_HUMAN	tr|A0A6A1QIM2|A0A6A1QIM2_BALPH
OG0001999	sp|Q969R2|OSBP2_HUMAN	tr|A0A6A1QDM7|A0A6A1QDM7_BALPH
OG0002000	sp|P47902|CDX1_HUMAN	tr|A0A643BV07|A0A643BV07_BALPH, tr|A0A643BS69|A0A643BS69_BALPH, tr|A0A6A1QAQ6|A0A6A1QAQ6_BALPH
OG0002001	sp|Q8N609|TR1L1_HUMAN	tr|A0A643CIV9|A0A643CIV9_BALPH
OG0002001	sp|Q15629|TRAM1_HUMAN	tr|A0A643BWV2|A0A643BWV2_BALPH
OG0002002	sp|Q01959|SC6A3_HUMAN	tr|A0A643C1C1|A0A643C1C1_BALPH
OG0002002	sp|P23975|SC6A2_HUMAN	tr|A0A643BN37|A0A643BN37_BALPH
OG0002003	sp|Q12852|M3K12_HUMAN	tr|A0A643CA37|A0A643CA37_BALPH
OG0002003	sp|O43283|M3K13_HUMAN	tr|A0A6A1Q4K2|A0A6A1Q4K2_BALPH
OG0002004	sp|Q99435|NELL2_HUMAN, sp|Q92832|NELL1_HUMAN, sp|Q8WU66|TSEAR_HUMAN	tr|A0A6A1Q5B5|A0A6A1Q5B5_BALPH
OG0002005	sp|Q16602|CALRL_HUMAN	tr|A0A643C6K9|A0A643C6K9_BALPH
OG0002005	sp|P30988|CALCR_HUMAN	tr|A0A643C3P6|A0A643C3P6_BALPH
