Orthogroup	Homo_sapiens	Sciurus_vulgaris
OG0001254	sp|Q8N668|COMD1_HUMAN	tr|A0A8D2DUG7|A0A8D2DUG7_SCIVU, tr|A0A8D2JJ06|A0A8D2JJ06_SCIVU, tr|A0A8D2DT91|A0A8D2DT91_SCIVU
OG0001255	sp|Q9NPI5|NRK2_HUMAN	tr|A0A8D2DZC0|A0A8D2DZC0_SCIVU
OG0001255	sp|Q9NWW6|NRK1_HUMAN	tr|A0A8D2D4J8|A0A8D2D4J8_SCIVU
OG0001256	sp|Q9Y6R1|S4A4_HUMAN	tr|A0A8D2DK27|A0A8D2DK27_SCIVU
OG0001256	sp|Q9BY07|S4A5_HUMAN	tr|A0A8D2DTZ7|A0A8D2DTZ7_SCIVU
OG0001257	sp|Q96DH6|MSI2H_HUMAN	tr|A0A8D2B7S6|A0A8D2B7S6_SCIVU
OG0001257	sp|O43347|MSI1H_HUMAN	tr|A0A8D2B290|A0A8D2B290_SCIVU
OG0001258	sp|Q96M93|ADAD1_HUMAN	tr|A0A8D2D6E2|A0A8D2D6E2_SCIVU, tr|A0A8D2APM4|A0A8D2APM4_SCIVU, tr|A0A8D2DQI7|A0A8D2DQI7_SCIVU
OG0001259	sp|Q9P287|BCCIP_HUMAN	tr|A0A8D2JQX3|A0A8D2JQX3_SCIVU, tr|A0A8D2DR69|A0A8D2DR69_SCIVU, tr|A0A8D2B2Y3|A0A8D2B2Y3_SCIVU
OG0001260	sp|P22087|FBRL_HUMAN	tr|A0A8D2DXA3|A0A8D2DXA3_SCIVU
OG0001260	sp|A6NHQ2|FBLL1_HUMAN	tr|A0A8D2D8W8|A0A8D2D8W8_SCIVU
OG0001261	sp|Q9UH62|ARMX3_HUMAN	tr|A0A8D2DBB4|A0A8D2DBB4_SCIVU
OG0001261	sp|Q5H9R4|ARMX4_HUMAN	tr|A0A8D2DA26|A0A8D2DA26_SCIVU
OG0001262	sp|Q96HA1|P121A_HUMAN, sp|A8CG34|P121C_HUMAN, sp|A6NF01|P121B_HUMAN	tr|A0A8D2DRK0|A0A8D2DRK0_SCIVU
OG0001263	sp|Q9BSD7|NTPCR_HUMAN	tr|A0A8D2DM40|A0A8D2DM40_SCIVU, tr|A0A8D2DMT4|A0A8D2DMT4_SCIVU, tr|A0A8D2DMA1|A0A8D2DMA1_SCIVU
OG0001264	sp|O60304|ZN500_HUMAN, sp|Q9GZW5|SCND2_HUMAN, sp|O14771|ZN213_HUMAN	tr|A0A8D2E066|A0A8D2E066_SCIVU
OG0001265	sp|P08217|CEL2A_HUMAN, sp|P08218|CEL2B_HUMAN	tr|A0A8D2BDJ1|A0A8D2BDJ1_SCIVU, tr|A0A8D2CQL0|A0A8D2CQL0_SCIVU
OG0001266	sp|P59282|TPPP2_HUMAN	tr|A0A8D2AJR3|A0A8D2AJR3_SCIVU
OG0001266	sp|Q9BW30|TPPP3_HUMAN	tr|A0A8D2JRX6|A0A8D2JRX6_SCIVU
OG0001267	sp|Q16825|PTN21_HUMAN	tr|A0A8D2JMJ9|A0A8D2JMJ9_SCIVU, tr|A0A8D2AP53|A0A8D2AP53_SCIVU, tr|A0A8D2AP72|A0A8D2AP72_SCIVU
OG0001268	sp|O43255|SIAH2_HUMAN	tr|A0A8D2CPH7|A0A8D2CPH7_SCIVU
OG0001268	sp|Q8IUQ4|SIAH1_HUMAN	tr|A0A8D2D8V8|A0A8D2D8V8_SCIVU
OG0001269	sp|Q9BT22|ALG1_HUMAN, sp|Q6GMV1|ALG1L_HUMAN, sp|C9J202|AG1L2_HUMAN	tr|A0A8D2DPZ0|A0A8D2DPZ0_SCIVU
OG0001270	sp|Q13283|G3BP1_HUMAN	tr|A0A8D2JM96|A0A8D2JM96_SCIVU, tr|A0A8D2BE90|A0A8D2BE90_SCIVU, tr|A0A8D2JS17|A0A8D2JS17_SCIVU
OG0001272	sp|O75882|ATRN_HUMAN, sp|Q5VV63|ATRN1_HUMAN	tr|A0A8D2CP51|A0A8D2CP51_SCIVU, tr|A0A8D2B1T1|A0A8D2B1T1_SCIVU
OG0001273	sp|O95202|LETM1_HUMAN	tr|A0A8D2DWA9|A0A8D2DWA9_SCIVU, tr|A0A8D2DFE9|A0A8D2DFE9_SCIVU, tr|A0A8D2E1F1|A0A8D2E1F1_SCIVU
OG0001274	sp|Q5H9M0|PWP3B_HUMAN	tr|A0A8D2DJ73|A0A8D2DJ73_SCIVU
OG0001274	sp|Q2TAK8|PWP3A_HUMAN	tr|A0A8D2DQQ9|A0A8D2DQQ9_SCIVU
OG0001275	sp|Q9H2J7|S6A15_HUMAN	tr|A0A8D2ALK7|A0A8D2ALK7_SCIVU
OG0001275	sp|Q9H1V8|S6A17_HUMAN	tr|A0A8D2D5V3|A0A8D2D5V3_SCIVU
OG0001276	sp|Q92626|PXDN_HUMAN	tr|A0A8D2DSA7|A0A8D2DSA7_SCIVU
OG0001276	sp|A1KZ92|PXDNL_HUMAN	tr|A0A8D2B970|A0A8D2B970_SCIVU
OG0001277	sp|P12532|KCRU_HUMAN	tr|A0A8D2ARM3|A0A8D2ARM3_SCIVU
OG0001277	sp|P17540|KCRS_HUMAN	tr|A0A8D2CQX5|A0A8D2CQX5_SCIVU
OG0001278	sp|P42772|CDN2B_HUMAN	tr|A0A8D2DTR7|A0A8D2DTR7_SCIVU
OG0001278	sp|P42771|CDN2A_HUMAN	tr|A0A8D2JRK1|A0A8D2JRK1_SCIVU
OG0001279	sp|Q13131|AAPK1_HUMAN	tr|A0A8D2CMC6|A0A8D2CMC6_SCIVU
OG0001279	sp|P54646|AAPK2_HUMAN	tr|A0A8D2ALS1|A0A8D2ALS1_SCIVU
OG0001280	sp|Q969E4|TCAL3_HUMAN, sp|Q5H9L2|TCAL5_HUMAN, sp|Q6IPX3|TCAL6_HUMAN	tr|A0A8D2DRG4|A0A8D2DRG4_SCIVU
OG0001281	sp|Q8TEU7|RPGF6_HUMAN	tr|A0A8D2DIY9|A0A8D2DIY9_SCIVU
OG0001281	sp|Q9Y4G8|RPGF2_HUMAN	tr|A0A8D2CXX3|A0A8D2CXX3_SCIVU
OG0001282	sp|Q96F24|NRBF2_HUMAN	tr|A0A8D2DRH2|A0A8D2DRH2_SCIVU, tr|A0A8D2AWV4|A0A8D2AWV4_SCIVU, tr|A0A8D2AWG4|A0A8D2AWG4_SCIVU
OG0001283	sp|A6NMK7|CPS4L_HUMAN	tr|A0A8D2B6I2|A0A8D2B6I2_SCIVU
OG0001283	sp|O95639|CPSF4_HUMAN	tr|A0A8D2DPY4|A0A8D2DPY4_SCIVU
OG0001284	sp|Q9BY50|SC11C_HUMAN, sp|P67812|SC11A_HUMAN, sp|P0C7V7|SC11B_HUMAN	tr|A0A8D2E168|A0A8D2E168_SCIVU
OG0001285	sp|P15104|GLNA_HUMAN	tr|A0A8D2DDS0|A0A8D2DDS0_SCIVU, tr|A0A8D2B1E5|A0A8D2B1E5_SCIVU, tr|A0A8D2CZ33|A0A8D2CZ33_SCIVU
OG0001286	sp|P62070|RRAS2_HUMAN	tr|A0A8D2B6W9|A0A8D2B6W9_SCIVU, tr|A0A8D2DVW9|A0A8D2DVW9_SCIVU, tr|A0A8D2DWT6|A0A8D2DWT6_SCIVU
OG0001287	sp|Q02218|ODO1_HUMAN	tr|A0A8D2BC91|A0A8D2BC91_SCIVU
OG0001287	sp|Q9ULD0|OGDHL_HUMAN	tr|A0A8D2ALR0|A0A8D2ALR0_SCIVU
OG0001288	sp|Q9H6A9|PCX3_HUMAN	tr|A0A8D2BF03|A0A8D2BF03_SCIVU
OG0001288	sp|A6NKB5|PCX2_HUMAN	tr|A0A8D2CTF0|A0A8D2CTF0_SCIVU
OG0001289	sp|Q16048|MCHL1_HUMAN, sp|Q9BQD1|MCHL2_HUMAN, sp|P20382|MCH_HUMAN	tr|A0A8D2B4L0|A0A8D2B4L0_SCIVU
OG0001290	sp|Q8NFJ6|PKR2_HUMAN	tr|A0A8D2CN04|A0A8D2CN04_SCIVU
OG0001290	sp|Q8TCW9|PKR1_HUMAN	tr|A0A8D2JQJ0|A0A8D2JQJ0_SCIVU
OG0001291	sp|Q9H6K1|ILRUN_HUMAN	tr|A0A8D2B269|A0A8D2B269_SCIVU, tr|A0A8D2DDZ4|A0A8D2DDZ4_SCIVU, tr|A0A8D2BD28|A0A8D2BD28_SCIVU
OG0001292	sp|Q9HCN4|GPN1_HUMAN	tr|A0A8D2E460|A0A8D2E460_SCIVU, tr|A0A8D2ARL9|A0A8D2ARL9_SCIVU, tr|A0A8D2E114|A0A8D2E114_SCIVU
OG0001293	sp|P58170|OR1D5_HUMAN, sp|P47884|OR1D4_HUMAN, sp|P34982|OR1D2_HUMAN	tr|A0A8D2DNY4|A0A8D2DNY4_SCIVU
OG0001294	sp|O75356|ENTP5_HUMAN, sp|O75354|ENTP6_HUMAN	tr|A0A8D2DMS4|A0A8D2DMS4_SCIVU, tr|A0A8D2AVK7|A0A8D2AVK7_SCIVU
OG0001295	sp|P11161|EGR2_HUMAN	tr|A0A8D2AWM0|A0A8D2AWM0_SCIVU
OG0001295	sp|Q06889|EGR3_HUMAN	tr|A0A8D2AZ44|A0A8D2AZ44_SCIVU
OG0001296	sp|Q9Y487|VPP2_HUMAN	tr|A0A8D2DAS8|A0A8D2DAS8_SCIVU
OG0001296	sp|Q13488|VPP3_HUMAN	tr|A0A8D2DYY2|A0A8D2DYY2_SCIVU
OG0001297	sp|Q9UPR0|PLCL2_HUMAN	tr|A0A8D2B4Q3|A0A8D2B4Q3_SCIVU
OG0001297	sp|Q15111|PLCL1_HUMAN	tr|A0A8D2AMI3|A0A8D2AMI3_SCIVU
OG0001298	sp|O43791|SPOP_HUMAN	tr|A0A8D2JQT8|A0A8D2JQT8_SCIVU
OG0001298	sp|Q6IQ16|SPOPL_HUMAN	tr|A0A8D2AKL7|A0A8D2AKL7_SCIVU
OG0001299	sp|Q49A33|Z876P_HUMAN	tr|A0A8D2DAE2|A0A8D2DAE2_SCIVU
OG0001299	sp|Q6ZT77|ZN826_HUMAN	tr|A0A8D2D986|A0A8D2D986_SCIVU
OG0001300	sp|Q8TCU6|PREX1_HUMAN	tr|A0A8D2AQX3|A0A8D2AQX3_SCIVU
OG0001300	sp|Q70Z35|PREX2_HUMAN	tr|A0A8D2APG6|A0A8D2APG6_SCIVU
OG0001301	sp|P03952|KLKB1_HUMAN	tr|A0A8D2CRI1|A0A8D2CRI1_SCIVU
OG0001301	sp|P03951|FA11_HUMAN	tr|A0A8D2CSK0|A0A8D2CSK0_SCIVU
OG0001302	sp|P78410|BT3A2_HUMAN, sp|O00478|BT3A3_HUMAN, sp|O00481|BT3A1_HUMAN	tr|A0A8D2JM43|A0A8D2JM43_SCIVU
OG0001303	sp|Q8N5W9|RFLB_HUMAN	tr|A0A8D2CYB9|A0A8D2CYB9_SCIVU
OG0001303	sp|Q6ZTI6|RFLA_HUMAN	tr|A0A8D2D9T7|A0A8D2D9T7_SCIVU
OG0001305	sp|P0C866|F91A2_HUMAN	tr|A0A8D2DS19|A0A8D2DS19_SCIVU
OG0001305	sp|Q658Y4|F91A1_HUMAN	tr|A0A8D2JD81|A0A8D2JD81_SCIVU
OG0001306	sp|Q96PY5|FMNL2_HUMAN	tr|A0A8D2AZL1|A0A8D2AZL1_SCIVU
OG0001306	sp|Q8IVF7|FMNL3_HUMAN	tr|A0A8D2D6P1|A0A8D2D6P1_SCIVU
OG0001307	sp|Q9H2C8|O51V1_HUMAN	tr|A0A8D2AVH7|A0A8D2AVH7_SCIVU, tr|A0A8D2AWX1|A0A8D2AWX1_SCIVU, tr|A0A8D2AVU8|A0A8D2AVU8_SCIVU
OG0001308	sp|Q86TM3|DDX53_HUMAN	tr|A0A8D2DQK5|A0A8D2DQK5_SCIVU
OG0001308	sp|Q9NXZ2|DDX43_HUMAN	tr|A0A8D2B4W8|A0A8D2B4W8_SCIVU
OG0001309	sp|Q9H1E1|RNAS7_HUMAN, sp|Q8TDE3|RNAS8_HUMAN	tr|A0A8D2CK70|A0A8D2CK70_SCIVU, tr|A0A8D2AI46|A0A8D2AI46_SCIVU
OG0001310	sp|O95067|CCNB2_HUMAN	tr|A0A8D2ATD7|A0A8D2ATD7_SCIVU, tr|A0A8D2JGX8|A0A8D2JGX8_SCIVU, tr|A0A8D2ASC6|A0A8D2ASC6_SCIVU
OG0001311	sp|O95551|TYDP2_HUMAN	tr|A0A8D2CVZ2|A0A8D2CVZ2_SCIVU, tr|A0A8D2B0R1|A0A8D2B0R1_SCIVU, tr|A0A8D2DS27|A0A8D2DS27_SCIVU
OG0001312	sp|P02768|ALBU_HUMAN	tr|A0A8D2D9Z7|A0A8D2D9Z7_SCIVU, tr|A0A8D2D666|A0A8D2D666_SCIVU, tr|A0A8D2D6Q6|A0A8D2D6Q6_SCIVU
OG0001313	sp|P07948|LYN_HUMAN	tr|A0A8D2BDD3|A0A8D2BDD3_SCIVU
OG0001313	sp|P08631|HCK_HUMAN	tr|A0A8D2APQ5|A0A8D2APQ5_SCIVU
OG0001314	sp|Q2NKQ1|SGSM1_HUMAN	tr|A0A8D2B831|A0A8D2B831_SCIVU, tr|A0A8D2DC07|A0A8D2DC07_SCIVU, tr|A0A8D2D3L1|A0A8D2D3L1_SCIVU
OG0001315	sp|Q6ZT07|TBCD9_HUMAN	tr|A0A8D2B6C1|A0A8D2B6C1_SCIVU
OG0001315	sp|Q66K14|TBC9B_HUMAN	tr|A0A8D2ATH8|A0A8D2ATH8_SCIVU
OG0001316	sp|H7C241|CLD34_HUMAN	tr|A0A8D2DVT0|A0A8D2DVT0_SCIVU, tr|A0A8D2DWI1|A0A8D2DWI1_SCIVU, tr|A0A8D2E153|A0A8D2E153_SCIVU
OG0001317	sp|Q9BQY4|RHXF2_HUMAN, sp|P0C7M4|RHF2B_HUMAN, sp|Q8NHV9|RHXF1_HUMAN	tr|A0A8D2CQD9|A0A8D2CQD9_SCIVU
OG0001318	sp|Q9H207|O10A5_HUMAN, sp|Q9H208|O10A2_HUMAN	tr|A0A8D2B0U6|A0A8D2B0U6_SCIVU, tr|A0A8D2B3T5|A0A8D2B3T5_SCIVU
OG0001319	sp|P09467|F16P1_HUMAN	tr|A0A8D2CN57|A0A8D2CN57_SCIVU
OG0001319	sp|O00757|F16P2_HUMAN	tr|A0A8D2AW92|A0A8D2AW92_SCIVU
OG0001320	sp|P25787|PSA2_HUMAN	tr|A0A8D2CMT7|A0A8D2CMT7_SCIVU, tr|A0A8D2CTE8|A0A8D2CTE8_SCIVU, tr|A0A8D2AX70|A0A8D2AX70_SCIVU
OG0001321	sp|Q8IWB6|TEX14_HUMAN	tr|A0A8D2E047|A0A8D2E047_SCIVU, tr|A0A8D2CSH1|A0A8D2CSH1_SCIVU, tr|A0A8D2CYZ1|A0A8D2CYZ1_SCIVU
OG0001322	sp|Q9UK17|KCND3_HUMAN	tr|A0A8D2DFA7|A0A8D2DFA7_SCIVU
OG0001322	sp|Q9NZV8|KCND2_HUMAN	tr|A0A8D2JJE7|A0A8D2JJE7_SCIVU
OG0001323	sp|Q9UPN3|MACF1_HUMAN	tr|A0A8D2CN59|A0A8D2CN59_SCIVU
OG0001323	sp|Q03001|DYST_HUMAN	tr|A0A8D2AWY6|A0A8D2AWY6_SCIVU
OG0001324	sp|Q6H9L7|ISM2_HUMAN	tr|A0A8D2DI94|A0A8D2DI94_SCIVU
OG0001324	sp|B1AKI9|ISM1_HUMAN	tr|A0A8D2AJI1|A0A8D2AJI1_SCIVU
OG0001325	sp|Q9UBC5|MYO1A_HUMAN	tr|A0A8D2B775|A0A8D2B775_SCIVU
OG0001325	sp|O43795|MYO1B_HUMAN	tr|A0A8D2APY2|A0A8D2APY2_SCIVU
OG0001326	sp|Q9ULC6|PADI1_HUMAN	tr|A0A8D2AL47|A0A8D2AL47_SCIVU
OG0001326	sp|Q9UM07|PADI4_HUMAN	tr|A0A8D2AHI1|A0A8D2AHI1_SCIVU
OG0001327	sp|Q9UJV3|TRIM1_HUMAN	tr|A0A8D2DH81|A0A8D2DH81_SCIVU
OG0001327	sp|O15344|TRI18_HUMAN	tr|A0A8D2DV18|A0A8D2DV18_SCIVU
OG0001328	sp|P14598|NCF1_HUMAN, sp|A6NI72|NCF1B_HUMAN, sp|A8MVU1|NCF1C_HUMAN	tr|A0A8D2DUZ1|A0A8D2DUZ1_SCIVU
OG0001329	sp|P83105|HTRA4_HUMAN	tr|A0A8D2CS86|A0A8D2CS86_SCIVU
OG0001329	sp|Q92743|HTRA1_HUMAN	tr|A0A8D2AIP0|A0A8D2AIP0_SCIVU
OG0001330	sp|P82979|SARNP_HUMAN	tr|A0A8D2CND3|A0A8D2CND3_SCIVU, tr|A0A8D2APG1|A0A8D2APG1_SCIVU, tr|A0A8D2DKJ7|A0A8D2DKJ7_SCIVU
OG0001331	sp|Q86WP2|GPBP1_HUMAN	tr|A0A8D2CKJ9|A0A8D2CKJ9_SCIVU, tr|A0A8D2CVS6|A0A8D2CVS6_SCIVU, tr|A0A8D2AW91|A0A8D2AW91_SCIVU
OG0001332	sp|Q8N3T6|T132C_HUMAN	tr|A0A8D2CNR1|A0A8D2CNR1_SCIVU
OG0001332	sp|Q14C87|T132D_HUMAN	tr|A0A8D2AYJ6|A0A8D2AYJ6_SCIVU
OG0001333	sp|P15382|KCNE1_HUMAN, tr|A0A087WU88|A0A087WU88_HUMAN, sp|A0A087WTH5|KCE1B_HUMAN	tr|A0A8D2DQ31|A0A8D2DQ31_SCIVU
OG0001334	sp|P55268|LAMB2_HUMAN	tr|A0A8D2DY94|A0A8D2DY94_SCIVU
OG0001334	sp|P07942|LAMB1_HUMAN	tr|A0A8D2E0S2|A0A8D2E0S2_SCIVU
OG0001335	sp|P08559|ODPA_HUMAN	tr|A0A8D2E257|A0A8D2E257_SCIVU
OG0001335	sp|P29803|ODPAT_HUMAN	tr|A0A8D2CTX8|A0A8D2CTX8_SCIVU
OG0001336	sp|P30530|UFO_HUMAN	tr|A0A8D2DQN7|A0A8D2DQN7_SCIVU, tr|A0A8D2D136|A0A8D2D136_SCIVU, tr|A0A8D2JR61|A0A8D2JR61_SCIVU
OG0001337	sp|P39880|CUX1_HUMAN	tr|A0A8D2DGL7|A0A8D2DGL7_SCIVU
OG0001337	sp|O14529|CUX2_HUMAN	tr|A0A8D2B8U6|A0A8D2B8U6_SCIVU
OG0001338	sp|Q8TE57|ATS16_HUMAN	tr|A0A8D2B513|A0A8D2B513_SCIVU
OG0001338	sp|Q8TE60|ATS18_HUMAN	tr|A0A8D2JLW2|A0A8D2JLW2_SCIVU
OG0001339	sp|O75947|ATP5H_HUMAN	tr|A0A8D2AYK0|A0A8D2AYK0_SCIVU, tr|A0A8D2D7A9|A0A8D2D7A9_SCIVU, tr|A0A8D2DDE9|A0A8D2DDE9_SCIVU
OG0001340	sp|P13051|UNG_HUMAN	tr|A0A8D2AMN8|A0A8D2AMN8_SCIVU, tr|A0A8D2CYF3|A0A8D2CYF3_SCIVU, tr|A0A8D2AWZ1|A0A8D2AWZ1_SCIVU
OG0001341	sp|P28347|TEAD1_HUMAN	tr|A0A8D2CR90|A0A8D2CR90_SCIVU
OG0001341	sp|Q15561|TEAD4_HUMAN	tr|A0A8D2B7Z2|A0A8D2B7Z2_SCIVU
OG0001342	sp|Q15506|SP17_HUMAN	tr|A0A8D2D4Y8|A0A8D2D4Y8_SCIVU
OG0001342	sp|O75952|CABYR_HUMAN	tr|A0A8D2BEL3|A0A8D2BEL3_SCIVU
OG0001343	sp|Q9Y6L6|SO1B1_HUMAN, sp|G3V0H7|SO1B7_HUMAN, sp|Q9NPD5|SO1B3_HUMAN	tr|A0A8D2JQQ8|A0A8D2JQQ8_SCIVU
OG0001344	sp|O00470|MEIS1_HUMAN	tr|A0A8D2DNT6|A0A8D2DNT6_SCIVU
OG0001344	sp|O14770|MEIS2_HUMAN	tr|A0A8D2CMX0|A0A8D2CMX0_SCIVU
OG0001345	sp|P12268|IMDH2_HUMAN	tr|A0A8D2JN21|A0A8D2JN21_SCIVU
OG0001345	sp|P20839|IMDH1_HUMAN	tr|A0A8D2AX91|A0A8D2AX91_SCIVU
OG0001346	sp|Q6W0C5|DPPA3_HUMAN	tr|A0A8D2DN65|A0A8D2DN65_SCIVU, tr|A0A8D2AI40|A0A8D2AI40_SCIVU, tr|A0A8D2CJQ5|A0A8D2CJQ5_SCIVU
OG0001347	sp|Q9P2F5|STOX2_HUMAN	tr|A0A8D2AXV7|A0A8D2AXV7_SCIVU
OG0001347	sp|Q6ZVD7|STOX1_HUMAN	tr|A0A8D2AUP1|A0A8D2AUP1_SCIVU
OG0001348	sp|P0C7P0|CISD3_HUMAN	tr|A0A8D2DR96|A0A8D2DR96_SCIVU, tr|A0A8D2D6I9|A0A8D2D6I9_SCIVU, tr|A0A8D2CL40|A0A8D2CL40_SCIVU
OG0001349	sp|Q9P0M2|AKA7G_HUMAN	tr|A0A8D2CWZ9|A0A8D2CWZ9_SCIVU, tr|A0A8D2D596|A0A8D2D596_SCIVU, tr|A0A8D2DGF2|A0A8D2DGF2_SCIVU
OG0001350	sp|P45381|ACY2_HUMAN	tr|A0A8D2DLV1|A0A8D2DLV1_SCIVU, tr|A0A8D2DKM0|A0A8D2DKM0_SCIVU, tr|A0A8D2CYN8|A0A8D2CYN8_SCIVU
OG0001351	sp|P62191|PRS4_HUMAN	tr|A0A8D2CY81|A0A8D2CY81_SCIVU, tr|A0A8D2DIT9|A0A8D2DIT9_SCIVU, tr|A0A8D2AV88|A0A8D2AV88_SCIVU
OG0001352	sp|Q9H0H3|KLH25_HUMAN	tr|A0A8D2AN31|A0A8D2AN31_SCIVU
OG0001352	sp|O14682|ENC1_HUMAN	tr|A0A8D2CN58|A0A8D2CN58_SCIVU
OG0001353	sp|O95140|MFN2_HUMAN	tr|A0A8D2B4R3|A0A8D2B4R3_SCIVU
OG0001353	sp|Q8IWA4|MFN1_HUMAN	tr|A0A8D2B1H2|A0A8D2B1H2_SCIVU
OG0001354	sp|P48201|AT5G3_HUMAN	tr|A0A8D2D779|A0A8D2D779_SCIVU, tr|A0A8D2B447|A0A8D2B447_SCIVU, tr|A0A8D2AP39|A0A8D2AP39_SCIVU
OG0001355	sp|Q8NH08|O10AC_HUMAN, sp|Q8NGF6|O10W1_HUMAN	tr|A0A8D2D3D3|A0A8D2D3D3_SCIVU, tr|A0A8D2D3A3|A0A8D2D3A3_SCIVU
OG0001356	sp|P24298|ALAT1_HUMAN	tr|A0A8D2AKD3|A0A8D2AKD3_SCIVU
OG0001356	sp|Q8TD30|ALAT2_HUMAN	tr|A0A8D2JP59|A0A8D2JP59_SCIVU
OG0001357	sp|Q9P121|NTRI_HUMAN	tr|A0A8D2AVM4|A0A8D2AVM4_SCIVU
OG0001357	sp|Q14982|OPCM_HUMAN	tr|A0A8D2B1K3|A0A8D2B1K3_SCIVU
OG0001358	sp|Q9UH03|SEPT3_HUMAN	tr|A0A8D2ANE2|A0A8D2ANE2_SCIVU
OG0001358	sp|Q8IYM1|SEP12_HUMAN	tr|A0A8D2JQ86|A0A8D2JQ86_SCIVU
OG0001359	sp|Q8NCD3|HJURP_HUMAN	tr|A0A8D2DLF3|A0A8D2DLF3_SCIVU, tr|A0A8D2AXN5|A0A8D2AXN5_SCIVU, tr|A0A8D2AT38|A0A8D2AT38_SCIVU
OG0001360	sp|Q8WW59|SPRY4_HUMAN	tr|A0A8D2B7B9|A0A8D2B7B9_SCIVU, tr|A0A8D2B1Z5|A0A8D2B1Z5_SCIVU, tr|A0A8D2ATL8|A0A8D2ATL8_SCIVU
OG0001361	sp|Q92535|PIGC_HUMAN	tr|A0A8D2DLK3|A0A8D2DLK3_SCIVU, tr|A0A8D2ALJ9|A0A8D2ALJ9_SCIVU, tr|A0A8D2CP58|A0A8D2CP58_SCIVU
OG0001362	sp|Q9UIA9|XPO7_HUMAN	tr|A0A8D2AUK0|A0A8D2AUK0_SCIVU
OG0001362	sp|Q9H2T7|RBP17_HUMAN	tr|A0A8D2D4G9|A0A8D2D4G9_SCIVU
OG0001363	sp|P15538|C11B1_HUMAN, sp|P19099|C11B2_HUMAN	tr|A0A8D2DTK2|A0A8D2DTK2_SCIVU, tr|A0A8D2DVW1|A0A8D2DVW1_SCIVU
OG0001364	sp|O60779|S19A2_HUMAN	tr|A0A8D2E0A0|A0A8D2E0A0_SCIVU
OG0001364	sp|Q9BZV2|S19A3_HUMAN	tr|A0A8D2DT59|A0A8D2DT59_SCIVU
OG0001365	sp|A8MZ59|LEUTX_HUMAN	tr|A0A8D2ARK9|A0A8D2ARK9_SCIVU, tr|A0A8D2E4G9|A0A8D2E4G9_SCIVU, tr|A0A8D2CX63|A0A8D2CX63_SCIVU
OG0001366	sp|O15162|PLS1_HUMAN, sp|Q9NRY7|PLS2_HUMAN	tr|A0A8D2CWK6|A0A8D2CWK6_SCIVU, tr|A0A8D2CW51|A0A8D2CW51_SCIVU
OG0001367	sp|A8MTZ7|CL071_HUMAN	tr|A0A8D2D7E2|A0A8D2D7E2_SCIVU, tr|A0A8D2ATJ3|A0A8D2ATJ3_SCIVU, tr|A0A8D2D8G9|A0A8D2D8G9_SCIVU
OG0001368	sp|O43390|HNRPR_HUMAN	tr|A0A8D2AYN6|A0A8D2AYN6_SCIVU
OG0001368	sp|O60506|HNRPQ_HUMAN	tr|A0A8D2AR75|A0A8D2AR75_SCIVU
OG0001369	sp|Q13247|SRSF6_HUMAN	tr|A0A8D2DVZ9|A0A8D2DVZ9_SCIVU
OG0001369	sp|Q08170|SRSF4_HUMAN	tr|A0A8D2D8Q4|A0A8D2D8Q4_SCIVU
OG0001370	sp|Q49AN0|CRY2_HUMAN	tr|A0A8D2D8W0|A0A8D2D8W0_SCIVU
OG0001370	sp|Q16526|CRY1_HUMAN	tr|A0A8D2D0L5|A0A8D2D0L5_SCIVU
OG0001371	sp|Q12913|PTPRJ_HUMAN	tr|A0A8D2B4F5|A0A8D2B4F5_SCIVU
OG0001371	sp|P23467|PTPRB_HUMAN	tr|A0A8D2CRB3|A0A8D2CRB3_SCIVU
OG0001372	sp|Q9BUZ4|TRAF4_HUMAN	tr|A0A8D2DJP9|A0A8D2DJP9_SCIVU, tr|A0A8D2DL03|A0A8D2DL03_SCIVU, tr|A0A8D2AHZ2|A0A8D2AHZ2_SCIVU
OG0001373	sp|Q9HAU4|SMUF2_HUMAN	tr|A0A8D2AEY7|A0A8D2AEY7_SCIVU
OG0001373	sp|Q9HCE7|SMUF1_HUMAN	tr|A0A8D2DLC0|A0A8D2DLC0_SCIVU
OG0001374	sp|Q9NQ90|ANO2_HUMAN	tr|A0A8D2CW54|A0A8D2CW54_SCIVU
OG0001374	sp|Q5XXA6|ANO1_HUMAN	tr|A0A8D2DT57|A0A8D2DT57_SCIVU
OG0001375	sp|Q96AQ8|MCUR1_HUMAN	tr|A0A8D2D7K0|A0A8D2D7K0_SCIVU, tr|A0A8D2DUA9|A0A8D2DUA9_SCIVU, tr|A0A8D2CZ57|A0A8D2CZ57_SCIVU
OG0001376	sp|Q96QT4|TRPM7_HUMAN	tr|A0A8D2CLP0|A0A8D2CLP0_SCIVU
OG0001376	sp|Q9BX84|TRPM6_HUMAN	tr|A0A8D2D9C7|A0A8D2D9C7_SCIVU
OG0001377	sp|Q9UBW5|BIN2_HUMAN	tr|A0A8D2B9B2|A0A8D2B9B2_SCIVU, tr|A0A8D2JLN5|A0A8D2JLN5_SCIVU, tr|A0A8D2D4Y7|A0A8D2D4Y7_SCIVU
OG0001378	sp|O95622|ADCY5_HUMAN	tr|A0A8D2B4T1|A0A8D2B4T1_SCIVU
OG0001378	sp|O43306|ADCY6_HUMAN	tr|A0A8D2CTX6|A0A8D2CTX6_SCIVU
