Orthogroup	Homo_sapiens	Lipotes_vexillifer
OG0002333	sp|Q6ISS4|LAIR2_HUMAN, sp|Q6GTX8|LAIR1_HUMAN	tr|A0A340Y4B1|A0A340Y4B1_LIPVE
OG0002334	sp|Q8N8N7|PTGR2_HUMAN	tr|A0A340Y0K7|A0A340Y0K7_LIPVE, tr|A0A340XLF9|A0A340XLF9_LIPVE
OG0002335	sp|Q92914|FGF11_HUMAN	tr|A0A340X8C3|A0A340X8C3_LIPVE, tr|A0A340XHD1|A0A340XHD1_LIPVE
OG0002336	sp|O60739|EIF1B_HUMAN	tr|A0A340XYH0|A0A340XYH0_LIPVE, tr|A0A340WJW8|A0A340WJW8_LIPVE
OG0002337	sp|P26439|3BHS2_HUMAN, sp|P14060|3BHS1_HUMAN	tr|A0A340XDA2|A0A340XDA2_LIPVE
OG0002338	sp|Q9HAV7|GRPE1_HUMAN	tr|A0A340X0R2|A0A340X0R2_LIPVE, tr|A0A340X6I1|A0A340X6I1_LIPVE
OG0002339	sp|Q9Y6Y1|CMTA1_HUMAN	tr|A0A340X229|A0A340X229_LIPVE, tr|A0A340WBC2|A0A340WBC2_LIPVE
OG0002340	sp|P10746|HEM4_HUMAN	tr|A0A340WRJ3|A0A340WRJ3_LIPVE, tr|A0A340WTL7|A0A340WTL7_LIPVE
OG0002341	sp|Q93038|TNR25_HUMAN	tr|A0A340WVA7|A0A340WVA7_LIPVE, tr|A0A340X0F3|A0A340X0F3_LIPVE
OG0002342	sp|O60290|ZN862_HUMAN, sp|A0A1B0GUU1|CQ113_HUMAN	tr|A0A340YEQ6|A0A340YEQ6_LIPVE
OG0002343	sp|P00414|COX3_HUMAN	tr|Q2YG60|Q2YG60_LIPVE, tr|A0A340YCZ8|A0A340YCZ8_LIPVE
OG0002344	sp|Q13421|MSLN_HUMAN, sp|Q96KJ4|MSLNL_HUMAN	tr|A0A340X1E6|A0A340X1E6_LIPVE
OG0002345	sp|Q3SY77|UD3A2_HUMAN, sp|Q6NUS8|UD3A1_HUMAN	tr|A0A340XP25|A0A340XP25_LIPVE
OG0002346	sp|P12544|GRAA_HUMAN	tr|A0A340Y843|A0A340Y843_LIPVE, tr|A0A340YA70|A0A340YA70_LIPVE
OG0002347	sp|Q8TE69|EOLA1_HUMAN, sp|Q96DE9|EOLA2_HUMAN	tr|A0A340YE24|A0A340YE24_LIPVE
OG0002348	sp|Q5T9Z0|TEDM1_HUMAN, sp|Q9NWC5|TM45A_HUMAN	tr|A0A340X042|A0A340X042_LIPVE
OG0002349	sp|Q5T2R2|DPS1_HUMAN	tr|A0A340YJ20|A0A340YJ20_LIPVE, tr|A0A340YEE5|A0A340YEE5_LIPVE
OG0002350	sp|O95397|PKHA9_HUMAN, sp|Q96JA3|PKHA8_HUMAN	tr|A0A340XYD5|A0A340XYD5_LIPVE
OG0002351	sp|Q9Y312|AAR2_HUMAN	tr|A0A340WL96|A0A340WL96_LIPVE, tr|A0A340WJR4|A0A340WJR4_LIPVE
OG0002352	sp|P82933|RT09_HUMAN	tr|A0A340X6E6|A0A340X6E6_LIPVE, tr|A0A340X6V3|A0A340X6V3_LIPVE
OG0002353	sp|P14927|QCR7_HUMAN	tr|A0A340X5X1|A0A340X5X1_LIPVE, tr|A0A340X6A7|A0A340X6A7_LIPVE
OG0002354	sp|P57059|SIK1_HUMAN, sp|A0A0B4J2F2|SIK1B_HUMAN	tr|A0A340WWH0|A0A340WWH0_LIPVE
OG0002355	sp|P84101|SERF2_HUMAN	tr|A0A340XDL2|A0A340XDL2_LIPVE, tr|A0A340Y1S1|A0A340Y1S1_LIPVE
OG0002356	sp|Q8N2E2|VWDE_HUMAN, sp|Q8WWZ8|OIT3_HUMAN	tr|A0A340X6P1|A0A340X6P1_LIPVE
OG0002357	sp|Q9UMQ3|BARX2_HUMAN	tr|A0A340XP68|A0A340XP68_LIPVE, tr|A0A340XV26|A0A340XV26_LIPVE
OG0002358	tr|A0A0G2JN53|A0A0G2JN53_HUMAN, sp|Q9UPP2|IQEC3_HUMAN	tr|A0A340Y8S1|A0A340Y8S1_LIPVE
OG0002359	sp|P62826|RAN_HUMAN	tr|A0A340WVX5|A0A340WVX5_LIPVE, tr|A0A340X8F9|A0A340X8F9_LIPVE
OG0002360	sp|Q6ZV70|LANC3_HUMAN	tr|A0A340Y0F3|A0A340Y0F3_LIPVE, tr|A0A340WY49|A0A340WY49_LIPVE
OG0002361	sp|A6NCI8|CB078_HUMAN	tr|A0A340XZH5|A0A340XZH5_LIPVE, tr|A0A340YFE6|A0A340YFE6_LIPVE
OG0002362	sp|O94772|LY6H_HUMAN, sp|H3BQJ8|LY6L_HUMAN	tr|A0A340XWN8|A0A340XWN8_LIPVE
OG0002363	sp|Q15382|RHEB_HUMAN	tr|A0A340WS40|A0A340WS40_LIPVE, tr|A0A340YEL6|A0A340YEL6_LIPVE
OG0002364	sp|Q15005|SPCS2_HUMAN	tr|A0A340WM31|A0A340WM31_LIPVE, tr|A0A340XZ11|A0A340XZ11_LIPVE
OG0002365	sp|Q7Z4W2|LYZL2_HUMAN, sp|Q6UWQ5|LYZL1_HUMAN	tr|A0A340YD90|A0A340YD90_LIPVE
OG0002366	sp|Q6L8Q7|PDE12_HUMAN	tr|A0A340WXL4|A0A340WXL4_LIPVE, tr|A0A340WYC4|A0A340WYC4_LIPVE
OG0002367	sp|Q8IZJ6|TDH_HUMAN	tr|A0A340YBW6|A0A340YBW6_LIPVE, tr|A0A340WPX5|A0A340WPX5_LIPVE
OG0002368	sp|Q96N76|HUTU_HUMAN	tr|A0A340XVU6|A0A340XVU6_LIPVE, tr|A0A340X7F7|A0A340X7F7_LIPVE
OG0002369	sp|Q04446|GLGB_HUMAN	tr|A0A340YC08|A0A340YC08_LIPVE, tr|A0A340X200|A0A340X200_LIPVE
OG0002370	sp|Q9NSE4|SYIM_HUMAN	tr|A0A340X633|A0A340X633_LIPVE, tr|A0A340WH07|A0A340WH07_LIPVE
OG0002371	sp|P62987|RL40_HUMAN	tr|A0A340WP71|A0A340WP71_LIPVE, tr|A0A340XP85|A0A340XP85_LIPVE
OG0002372	sp|Q8N841|TTLL6_HUMAN, sp|A6NNM8|TTL13_HUMAN	tr|A0A340XVA5|A0A340XVA5_LIPVE
OG0002373	sp|Q8NHS9|SPT22_HUMAN	tr|A0A340YGG9|A0A340YGG9_LIPVE, tr|A0A340X5G1|A0A340X5G1_LIPVE
OG0002374	sp|Q86U42|PABP2_HUMAN	tr|A0A340YH80|A0A340YH80_LIPVE, tr|A0A340WIH2|A0A340WIH2_LIPVE
OG0002375	sp|O75467|Z324A_HUMAN, sp|Q6AW86|Z324B_HUMAN	tr|A0A340X865|A0A340X865_LIPVE
OG0002376	sp|A0A2Z4LIS9|FXO3B_HUMAN, sp|O43524|FOXO3_HUMAN	tr|A0A340WFB5|A0A340WFB5_LIPVE
OG0002377	sp|P0C024|NUDT7_HUMAN	tr|A0A340WI49|A0A340WI49_LIPVE, tr|A0A340WRF8|A0A340WRF8_LIPVE
OG0002378	sp|Q6UWN8|ISK6_HUMAN	tr|A0A340WKL9|A0A340WKL9_LIPVE, tr|A0A340WKE0|A0A340WKE0_LIPVE
OG0002379	sp|Q8IYT3|CC170_HUMAN	tr|A0A340YHD1|A0A340YHD1_LIPVE, tr|A0A340XM92|A0A340XM92_LIPVE
OG0002380	sp|P48553|TPC10_HUMAN, tr|A0A096LPH7|A0A096LPH7_HUMAN	tr|A0A340WST0|A0A340WST0_LIPVE
OG0002381	sp|Q8NFU0|BEST4_HUMAN	tr|A0A340WU47|A0A340WU47_LIPVE, tr|A0A340WU76|A0A340WU76_LIPVE
OG0002382	sp|Q92917|GPKOW_HUMAN	tr|A0A340XD99|A0A340XD99_LIPVE, tr|A0A340WQ79|A0A340WQ79_LIPVE
OG0002383	sp|Q9BUT1|DHRS6_HUMAN	tr|A0A340X5W6|A0A340X5W6_LIPVE, tr|A0A340XM65|A0A340XM65_LIPVE
OG0002384	sp|Q5BKZ1|ZN326_HUMAN	tr|A0A340YAZ9|A0A340YAZ9_LIPVE, tr|A0A340YAG0|A0A340YAG0_LIPVE
OG0002385	sp|Q96RQ9|OXLA_HUMAN	tr|A0A340XTL2|A0A340XTL2_LIPVE, tr|A0A340X178|A0A340X178_LIPVE
OG0002386	sp|Q9GZT4|SRR_HUMAN	tr|A0A340X4R0|A0A340X4R0_LIPVE, tr|A0A340XTV2|A0A340XTV2_LIPVE
OG0002387	sp|Q9H6K4|OPA3_HUMAN	tr|A0A340XBD1|A0A340XBD1_LIPVE, tr|A0A340XF66|A0A340XF66_LIPVE
OG0002388	sp|O15067|PUR4_HUMAN	tr|A0A340X8E8|A0A340X8E8_LIPVE, tr|A0A340XF81|A0A340XF81_LIPVE
OG0002389	sp|A6NEC2|PSAL_HUMAN, sp|P55786|PSA_HUMAN	tr|A0A340XVD4|A0A340XVD4_LIPVE
OG0002390	sp|O76021|RL1D1_HUMAN	tr|A0A340XN84|A0A340XN84_LIPVE, tr|A0A340WG66|A0A340WG66_LIPVE
OG0002391	sp|P17707|DCAM_HUMAN	tr|A0A340X614|A0A340X614_LIPVE, tr|A0A340WQ39|A0A340WQ39_LIPVE
OG0002392	sp|Q8NDV2|GPR26_HUMAN, sp|Q96P69|GPR78_HUMAN	tr|A0A340YBJ8|A0A340YBJ8_LIPVE
OG0002393	sp|Q9BXK5|B2L13_HUMAN	tr|A0A340X7T6|A0A340X7T6_LIPVE, tr|A0A340YAU2|A0A340YAU2_LIPVE
OG0002394	sp|Q9P0U4|CXXC1_HUMAN	tr|A0A340WV82|A0A340WV82_LIPVE, tr|A0A340Y2J2|A0A340Y2J2_LIPVE
OG0002395	sp|O60841|IF2P_HUMAN	tr|A0A340XKG1|A0A340XKG1_LIPVE, tr|A0A340Y0W1|A0A340Y0W1_LIPVE
OG0002396	sp|Q8WV48|CC107_HUMAN	tr|A0A340X7M0|A0A340X7M0_LIPVE, tr|A0A340XA78|A0A340XA78_LIPVE
OG0002397	sp|Q96SZ6|CK5P1_HUMAN	tr|A0A340XU79|A0A340XU79_LIPVE, tr|A0A340YFD1|A0A340YFD1_LIPVE
OG0002398	sp|Q99958|FOXC2_HUMAN	tr|A0A340YFW3|A0A340YFW3_LIPVE, tr|A0A340YH94|A0A340YH94_LIPVE
OG0002399	sp|Q9UPW5|CBPC1_HUMAN	tr|A0A340XAZ1|A0A340XAZ1_LIPVE, tr|A0A340YCI1|A0A340YCI1_LIPVE
OG0002400	sp|Q9Y6N7|ROBO1_HUMAN	tr|A0A340WEJ5|A0A340WEJ5_LIPVE, tr|A0A340X6A3|A0A340X6A3_LIPVE
OG0002401	sp|Q01469|FABP5_HUMAN, sp|A8MUU1|FB5L3_HUMAN	tr|A0A340XK31|A0A340XK31_LIPVE
OG0002402	sp|P83731|RL24_HUMAN	tr|A0A340WDG4|A0A340WDG4_LIPVE, tr|A0A340XJ42|A0A340XJ42_LIPVE
OG0002403	sp|Q9BV57|MTND_HUMAN	tr|A0A340Y811|A0A340Y811_LIPVE, tr|A0A340XUJ4|A0A340XUJ4_LIPVE
OG0002404	sp|P47898|5HT5A_HUMAN	tr|A0A340X7C7|A0A340X7C7_LIPVE, tr|A0A340XBL5|A0A340XBL5_LIPVE
OG0002405	sp|Q96LB8|PGRP4_HUMAN, sp|Q96LB9|PGRP3_HUMAN	tr|A0A340YF63|A0A340YF63_LIPVE
OG0002406	sp|Q9Y2R4|DDX52_HUMAN	tr|A0A340XUK6|A0A340XUK6_LIPVE, tr|A0A340WJZ0|A0A340WJZ0_LIPVE
OG0002407	sp|P02771|FETA_HUMAN	tr|A0A340Y7B1|A0A340Y7B1_LIPVE, tr|A0A340Y1V4|A0A340Y1V4_LIPVE
OG0002408	sp|Q16612|NREP_HUMAN	tr|A0A340WR31|A0A340WR31_LIPVE, tr|A0A340WRK5|A0A340WRK5_LIPVE
OG0002409	sp|P04818|TYSY_HUMAN	tr|A0A340XC84|A0A340XC84_LIPVE, tr|A0A340XQI7|A0A340XQI7_LIPVE
OG0002410	sp|Q6PJG9|LRFN4_HUMAN	tr|A0A340XSC8|A0A340XSC8_LIPVE, tr|A0A340XT60|A0A340XT60_LIPVE
OG0002411	sp|Q8NFU3|TSTD1_HUMAN	tr|A0A340Y1K5|A0A340Y1K5_LIPVE, tr|A0A340YBY2|A0A340YBY2_LIPVE
OG0002412	sp|Q9UGM1|ACHA9_HUMAN	tr|A0A340WKF7|A0A340WKF7_LIPVE, tr|A0A340WUE1|A0A340WUE1_LIPVE
OG0002413	sp|Q9UKN7|MYO15_HUMAN	tr|A0A340WZI1|A0A340WZI1_LIPVE, tr|A0A340WN81|A0A340WN81_LIPVE
OG0002414	sp|Q9BSN7|TM204_HUMAN	tr|A0A340X2X9|A0A340X2X9_LIPVE, tr|A0A340WLY4|A0A340WLY4_LIPVE
OG0002415	sp|Q4VXA5|KHDC1_HUMAN, sp|Q5JSQ8|KHDCL_HUMAN	tr|A0A340XEC4|A0A340XEC4_LIPVE
OG0002416	sp|P15529|MCP_HUMAN	tr|A0A340X2P7|A0A340X2P7_LIPVE, tr|A0A340XMJ7|A0A340XMJ7_LIPVE
OG0002417	sp|P49411|EFTU_HUMAN	tr|A0A340WF54|A0A340WF54_LIPVE, tr|A0A340WTM9|A0A340WTM9_LIPVE
OG0002418	sp|Q13127|REST_HUMAN	tr|A0A340YFY6|A0A340YFY6_LIPVE, tr|A0A340XB30|A0A340XB30_LIPVE
OG0002419	sp|P10155|RO60_HUMAN	tr|A0A340XVY5|A0A340XVY5_LIPVE, tr|A0A340XYQ7|A0A340XYQ7_LIPVE
OG0002420	sp|Q8NCN5|PDPR_HUMAN	tr|A0A340Y264|A0A340Y264_LIPVE, tr|A0A340XNT5|A0A340XNT5_LIPVE
OG0002421	sp|Q96EY1|DNJA3_HUMAN	tr|A0A340X0U2|A0A340X0U2_LIPVE, tr|A0A340X2W8|A0A340X2W8_LIPVE
OG0002422	tr|A0A1W2PR95|A0A1W2PR95_HUMAN, sp|P78318|IGBP1_HUMAN	tr|A0A340YDZ2|A0A340YDZ2_LIPVE
OG0002423	sp|Q6UWT4|CE046_HUMAN	tr|A0A340WR84|A0A340WR84_LIPVE, tr|A0A340Y0Z0|A0A340Y0Z0_LIPVE
OG0002424	sp|Q9HBG7|LY9_HUMAN	tr|A0A340Y0J7|A0A340Y0J7_LIPVE, tr|A0A340Y6Q0|A0A340Y6Q0_LIPVE
OG0002425	sp|O14772|FPGT_HUMAN	tr|A0A340WW84|A0A340WW84_LIPVE, tr|A0A340Y7T4|A0A340Y7T4_LIPVE
OG0002426	sp|P55735|SEC13_HUMAN	tr|A0A340WXN2|A0A340WXN2_LIPVE, tr|A0A340Y750|A0A340Y750_LIPVE
OG0002427	sp|B1ANS9|WDR64_HUMAN, sp|Q8IV35|WDR49_HUMAN	tr|A0A340XU92|A0A340XU92_LIPVE
OG0002428	sp|O95671|ASML_HUMAN	tr|A0A340XMP9|A0A340XMP9_LIPVE, tr|A0A340YBK9|A0A340YBK9_LIPVE
OG0002429	sp|Q02040|AK17A_HUMAN	tr|A0A340XGD7|A0A340XGD7_LIPVE, tr|A0A340XWE5|A0A340XWE5_LIPVE
OG0002430	sp|Q8IXH6|T53I2_HUMAN	tr|A0A340WGS6|A0A340WGS6_LIPVE, tr|A0A340WGQ7|A0A340WGQ7_LIPVE
OG0002431	sp|Q9HBT8|Z286A_HUMAN, sp|P0CG31|Z286B_HUMAN	tr|A0A340XTQ9|A0A340XTQ9_LIPVE
OG0002432	sp|Q6W2J9|BCOR_HUMAN, sp|Q8N888|BCOR2_HUMAN	tr|A0A340WWL4|A0A340WWL4_LIPVE
OG0002433	sp|Q8WU67|ABHD3_HUMAN	tr|A0A340Y6D8|A0A340Y6D8_LIPVE, tr|A0A340WIX4|A0A340WIX4_LIPVE
OG0002434	sp|Q9H845|ACAD9_HUMAN	tr|A0A340X1D1|A0A340X1D1_LIPVE, tr|A0A340WYA5|A0A340WYA5_LIPVE
OG0002435	sp|Q9UNL2|SSRG_HUMAN	tr|A0A340XET2|A0A340XET2_LIPVE, tr|A0A340XU12|A0A340XU12_LIPVE
OG0002436	sp|P51649|SSDH_HUMAN	tr|A0A340WY13|A0A340WY13_LIPVE, tr|A0A340WYX3|A0A340WYX3_LIPVE
OG0002437	sp|Q99828|CIB1_HUMAN, sp|A0PJX0|CIB4_HUMAN	tr|A0A340YGL9|A0A340YGL9_LIPVE
OG0002438	sp|Q9NQX6|ZN331_HUMAN	tr|A0A340YI62|A0A340YI62_LIPVE, tr|A0A340XJA3|A0A340XJA3_LIPVE
OG0002439	sp|Q15306|IRF4_HUMAN	tr|A0A340YH28|A0A340YH28_LIPVE, tr|A0A340WIX0|A0A340WIX0_LIPVE
OG0002440	sp|P40939|ECHA_HUMAN	tr|A0A340XGW0|A0A340XGW0_LIPVE, tr|A0A340YFQ1|A0A340YFQ1_LIPVE
OG0002441	sp|Q2M389|WASC4_HUMAN	tr|A0A340WSX9|A0A340WSX9_LIPVE, tr|A0A340WK66|A0A340WK66_LIPVE
OG0002442	sp|P11226|MBL2_HUMAN	tr|A0A340XSK1|A0A340XSK1_LIPVE, tr|A0A340YBD3|A0A340YBD3_LIPVE
OG0002443	sp|Q92968|PEX13_HUMAN	tr|A0A340YGJ2|A0A340YGJ2_LIPVE, tr|A0A340XSB7|A0A340XSB7_LIPVE
OG0002444	sp|Q96H96|COQ2_HUMAN	tr|A0A340XVZ5|A0A340XVZ5_LIPVE, tr|A0A340WDE0|A0A340WDE0_LIPVE
OG0002445	sp|Q9H8H3|MET7A_HUMAN	tr|A0A340WTZ6|A0A340WTZ6_LIPVE, tr|A0A340WS75|A0A340WS75_LIPVE
OG0002446	sp|P49368|TCPG_HUMAN	tr|A0A340XFE6|A0A340XFE6_LIPVE, tr|A0A340X121|A0A340X121_LIPVE
OG0002447	sp|P35225|IL13_HUMAN	tr|A0A340WMM7|A0A340WMM7_LIPVE, tr|A0A340XIZ1|A0A340XIZ1_LIPVE
OG0002448	sp|Q7RTR0|NLRP9_HUMAN	tr|A0A340Y316|A0A340Y316_LIPVE, tr|A0A340WV84|A0A340WV84_LIPVE
OG0002449	sp|Q9H160|ING2_HUMAN	tr|A0A340X8L9|A0A340X8L9_LIPVE, tr|A0A340Y4G8|A0A340Y4G8_LIPVE
OG0002450	sp|P83916|CBX1_HUMAN	tr|A0A340Y0Z6|A0A340Y0Z6_LIPVE, tr|A0A340WEH6|A0A340WEH6_LIPVE
OG0002451	sp|P22061|PIMT_HUMAN	tr|A0A340Y987|A0A340Y987_LIPVE, tr|A0A340XBL0|A0A340XBL0_LIPVE
OG0002452	sp|Q7Z4W1|DCXR_HUMAN	tr|A0A340YKW9|A0A340YKW9_LIPVE, tr|A0A340XSP7|A0A340XSP7_LIPVE
OG0002453	sp|O75390|CISY_HUMAN	tr|A0A340Y8J5|A0A340Y8J5_LIPVE, tr|A0A340XS33|A0A340XS33_LIPVE
OG0002454	sp|Q15937|ZNF79_HUMAN, sp|P0CG24|ZN883_HUMAN	tr|A0A340YDN3|A0A340YDN3_LIPVE
OG0002455	sp|P50991|TCPD_HUMAN	tr|A0A340X9Z2|A0A340X9Z2_LIPVE, tr|A0A340XY13|A0A340XY13_LIPVE
OG0002456	sp|P61313|RL15_HUMAN	tr|A0A340Y8Q3|A0A340Y8Q3_LIPVE, tr|A0A340Y329|A0A340Y329_LIPVE
OG0002457	sp|P07741|APT_HUMAN	tr|A0A340Y468|A0A340Y468_LIPVE, tr|A0A340WDZ3|A0A340WDZ3_LIPVE
OG0002458	sp|Q99576|T22D3_HUMAN	tr|A0A340YDV6|A0A340YDV6_LIPVE, tr|A0A340XC42|A0A340XC42_LIPVE
OG0002459	sp|Q9BZM1|PG12A_HUMAN	tr|A0A340XQW0|A0A340XQW0_LIPVE, tr|A0A340XPP8|A0A340XPP8_LIPVE
OG0002460	sp|Q8IYW5|RN168_HUMAN	tr|A0A340XXQ3|A0A340XXQ3_LIPVE, tr|A0A340WNG0|A0A340WNG0_LIPVE
OG0002461	sp|P03923|NU6M_HUMAN	tr|Q2YG55|Q2YG55_LIPVE, tr|A0A340XM74|A0A340XM74_LIPVE
OG0002462	sp|Q6ZQN5|FOXI2_HUMAN	tr|A0A340WVY3|A0A340WVY3_LIPVE, tr|A0A340WP01|A0A340WP01_LIPVE
OG0002463	sp|Q9H061|T126A_HUMAN	tr|A0A340WP82|A0A340WP82_LIPVE, tr|A0A340WHK9|A0A340WHK9_LIPVE
OG0002464	sp|P14373|TRI27_HUMAN	tr|A0A340XDX2|A0A340XDX2_LIPVE, tr|A0A340WNS4|A0A340WNS4_LIPVE
OG0002504	sp|A0PJE2|DHR12_HUMAN	tr|A0A340YDI8|A0A340YDI8_LIPVE
OG0002505	sp|A6NCL1|GEMC1_HUMAN	tr|A0A340Y3K9|A0A340Y3K9_LIPVE
OG0002506	sp|O00748|EST2_HUMAN	tr|A0A340XEA2|A0A340XEA2_LIPVE
OG0002507	sp|O15021|MAST4_HUMAN	tr|A0A340XAQ4|A0A340XAQ4_LIPVE
OG0002508	sp|O15552|FFAR2_HUMAN	tr|A0A340YF19|A0A340YF19_LIPVE
OG0002509	sp|O43638|FOXS1_HUMAN	tr|A0A340WHE2|A0A340WHE2_LIPVE
OG0002510	sp|O43731|ERD23_HUMAN	tr|A0A340X2B1|A0A340X2B1_LIPVE
OG0002511	sp|O95926|SYF2_HUMAN	tr|A0A340XCJ4|A0A340XCJ4_LIPVE
OG0002512	sp|O96009|NAPSA_HUMAN	tr|A0A340XQ37|A0A340XQ37_LIPVE
OG0002513	sp|P03999|OPSB_HUMAN	tr|A0A340YBE2|A0A340YBE2_LIPVE
OG0002514	sp|P07204|TRBM_HUMAN	tr|A0A340XFE9|A0A340XFE9_LIPVE
OG0002515	sp|P0C7T8|TM253_HUMAN	tr|A0A340WRI4|A0A340WRI4_LIPVE
OG0002516	sp|P22003|BMP5_HUMAN	tr|A0A340YIK5|A0A340YIK5_LIPVE
OG0002517	sp|P28360|MSX1_HUMAN	tr|A0A340XZC9|A0A340XZC9_LIPVE
OG0002518	sp|P36021|MOT8_HUMAN	tr|A0A340WRZ0|A0A340WRZ0_LIPVE
OG0002519	sp|P43652|AFAM_HUMAN	tr|A0A340Y5K5|A0A340Y5K5_LIPVE
OG0002520	sp|P47775|GPR12_HUMAN	tr|A0A340YGF3|A0A340YGF3_LIPVE
OG0002521	sp|P54253|ATX1_HUMAN	tr|A0A340XIT5|A0A340XIT5_LIPVE
OG0002522	sp|P58499|FAM3B_HUMAN	tr|A0A340WTU1|A0A340WTU1_LIPVE
OG0002523	sp|P59773|MNARL_HUMAN	tr|A0A340XF46|A0A340XF46_LIPVE
OG0002524	sp|Q09019|DMWD_HUMAN	tr|A0A340XHR9|A0A340XHR9_LIPVE
OG0002525	sp|Q12981|SEC20_HUMAN	tr|A0A340Y2G0|A0A340Y2G0_LIPVE
OG0002526	sp|Q13214|SEM3B_HUMAN	tr|A0A340Y1F6|A0A340Y1F6_LIPVE
OG0002527	sp|Q13535|ATR_HUMAN	tr|A0A340WIV3|A0A340WIV3_LIPVE
OG0002528	sp|Q13615|MTMR3_HUMAN	tr|A0A340XQG3|A0A340XQG3_LIPVE
OG0002529	sp|Q14765|STAT4_HUMAN	tr|A0A340XUH0|A0A340XUH0_LIPVE
OG0002530	sp|Q15560|TCEA2_HUMAN	tr|A0A340XQ20|A0A340XQ20_LIPVE
OG0002531	sp|Q4G163|FBX43_HUMAN	tr|A0A340XDX9|A0A340XDX9_LIPVE
OG0002532	sp|Q5SZJ8|BEND6_HUMAN	tr|A0A340YIJ8|A0A340YIJ8_LIPVE
OG0002533	sp|Q5TF39|MFS4B_HUMAN	tr|A0A340WXK1|A0A340WXK1_LIPVE
OG0002534	sp|Q5TIA1|MEI1_HUMAN	tr|A0A340X4F0|A0A340X4F0_LIPVE
OG0002535	sp|Q6NV75|GP153_HUMAN	tr|A0A340WV67|A0A340WV67_LIPVE
OG0002536	sp|Q6NZY7|BORG3_HUMAN	tr|A0A340Y4B6|A0A340Y4B6_LIPVE
OG0002538	sp|Q6TGC4|PADI6_HUMAN	tr|A0A340XJX0|A0A340XJX0_LIPVE
OG0002539	sp|Q6URK8|TEPP_HUMAN	tr|A0A340Y3S2|A0A340Y3S2_LIPVE
OG0002540	sp|Q6ZNE9|RUFY4_HUMAN	tr|A0A340WWM7|A0A340WWM7_LIPVE
OG0002541	sp|Q86UF1|TSN33_HUMAN	tr|A0A340YCW9|A0A340YCW9_LIPVE
OG0002542	sp|Q86YV5|PRAG1_HUMAN	tr|A0A340WGI7|A0A340WGI7_LIPVE
OG0002543	sp|Q8IU57|INLR1_HUMAN	tr|A0A340XJL9|A0A340XJL9_LIPVE
OG0002544	sp|Q8IVV8|NKAI4_HUMAN	tr|A0A340XLM6|A0A340XLM6_LIPVE
OG0002545	sp|Q8IX01|SUGP2_HUMAN	tr|A0A340XPA4|A0A340XPA4_LIPVE
OG0002546	sp|Q8N128|F177A_HUMAN	tr|A0A340XU22|A0A340XU22_LIPVE
OG0002547	sp|Q8NB25|F184A_HUMAN	tr|A0A340X018|A0A340X018_LIPVE
OG0002548	sp|Q8NE63|HIPK4_HUMAN	tr|A0A340XI65|A0A340XI65_LIPVE
OG0002549	sp|Q8NEB7|ACRBP_HUMAN	tr|A0A340Y8L9|A0A340Y8L9_LIPVE
OG0002550	sp|Q8TBY0|RBM46_HUMAN	tr|A0A340WNM9|A0A340WNM9_LIPVE
OG0002551	sp|Q96CA5|BIRC7_HUMAN	tr|A0A340XSM3|A0A340XSM3_LIPVE
OG0002552	sp|Q96G97|BSCL2_HUMAN	tr|A0A340XLC5|A0A340XLC5_LIPVE
OG0002553	sp|Q96HD1|CREL1_HUMAN	tr|A0A340WXL3|A0A340WXL3_LIPVE
OG0002554	sp|Q96HI0|SENP5_HUMAN	tr|A0A340XXP3|A0A340XXP3_LIPVE
OG0002555	sp|Q96NH3|BROMI_HUMAN	tr|A0A340X7C1|A0A340X7C1_LIPVE
OG0002556	sp|Q96SZ5|AEDO_HUMAN	tr|A0A340WE37|A0A340WE37_LIPVE
OG0002557	sp|Q99819|GDIR3_HUMAN	tr|A0A340WXB3|A0A340WXB3_LIPVE
OG0002558	sp|Q9BQ61|TRIR_HUMAN	tr|A0A340YCJ4|A0A340YCJ4_LIPVE
OG0002559	sp|Q9BRA2|TXD17_HUMAN	tr|A0A340WS35|A0A340WS35_LIPVE
OG0002560	sp|Q9BU40|CRDL1_HUMAN	tr|A0A340Y3V9|A0A340Y3V9_LIPVE
OG0002561	sp|Q9BYG0|B3GN5_HUMAN	tr|A0A340Y6Y9|A0A340Y6Y9_LIPVE
OG0002562	sp|Q9BZE3|BARH1_HUMAN	tr|A0A340X209|A0A340X209_LIPVE
OG0002563	sp|Q9BZL4|PP12C_HUMAN	tr|A0A340Y8G9|A0A340Y8G9_LIPVE
OG0002564	sp|Q9C086|IN80B_HUMAN	tr|A0A340XHA6|A0A340XHA6_LIPVE
OG0002565	sp|Q9H2E6|SEM6A_HUMAN	tr|A0A340WP45|A0A340WP45_LIPVE
OG0002566	sp|Q9H8J5|MANS1_HUMAN	tr|A0A340Y899|A0A340Y899_LIPVE
OG0002567	sp|Q9NSK0|KLC4_HUMAN	tr|A0A340XA69|A0A340XA69_LIPVE
OG0002568	sp|Q9NVZ3|NECP2_HUMAN	tr|A0A340XJ66|A0A340XJ66_LIPVE
OG0002569	sp|Q9NZC4|EHF_HUMAN	tr|A0A340Y9H0|A0A340Y9H0_LIPVE
OG0002570	sp|Q9P0V8|SLAF8_HUMAN	tr|A0A340XPT7|A0A340XPT7_LIPVE
