Orthogroup	Homo_sapiens	Prolemur_simus
OG0000282	sp|Q9NYQ7|CELR3_HUMAN	tr|A0A8C9B2L4|A0A8C9B2L4_PROSS
OG0000283	sp|Q9BYE3|LCE3D_HUMAN, sp|Q5T5B0|LCE3E_HUMAN, sp|Q5TCM9|LCE5A_HUMAN, sp|Q5TA76|LCE3A_HUMAN, sp|Q5T5A8|LCE3C_HUMAN	tr|A0A8C8ZZA4|A0A8C8ZZA4_PROSS, tr|A0A8C8ZV49|A0A8C8ZV49_PROSS
OG0000285	sp|Q8NH51|OR8K3_HUMAN	tr|A0A8C8Z9E0|A0A8C8Z9E0_PROSS
OG0000285	sp|Q8NGG5|OR8K1_HUMAN	tr|A0A8C8ZE08|A0A8C8ZE08_PROSS
OG0000285	sp|Q8NH50|OR8K5_HUMAN	tr|A0A8C8ZBU8|A0A8C8ZBU8_PROSS, tr|A0A8C8Z7J9|A0A8C8Z7J9_PROSS
OG0000287	sp|P07477|TRY1_HUMAN, sp|P07478|TRY2_HUMAN, sp|Q8NHM4|TRY6_HUMAN, sp|P35030|TRY3_HUMAN	tr|A0A8C8YF39|A0A8C8YF39_PROSS, tr|A0A8C8ZJQ5|A0A8C8ZJQ5_PROSS, tr|A0A8C8YPJ7|A0A8C8YPJ7_PROSS
OG0000288	sp|Q8NH76|O56B4_HUMAN	tr|A0A8C8ZY35|A0A8C8ZY35_PROSS
OG0000288	sp|Q8NGI1|O56B2_HUMAN	tr|A0A8C8YKD1|A0A8C8YKD1_PROSS
OG0000288	sp|Q8NGI3|O56B1_HUMAN	tr|A0A8C8YDW0|A0A8C8YDW0_PROSS
OG0000289	sp|Q6NXS1|IPP2B_HUMAN, sp|P41236|IPP2_HUMAN, sp|Q96PQ5|IPP2L_HUMAN	tr|A0A8C8Z546|A0A8C8Z546_PROSS
OG0000289	sp|O14990|IPP2C_HUMAN	tr|A0A8C9DFB9|A0A8C9DFB9_PROSS, tr|A0A8C9A6W4|A0A8C9A6W4_PROSS
OG0000290	sp|Q9C030|TRIM6_HUMAN	tr|A0A8C9DD75|A0A8C9DD75_PROSS
OG0000290	sp|Q9C035|TRIM5_HUMAN	tr|A0A8C8YK77|A0A8C8YK77_PROSS
OG0000290	sp|Q8IYM9|TRI22_HUMAN, sp|Q9BYJ4|TRI34_HUMAN	tr|A0A8C8YHH4|A0A8C8YHH4_PROSS
OG0000291	sp|Q8NHC6|O14L1_HUMAN	tr|A0A8C8YW71|A0A8C8YW71_PROSS, tr|A0A8C9DFZ2|A0A8C9DFZ2_PROSS, tr|A0A8C8YT84|A0A8C8YT84_PROSS
OG0000291	sp|Q8NHC5|O14AG_HUMAN	tr|A0A8C8ZEV1|A0A8C8ZEV1_PROSS, tr|A0A8C8YQA7|A0A8C8YQA7_PROSS
OG0000292	sp|Q9Y5A9|YTHD2_HUMAN	tr|A0A8C8ZFQ8|A0A8C8ZFQ8_PROSS
OG0000292	sp|Q7Z739|YTHD3_HUMAN	tr|A0A8C9AQE9|A0A8C9AQE9_PROSS
OG0000292	sp|Q9BYJ9|YTHD1_HUMAN	tr|A0A8C8Z5S9|A0A8C8Z5S9_PROSS, tr|A0A8C8ZUA1|A0A8C8ZUA1_PROSS
OG0000293	sp|Q9NZI7|UBIP1_HUMAN	tr|A0A8C9DVC4|A0A8C9DVC4_PROSS
OG0000293	sp|Q12800|TFCP2_HUMAN	tr|A0A8C9A7L5|A0A8C9A7L5_PROSS
OG0000293	sp|Q9NZI6|TF2L1_HUMAN	tr|A0A8C8Z927|A0A8C8Z927_PROSS, tr|A0A8C8ZY23|A0A8C8ZY23_PROSS
OG0000294	sp|Q9BRT8|ZNG1A_HUMAN, sp|Q8IUF1|ZNG1B_HUMAN, sp|Q4V339|ZNG1F_HUMAN, sp|Q5JTY5|ZNG1C_HUMAN, sp|Q5RIA9|ZNG1E_HUMAN	tr|A0A8C9DMF8|A0A8C9DMF8_PROSS, tr|A0A8C9DVV6|A0A8C9DVV6_PROSS
OG0000295	sp|Q9GZN6|S6A16_HUMAN	tr|A0A8C9DEC9|A0A8C9DEC9_PROSS
OG0000295	sp|Q9H1V8|S6A17_HUMAN	tr|A0A8C8Z9R6|A0A8C8Z9R6_PROSS
OG0000295	sp|Q9H2J7|S6A15_HUMAN	tr|A0A8C8ZP43|A0A8C8ZP43_PROSS
OG0000296	sp|Q495N2|S36A3_HUMAN	tr|A0A8C9AIH7|A0A8C9AIH7_PROSS
OG0000296	sp|Q7Z2H8|S36A1_HUMAN	tr|A0A8C9ANN7|A0A8C9ANN7_PROSS
OG0000296	sp|Q495M3|S36A2_HUMAN	tr|A0A8C9ANC6|A0A8C9ANC6_PROSS
OG0000297	sp|Q9H106|SIRPD_HUMAN	tr|A0A8C8ZZG7|A0A8C8ZZG7_PROSS
OG0000297	sp|P78324|SHPS1_HUMAN	tr|A0A8C8ZZM1|A0A8C8ZZM1_PROSS
OG0000297	sp|O00241|SIRB1_HUMAN, sp|Q9P1W8|SIRPG_HUMAN	tr|A0A8C8YG97|A0A8C8YG97_PROSS
OG0000298	sp|P11940|PABP1_HUMAN	tr|A0A8C9DLG8|A0A8C9DLG8_PROSS
OG0000298	sp|Q4VXU2|PAP1L_HUMAN	tr|A0A8C9DKL1|A0A8C9DKL1_PROSS
OG0000298	sp|Q13310|PABP4_HUMAN	tr|A0A8C9AIZ8|A0A8C9AIZ8_PROSS
OG0000299	sp|P06753|TPM3_HUMAN	tr|A0A8C9AFI3|A0A8C9AFI3_PROSS
OG0000299	sp|P07951|TPM2_HUMAN	tr|A0A8C8YVH7|A0A8C8YVH7_PROSS
OG0000299	sp|P09493|TPM1_HUMAN	tr|A0A8C8YX15|A0A8C8YX15_PROSS, tr|A0A8C9A6Z4|A0A8C9A6Z4_PROSS
OG0000300	sp|P63104|1433Z_HUMAN	tr|A0A8C8ZIR5|A0A8C8ZIR5_PROSS
OG0000300	sp|P27348|1433T_HUMAN	tr|A0A8C9A5N8|A0A8C9A5N8_PROSS
OG0000300	sp|P31946|1433B_HUMAN	tr|A0A8C9DKJ4|A0A8C9DKJ4_PROSS
OG0000301	sp|P12236|ADT3_HUMAN	tr|A0A8C9DW08|A0A8C9DW08_PROSS, tr|A0A8C9ADK4|A0A8C9ADK4_PROSS
OG0000301	sp|P05141|ADT2_HUMAN	tr|A0A8C8YBW7|A0A8C8YBW7_PROSS
OG0000301	sp|P12235|ADT1_HUMAN	tr|A0A8C9AWJ0|A0A8C9AWJ0_PROSS
OG0000302	sp|P24844|MYL9_HUMAN	tr|A0A8C9AA45|A0A8C9AA45_PROSS
OG0000302	sp|P19105|ML12A_HUMAN	tr|A0A8C8ZU22|A0A8C8ZU22_PROSS
OG0000302	sp|O14950|ML12B_HUMAN	tr|A0A8C8YEQ3|A0A8C8YEQ3_PROSS, tr|A0A8C8ZSZ3|A0A8C8ZSZ3_PROSS
OG0000303	sp|P01721|LV657_HUMAN	tr|A0A8C9A985|A0A8C9A985_PROSS, tr|A0A8C8YNG9|A0A8C8YNG9_PROSS, tr|A0A8C8YC44|A0A8C8YC44_PROSS, tr|A0A8C8YMD6|A0A8C8YMD6_PROSS, tr|A0A8C9DDX0|A0A8C9DDX0_PROSS, tr|A0A8C8Z527|A0A8C8Z527_PROSS
OG0000304	sp|O43157|PLXB1_HUMAN	tr|A0A8C9AUP1|A0A8C9AUP1_PROSS
OG0000304	sp|Q9ULL4|PLXB3_HUMAN	tr|A0A8C9AI37|A0A8C9AI37_PROSS
OG0000304	sp|O15031|PLXB2_HUMAN	tr|A0A8C9DQB7|A0A8C9DQB7_PROSS
OG0000306	sp|P57103|NAC3_HUMAN	tr|A0A8C9DM74|A0A8C9DM74_PROSS
OG0000306	sp|Q9UPR5|NAC2_HUMAN	tr|A0A8C9AUJ7|A0A8C9AUJ7_PROSS
OG0000306	sp|P32418|NAC1_HUMAN	tr|A0A8C9A7Z4|A0A8C9A7Z4_PROSS
OG0000307	sp|Q499Z4|ZN672_HUMAN	tr|A0A8C9DLU0|A0A8C9DLU0_PROSS
OG0000307	sp|Q96MM3|ZFP42_HUMAN	tr|A0A8C8ZDL4|A0A8C8ZDL4_PROSS
OG0000307	sp|O15391|TYY2_HUMAN, sp|P25490|TYY1_HUMAN	tr|A0A8C9ARM3|A0A8C9ARM3_PROSS
OG0000308	sp|Q06830|PRDX1_HUMAN	tr|A0A8C8YKC9|A0A8C8YKC9_PROSS
OG0000308	sp|P32119|PRDX2_HUMAN	tr|A0A8C9DUD7|A0A8C9DUD7_PROSS, tr|A0A8C9A8F9|A0A8C9A8F9_PROSS, tr|A0A8C8YSY7|A0A8C8YSY7_PROSS, tr|A0A8C9APW6|A0A8C9APW6_PROSS
OG0000309	sp|Q96P20|NLRP3_HUMAN	tr|A0A8C9AGR9|A0A8C9AGR9_PROSS
OG0000309	sp|P59046|NAL12_HUMAN	tr|A0A8C9DTU4|A0A8C9DTU4_PROSS
OG0000309	sp|P59044|NLRP6_HUMAN, sp|Q86W25|NAL13_HUMAN	tr|A0A8C9AUG6|A0A8C9AUG6_PROSS
OG0000310	sp|P04732|MT1E_HUMAN	tr|A0A8C9DGM1|A0A8C9DGM1_PROSS, tr|A0A8C8ZRM2|A0A8C8ZRM2_PROSS
OG0000310	sp|P04731|MT1A_HUMAN, sp|P07438|MT1B_HUMAN, sp|Q93083|MT1L_HUMAN	tr|A0A8C8ZZJ9|A0A8C8ZZJ9_PROSS
OG0000311	sp|O95626|AN32D_HUMAN, sp|O43423|AN32C_HUMAN, sp|P39687|AN32A_HUMAN	tr|A0A8C8YQA0|A0A8C8YQA0_PROSS
OG0000311	sp|Q92688|AN32B_HUMAN	tr|A0A8C9AN69|A0A8C9AN69_PROSS, tr|A0A8C8Z0T9|A0A8C8Z0T9_PROSS
OG0000312	sp|P54317|LIPR2_HUMAN	tr|A0A8C9A074|A0A8C9A074_PROSS
OG0000312	sp|P16233|LIPP_HUMAN	tr|A0A8C8ZZ24|A0A8C8ZZ24_PROSS
OG0000312	sp|P54315|LIPR1_HUMAN	tr|A0A8C9A781|A0A8C9A781_PROSS
OG0000313	sp|P50452|SPB8_HUMAN	tr|A0A8C9AEW0|A0A8C9AEW0_PROSS
OG0000313	sp|P35237|SPB6_HUMAN	tr|A0A8C9AYJ9|A0A8C9AYJ9_PROSS
OG0000313	sp|P50453|SPB9_HUMAN	tr|A0A8C9AYE8|A0A8C9AYE8_PROSS
OG0000314	sp|Q14390|GGTL2_HUMAN, sp|Q9BX51|GGTL1_HUMAN, sp|B5MD39|GGTL3_HUMAN, sp|P36268|GGT2_HUMAN, sp|A6NGU5|GGT3_HUMAN, sp|P19440|GGT1_HUMAN	tr|A0A8C9DKK0|A0A8C9DKK0_PROSS
OG0000315	sp|Q96J02|ITCH_HUMAN	tr|A0A8C8ZZV9|A0A8C8ZZV9_PROSS
OG0000315	sp|Q9H0M0|WWP1_HUMAN	tr|A0A8C8ZJJ5|A0A8C8ZJJ5_PROSS
OG0000315	sp|O00308|WWP2_HUMAN	tr|A0A8C8ZRB8|A0A8C8ZRB8_PROSS, tr|A0A8C8ZU19|A0A8C8ZU19_PROSS
OG0000316	sp|Q8NGY3|OR6K3_HUMAN	tr|A0A8C8ZLL2|A0A8C8ZLL2_PROSS
OG0000316	sp|Q8NGY2|OR6K2_HUMAN	tr|A0A8C9DM53|A0A8C9DM53_PROSS, tr|A0A8C8ZTB4|A0A8C8ZTB4_PROSS
OG0000316	sp|Q8NGW6|OR6K6_HUMAN	tr|A0A8C8ZSF8|A0A8C8ZSF8_PROSS
OG0000317	sp|Q8WY07|CTR3_HUMAN	tr|A0A8C9APE1|A0A8C9APE1_PROSS
OG0000317	sp|P30825|CTR1_HUMAN	tr|A0A8C9A7G6|A0A8C9A7G6_PROSS
OG0000317	sp|P52569|CTR2_HUMAN	tr|A0A8C9DH97|A0A8C9DH97_PROSS
OG0000318	sp|P62888|RL30_HUMAN	tr|A0A8C9AJD7|A0A8C9AJD7_PROSS, tr|A0A8C8YRK8|A0A8C8YRK8_PROSS, tr|A0A8C9DNR2|A0A8C9DNR2_PROSS, tr|A0A8C9DDN4|A0A8C9DDN4_PROSS, tr|A0A8C8Z306|A0A8C8Z306_PROSS, tr|A0A8C8ZJP7|A0A8C8ZJP7_PROSS
OG0000319	sp|Q7KYR7|BT2A1_HUMAN, sp|Q96KV6|BT2A3_HUMAN, sp|Q8WVV5|BT2A2_HUMAN	tr|A0A8C9AVW5|A0A8C9AVW5_PROSS
OG0000319	sp|Q6UXE8|BTNL3_HUMAN, sp|Q6UX41|BTNL8_HUMAN	tr|A0A8C8YJ93|A0A8C8YJ93_PROSS
OG0000320	sp|Q9Y4C0|NRX3A_HUMAN	tr|A0A8C8YW10|A0A8C8YW10_PROSS
OG0000320	sp|Q9P2S2|NRX2A_HUMAN	tr|A0A8C8YKP9|A0A8C8YKP9_PROSS
OG0000320	sp|Q9ULB1|NRX1A_HUMAN	tr|A0A8C9A2S5|A0A8C9A2S5_PROSS, tr|A0A8C9DJ89|A0A8C9DJ89_PROSS
OG0000321	sp|Q5JSL3|DOC11_HUMAN	tr|A0A8C9DFD9|A0A8C9DFD9_PROSS
OG0000321	sp|Q96BY6|DOC10_HUMAN	tr|A0A8C8Z7I7|A0A8C8Z7I7_PROSS
OG0000321	sp|Q9BZ29|DOCK9_HUMAN	tr|A0A8C9DLQ9|A0A8C9DLQ9_PROSS, tr|A0A8C8ZSP5|A0A8C8ZSP5_PROSS
OG0000322	sp|Q8IVP9|ZN547_HUMAN	tr|A0A8C8ZZB5|A0A8C8ZZB5_PROSS
OG0000322	sp|Q8NEK5|ZN548_HUMAN	tr|A0A8C9A4Q3|A0A8C9A4Q3_PROSS
OG0000322	sp|O43361|ZN749_HUMAN, sp|P17021|ZNF17_HUMAN	tr|A0A8C9A5A2|A0A8C9A5A2_PROSS
OG0000323	sp|Q9BZK3|NACP4_HUMAN, sp|Q9H009|NACA2_HUMAN	tr|A0A8C9AIS6|A0A8C9AIS6_PROSS
OG0000323	sp|O15069|NACAD_HUMAN	tr|A0A8C9AG24|A0A8C9AG24_PROSS
OG0000323	sp|E9PAV3|NACAM_HUMAN	tr|A0A8C9DGT0|A0A8C9DGT0_PROSS
OG0000324	sp|P37235|HPCL1_HUMAN	tr|A0A8C9ACR1|A0A8C9ACR1_PROSS
OG0000324	sp|P84074|HPCA_HUMAN	tr|A0A8C9AGU7|A0A8C9AGU7_PROSS
OG0000324	sp|P62166|NCS1_HUMAN, sp|P61601|NCALD_HUMAN	tr|A0A8C9DLL2|A0A8C9DLL2_PROSS
OG0000325	sp|Q9NU39|FX4L1_HUMAN, sp|Q12950|FOXD4_HUMAN, sp|Q8WXT5|FX4L4_HUMAN, sp|Q5VV16|FX4L5_HUMAN, sp|Q6VB84|FX4L3_HUMAN, sp|Q3SYB3|FX4L6_HUMAN	tr|A0A8C9B1E8|A0A8C9B1E8_PROSS
OG0000326	sp|P21108|PRPS3_HUMAN	tr|A0A8C9ACI0|A0A8C9ACI0_PROSS, tr|A0A8C9DTY5|A0A8C9DTY5_PROSS
OG0000326	sp|P60891|PRPS1_HUMAN, sp|P11908|PRPS2_HUMAN	tr|A0A8C9DP42|A0A8C9DP42_PROSS, tr|A0A8C9ATL4|A0A8C9ATL4_PROSS
OG0000327	sp|Q9H1B4|NXF5_HUMAN	tr|A0A8C8YEV2|A0A8C8YEV2_PROSS, tr|A0A8C8Z7A9|A0A8C8Z7A9_PROSS
OG0000327	sp|Q9UBU9|NXF1_HUMAN	tr|A0A8C9AS61|A0A8C9AS61_PROSS
OG0000327	sp|Q9GZY0|NXF2_HUMAN	tr|A0A8C8ZXQ5|A0A8C8ZXQ5_PROSS
OG0000328	sp|Q53S08|RAB6D_HUMAN, sp|Q9H0N0|RAB6C_HUMAN	tr|A0A8C8Z9N1|A0A8C8Z9N1_PROSS
OG0000328	sp|P20340|RAB6A_HUMAN, sp|Q5JT25|RAB41_HUMAN, sp|Q9NRW1|RAB6B_HUMAN	tr|A0A8C9ARA4|A0A8C9ARA4_PROSS
OG0000329	tr|Q5VVH2|Q5VVH2_HUMAN, sp|P62942|FKB1A_HUMAN	tr|A0A8C9ANP6|A0A8C9ANP6_PROSS, tr|A0A8C8YCG6|A0A8C8YCG6_PROSS, tr|A0A8C9DDG2|A0A8C9DDG2_PROSS, tr|A0A8C8YKL2|A0A8C8YKL2_PROSS, tr|A0A8C8YDB9|A0A8C8YDB9_PROSS
OG0000330	sp|P21817|RYR1_HUMAN	tr|A0A8C8ZZU7|A0A8C8ZZU7_PROSS, tr|A0A8C9A2R7|A0A8C9A2R7_PROSS
OG0000330	sp|Q15413|RYR3_HUMAN	tr|A0A8C8Z5T0|A0A8C8Z5T0_PROSS
OG0000330	sp|Q92736|RYR2_HUMAN	tr|A0A8C9A2H2|A0A8C9A2H2_PROSS
OG0000331	sp|Q8WWF6|DNJB3_HUMAN	tr|A0A8C8ZWX7|A0A8C8ZWX7_PROSS
OG0000331	sp|O75190|DNJB6_HUMAN	tr|A0A8C8ZIJ9|A0A8C8ZIJ9_PROSS, tr|A0A8C8ZLK7|A0A8C8ZLK7_PROSS, tr|A0A8C9DKI9|A0A8C9DKI9_PROSS, tr|A0A8C8Z8F1|A0A8C8Z8F1_PROSS
OG0000332	sp|P40429|RL13A_HUMAN, sp|Q6NVV1|R13P3_HUMAN	tr|A0A8C9DSU5|A0A8C9DSU5_PROSS, tr|A0A8C8ZJ95|A0A8C8ZJ95_PROSS, tr|A0A8C8ZNP1|A0A8C8ZNP1_PROSS, tr|A0A8C9B6C8|A0A8C9B6C8_PROSS, tr|A0A8C9AH95|A0A8C9AH95_PROSS
OG0000333	sp|P17026|ZNF22_HUMAN	tr|A0A8C8Z9E8|A0A8C8Z9E8_PROSS
OG0000333	sp|P0CG24|ZN883_HUMAN	tr|A0A8C8ZFE0|A0A8C8ZFE0_PROSS, tr|A0A8C8YGX2|A0A8C8YGX2_PROSS, tr|A0A8C9DE98|A0A8C9DE98_PROSS, tr|A0A8C9AR55|A0A8C9AR55_PROSS
OG0000334	sp|P10586|PTPRF_HUMAN	tr|A0A8C8YQQ7|A0A8C8YQQ7_PROSS
OG0000334	sp|P23468|PTPRD_HUMAN	tr|A0A8C8YU84|A0A8C8YU84_PROSS
OG0000334	sp|Q13332|PTPRS_HUMAN	tr|A0A8C8ZYS2|A0A8C8ZYS2_PROSS, tr|A0A8C8ZRL4|A0A8C8ZRL4_PROSS
OG0000335	sp|O43657|TSN6_HUMAN	tr|A0A8C9AUJ3|A0A8C9AUJ3_PROSS, tr|A0A8C9AN19|A0A8C9AN19_PROSS, tr|A0A8C9DSD4|A0A8C9DSD4_PROSS, tr|A0A8C9AK63|A0A8C9AK63_PROSS, tr|A0A8C9DDY8|A0A8C9DDY8_PROSS, tr|A0A8C9AWY2|A0A8C9AWY2_PROSS
OG0000341	sp|O43731|ERD23_HUMAN	tr|A0A8C8YXQ3|A0A8C8YXQ3_PROSS
OG0000341	sp|P24390|ERD21_HUMAN	tr|A0A8C9AJV1|A0A8C9AJV1_PROSS
OG0000341	sp|P33947|ERD22_HUMAN	tr|A0A8C8YIZ9|A0A8C8YIZ9_PROSS
OG0000342	sp|Q92904|DAZL_HUMAN, sp|Q9NR90|DAZ3_HUMAN, sp|Q86SG3|DAZ4_HUMAN, sp|Q9NQZ3|DAZ1_HUMAN, sp|Q13117|DAZ2_HUMAN	tr|A0A8C8Z2N6|A0A8C8Z2N6_PROSS
OG0000343	sp|Q14185|DOCK1_HUMAN	tr|A0A8C8YTE2|A0A8C8YTE2_PROSS
OG0000343	sp|Q92608|DOCK2_HUMAN	tr|A0A8C8ZTA0|A0A8C8ZTA0_PROSS
OG0000343	sp|Q9H7D0|DOCK5_HUMAN	tr|A0A8C8Z5E2|A0A8C8Z5E2_PROSS
OG0000344	sp|Q9BWG4|SSBP4_HUMAN	tr|A0A8C8YCD9|A0A8C8YCD9_PROSS
OG0000344	sp|P81877|SSBP2_HUMAN	tr|A0A8C9A8T5|A0A8C9A8T5_PROSS
OG0000344	sp|Q9BWW4|SSBP3_HUMAN	tr|A0A8C8YD19|A0A8C8YD19_PROSS
OG0000345	sp|Q9P241|AT10D_HUMAN	tr|A0A8C9DSX7|A0A8C9DSX7_PROSS
OG0000345	sp|O60312|AT10A_HUMAN	tr|A0A8C8YSU7|A0A8C8YSU7_PROSS
OG0000345	sp|O94823|AT10B_HUMAN	tr|A0A8C8YWZ3|A0A8C8YWZ3_PROSS
OG0000346	sp|Q9NYC9|DYH9_HUMAN	tr|A0A8C9DPK1|A0A8C9DPK1_PROSS
OG0000346	sp|Q96DT5|DYH11_HUMAN	tr|A0A8C9AK17|A0A8C9AK17_PROSS
OG0000346	sp|Q9UFH2|DYH17_HUMAN	tr|A0A8C8YTJ5|A0A8C8YTJ5_PROSS
OG0000347	sp|O95450|ATS2_HUMAN	tr|A0A8C9DKL8|A0A8C9DKL8_PROSS
OG0000347	sp|O15072|ATS3_HUMAN	tr|A0A8C8ZQU9|A0A8C8ZQU9_PROSS
OG0000347	sp|Q8WXS8|ATS14_HUMAN	tr|A0A8C9DHN4|A0A8C9DHN4_PROSS
OG0000348	sp|Q96LR5|UB2E2_HUMAN	tr|A0A8C8ZFV3|A0A8C8ZFV3_PROSS
OG0000348	sp|P51965|UB2E1_HUMAN	tr|A0A8C8ZHP2|A0A8C8ZHP2_PROSS
OG0000348	sp|Q969T4|UB2E3_HUMAN	tr|A0A8C8ZFN6|A0A8C8ZFN6_PROSS
OG0000351	sp|Q8N7R7|CCYL1_HUMAN, sp|Q6PGQ1|DRIC1_HUMAN, sp|Q6IC83|CV042_HUMAN, sp|P0C7X3|CCYL3_HUMAN, sp|Q5T2Q4|CCYL2_HUMAN	tr|A0A8C8YY25|A0A8C8YY25_PROSS
OG0000352	sp|Q9P2U8|VGLU2_HUMAN	tr|A0A8C9A8J0|A0A8C9A8J0_PROSS
OG0000352	sp|Q8NDX2|VGLU3_HUMAN	tr|A0A8C9DML9|A0A8C9DML9_PROSS
OG0000352	sp|Q9P2U7|VGLU1_HUMAN	tr|A0A8C9DT71|A0A8C9DT71_PROSS
OG0000353	sp|Q8NF50|DOCK8_HUMAN	tr|A0A8C9B055|A0A8C9B055_PROSS
OG0000353	sp|Q96HP0|DOCK6_HUMAN	tr|A0A8C9AJ89|A0A8C9AJ89_PROSS
OG0000353	sp|Q96N67|DOCK7_HUMAN	tr|A0A8C8Z804|A0A8C8Z804_PROSS
OG0000354	sp|Q96PZ7|CSMD1_HUMAN	tr|A0A8C8Z9X2|A0A8C8Z9X2_PROSS
OG0000354	sp|Q7Z407|CSMD3_HUMAN	tr|A0A8C9AS52|A0A8C9AS52_PROSS
OG0000354	sp|Q7Z408|CSMD2_HUMAN	tr|A0A8C9AEG3|A0A8C9AEG3_PROSS
OG0000355	sp|Q8IYF1|ELOA2_HUMAN, tr|A0A8I5KCP1|A0A8I5KCP1_HUMAN, tr|A0A8I5KIY5|A0A8I5KIY5_HUMAN, tr|A0A087WVK4|A0A087WVK4_HUMAN, tr|A0A8I5KDJ8|A0A8I5KDJ8_HUMAN	tr|A0A8C9A8K1|A0A8C9A8K1_PROSS
OG0000356	sp|Q9Y4C2|TCAF1_HUMAN	tr|A0A8C8YE49|A0A8C8YE49_PROSS
OG0000356	tr|A0A1B0GVM2|A0A1B0GVM2_HUMAN	tr|A0A8C9DDF2|A0A8C9DDF2_PROSS
OG0000356	sp|A6NFQ2|TCAF2_HUMAN	tr|A0A8C9DDA3|A0A8C9DDA3_PROSS
OG0000357	sp|O00476|NPT4_HUMAN	tr|A0A8C9DG74|A0A8C9DG74_PROSS
OG0000357	sp|Q9Y2C5|S17A4_HUMAN	tr|A0A8C9DG29|A0A8C9DG29_PROSS
OG0000357	sp|O00624|NPT3_HUMAN	tr|A0A8C8Z0B4|A0A8C8Z0B4_PROSS
OG0000358	sp|P38567|HYALP_HUMAN	tr|A0A8C9DF82|A0A8C9DF82_PROSS, tr|A0A8C8YNY7|A0A8C8YNY7_PROSS, tr|A0A8C8YHT2|A0A8C8YHT2_PROSS, tr|A0A8C8YME4|A0A8C8YME4_PROSS, tr|A0A8C9DF51|A0A8C9DF51_PROSS
OG0000359	sp|Q6VEQ5|WASH2_HUMAN, sp|C4AMC7|WASH3_HUMAN, sp|A8K0Z3|WASH1_HUMAN, sp|A8MWX3|WASH4_HUMAN, sp|Q9NQA3|WASH6_HUMAN	tr|A0A8C8YMB4|A0A8C8YMB4_PROSS
OG0000360	sp|P50851|LRBA_HUMAN	tr|A0A8C9DS22|A0A8C9DS22_PROSS
OG0000360	sp|Q8NFP9|NBEA_HUMAN	tr|A0A8C9A663|A0A8C9A663_PROSS
OG0000360	sp|P0C6P0|BCL8_HUMAN	tr|A0A8C8YLJ8|A0A8C8YLJ8_PROSS
OG0000361	sp|O95757|HS74L_HUMAN	tr|A0A8C8ZZY5|A0A8C8ZZY5_PROSS
OG0000361	sp|P34932|HSP74_HUMAN	tr|A0A8C9ARJ5|A0A8C9ARJ5_PROSS
OG0000361	sp|Q92598|HS105_HUMAN	tr|A0A8C9A7N8|A0A8C9A7N8_PROSS
OG0000362	sp|Q14839|CHD4_HUMAN	tr|A0A8C9A9X1|A0A8C9A9X1_PROSS
OG0000362	sp|Q8TDI0|CHD5_HUMAN	tr|A0A8C9AMT3|A0A8C9AMT3_PROSS
OG0000362	sp|Q12873|CHD3_HUMAN	tr|A0A8C9A7N9|A0A8C9A7N9_PROSS
OG0000363	sp|Q6STE5|SMRD3_HUMAN	tr|A0A8C8Z592|A0A8C8Z592_PROSS
OG0000363	sp|Q96GM5|SMRD1_HUMAN	tr|A0A8C8YQL1|A0A8C8YQL1_PROSS
OG0000363	sp|Q92925|SMRD2_HUMAN	tr|A0A8C8ZGS4|A0A8C8ZGS4_PROSS
OG0000364	sp|Q9Y6B6|SAR1B_HUMAN	tr|A0A8C9ACK1|A0A8C9ACK1_PROSS
OG0000364	sp|Q9NR31|SAR1A_HUMAN	tr|A0A8C8YYP2|A0A8C8YYP2_PROSS, tr|A0A8C9DE04|A0A8C9DE04_PROSS, tr|A0A8C8Z6D1|A0A8C8Z6D1_PROSS
OG0000366	sp|P01242|SOM2_HUMAN, sp|P01241|SOMA_HUMAN, sp|P0DML3|CSH2_HUMAN, sp|P0DML2|CSH1_HUMAN, sp|Q14406|CSHL_HUMAN	tr|A0A8C8ZD29|A0A8C8ZD29_PROSS
OG0000367	sp|Q15139|KPCD1_HUMAN	tr|A0A8C9DGU0|A0A8C9DGU0_PROSS
OG0000367	sp|O94806|KPCD3_HUMAN	tr|A0A8C8YCI5|A0A8C8YCI5_PROSS
OG0000367	sp|Q9BZL6|KPCD2_HUMAN	tr|A0A8C8YZF1|A0A8C8YZF1_PROSS
OG0000368	sp|Q8N7X8|SIGL1_HUMAN, sp|Q96LC7|SIG10_HUMAN, sp|A6NMB1|SIG16_HUMAN, sp|Q96RL6|SIG11_HUMAN	tr|A0A8C9DP13|A0A8C9DP13_PROSS, tr|A0A8C9B2X4|A0A8C9B2X4_PROSS
OG0000369	sp|Q49AS3|L37A5_HUMAN, sp|Q96QE4|LR37B_HUMAN, sp|A6NM11|L37A2_HUMAN, sp|A6NMS7|L37A1_HUMAN, sp|O60309|L37A3_HUMAN	tr|A0A8C8YR51|A0A8C8YR51_PROSS
OG0000370	sp|Q9HCH3|CPNE5_HUMAN	tr|A0A8C8ZDH1|A0A8C8ZDH1_PROSS
OG0000370	sp|Q86YQ8|CPNE8_HUMAN	tr|A0A8C8ZD64|A0A8C8ZD64_PROSS
OG0000370	sp|Q8IYJ1|CPNE9_HUMAN	tr|A0A8C8Z5X7|A0A8C8Z5X7_PROSS
