Orthogroup	Homo_sapiens	Ursus_maritimus
OG0001717	sp|Q96LZ7|RMD2_HUMAN, sp|Q96TC7|RMD3_HUMAN	tr|A0A384D091|A0A384D091_URSMA
OG0001718	sp|Q96PN6|ADCYA_HUMAN	tr|A0A8M1G8Y5|A0A8M1G8Y5_URSMA, tr|A0A8M1GW21|A0A8M1GW21_URSMA
OG0001719	sp|O95714|HERC2_HUMAN, sp|Q9BVR0|HRC23_HUMAN	tr|A0A8M1GS92|A0A8M1GS92_URSMA
OG0001720	sp|Q9C0D5|TANC1_HUMAN	tr|A0A8M1GXY2|A0A8M1GXY2_URSMA, tr|A0A8M1GKZ5|A0A8M1GKZ5_URSMA
OG0001721	sp|Q9GZT3|SLIRP_HUMAN	tr|A0A384CRM5|A0A384CRM5_URSMA, tr|A0A8M1GQF8|A0A8M1GQF8_URSMA
OG0001722	sp|A6NI56|CC154_HUMAN	tr|A0A8M1GI28|A0A8M1GI28_URSMA, tr|A0A8M1G6D9|A0A8M1G6D9_URSMA
OG0001723	sp|P67809|YBOX1_HUMAN	tr|A0A8M1FJ01|A0A8M1FJ01_URSMA, tr|A0A8M1GXN6|A0A8M1GXN6_URSMA
OG0001724	sp|A0A0U1RQI7|KLF18_HUMAN, sp|Q5JT82|KLF17_HUMAN	tr|A0A384CSR7|A0A384CSR7_URSMA
OG0001725	sp|Q6QNK2|AGRD1_HUMAN, sp|Q7Z7M1|AGRD2_HUMAN	tr|A0A8M1EY40|A0A8M1EY40_URSMA
OG0001726	sp|A8MPS7|YDJC_HUMAN	tr|A0A8M1F0Y1|A0A8M1F0Y1_URSMA, tr|A0A8M1F3E9|A0A8M1F3E9_URSMA
OG0001727	sp|Q9NZB2|F120A_HUMAN, sp|Q5T035|CI129_HUMAN	tr|A0A8M1EYV7|A0A8M1EYV7_URSMA
OG0001728	sp|Q6EKJ0|GTD2B_HUMAN, sp|Q86UP8|GTD2A_HUMAN	tr|A0A384CPQ0|A0A384CPQ0_URSMA
OG0001729	sp|Q9NQ39|RS10L_HUMAN, sp|P46783|RS10_HUMAN	tr|A0A384CB07|A0A384CB07_URSMA
OG0001730	sp|Q9P2R3|ANFY1_HUMAN	tr|A0A384DKX2|A0A384DKX2_URSMA, tr|A0A8M1FUF1|A0A8M1FUF1_URSMA
OG0001731	sp|O60245|PCDH7_HUMAN	tr|A0A8M1FKA7|A0A8M1FKA7_URSMA, tr|A0A384C6A2|A0A384C6A2_URSMA
OG0001732	sp|P0C0L4|CO4A_HUMAN, sp|P0C0L5|CO4B_HUMAN	tr|A0A8M1H0V4|A0A8M1H0V4_URSMA
OG0001733	sp|Q8N752|KC1AL_HUMAN, sp|P48729|KC1A_HUMAN	tr|A0A384C7F5|A0A384C7F5_URSMA
OG0001735	sp|Q5VZY2|PLPP4_HUMAN, sp|Q8NEB5|PLPP5_HUMAN	tr|A0A8M1GTZ2|A0A8M1GTZ2_URSMA
OG0001736	sp|Q6ZTK2|YP015_HUMAN, tr|A0A8Q3SIG1|A0A8Q3SIG1_HUMAN	tr|A0A8M1G6K7|A0A8M1G6K7_URSMA
OG0001737	sp|Q96EL2|RT24_HUMAN	tr|A0A384CTR5|A0A384CTR5_URSMA, tr|A0A8M1GZU1|A0A8M1GZU1_URSMA
OG0001739	sp|P62979|RS27A_HUMAN, tr|A0A2R8Y422|A0A2R8Y422_HUMAN	tr|A0A384CTG1|A0A384CTG1_URSMA
OG0001740	sp|Q9HBJ0|PLAC1_HUMAN, sp|A0A2R8YFL7|OSP4A_HUMAN	tr|A0A384CZG7|A0A384CZG7_URSMA
OG0001741	sp|P01112|RASH_HUMAN	tr|A0A384CMQ7|A0A384CMQ7_URSMA, tr|A0A384CSM8|A0A384CSM8_URSMA
OG0001742	sp|P0DP73|D130B_HUMAN, sp|P0DP74|D130A_HUMAN	tr|A0A452VFM4|A0A452VFM4_URSMA
OG0001743	sp|Q5HYR2|DMRTC_HUMAN	tr|A0A384DSG2|A0A384DSG2_URSMA, tr|A0A384BIE5|A0A384BIE5_URSMA
OG0001744	sp|Q8TBZ5|ZN502_HUMAN	tr|A0A8M1FZS2|A0A8M1FZS2_URSMA, tr|A0A384D4Z2|A0A384D4Z2_URSMA
OG0001745	sp|Q8WW33|GTSF1_HUMAN	tr|A0A384D815|A0A384D815_URSMA, tr|A0A8M1GXL5|A0A8M1GXL5_URSMA
OG0001746	sp|O00472|ELL2_HUMAN	tr|A0A8M1F3J6|A0A8M1F3J6_URSMA, tr|A0A8M1GPJ4|A0A8M1GPJ4_URSMA
OG0001747	sp|Q92670|ZN75C_HUMAN, sp|P51815|ZN75D_HUMAN	tr|A0A8M1FT30|A0A8M1FT30_URSMA
OG0001748	sp|Q99748|NRTN_HUMAN, sp|O60542|PSPN_HUMAN	tr|A0A8M1FPD6|A0A8M1FPD6_URSMA
OG0001749	sp|Q9HBH7|BEX1_HUMAN, sp|Q9BXY8|BEX2_HUMAN	tr|A0A384D576|A0A384D576_URSMA
OG0001750	sp|A6NCE7|MP3B2_HUMAN, sp|Q9GZQ8|MLP3B_HUMAN	tr|A0A8M1GAS7|A0A8M1GAS7_URSMA
OG0001751	sp|Q9UHE5|NAT8_HUMAN, sp|Q9UHF3|NAT8B_HUMAN	tr|A0A384CTN6|A0A384CTN6_URSMA
OG0001752	sp|O15243|OBRG_HUMAN, sp|O95214|LERL1_HUMAN	tr|A0A8M1FM52|A0A8M1FM52_URSMA
OG0001753	sp|P35548|MSX2_HUMAN	tr|A0A384C6Y7|A0A384C6Y7_URSMA, tr|A0A8M1FE50|A0A8M1FE50_URSMA
OG0001754	sp|P35611|ADDA_HUMAN	tr|A0A8M1FBV5|A0A8M1FBV5_URSMA, tr|A0A8M1FF26|A0A8M1FF26_URSMA
OG0001755	sp|Q05397|FAK1_HUMAN	tr|A0A8M1FP48|A0A8M1FP48_URSMA, tr|A0A8M1FIE0|A0A8M1FIE0_URSMA
OG0001756	sp|Q5I7T1|AG10B_HUMAN, sp|Q5BKT4|AG10A_HUMAN	tr|A0A384D6S1|A0A384D6S1_URSMA
OG0001757	sp|A8MWV9|SM34A_HUMAN, tr|A0A2R8Y550|A0A2R8Y550_HUMAN	tr|A0A8M1F631|A0A8M1F631_URSMA
OG0001758	sp|P05067|A4_HUMAN	sp|Q29149|A4_URSMA, tr|A0A8M1F588|A0A8M1F588_URSMA
OG0001759	sp|P18428|LBP_HUMAN	tr|A0A384CPD2|A0A384CPD2_URSMA, tr|A0A384CNC4|A0A384CNC4_URSMA
OG0001760	sp|Q96J94|PIWL1_HUMAN, sp|Q7Z3Z3|PIWL3_HUMAN	tr|A0A384BXX6|A0A384BXX6_URSMA
OG0001761	sp|Q9H7E9|CH033_HUMAN	tr|A0A8M1FJ89|A0A8M1FJ89_URSMA, tr|A0A8M1F8G2|A0A8M1F8G2_URSMA
OG0001762	sp|Q86VB7|C163A_HUMAN, sp|Q9NR16|C163B_HUMAN	tr|A0A384BHU3|A0A384BHU3_URSMA
OG0001763	sp|Q9Y314|NOSIP_HUMAN	tr|A0A8M1GE29|A0A8M1GE29_URSMA, tr|A0A384C045|A0A384C045_URSMA
OG0001764	sp|Q9NY37|ASIC5_HUMAN, tr|A0A0G2JLG4|A0A0G2JLG4_HUMAN	tr|A0A384BMK5|A0A384BMK5_URSMA
OG0001765	sp|A6NM10|AQ12B_HUMAN, sp|Q8IXF9|AQ12A_HUMAN	tr|A0A384C2W0|A0A384C2W0_URSMA
OG0001766	sp|Q6ZRI8|RHG36_HUMAN	tr|A0A8M1FIW2|A0A8M1FIW2_URSMA, tr|A0A8M1G941|A0A8M1G941_URSMA
OG0001767	sp|A6NND4|O2AT4_HUMAN	tr|A0A384DFJ8|A0A384DFJ8_URSMA, tr|A0A384DF75|A0A384DF75_URSMA
OG0001768	sp|O75015|FCG3B_HUMAN, sp|P08637|FCG3A_HUMAN	tr|A0A384BMZ7|A0A384BMZ7_URSMA
OG0001769	sp|Q8NGC2|OR4E2_HUMAN	tr|A0A384DMT0|A0A384DMT0_URSMA, tr|A0A384DPI6|A0A384DPI6_URSMA
OG0001770	sp|Q9H251|CAD23_HUMAN	tr|A0A8M1FHC1|A0A8M1FHC1_URSMA, tr|A0A8M1F9F3|A0A8M1F9F3_URSMA
OG0001771	sp|Q8NCK3|ZN485_HUMAN	tr|A0A384CHT3|A0A384CHT3_URSMA, tr|A0A8M1G4G8|A0A8M1G4G8_URSMA
OG0001772	sp|P09237|MMP7_HUMAN, sp|Q9NRE1|MMP26_HUMAN	tr|A0A384C1R6|A0A384C1R6_URSMA
OG0001773	sp|P08319|ADH4_HUMAN	tr|A0A384DF21|A0A384DF21_URSMA, tr|A0A384DEG4|A0A384DEG4_URSMA
OG0001774	sp|P59536|T2R41_HUMAN	tr|A0A8M1H4B3|A0A8M1H4B3_URSMA, tr|A0A384CL28|A0A384CL28_URSMA
OG0001775	sp|Q96SF2|TCPQM_HUMAN, sp|A6NM43|TCPQL_HUMAN	tr|A0A384BXI6|A0A384BXI6_URSMA
OG0001776	sp|Q9UKL6|PPCT_HUMAN	tr|A0A384DQ05|A0A384DQ05_URSMA, tr|A0A384DQM1|A0A384DQM1_URSMA
OG0001777	sp|P02743|SAMP_HUMAN, sp|A8MV57|MPTX_HUMAN	tr|A0A384CWZ7|A0A384CWZ7_URSMA
OG0001778	sp|P0DPA3|SNH28_HUMAN, sp|P0DPA2|VSIG8_HUMAN	tr|A0A8M1G858|A0A8M1G858_URSMA
OG0001779	sp|P14625|ENPL_HUMAN, sp|Q58FF3|ENPLL_HUMAN	tr|A0A384DAW8|A0A384DAW8_URSMA
OG0001780	sp|P49918|CDN1C_HUMAN	tr|A0A8M1GIQ7|A0A8M1GIQ7_URSMA, tr|A0A8M1GGD7|A0A8M1GGD7_URSMA
OG0001781	sp|Q14508|WFDC2_HUMAN	tr|A0A8M1GIM4|A0A8M1GIM4_URSMA, tr|A0A384D416|A0A384D416_URSMA
OG0001782	sp|Q15935|ZNF77_HUMAN	tr|A0A384DRR0|A0A384DRR0_URSMA, tr|A0A8M1FTY0|A0A8M1FTY0_URSMA
OG0001783	sp|Q6NZ63|STEAL_HUMAN, sp|Q9UHE8|STEA1_HUMAN	tr|A0A384BPB9|A0A384BPB9_URSMA
OG0001784	sp|P56730|NETR_HUMAN	tr|A0A8M1FJM4|A0A8M1FJM4_URSMA, tr|A0A8M1FP11|A0A8M1FP11_URSMA
OG0001785	sp|Q8IYM2|SLN12_HUMAN, sp|Q6IEE8|SN12L_HUMAN	tr|A0A8M1GMJ3|A0A8M1GMJ3_URSMA
OG0001786	sp|Q8TD90|MAGE2_HUMAN, sp|Q9HCI5|MAGE1_HUMAN	tr|A0A384D3G8|A0A384D3G8_URSMA
OG0001787	sp|Q9NPI5|NRK2_HUMAN, sp|Q9NWW6|NRK1_HUMAN	tr|A0A384C2W7|A0A384C2W7_URSMA
OG0001788	sp|O75420|GGYF1_HUMAN	tr|A0A8M1GA12|A0A8M1GA12_URSMA, tr|A0A8M1GFU7|A0A8M1GFU7_URSMA
OG0001789	sp|P07332|FES_HUMAN	tr|A0A8M1GSS1|A0A8M1GSS1_URSMA, tr|A0A8M1GS64|A0A8M1GS64_URSMA
OG0001790	sp|P52736|ZN133_HUMAN	tr|A0A8M1GGP6|A0A8M1GGP6_URSMA, tr|A0A384DN75|A0A384DN75_URSMA
OG0001791	sp|Q9UPY3|DICER_HUMAN	tr|A0A8M1H1K7|A0A8M1H1K7_URSMA, tr|A0A384DKQ1|A0A384DKQ1_URSMA
OG0001792	sp|A6NNP5|CC169_HUMAN	tr|A0A384C6K8|A0A384C6K8_URSMA, tr|A0A384CHQ9|A0A384CHQ9_URSMA
OG0001793	sp|P84095|RHOG_HUMAN	tr|A0A8M1G347|A0A8M1G347_URSMA, tr|A0A384DU96|A0A384DU96_URSMA
OG0001794	sp|Q9Y6H1|CHCH2_HUMAN, sp|Q5T1J5|CHCH9_HUMAN	tr|A0A8M1G5P2|A0A8M1G5P2_URSMA
OG0001795	sp|P12074|CX6A1_HUMAN	tr|A0A452V4M4|A0A452V4M4_URSMA, tr|A0A384DGI8|A0A384DGI8_URSMA
OG0001796	sp|P59282|TPPP2_HUMAN, sp|Q9BW30|TPPP3_HUMAN	tr|A0A384D0Z2|A0A384D0Z2_URSMA
OG0001797	sp|P61289|PSME3_HUMAN	tr|A0A8M1GAL4|A0A8M1GAL4_URSMA, tr|A0A384CXM0|A0A384CXM0_URSMA
OG0001798	sp|Q14CM0|FRPD4_HUMAN	tr|A0A8M1G742|A0A8M1G742_URSMA, tr|A0A8M1G4A4|A0A8M1G4A4_URSMA
OG0001799	sp|Q76G19|PDZD4_HUMAN	tr|A0A8M1FR82|A0A8M1FR82_URSMA, tr|A0A8M1FR78|A0A8M1FR78_URSMA
OG0001800	sp|Q8IUQ4|SIAH1_HUMAN	tr|A0A384D2B8|A0A384D2B8_URSMA, tr|A0A384CIA0|A0A384CIA0_URSMA
OG0001802	sp|O60676|CST8_HUMAN	tr|A0A384DEV3|A0A384DEV3_URSMA, tr|A0A384DE96|A0A384DE96_URSMA
OG0001803	sp|Q5H9I0|TFDP3_HUMAN, sp|Q14186|TFDP1_HUMAN	tr|A0A8M1FJV8|A0A8M1FJV8_URSMA
OG0001804	sp|Q495M9|USH1G_HUMAN	tr|A0A8M1GKI1|A0A8M1GKI1_URSMA, tr|A0A8M1GKI4|A0A8M1GKI4_URSMA
OG0001805	sp|Q99643|C560_HUMAN	tr|A0A384CWK0|A0A384CWK0_URSMA, tr|A0A8M1FHG9|A0A8M1FHG9_URSMA
OG0001806	sp|Q9BSK0|MALD1_HUMAN	tr|A0A8M1F8M6|A0A8M1F8M6_URSMA, tr|A0A8M1FCU1|A0A8M1FCU1_URSMA
OG0001807	sp|O14939|PLD2_HUMAN	tr|A0A8M1FUK8|A0A8M1FUK8_URSMA, tr|A0A8M1FLJ8|A0A8M1FLJ8_URSMA
OG0001808	sp|Q9BZ68|FR8P1_HUMAN, sp|Q9BZ67|FRMD8_HUMAN	tr|A0A8M1GI31|A0A8M1GI31_URSMA
OG0001809	sp|Q9H6B9|EPHX3_HUMAN	tr|A0A8M1FQ39|A0A8M1FQ39_URSMA, tr|A0A384DCW3|A0A384DCW3_URSMA
OG0001810	sp|P57073|SOX8_HUMAN	tr|A0A8M1G4D6|A0A8M1G4D6_URSMA, tr|A0A8M1G6E4|A0A8M1G6E4_URSMA
OG0001811	sp|Q12899|TRI26_HUMAN	tr|A0A384DRV6|A0A384DRV6_URSMA, tr|A0A8M1GYJ6|A0A8M1GYJ6_URSMA
OG0001812	sp|Q99805|TM9S2_HUMAN	tr|A0A8M1FNV7|A0A8M1FNV7_URSMA, tr|A0A8M1FCX9|A0A8M1FCX9_URSMA
OG0001813	sp|P0C7V7|SC11B_HUMAN, sp|P67812|SC11A_HUMAN	tr|A0A384BTW5|A0A384BTW5_URSMA
OG0001814	sp|Q8N4Y2|EFC4A_HUMAN	tr|A0A8M1GW36|A0A8M1GW36_URSMA, tr|A0A8M1GKY1|A0A8M1GKY1_URSMA
OG0001815	sp|A0A024RBG1|NUD4B_HUMAN, sp|Q9NZJ9|NUDT4_HUMAN	tr|A0A8M1GC84|A0A8M1GC84_URSMA
OG0001816	sp|P14138|EDN3_HUMAN	tr|A0A8M1GFW3|A0A8M1GFW3_URSMA, tr|A0A8M1GQ88|A0A8M1GQ88_URSMA
OG0001817	sp|Q86VF7|NRAP_HUMAN	tr|A0A8M1FIA7|A0A8M1FIA7_URSMA, tr|A0A8M1H4Y5|A0A8M1H4Y5_URSMA
OG0001818	sp|Q8NA77|TEX19_HUMAN	tr|A0A384DKS8|A0A384DKS8_URSMA, tr|A0A8M1GQS9|A0A8M1GQS9_URSMA
OG0001819	sp|Q96GK7|FAH2A_HUMAN, sp|Q6P2I3|FAH2B_HUMAN	tr|A0A384CV83|A0A384CV83_URSMA
OG0001820	sp|P0CG01|GKN3_HUMAN, sp|Q9NS71|GKN1_HUMAN	tr|A0A8M1F8H1|A0A8M1F8H1_URSMA
OG0001821	sp|P0CG37|CFC1_HUMAN, sp|P0CG36|CFC1B_HUMAN	tr|A0A8M1F3B5|A0A8M1F3B5_URSMA
OG0001822	sp|Q15646|OASL_HUMAN	tr|A0A384DFV8|A0A384DFV8_URSMA, tr|A0A8M1EY12|A0A8M1EY12_URSMA
OG0001823	sp|Q9H869|YYAP1_HUMAN, sp|Q3T8J9|GON4L_HUMAN	tr|A0A8M1G7U1|A0A8M1G7U1_URSMA
OG0001824	sp|P47992|XCL1_HUMAN, sp|Q9UBD3|XCL2_HUMAN	tr|A0A384CGW1|A0A384CGW1_URSMA
OG0001825	sp|Q14191|WRN_HUMAN	tr|A0A384DLH2|A0A384DLH2_URSMA, tr|A0A8M1H3Z5|A0A8M1H3Z5_URSMA
OG0001826	sp|Q6ZT77|ZN826_HUMAN, sp|Q49A33|Z876P_HUMAN	tr|A0A8M1G1I8|A0A8M1G1I8_URSMA
OG0001827	sp|Q9NQV7|PRDM9_HUMAN, sp|Q9NQW5|PRDM7_HUMAN	tr|A0A8M1G054|A0A8M1G054_URSMA
OG0001828	sp|Q9NRR5|UBQL4_HUMAN	tr|A0A8M1G7V8|A0A8M1G7V8_URSMA, tr|A0A8M1G7V7|A0A8M1G7V7_URSMA
OG0001829	sp|A8MXU0|DB108_HUMAN, sp|Q8NET1|D108B_HUMAN	tr|A0A8M1GTN6|A0A8M1GTN6_URSMA
OG0001830	sp|P02776|PLF4_HUMAN, sp|P10720|PF4V_HUMAN	tr|A0A384CAJ8|A0A384CAJ8_URSMA
OG0001831	sp|Q8N2I2|ZN619_HUMAN, sp|Q6ZNG0|ZN620_HUMAN	tr|A0A384DM52|A0A384DM52_URSMA
OG0001832	sp|Q99471|PFD5_HUMAN	tr|A0A384D705|A0A384D705_URSMA, tr|A0A8M1GCV8|A0A8M1GCV8_URSMA
OG0001833	sp|P00367|DHE3_HUMAN, sp|P49448|DHE4_HUMAN	tr|A0A8M1FDU0|A0A8M1FDU0_URSMA
OG0001834	sp|P08138|TNR16_HUMAN	tr|A0A384D5P7|A0A384D5P7_URSMA, tr|A0A8M1GPN7|A0A8M1GPN7_URSMA
OG0001835	sp|Q15833|STXB2_HUMAN	tr|A0A8M1FSE2|A0A8M1FSE2_URSMA, tr|A0A8M1FPP8|A0A8M1FPP8_URSMA
OG0001836	sp|Q5SQS8|CJ120_HUMAN	tr|A0A384BLP2|A0A384BLP2_URSMA, tr|A0A8M1FDC6|A0A8M1FDC6_URSMA
OG0001837	sp|P0C866|F91A2_HUMAN, sp|Q658Y4|F91A1_HUMAN	tr|A0A8M1FHH3|A0A8M1FHH3_URSMA
OG0001838	sp|O14788|TNF11_HUMAN, sp|Q6UY13|YB003_HUMAN	tr|A0A8M1FEB6|A0A8M1FEB6_URSMA
OG0001839	sp|P0DMQ9|CH089_HUMAN	tr|A0A452UXQ2|A0A452UXQ2_URSMA, tr|A0A8M1FGS4|A0A8M1FGS4_URSMA
OG0001840	sp|P51553|IDH3G_HUMAN	tr|A0A384BSF1|A0A384BSF1_URSMA, tr|A0A8M1FKT4|A0A8M1FKT4_URSMA
OG0001841	sp|Q5MCW4|ZN569_HUMAN	tr|A0A384D7T4|A0A384D7T4_URSMA, tr|A0A8M1G3V7|A0A8M1G3V7_URSMA
OG0001842	sp|Q8N4B1|SESQ1_HUMAN	tr|A0A8M1F0L3|A0A8M1F0L3_URSMA, tr|A0A384BLN8|A0A384BLN8_URSMA
OG0001843	sp|Q9NQ34|TMM9B_HUMAN, sp|Q9P0T7|TMEM9_HUMAN	tr|A0A384BM30|A0A384BM30_URSMA
OG0001844	sp|O75838|CIB2_HUMAN, sp|Q96Q77|CIB3_HUMAN	tr|A0A384DCR4|A0A384DCR4_URSMA
OG0001845	sp|P00568|KAD1_HUMAN	tr|A0A384CQ37|A0A384CQ37_URSMA, tr|A0A8M1FTH2|A0A8M1FTH2_URSMA
OG0001846	sp|Q6JVE9|LCN8_HUMAN	tr|A0A384DLD3|A0A384DLD3_URSMA, tr|A0A8M1FXR1|A0A8M1FXR1_URSMA
OG0001847	sp|Q9NVW2|RNF12_HUMAN	tr|A0A384CIP3|A0A384CIP3_URSMA, tr|A0A384D3B3|A0A384D3B3_URSMA
OG0001848	sp|Q8IUE0|TF2LY_HUMAN, sp|Q8IUE1|TF2LX_HUMAN	tr|A0A384CVQ6|A0A384CVQ6_URSMA
OG0001849	sp|Q8IXX5|T183A_HUMAN, sp|Q1AE95|T183B_HUMAN	tr|A0A8M1GCI8|A0A8M1GCI8_URSMA
OG0001850	sp|P10124|SRGN_HUMAN	tr|A0A384CH54|A0A384CH54_URSMA, tr|A0A452U2L3|A0A452U2L3_URSMA
OG0001851	sp|P22735|TGM1_HUMAN, sp|P49221|TGM4_HUMAN	tr|A0A8M1F7C6|A0A8M1F7C6_URSMA
OG0001852	sp|P31689|DNJA1_HUMAN	tr|A0A8M1FVQ2|A0A8M1FVQ2_URSMA, tr|A0A8M1FKG5|A0A8M1FKG5_URSMA
OG0001853	sp|P40313|CTRL_HUMAN	tr|A0A384BHC3|A0A384BHC3_URSMA, tr|A0A8M1G4C3|A0A8M1G4C3_URSMA
OG0001855	sp|Q99569|PKP4_HUMAN	tr|A0A384BRM5|A0A384BRM5_URSMA, tr|A0A8M1F984|A0A8M1F984_URSMA
OG0001856	sp|P50391|NPY4R_HUMAN, sp|P0DQD5|NPY42_HUMAN	tr|A0A384CIY3|A0A384CIY3_URSMA
OG0001857	sp|Q5SW79|CE170_HUMAN, sp|Q96L14|C170L_HUMAN	tr|A0A8M1GJM3|A0A8M1GJM3_URSMA
OG0001858	sp|Q7Z429|LFG1_HUMAN	tr|A0A8M1FNA2|A0A8M1FNA2_URSMA, tr|A0A8M1FJ24|A0A8M1FJ24_URSMA
OG0001859	sp|Q8N6L0|KASH5_HUMAN	tr|A0A384BJI8|A0A384BJI8_URSMA, tr|A0A8M1H2N3|A0A8M1H2N3_URSMA
OG0001860	sp|Q9UJZ1|STML2_HUMAN, sp|Q8TAV4|STML3_HUMAN	tr|A0A8M1F4T0|A0A8M1F4T0_URSMA
OG0001861	sp|Q9H3F6|BACD3_HUMAN, sp|Q13829|BACD2_HUMAN	tr|A0A8M1GMN9|A0A8M1GMN9_URSMA
OG0001862	sp|P21127|CD11B_HUMAN, sp|Q9UQ88|CD11A_HUMAN	tr|A0A8M1H0N6|A0A8M1H0N6_URSMA
OG0001863	sp|P11161|EGR2_HUMAN	tr|A0A8M1FBY9|A0A8M1FBY9_URSMA, tr|A0A384CI32|A0A384CI32_URSMA
OG0001864	sp|Q8IWB6|TEX14_HUMAN	tr|A0A8M1GZV2|A0A8M1GZV2_URSMA, tr|A0A384DU52|A0A384DU52_URSMA
OG0001865	sp|Q9P1P5|TAAR2_HUMAN	tr|A0A8M1FJ60|A0A8M1FJ60_URSMA, tr|A0A384C353|A0A384C353_URSMA
OG0001866	sp|Q9UBD9|CLCF1_HUMAN	tr|A0A8M1GL01|A0A8M1GL01_URSMA, tr|A0A384BMN0|A0A384BMN0_URSMA
OG0001867	tr|A0A3B3IU46|A0A3B3IU46_HUMAN, sp|Q9BTL3|RAMAC_HUMAN	tr|A0A384BTW7|A0A384BTW7_URSMA
OG0001868	sp|B1AKI9|ISM1_HUMAN, sp|Q6H9L7|ISM2_HUMAN	tr|A0A8M1GGP9|A0A8M1GGP9_URSMA
OG0001869	sp|P0DN25|C1C1L_HUMAN, sp|Q96EU7|C1GLC_HUMAN	tr|A0A384DMI2|A0A384DMI2_URSMA
OG0001870	sp|Q02505|MUC3A_HUMAN, sp|Q9H195|MUC3B_HUMAN	tr|A0A8M1GL78|A0A8M1GL78_URSMA
OG0001871	sp|Q86SE8|NPM2_HUMAN	tr|A0A8M1FJL5|A0A8M1FJL5_URSMA, tr|A0A8M1FIL6|A0A8M1FIL6_URSMA
OG0001872	sp|O96018|APBA3_HUMAN	tr|A0A8M1FSW3|A0A8M1FSW3_URSMA, tr|A0A8M1FZB4|A0A8M1FZB4_URSMA
OG0001873	sp|Q8IUA0|WFDC8_HUMAN	tr|A0A384CNQ0|A0A384CNQ0_URSMA, tr|A0A384CPS0|A0A384CPS0_URSMA
OG0001874	tr|A0A0B4J2E5|A0A0B4J2E5_HUMAN, sp|Q15269|PWP2_HUMAN	tr|A0A8M1F2W4|A0A8M1F2W4_URSMA
OG0001875	sp|O00204|ST2B1_HUMAN, sp|Q06520|ST2A1_HUMAN	tr|A0A384BKT6|A0A384BKT6_URSMA
OG0001876	sp|Q14721|KCNB1_HUMAN	tr|A0A384CNL0|A0A384CNL0_URSMA, tr|A0A8M1GFX3|A0A8M1GFX3_URSMA
OG0001877	sp|P62942|FKB1A_HUMAN, tr|Q5VVH2|Q5VVH2_HUMAN	tr|A0A8M1GEE5|A0A8M1GEE5_URSMA
OG0001878	sp|Q6P5S2|LEG1H_HUMAN	tr|A0A384C3K8|A0A384C3K8_URSMA, tr|A0A384C3Q1|A0A384C3Q1_URSMA
OG0001880	sp|Q6ZSZ5|ARHGI_HUMAN, tr|A0A590UK10|A0A590UK10_HUMAN	tr|A0A8M1FT83|A0A8M1FT83_URSMA
OG0001881	sp|Q8IY21|DDX60_HUMAN, sp|Q5H9U9|DDX6L_HUMAN	tr|A0A384BNK1|A0A384BNK1_URSMA
OG0001882	sp|Q5T197|DCST1_HUMAN, sp|Q5T1A1|DCST2_HUMAN	tr|A0A8M1G7Q9|A0A8M1G7Q9_URSMA
OG0001883	sp|Q96Q80|DERL3_HUMAN, sp|Q9GZP9|DERL2_HUMAN	tr|A0A8M1FUH2|A0A8M1FUH2_URSMA
OG0001884	sp|Q9H9Y4|GPN2_HUMAN	tr|A0A8M1EW14|A0A8M1EW14_URSMA, tr|A0A8M1H0F8|A0A8M1H0F8_URSMA
OG0001885	sp|Q8IVN8|SBSPO_HUMAN	tr|A0A8M1FIK1|A0A8M1FIK1_URSMA, tr|A0A8M1GQA0|A0A8M1GQA0_URSMA
OG0001886	sp|Q9P0T4|ZN581_HUMAN	tr|A0A384DLY1|A0A384DLY1_URSMA, tr|A0A8M1GA97|A0A8M1GA97_URSMA
OG0001887	sp|P10092|CALCB_HUMAN, sp|P01258|CALC_HUMAN	tr|A0A384DTU2|A0A384DTU2_URSMA
OG0001888	sp|P41181|AQP2_HUMAN	tr|A0A8M1GST8|A0A8M1GST8_URSMA, tr|A0A8M1GRZ4|A0A8M1GRZ4_URSMA
OG0001889	sp|P60827|C1QT8_HUMAN	tr|A0A8M1G779|A0A8M1G779_URSMA, tr|A0A8M1GEJ3|A0A8M1GEJ3_URSMA
OG0001890	sp|Q12948|FOXC1_HUMAN	tr|A0A384C8W5|A0A384C8W5_URSMA, tr|A0A8M1H0B3|A0A8M1H0B3_URSMA
OG0001891	sp|Q6IN97|FRP2L_HUMAN, sp|Q68DX3|FRPD2_HUMAN	tr|A0A8M1F8N1|A0A8M1F8N1_URSMA
OG0001892	sp|Q6UW60|PCSK4_HUMAN	tr|A0A8M1FTE5|A0A8M1FTE5_URSMA, tr|A0A8M1FZT5|A0A8M1FZT5_URSMA
OG0001893	sp|Q6ZRS2|SRCAP_HUMAN	tr|A0A384BMM0|A0A384BMM0_URSMA, tr|A0A8M1G8L6|A0A8M1G8L6_URSMA
OG0001894	sp|Q7L7V1|DHX32_HUMAN	tr|A0A8M1FPX7|A0A8M1FPX7_URSMA, tr|A0A8M1F986|A0A8M1F986_URSMA
OG0001895	sp|A8MVJ9|HPF1L_HUMAN, sp|Q9NWY4|HPF1_HUMAN	tr|A0A384BMR0|A0A384BMR0_URSMA
OG0001896	sp|P20061|TCO1_HUMAN	tr|A0A384CC63|A0A384CC63_URSMA, tr|A0A384BYD5|A0A384BYD5_URSMA
