Orthogroup	Homo_sapiens	Vombatus_ursinus
OG0000418	sp|O75093|SLIT1_HUMAN	tr|A0A4X2JQM3|A0A4X2JQM3_VOMUR
OG0000418	sp|O75094|SLIT3_HUMAN	tr|A0A4X2K0J1|A0A4X2K0J1_VOMUR
OG0000418	sp|O94813|SLIT2_HUMAN	tr|A0A4X2JXR1|A0A4X2JXR1_VOMUR
OG0000419	sp|Q86VI3|IQGA3_HUMAN	tr|A0A4X2L235|A0A4X2L235_VOMUR
OG0000419	sp|P46940|IQGA1_HUMAN	tr|A0A4X2LHM3|A0A4X2LHM3_VOMUR
OG0000419	sp|Q13576|IQGA2_HUMAN	tr|A0A4X2LIP7|A0A4X2LIP7_VOMUR
OG0000420	sp|Q6UXP3|TM14E_HUMAN	tr|A0A4X2KE07|A0A4X2KE07_VOMUR
OG0000420	sp|Q9P0S9|TM14C_HUMAN, sp|A8MWL7|TM14D_HUMAN, sp|Q9NUH8|TM14B_HUMAN	tr|A0A4X2K560|A0A4X2K560_VOMUR
OG0000421	sp|Q9NXJ0|M4A12_HUMAN, sp|Q3C1V0|M4A18_HUMAN, sp|Q9BY19|M4A8_HUMAN, sp|Q96PG2|M4A10_HUMAN, sp|Q8N5U1|M4A15_HUMAN	tr|A0A4X2K368|A0A4X2K368_VOMUR
OG0000422	sp|Q9ULW6|NP1L2_HUMAN, sp|A6NFF2|NP1L6_HUMAN, sp|Q96NT1|NP1L5_HUMAN, sp|Q99457|NP1L3_HUMAN, sp|P55209|NP1L1_HUMAN	tr|A0A4X2KIZ3|A0A4X2KIZ3_VOMUR
OG0000423	sp|A0A0B4J273|TVA34_HUMAN, sp|A0A087WSZ9|TVA30_HUMAN, sp|P0DPF4|TVA35_HUMAN, sp|A0A087WT01|TVA27_HUMAN, sp|A0A0B4J276|TVA25_HUMAN	tr|A0A4X2LYU3|A0A4X2LYU3_VOMUR
OG0000424	sp|Q9H0Q3|FXYD6_HUMAN	tr|A0A4X2K9D3|A0A4X2K9D3_VOMUR
OG0000424	sp|P58550|FXYD8_HUMAN, sp|Q96DB9|FXYD5_HUMAN, sp|O00168|PLM_HUMAN	tr|A0A4X2M2Y5|A0A4X2M2Y5_VOMUR
OG0000425	sp|Q02543|RL18A_HUMAN	tr|A0A4X2KSK4|A0A4X2KSK4_VOMUR, tr|A0A4X2L113|A0A4X2L113_VOMUR, tr|A0A4X2KEV2|A0A4X2KEV2_VOMUR, tr|A0A4X2JSD3|A0A4X2JSD3_VOMUR, tr|A0A4X2L3Q3|A0A4X2L3Q3_VOMUR
OG0000426	sp|P02741|CRP_HUMAN	tr|A0A4X2JU14|A0A4X2JU14_VOMUR
OG0000426	sp|P02743|SAMP_HUMAN	tr|A0A4X2K1U6|A0A4X2K1U6_VOMUR, tr|A0A4X2JUF3|A0A4X2JUF3_VOMUR, tr|A0A4X2K1J5|A0A4X2K1J5_VOMUR
OG0000427	sp|O14522|PTPRT_HUMAN	tr|A0A4X2LMS8|A0A4X2LMS8_VOMUR
OG0000427	sp|P28827|PTPRM_HUMAN	tr|A0A4X2LV80|A0A4X2LV80_VOMUR
OG0000427	sp|Q15262|PTPRK_HUMAN	tr|A0A4X2LXT5|A0A4X2LXT5_VOMUR
OG0000428	sp|Q9NR80|ARHG4_HUMAN	tr|A0A4X2L1U8|A0A4X2L1U8_VOMUR
OG0000428	sp|O43307|ARHG9_HUMAN	tr|A0A4X2JR39|A0A4X2JR39_VOMUR
OG0000428	sp|Q96N96|SPT13_HUMAN	tr|A0A4X2LZG2|A0A4X2LZG2_VOMUR
OG0000429	sp|Q12840|KIF5A_HUMAN	tr|A0A4X2M9K9|A0A4X2M9K9_VOMUR
OG0000429	sp|P33176|KINH_HUMAN	tr|A0A4X2M0M1|A0A4X2M0M1_VOMUR
OG0000429	sp|O60282|KIF5C_HUMAN	tr|A0A4X2KC85|A0A4X2KC85_VOMUR
OG0000430	sp|O14990|IPP2C_HUMAN, sp|Q96PQ5|IPP2L_HUMAN, sp|P41236|IPP2_HUMAN, sp|Q6NXS1|IPP2B_HUMAN	tr|A0A4X2LCJ5|A0A4X2LCJ5_VOMUR, tr|A0A4X2M930|A0A4X2M930_VOMUR
OG0000431	sp|Q6ZV65|FA47E_HUMAN, sp|A6NHR8|FA47D_HUMAN, sp|Q5JRC9|FA47A_HUMAN, sp|Q8NA70|FA47B_HUMAN, sp|Q5HY64|FA47C_HUMAN	tr|A0A4X2KMG8|A0A4X2KMG8_VOMUR
OG0000432	sp|Q7Z572|SPT21_HUMAN, sp|P27482|CALL3_HUMAN, sp|P0DP25|CALM3_HUMAN, sp|P0DP24|CALM2_HUMAN, sp|P0DP23|CALM1_HUMAN	tr|A0A4X2KRL1|A0A4X2KRL1_VOMUR
OG0000433	tr|A0A2R8YFR7|A0A2R8YFR7_HUMAN, sp|Q12774|ARHG5_HUMAN, tr|A0A2R8YF49|A0A2R8YF49_HUMAN, sp|A5YM69|ARG35_HUMAN, tr|A0A5F9ZGZ6|A0A5F9ZGZ6_HUMAN	tr|A0A4X2M9F9|A0A4X2M9F9_VOMUR
OG0000434	sp|Q8N695|SC5A8_HUMAN	tr|A0A4X2MCX6|A0A4X2MCX6_VOMUR, tr|A0A4X2M5D4|A0A4X2M5D4_VOMUR, tr|A0A4X2MC80|A0A4X2MC80_VOMUR, tr|A0A4X2MAM3|A0A4X2MAM3_VOMUR, tr|A0A4X2KMA4|A0A4X2KMA4_VOMUR
OG0000435	sp|Q15165|PON2_HUMAN	tr|A0A4X2JTC1|A0A4X2JTC1_VOMUR
OG0000435	sp|Q15166|PON3_HUMAN	tr|A0A4X2MCY1|A0A4X2MCY1_VOMUR
OG0000435	sp|P27169|PON1_HUMAN	tr|A0A4X2MFE8|A0A4X2MFE8_VOMUR
OG0000437	sp|Q8TCG5|CPT1C_HUMAN	tr|A0A4X2L0J1|A0A4X2L0J1_VOMUR
OG0000437	sp|Q92523|CPT1B_HUMAN	tr|A0A4X2K700|A0A4X2K700_VOMUR
OG0000437	sp|P50416|CPT1A_HUMAN	tr|A0A4X2M377|A0A4X2M377_VOMUR
OG0000438	sp|P15121|ALDR_HUMAN	tr|A0A4X2L6R5|A0A4X2L6R5_VOMUR
OG0000438	sp|C9JRZ8|AK1BF_HUMAN, sp|O60218|AK1BA_HUMAN, sp|Q96JD6|AKCL2_HUMAN	tr|A0A4X2MBZ5|A0A4X2MBZ5_VOMUR
OG0000439	sp|P36873|PP1G_HUMAN	tr|A0A4X2MAH0|A0A4X2MAH0_VOMUR
OG0000439	sp|P62140|PP1B_HUMAN	tr|A0A4X2LN64|A0A4X2LN64_VOMUR
OG0000439	sp|P62136|PP1A_HUMAN	tr|A0A4X2M3Q8|A0A4X2M3Q8_VOMUR
OG0000440	sp|Q9BRT8|ZNG1A_HUMAN, sp|Q8IUF1|ZNG1B_HUMAN, sp|Q5JTY5|ZNG1C_HUMAN, sp|Q5RIA9|ZNG1E_HUMAN, sp|Q4V339|ZNG1F_HUMAN	tr|A0A4X2KCP3|A0A4X2KCP3_VOMUR
OG0000441	sp|O00295|TULP2_HUMAN	tr|A0A4X2L5W0|A0A4X2L5W0_VOMUR
OG0000441	sp|O75386|TULP3_HUMAN	tr|A0A4X2KGI2|A0A4X2KGI2_VOMUR
OG0000441	sp|O00294|TULP1_HUMAN	tr|A0A4X2LIP2|A0A4X2LIP2_VOMUR
OG0000442	sp|Q7Z2H8|S36A1_HUMAN	tr|A0A4X2KFH1|A0A4X2KFH1_VOMUR
OG0000442	sp|Q495N2|S36A3_HUMAN	tr|A0A4X2K7X6|A0A4X2K7X6_VOMUR
OG0000442	sp|Q495M3|S36A2_HUMAN	tr|A0A4X2KFI5|A0A4X2KFI5_VOMUR
OG0000444	sp|P05164|PERM_HUMAN	tr|A0A4X2L5S4|A0A4X2L5S4_VOMUR
OG0000444	sp|P11678|PERE_HUMAN	tr|A0A4X2L956|A0A4X2L956_VOMUR
OG0000444	sp|P22079|PERL_HUMAN	tr|A0A4X2L8W8|A0A4X2L8W8_VOMUR
OG0000445	sp|P59533|T2R38_HUMAN, sp|Q9NYW6|TA2R3_HUMAN	tr|A0A4X2LD77|A0A4X2LD77_VOMUR, tr|A0A4X2LB72|A0A4X2LB72_VOMUR, tr|A0A4X2L2M7|A0A4X2L2M7_VOMUR, tr|A0A4X2LB61|A0A4X2LB61_VOMUR
OG0000447	sp|Q99613|EIF3C_HUMAN, sp|B5ME19|EIFCL_HUMAN	tr|A0A4X2KGR0|A0A4X2KGR0_VOMUR, tr|A0A4X2KPH9|A0A4X2KPH9_VOMUR, tr|A0A4X2KLJ4|A0A4X2KLJ4_VOMUR, tr|A0A4X2MDM8|A0A4X2MDM8_VOMUR
OG0000449	sp|P15311|EZRI_HUMAN	tr|A0A4X2LHB4|A0A4X2LHB4_VOMUR
OG0000449	sp|P26038|MOES_HUMAN	tr|A0A4X2K7E5|A0A4X2K7E5_VOMUR
OG0000449	sp|P35241|RADI_HUMAN	tr|A0A4X2LAR0|A0A4X2LAR0_VOMUR
OG0000450	sp|P51795|CLCN5_HUMAN	tr|A0A4X2LU95|A0A4X2LU95_VOMUR
OG0000450	sp|P51790|CLCN3_HUMAN	tr|A0A4X2KM92|A0A4X2KM92_VOMUR
OG0000450	sp|P51793|CLCN4_HUMAN	tr|A0A4X2M6Y8|A0A4X2M6Y8_VOMUR
OG0000451	sp|P16157|ANK1_HUMAN	tr|A0A4X2KRM1|A0A4X2KRM1_VOMUR
OG0000451	sp|Q12955|ANK3_HUMAN	tr|A0A4X2JWB9|A0A4X2JWB9_VOMUR
OG0000451	sp|Q01484|ANK2_HUMAN	tr|A0A4X2KBZ3|A0A4X2KBZ3_VOMUR
OG0000452	sp|Q8IZS7|CLCL1_HUMAN, sp|Q9UHP7|CLC2D_HUMAN, sp|Q92478|CLC2B_HUMAN, sp|Q6UVW9|CLC2A_HUMAN, sp|Q07108|CD69_HUMAN	tr|A0A4X2KKK5|A0A4X2KKK5_VOMUR
OG0000453	sp|Q16778|H2B2E_HUMAN	tr|A0A4X2JWG1|A0A4X2JWG1_VOMUR, tr|A0A4X2K9W3|A0A4X2K9W3_VOMUR, tr|A0A4X2KXX1|A0A4X2KXX1_VOMUR, tr|A0A4X2JU08|A0A4X2JU08_VOMUR, tr|A0A4X2JPQ6|A0A4X2JPQ6_VOMUR
OG0000454	sp|P11277|SPTB1_HUMAN	tr|A0A4X2LYU4|A0A4X2LYU4_VOMUR
OG0000454	sp|Q01082|SPTB2_HUMAN	tr|A0A4X2L2E9|A0A4X2L2E9_VOMUR
OG0000454	sp|O15020|SPTN2_HUMAN	tr|A0A4X2JN12|A0A4X2JN12_VOMUR
OG0000455	sp|A6NMZ7|CO6A6_HUMAN	tr|A0A4X2M5K1|A0A4X2M5K1_VOMUR
OG0000455	sp|A8TX70|CO6A5_HUMAN	tr|A0A4X2M4C6|A0A4X2M4C6_VOMUR, tr|A0A4X2M5L5|A0A4X2M5L5_VOMUR, tr|A0A4X2LXL9|A0A4X2LXL9_VOMUR
OG0000456	sp|P08237|PFKAM_HUMAN	tr|A0A4X2KCJ2|A0A4X2KCJ2_VOMUR
OG0000456	sp|Q01813|PFKAP_HUMAN	tr|A0A4X2M060|A0A4X2M060_VOMUR
OG0000456	sp|P17858|PFKAL_HUMAN	tr|A0A4X2LEL8|A0A4X2LEL8_VOMUR
OG0000457	sp|P48304|REG1B_HUMAN, sp|P05451|REG1A_HUMAN, sp|Q6UW15|REG3G_HUMAN, sp|Q06141|REG3A_HUMAN	tr|A0A4X2JSF8|A0A4X2JSF8_VOMUR, tr|A0A4X2JNY3|A0A4X2JNY3_VOMUR
OG0000458	sp|Q16537|2A5E_HUMAN	tr|A0A4X2LQ90|A0A4X2LQ90_VOMUR
OG0000458	sp|Q15172|2A5A_HUMAN	tr|A0A4X2L047|A0A4X2L047_VOMUR
OG0000458	sp|Q15173|2A5B_HUMAN	tr|A0A4X2K0Z4|A0A4X2K0Z4_VOMUR
OG0000459	sp|P07237|PDIA1_HUMAN	tr|A0A4X2KQ71|A0A4X2KQ71_VOMUR
OG0000459	sp|Q8N807|PDILT_HUMAN	tr|A0A4X2M1C0|A0A4X2M1C0_VOMUR
OG0000459	sp|Q96DN0|ERP27_HUMAN	tr|A0A4X2LM99|A0A4X2LM99_VOMUR
OG0000460	sp|Q12829|RB40B_HUMAN, sp|Q8WXH6|RB40A_HUMAN, sp|P0C0E4|RB40L_HUMAN, sp|Q96S21|RB40C_HUMAN	tr|A0A4X2L6J6|A0A4X2L6J6_VOMUR, tr|A0A4X2JVH1|A0A4X2JVH1_VOMUR
OG0000461	sp|Q9UIX4|KCNG1_HUMAN	tr|A0A4X2LSD2|A0A4X2LSD2_VOMUR
OG0000461	sp|Q8TDN1|KCNG4_HUMAN	tr|A0A4X2LQK4|A0A4X2LQK4_VOMUR
OG0000461	sp|Q9UJ96|KCNG2_HUMAN	tr|A0A4X2LR92|A0A4X2LR92_VOMUR
OG0000463	sp|Q6DD88|ATLA3_HUMAN	tr|A0A4X2KCU2|A0A4X2KCU2_VOMUR
OG0000463	sp|Q9ULX5|RN112_HUMAN, sp|Q8WXF7|ATLA1_HUMAN, sp|Q8NHH9|ATLA2_HUMAN	tr|A0A4X2JZ23|A0A4X2JZ23_VOMUR
OG0000464	sp|Q86YR7|MF2L2_HUMAN	tr|A0A4X2L2F2|A0A4X2L2F2_VOMUR
OG0000464	sp|P10911|MCF2_HUMAN	tr|A0A4X2LGU9|A0A4X2LGU9_VOMUR
OG0000464	sp|O15068|MCF2L_HUMAN	tr|A0A4X2JTF6|A0A4X2JTF6_VOMUR
OG0000465	sp|P15813|CD1D_HUMAN, sp|P15812|CD1E_HUMAN, sp|P06126|CD1A_HUMAN, sp|P29016|CD1B_HUMAN, sp|P29017|CD1C_HUMAN	tr|A0A4X2L7S2|A0A4X2L7S2_VOMUR
OG0000466	sp|Q9UGF6|OR5V1_HUMAN	tr|A0A4X2M2T2|A0A4X2M2T2_VOMUR, tr|A0A4X2M100|A0A4X2M100_VOMUR
OG0000466	sp|Q8NGQ1|OR9G4_HUMAN	tr|A0A4X2K043|A0A4X2K043_VOMUR, tr|A0A4X2K025|A0A4X2K025_VOMUR
OG0000467	tr|A0A8I5KY86|A0A8I5KY86_HUMAN, sp|Q7Z3S9|NT2NA_HUMAN, sp|P0DPK4|NT2NC_HUMAN, sp|P0DPK3|NT2NB_HUMAN, sp|Q04721|NOTC2_HUMAN	tr|A0A4X2KEV3|A0A4X2KEV3_VOMUR
OG0000468	sp|P11488|GNAT1_HUMAN	tr|A0A4X2LND7|A0A4X2LND7_VOMUR
OG0000468	sp|A8MTJ3|GNAT3_HUMAN	tr|A0A4X2L3Y2|A0A4X2L3Y2_VOMUR
OG0000468	sp|P19087|GNAT2_HUMAN	tr|A0A4X2L4D2|A0A4X2L4D2_VOMUR
OG0000469	sp|Q13153|PAK1_HUMAN	tr|A0A4X2LJ78|A0A4X2LJ78_VOMUR
OG0000469	sp|Q13177|PAK2_HUMAN	tr|A0A4X2KJT0|A0A4X2KJT0_VOMUR
OG0000469	sp|O75914|PAK3_HUMAN	tr|A0A4X2M0P8|A0A4X2M0P8_VOMUR
OG0000470	sp|Q9NYQ8|FAT2_HUMAN	tr|A0A4X2KEV1|A0A4X2KEV1_VOMUR
OG0000470	sp|Q8TDW7|FAT3_HUMAN	tr|A0A4X2KV32|A0A4X2KV32_VOMUR
OG0000470	sp|Q14517|FAT1_HUMAN	tr|A0A4X2KDS4|A0A4X2KDS4_VOMUR
OG0000471	sp|Q6QNY1|BL1S2_HUMAN	tr|A0A4X2LR23|A0A4X2LR23_VOMUR, tr|A0A4X2L041|A0A4X2L041_VOMUR, tr|A0A4X2L944|A0A4X2L944_VOMUR, tr|A0A4X2KAA4|A0A4X2KAA4_VOMUR, tr|A0A4X2KBR5|A0A4X2KBR5_VOMUR
OG0000472	sp|P04920|B3A2_HUMAN	tr|A0A4X2KDW7|A0A4X2KDW7_VOMUR
OG0000472	sp|P48751|B3A3_HUMAN	tr|A0A4X2LFK3|A0A4X2LFK3_VOMUR
OG0000472	sp|P02730|B3AT_HUMAN	tr|A0A4X2KPD4|A0A4X2KPD4_VOMUR
OG0000473	sp|P11217|PYGM_HUMAN	tr|A0A4X2JXP6|A0A4X2JXP6_VOMUR
OG0000473	sp|P06737|PYGL_HUMAN	tr|A0A4X2KIW9|A0A4X2KIW9_VOMUR
OG0000473	sp|P11216|PYGB_HUMAN	tr|A0A4X2LH89|A0A4X2LH89_VOMUR
OG0000474	sp|P62861|RS30_HUMAN	tr|A0A4X2M0Q2|A0A4X2M0Q2_VOMUR, tr|A0A4X2K626|A0A4X2K626_VOMUR, tr|A0A4X2LZF2|A0A4X2LZF2_VOMUR, tr|A0A4X2MES2|A0A4X2MES2_VOMUR, tr|A0A4X2LUU2|A0A4X2LUU2_VOMUR
OG0000476	sp|P57103|NAC3_HUMAN	tr|A0A4X2KWQ3|A0A4X2KWQ3_VOMUR
OG0000476	sp|P32418|NAC1_HUMAN	tr|A0A4X2JWY8|A0A4X2JWY8_VOMUR
OG0000476	sp|Q9UPR5|NAC2_HUMAN	tr|A0A4X2K2N5|A0A4X2K2N5_VOMUR
OG0000477	sp|Q05193|DYN1_HUMAN	tr|A0A4X2L9U2|A0A4X2L9U2_VOMUR
OG0000477	sp|P50570|DYN2_HUMAN	tr|A0A4X2KB26|A0A4X2KB26_VOMUR
OG0000477	sp|Q9UQ16|DYN3_HUMAN	tr|A0A4X2KAB2|A0A4X2KAB2_VOMUR
OG0000478	sp|P54107|CRIS1_HUMAN	tr|A0A4X2JX79|A0A4X2JX79_VOMUR, tr|A0A4X2K4U7|A0A4X2K4U7_VOMUR
OG0000478	sp|P16562|CRIS2_HUMAN, sp|P54108|CRIS3_HUMAN	tr|A0A4X2JX95|A0A4X2JX95_VOMUR
OG0000479	sp|Q9P265|DIP2B_HUMAN	tr|A0A4X2KGX2|A0A4X2KGX2_VOMUR
OG0000479	sp|Q9Y2E4|DIP2C_HUMAN	tr|A0A4X2KM38|A0A4X2KM38_VOMUR
OG0000479	sp|Q14689|DIP2A_HUMAN	tr|A0A4X2MD47|A0A4X2MD47_VOMUR
OG0000480	sp|P11215|ITAM_HUMAN	tr|A0A4X2KX79|A0A4X2KX79_VOMUR
OG0000480	sp|P20702|ITAX_HUMAN, sp|Q13349|ITAD_HUMAN	tr|A0A4X2KKB4|A0A4X2KKB4_VOMUR, tr|A0A4X2KL12|A0A4X2KL12_VOMUR
OG0000481	sp|P13796|PLSL_HUMAN	tr|A0A4X2LYV0|A0A4X2LYV0_VOMUR
OG0000481	sp|Q14651|PLSI_HUMAN	tr|A0A4X2KW14|A0A4X2KW14_VOMUR
OG0000481	sp|P13797|PLST_HUMAN	tr|A0A4X2LGW7|A0A4X2LGW7_VOMUR
OG0000482	sp|Q9ULC5|ACSL5_HUMAN	tr|A0A4X2MG06|A0A4X2MG06_VOMUR
OG0000482	sp|Q9UKU0|ACSL6_HUMAN	tr|A0A4X2KA10|A0A4X2KA10_VOMUR
OG0000482	sp|P33121|ACSL1_HUMAN	tr|A0A4X2KFR4|A0A4X2KFR4_VOMUR
OG0000483	sp|Q6RI45|BRWD3_HUMAN	tr|A0A4X2L692|A0A4X2L692_VOMUR
OG0000483	sp|Q9NSI6|BRWD1_HUMAN	tr|A0A4X2M7N0|A0A4X2M7N0_VOMUR
OG0000483	sp|Q8WWQ0|PHIP_HUMAN	tr|A0A4X2K1R5|A0A4X2K1R5_VOMUR
OG0000484	sp|Q96L21|RL10L_HUMAN	tr|A0A4X2M339|A0A4X2M339_VOMUR
OG0000484	sp|P27635|RL10_HUMAN	tr|A0A4X2LBS7|A0A4X2LBS7_VOMUR, tr|A0A4X2LHR5|A0A4X2LHR5_VOMUR, tr|A0A4X2KN30|A0A4X2KN30_VOMUR
OG0000486	sp|Q92502|STAR8_HUMAN	tr|A0A4X2KAY5|A0A4X2KAY5_VOMUR
OG0000486	sp|Q9Y3M8|STA13_HUMAN	tr|A0A4X2LP99|A0A4X2LP99_VOMUR, tr|A0A4X2K0I2|A0A4X2K0I2_VOMUR, tr|A0A4X2LW99|A0A4X2LW99_VOMUR
OG0000487	sp|Q9NYB5|SO1C1_HUMAN	tr|A0A4X2LAZ0|A0A4X2LAZ0_VOMUR
OG0000487	sp|Q9Y6L6|SO1B1_HUMAN, sp|Q9NPD5|SO1B3_HUMAN, sp|G3V0H7|SO1B7_HUMAN	tr|A0A4X2LDL0|A0A4X2LDL0_VOMUR
OG0000488	sp|O00425|IF2B3_HUMAN	tr|A0A4X2LZ33|A0A4X2LZ33_VOMUR
OG0000488	sp|Q9NZI8|IF2B1_HUMAN	tr|A0A4X2KL16|A0A4X2KL16_VOMUR
OG0000488	sp|Q9Y6M1|IF2B2_HUMAN	tr|A0A4X2JP82|A0A4X2JP82_VOMUR
OG0000489	sp|P19961|AMY2B_HUMAN, sp|P04746|AMYP_HUMAN, sp|P0DUB6|AMY1A_HUMAN, sp|P0DTE7|AMY1B_HUMAN, sp|P0DTE8|AMY1C_HUMAN	tr|A0A4X2LHA6|A0A4X2LHA6_VOMUR
OG0000490	sp|P62837|UB2D2_HUMAN	tr|A0A4X2KT99|A0A4X2KT99_VOMUR
OG0000490	sp|P61077|UB2D3_HUMAN	tr|A0A4X2LTP1|A0A4X2LTP1_VOMUR, tr|A0A4X2LVS1|A0A4X2LVS1_VOMUR, tr|A0A4X2K318|A0A4X2K318_VOMUR
OG0000491	tr|A0A8I5KQE6|A0A8I5KQE6_HUMAN	tr|A0A4X2L2I9|A0A4X2L2I9_VOMUR
OG0000491	sp|P08865|RSSA_HUMAN	tr|A0A4X2LJP4|A0A4X2LJP4_VOMUR, tr|A0A4X2M8I8|A0A4X2M8I8_VOMUR, tr|A0A4X2M7L2|A0A4X2M7L2_VOMUR
OG0000492	sp|Q13003|GRIK3_HUMAN	tr|A0A4X2JVW6|A0A4X2JVW6_VOMUR
OG0000492	sp|P39086|GRIK1_HUMAN	tr|A0A4X2LXS4|A0A4X2LXS4_VOMUR
OG0000492	sp|Q13002|GRIK2_HUMAN	tr|A0A4X2KK92|A0A4X2KK92_VOMUR
OG0000493	sp|Q5VST6|AB17B_HUMAN	tr|A0A4X2KB20|A0A4X2KB20_VOMUR
OG0000493	sp|Q6PCB6|AB17C_HUMAN	tr|A0A4X2K8E4|A0A4X2K8E4_VOMUR
OG0000493	sp|Q96GS6|AB17A_HUMAN	tr|A0A4X2LF15|A0A4X2LF15_VOMUR
OG0000494	sp|O75923|DYSF_HUMAN	tr|A0A4X2LT44|A0A4X2LT44_VOMUR
OG0000494	sp|Q9NZM1|MYOF_HUMAN	tr|A0A4X2LVY5|A0A4X2LVY5_VOMUR
OG0000494	sp|A0AVI2|FR1L5_HUMAN	tr|A0A4X2K6W0|A0A4X2K6W0_VOMUR
OG0000495	sp|Q9UMF0|ICAM5_HUMAN	tr|A0A4X2M8S9|A0A4X2M8S9_VOMUR
OG0000495	sp|P05362|ICAM1_HUMAN, sp|P32942|ICAM3_HUMAN	tr|A0A4X2M8T3|A0A4X2M8T3_VOMUR, tr|A0A4X2M4K8|A0A4X2M4K8_VOMUR
OG0000496	sp|P68036|UB2L3_HUMAN, sp|A0A1B0GUS4|UB2L5_HUMAN	tr|A0A4X2M396|A0A4X2M396_VOMUR, tr|A0A4X2MDJ1|A0A4X2MDJ1_VOMUR, tr|A0A4X2M1I2|A0A4X2M1I2_VOMUR, tr|A0A4X2K6T1|A0A4X2K6T1_VOMUR
OG0000497	sp|P48454|PP2BC_HUMAN	tr|A0A4X2L626|A0A4X2L626_VOMUR
OG0000497	sp|P16298|PP2BB_HUMAN	tr|A0A4X2L094|A0A4X2L094_VOMUR
OG0000497	sp|Q08209|PP2BA_HUMAN	tr|A0A4X2LTZ8|A0A4X2LTZ8_VOMUR
OG0000498	sp|Q5NE16|CATL3_HUMAN	tr|A0A4X2KK89|A0A4X2KK89_VOMUR
OG0000498	sp|P07711|CATL1_HUMAN, sp|O60911|CATL2_HUMAN	tr|A0A4X2KIN7|A0A4X2KIN7_VOMUR, tr|A0A4X2KRA0|A0A4X2KRA0_VOMUR
OG0000499	sp|O75366|AVIL_HUMAN	tr|A0A4X2M0U7|A0A4X2M0U7_VOMUR
OG0000499	sp|O15195|VILL_HUMAN	tr|A0A4X2LLV0|A0A4X2LLV0_VOMUR
OG0000499	sp|P09327|VILI_HUMAN	tr|A0A4X2JTG9|A0A4X2JTG9_VOMUR
OG0000500	sp|Q658K8|EF1DL_HUMAN, sp|P29692|EF1D_HUMAN	tr|A0A4X2K0F8|A0A4X2K0F8_VOMUR
OG0000500	sp|P24534|EF1B_HUMAN	tr|A0A4X2K375|A0A4X2K375_VOMUR, tr|A0A4X2LMB5|A0A4X2LMB5_VOMUR
OG0000501	sp|P63000|RAC1_HUMAN	tr|A0A4X2LMY2|A0A4X2LMY2_VOMUR
OG0000501	sp|P60763|RAC3_HUMAN	tr|A0A4X2KLC5|A0A4X2KLC5_VOMUR
OG0000501	sp|P15153|RAC2_HUMAN	tr|A0A4X2JZX9|A0A4X2JZX9_VOMUR
OG0000502	sp|P52569|CTR2_HUMAN	tr|A0A4X2K5T8|A0A4X2K5T8_VOMUR
OG0000502	sp|Q8WY07|CTR3_HUMAN	tr|A0A4X2L354|A0A4X2L354_VOMUR
OG0000502	sp|P30825|CTR1_HUMAN	tr|A0A4X2LYN5|A0A4X2LYN5_VOMUR
OG0000503	sp|P13164|IFM1_HUMAN, sp|C9JQL5|DSA2D_HUMAN, sp|Q01628|IFM3_HUMAN, sp|Q01629|IFM2_HUMAN	tr|A0A4X2K298|A0A4X2K298_VOMUR, tr|A0A4X2LER2|A0A4X2LER2_VOMUR
OG0000504	sp|P45984|MK09_HUMAN	tr|A0A4X2LWF5|A0A4X2LWF5_VOMUR
OG0000504	sp|P53779|MK10_HUMAN	tr|A0A4X2M6X7|A0A4X2M6X7_VOMUR
OG0000504	sp|P45983|MK08_HUMAN	tr|A0A4X2LAA2|A0A4X2LAA2_VOMUR
OG0000505	sp|Q96MW7|TIGD1_HUMAN	tr|A0A4X2KJA1|A0A4X2KJA1_VOMUR, tr|A0A4X2K6X9|A0A4X2K6X9_VOMUR, tr|A0A4X2M082|A0A4X2M082_VOMUR, tr|A0A4X2M0F7|A0A4X2M0F7_VOMUR, tr|A0A4X2L2R9|A0A4X2L2R9_VOMUR
OG0000506	sp|Q9ULB1|NRX1A_HUMAN	tr|A0A4X2L5T0|A0A4X2L5T0_VOMUR
OG0000506	sp|Q9P2S2|NRX2A_HUMAN	tr|A0A4X2JXV0|A0A4X2JXV0_VOMUR
OG0000506	sp|Q9Y4C0|NRX3A_HUMAN	tr|A0A4X2L4H9|A0A4X2L4H9_VOMUR
OG0000507	sp|Q9Y243|AKT3_HUMAN	tr|A0A4X2KL05|A0A4X2KL05_VOMUR
OG0000507	sp|P31749|AKT1_HUMAN	tr|A0A4X2KCT4|A0A4X2KCT4_VOMUR
OG0000507	sp|P31751|AKT2_HUMAN	tr|A0A4X2LZF9|A0A4X2LZF9_VOMUR
OG0000508	sp|P22694|KAPCB_HUMAN	tr|A0A4X2KW09|A0A4X2KW09_VOMUR
OG0000508	sp|P17612|KAPCA_HUMAN, sp|P22612|KAPCG_HUMAN	tr|A0A4X2M629|A0A4X2M629_VOMUR, tr|A0A4X2LQQ6|A0A4X2LQQ6_VOMUR
OG0000509	sp|O14795|UN13B_HUMAN	tr|A0A4X2LBZ9|A0A4X2LBZ9_VOMUR
OG0000509	sp|Q9UPW8|UN13A_HUMAN	tr|A0A4X2MFH2|A0A4X2MFH2_VOMUR
OG0000509	sp|Q8NB66|UN13C_HUMAN	tr|A0A4X2KBQ6|A0A4X2KBQ6_VOMUR
