Orthogroup	Homo_sapiens	Neotoma_lepida
OG0007305	sp|Q15836|VAMP3_HUMAN	tr|A0A1A6H9K4|A0A1A6H9K4_NEOLE
OG0007306	sp|Q2KHT3|CL16A_HUMAN	tr|A0A1A6GRE5|A0A1A6GRE5_NEOLE
OG0007307	sp|Q4AC94|C2CD3_HUMAN	tr|A0A1A6FSJ4|A0A1A6FSJ4_NEOLE
OG0007308	sp|Q4J6C6|PPCEL_HUMAN	tr|A0A1A6G3X7|A0A1A6G3X7_NEOLE
OG0007309	sp|Q68J44|DUS29_HUMAN	tr|A0A1A6GF90|A0A1A6GF90_NEOLE
OG0007310	sp|Q7L1V2|MON1B_HUMAN	tr|A0A1A6HQH5|A0A1A6HQH5_NEOLE
OG0007311	sp|Q7L5Y9|MAEA_HUMAN	tr|A0A1A6H6M3|A0A1A6H6M3_NEOLE
OG0007312	sp|Q8IYD9|LAS2_HUMAN	tr|A0A1A6HD72|A0A1A6HD72_NEOLE
OG0007313	sp|Q8N0V3|RBFA_HUMAN	tr|A0A1A6GPM7|A0A1A6GPM7_NEOLE
OG0007314	sp|Q8N3K9|CMYA5_HUMAN	tr|A0A1A6H059|A0A1A6H059_NEOLE
OG0007315	sp|Q8N653|LZTR1_HUMAN	tr|A0A1A6GCB4|A0A1A6GCB4_NEOLE
OG0007316	sp|Q8TDB6|DTX3L_HUMAN	tr|A0A1A6HTE5|A0A1A6HTE5_NEOLE
OG0007317	sp|Q96D05|F241B_HUMAN	tr|A0A1A6FV52|A0A1A6FV52_NEOLE
OG0007318	sp|Q96JY6|PDLI2_HUMAN	tr|A0A1A6H5Y5|A0A1A6H5Y5_NEOLE
OG0007319	sp|Q96Q05|TPPC9_HUMAN	tr|A0A1A6HTC9|A0A1A6HTC9_NEOLE
OG0007320	sp|Q9H2L5|RASF4_HUMAN	tr|A0A1A6FVM2|A0A1A6FVM2_NEOLE
OG0007321	sp|Q9HC36|MRM3_HUMAN	tr|A0A1A6HQY3|A0A1A6HQY3_NEOLE
OG0007322	sp|Q9HCN8|SDF2L_HUMAN	tr|A0A1A6GCL4|A0A1A6GCL4_NEOLE
OG0007323	sp|Q9NWM3|CUED1_HUMAN	tr|A0A1A6HZI0|A0A1A6HZI0_NEOLE
OG0007324	sp|Q9NYI0|PSD3_HUMAN	tr|A0A1A6FYH2|A0A1A6FYH2_NEOLE
OG0007325	sp|Q9UL54|TAOK2_HUMAN	tr|A0A1A6FUE5|A0A1A6FUE5_NEOLE
OG0007326	sp|Q9ULT6|ZNRF3_HUMAN	tr|A0A1A6HBA3|A0A1A6HBA3_NEOLE
OG0007327	sp|Q9Y2Z2|MTO1_HUMAN	tr|A0A1A6FV66|A0A1A6FV66_NEOLE
OG0007328	sp|Q9Y5J7|TIM9_HUMAN	tr|A0A1A6HWL3|A0A1A6HWL3_NEOLE
OG0007329	sp|Q9Y6K8|KAD5_HUMAN	tr|A0A1A6GGM7|A0A1A6GGM7_NEOLE
OG0007330	sp|A2RUH7|MBPHL_HUMAN	tr|A0A1A6GHH8|A0A1A6GHH8_NEOLE
OG0007331	sp|O43313|ATMIN_HUMAN	tr|A0A1A6HAT1|A0A1A6HAT1_NEOLE
OG0007332	sp|O75533|SF3B1_HUMAN	tr|A0A1A6HE18|A0A1A6HE18_NEOLE
OG0007333	sp|P08913|ADA2A_HUMAN	tr|A0A1A6GZT4|A0A1A6GZT4_NEOLE
OG0007334	sp|P0DP57|SLUR2_HUMAN	tr|A0A1A6GG55|A0A1A6GG55_NEOLE
OG0007335	sp|P18827|SDC1_HUMAN	tr|A0A1A6FVB9|A0A1A6FVB9_NEOLE
OG0007336	sp|P20645|MPRD_HUMAN	tr|A0A1A6FW27|A0A1A6FW27_NEOLE
OG0007337	sp|P25205|MCM3_HUMAN	tr|A0A1A6GDE1|A0A1A6GDE1_NEOLE
OG0007338	sp|P29965|CD40L_HUMAN	tr|A0A1A6GSA8|A0A1A6GSA8_NEOLE
OG0007339	sp|P46060|RAGP1_HUMAN	tr|A0A1A6GRN5|A0A1A6GRN5_NEOLE
OG0007340	sp|P51813|BMX_HUMAN	tr|A0A1A6GYN3|A0A1A6GYN3_NEOLE
OG0007341	sp|P56177|DLX1_HUMAN	tr|A0A1A6GXD1|A0A1A6GXD1_NEOLE
OG0007342	sp|P57738|TCTA_HUMAN	tr|A0A1A6H0F2|A0A1A6H0F2_NEOLE
OG0007343	sp|Q01453|PMP22_HUMAN	tr|A0A1A6GQ75|A0A1A6GQ75_NEOLE
OG0007344	sp|Q02930|CREB5_HUMAN	tr|A0A1A6HHP0|A0A1A6HHP0_NEOLE
OG0007345	sp|Q16610|ECM1_HUMAN	tr|A0A1A6HLT6|A0A1A6HLT6_NEOLE
OG0007346	sp|Q19AV6|ZSWM7_HUMAN	tr|A0A1A6G500|A0A1A6G500_NEOLE
OG0007347	sp|Q3MJ16|PA24E_HUMAN	tr|A0A1A6HWR0|A0A1A6HWR0_NEOLE
OG0007348	sp|Q5M775|CYTSB_HUMAN	tr|A0A1A6G3M9|A0A1A6G3M9_NEOLE
OG0007349	sp|Q6ICB0|DESI1_HUMAN	tr|A0A1A6GT48|A0A1A6GT48_NEOLE
OG0007350	sp|Q6KB66|K2C80_HUMAN	tr|A0A1A6HTN0|A0A1A6HTN0_NEOLE
OG0007351	sp|Q6UUV7|CRTC3_HUMAN	tr|A0A1A6G3A4|A0A1A6G3A4_NEOLE
OG0007352	sp|Q6ZSS7|MFSD6_HUMAN	tr|A0A1A6HES7|A0A1A6HES7_NEOLE
OG0007353	sp|Q7L8C5|SYT13_HUMAN	tr|A0A1A6GT99|A0A1A6GT99_NEOLE
OG0007354	sp|Q7Z4G4|TRM11_HUMAN	tr|A0A1A6GJB1|A0A1A6GJB1_NEOLE
OG0007356	sp|Q86X55|CARM1_HUMAN	tr|A0A1A6HLW8|A0A1A6HLW8_NEOLE
OG0007357	sp|Q8IV01|SYT12_HUMAN	tr|A0A1A6H3G7|A0A1A6H3G7_NEOLE
OG0007358	sp|Q8IY45|AMN1_HUMAN	tr|A0A1A6FZW0|A0A1A6FZW0_NEOLE
OG0007359	sp|Q8IZ20|ZN683_HUMAN	tr|A0A1A6GCL3|A0A1A6GCL3_NEOLE
OG0007360	sp|Q8N6V9|TEX9_HUMAN	tr|A0A1A6HGK5|A0A1A6HGK5_NEOLE
OG0007361	sp|Q8N9M1|CS047_HUMAN	tr|A0A1A6FWH7|A0A1A6FWH7_NEOLE
OG0007362	sp|Q8NBN7|RDH13_HUMAN	tr|A0A1A6HCT6|A0A1A6HCT6_NEOLE
OG0007363	sp|Q8NCS4|TM35B_HUMAN	tr|A0A1A6G242|A0A1A6G242_NEOLE
OG0007364	sp|Q8TB73|NDNF_HUMAN	tr|A0A1A6HVN8|A0A1A6HVN8_NEOLE
OG0007365	sp|Q8TF46|DI3L1_HUMAN	tr|A0A1A6GL92|A0A1A6GL92_NEOLE
OG0007366	sp|Q92985|IRF7_HUMAN	tr|A0A1A6GXI8|A0A1A6GXI8_NEOLE
OG0007367	sp|Q969V4|TEKT1_HUMAN	tr|A0A1A6GTB5|A0A1A6GTB5_NEOLE
OG0007368	sp|Q96I13|ABHD8_HUMAN	tr|A0A1A6FWS9|A0A1A6FWS9_NEOLE
OG0007369	sp|Q96PN6|ADCYA_HUMAN	tr|A0A1A6GYI4|A0A1A6GYI4_NEOLE
OG0007370	sp|Q99547|MPH6_HUMAN	tr|A0A1A6HWA4|A0A1A6HWA4_NEOLE
OG0007371	sp|Q99575|POP1_HUMAN	tr|A0A1A6FWC4|A0A1A6FWC4_NEOLE
OG0007372	sp|Q9BT81|SOX7_HUMAN	tr|A0A1A6GLK0|A0A1A6GLK0_NEOLE
OG0007373	sp|Q9BU79|TM243_HUMAN	tr|A0A1A6GQ08|A0A1A6GQ08_NEOLE
OG0007374	sp|Q9BUV0|RSRP1_HUMAN	tr|A0A1A6GBL2|A0A1A6GBL2_NEOLE
OG0007375	sp|Q9H9E3|COG4_HUMAN	tr|A0A1A6HSX9|A0A1A6HSX9_NEOLE
OG0007376	sp|Q9HAI6|TASL_HUMAN	tr|A0A1A6H518|A0A1A6H518_NEOLE
OG0007377	sp|Q9HCJ6|VAT1L_HUMAN	tr|A0A1A6FVC1|A0A1A6FVC1_NEOLE
OG0007378	sp|Q9NXR8|ING3_HUMAN	tr|A0A1A6HGG1|A0A1A6HGG1_NEOLE
OG0007379	sp|Q9P246|STIM2_HUMAN	tr|A0A1A6HPP8|A0A1A6HPP8_NEOLE
OG0007380	sp|Q9UJY1|HSPB8_HUMAN	tr|A0A1A6GRM2|A0A1A6GRM2_NEOLE
OG0007381	sp|Q9ULJ6|ZMIZ1_HUMAN	tr|A0A1A6H8K0|A0A1A6H8K0_NEOLE
OG0007382	sp|Q9Y4F5|C170B_HUMAN	tr|A0A1A6GIY5|A0A1A6GIY5_NEOLE
OG0007383	sp|A6ND36|FA83G_HUMAN	tr|A0A1A6GFY3|A0A1A6GFY3_NEOLE
OG0007384	sp|A6NI56|CC154_HUMAN	tr|A0A1A6HET5|A0A1A6HET5_NEOLE
OG0007385	sp|A6NIK2|LR10B_HUMAN	tr|A0A1A6G065|A0A1A6G065_NEOLE
OG0007386	sp|O60337|MARH6_HUMAN	tr|A0A1A6GF58|A0A1A6GF58_NEOLE
OG0007387	sp|P00749|UROK_HUMAN	tr|A0A1A6HWH9|A0A1A6HWH9_NEOLE
OG0007388	sp|P14136|GFAP_HUMAN	tr|A0A1A6FYG1|A0A1A6FYG1_NEOLE
OG0007389	sp|P17676|CEBPB_HUMAN	tr|A0A1A6GHV9|A0A1A6GHV9_NEOLE
OG0007390	sp|P19823|ITIH2_HUMAN	tr|A0A1A6HJI3|A0A1A6HJI3_NEOLE
OG0007391	sp|P34925|RYK_HUMAN	tr|A0A1A6GX01|A0A1A6GX01_NEOLE
OG0007392	sp|P35318|ADML_HUMAN	tr|A0A1A6GKL9|A0A1A6GKL9_NEOLE
OG0007393	sp|P49788|TIG1_HUMAN	tr|A0A1A6GYL8|A0A1A6GYL8_NEOLE
OG0007394	sp|Q08AD1|CAMP2_HUMAN	tr|A0A1A6HK99|A0A1A6HK99_NEOLE
OG0007395	sp|Q12931|TRAP1_HUMAN	tr|A0A1A6GXM4|A0A1A6GXM4_NEOLE
OG0007396	sp|Q13487|SNPC2_HUMAN	tr|A0A1A6GFS7|A0A1A6GFS7_NEOLE
OG0007397	sp|Q2M3G4|SHRM1_HUMAN	tr|A0A1A6GH74|A0A1A6GH74_NEOLE
OG0007398	sp|Q5JT82|KLF17_HUMAN	tr|A0A1A6GW65|A0A1A6GW65_NEOLE
OG0007399	sp|Q5T3F8|CSCL2_HUMAN	tr|A0A1A6FXU1|A0A1A6FXU1_NEOLE
OG0007400	sp|Q6P387|CP046_HUMAN	tr|A0A1A6H8U5|A0A1A6H8U5_NEOLE
OG0007401	sp|Q7Z7L7|ZER1_HUMAN	tr|A0A1A6HS05|A0A1A6HS05_NEOLE
OG0007402	sp|Q8IXR9|CL056_HUMAN	tr|A0A1A6HS99|A0A1A6HS99_NEOLE
OG0007403	sp|Q8N129|CNPY4_HUMAN	tr|A0A1A6HQJ5|A0A1A6HQJ5_NEOLE
OG0007404	sp|Q8N271|PROM2_HUMAN	tr|A0A1A6HGX8|A0A1A6HGX8_NEOLE
OG0007405	sp|Q8N468|MFD4A_HUMAN	tr|A0A1A6HXM0|A0A1A6HXM0_NEOLE
OG0007406	sp|Q8NHP6|MSPD2_HUMAN	tr|A0A1A6GZL9|A0A1A6GZL9_NEOLE
OG0007407	sp|Q8NI60|COQ8A_HUMAN	tr|A0A1A6HKV4|A0A1A6HKV4_NEOLE
OG0007408	sp|Q8TBB6|S7A14_HUMAN	tr|A0A1A6GES3|A0A1A6GES3_NEOLE
OG0007409	sp|Q8TCX1|DC2L1_HUMAN	tr|A0A1A6GY53|A0A1A6GY53_NEOLE
OG0007410	sp|Q92802|N42L2_HUMAN	tr|A0A1A6GR96|A0A1A6GR96_NEOLE
OG0007411	sp|Q969Q6|P2R3C_HUMAN	tr|A0A1A6HY63|A0A1A6HY63_NEOLE
OG0007412	sp|Q96KK3|KCNS1_HUMAN	tr|A0A1A6HJH5|A0A1A6HJH5_NEOLE
OG0007413	sp|Q96Q45|TM237_HUMAN	tr|A0A1A6H2W8|A0A1A6H2W8_NEOLE
OG0007414	sp|Q96S79|RSLAB_HUMAN	tr|A0A1A6HEA2|A0A1A6HEA2_NEOLE
OG0007415	sp|Q99684|GFI1_HUMAN	tr|A0A1A6HX22|A0A1A6HX22_NEOLE
OG0007416	sp|Q9BRK4|LZTS2_HUMAN	tr|A0A1A6GT49|A0A1A6GT49_NEOLE
OG0007417	sp|Q9BV90|SNR25_HUMAN	tr|A0A1A6H6Z6|A0A1A6H6Z6_NEOLE
OG0007418	sp|Q9H706|GARE1_HUMAN	tr|A0A1A6H5L6|A0A1A6H5L6_NEOLE
OG0007419	sp|Q9HBG6|IF122_HUMAN	tr|A0A1A6GG94|A0A1A6GG94_NEOLE
OG0007420	sp|Q9HBH0|RHOF_HUMAN	tr|A0A1A6HMA1|A0A1A6HMA1_NEOLE
OG0007421	sp|Q9HCE0|EPG5_HUMAN	tr|A0A1A6H2X5|A0A1A6H2X5_NEOLE
OG0007422	sp|Q9NRZ9|HELLS_HUMAN	tr|A0A1A6HQ89|A0A1A6HQ89_NEOLE
OG0007423	sp|Q9NVP4|DZAN1_HUMAN	tr|A0A1A6HEX5|A0A1A6HEX5_NEOLE
OG0007424	sp|Q9P0W8|SPAT7_HUMAN	tr|A0A1A6HWJ6|A0A1A6HWJ6_NEOLE
OG0007425	sp|Q9UI15|TAGL3_HUMAN	tr|A0A1A6G0P4|A0A1A6G0P4_NEOLE
OG0007426	sp|Q9UJT9|FBXL7_HUMAN	tr|A0A1A6FYB4|A0A1A6FYB4_NEOLE
OG0007427	sp|Q9ULL5|PRR12_HUMAN	tr|A0A1A6H797|A0A1A6H797_NEOLE
OG0007428	sp|Q9Y3B8|ORN_HUMAN	tr|A0A1A6HSL9|A0A1A6HSL9_NEOLE
OG0007429	sp|Q9Y4Z2|NGN3_HUMAN	tr|A0A1A6FV41|A0A1A6FV41_NEOLE
OG0007430	sp|Q9Y5X1|SNX9_HUMAN	tr|A0A1A6FVU2|A0A1A6FVU2_NEOLE
OG0007431	sp|A4GXA9|EME2_HUMAN	tr|A0A1A6HDU3|A0A1A6HDU3_NEOLE
OG0007432	sp|A8MPS7|YDJC_HUMAN	tr|A0A1A6GCQ7|A0A1A6GCQ7_NEOLE
OG0007433	sp|O14562|UBFD1_HUMAN	tr|A0A1A6H960|A0A1A6H960_NEOLE
OG0007434	sp|O14957|QCR10_HUMAN	tr|A0A1A6HA83|A0A1A6HA83_NEOLE
OG0007435	sp|O43763|TLX2_HUMAN	tr|A0A1A6FWK5|A0A1A6FWK5_NEOLE
OG0007436	sp|O60287|NPA1P_HUMAN	tr|A0A1A6HWC9|A0A1A6HWC9_NEOLE
OG0007437	sp|O60635|TSN1_HUMAN	tr|A0A1A6GX26|A0A1A6GX26_NEOLE
OG0007438	sp|O60716|CTND1_HUMAN	tr|A0A1A6HIY7|A0A1A6HIY7_NEOLE
OG0007439	sp|O94886|CSCL1_HUMAN	tr|A0A1A6G4B7|A0A1A6G4B7_NEOLE
OG0007440	sp|P10073|ZSC22_HUMAN	tr|A0A1A6GVY9|A0A1A6GVY9_NEOLE
OG0007441	sp|P20823|HNF1A_HUMAN	tr|A0A1A6HQR7|A0A1A6HQR7_NEOLE
OG0007442	sp|P30411|BKRB2_HUMAN	tr|A0A1A6GT47|A0A1A6GT47_NEOLE
OG0007443	sp|P37059|DHB2_HUMAN	tr|A0A1A6HW95|A0A1A6HW95_NEOLE
OG0007444	sp|P53618|COPB_HUMAN	tr|A0A1A6HPF6|A0A1A6HPF6_NEOLE
OG0007445	sp|P56962|STX17_HUMAN	tr|A0A1A6GG39|A0A1A6GG39_NEOLE
OG0007446	sp|P57737|CORO7_HUMAN	tr|A0A1A6GNX1|A0A1A6GNX1_NEOLE
OG0007447	sp|P60006|APC15_HUMAN	tr|A0A1A6HAL5|A0A1A6HAL5_NEOLE
OG0007448	sp|P62993|GRB2_HUMAN	tr|A0A1A6G472|A0A1A6G472_NEOLE
OG0007449	sp|P78312|F193A_HUMAN	tr|A0A1A6HB52|A0A1A6HB52_NEOLE
OG0007450	sp|Q02447|SP3_HUMAN	tr|A0A1A6HLE5|A0A1A6HLE5_NEOLE
OG0007451	sp|Q13057|COASY_HUMAN	tr|A0A1A6GL55|A0A1A6GL55_NEOLE
OG0007452	sp|Q13261|I15RA_HUMAN	tr|A0A1A6G2C2|A0A1A6G2C2_NEOLE
OG0007453	sp|Q13601|KRR1_HUMAN	tr|A0A1A6HLZ0|A0A1A6HLZ0_NEOLE
OG0007454	sp|Q13886|KLF9_HUMAN	tr|A0A1A6H0Y9|A0A1A6H0Y9_NEOLE
OG0007455	sp|Q149N8|SHPRH_HUMAN	tr|A0A1A6H104|A0A1A6H104_NEOLE
OG0007456	sp|Q2LD37|K1109_HUMAN	tr|A0A1A6GC23|A0A1A6GC23_NEOLE
OG0007457	sp|Q504U0|CD046_HUMAN	tr|A0A1A6FUI7|A0A1A6FUI7_NEOLE
OG0007458	sp|Q5TBE3|CI153_HUMAN	tr|A0A1A6H271|A0A1A6H271_NEOLE
OG0007459	sp|Q6P1N9|TATD1_HUMAN	tr|A0A1A6GE81|A0A1A6GE81_NEOLE
OG0007460	sp|Q7Z4H3|HDDC2_HUMAN	tr|A0A1A6GPU0|A0A1A6GPU0_NEOLE
OG0007461	sp|Q7Z5G4|GOGA7_HUMAN	tr|A0A1A6GLK1|A0A1A6GLK1_NEOLE
OG0007462	sp|Q86WC4|OSTM1_HUMAN	tr|A0A1A6FXG1|A0A1A6FXG1_NEOLE
OG0007463	sp|Q86YM7|HOME1_HUMAN	tr|A0A1A6FUF7|A0A1A6FUF7_NEOLE
OG0007464	sp|Q8N4U5|T11L2_HUMAN	tr|A0A1A6HQM6|A0A1A6HQM6_NEOLE
OG0007465	sp|Q8NCQ5|FBX15_HUMAN	tr|A0A1A6GUA4|A0A1A6GUA4_NEOLE
OG0007466	sp|Q8NCW0|KREM2_HUMAN	tr|A0A1A6H8R7|A0A1A6H8R7_NEOLE
OG0007467	sp|Q8NGX9|OR6P1_HUMAN	tr|A0A1A6GJX7|A0A1A6GJX7_NEOLE
OG0007468	sp|Q8WUN7|UBTD2_HUMAN	tr|A0A1A6G1T2|A0A1A6G1T2_NEOLE
OG0007469	sp|Q92542|NICA_HUMAN	tr|A0A1A6HDR7|A0A1A6HDR7_NEOLE
OG0007470	sp|Q92543|SNX19_HUMAN	tr|A0A1A6HHU5|A0A1A6HHU5_NEOLE
OG0007471	sp|Q969E3|UCN3_HUMAN	tr|A0A1A6G009|A0A1A6G009_NEOLE
OG0007472	sp|Q96PX1|RN157_HUMAN	tr|A0A1A6H461|A0A1A6H461_NEOLE
OG0007473	sp|Q96ST8|CEP89_HUMAN	tr|A0A1A6HF42|A0A1A6HF42_NEOLE
OG0007474	sp|Q9BRT9|SLD5_HUMAN	tr|A0A1A6GGT5|A0A1A6GGT5_NEOLE
OG0007475	sp|Q9BWV1|BOC_HUMAN	tr|A0A1A6H2Q7|A0A1A6H2Q7_NEOLE
OG0007476	sp|Q9BXX0|EMIL2_HUMAN	tr|A0A1A6HCM1|A0A1A6HCM1_NEOLE
OG0007477	sp|Q9BYT1|S17A9_HUMAN	tr|A0A1A6FTM9|A0A1A6FTM9_NEOLE
OG0007478	sp|Q9BZZ2|SN_HUMAN	tr|A0A1A6H541|A0A1A6H541_NEOLE
OG0007479	sp|Q9H477|RBSK_HUMAN	tr|A0A1A6H8T6|A0A1A6H8T6_NEOLE
OG0007480	sp|Q9NPI0|TM138_HUMAN	tr|A0A1A6FXW2|A0A1A6FXW2_NEOLE
OG0007481	sp|Q9NRA0|SPHK2_HUMAN	tr|A0A1A6G2C7|A0A1A6G2C7_NEOLE
OG0007482	sp|Q9NYF0|DACT1_HUMAN	tr|A0A1A6HXA5|A0A1A6HXA5_NEOLE
OG0007483	sp|Q9P2R3|ANFY1_HUMAN	tr|A0A1A6GS60|A0A1A6GS60_NEOLE
OG0007484	sp|Q9UBG7|RBPJL_HUMAN	tr|A0A1A6HUC2|A0A1A6HUC2_NEOLE
OG0007485	sp|Q9UPQ0|LIMC1_HUMAN	tr|A0A1A6GTY0|A0A1A6GTY0_NEOLE
OG0007486	sp|Q9UPV7|PHF24_HUMAN	tr|A0A1A6GN29|A0A1A6GN29_NEOLE
OG0007487	sp|Q9Y5K5|UCHL5_HUMAN	tr|A0A1A6HP57|A0A1A6HP57_NEOLE
OG0007489	sp|A8MV65|VGLL3_HUMAN	tr|A0A1A6HUE8|A0A1A6HUE8_NEOLE
OG0007490	sp|A8MX34|KR291_HUMAN	tr|A0A1A6GGA8|A0A1A6GGA8_NEOLE
OG0007491	sp|C9JLW8|MCRI1_HUMAN	tr|A0A1A6H021|A0A1A6H021_NEOLE
OG0007492	sp|C9JTQ0|ANR63_HUMAN	tr|A0A1A6H4Q2|A0A1A6H4Q2_NEOLE
OG0007493	sp|O00189|AP4M1_HUMAN	tr|A0A1A6HQG4|A0A1A6HQG4_NEOLE
OG0007494	sp|O15551|CLD3_HUMAN	tr|A0A1A6FW20|A0A1A6FW20_NEOLE
OG0007495	sp|O43164|PJA2_HUMAN	tr|A0A1A6GUB2|A0A1A6GUB2_NEOLE
OG0007496	sp|O43493|TGON2_HUMAN	tr|A0A1A6HU30|A0A1A6HU30_NEOLE
OG0007497	sp|O60237|MYPT2_HUMAN	tr|A0A1A6GWW8|A0A1A6GWW8_NEOLE
OG0007498	sp|O60245|PCDH7_HUMAN	tr|A0A1A6GCG8|A0A1A6GCG8_NEOLE
OG0007499	sp|O75635|SPB7_HUMAN	tr|A0A1A6GC74|A0A1A6GC74_NEOLE
OG0007500	sp|O94876|TMCC1_HUMAN	tr|A0A1A6GGH4|A0A1A6GGH4_NEOLE
OG0007501	sp|O95786|DDX58_HUMAN	tr|A0A1A6GP03|A0A1A6GP03_NEOLE
OG0007502	sp|P02511|CRYAB_HUMAN	tr|A0A1A6HXV9|A0A1A6HXV9_NEOLE
OG0007503	sp|P30990|NEUT_HUMAN	tr|A0A1A6HB38|A0A1A6HB38_NEOLE
OG0007504	sp|P41231|P2RY2_HUMAN	tr|A0A1A6GI93|A0A1A6GI93_NEOLE
OG0007505	sp|P49335|PO3F4_HUMAN	tr|A0A1A6GTQ2|A0A1A6GTQ2_NEOLE
OG0007506	sp|P52198|RND2_HUMAN	tr|A0A1A6GMH4|A0A1A6GMH4_NEOLE
OG0007507	sp|P55771|PAX9_HUMAN	tr|A0A1A6FVZ0|A0A1A6FVZ0_NEOLE
OG0007508	sp|Q12923|PTN13_HUMAN	tr|A0A1A6FWA6|A0A1A6FWA6_NEOLE
OG0007509	sp|Q13239|SLAP1_HUMAN	tr|A0A1A6HPW4|A0A1A6HPW4_NEOLE
OG0007510	sp|Q15527|SURF2_HUMAN	tr|A0A1A6HV79|A0A1A6HV79_NEOLE
OG0007511	sp|Q2M2E3|ODFP4_HUMAN	tr|A0A1A6GMS1|A0A1A6GMS1_NEOLE
OG0007512	sp|Q5BKX8|CAVN4_HUMAN	tr|A0A1A6HDP3|A0A1A6HDP3_NEOLE
OG0007513	sp|Q5HYA8|MKS3_HUMAN	tr|A0A1A6FVR6|A0A1A6FVR6_NEOLE
OG0007515	sp|Q5T447|HECD3_HUMAN	tr|A0A1A6HZU9|A0A1A6HZU9_NEOLE
OG0007516	sp|Q5XG87|PAPD7_HUMAN	tr|A0A1A6HXE6|A0A1A6HXE6_NEOLE
OG0007517	sp|Q6ZMY3|SPOC1_HUMAN	tr|A0A1A6HCK6|A0A1A6HCK6_NEOLE
OG0007518	sp|Q6ZSR9|YJ005_HUMAN	tr|A0A1A6GF55|A0A1A6GF55_NEOLE
OG0007520	sp|Q8NEE6|DRC6_HUMAN	tr|A0A1A6G094|A0A1A6G094_NEOLE
OG0007521	sp|Q8TCT9|HM13_HUMAN	tr|A0A1A6GQF3|A0A1A6GQF3_NEOLE
OG0007522	sp|Q8WX39|LCN9_HUMAN	tr|A0A1A6HAN4|A0A1A6HAN4_NEOLE
OG0007523	sp|Q969F2|NKD2_HUMAN	tr|A0A1A6HT60|A0A1A6HT60_NEOLE
OG0007524	sp|Q96EL2|RT24_HUMAN	tr|A0A1A6FVW3|A0A1A6FVW3_NEOLE
OG0007525	sp|Q96KQ4|ASPP1_HUMAN	tr|A0A1A6GK23|A0A1A6GK23_NEOLE
OG0007526	sp|Q99558|M3K14_HUMAN	tr|A0A1A6FYD0|A0A1A6FYD0_NEOLE
OG0007527	sp|Q99627|CSN8_HUMAN	tr|A0A1A6HWD5|A0A1A6HWD5_NEOLE
OG0007528	sp|Q9BVV2|FND11_HUMAN	tr|A0A1A6HKW8|A0A1A6HKW8_NEOLE
OG0007529	sp|Q9C099|LRCC1_HUMAN	tr|A0A1A6GUY6|A0A1A6GUY6_NEOLE
OG0007530	sp|Q9H078|CLPB_HUMAN	tr|A0A1A6FV09|A0A1A6FV09_NEOLE
OG0007531	sp|Q9P2F9|ZN319_HUMAN	tr|A0A1A6HC53|A0A1A6HC53_NEOLE
OG0007532	sp|Q9P2G4|MAP10_HUMAN	tr|A0A1A6GS48|A0A1A6GS48_NEOLE
OG0007533	sp|Q9UJ72|ANX10_HUMAN	tr|A0A1A6H5Q0|A0A1A6H5Q0_NEOLE
OG0007534	sp|Q9ULR0|ISY1_HUMAN	tr|A0A1A6HSH5|A0A1A6HSH5_NEOLE
OG0007535	sp|Q9Y2L9|LRCH1_HUMAN	tr|A0A1A6H6Y3|A0A1A6H6Y3_NEOLE
OG0007536	sp|Q9Y5W7|SNX14_HUMAN	tr|A0A1A6H925|A0A1A6H925_NEOLE
OG0007537	tr|B7ZLF3|B7ZLF3_HUMAN	tr|A0A1A6HDK6|A0A1A6HDK6_NEOLE
OG0007538	sp|O14745|NHRF1_HUMAN	tr|A0A1A6GFX2|A0A1A6GFX2_NEOLE
OG0007539	sp|O43581|SYT7_HUMAN	tr|A0A1A6FYV5|A0A1A6FYV5_NEOLE
OG0007540	sp|O43593|HAIR_HUMAN	tr|A0A1A6H3V6|A0A1A6H3V6_NEOLE
OG0007541	sp|O75381|PEX14_HUMAN	tr|A0A1A6HC51|A0A1A6HC51_NEOLE
OG0007542	sp|O95985|TOP3B_HUMAN	tr|A0A1A6HYR5|A0A1A6HYR5_NEOLE
OG0007543	sp|O96017|CHK2_HUMAN	tr|A0A1A6GQL5|A0A1A6GQL5_NEOLE
OG0007544	sp|P09525|ANXA4_HUMAN	tr|A0A1A6HS20|A0A1A6HS20_NEOLE
OG0007545	sp|P13521|SCG2_HUMAN	tr|A0A1A6HPT6|A0A1A6HPT6_NEOLE
OG0007546	sp|P25116|PAR1_HUMAN	tr|A0A1A6HVV2|A0A1A6HVV2_NEOLE
OG0007547	sp|P51572|BAP31_HUMAN	tr|A0A1A6HJK8|A0A1A6HJK8_NEOLE
OG0007548	sp|P51825|AFF1_HUMAN	tr|A0A1A6FXG2|A0A1A6FXG2_NEOLE
OG0007550	sp|Q16560|U1SBP_HUMAN	tr|A0A1A6GRJ7|A0A1A6GRJ7_NEOLE
OG0007551	sp|Q16665|HIF1A_HUMAN	tr|A0A1A6HCK3|A0A1A6HCK3_NEOLE
OG0007552	sp|Q4G0M1|ERFE_HUMAN	tr|A0A1A6GFI0|A0A1A6GFI0_NEOLE
OG0007553	sp|Q4KMQ1|TPRN_HUMAN	tr|A0A1A6GRZ1|A0A1A6GRZ1_NEOLE
