Orthogroup	Homo_sapiens	Tupaia_chinensis
OG0004109	sp|Q9UJX5|APC4_HUMAN	tr|L9KEW6|L9KEW6_TUPCH
OG0004110	sp|Q9Y252|RNF6_HUMAN	tr|L8Y3F9|L8Y3F9_TUPCH
OG0004111	sp|Q9Y4C8|RBM19_HUMAN	tr|L9KMJ6|L9KMJ6_TUPCH
OG0004112	sp|O00453|LST1_HUMAN	tr|L9KGI0|L9KGI0_TUPCH
OG0004113	sp|O14544|SOCS6_HUMAN	tr|L9KWA2|L9KWA2_TUPCH
OG0004114	sp|O14929|HAT1_HUMAN	tr|L9L9I3|L9L9I3_TUPCH
OG0004115	sp|O15117|FYB1_HUMAN	tr|L9JSZ5|L9JSZ5_TUPCH
OG0004116	sp|O15230|LAMA5_HUMAN	tr|L9JIH0|L9JIH0_TUPCH
OG0004117	sp|O43240|KLK10_HUMAN	tr|L9L1T3|L9L1T3_TUPCH
OG0004118	sp|O43555|GON2_HUMAN	tr|L8Y981|L8Y981_TUPCH
OG0004119	sp|O43847|NRDC_HUMAN	tr|L9KSK9|L9KSK9_TUPCH
OG0004121	sp|O95436|NPT2B_HUMAN	tr|L9KJS1|L9KJS1_TUPCH
OG0004122	sp|O95445|APOM_HUMAN	tr|L9KGI6|L9KGI6_TUPCH
OG0004123	sp|P19801|AOC1_HUMAN	tr|L9KQ10|L9KQ10_TUPCH
OG0004124	sp|P35212|CXA4_HUMAN	tr|L9JDB3|L9JDB3_TUPCH
OG0004125	sp|P36952|SPB5_HUMAN	tr|L9L820|L9L820_TUPCH
OG0004126	sp|P49821|NDUV1_HUMAN	tr|L8Y3J8|L8Y3J8_TUPCH
OG0004127	sp|P60484|PTEN_HUMAN	tr|L9KZU4|L9KZU4_TUPCH
OG0004128	sp|P78334|GBRE_HUMAN	tr|L8Y991|L8Y991_TUPCH
OG0004129	sp|Q01954|BNC1_HUMAN	tr|L9KIT9|L9KIT9_TUPCH
OG0004130	sp|Q04837|SSBP_HUMAN	tr|L9L0W8|L9L0W8_TUPCH
OG0004131	sp|Q07912|ACK1_HUMAN	tr|L9JKY9|L9JKY9_TUPCH
OG0004132	sp|Q13371|PHLP_HUMAN	tr|L9JE07|L9JE07_TUPCH
OG0004133	sp|Q15834|CC85B_HUMAN	tr|L9KVD3|L9KVD3_TUPCH
OG0004134	sp|Q15848|ADIPO_HUMAN	tr|L8Y336|L8Y336_TUPCH
OG0004135	sp|Q53GD3|CTL4_HUMAN	tr|L9KGL7|L9KGL7_TUPCH
OG0004136	sp|Q5GLZ8|HERC4_HUMAN	tr|L9KSI4|L9KSI4_TUPCH
OG0004137	sp|Q5JR12|PPM1J_HUMAN	tr|L9KS01|L9KS01_TUPCH
OG0004138	sp|Q5VTJ3|KLD7A_HUMAN	tr|L9L048|L9L048_TUPCH
OG0004139	sp|Q6P6B7|ANR16_HUMAN	tr|L9KRD4|L9KRD4_TUPCH
OG0004140	sp|Q6P9H4|CNKR3_HUMAN	tr|L9LFU8|L9LFU8_TUPCH
OG0004141	sp|Q6ZT98|TTLL7_HUMAN	tr|L9KRR4|L9KRR4_TUPCH
OG0004142	sp|Q7Z7G8|VP13B_HUMAN	tr|L9JEL5|L9JEL5_TUPCH
OG0004143	sp|Q8IZ73|RUSD2_HUMAN	tr|L9JC64|L9JC64_TUPCH
OG0004144	sp|Q8N4C7|STX19_HUMAN	tr|L9LG71|L9LG71_TUPCH
OG0004145	sp|Q8NEC7|GSTCD_HUMAN	tr|L9KMW0|L9KMW0_TUPCH
OG0004146	sp|Q8NFR7|CC148_HUMAN	tr|L8Y2U3|L8Y2U3_TUPCH
OG0004147	sp|Q8TE54|S26A7_HUMAN	tr|L9JBC2|L9JBC2_TUPCH
OG0004148	sp|Q96CM4|NXNL1_HUMAN	tr|L9KWI8|L9KWI8_TUPCH
OG0004149	sp|Q96DC8|ECHD3_HUMAN	tr|L9KRA0|L9KRA0_TUPCH
OG0004150	sp|Q96FF7|MISP3_HUMAN	tr|L8YID7|L8YID7_TUPCH
OG0004151	sp|Q96JM3|CHAP1_HUMAN	tr|L9JAA8|L9JAA8_TUPCH
OG0004152	sp|Q99807|COQ7_HUMAN	tr|L9KXN2|L9KXN2_TUPCH
OG0004153	sp|Q9BVV7|TIM21_HUMAN	tr|L8Y3B2|L8Y3B2_TUPCH
OG0004154	sp|Q9BXI6|TB10A_HUMAN	tr|L9KV17|L9KV17_TUPCH
OG0004155	sp|Q9H013|ADA19_HUMAN	tr|L8YBF4|L8YBF4_TUPCH
OG0004156	sp|Q9NRD0|FBX8_HUMAN	tr|L9KZ10|L9KZ10_TUPCH
OG0004157	sp|Q9NRQ2|PLS4_HUMAN	tr|L8XZX7|L8XZX7_TUPCH
OG0004158	sp|Q9NRU3|CNNM1_HUMAN	tr|L9JG40|L9JG40_TUPCH
OG0004159	sp|Q9NUZ1|ACOXL_HUMAN	tr|L9JM53|L9JM53_TUPCH
OG0004160	sp|Q9NWD8|TM248_HUMAN	tr|L9KF78|L9KF78_TUPCH
OG0004161	sp|Q9NYJ7|DLL3_HUMAN	tr|L9LCI6|L9LCI6_TUPCH
OG0004162	sp|Q9ULE4|F184B_HUMAN	tr|L9J9Q2|L9J9Q2_TUPCH
OG0004163	sp|Q9Y251|HPSE_HUMAN	tr|L9KN37|L9KN37_TUPCH
OG0004164	sp|O00458|IFRD1_HUMAN	tr|L9KRI9|L9KRI9_TUPCH
OG0004165	sp|O43283|M3K13_HUMAN	tr|L9J9E4|L9J9E4_TUPCH
OG0004166	sp|O43820|HYAL3_HUMAN	tr|L8Y2C6|L8Y2C6_TUPCH
OG0004167	sp|O94913|PCF11_HUMAN	tr|L9L2G9|L9L2G9_TUPCH
OG0004168	sp|O95182|NDUA7_HUMAN	tr|L9JA66|L9JA66_TUPCH
OG0004169	sp|P00395|COX1_HUMAN	tr|L9L2H1|L9L2H1_TUPCH
OG0004170	sp|P08648|ITA5_HUMAN	tr|L8Y2N0|L8Y2N0_TUPCH
OG0004171	sp|P24278|ZBT25_HUMAN	tr|L9L852|L9L852_TUPCH
OG0004172	sp|P30793|GCH1_HUMAN	tr|L9J9N7|L9J9N7_TUPCH
OG0004173	sp|P34096|RNAS4_HUMAN	tr|L8YFU5|L8YFU5_TUPCH
OG0004174	sp|P35713|SOX18_HUMAN	tr|L8Y8Q1|L8Y8Q1_TUPCH
OG0004175	sp|P39748|FEN1_HUMAN	tr|L8Y5K3|L8Y5K3_TUPCH
OG0004176	sp|P40123|CAP2_HUMAN	tr|L8YCJ3|L8YCJ3_TUPCH
OG0004177	sp|P54277|PMS1_HUMAN	tr|L9KVV4|L9KVV4_TUPCH
OG0004178	sp|P55196|AFAD_HUMAN	tr|L9L2U3|L9L2U3_TUPCH
OG0004179	sp|P56747|CLD6_HUMAN	tr|L8YA90|L8YA90_TUPCH
OG0004180	sp|P59190|RAB15_HUMAN	tr|L9L770|L9L770_TUPCH
OG0004181	sp|P62310|LSM3_HUMAN	tr|L9J8R9|L9J8R9_TUPCH
OG0004182	sp|Q13114|TRAF3_HUMAN	tr|L9J9C4|L9J9C4_TUPCH
OG0004183	sp|Q15256|PTPRR_HUMAN	tr|L9L3I6|L9L3I6_TUPCH
OG0004184	sp|Q15758|AAAT_HUMAN	tr|L9L7Q6|L9L7Q6_TUPCH
OG0004185	sp|Q3KNW5|SOAT_HUMAN	tr|L9L4U9|L9L4U9_TUPCH
OG0004186	sp|Q3V5L5|MGT5B_HUMAN	tr|L9L0J0|L9L0J0_TUPCH
OG0004187	sp|Q400G9|AMZ1_HUMAN	tr|L8Y451|L8Y451_TUPCH
OG0004188	sp|Q5JXM2|MET24_HUMAN	tr|L9JLQ5|L9JLQ5_TUPCH
OG0004189	sp|Q5M9N0|CD158_HUMAN	tr|L9L9X3|L9L9X3_TUPCH
OG0004190	sp|Q5T6J7|GNTK_HUMAN	tr|L9L126|L9L126_TUPCH
OG0004191	sp|Q6ZVN8|RGMC_HUMAN	tr|L9JHE6|L9JHE6_TUPCH
OG0004192	sp|Q7L3B6|CD37L_HUMAN	tr|L9KJZ5|L9KJZ5_TUPCH
OG0004193	sp|Q7RTS1|BHA15_HUMAN	tr|L9KQ41|L9KQ41_TUPCH
OG0004194	sp|Q86YT5|S13A5_HUMAN	tr|L8Y7N0|L8Y7N0_TUPCH
OG0004195	sp|Q8N5X7|IF4E3_HUMAN	tr|L9JDH3|L9JDH3_TUPCH
OG0004197	sp|Q8NGS4|O13F1_HUMAN	tr|L9K350|L9K350_TUPCH
OG0004198	sp|Q8TEA1|NSUN6_HUMAN	tr|L9JA34|L9JA34_TUPCH
OG0004199	sp|Q8WTQ4|CP078_HUMAN	tr|L9KF82|L9KF82_TUPCH
OG0004200	sp|Q8WUM9|S20A1_HUMAN	tr|L9JLW4|L9JLW4_TUPCH
OG0004201	sp|Q8WVJ2|NUDC2_HUMAN	tr|L9JJT6|L9JJT6_TUPCH
OG0004202	sp|Q8WXG9|AGRV1_HUMAN	tr|L9JP79|L9JP79_TUPCH
OG0004203	sp|Q92870|APBB2_HUMAN	tr|L8Y208|L8Y208_TUPCH
OG0004204	sp|Q92979|NEP1_HUMAN	tr|L8Y0J2|L8Y0J2_TUPCH
OG0004205	sp|Q96CP7|TLCD1_HUMAN	tr|L8YCL3|L8YCL3_TUPCH
OG0004206	sp|Q96JP9|CDHR1_HUMAN	tr|L9KSQ6|L9KSQ6_TUPCH
OG0004207	sp|Q96NS1|YPEL4_HUMAN	tr|L9J8H0|L9J8H0_TUPCH
OG0004208	sp|Q9BU19|ZN692_HUMAN	tr|L9KV68|L9KV68_TUPCH
OG0004209	sp|Q9BW04|SARG_HUMAN	tr|L9JBL1|L9JBL1_TUPCH
OG0004210	sp|Q9BWS9|CHID1_HUMAN	tr|L8YE06|L8YE06_TUPCH
OG0004211	sp|Q9P2J9|PDP2_HUMAN	tr|L9K1W4|L9K1W4_TUPCH
OG0004212	sp|Q9UHA3|RLP24_HUMAN	tr|L8YDL6|L8YDL6_TUPCH
OG0004213	sp|Q9ULQ1|TPC1_HUMAN	tr|L9KLU6|L9KLU6_TUPCH
OG0004214	sp|Q9UMS4|PRP19_HUMAN	tr|L8Y5A4|L8Y5A4_TUPCH
OG0004215	sp|Q9Y2B2|PIGL_HUMAN	tr|L9KJC2|L9KJC2_TUPCH
OG0004216	sp|A3KN83|SBNO1_HUMAN	tr|L9KRV4|L9KRV4_TUPCH
OG0004217	sp|O14512|SOCS7_HUMAN	tr|L8Y9J6|L8Y9J6_TUPCH
OG0004218	sp|O43529|CHSTA_HUMAN	tr|L8Y557|L8Y557_TUPCH
OG0004219	sp|O43548|TGM5_HUMAN	tr|L9JCN6|L9JCN6_TUPCH
OG0004220	sp|O43734|CIKS_HUMAN	tr|L9JIK1|L9JIK1_TUPCH
OG0004221	sp|O75056|SDC3_HUMAN	tr|L9JDJ0|L9JDJ0_TUPCH
OG0004222	sp|O75486|SUPT3_HUMAN	tr|L9KWU2|L9KWU2_TUPCH
OG0004223	sp|O75643|U520_HUMAN	tr|L8Y5L5|L8Y5L5_TUPCH
OG0004224	sp|O75648|MTU1_HUMAN	tr|L8Y8H1|L8Y8H1_TUPCH
OG0004225	sp|O94916|NFAT5_HUMAN	tr|L9JJ90|L9JJ90_TUPCH
OG0004226	sp|P13798|ACPH_HUMAN	tr|L8Y004|L8Y004_TUPCH
OG0004227	sp|P24390|ERD21_HUMAN	tr|L9JA64|L9JA64_TUPCH
OG0004228	sp|P28330|ACADL_HUMAN	tr|L9LDD1|L9LDD1_TUPCH
OG0004229	sp|P29034|S10A2_HUMAN	tr|L9J9P8|L9J9P8_TUPCH
OG0004230	sp|P30049|ATPD_HUMAN	tr|L8Y4L8|L8Y4L8_TUPCH
OG0004231	sp|P51784|UBP11_HUMAN	tr|L8YD71|L8YD71_TUPCH
OG0004232	sp|P54259|ATN1_HUMAN	tr|L8Y5V3|L8Y5V3_TUPCH
OG0004233	sp|P82980|RET5_HUMAN	tr|L8Y5U2|L8Y5U2_TUPCH
OG0004234	sp|Q03426|KIME_HUMAN	tr|L8XZT7|L8XZT7_TUPCH
OG0004235	sp|Q14CX7|NAA25_HUMAN	tr|L9KUI8|L9KUI8_TUPCH
OG0004236	sp|Q15818|NPTX1_HUMAN	tr|L9L487|L9L487_TUPCH
OG0004237	sp|Q3B7T1|EDRF1_HUMAN	tr|L9L407|L9L407_TUPCH
OG0004238	sp|Q3YBM2|T176B_HUMAN	tr|L9KPU9|L9KPU9_TUPCH
OG0004239	sp|Q49AH0|CDNF_HUMAN	tr|L9KUA6|L9KUA6_TUPCH
OG0004240	sp|Q5JTD7|LRC73_HUMAN	tr|L9KSY6|L9KSY6_TUPCH
OG0004241	sp|Q5SSQ6|SAPC1_HUMAN	tr|L9KGQ9|L9KGQ9_TUPCH
OG0004242	sp|Q5VWG9|TAF3_HUMAN	tr|L9KRC1|L9KRC1_TUPCH
OG0004243	sp|Q5W111|SPRY7_HUMAN	tr|L9LBJ5|L9LBJ5_TUPCH
OG0004244	sp|Q6ZVF9|GRIN3_HUMAN	tr|L9L8Z6|L9L8Z6_TUPCH
OG0004245	sp|Q86WH2|RASF3_HUMAN	tr|L9KHJ6|L9KHJ6_TUPCH
OG0004246	sp|Q8IU81|I2BP1_HUMAN	tr|L9L8B8|L9L8B8_TUPCH
OG0004247	sp|Q8IY84|NIM1_HUMAN	tr|L8Y8U8|L8Y8U8_TUPCH
OG0004248	sp|Q8NE18|NSUN7_HUMAN	tr|L8Y5V1|L8Y5V1_TUPCH
OG0004249	sp|Q8NEF3|CC112_HUMAN	tr|L8Y5Q0|L8Y5Q0_TUPCH
OG0004250	sp|Q8TF21|ANR24_HUMAN	tr|L8Y4H8|L8Y4H8_TUPCH
OG0004251	sp|Q8WTU2|SRB4D_HUMAN	tr|L9K193|L9K193_TUPCH
OG0004252	sp|Q8WXF5|CRGN_HUMAN	tr|L9KQ34|L9KQ34_TUPCH
OG0004253	sp|Q96DZ7|T4S19_HUMAN	tr|L9JKB9|L9JKB9_TUPCH
OG0004254	sp|Q96M94|KLH15_HUMAN	tr|L9KXR5|L9KXR5_TUPCH
OG0004255	sp|Q96SL1|DIRC2_HUMAN	tr|L9KG61|L9KG61_TUPCH
OG0004256	sp|Q9BZR9|TRIM8_HUMAN	tr|L8Y5E7|L8Y5E7_TUPCH
OG0004257	sp|Q9C0G0|ZN407_HUMAN	tr|L8Y755|L8Y755_TUPCH
OG0004258	sp|Q9NRY6|PLS3_HUMAN	tr|L9KKY1|L9KKY1_TUPCH
OG0004259	sp|Q9NWH9|SLTM_HUMAN	tr|L9LC63|L9LC63_TUPCH
OG0004261	sp|Q9UHK0|NUFP1_HUMAN	tr|L8Y583|L8Y583_TUPCH
OG0004262	sp|Q9ULV1|FZD4_HUMAN	tr|L9L1K9|L9L1K9_TUPCH
OG0004263	sp|Q9UMS6|SYNP2_HUMAN	tr|L9KJF4|L9KJF4_TUPCH
OG0004264	sp|Q9Y282|ERGI3_HUMAN	tr|L9L7C9|L9L7C9_TUPCH
OG0004265	sp|Q9Y5Y6|ST14_HUMAN	tr|L9KP29|L9KP29_TUPCH
OG0004266	sp|B2RXF0|T229A_HUMAN	tr|L9KWL0|L9KWL0_TUPCH
OG0004267	sp|O00253|AGRP_HUMAN	tr|L9K5S4|L9K5S4_TUPCH
OG0004268	sp|O14901|KLF11_HUMAN	tr|L9LAT5|L9LAT5_TUPCH
OG0004269	sp|O43194|GPR39_HUMAN	tr|L9KNR2|L9KNR2_TUPCH
OG0004270	sp|O43513|MED7_HUMAN	tr|L8YB39|L8YB39_TUPCH
OG0004271	sp|O75528|TADA3_HUMAN	tr|L9KM09|L9KM09_TUPCH
OG0004272	sp|O75787|RENR_HUMAN	tr|L9KX83|L9KX83_TUPCH
OG0004273	sp|O94875|SRBS2_HUMAN	tr|L9J977|L9J977_TUPCH
OG0004274	sp|O95210|STBD1_HUMAN	tr|L9L5S1|L9L5S1_TUPCH
OG0004275	sp|P05496|AT5G1_HUMAN	tr|L8Y9T2|L8Y9T2_TUPCH
OG0004276	sp|P06858|LIPL_HUMAN	tr|L9JQG5|L9JQG5_TUPCH
OG0004277	sp|P07992|ERCC1_HUMAN	tr|L9L8A3|L9L8A3_TUPCH
OG0004278	sp|P10070|GLI2_HUMAN	tr|L8Y1Z8|L8Y1Z8_TUPCH
OG0004279	sp|P17152|TMM11_HUMAN	tr|L8YCP5|L8YCP5_TUPCH
OG0004280	sp|P20155|ISK2_HUMAN	tr|L8Y4B9|L8Y4B9_TUPCH
OG0004281	sp|P21453|S1PR1_HUMAN	tr|L8YEJ2|L8YEJ2_TUPCH
OG0004282	sp|P35268|RL22_HUMAN	tr|L9L0H1|L9L0H1_TUPCH
OG0004283	sp|P42695|CNDD3_HUMAN	tr|L9KQP3|L9KQP3_TUPCH
OG0004284	sp|P43490|NAMPT_HUMAN	tr|L9KSX9|L9KSX9_TUPCH
OG0004285	sp|P51693|APLP1_HUMAN	tr|L8Y4R9|L8Y4R9_TUPCH
OG0004286	sp|P52945|PDX1_HUMAN	tr|L8YC23|L8YC23_TUPCH
OG0004287	sp|P56178|DLX5_HUMAN	tr|L9JJ26|L9JJ26_TUPCH
OG0004288	sp|P81274|GPSM2_HUMAN	tr|L9KRB5|L9KRB5_TUPCH
OG0004289	sp|Q14966|ZN638_HUMAN	tr|L9KM80|L9KM80_TUPCH
OG0004290	sp|Q16671|AMHR2_HUMAN	tr|L8Y2J0|L8Y2J0_TUPCH
OG0004291	sp|Q6IQ55|TTBK2_HUMAN	tr|L9JC05|L9JC05_TUPCH
OG0004292	sp|Q6UWB1|I27RA_HUMAN	tr|L8YGQ1|L8YGQ1_TUPCH
OG0004293	sp|Q6YHU6|THADA_HUMAN	tr|L9JE88|L9JE88_TUPCH
OG0004294	sp|Q86VZ2|WDR5B_HUMAN	tr|L8YEW2|L8YEW2_TUPCH
OG0004295	sp|Q86W74|ANR46_HUMAN	tr|L9JA65|L9JA65_TUPCH
OG0004296	sp|Q8NGJ8|O51S1_HUMAN	tr|L8YB84|L8YB84_TUPCH
OG0004297	sp|Q8NGR9|OR1N2_HUMAN	tr|L9KPH1|L9KPH1_TUPCH
OG0004298	sp|Q8TB24|RIN3_HUMAN	tr|L9JZ98|L9JZ98_TUPCH
OG0004299	sp|Q8TC56|GAR3_HUMAN	tr|L8Y794|L8Y794_TUPCH
OG0004300	sp|Q92911|SC5A5_HUMAN	tr|L9KW58|L9KW58_TUPCH
OG0004301	sp|Q96LP6|CL042_HUMAN	tr|L9L917|L9L917_TUPCH
OG0004302	sp|Q99424|ACOX2_HUMAN	tr|L8Y7X0|L8Y7X0_TUPCH
OG0004303	sp|Q9C0C7|AMRA1_HUMAN	tr|L9JIA0|L9JIA0_TUPCH
OG0004304	sp|Q9GZR1|SENP6_HUMAN	tr|L9JJM9|L9JJM9_TUPCH
OG0004305	sp|Q9H201|EPN3_HUMAN	tr|L9KH69|L9KH69_TUPCH
OG0004306	sp|Q9HD40|SPCS_HUMAN	tr|L9KG20|L9KG20_TUPCH
OG0004307	sp|Q9NXE4|NSMA3_HUMAN	tr|L9KPS5|L9KPS5_TUPCH
OG0004308	sp|Q9P031|TAP26_HUMAN	tr|L9L6D1|L9L6D1_TUPCH
OG0004309	sp|Q9P203|BTBD7_HUMAN	tr|L8Y6U6|L8Y6U6_TUPCH
OG0004310	sp|Q9P2P1|NYNRI_HUMAN	tr|L9L6E0|L9L6E0_TUPCH
OG0004311	sp|O14595|CTDS2_HUMAN	tr|L8Y2Q2|L8Y2Q2_TUPCH
OG0004312	sp|O60931|CTNS_HUMAN	tr|L8Y9Z5|L8Y9Z5_TUPCH
OG0004313	sp|O75094|SLIT3_HUMAN	tr|L9KYK1|L9KYK1_TUPCH
OG0004314	sp|O75534|CSDE1_HUMAN	tr|L9KQR6|L9KQR6_TUPCH
OG0004315	sp|O94850|DEND_HUMAN	tr|L8Y728|L8Y728_TUPCH
OG0004316	sp|P02766|TTHY_HUMAN	tr|L9KTX1|L9KTX1_TUPCH
OG0004317	sp|P16870|CBPE_HUMAN	tr|L9LEH3|L9LEH3_TUPCH
OG0004318	sp|P25398|RS12_HUMAN	tr|L9L6Y7|L9L6Y7_TUPCH
OG0004319	sp|P29350|PTN6_HUMAN	tr|L8Y3X0|L8Y3X0_TUPCH
OG0004320	sp|P31949|S10AB_HUMAN	tr|L8Y6W1|L8Y6W1_TUPCH
OG0004321	sp|P42566|EPS15_HUMAN	tr|L9KVV6|L9KVV6_TUPCH
OG0004322	sp|P42681|TXK_HUMAN	tr|L9L944|L9L944_TUPCH
OG0004323	sp|P47944|MT4_HUMAN	tr|L9KYE4|L9KYE4_TUPCH
OG0004324	sp|P51970|NDUA8_HUMAN	tr|L9KPJ6|L9KPJ6_TUPCH
OG0004325	sp|P57082|TBX4_HUMAN	tr|L8YBI4|L8YBI4_TUPCH
OG0004326	sp|P62502|LCN6_HUMAN	tr|L8YA70|L8YA70_TUPCH
OG0004327	sp|Q12769|NU160_HUMAN	tr|L9JEX9|L9JEX9_TUPCH
OG0004328	sp|Q14088|RB33A_HUMAN	tr|L8Y6J9|L8Y6J9_TUPCH
OG0004329	sp|Q14766|LTBP1_HUMAN	tr|L8Y2Y5|L8Y2Y5_TUPCH
OG0004330	sp|Q2KHN1|RN151_HUMAN	tr|L9KXX6|L9KXX6_TUPCH
OG0004331	sp|Q3MIT2|PUS10_HUMAN	tr|L9KKS1|L9KKS1_TUPCH
OG0004332	sp|Q4G0A6|MINY4_HUMAN	tr|L9KYB2|L9KYB2_TUPCH
OG0004333	sp|Q4ZHG4|FNDC1_HUMAN	tr|L9KJX3|L9KJX3_TUPCH
OG0004334	sp|Q5FWF5|ESCO1_HUMAN	tr|L9KLE2|L9KLE2_TUPCH
OG0004335	sp|Q5T686|AVPI1_HUMAN	tr|L9JFF9|L9JFF9_TUPCH
OG0004336	sp|Q5VTL8|PR38B_HUMAN	tr|L9KRH9|L9KRH9_TUPCH
OG0004337	sp|Q66PJ3|AR6P4_HUMAN	tr|L9KWG7|L9KWG7_TUPCH
OG0004339	sp|Q7Z4U5|CF201_HUMAN	tr|L9JGE9|L9JGE9_TUPCH
OG0004340	sp|Q8IZD4|DCP1B_HUMAN	tr|L8YE00|L8YE00_TUPCH
OG0004341	sp|Q8N4S9|MALD2_HUMAN	tr|L8Y5H0|L8Y5H0_TUPCH
OG0004342	sp|Q8N9Z9|LMTD1_HUMAN	tr|L9LFD6|L9LFD6_TUPCH
OG0004343	sp|Q8NE22|SETD9_HUMAN	tr|L9KT58|L9KT58_TUPCH
OG0004344	sp|Q8NGR3|OR1K1_HUMAN	tr|L9JHH9|L9JHH9_TUPCH
OG0004345	sp|Q8TBZ0|CC110_HUMAN	tr|L9J9V6|L9J9V6_TUPCH
OG0004346	sp|Q8WTQ7|GRK7_HUMAN	tr|L8YB75|L8YB75_TUPCH
OG0004347	sp|Q96JB5|CK5P3_HUMAN	tr|L8Y5R9|L8Y5R9_TUPCH
OG0004348	sp|Q96LJ7|DHRS1_HUMAN	tr|L9L6D6|L9L6D6_TUPCH
OG0004349	sp|Q9BQ31|KCNS3_HUMAN	tr|L9LAQ3|L9LAQ3_TUPCH
OG0004350	sp|Q9BSA9|TM175_HUMAN	tr|L9L3X0|L9L3X0_TUPCH
OG0004351	sp|Q9BV86|NTM1A_HUMAN	tr|L9KGZ7|L9KGZ7_TUPCH
OG0004352	sp|Q9BW61|DDA1_HUMAN	tr|L9KWV4|L9KWV4_TUPCH
OG0004353	sp|Q9H6L4|ARMC7_HUMAN	tr|L9KZC7|L9KZC7_TUPCH
OG0004354	sp|Q9H8X2|IPPK_HUMAN	tr|L8YCF3|L8YCF3_TUPCH
OG0004355	sp|Q9HCM9|TRI39_HUMAN	tr|L9JG71|L9JG71_TUPCH
OG0004356	sp|Q9NXK6|PAQR5_HUMAN	tr|L8YCU1|L8YCU1_TUPCH
OG0004357	sp|Q9UBP0|SPAST_HUMAN	tr|L8Y6C8|L8Y6C8_TUPCH
OG0004358	sp|Q9UBR1|BUP1_HUMAN	tr|L9JKF3|L9JKF3_TUPCH
OG0004359	sp|Q9UBS8|RNF14_HUMAN	tr|L9L222|L9L222_TUPCH
OG0004360	sp|Q9UGU0|TCF20_HUMAN	tr|L9KNP4|L9KNP4_TUPCH
OG0004361	sp|Q9UHP6|RSP14_HUMAN	tr|L9JGF5|L9JGF5_TUPCH
OG0004362	sp|Q9UMX6|GUC1B_HUMAN	tr|L9KUA8|L9KUA8_TUPCH
OG0004363	sp|Q9Y6B2|EID1_HUMAN	tr|L8Y6M5|L8Y6M5_TUPCH
OG0004364	sp|Q9Y6H8|CXA3_HUMAN	tr|L9L2D3|L9L2D3_TUPCH
OG0004365	sp|Q9Y6Q9|NCOA3_HUMAN	tr|L9JCF3|L9JCF3_TUPCH
OG0004366	sp|A1L190|SYCE3_HUMAN	tr|L9JFD6|L9JFD6_TUPCH
OG0004367	sp|A6NKF1|SAC31_HUMAN	tr|L9KRK3|L9KRK3_TUPCH
OG0004368	sp|O00161|SNP23_HUMAN	tr|L9LDF9|L9LDF9_TUPCH
OG0004369	sp|O00168|PLM_HUMAN	tr|L8XZL3|L8XZL3_TUPCH
OG0004370	sp|O15305|PMM2_HUMAN	tr|L9LBS3|L9LBS3_TUPCH
OG0004371	sp|O43155|FLRT2_HUMAN	tr|L9KPR2|L9KPR2_TUPCH
OG0004372	sp|O95868|LY66D_HUMAN	tr|L9KGJ7|L9KGJ7_TUPCH
OG0004373	sp|P05386|RLA1_HUMAN	tr|L9JGU4|L9JGU4_TUPCH
OG0004374	sp|P06493|CDK1_HUMAN	tr|L9L1F0|L9L1F0_TUPCH
OG0004375	sp|P08473|NEP_HUMAN	tr|L9KR46|L9KR46_TUPCH
OG0004376	sp|P11912|CD79A_HUMAN	tr|L9L8S3|L9L8S3_TUPCH
OG0004378	sp|P30039|PBLD_HUMAN	tr|L9KSH9|L9KSH9_TUPCH
OG0004379	sp|P35222|CTNB1_HUMAN	tr|L9K6V1|L9K6V1_TUPCH
OG0004380	sp|P35243|RECO_HUMAN	tr|L9JRC1|L9JRC1_TUPCH
OG0004381	sp|P52952|NKX25_HUMAN	tr|L9JG85|L9JG85_TUPCH
OG0004382	sp|P78314|3BP2_HUMAN	tr|L9KJ38|L9KJ38_TUPCH
OG0004383	sp|Q02318|CP27A_HUMAN	tr|L8Y343|L8Y343_TUPCH
OG0004384	sp|Q02410|APBA1_HUMAN	tr|L9KK26|L9KK26_TUPCH
OG0004385	sp|Q02543|RL18A_HUMAN	tr|L9KWH9|L9KWH9_TUPCH
OG0004386	sp|Q13956|CNCG_HUMAN	tr|L8Y6Z4|L8Y6Z4_TUPCH
OG0004387	sp|Q14957|NMDE3_HUMAN	tr|L9L4K3|L9L4K3_TUPCH
OG0004388	sp|Q15042|RB3GP_HUMAN	tr|L8Y1T2|L8Y1T2_TUPCH
OG0004389	sp|Q494V2|CP100_HUMAN	tr|L8Y770|L8Y770_TUPCH
OG0004390	sp|Q5UE93|PI3R6_HUMAN	tr|L9JV47|L9JV47_TUPCH
OG0004391	sp|Q6NSX1|CCD70_HUMAN	tr|L9KHG7|L9KHG7_TUPCH
OG0004392	sp|Q7RTS3|PTF1A_HUMAN	tr|L9LD46|L9LD46_TUPCH
OG0004393	sp|Q86YH6|DLP1_HUMAN	tr|L9JLN5|L9JLN5_TUPCH
OG0004394	sp|Q8NA61|CBY2_HUMAN	tr|L8YA21|L8YA21_TUPCH
OG0004395	sp|Q8TC07|TBC15_HUMAN	tr|L9KYE2|L9KYE2_TUPCH
OG0004396	sp|Q8TE67|ES8L3_HUMAN	tr|L9KRL0|L9KRL0_TUPCH
