Orthogroup	Homo_sapiens	Fukomys_damarensis
OG0000285	sp|P00325|ADH1B_HUMAN, sp|P00326|ADH1G_HUMAN, sp|P07327|ADH1A_HUMAN, sp|P40394|ADH7_HUMAN, sp|P28332|ADH6_HUMAN, sp|P08319|ADH4_HUMAN, sp|P11766|ADHX_HUMAN	tr|A0A091ENW7|A0A091ENW7_FUKDA
OG0000286	sp|P0DP23|CALM1_HUMAN, sp|P0DP25|CALM3_HUMAN, sp|P0DP24|CALM2_HUMAN	tr|A0A091D739|A0A091D739_FUKDA
OG0000286	sp|Q96GE6|CALL4_HUMAN, sp|Q9NZT1|CALL5_HUMAN, sp|P27482|CALL3_HUMAN	tr|A0A091EGG2|A0A091EGG2_FUKDA
OG0000287	sp|Q86Y26|NUTM1_HUMAN, sp|Q8IVF1|NTM2A_HUMAN, sp|A6NNL0|NTM2B_HUMAN, sp|B1AL46|NTM2E_HUMAN, sp|Q5VT03|NTM2D_HUMAN, sp|Q5VZR2|NTM2G_HUMAN, sp|A1L443|NTM2F_HUMAN	tr|A0A091DP91|A0A091DP91_FUKDA
OG0000288	sp|P51504|ZNF80_HUMAN, sp|Q7Z398|ZN550_HUMAN, sp|O43296|ZN264_HUMAN, sp|Q5CZA5|ZN805_HUMAN, sp|Q08ER8|ZN543_HUMAN, sp|Q14592|ZN460_HUMAN, sp|Q96NL3|ZN599_HUMAN	tr|A0A091E176|A0A091E176_FUKDA
OG0000295	sp|Q13177|PAK2_HUMAN	tr|A0A091DS84|A0A091DS84_FUKDA
OG0000295	sp|Q13153|PAK1_HUMAN	tr|A0A091DB65|A0A091DB65_FUKDA
OG0000295	sp|O75914|PAK3_HUMAN	tr|A0A091CWH9|A0A091CWH9_FUKDA
OG0000296	sp|P35212|CXA4_HUMAN, sp|P17302|CXA1_HUMAN, sp|Q8N144|CXD3_HUMAN, sp|Q5T442|CXG2_HUMAN, sp|P36383|CXG1_HUMAN, sp|Q8NFK1|CXG3_HUMAN	tr|A0A091D022|A0A091D022_FUKDA
OG0000297	sp|Q9UDX3|S14L4_HUMAN	tr|A0A091D0H1|A0A091D0H1_FUKDA
OG0000297	sp|O76054|S14L2_HUMAN	tr|A0A091CY29|A0A091CY29_FUKDA
OG0000297	sp|Q9UDX4|S14L3_HUMAN	tr|A0A091CVI2|A0A091CVI2_FUKDA
OG0000298	sp|O00748|EST2_HUMAN	tr|A0A091CPH9|A0A091CPH9_FUKDA, tr|A0A091CQJ9|A0A091CQJ9_FUKDA, tr|A0A091DAV1|A0A091DAV1_FUKDA, tr|A0A091CRH2|A0A091CRH2_FUKDA, tr|A0A091CRH7|A0A091CRH7_FUKDA, tr|A0A091CMA5|A0A091CMA5_FUKDA
OG0000299	sp|P09488|GSTM1_HUMAN, sp|P46439|GSTM5_HUMAN, sp|P28161|GSTM2_HUMAN	tr|A0A091CY46|A0A091CY46_FUKDA, tr|A0A091DJ76|A0A091DJ76_FUKDA
OG0000299	sp|Q03013|GSTM4_HUMAN	tr|A0A091CTQ5|A0A091CTQ5_FUKDA
OG0000301	sp|Q6ZMV5|P4R3C_HUMAN	tr|A0A091D5F8|A0A091D5F8_FUKDA
OG0000301	sp|Q5MIZ7|P4R3B_HUMAN	tr|A0A091CM56|A0A091CM56_FUKDA
OG0000301	sp|Q6IN85|P4R3A_HUMAN	tr|A0A091CJ14|A0A091CJ14_FUKDA, tr|A0A091D617|A0A091D617_FUKDA
OG0000302	sp|P56915|GSC_HUMAN, sp|O15499|GSC2_HUMAN, sp|A8MZ59|LEUTX_HUMAN, sp|Q9UBX0|HESX1_HUMAN, sp|A6NFQ7|DPRX_HUMAN, sp|Q8N693|ESX1_HUMAN	tr|A0A091DEY0|A0A091DEY0_FUKDA
OG0000303	sp|Q6NXR0|IIGP5_HUMAN	tr|A0A091DT05|A0A091DT05_FUKDA, tr|A0A091D3G8|A0A091D3G8_FUKDA, tr|A0A091D689|A0A091D689_FUKDA, tr|A0A091DNF7|A0A091DNF7_FUKDA, tr|A0A091DV31|A0A091DV31_FUKDA, tr|A0A091D6E9|A0A091D6E9_FUKDA
OG0000304	sp|Q86VB7|C163A_HUMAN	tr|A0A091CRY5|A0A091CRY5_FUKDA
OG0000304	sp|Q4G0T1|SRCRM_HUMAN	tr|A0A091E6M4|A0A091E6M4_FUKDA
OG0000304	sp|Q9NR16|C163B_HUMAN	tr|A0A091CVD4|A0A091CVD4_FUKDA, tr|A0A091E1H9|A0A091E1H9_FUKDA
OG0000305	sp|Q14689|DIP2A_HUMAN	tr|A0A091DAF5|A0A091DAF5_FUKDA
OG0000305	sp|Q9Y2E4|DIP2C_HUMAN	tr|A0A091CL66|A0A091CL66_FUKDA
OG0000305	sp|Q9P265|DIP2B_HUMAN	tr|A0A091E955|A0A091E955_FUKDA, tr|A0A091DQX7|A0A091DQX7_FUKDA
OG0000306	sp|P13861|KAP2_HUMAN	tr|A0A091DP77|A0A091DP77_FUKDA, tr|A0A091CJC2|A0A091CJC2_FUKDA, tr|A0A091CLY3|A0A091CLY3_FUKDA, tr|A0A091CYW1|A0A091CYW1_FUKDA
OG0000306	sp|P31323|KAP3_HUMAN	tr|A0A091E1Y5|A0A091E1Y5_FUKDA
OG0000307	sp|Q14517|FAT1_HUMAN	tr|A0A091DXX5|A0A091DXX5_FUKDA
OG0000307	sp|Q9NYQ8|FAT2_HUMAN	tr|A0A091D3B6|A0A091D3B6_FUKDA
OG0000307	sp|Q8TDW7|FAT3_HUMAN	tr|A0A091E2G2|A0A091E2G2_FUKDA, tr|A0A091DAV5|A0A091DAV5_FUKDA
OG0000308	sp|P78324|SHPS1_HUMAN	tr|A0A091DCK6|A0A091DCK6_FUKDA
OG0000308	sp|O00241|SIRB1_HUMAN, sp|Q9P1W8|SIRPG_HUMAN, sp|Q9H106|SIRPD_HUMAN, sp|Q5JXA9|SIRB2_HUMAN	tr|A0A091CQV6|A0A091CQV6_FUKDA
OG0000309	sp|Q9BXC1|GP174_HUMAN, sp|Q9H1C0|LPAR5_HUMAN, sp|Q99677|LPAR4_HUMAN, sp|P43657|LPAR6_HUMAN	tr|A0A091D1I8|A0A091D1I8_FUKDA
OG0000309	sp|O00398|P2Y10_HUMAN	tr|A0A091DT30|A0A091DT30_FUKDA
OG0000310	sp|Q6U841|S4A10_HUMAN	tr|A0A091CSU9|A0A091CSU9_FUKDA
OG0000310	sp|Q9Y6M7|S4A7_HUMAN	tr|A0A091D8A4|A0A091D8A4_FUKDA
OG0000310	sp|Q96Q91|B3A4_HUMAN, sp|Q2Y0W8|S4A8_HUMAN	tr|A0A091DK10|A0A091DK10_FUKDA
OG0000311	sp|Q99928|GBRG3_HUMAN	tr|A0A091CLU2|A0A091CLU2_FUKDA
OG0000311	sp|P18507|GBRG2_HUMAN	tr|A0A091DSW5|A0A091DSW5_FUKDA
OG0000311	sp|Q8N1C3|GBRG1_HUMAN	tr|A0A091DDD6|A0A091DDD6_FUKDA
OG0000312	sp|P31689|DNJA1_HUMAN	tr|A0A091DYG0|A0A091DYG0_FUKDA, tr|A0A091DVE7|A0A091DVE7_FUKDA, tr|A0A091DMF8|A0A091DMF8_FUKDA, tr|A0A091DHY0|A0A091DHY0_FUKDA, tr|A0A091CSN1|A0A091CSN1_FUKDA, tr|A0A091DX75|A0A091DX75_FUKDA
OG0000313	sp|P01236|PRL_HUMAN	tr|A0A091DNX6|A0A091DNX6_FUKDA, tr|A0A091D2I7|A0A091D2I7_FUKDA, tr|A0A091DD87|A0A091DD87_FUKDA, tr|A0A091DZI3|A0A091DZI3_FUKDA, tr|A0A091D7Y0|A0A091D7Y0_FUKDA, tr|A0A091DAY4|A0A091DAY4_FUKDA
OG0000314	sp|P62701|RS4X_HUMAN	tr|A0A091DTT6|A0A091DTT6_FUKDA, tr|A0A091CTW5|A0A091CTW5_FUKDA, tr|A0A091CW34|A0A091CW34_FUKDA
OG0000314	sp|P22090|RS4Y1_HUMAN, sp|Q8TD47|RS4Y2_HUMAN	tr|A0A091CTG7|A0A091CTG7_FUKDA
OG0000315	sp|P05771|KPCB_HUMAN	tr|A0A091DMZ9|A0A091DMZ9_FUKDA
OG0000315	sp|P17252|KPCA_HUMAN	tr|A0A091CK97|A0A091CK97_FUKDA
OG0000315	sp|P05129|KPCG_HUMAN	tr|A0A091E1R1|A0A091E1R1_FUKDA
OG0000316	sp|Q6IEV9|OR4CB_HUMAN	tr|A0A091DD49|A0A091DD49_FUKDA
OG0000316	sp|Q8NGL9|OR4CG_HUMAN	tr|A0A091ENV4|A0A091ENV4_FUKDA, tr|A0A091DG69|A0A091DG69_FUKDA, tr|A0A091E037|A0A091E037_FUKDA, tr|A0A091DWU5|A0A091DWU5_FUKDA
OG0000318	sp|P38159|RBMX_HUMAN	tr|A0A091DIR2|A0A091DIR2_FUKDA
OG0000318	sp|Q8N7X1|RMXL3_HUMAN	tr|A0A091CMV4|A0A091CMV4_FUKDA
OG0000318	sp|O75526|RMXL2_HUMAN	tr|A0A091D786|A0A091D786_FUKDA
OG0000319	sp|A6NKG5|RTL1_HUMAN	tr|A0A091CUJ0|A0A091CUJ0_FUKDA
OG0000319	sp|Q7L3V2|BOP_HUMAN, sp|Q6ICC9|RTL6_HUMAN, sp|Q17RB0|RTL8B_HUMAN, sp|Q9BWD3|RTL8A_HUMAN	tr|A0A091E2J6|A0A091E2J6_FUKDA
OG0000321	sp|Q96GD4|AURKB_HUMAN	tr|A0A091CJV8|A0A091CJV8_FUKDA
OG0000321	sp|Q9UQB9|AURKC_HUMAN, sp|O14965|AURKA_HUMAN	tr|A0A091D2W3|A0A091D2W3_FUKDA, tr|A0A091E1L5|A0A091E1L5_FUKDA, tr|A0A091DWF2|A0A091DWF2_FUKDA
OG0000322	sp|P21802|FGFR2_HUMAN	tr|A0A091DH98|A0A091DH98_FUKDA, tr|A0A091DGF5|A0A091DGF5_FUKDA
OG0000322	sp|P11362|FGFR1_HUMAN	tr|A0A091DY77|A0A091DY77_FUKDA
OG0000322	sp|P22607|FGFR3_HUMAN	tr|A0A091D668|A0A091D668_FUKDA
OG0000324	sp|Q9UGM3|DMBT1_HUMAN	tr|A0A091DH84|A0A091DH84_FUKDA, tr|A0A091DGK0|A0A091DGK0_FUKDA, tr|A0A091CQ50|A0A091CQ50_FUKDA, tr|A0A091E687|A0A091E687_FUKDA, tr|A0A091DXH1|A0A091DXH1_FUKDA, tr|A0A091D1U1|A0A091D1U1_FUKDA
OG0000325	sp|Q5TF39|MFS4B_HUMAN, sp|Q8N468|MFD4A_HUMAN	tr|A0A091DED8|A0A091DED8_FUKDA, tr|A0A091EQ58|A0A091EQ58_FUKDA, tr|A0A091DJ19|A0A091DJ19_FUKDA, tr|A0A091DJP6|A0A091DJP6_FUKDA, tr|A0A091DJQ0|A0A091DJQ0_FUKDA
OG0000326	sp|Q96MM7|H6ST2_HUMAN	tr|A0A091CMH8|A0A091CMH8_FUKDA, tr|A0A091E535|A0A091E535_FUKDA
OG0000326	sp|Q8IZP7|H6ST3_HUMAN, sp|O60243|H6ST1_HUMAN	tr|A0A091CNL6|A0A091CNL6_FUKDA, tr|A0A091E0E8|A0A091E0E8_FUKDA
OG0000327	sp|P43088|PF2R_HUMAN	tr|A0A091CYF5|A0A091CYF5_FUKDA
OG0000327	sp|P43115|PE2R3_HUMAN	tr|A0A091CZB9|A0A091CZB9_FUKDA
OG0000327	sp|P21731|TA2R_HUMAN	tr|A0A091DCR1|A0A091DCR1_FUKDA
OG0000328	sp|Q9UHD9|UBQL2_HUMAN	tr|A0A091CTS8|A0A091CTS8_FUKDA
OG0000328	sp|Q9UMX0|UBQL1_HUMAN	tr|A0A091E839|A0A091E839_FUKDA, tr|A0A091E034|A0A091E034_FUKDA, tr|A0A091DM15|A0A091DM15_FUKDA, tr|A0A091DBS8|A0A091DBS8_FUKDA
OG0000329	sp|Q92839|HYAS1_HUMAN	tr|A0A091E3S9|A0A091E3S9_FUKDA, tr|A0A091DZK2|A0A091DZK2_FUKDA
OG0000329	sp|Q92819|HYAS2_HUMAN	tr|A0A091D8Y0|A0A091D8Y0_FUKDA
OG0000329	sp|O00219|HYAS3_HUMAN	tr|A0A091CQP2|A0A091CQP2_FUKDA
OG0000330	sp|Q13163|MP2K5_HUMAN	tr|A0A091CKD9|A0A091CKD9_FUKDA
OG0000330	sp|Q02750|MP2K1_HUMAN	tr|A0A091D4I1|A0A091D4I1_FUKDA
OG0000330	tr|A0A1B0GUL7|A0A1B0GUL7_HUMAN, sp|P36507|MP2K2_HUMAN	tr|A0A091E1A0|A0A091E1A0_FUKDA
OG0000331	sp|Q8NGQ1|OR9G4_HUMAN	tr|A0A091DG32|A0A091DG32_FUKDA, tr|A0A091DUK1|A0A091DUK1_FUKDA, tr|A0A091DZC4|A0A091DZC4_FUKDA, tr|A0A091CTK0|A0A091CTK0_FUKDA, tr|A0A091CVJ3|A0A091CVJ3_FUKDA, tr|A0A091CTJ7|A0A091CTJ7_FUKDA
OG0000332	sp|O15054|KDM6B_HUMAN	tr|A0A091CLX8|A0A091CLX8_FUKDA
OG0000332	sp|O15550|KDM6A_HUMAN	tr|A0A091DMJ8|A0A091DMJ8_FUKDA
OG0000332	sp|O14607|UTY_HUMAN	tr|A0A091DQM5|A0A091DQM5_FUKDA
OG0000333	sp|O94911|ABCA8_HUMAN	tr|A0A091D753|A0A091D753_FUKDA
OG0000333	sp|Q8IUA7|ABCA9_HUMAN	tr|A0A091D2H8|A0A091D2H8_FUKDA
OG0000333	sp|Q8WWZ4|ABCAA_HUMAN, sp|Q8N139|ABCA6_HUMAN	tr|A0A091D7T2|A0A091D7T2_FUKDA
OG0000334	sp|P54317|LIPR2_HUMAN	tr|A0A091DD10|A0A091DD10_FUKDA
OG0000334	sp|P16233|LIPP_HUMAN	tr|A0A091DA07|A0A091DA07_FUKDA
OG0000334	sp|P54315|LIPR1_HUMAN	tr|A0A091DEM8|A0A091DEM8_FUKDA
OG0000335	sp|Q9UQ16|DYN3_HUMAN	tr|A0A091D8P3|A0A091D8P3_FUKDA
OG0000335	sp|P50570|DYN2_HUMAN	tr|A0A091E133|A0A091E133_FUKDA
OG0000335	sp|Q05193|DYN1_HUMAN	tr|A0A091DN37|A0A091DN37_FUKDA
OG0000336	sp|P10586|PTPRF_HUMAN	tr|A0A091E368|A0A091E368_FUKDA
OG0000336	sp|P23468|PTPRD_HUMAN	tr|A0A091DE95|A0A091DE95_FUKDA
OG0000336	sp|Q13332|PTPRS_HUMAN	tr|A0A091DEX6|A0A091DEX6_FUKDA, tr|A0A091DEB3|A0A091DEB3_FUKDA
OG0000337	sp|P34932|HSP74_HUMAN	tr|A0A091D3D6|A0A091D3D6_FUKDA, tr|A0A091CN32|A0A091CN32_FUKDA
OG0000337	sp|O95757|HS74L_HUMAN	tr|A0A091DTR9|A0A091DTR9_FUKDA
OG0000337	sp|Q92598|HS105_HUMAN	tr|A0A091DMJ1|A0A091DMJ1_FUKDA
OG0000338	sp|Q9P2U7|VGLU1_HUMAN	tr|A0A091D6Y7|A0A091D6Y7_FUKDA
OG0000338	sp|Q9P2U8|VGLU2_HUMAN	tr|A0A091DTY4|A0A091DTY4_FUKDA
OG0000338	sp|Q8NDX2|VGLU3_HUMAN	tr|A0A091E5E7|A0A091E5E7_FUKDA
OG0000339	sp|Q14957|NMDE3_HUMAN	tr|A0A091DHF6|A0A091DHF6_FUKDA
OG0000339	sp|Q12879|NMDE1_HUMAN	tr|A0A091DDT0|A0A091DDT0_FUKDA
OG0000339	sp|Q13224|NMDE2_HUMAN	tr|A0A091D572|A0A091D572_FUKDA
OG0000340	sp|Q14315|FLNC_HUMAN	tr|A0A091DE30|A0A091DE30_FUKDA
OG0000340	sp|P21333|FLNA_HUMAN	tr|A0A091DXJ9|A0A091DXJ9_FUKDA
OG0000340	sp|O75369|FLNB_HUMAN	tr|A0A091CLY9|A0A091CLY9_FUKDA, tr|A0A091CR37|A0A091CR37_FUKDA
OG0000341	sp|Q8NGI8|O5AN1_HUMAN	tr|A0A091DGV9|A0A091DGV9_FUKDA, tr|A0A091DBL0|A0A091DBL0_FUKDA, tr|A0A091DG86|A0A091DG86_FUKDA, tr|A0A091E367|A0A091E367_FUKDA, tr|A0A091DEL2|A0A091DEL2_FUKDA, tr|A0A091DEK8|A0A091DEK8_FUKDA
OG0000343	sp|Q5VST6|AB17B_HUMAN	tr|A0A091D839|A0A091D839_FUKDA
OG0000343	sp|Q7L211|ABHDD_HUMAN	tr|A0A091DR91|A0A091DR91_FUKDA
OG0000343	sp|Q96GS6|AB17A_HUMAN	tr|A0A091DF27|A0A091DF27_FUKDA
OG0000344	sp|Q9UEF7|KLOT_HUMAN	tr|A0A091EDE1|A0A091EDE1_FUKDA
OG0000344	sp|P09848|LPH_HUMAN	tr|A0A091CXY2|A0A091CXY2_FUKDA
OG0000344	sp|Q9H227|GBA3_HUMAN, sp|Q6UWM7|LCTL_HUMAN	tr|A0A091DIZ4|A0A091DIZ4_FUKDA
OG0000346	sp|Q9UL51|HCN2_HUMAN	tr|A0A091E1H0|A0A091E1H0_FUKDA
OG0000346	sp|O60741|HCN1_HUMAN	tr|A0A091DIB9|A0A091DIB9_FUKDA
OG0000346	sp|Q9P1Z3|HCN3_HUMAN, sp|Q9Y3Q4|HCN4_HUMAN	tr|A0A091E5J3|A0A091E5J3_FUKDA
OG0000347	sp|Q6NUK1|SCMC1_HUMAN, sp|Q6KCM7|SCMC2_HUMAN, sp|Q8N5S1|S2541_HUMAN, sp|Q86VD7|S2542_HUMAN, sp|P16260|GDC_HUMAN, sp|Q9BV35|SCMC3_HUMAN	tr|A0A091D9K1|A0A091D9K1_FUKDA
OG0000348	sp|P15121|ALDR_HUMAN	tr|A0A091CQG3|A0A091CQG3_FUKDA
OG0000348	sp|O60218|AK1BA_HUMAN, sp|C9JRZ8|AK1BF_HUMAN	tr|A0A091CKW6|A0A091CKW6_FUKDA
OG0000348	sp|P14550|AK1A1_HUMAN	tr|A0A091D687|A0A091D687_FUKDA
OG0000349	sp|Q6IF99|O10K2_HUMAN	tr|A0A091DZW5|A0A091DZW5_FUKDA
OG0000349	sp|Q8NGX5|O10K1_HUMAN, sp|Q8NGX6|O10R2_HUMAN, sp|Q8NGX3|O10T2_HUMAN, sp|Q9UGF6|OR5V1_HUMAN	tr|A0A091DWX3|A0A091DWX3_FUKDA
OG0000350	sp|P29401|TKT_HUMAN	tr|A0A091CLD4|A0A091CLD4_FUKDA, tr|A0A091CZG6|A0A091CZG6_FUKDA
OG0000350	sp|P51854|TKTL1_HUMAN	tr|A0A091DKQ6|A0A091DKQ6_FUKDA
OG0000350	sp|Q9H0I9|TKTL2_HUMAN	tr|A0A091DFE9|A0A091DFE9_FUKDA
OG0000352	sp|P19474|RO52_HUMAN	tr|A0A091D0F9|A0A091D0F9_FUKDA
OG0000352	sp|P14373|TRI27_HUMAN, sp|Q6AZZ1|TRI68_HUMAN, sp|Q8NG06|TRI58_HUMAN, sp|O00635|TRI38_HUMAN	tr|A0A091DRY9|A0A091DRY9_FUKDA
OG0000353	sp|Q15878|CAC1E_HUMAN	tr|A0A091E6I9|A0A091E6I9_FUKDA
OG0000353	sp|O00555|CAC1A_HUMAN	tr|A0A091CNF9|A0A091CNF9_FUKDA
OG0000353	sp|Q00975|CAC1B_HUMAN	tr|A0A091CTZ0|A0A091CTZ0_FUKDA
OG0000354	sp|P04798|CP1A1_HUMAN	tr|A0A091E5H3|A0A091E5H3_FUKDA
OG0000354	sp|P05177|CP1A2_HUMAN, sp|Q59H18|TNI3K_HUMAN, sp|P42679|MATK_HUMAN, sp|P41240|CSK_HUMAN	tr|A0A091E3Q0|A0A091E3Q0_FUKDA
OG0000355	sp|P0CG34|TB15A_HUMAN, sp|P0CG35|TB15B_HUMAN, tr|A0A087X1C1|A0A087X1C1_HUMAN, sp|P63313|TYB10_HUMAN, sp|P62328|TYB4_HUMAN, sp|O14604|TYB4Y_HUMAN	tr|A0A091CKS9|A0A091CKS9_FUKDA
OG0000356	sp|Q06141|REG3A_HUMAN, sp|Q6UW15|REG3G_HUMAN, sp|Q9BYZ8|REG4_HUMAN, sp|P48304|REG1B_HUMAN, sp|P05451|REG1A_HUMAN	tr|A0A091DDK4|A0A091DDK4_FUKDA, tr|A0A091DIW5|A0A091DIW5_FUKDA
OG0000357	sp|P23416|GLRA2_HUMAN	tr|A0A091CM88|A0A091CM88_FUKDA
OG0000357	sp|O75311|GLRA3_HUMAN	tr|A0A091DFC3|A0A091DFC3_FUKDA
OG0000357	sp|P23415|GLRA1_HUMAN	tr|A0A091D3B1|A0A091D3B1_FUKDA
OG0000358	sp|P32189|GLPK_HUMAN, sp|Q14409|GLPK3_HUMAN	tr|A0A091CTC1|A0A091CTC1_FUKDA
OG0000358	sp|B1ANS9|WDR64_HUMAN	tr|A0A091D5C8|A0A091D5C8_FUKDA
OG0000358	sp|Q14410|GLPK2_HUMAN	tr|A0A091E5M7|A0A091E5M7_FUKDA
OG0000359	sp|O00470|MEIS1_HUMAN	tr|A0A091CPX1|A0A091CPX1_FUKDA
OG0000359	sp|Q99687|MEIS3_HUMAN, sp|A6NDR6|ME3L1_HUMAN, sp|A8K0S8|ME3L2_HUMAN, sp|O14770|MEIS2_HUMAN	tr|A0A091EC72|A0A091EC72_FUKDA
OG0000360	sp|Q14469|HES1_HUMAN, sp|Q9HCC6|HES4_HUMAN, sp|Q9Y543|HES2_HUMAN, sp|Q9BYE0|HES7_HUMAN, sp|Q5TGS1|HES3_HUMAN, sp|Q5TA89|HES5_HUMAN	tr|A0A091ECU8|A0A091ECU8_FUKDA
OG0000361	sp|O14795|UN13B_HUMAN	tr|A0A091CST8|A0A091CST8_FUKDA, tr|A0A091DYJ4|A0A091DYJ4_FUKDA
OG0000361	sp|Q9UPW8|UN13A_HUMAN	tr|A0A091CY48|A0A091CY48_FUKDA
OG0000361	sp|Q8NB66|UN13C_HUMAN	tr|A0A091DF20|A0A091DF20_FUKDA
OG0000362	sp|P08217|CEL2A_HUMAN, sp|P08218|CEL2B_HUMAN, sp|Q99895|CTRC_HUMAN, sp|Q9UNI1|CELA1_HUMAN, sp|P09093|CEL3A_HUMAN, sp|P08861|CEL3B_HUMAN	tr|A0A091DD89|A0A091DD89_FUKDA
OG0000363	sp|P07947|YES_HUMAN	tr|A0A091DWC6|A0A091DWC6_FUKDA
OG0000363	sp|P06241|FYN_HUMAN	tr|A0A091DJ27|A0A091DJ27_FUKDA
OG0000363	sp|P09769|FGR_HUMAN	tr|A0A091E4P1|A0A091E4P1_FUKDA
OG0000364	sp|Q9Y4D1|DAAM1_HUMAN	tr|A0A091CSJ2|A0A091CSJ2_FUKDA
OG0000364	sp|Q86T65|DAAM2_HUMAN, sp|Q27J81|INF2_HUMAN, sp|Q9C0D6|FHDC1_HUMAN, sp|A4D2P6|GRD2I_HUMAN	tr|A0A091D9Q6|A0A091D9Q6_FUKDA
OG0000365	sp|P02776|PLF4_HUMAN, sp|P10720|PF4V_HUMAN, sp|P02775|CXCL7_HUMAN, sp|P09341|GROA_HUMAN, sp|P19875|CXCL2_HUMAN, sp|P19876|CXCL3_HUMAN	tr|A0A091D2H2|A0A091D2H2_FUKDA
OG0000366	sp|Q6P0Q8|MAST2_HUMAN	tr|A0A091DDJ4|A0A091DDJ4_FUKDA
OG0000366	sp|O60307|MAST3_HUMAN	tr|A0A091CWL6|A0A091CWL6_FUKDA
OG0000366	sp|O15021|MAST4_HUMAN	tr|A0A091D9M1|A0A091D9M1_FUKDA
OG0000367	sp|P0C7P3|SLN14_HUMAN, sp|Q6IEE8|SN12L_HUMAN, sp|Q8IYM2|SLN12_HUMAN, sp|Q08AF3|SLFN5_HUMAN, sp|Q7Z7L1|SLN11_HUMAN, sp|Q68D06|SLN13_HUMAN	tr|A0A091DVP2|A0A091DVP2_FUKDA
OG0000369	sp|P10915|HPLN1_HUMAN, sp|Q86UW8|HPLN4_HUMAN, sp|Q9GZV7|HPLN2_HUMAN, sp|P13611|CSPG2_HUMAN, sp|Q96GW7|PGCB_HUMAN, sp|O14594|NCAN_HUMAN	tr|A0A091DBD2|A0A091DBD2_FUKDA
OG0000370	sp|Q04637|IF4G1_HUMAN	tr|A0A091DQ91|A0A091DQ91_FUKDA
OG0000370	sp|A6NGB9|WIPF3_HUMAN	tr|A0A091DKC0|A0A091DKC0_FUKDA, tr|A0A091E8P8|A0A091E8P8_FUKDA
OG0000370	sp|O43432|IF4G3_HUMAN	tr|A0A091DM45|A0A091DM45_FUKDA
OG0000371	sp|P34947|GRK5_HUMAN	tr|A0A091DF81|A0A091DF81_FUKDA
OG0000371	sp|P43250|GRK6_HUMAN	tr|A0A091DSK4|A0A091DSK4_FUKDA
OG0000371	sp|Q8WTQ7|GRK7_HUMAN, sp|P32298|GRK4_HUMAN	tr|A0A091DSI1|A0A091DSI1_FUKDA
OG0000372	sp|Q8TC27|ADA32_HUMAN	tr|A0A091E150|A0A091E150_FUKDA
OG0000372	sp|Q99965|ADAM2_HUMAN, sp|Q9Y3Q7|ADA18_HUMAN	tr|A0A091DZC3|A0A091DZC3_FUKDA, tr|A0A091CS05|A0A091CS05_FUKDA, tr|A0A091DWC3|A0A091DWC3_FUKDA
OG0000373	sp|Q5VU92|DC121_HUMAN, sp|Q5VW00|DC122_HUMAN	tr|A0A091DGM8|A0A091DGM8_FUKDA
OG0000373	sp|Q5T6F0|DCA12_HUMAN	tr|A0A091E279|A0A091E279_FUKDA, tr|A0A091DME6|A0A091DME6_FUKDA, tr|A0A091D744|A0A091D744_FUKDA
OG0000374	sp|P62820|RAB1A_HUMAN, sp|Q9H0U4|RAB1B_HUMAN, sp|Q92928|RAB1C_HUMAN, sp|Q9UNT1|RBL2B_HUMAN, sp|Q9UBK7|RBL2A_HUMAN, sp|Q15286|RAB35_HUMAN	tr|A0A091DEE5|A0A091DEE5_FUKDA
OG0000375	sp|Q8IZS7|CLCL1_HUMAN	tr|A0A091DGW9|A0A091DGW9_FUKDA
OG0000375	sp|Q8WXI8|CLC4D_HUMAN, sp|Q6EIG7|CLC6A_HUMAN, sp|Q8WTT0|CLC4C_HUMAN, sp|Q9UMR7|CLC4A_HUMAN	tr|A0A091CU94|A0A091CU94_FUKDA
OG0000376	sp|P84074|HPCA_HUMAN	tr|A0A091EFZ0|A0A091EFZ0_FUKDA
OG0000376	sp|P37235|HPCL1_HUMAN	tr|A0A091DLT9|A0A091DLT9_FUKDA
OG0000376	sp|P62166|NCS1_HUMAN, sp|P61601|NCALD_HUMAN	tr|A0A091EI86|A0A091EI86_FUKDA
OG0000377	sp|Q8ND76|CCNY_HUMAN	tr|A0A091CYR1|A0A091CYR1_FUKDA
OG0000377	sp|P0C7X3|CCYL3_HUMAN	tr|A0A091CIQ5|A0A091CIQ5_FUKDA
OG0000377	sp|Q5T2Q4|CCYL2_HUMAN, sp|Q8N7R7|CCYL1_HUMAN	tr|A0A091CNZ4|A0A091CNZ4_FUKDA
OG0000378	sp|Q9NY97|B3GN2_HUMAN	tr|A0A091DEH2|A0A091DEH2_FUKDA
OG0000378	sp|Q9C0J1|B3GN4_HUMAN, sp|Q6ZMB0|B3GN6_HUMAN, sp|Q9Y2A9|B3GN3_HUMAN, sp|Q8NFL0|B3GN7_HUMAN	tr|A0A091DD58|A0A091DD58_FUKDA
OG0000379	sp|P23497|SP100_HUMAN	tr|A0A091CRL5|A0A091CRL5_FUKDA
OG0000379	sp|Q9H930|SP14L_HUMAN, sp|Q13342|SP140_HUMAN, sp|Q9HB58|SP110_HUMAN, sp|O75398|DEAF1_HUMAN	tr|A0A091CVT2|A0A091CVT2_FUKDA
OG0000380	sp|P08758|ANXA5_HUMAN	tr|A0A091E272|A0A091E272_FUKDA
