Orthogroup	Homo_sapiens	Eschrichtius_robustus
OG0001439	sp|P07357|CO8A_HUMAN, sp|P07358|CO8B_HUMAN, sp|P02748|CO9_HUMAN	tr|A0A2F0B5R5|A0A2F0B5R5_ESCRO
OG0001440	sp|P10827|THA_HUMAN	tr|A0A2F0B792|A0A2F0B792_ESCRO
OG0001440	sp|P10828|THB_HUMAN	tr|A0A2F0BDA0|A0A2F0BDA0_ESCRO
OG0001441	sp|P07204|TRBM_HUMAN, sp|Q9HCU0|CD248_HUMAN, sp|Q9NPY3|C1QR1_HUMAN	tr|A0A2F0BPG3|A0A2F0BPG3_ESCRO
OG0001442	sp|A6NK59|ASB14_HUMAN	tr|A0A2F0BF35|A0A2F0BF35_ESCRO
OG0001442	sp|Q8WXK1|ASB15_HUMAN	tr|A0A2F0BIB9|A0A2F0BIB9_ESCRO
OG0001443	sp|A0A1B0GTU1|ZC11B_HUMAN, sp|O75152|ZC11A_HUMAN, sp|Q8NA57|CL050_HUMAN	tr|A0A2F0BLU9|A0A2F0BLU9_ESCRO
OG0001444	sp|Q9UIJ7|KAD3_HUMAN, tr|A0A8I5KW96|A0A8I5KW96_HUMAN, sp|P27144|KAD4_HUMAN	tr|A0A2F0BMQ5|A0A2F0BMQ5_ESCRO
OG0001445	sp|Q14689|DIP2A_HUMAN, sp|Q9Y2E4|DIP2C_HUMAN, sp|Q9P265|DIP2B_HUMAN	tr|A0A2F0B0I1|A0A2F0B0I1_ESCRO
OG0001446	sp|O15119|TBX3_HUMAN	tr|A0A2F0B0P1|A0A2F0B0P1_ESCRO
OG0001446	sp|Q13207|TBX2_HUMAN	tr|A0A2F0B966|A0A2F0B966_ESCRO
OG0001447	sp|P62955|CCG7_HUMAN	tr|A0A2F0BJT0|A0A2F0BJT0_ESCRO
OG0001447	sp|Q9UF02|CCG5_HUMAN	tr|A0A2F0B105|A0A2F0B105_ESCRO
OG0001448	sp|Q6PP77|XKR2_HUMAN, sp|Q5GH77|XKR3_HUMAN, sp|P51811|XK_HUMAN	tr|A0A2F0BA76|A0A2F0BA76_ESCRO
OG0001449	sp|P61236|YPEL3_HUMAN, sp|Q96QA6|YPEL2_HUMAN, sp|O60688|YPEL1_HUMAN	tr|A0A2F0BAY2|A0A2F0BAY2_ESCRO
OG0001450	sp|Q8IVW6|ARI3B_HUMAN, sp|A6NKF2|ARI3C_HUMAN, sp|Q99856|ARI3A_HUMAN	tr|A0A2F0BHI5|A0A2F0BHI5_ESCRO
OG0001451	sp|Q9HC58|NCKX3_HUMAN, sp|Q71RS6|NCKX5_HUMAN, sp|Q8NFF2|NCKX4_HUMAN	tr|A0A2F0BHX0|A0A2F0BHX0_ESCRO
OG0001452	sp|A6NIH7|U119B_HUMAN	tr|A0A2F0AW59|A0A2F0AW59_ESCRO
OG0001452	sp|Q13432|U119A_HUMAN	tr|A0A2F0AY17|A0A2F0AY17_ESCRO
OG0001453	sp|P08185|CBG_HUMAN	tr|A0A2F0B302|A0A2F0B302_ESCRO, tr|A0A2F0AZQ1|A0A2F0AZQ1_ESCRO, tr|A0A2F0B6N7|A0A2F0B6N7_ESCRO
OG0001454	sp|O75182|SIN3B_HUMAN	tr|A0A2F0BGV1|A0A2F0BGV1_ESCRO
OG0001454	sp|Q96ST3|SIN3A_HUMAN	tr|A0A2F0BAA5|A0A2F0BAA5_ESCRO
OG0001455	sp|A6NMY6|AXA2L_HUMAN, sp|P07355|ANXA2_HUMAN, sp|O76027|ANXA9_HUMAN	tr|A0A2F0BHF1|A0A2F0BHF1_ESCRO
OG0001456	sp|Q5JPE7|NOMO2_HUMAN, sp|P69849|NOMO3_HUMAN, sp|Q15155|NOMO1_HUMAN	tr|A0A2F0BMD0|A0A2F0BMD0_ESCRO
OG0001457	sp|Q9NR34|MA1C1_HUMAN, sp|O60476|MA1A2_HUMAN, sp|P33908|MA1A1_HUMAN	tr|A0A2F0B0U1|A0A2F0B0U1_ESCRO
OG0001458	sp|Q8NFX7|STXB6_HUMAN, sp|Q9NV70|EXOC1_HUMAN, sp|A0A1B0GW35|EXC1L_HUMAN	tr|A0A2F0BCR8|A0A2F0BCR8_ESCRO
OG0001459	sp|Q9NWZ3|IRAK4_HUMAN, sp|P51617|IRAK1_HUMAN, sp|Q9Y616|IRAK3_HUMAN	tr|A0A2F0BK17|A0A2F0BK17_ESCRO
OG0001460	sp|P46019|KPB2_HUMAN, sp|Q93100|KPBB_HUMAN, sp|P46020|KPB1_HUMAN	tr|A0A2F0BNY5|A0A2F0BNY5_ESCRO
OG0001461	sp|P56817|BACE1_HUMAN	tr|A0A2F0AXS7|A0A2F0AXS7_ESCRO
OG0001461	sp|Q9Y5Z0|BACE2_HUMAN	tr|A0A2F0BH14|A0A2F0BH14_ESCRO
OG0001462	sp|X6R8R1|ST15B_HUMAN, sp|Q9BQS2|SYT15_HUMAN, tr|A0A096LNH4|A0A096LNH4_HUMAN	tr|A0A2F0AW08|A0A2F0AW08_ESCRO
OG0001463	sp|O75387|LAT3_HUMAN	tr|A0A2F0B7N7|A0A2F0B7N7_ESCRO
OG0001463	sp|Q8N370|LAT4_HUMAN	tr|A0A2F0BKD6|A0A2F0BKD6_ESCRO
OG0001464	sp|Q86UX7|URP2_HUMAN, sp|Q9BQL6|FERM1_HUMAN, sp|Q96AC1|FERM2_HUMAN	tr|A0A2F0B959|A0A2F0B959_ESCRO
OG0001465	sp|Q9BRI3|ZNT2_HUMAN	tr|A0A2F0BBE1|A0A2F0BBE1_ESCRO
OG0001465	sp|Q99726|ZNT3_HUMAN	tr|A0A2F0B7V0|A0A2F0B7V0_ESCRO
OG0001466	sp|O43169|CYB5B_HUMAN	tr|A0A2F0BLU5|A0A2F0BLU5_ESCRO
OG0001466	sp|P00167|CYB5_HUMAN	tr|A0A2F0BPH3|A0A2F0BPH3_ESCRO
OG0001467	sp|Q7Z7E8|UB2Q1_HUMAN, tr|A0A0G2JLW4|A0A0G2JLW4_HUMAN, sp|Q8WVN8|UB2Q2_HUMAN	tr|A0A2F0B2J1|A0A2F0B2J1_ESCRO
OG0001468	sp|Q96QE3|ATAD5_HUMAN, sp|P35251|RFC1_HUMAN, sp|Q8WVB6|CTF18_HUMAN	tr|A0A2F0B428|A0A2F0B428_ESCRO
OG0001469	sp|O95741|CPNE6_HUMAN, sp|Q9UBL6|CPNE7_HUMAN, sp|Q96A23|CPNE4_HUMAN	tr|A0A2F0BAN0|A0A2F0BAN0_ESCRO
OG0001470	sp|Q9BT22|ALG1_HUMAN, sp|C9J202|AG1L2_HUMAN, sp|Q6GMV1|ALG1L_HUMAN	tr|A0A2F0BD19|A0A2F0BD19_ESCRO
OG0001471	sp|P25440|BRD2_HUMAN, sp|Q15059|BRD3_HUMAN, sp|Q58F21|BRDT_HUMAN	tr|A0A2F0B939|A0A2F0B939_ESCRO
OG0001472	sp|Q9BXM0|PRAX_HUMAN, sp|Q09666|AHNK_HUMAN, sp|Q8IVF2|AHNK2_HUMAN	tr|A0A2F0AZ79|A0A2F0AZ79_ESCRO
OG0001473	sp|Q9Y2K5|R3HD2_HUMAN, sp|Q9UBL0|ARP21_HUMAN, sp|Q15032|R3HD1_HUMAN	tr|A0A2F0B173|A0A2F0B173_ESCRO
OG0001474	sp|Q9NPZ5|B3GA2_HUMAN, sp|Q9P2W7|B3GA1_HUMAN, sp|O94766|B3GA3_HUMAN	tr|A0A2F0B7D6|A0A2F0B7D6_ESCRO
OG0001475	sp|Q93088|BHMT1_HUMAN, sp|Q9H2M3|BHMT2_HUMAN, sp|Q99707|METH_HUMAN	tr|A0A2F0BBX9|A0A2F0BBX9_ESCRO
OG0001476	sp|P32519|ELF1_HUMAN, sp|Q99607|ELF4_HUMAN, sp|Q15723|ELF2_HUMAN	tr|A0A2F0BJQ5|A0A2F0BJQ5_ESCRO
OG0001477	sp|Q6PJQ5|FOXR2_HUMAN	tr|A0A2F0BPS6|A0A2F0BPS6_ESCRO
OG0001477	sp|Q6PIV2|FOXR1_HUMAN	tr|A0A2F0AUE6|A0A2F0AUE6_ESCRO
OG0001478	sp|Q86YT5|S13A5_HUMAN, sp|Q9BZW2|S13A1_HUMAN, sp|Q8WWT9|S13A3_HUMAN	tr|A0A2F0B3H0|A0A2F0B3H0_ESCRO
OG0001479	sp|Q9UGF7|O12D3_HUMAN, sp|P0DN82|O12D1_HUMAN, sp|P58182|O12D2_HUMAN	tr|A0A2F0BIM5|A0A2F0BIM5_ESCRO
OG0001480	sp|O95232|LC7L3_HUMAN, sp|Q9Y383|LC7L2_HUMAN, sp|Q9NQ29|LUC7L_HUMAN	tr|A0A2F0AUP4|A0A2F0AUP4_ESCRO
OG0001481	sp|Q14244|MAP7_HUMAN, sp|Q8IWC1|MA7D3_HUMAN, sp|Q96T17|MA7D2_HUMAN	tr|A0A2F0AYV7|A0A2F0AYV7_ESCRO
OG0001482	sp|P45844|ABCG1_HUMAN, sp|Q9UNQ0|ABCG2_HUMAN, sp|Q9H172|ABCG4_HUMAN	tr|A0A2F0B7X4|A0A2F0B7X4_ESCRO
OG0001483	sp|Q9Y5J5|PHLA3_HUMAN, sp|Q8WV24|PHLA1_HUMAN, sp|Q53GA4|PHLA2_HUMAN	tr|A0A2F0B891|A0A2F0B891_ESCRO
OG0001484	sp|O60729|CC14B_HUMAN, sp|A4D256|CC14C_HUMAN, sp|Q9UNH5|CC14A_HUMAN	tr|A0A2F0BHA2|A0A2F0BHA2_ESCRO
OG0001485	sp|Q15256|PTPRR_HUMAN, sp|Q16827|PTPRO_HUMAN, sp|P35236|PTN7_HUMAN	tr|A0A2F0BID1|A0A2F0BID1_ESCRO
OG0001486	sp|P18089|ADA2B_HUMAN, sp|P08913|ADA2A_HUMAN, sp|P18825|ADA2C_HUMAN	tr|A0A2F0AUY5|A0A2F0AUY5_ESCRO
OG0001487	sp|Q9P241|AT10D_HUMAN, sp|O94823|AT10B_HUMAN, sp|O60312|AT10A_HUMAN	tr|A0A2F0AVU6|A0A2F0AVU6_ESCRO
OG0001488	sp|Q5JXB2|UE2NL_HUMAN, sp|P61088|UBE2N_HUMAN, sp|P61086|UBE2K_HUMAN	tr|A0A2F0AZG4|A0A2F0AZG4_ESCRO
OG0001489	sp|A6NFT4|CFA73_HUMAN	tr|A0A2F0BFA3|A0A2F0BFA3_ESCRO
OG0001489	sp|Q96M95|CCD42_HUMAN	tr|A0A2F0BCU2|A0A2F0BCU2_ESCRO
OG0001490	sp|A8MPY1|GBRR3_HUMAN, sp|P24046|GBRR1_HUMAN, sp|P28476|GBRR2_HUMAN	tr|A0A2F0BN36|A0A2F0BN36_ESCRO
OG0001491	sp|Q7Z698|SPRE2_HUMAN, sp|Q7Z699|SPRE1_HUMAN, sp|Q2MJR0|SPRE3_HUMAN	tr|A0A2F0AW57|A0A2F0AW57_ESCRO
OG0001492	sp|Q9UHJ3|SMBT1_HUMAN	tr|A0A2F0AWA8|A0A2F0AWA8_ESCRO
OG0001492	sp|Q5VUG0|SMBT2_HUMAN	tr|A0A2F0AWS3|A0A2F0AWS3_ESCRO
OG0001493	sp|P68106|FKB1B_HUMAN, sp|P62942|FKB1A_HUMAN, tr|Q5VVH2|Q5VVH2_HUMAN	tr|A0A2F0B229|A0A2F0B229_ESCRO
OG0001494	sp|Q3KNS1|PTHD3_HUMAN, sp|Q96NR3|PTHD1_HUMAN, sp|Q6ZW05|PTHD4_HUMAN	tr|A0A2F0BD83|A0A2F0BD83_ESCRO
OG0001495	sp|P57789|KCNKA_HUMAN, sp|O95069|KCNK2_HUMAN, sp|Q9NYG8|KCNK4_HUMAN	tr|A0A2F0BF18|A0A2F0BF18_ESCRO
OG0001496	sp|Q9Y2L6|FRM4B_HUMAN, sp|Q9P2Q2|FRM4A_HUMAN, sp|Q3KP66|INAVA_HUMAN	tr|A0A2F0BKF6|A0A2F0BKF6_ESCRO
OG0001497	sp|A8MVU1|NCF1C_HUMAN, sp|A6NI72|NCF1B_HUMAN, sp|P14598|NCF1_HUMAN	tr|A0A2F0B0K1|A0A2F0B0K1_ESCRO
OG0001498	sp|Q8IY34|S15A3_HUMAN, sp|A6NIM6|S15A5_HUMAN, sp|Q8N697|S15A4_HUMAN	tr|A0A2F0B546|A0A2F0B546_ESCRO
OG0001499	sp|Q86UX6|ST32C_HUMAN, sp|Q8WU08|ST32A_HUMAN, sp|Q9NY57|ST32B_HUMAN	tr|A0A2F0B7V1|A0A2F0B7V1_ESCRO
OG0001500	sp|Q6UW63|PLGT2_HUMAN	tr|A0A2F0B183|A0A2F0B183_ESCRO
OG0001500	sp|Q7Z4H8|PLGT3_HUMAN	tr|A0A2F0B8R2|A0A2F0B8R2_ESCRO
OG0001501	sp|Q9H1A7|RPB1C_HUMAN, sp|Q9GZM3|RPB1B_HUMAN, sp|P52435|RPB11_HUMAN	tr|A0A2F0BPK8|A0A2F0BPK8_ESCRO
OG0001502	sp|Q9NYQ6|CELR1_HUMAN, sp|Q9HCU4|CELR2_HUMAN	tr|A0A2F0BCJ3|A0A2F0BCJ3_ESCRO, tr|A0A2F0AUR1|A0A2F0AUR1_ESCRO
OG0001503	sp|P33176|KINH_HUMAN, sp|O60282|KIF5C_HUMAN, sp|Q12840|KIF5A_HUMAN	tr|A0A2F0AZD7|A0A2F0AZD7_ESCRO
OG0001504	sp|P54257|HAP1_HUMAN, sp|O60296|TRAK2_HUMAN, sp|Q9UPV9|TRAK1_HUMAN	tr|A0A2F0B213|A0A2F0B213_ESCRO
OG0001505	sp|Q9UL54|TAOK2_HUMAN, sp|Q9H2K8|TAOK3_HUMAN, sp|Q7L7X3|TAOK1_HUMAN	tr|A0A2F0B8N5|A0A2F0B8N5_ESCRO
OG0001506	sp|Q9C0K3|ARP3C_HUMAN, sp|P61158|ARP3_HUMAN, sp|Q9P1U1|ARP3B_HUMAN	tr|A0A2F0BKL9|A0A2F0BKL9_ESCRO
OG0001507	sp|Q9UKA1|FBXL5_HUMAN, sp|Q008S8|ECT2L_HUMAN, sp|Q8IX29|FBX16_HUMAN	tr|A0A2F0BM26|A0A2F0BM26_ESCRO
OG0001508	sp|Q9Y519|T184B_HUMAN, sp|Q9NVA4|T184C_HUMAN, sp|Q6ZMB5|T184A_HUMAN	tr|A0A2F0AX34|A0A2F0AX34_ESCRO
OG0001509	sp|Q13342|SP140_HUMAN, sp|Q9H930|SP14L_HUMAN, sp|Q9HB58|SP110_HUMAN	tr|A0A2F0AYA5|A0A2F0AYA5_ESCRO
OG0001510	sp|Q9NR83|S2A4R_HUMAN, sp|Q6ZNC4|ZN704_HUMAN, sp|Q9H8N7|ZN395_HUMAN	tr|A0A2F0B446|A0A2F0B446_ESCRO
OG0001511	sp|Q6P587|FAHD1_HUMAN, sp|Q6P2I3|FAH2B_HUMAN, sp|Q96GK7|FAH2A_HUMAN	tr|A0A2F0BAY7|A0A2F0BAY7_ESCRO
OG0001512	sp|Q9H825|METL8_HUMAN, sp|Q96IZ6|MET2A_HUMAN, sp|Q6P1Q9|MET2B_HUMAN	tr|A0A2F0BIE2|A0A2F0BIE2_ESCRO
OG0001513	sp|P61020|RAB5B_HUMAN, sp|P20339|RAB5A_HUMAN, sp|P51148|RAB5C_HUMAN	tr|A0A2F0AVQ0|A0A2F0AVQ0_ESCRO
OG0001514	sp|P49639|HXA1_HUMAN, sp|Q9GZZ0|HXD1_HUMAN, sp|P14653|HXB1_HUMAN	tr|A0A2F0AZU3|A0A2F0AZU3_ESCRO
OG0001515	sp|O95935|TBX18_HUMAN, sp|Q9Y458|TBX22_HUMAN, sp|Q96SF7|TBX15_HUMAN	tr|A0A2F0B540|A0A2F0B540_ESCRO
OG0001516	sp|P07288|KLK3_HUMAN, sp|P20151|KLK2_HUMAN, sp|P06870|KLK1_HUMAN	tr|A0A2F0BPR7|A0A2F0BPR7_ESCRO
OG0001517	sp|Q8WXS8|ATS14_HUMAN, sp|O15072|ATS3_HUMAN, sp|O95450|ATS2_HUMAN	tr|A0A2F0AVK7|A0A2F0AVK7_ESCRO
OG0001518	sp|O76036|NCTR1_HUMAN, sp|Q9HCN6|GPVI_HUMAN, sp|P24071|FCAR_HUMAN	tr|A0A2F0AYN7|A0A2F0AYN7_ESCRO
OG0001519	sp|Q6ZT98|TTLL7_HUMAN, sp|Q8NHH1|TTL11_HUMAN, sp|A6NNM8|TTL13_HUMAN	tr|A0A2F0AZX5|A0A2F0AZX5_ESCRO
OG0001520	sp|O76082|S22A5_HUMAN, sp|Q9H015|S22A4_HUMAN, sp|Q86VW1|S22AG_HUMAN	tr|A0A2F0B4N0|A0A2F0B4N0_ESCRO
OG0001521	sp|P49146|NPY2R_HUMAN, sp|Q9NYM4|GPR83_HUMAN, sp|P49683|PRLHR_HUMAN	tr|A0A2F0B9J0|A0A2F0B9J0_ESCRO
OG0001522	sp|Q92604|LGAT1_HUMAN, sp|Q9NRZ7|PLCC_HUMAN, sp|Q9NRZ5|PLCD_HUMAN	tr|A0A2F0BG20|A0A2F0BG20_ESCRO
OG0001523	sp|O75078|ADA11_HUMAN, sp|O75077|ADA23_HUMAN, sp|Q9P0K1|ADA22_HUMAN	tr|A0A2F0BGY6|A0A2F0BGY6_ESCRO
OG0001524	sp|Q9H6S3|ES8L2_HUMAN, sp|Q12929|EPS8_HUMAN, sp|Q8TE68|ES8L1_HUMAN	tr|A0A2F0AWZ9|A0A2F0AWZ9_ESCRO
OG0001525	sp|Q86YS3|RFIP4_HUMAN	tr|A0A2F0B3Z0|A0A2F0B3Z0_ESCRO
OG0001525	sp|O75154|RFIP3_HUMAN	tr|A0A2F0BLG2|A0A2F0BLG2_ESCRO
OG0001526	sp|O43488|ARK72_HUMAN, sp|Q8NHP1|ARK74_HUMAN, sp|O95154|ARK73_HUMAN	tr|A0A2F0B581|A0A2F0B581_ESCRO
OG0001527	sp|Q02779|M3K10_HUMAN, sp|Q5TCX8|M3K21_HUMAN, sp|P80192|M3K9_HUMAN	tr|A0A2F0B605|A0A2F0B605_ESCRO
OG0001528	sp|P24928|RPB1_HUMAN, sp|O14802|RPC1_HUMAN, sp|O95602|RPA1_HUMAN	tr|A0A2F0B7Z6|A0A2F0B7Z6_ESCRO
OG0001529	sp|Q9UKF6|CPSF3_HUMAN, sp|Q9NV88|INT9_HUMAN, sp|Q5TA45|INT11_HUMAN	tr|A0A2F0BQA5|A0A2F0BQA5_ESCRO
OG0001530	sp|Q8IYU8|MICU2_HUMAN, sp|Q86XE3|MICU3_HUMAN, sp|Q9BPX6|MICU1_HUMAN	tr|A0A2F0AW94|A0A2F0AW94_ESCRO
OG0001531	sp|O43293|DAPK3_HUMAN, sp|Q9UIK4|DAPK2_HUMAN, sp|P53355|DAPK1_HUMAN	tr|A0A2F0AWV1|A0A2F0AWV1_ESCRO
OG0001532	sp|P49023|PAXI_HUMAN	tr|A0A2F0B1P3|A0A2F0B1P3_ESCRO
OG0001532	sp|O60711|LPXN_HUMAN	tr|A0A2F0BK00|A0A2F0BK00_ESCRO
OG0001533	sp|Q92817|EVPL_HUMAN, sp|O60437|PEPL_HUMAN, sp|A8MZ36|EVPLL_HUMAN	tr|A0A2F0AW93|A0A2F0AW93_ESCRO
OG0001534	sp|O43815|STRN_HUMAN, sp|Q13033|STRN3_HUMAN, sp|Q9NRL3|STRN4_HUMAN	tr|A0A2F0AWC3|A0A2F0AWC3_ESCRO
OG0001535	sp|Q06190|P2R3A_HUMAN, sp|Q9Y5P8|P2R3B_HUMAN, sp|Q969Q6|P2R3C_HUMAN	tr|A0A2F0AXH6|A0A2F0AXH6_ESCRO
OG0001536	sp|P0CG40|SP9_HUMAN, sp|Q8IXZ3|SP8_HUMAN, sp|Q8TDD2|SP7_HUMAN	tr|A0A2F0B3Z7|A0A2F0B3Z7_ESCRO
OG0001537	sp|O95922|TTLL1_HUMAN, sp|Q6ZVT0|TTL10_HUMAN, sp|Q9BWV7|TTLL2_HUMAN	tr|A0A2F0B5K4|A0A2F0B5K4_ESCRO
OG0001538	sp|Q9HB40|RISC_HUMAN, sp|Q9H3G5|CPVL_HUMAN, sp|P10619|PPGB_HUMAN	tr|A0A2F0B8I2|A0A2F0B8I2_ESCRO
OG0001539	sp|O14514|AGRB1_HUMAN, sp|O60242|AGRB3_HUMAN, sp|O60241|AGRB2_HUMAN	tr|A0A2F0BEH3|A0A2F0BEH3_ESCRO
OG0001540	sp|A6NH52|TV23A_HUMAN, sp|Q9NYZ1|TV23B_HUMAN, sp|Q96ET8|TV23C_HUMAN	tr|A0A2F0BFI7|A0A2F0BFI7_ESCRO
OG0001541	sp|Q9P0K9|FRS1L_HUMAN, sp|A0A1B0GV85|RELD1_HUMAN, sp|Q6ZNA5|FRRS1_HUMAN	tr|A0A2F0B6X7|A0A2F0B6X7_ESCRO
OG0001542	sp|Q969R2|OSBP2_HUMAN, sp|Q9Y5P4|CERT_HUMAN, sp|P22059|OSBP1_HUMAN	tr|A0A2F0BGL5|A0A2F0BGL5_ESCRO
OG0001543	sp|Q8NBQ7|AQP11_HUMAN, sp|Q8IXF9|AQ12A_HUMAN, sp|A6NM10|AQ12B_HUMAN	tr|A0A2F0B0A0|A0A2F0B0A0_ESCRO
OG0001544	sp|Q9H819|DJC18_HUMAN, sp|Q8TBM8|DJB14_HUMAN, sp|Q9NXW2|DJB12_HUMAN	tr|A0A2F0B3M2|A0A2F0B3M2_ESCRO
OG0001545	sp|Q8TAT5|NEIL3_HUMAN, sp|Q9UBZ4|APEX2_HUMAN, sp|Q969S2|NEIL2_HUMAN	tr|A0A2F0B7K6|A0A2F0B7K6_ESCRO
OG0001546	sp|Q8NF37|PCAT1_HUMAN, sp|Q7L5N7|PCAT2_HUMAN, sp|Q643R3|LPCT4_HUMAN	tr|A0A2F0BA26|A0A2F0BA26_ESCRO
OG0001547	sp|O14917|PCD17_HUMAN, sp|Q8TAB3|PCD19_HUMAN, sp|Q9P2E7|PCD10_HUMAN	tr|A0A2F0BAM0|A0A2F0BAM0_ESCRO
OG0001548	sp|O00330|ODPX_HUMAN, sp|P10515|ODP2_HUMAN, sp|P11182|ODB2_HUMAN	tr|A0A2F0BKU1|A0A2F0BKU1_ESCRO
OG0001549	sp|P53634|CATC_HUMAN, sp|P09668|CATH_HUMAN, sp|P07858|CATB_HUMAN	tr|A0A2F0B2N3|A0A2F0B2N3_ESCRO
OG0001628	sp|Q9BTV7|CABL2_HUMAN	tr|A0A2F0AUS9|A0A2F0AUS9_ESCRO, tr|A0A2F0BLS6|A0A2F0BLS6_ESCRO
OG0001629	sp|P22413|ENPP1_HUMAN, sp|O14638|ENPP3_HUMAN	tr|A0A2F0AV69|A0A2F0AV69_ESCRO
OG0001630	sp|A8MYZ6|FOXO6_HUMAN, sp|O43524|FOXO3_HUMAN	tr|A0A2F0AV86|A0A2F0AV86_ESCRO
OG0001631	sp|Q6GPH6|IPIL1_HUMAN, sp|Q8IWB1|IPRI_HUMAN	tr|A0A2F0AVD0|A0A2F0AVD0_ESCRO
OG0001632	sp|Q9HAT1|LMA1L_HUMAN, sp|P49257|LMAN1_HUMAN	tr|A0A2F0AZ97|A0A2F0AZ97_ESCRO
OG0001633	sp|Q8TE23|TS1R2_HUMAN	tr|A0A2F0BDT2|A0A2F0BDT2_ESCRO, tr|A0A2F0AZK3|A0A2F0AZK3_ESCRO
OG0001634	sp|Q92565|RPGF5_HUMAN, sp|Q9UHV5|RPGFL_HUMAN	tr|A0A2F0AZX2|A0A2F0AZX2_ESCRO
OG0001635	sp|P46098|5HT3A_HUMAN, sp|O95264|5HT3B_HUMAN	tr|A0A2F0B1U3|A0A2F0B1U3_ESCRO
OG0001636	sp|Q9P0N8|MARH2_HUMAN	tr|A0A2F0B4E2|A0A2F0B4E2_ESCRO, tr|A0A2F0BLC1|A0A2F0BLC1_ESCRO
OG0001637	sp|Q969V6|MRTFA_HUMAN, sp|Q9ULH7|MRTFB_HUMAN	tr|A0A2F0B4M8|A0A2F0B4M8_ESCRO
OG0001638	sp|O60294|TYW4_HUMAN, sp|Q9UIC8|LCMT1_HUMAN	tr|A0A2F0B8D2|A0A2F0B8D2_ESCRO
OG0001639	sp|Q96PD2|DCBD2_HUMAN, sp|Q8N8Z6|DCBD1_HUMAN	tr|A0A2F0BE57|A0A2F0BE57_ESCRO
OG0001640	sp|P24386|RAE1_HUMAN, sp|P26374|RAE2_HUMAN	tr|A0A2F0BHN4|A0A2F0BHN4_ESCRO
OG0001641	sp|Q6TCH7|PAQR3_HUMAN, sp|Q8N4S7|PAQR4_HUMAN	tr|A0A2F0BJM1|A0A2F0BJM1_ESCRO
OG0001642	sp|O95271|TNKS1_HUMAN, sp|Q9H2K2|TNKS2_HUMAN	tr|A0A2F0BK64|A0A2F0BK64_ESCRO
OG0001643	sp|Q9C0B9|ZCHC2_HUMAN, sp|Q8WYQ9|ZCH14_HUMAN	tr|A0A2F0BPU3|A0A2F0BPU3_ESCRO
OG0001644	sp|O00744|WN10B_HUMAN	tr|A0A2F0AYZ4|A0A2F0AYZ4_ESCRO, tr|A0A2F0B773|A0A2F0B773_ESCRO
OG0001645	sp|Q9NVD7|PARVA_HUMAN, sp|Q9HBI1|PARVB_HUMAN	tr|A0A2F0B3F7|A0A2F0B3F7_ESCRO
OG0001646	sp|P15313|VATB1_HUMAN, sp|P21281|VATB2_HUMAN	tr|A0A2F0B4G5|A0A2F0B4G5_ESCRO
OG0001647	sp|P54619|AAKG1_HUMAN, sp|Q9UGJ0|AAKG2_HUMAN	tr|A0A2F0B5D6|A0A2F0B5D6_ESCRO
OG0001648	sp|P30050|RL12_HUMAN	tr|A0A2F0BG67|A0A2F0BG67_ESCRO, tr|A0A2F0BAV9|A0A2F0BAV9_ESCRO
OG0001649	sp|Q9BSK0|MALD1_HUMAN, sp|Q9Y342|PLLP_HUMAN	tr|A0A2F0BAW1|A0A2F0BAW1_ESCRO
OG0001650	sp|Q8WWY7|WFD12_HUMAN, sp|P03973|SLPI_HUMAN	tr|A0A2F0BB57|A0A2F0BB57_ESCRO
OG0001651	sp|Q8N163|CCAR2_HUMAN, sp|Q8IX12|CCAR1_HUMAN	tr|A0A2F0BCH6|A0A2F0BCH6_ESCRO
OG0001652	sp|P60983|GMFB_HUMAN, sp|O60234|GMFG_HUMAN	tr|A0A2F0BFL0|A0A2F0BFL0_ESCRO
OG0001653	sp|O15211|RGL2_HUMAN	tr|A0A2F0BGI0|A0A2F0BGI0_ESCRO, tr|A0A2F0B6R0|A0A2F0B6R0_ESCRO
OG0001654	sp|Q9NTZ6|RBM12_HUMAN, sp|Q8IXT5|RB12B_HUMAN	tr|A0A2F0BNE1|A0A2F0BNE1_ESCRO
OG0001655	sp|P61326|MGN_HUMAN	tr|A0A2F0BNW8|A0A2F0BNW8_ESCRO, tr|A0A2F0BFB2|A0A2F0BFB2_ESCRO
OG0001656	sp|O60664|PLIN3_HUMAN, sp|Q99541|PLIN2_HUMAN	tr|A0A2F0AVS5|A0A2F0AVS5_ESCRO
OG0001657	sp|Q9NSK7|CS012_HUMAN	tr|A0A2F0BDM2|A0A2F0BDM2_ESCRO, tr|A0A2F0AWI4|A0A2F0AWI4_ESCRO
OG0001658	sp|P51172|SCNND_HUMAN, sp|P37088|SCNNA_HUMAN	tr|A0A2F0AXI7|A0A2F0AXI7_ESCRO
OG0001659	sp|Q9Y3B1|PLD3B_HUMAN	tr|A0A2F0AXN8|A0A2F0AXN8_ESCRO, tr|A0A2F0BKJ8|A0A2F0BKJ8_ESCRO
OG0001660	sp|Q969P6|TOP1M_HUMAN, sp|P11387|TOP1_HUMAN	tr|A0A2F0AZN9|A0A2F0AZN9_ESCRO
OG0001661	sp|P63010|AP2B1_HUMAN, sp|Q10567|AP1B1_HUMAN	tr|A0A2F0B2X1|A0A2F0B2X1_ESCRO
