Orthogroup	Homo_sapiens	Lynx_canadensis
OG0000332	sp|P48052|CBPA2_HUMAN, sp|Q8WXQ8|CBPA5_HUMAN, sp|P15085|CBPA1_HUMAN	tr|A0A667GJN1|A0A667GJN1_LYNCA
OG0000333	sp|P25090|FPR2_HUMAN, sp|Q8NGA4|G32P1_HUMAN, sp|O75388|GPR32_HUMAN, sp|P25089|FPR3_HUMAN, sp|P21462|FPR1_HUMAN	tr|A0A667IFV5|A0A667IFV5_LYNCA
OG0000334	sp|P0C5J1|F86B2_HUMAN, sp|Q8N7N1|F86B1_HUMAN, sp|Q96G04|EF2KT_HUMAN, sp|Q9NVL1|F86C1_HUMAN, sp|A6NEL3|F86C2_HUMAN	tr|A0A667I2J2|A0A667I2J2_LYNCA
OG0000335	sp|Q8WXS8|ATS14_HUMAN	tr|A0A667IA75|A0A667IA75_LYNCA
OG0000335	sp|O15072|ATS3_HUMAN	tr|A0A667H1R3|A0A667H1R3_LYNCA
OG0000335	sp|O95450|ATS2_HUMAN	tr|A0A667FT36|A0A667FT36_LYNCA
OG0000336	sp|P16499|PDE6A_HUMAN	tr|A0A667GML3|A0A667GML3_LYNCA
OG0000336	sp|P35913|PDE6B_HUMAN	tr|A0A667G4W5|A0A667G4W5_LYNCA
OG0000336	sp|P51160|PDE6C_HUMAN	tr|A0A667HYS3|A0A667HYS3_LYNCA
OG0000338	sp|Q5T2Q4|CCYL2_HUMAN, sp|Q6PGQ1|DRIC1_HUMAN, sp|Q6IC83|CV042_HUMAN, sp|P0C7X3|CCYL3_HUMAN, sp|Q8N7R7|CCYL1_HUMAN	tr|A0A667HFC0|A0A667HFC0_LYNCA
OG0000340	sp|Q9P2U8|VGLU2_HUMAN	tr|A0A667IW84|A0A667IW84_LYNCA
OG0000340	sp|Q8NDX2|VGLU3_HUMAN	tr|A0A667GJM1|A0A667GJM1_LYNCA
OG0000340	sp|Q9P2U7|VGLU1_HUMAN	tr|A0A667HYB5|A0A667HYB5_LYNCA
OG0000341	sp|Q96N67|DOCK7_HUMAN	tr|A0A667GUJ9|A0A667GUJ9_LYNCA
OG0000341	sp|Q96HP0|DOCK6_HUMAN	tr|A0A667HTR2|A0A667HTR2_LYNCA
OG0000341	sp|Q8NF50|DOCK8_HUMAN	tr|A0A667HPL4|A0A667HPL4_LYNCA
OG0000342	sp|Q7Z407|CSMD3_HUMAN	tr|A0A667J5U1|A0A667J5U1_LYNCA
OG0000342	sp|Q7Z408|CSMD2_HUMAN	tr|A0A667GFR1|A0A667GFR1_LYNCA
OG0000342	sp|Q96PZ7|CSMD1_HUMAN	tr|A0A667GIU0|A0A667GIU0_LYNCA
OG0000344	sp|O00476|NPT4_HUMAN	tr|A0A667G4R1|A0A667G4R1_LYNCA
OG0000344	sp|Q9Y2C5|S17A4_HUMAN	tr|A0A667GV57|A0A667GV57_LYNCA
OG0000344	sp|O00624|NPT3_HUMAN	tr|A0A667G4J8|A0A667G4J8_LYNCA
OG0000345	sp|Q53FV1|ORML2_HUMAN	tr|A0A667GIN8|A0A667GIN8_LYNCA
OG0000345	sp|Q8N138|ORML3_HUMAN	tr|A0A667HT47|A0A667HT47_LYNCA
OG0000345	sp|Q9P0S3|ORML1_HUMAN	tr|A0A667GYJ6|A0A667GYJ6_LYNCA
OG0000346	sp|Q9ULN7|PNM8B_HUMAN, sp|A0A1B0GUJ8|PNM8C_HUMAN, sp|Q86V59|PNM8A_HUMAN, sp|Q96PV4|PNMA5_HUMAN, sp|Q8ND90|PNMA1_HUMAN	tr|A0A667GN61|A0A667GN61_LYNCA
OG0000347	sp|C4AMC7|WASH3_HUMAN, sp|Q6VEQ5|WASH2_HUMAN, sp|A8K0Z3|WASH1_HUMAN, sp|A8MWX3|WASH4_HUMAN, sp|Q9NQA3|WASH6_HUMAN	tr|A0A667G1E6|A0A667G1E6_LYNCA
OG0000348	sp|Q92598|HS105_HUMAN	tr|A0A667FEC7|A0A667FEC7_LYNCA
OG0000348	sp|O95757|HS74L_HUMAN	tr|A0A667GWW8|A0A667GWW8_LYNCA
OG0000348	sp|P34932|HSP74_HUMAN	tr|A0A667GZX0|A0A667GZX0_LYNCA
OG0000349	sp|Q14643|ITPR1_HUMAN	tr|A0A667HDT9|A0A667HDT9_LYNCA
OG0000349	sp|Q14571|ITPR2_HUMAN	tr|A0A667IIH2|A0A667IIH2_LYNCA
OG0000349	sp|Q14573|ITPR3_HUMAN	tr|A0A667G087|A0A667G087_LYNCA
OG0000350	sp|Q8TDI0|CHD5_HUMAN	tr|A0A667ILC9|A0A667ILC9_LYNCA
OG0000350	sp|Q12873|CHD3_HUMAN	tr|A0A667HDU6|A0A667HDU6_LYNCA
OG0000350	sp|Q14839|CHD4_HUMAN	tr|A0A667FTK7|A0A667FTK7_LYNCA
OG0000351	sp|Q9BVK6|TMED9_HUMAN	tr|A0A667GZH9|A0A667GZH9_LYNCA
OG0000351	sp|Q7Z7H5|TMED4_HUMAN	tr|A0A667FVS0|A0A667FVS0_LYNCA, tr|A0A667G0E5|A0A667G0E5_LYNCA, tr|A0A667GAB8|A0A667GAB8_LYNCA
OG0000352	sp|P62910|RL32_HUMAN	tr|A0A667FRK1|A0A667FRK1_LYNCA, tr|A0A667IJP1|A0A667IJP1_LYNCA, tr|A0A667G9H0|A0A667G9H0_LYNCA, tr|A0A667FIU1|A0A667FIU1_LYNCA, tr|A0A667FIR9|A0A667FIR9_LYNCA
OG0000353	sp|Q14315|FLNC_HUMAN	tr|A0A667GW49|A0A667GW49_LYNCA
OG0000353	sp|O75369|FLNB_HUMAN	tr|A0A667H428|A0A667H428_LYNCA
OG0000353	sp|P21333|FLNA_HUMAN	tr|A0A667J1D8|A0A667J1D8_LYNCA
OG0000354	sp|P01241|SOMA_HUMAN, sp|P01242|SOM2_HUMAN, sp|P0DML3|CSH2_HUMAN, sp|P0DML2|CSH1_HUMAN, sp|Q14406|CSHL_HUMAN	tr|A0A667J328|A0A667J328_LYNCA
OG0000355	sp|Q9BZL6|KPCD2_HUMAN	tr|A0A667I2U9|A0A667I2U9_LYNCA
OG0000355	sp|Q15139|KPCD1_HUMAN	tr|A0A667IGV5|A0A667IGV5_LYNCA
OG0000355	sp|O94806|KPCD3_HUMAN	tr|A0A667G6P8|A0A667G6P8_LYNCA
OG0000358	sp|O00555|CAC1A_HUMAN	tr|A0A667H771|A0A667H771_LYNCA
OG0000358	sp|Q15878|CAC1E_HUMAN	tr|A0A667J0W2|A0A667J0W2_LYNCA
OG0000358	sp|Q00975|CAC1B_HUMAN	tr|A0A667IY11|A0A667IY11_LYNCA
OG0000359	sp|Q49AS3|L37A5_HUMAN, sp|Q96QE4|LR37B_HUMAN, sp|O60309|L37A3_HUMAN, sp|A6NMS7|L37A1_HUMAN, sp|A6NM11|L37A2_HUMAN	tr|A0A667J593|A0A667J593_LYNCA
OG0000360	sp|Q86YQ8|CPNE8_HUMAN	tr|A0A667GQ08|A0A667GQ08_LYNCA
OG0000360	sp|Q9HCH3|CPNE5_HUMAN	tr|A0A667GKP8|A0A667GKP8_LYNCA
OG0000360	sp|Q8IYJ1|CPNE9_HUMAN	tr|A0A667GQ99|A0A667GQ99_LYNCA
OG0000361	sp|P01229|LSHB_HUMAN, sp|A6NKQ9|CGB1_HUMAN, sp|P0DN86|CGB3_HUMAN, sp|P0DN87|CGB7_HUMAN, sp|Q6NT52|CGB2_HUMAN	tr|A0A667IXI7|A0A667IXI7_LYNCA
OG0000362	sp|O15198|SMAD9_HUMAN	tr|A0A667FEH2|A0A667FEH2_LYNCA
OG0000362	sp|Q15797|SMAD1_HUMAN	tr|A0A667G635|A0A667G635_LYNCA
OG0000362	sp|Q99717|SMAD5_HUMAN	tr|A0A667H3D7|A0A667H3D7_LYNCA
OG0000363	sp|O95837|GNA14_HUMAN	tr|A0A667GWD0|A0A667GWD0_LYNCA
OG0000363	sp|P50148|GNAQ_HUMAN	tr|A0A667GWM8|A0A667GWM8_LYNCA
OG0000363	sp|P29992|GNA11_HUMAN	tr|A0A667FVI9|A0A667FVI9_LYNCA
OG0000364	sp|Q9P2N7|KLH13_HUMAN	tr|A0A667HV88|A0A667HV88_LYNCA
OG0000364	sp|Q8N239|KLH34_HUMAN, sp|Q8N4N3|KLH36_HUMAN, sp|Q9P2J3|KLHL9_HUMAN	tr|A0A667I533|A0A667I533_LYNCA
OG0000365	sp|P08754|GNAI3_HUMAN	tr|A0A667IEX3|A0A667IEX3_LYNCA
OG0000365	sp|P04899|GNAI2_HUMAN	tr|A0A667G278|A0A667G278_LYNCA
OG0000365	sp|P63096|GNAI1_HUMAN	tr|A0A667GUP2|A0A667GUP2_LYNCA
OG0000366	sp|Q8NGK4|O52K1_HUMAN, sp|Q8NGK6|O52I1_HUMAN, sp|Q8NH67|O52I2_HUMAN, sp|Q9H341|O51M1_HUMAN, sp|Q8NGK3|O52K2_HUMAN	tr|A0A667GMI7|A0A667GMI7_LYNCA
OG0000367	sp|P11166|GTR1_HUMAN	tr|A0A667GPN6|A0A667GPN6_LYNCA
OG0000367	sp|Q8TDB8|GTR14_HUMAN, sp|P11169|GTR3_HUMAN, sp|P14672|GLUT4_HUMAN	tr|A0A667HC12|A0A667HC12_LYNCA
OG0000369	sp|Q8IU54|IFNL1_HUMAN, sp|Q8IZI9|IFNL3_HUMAN, sp|Q8IZJ0|IFNL2_HUMAN	tr|A0A667GTT6|A0A667GTT6_LYNCA, tr|A0A667HYE7|A0A667HYE7_LYNCA, tr|A0A667IZY5|A0A667IZY5_LYNCA
OG0000370	sp|Q8WWP7|GIMA1_HUMAN	tr|A0A667GWE2|A0A667GWE2_LYNCA, tr|A0A667G8A3|A0A667G8A3_LYNCA, tr|A0A667G8W0|A0A667G8W0_LYNCA, tr|A0A667GWH6|A0A667GWH6_LYNCA, tr|A0A667FT69|A0A667FT69_LYNCA
OG0000371	sp|Q96QI5|HS3S6_HUMAN	tr|A0A667HIT1|A0A667HIT1_LYNCA
OG0000371	sp|Q9Y662|HS3SB_HUMAN	tr|A0A667HYC4|A0A667HYC4_LYNCA
OG0000371	sp|Q9Y663|HS3SA_HUMAN	tr|A0A667HY82|A0A667HY82_LYNCA
OG0000372	sp|Q6UX73|CP089_HUMAN, sp|Q8NDZ0|BEND2_HUMAN, tr|A0A087X1C1|A0A087X1C1_HUMAN, sp|Q86U02|CN165_HUMAN, sp|A0A096LPI5|GVQW2_HUMAN	tr|A0A667I4R9|A0A667I4R9_LYNCA
OG0000373	sp|Q9H0I9|TKTL2_HUMAN	tr|A0A667GVW2|A0A667GVW2_LYNCA
OG0000373	sp|P51854|TKTL1_HUMAN	tr|A0A667I0B9|A0A667I0B9_LYNCA
OG0000373	sp|P29401|TKT_HUMAN	tr|A0A667FUK0|A0A667FUK0_LYNCA
OG0000374	sp|P01111|RASN_HUMAN	tr|A0A667IXE9|A0A667IXE9_LYNCA
OG0000374	sp|P01116|RASK_HUMAN	tr|A0A667HSY4|A0A667HSY4_LYNCA
OG0000374	sp|P01112|RASH_HUMAN	tr|A0A667HSI2|A0A667HSI2_LYNCA
OG0000375	sp|P05177|CP1A2_HUMAN	tr|A0A667G508|A0A667G508_LYNCA
OG0000375	sp|Q16678|CP1B1_HUMAN	tr|A0A667GSN6|A0A667GSN6_LYNCA
OG0000375	sp|P04798|CP1A1_HUMAN	tr|A0A667GVD7|A0A667GVD7_LYNCA
OG0000376	sp|A6NI73|LIRA5_HUMAN	tr|A0A667I6Q7|A0A667I6Q7_LYNCA, tr|A0A667ISW2|A0A667ISW2_LYNCA, tr|A0A667IRK3|A0A667IRK3_LYNCA, tr|A0A667HQ57|A0A667HQ57_LYNCA, tr|A0A667I6U6|A0A667I6U6_LYNCA
OG0000377	sp|Q96HA1|P121A_HUMAN, sp|A6NF01|P121B_HUMAN, sp|A8CG34|P121C_HUMAN, sp|Q8N7R1|P1L12_HUMAN, sp|Q96KW2|P12L2_HUMAN	tr|A0A667IM65|A0A667IM65_LYNCA
OG0000378	sp|P21217|FUT3_HUMAN, sp|Q11128|FUT5_HUMAN, sp|P51993|FUT6_HUMAN, sp|P22083|FUT4_HUMAN, sp|Q11130|FUT7_HUMAN	tr|A0A667HJT3|A0A667HJT3_LYNCA
OG0000379	sp|Q14410|GLPK2_HUMAN	tr|A0A667GL08|A0A667GL08_LYNCA
OG0000379	sp|Q14409|GLPK3_HUMAN, sp|P32189|GLPK_HUMAN	tr|A0A667G4H4|A0A667G4H4_LYNCA, tr|A0A667ID30|A0A667ID30_LYNCA
OG0000380	sp|O95819|M4K4_HUMAN	tr|A0A667GFP5|A0A667GFP5_LYNCA
OG0000380	sp|Q9UKE5|TNIK_HUMAN	tr|A0A667HNC0|A0A667HNC0_LYNCA
OG0000380	sp|Q8N4C8|MINK1_HUMAN	tr|A0A667H595|A0A667H595_LYNCA
OG0000381	sp|Q9H2W2|MIXL1_HUMAN, sp|Q8N693|ESX1_HUMAN, sp|P0DV77|TPRX2_HUMAN, sp|Q8N7U7|TPRX1_HUMAN, sp|Q96IS3|RAX2_HUMAN	tr|A0A667FXY9|A0A667FXY9_LYNCA
OG0000382	sp|Q93084|AT2A3_HUMAN	tr|A0A667HYM8|A0A667HYM8_LYNCA
OG0000382	sp|O14983|AT2A1_HUMAN	tr|A0A667HLW2|A0A667HLW2_LYNCA
OG0000382	sp|P16615|AT2A2_HUMAN	tr|A0A667GWI8|A0A667GWI8_LYNCA
OG0000383	sp|Q9NYQ7|CELR3_HUMAN	tr|A0A667GCR0|A0A667GCR0_LYNCA
OG0000383	sp|Q9HCU4|CELR2_HUMAN	tr|A0A667HMM9|A0A667HMM9_LYNCA
OG0000383	sp|Q9NYQ6|CELR1_HUMAN	tr|A0A667H210|A0A667H210_LYNCA
OG0000384	sp|O43897|TLL1_HUMAN	tr|A0A667HGL7|A0A667HGL7_LYNCA
OG0000384	sp|P13497|BMP1_HUMAN	tr|A0A667H1A8|A0A667H1A8_LYNCA
OG0000384	sp|Q9Y6L7|TLL2_HUMAN	tr|A0A667GJS0|A0A667GJS0_LYNCA
OG0000385	sp|P29033|CXB2_HUMAN, sp|O95452|CXB6_HUMAN, sp|Q8N144|CXD3_HUMAN, sp|P35212|CXA4_HUMAN, sp|Q9Y6H8|CXA3_HUMAN	tr|A0A667FE49|A0A667FE49_LYNCA
OG0000386	sp|P40227|TCPZ_HUMAN	tr|A0A667IDV2|A0A667IDV2_LYNCA, tr|A0A667GWG3|A0A667GWG3_LYNCA, tr|A0A667I8E6|A0A667I8E6_LYNCA
OG0000386	sp|Q92526|TCPW_HUMAN	tr|A0A667HDQ5|A0A667HDQ5_LYNCA
OG0000387	sp|A8MUM7|LEG16_HUMAN, sp|Q9UHV8|PP13_HUMAN, sp|Q8TCE9|PPL13_HUMAN, sp|Q05315|LEG10_HUMAN, sp|P47929|LEG7_HUMAN	tr|A0A667IB08|A0A667IB08_LYNCA
OG0000388	sp|Q5SR53|CA200_HUMAN, sp|Q9H2J1|CI037_HUMAN, sp|Q8N769|CN178_HUMAN, sp|Q6ZUF6|NC336_HUMAN, sp|Q3ZCU0|GVQW3_HUMAN	tr|A0A667GVM4|A0A667GVM4_LYNCA
OG0000389	sp|Q14681|KCTD2_HUMAN	tr|A0A667I8V5|A0A667I8V5_LYNCA
OG0000389	sp|Q9NXV2|KCTD5_HUMAN	tr|A0A667IK81|A0A667IK81_LYNCA
OG0000389	sp|Q8N5Z5|KCD17_HUMAN	tr|A0A667GEN3|A0A667GEN3_LYNCA
OG0000390	sp|Q8NGS4|O13F1_HUMAN	tr|A0A667H257|A0A667H257_LYNCA, tr|A0A667IA35|A0A667IA35_LYNCA
OG0000390	sp|Q8NGT1|OR2K2_HUMAN	tr|A0A667HIA2|A0A667HIA2_LYNCA, tr|A0A667HD46|A0A667HD46_LYNCA
OG0000391	sp|O00469|PLOD2_HUMAN	tr|A0A667HL84|A0A667HL84_LYNCA
OG0000391	sp|O60568|PLOD3_HUMAN	tr|A0A667I4Q6|A0A667I4Q6_LYNCA
OG0000391	sp|Q02809|PLOD1_HUMAN	tr|A0A667J6D4|A0A667J6D4_LYNCA
OG0000392	sp|P09017|HXC4_HUMAN, sp|P19622|HME2_HUMAN, sp|Q05925|HME1_HUMAN, sp|P50219|MNX1_HUMAN, sp|P09016|HXD4_HUMAN	tr|A0A667G7C9|A0A667G7C9_LYNCA
OG0000393	sp|Q8WTU2|SRB4D_HUMAN	tr|A0A667I4N8|A0A667I4N8_LYNCA, tr|A0A667I9Y8|A0A667I9Y8_LYNCA, tr|A0A667H929|A0A667H929_LYNCA, tr|A0A667GYU5|A0A667GYU5_LYNCA, tr|A0A667H2P8|A0A667H2P8_LYNCA
OG0000394	sp|P09912|IFI6_HUMAN	tr|A0A667H9K6|A0A667H9K6_LYNCA
OG0000394	sp|P40305|IFI27_HUMAN, sp|Q96BM0|I27L1_HUMAN, sp|Q9H2X8|I27L2_HUMAN	tr|A0A667GZS0|A0A667GZS0_LYNCA
OG0000396	sp|P26378|ELAV4_HUMAN	tr|A0A667HZG7|A0A667HZG7_LYNCA
OG0000396	sp|Q14576|ELAV3_HUMAN	tr|A0A667H5Z2|A0A667H5Z2_LYNCA
OG0000396	sp|Q12926|ELAV2_HUMAN	tr|A0A667J589|A0A667J589_LYNCA
OG0000397	sp|O75093|SLIT1_HUMAN	tr|A0A667H2W6|A0A667H2W6_LYNCA
OG0000397	sp|O75094|SLIT3_HUMAN	tr|A0A667FSU4|A0A667FSU4_LYNCA
OG0000397	sp|O94813|SLIT2_HUMAN	tr|A0A667GT65|A0A667GT65_LYNCA
OG0000398	sp|O95758|PTBP3_HUMAN	tr|A0A667HFL4|A0A667HFL4_LYNCA
OG0000398	sp|P26599|PTBP1_HUMAN	tr|A0A667G2F2|A0A667G2F2_LYNCA
OG0000398	sp|Q9UKA9|PTBP2_HUMAN	tr|A0A667GT20|A0A667GT20_LYNCA
OG0000399	sp|Q86VI3|IQGA3_HUMAN	tr|A0A667J037|A0A667J037_LYNCA
OG0000399	sp|Q13576|IQGA2_HUMAN	tr|A0A667HCK3|A0A667HCK3_LYNCA
OG0000399	sp|P46940|IQGA1_HUMAN	tr|A0A667FLN5|A0A667FLN5_LYNCA
OG0000400	sp|P27448|MARK3_HUMAN	tr|A0A667FI96|A0A667FI96_LYNCA
OG0000400	sp|Q7KZI7|MARK2_HUMAN	tr|A0A667GRJ4|A0A667GRJ4_LYNCA
OG0000400	sp|Q9P0L2|MARK1_HUMAN	tr|A0A667I3N0|A0A667I3N0_LYNCA
OG0000401	sp|A8MVZ5|BTNLA_HUMAN	tr|A0A667GPF6|A0A667GPF6_LYNCA, tr|A0A667G204|A0A667G204_LYNCA, tr|A0A667G688|A0A667G688_LYNCA, tr|A0A667FTL6|A0A667FTL6_LYNCA, tr|A0A667GWD2|A0A667GWD2_LYNCA
OG0000402	sp|O60684|IMA7_HUMAN	tr|A0A667GXF3|A0A667GXF3_LYNCA
OG0000402	sp|P52294|IMA5_HUMAN	tr|A0A667IDL4|A0A667IDL4_LYNCA
OG0000402	sp|O15131|IMA6_HUMAN	tr|A0A667FL52|A0A667FL52_LYNCA
OG0000403	sp|Q8NHM4|TRY6_HUMAN, sp|P07477|TRY1_HUMAN, sp|P07478|TRY2_HUMAN, sp|P35030|TRY3_HUMAN	tr|A0A667H9M7|A0A667H9M7_LYNCA, tr|A0A667HA16|A0A667HA16_LYNCA
OG0000405	sp|O60282|KIF5C_HUMAN	tr|A0A667HX23|A0A667HX23_LYNCA
OG0000405	sp|Q12840|KIF5A_HUMAN	tr|A0A667HFX5|A0A667HFX5_LYNCA
OG0000405	sp|P33176|KINH_HUMAN	tr|A0A667HHX1|A0A667HHX1_LYNCA
OG0000406	sp|Q6NUT2|D19L2_HUMAN, sp|Q6NXN4|D19P1_HUMAN	tr|A0A667FWC2|A0A667FWC2_LYNCA
OG0000406	sp|Q6ZN68|D19P2_HUMAN, sp|Q2PZI1|D19L1_HUMAN	tr|A0A667FW80|A0A667FW80_LYNCA
OG0000407	sp|Q7RTV2|GSTA5_HUMAN, sp|P09210|GSTA2_HUMAN, sp|P08263|GSTA1_HUMAN, sp|Q16772|GSTA3_HUMAN	tr|A0A667G486|A0A667G486_LYNCA, tr|A0A667G4C3|A0A667G4C3_LYNCA
OG0000408	sp|Q5MIZ7|P4R3B_HUMAN	tr|A0A667GHA4|A0A667GHA4_LYNCA
OG0000408	sp|Q6IN85|P4R3A_HUMAN	tr|A0A667GTL8|A0A667GTL8_LYNCA
OG0000408	sp|Q6ZMV5|P4R3C_HUMAN	tr|A0A667IF12|A0A667IF12_LYNCA
OG0000409	sp|Q96LW1|Z354B_HUMAN	tr|A0A667GX14|A0A667GX14_LYNCA
OG0000409	sp|Q86Y25|Z354C_HUMAN	tr|A0A667HTP5|A0A667HTP5_LYNCA
OG0000409	sp|O60765|Z354A_HUMAN	tr|A0A667G9H5|A0A667G9H5_LYNCA
OG0000410	sp|O95342|ABCBB_HUMAN	tr|A0A667GK14|A0A667GK14_LYNCA
OG0000410	sp|Q2M3G0|ABCB5_HUMAN, sp|P08183|MDR1_HUMAN, sp|P21439|MDR3_HUMAN	tr|A0A667GRS4|A0A667GRS4_LYNCA
OG0000411	tr|A0A2R8YF49|A0A2R8YF49_HUMAN, sp|A5YM69|ARG35_HUMAN, tr|A0A5F9ZGZ6|A0A5F9ZGZ6_HUMAN, tr|A0A2R8YFR7|A0A2R8YFR7_HUMAN, sp|Q12774|ARHG5_HUMAN	tr|A0A667FPF1|A0A667FPF1_LYNCA
OG0000412	sp|Q15166|PON3_HUMAN	tr|A0A667GCL4|A0A667GCL4_LYNCA
OG0000412	sp|P27169|PON1_HUMAN	tr|A0A667GCF1|A0A667GCF1_LYNCA
OG0000412	sp|Q15165|PON2_HUMAN	tr|A0A667FY91|A0A667FY91_LYNCA
OG0000413	sp|Q9BYJ9|YTHD1_HUMAN	tr|A0A667GPR6|A0A667GPR6_LYNCA
OG0000413	sp|Q7Z739|YTHD3_HUMAN	tr|A0A667IUQ8|A0A667IUQ8_LYNCA
OG0000413	sp|Q9Y5A9|YTHD2_HUMAN	tr|A0A667HD23|A0A667HD23_LYNCA
OG0000414	sp|O95477|ABCA1_HUMAN	tr|A0A667HJ24|A0A667HJ24_LYNCA
OG0000414	sp|Q8IZY2|ABCA7_HUMAN, sp|Q9BZC7|ABCA2_HUMAN, sp|P78363|ABCA4_HUMAN	tr|A0A667I3T7|A0A667I3T7_LYNCA
OG0000415	sp|P06870|KLK1_HUMAN	tr|A0A667ITT7|A0A667ITT7_LYNCA
OG0000415	sp|P20151|KLK2_HUMAN, sp|P07288|KLK3_HUMAN	tr|A0A667I6S2|A0A667I6S2_LYNCA, tr|A0A667IS58|A0A667IS58_LYNCA
OG0000416	sp|P62136|PP1A_HUMAN	tr|A0A667H476|A0A667H476_LYNCA
OG0000416	sp|P62140|PP1B_HUMAN	tr|A0A667FYG4|A0A667FYG4_LYNCA
OG0000416	sp|P36873|PP1G_HUMAN	tr|A0A667GUW9|A0A667GUW9_LYNCA
OG0000417	sp|Q9BRT8|ZNG1A_HUMAN, sp|Q8IUF1|ZNG1B_HUMAN, sp|Q5RIA9|ZNG1E_HUMAN, sp|Q4V339|ZNG1F_HUMAN, sp|Q5JTY5|ZNG1C_HUMAN	tr|A0A667IGG3|A0A667IGG3_LYNCA
OG0000419	sp|P62079|TSN5_HUMAN	tr|A0A667H466|A0A667H466_LYNCA
OG0000419	sp|Q8NG11|TSN14_HUMAN	tr|A0A667IC37|A0A667IC37_LYNCA
OG0000419	sp|Q96FV3|TSN17_HUMAN	tr|A0A667HFW0|A0A667HFW0_LYNCA
OG0000421	sp|O00295|TULP2_HUMAN	tr|A0A667HSQ8|A0A667HSQ8_LYNCA
OG0000421	sp|P50607|TUB_HUMAN	tr|A0A667GB63|A0A667GB63_LYNCA
OG0000421	sp|O75386|TULP3_HUMAN	tr|A0A667FI79|A0A667FI79_LYNCA
OG0000422	sp|Q5VU92|DC121_HUMAN, sp|Q5VW00|DC122_HUMAN	tr|A0A667I0E9|A0A667I0E9_LYNCA, tr|A0A667HZH4|A0A667HZH4_LYNCA
OG0000422	sp|Q5T6F0|DCA12_HUMAN	tr|A0A667IRG7|A0A667IRG7_LYNCA
OG0000424	sp|P09972|ALDOC_HUMAN	tr|A0A667H337|A0A667H337_LYNCA
OG0000424	sp|P05062|ALDOB_HUMAN	tr|A0A667HJG9|A0A667HJG9_LYNCA
OG0000424	sp|P04075|ALDOA_HUMAN	tr|A0A667IAM2|A0A667IAM2_LYNCA
OG0000425	sp|P35241|RADI_HUMAN	tr|A0A667GX05|A0A667GX05_LYNCA
OG0000425	sp|P26038|MOES_HUMAN	tr|A0A667ID65|A0A667ID65_LYNCA
OG0000425	sp|P15311|EZRI_HUMAN	tr|A0A667GGH9|A0A667GGH9_LYNCA
OG0000426	sp|P51795|CLCN5_HUMAN	tr|A0A667IHS2|A0A667IHS2_LYNCA
OG0000426	sp|P51790|CLCN3_HUMAN	tr|A0A667GWC1|A0A667GWC1_LYNCA
OG0000426	sp|P51793|CLCN4_HUMAN	tr|A0A667HNB5|A0A667HNB5_LYNCA
OG0000428	sp|Q75N90|FBN3_HUMAN	tr|A0A667J5A9|A0A667J5A9_LYNCA
OG0000428	sp|P35555|FBN1_HUMAN	tr|A0A667HKA5|A0A667HKA5_LYNCA
OG0000428	sp|P35556|FBN2_HUMAN	tr|A0A667FQ84|A0A667FQ84_LYNCA
OG0000429	sp|Q9HCJ5|ZSWM6_HUMAN	tr|A0A667FYJ1|A0A667FYJ1_LYNCA
OG0000429	sp|Q9P217|ZSWM5_HUMAN	tr|A0A667HPI3|A0A667HPI3_LYNCA
OG0000429	sp|Q9H7M6|ZSWM4_HUMAN	tr|A0A667GM43|A0A667GM43_LYNCA
OG0000430	sp|Q06416|P5F1B_HUMAN, sp|Q01860|PO5F1_HUMAN	tr|A0A667GX81|A0A667GX81_LYNCA
OG0000430	tr|A0A0G2JKW9|A0A0G2JKW9_HUMAN, sp|Q8N7G0|PO5F2_HUMAN	tr|A0A667GZA4|A0A667GZA4_LYNCA
OG0000431	sp|P17858|PFKAL_HUMAN	tr|A0A667GH87|A0A667GH87_LYNCA
OG0000431	sp|Q01813|PFKAP_HUMAN	tr|A0A667FY42|A0A667FY42_LYNCA
OG0000431	sp|P08237|PFKAM_HUMAN	tr|A0A667HRI5|A0A667HRI5_LYNCA
OG0000432	sp|P05181|CP2E1_HUMAN, sp|P10632|CP2C8_HUMAN, sp|P33260|CP2CI_HUMAN, sp|P11712|CP2C9_HUMAN, sp|P33261|CP2CJ_HUMAN	tr|A0A667HC73|A0A667HC73_LYNCA
OG0000433	sp|Q96S21|RB40C_HUMAN	tr|A0A667H7A4|A0A667H7A4_LYNCA
OG0000433	sp|P0C0E4|RB40L_HUMAN, sp|Q8WXH6|RB40A_HUMAN, sp|Q12829|RB40B_HUMAN	tr|A0A667HYH7|A0A667HYH7_LYNCA
OG0000434	sp|A6NE82|MB3L3_HUMAN, sp|A6NDZ8|MB3L4_HUMAN, sp|A6NJ08|MB3L5_HUMAN, sp|Q8NHZ7|MB3L2_HUMAN, sp|A0A1B0GVZ6|MB3LB_HUMAN	tr|A0A667I4T1|A0A667I4T1_LYNCA
OG0000435	sp|O43448|KCAB3_HUMAN	tr|A0A667I6N0|A0A667I6N0_LYNCA
OG0000435	sp|Q13303|KCAB2_HUMAN	tr|A0A667J019|A0A667J019_LYNCA
OG0000435	sp|Q14722|KCAB1_HUMAN	tr|A0A667I4E6|A0A667I4E6_LYNCA
OG0000436	sp|Q86VL8|S47A2_HUMAN	tr|A0A667H7J0|A0A667H7J0_LYNCA
