Orthogroup	Homo_sapiens	Mus_spicilegus
OG0002022	sp|Q6ZMY3|SPOC1_HUMAN, sp|Q92576|PHF3_HUMAN	tr|A0A8C6HLW0|A0A8C6HLW0_MUSSI
OG0002023	sp|P00374|DYR_HUMAN, sp|Q86XF0|DYR2_HUMAN	tr|A0A8C6H117|A0A8C6H117_MUSSI
OG0002024	sp|Q9UGH3|S23A2_HUMAN	tr|A0A8C6IGD5|A0A8C6IGD5_MUSSI, tr|A0A8C6HPU5|A0A8C6HPU5_MUSSI
OG0002025	tr|A0A2R8Y422|A0A2R8Y422_HUMAN, sp|P62979|RS27A_HUMAN	tr|A0A8C6HWG5|A0A8C6HWG5_MUSSI
OG0002026	sp|Q14137|BOP1_HUMAN, sp|Q9BV38|WDR18_HUMAN	tr|A0A8C6GAE6|A0A8C6GAE6_MUSSI
OG0002027	sp|Q86UK0|ABCAC_HUMAN, sp|Q86UQ4|ABCAD_HUMAN	tr|A0A8C6INH2|A0A8C6INH2_MUSSI
OG0002028	sp|P51911|CNN1_HUMAN, sp|Q99439|CNN2_HUMAN	tr|A0A8C6H5J7|A0A8C6H5J7_MUSSI
OG0002029	sp|Q99623|PHB2_HUMAN	tr|A0A8C6GBT7|A0A8C6GBT7_MUSSI, tr|A0A8C6HF56|A0A8C6HF56_MUSSI
OG0002030	sp|A0A2R8YFL7|OSP4A_HUMAN, sp|Q9HBJ0|PLAC1_HUMAN	tr|A0A8C6GAX0|A0A8C6GAX0_MUSSI
OG0002031	sp|P0DP74|D130A_HUMAN, sp|P0DP73|D130B_HUMAN	tr|A0A8C6H5W0|A0A8C6H5W0_MUSSI
OG0002032	sp|P45985|MP2K4_HUMAN	tr|A0A8C6HJB4|A0A8C6HJB4_MUSSI, tr|A0A8C6G428|A0A8C6G428_MUSSI
OG0002033	sp|Q5HYR2|DMRTC_HUMAN	tr|A0A8C6MNP2|A0A8C6MNP2_MUSSI, tr|A0A8C6I8V6|A0A8C6I8V6_MUSSI
OG0002034	sp|Q9NWU2|GID8_HUMAN	tr|A0A8C6HEY6|A0A8C6HEY6_MUSSI, tr|A0A8C6HGZ2|A0A8C6HGZ2_MUSSI
OG0002035	sp|P08240|SRPRA_HUMAN	tr|A0A8C6GT71|A0A8C6GT71_MUSSI, tr|A0A8C6H3C9|A0A8C6H3C9_MUSSI
OG0002036	sp|Q9HBH7|BEX1_HUMAN, sp|Q9BXY8|BEX2_HUMAN	tr|A0A8C6MY80|A0A8C6MY80_MUSSI
OG0002037	sp|A6NCE7|MP3B2_HUMAN, sp|Q9GZQ8|MLP3B_HUMAN	tr|A0A8C6GCC2|A0A8C6GCC2_MUSSI
OG0002038	sp|Q9UHF3|NAT8B_HUMAN, sp|Q9UHE5|NAT8_HUMAN	tr|A0A8C6HRZ7|A0A8C6HRZ7_MUSSI
OG0002039	sp|P49184|DNSL1_HUMAN, sp|Q13609|DNSL3_HUMAN	tr|A0A8C6MV97|A0A8C6MV97_MUSSI
OG0002040	sp|Q2TAC6|KIF19_HUMAN	tr|A0A8C6IDJ2|A0A8C6IDJ2_MUSSI, tr|A0A8C6IFT1|A0A8C6IFT1_MUSSI
OG0002041	sp|Q96SI1|KCD15_HUMAN, sp|Q719H9|KCTD1_HUMAN	tr|A0A8C6HCW3|A0A8C6HCW3_MUSSI
OG0002042	sp|Q8NGZ6|OR6F1_HUMAN	tr|A0A8C6I604|A0A8C6I604_MUSSI, tr|A0A8C6GWN3|A0A8C6GWN3_MUSSI
OG0002043	sp|Q96QD5|DEPD7_HUMAN, sp|Q8N2C3|DEPD4_HUMAN	tr|A0A8C6G4Q0|A0A8C6G4Q0_MUSSI
OG0002044	sp|Q9UMQ3|BARX2_HUMAN, sp|Q9HBU1|BARX1_HUMAN	tr|A0A8C6GTM5|A0A8C6GTM5_MUSSI
OG0002045	sp|P04090|REL2_HUMAN, sp|P04808|REL1_HUMAN	tr|A0A8C6I0W2|A0A8C6I0W2_MUSSI
OG0002046	sp|P35548|MSX2_HUMAN	tr|A0A8C6I5U0|A0A8C6I5U0_MUSSI, tr|A0A8C6GMS2|A0A8C6GMS2_MUSSI
OG0002047	sp|Q14151|SAFB2_HUMAN, sp|Q15424|SAFB1_HUMAN	tr|A0A8C6GXF3|A0A8C6GXF3_MUSSI
OG0002048	sp|Q5BKT4|AG10A_HUMAN, sp|Q5I7T1|AG10B_HUMAN	tr|A0A8C6HX35|A0A8C6HX35_MUSSI
OG0002049	sp|Q9H1M4|DB127_HUMAN, sp|Q7Z7B8|DB128_HUMAN	tr|A0A8C6G787|A0A8C6G787_MUSSI
OG0002050	sp|Q8N9N2|ASCC1_HUMAN, sp|Q5T7P6|TMM78_HUMAN	tr|A0A8C6GTH0|A0A8C6GTH0_MUSSI
OG0002051	sp|Q9NUP1|BL1S4_HUMAN, sp|Q8TDM0|BCAS4_HUMAN	tr|A0A8C6N1U2|A0A8C6N1U2_MUSSI
OG0002052	sp|A0A3B3IRV3|MCTS2_HUMAN, sp|Q9ULC4|MCTS1_HUMAN	tr|A0A8C6HWU3|A0A8C6HWU3_MUSSI
OG0002053	sp|A8MWV9|SM34A_HUMAN, tr|A0A2R8Y550|A0A2R8Y550_HUMAN	tr|A0A8C6GSA4|A0A8C6GSA4_MUSSI
OG0002054	sp|P21741|MK_HUMAN	tr|A0A8C6I880|A0A8C6I880_MUSSI, tr|A0A8C6HKF1|A0A8C6HKF1_MUSSI
OG0002055	sp|P37268|FDFT_HUMAN	tr|A0A8C6MS11|A0A8C6MS11_MUSSI, tr|A0A8C6MVN1|A0A8C6MVN1_MUSSI
OG0002056	sp|P61966|AP1S1_HUMAN, sp|P56377|AP1S2_HUMAN	tr|A0A8C6HD62|A0A8C6HD62_MUSSI
OG0002057	sp|P62995|TRA2B_HUMAN	tr|A0A8C6GTK2|A0A8C6GTK2_MUSSI, tr|A0A8C6MPY2|A0A8C6MPY2_MUSSI
OG0002058	sp|Q14003|KCNC3_HUMAN, sp|P48547|KCNC1_HUMAN	tr|A0A8C6I7H4|A0A8C6I7H4_MUSSI
OG0002059	sp|Q8N490|PNKD_HUMAN	tr|A0A8C6HKW3|A0A8C6HKW3_MUSSI, tr|A0A8C6HZ56|A0A8C6HZ56_MUSSI
OG0002060	sp|Q53FA7|QORX_HUMAN, sp|Q99536|VAT1_HUMAN	tr|A0A8C6GKX3|A0A8C6GKX3_MUSSI
OG0002061	sp|Q9NRX1|PNO1_HUMAN	tr|A0A8C6GF07|A0A8C6GF07_MUSSI, tr|A0A8C6G6L9|A0A8C6G6L9_MUSSI
OG0002062	sp|Q9NWN3|FBX34_HUMAN	tr|A0A8C6HE26|A0A8C6HE26_MUSSI, tr|A0A8C6H2C7|A0A8C6H2C7_MUSSI
OG0002063	sp|Q9Y222|DMTF1_HUMAN	tr|A0A8C6GS46|A0A8C6GS46_MUSSI, tr|A0A8C6IH95|A0A8C6IH95_MUSSI
OG0002064	sp|Q9NY37|ASIC5_HUMAN, tr|A0A0G2JLG4|A0A0G2JLG4_HUMAN	tr|A0A8C6GU82|A0A8C6GU82_MUSSI
OG0002065	sp|Q8IXF9|AQ12A_HUMAN, sp|A6NM10|AQ12B_HUMAN	tr|A0A8C6H538|A0A8C6H538_MUSSI
OG0002066	sp|P20073|ANXA7_HUMAN	tr|A0A8C6IHQ3|A0A8C6IHQ3_MUSSI, tr|A0A8C6GPT3|A0A8C6GPT3_MUSSI
OG0002067	sp|P48146|NPBW2_HUMAN, sp|P48145|NPBW1_HUMAN	tr|A0A8C6I9D0|A0A8C6I9D0_MUSSI
OG0002068	sp|P78332|RBM6_HUMAN	tr|A0A8C6I5M2|A0A8C6I5M2_MUSSI, tr|A0A8C6N1B7|A0A8C6N1B7_MUSSI
OG0002069	sp|Q03188|CENPC_HUMAN	tr|A0A8C6MZC1|A0A8C6MZC1_MUSSI, tr|A0A8C6IMC0|A0A8C6IMC0_MUSSI
OG0002070	sp|Q49AM3|TTC31_HUMAN, sp|P31948|STIP1_HUMAN	tr|A0A8C6HKG3|A0A8C6HKG3_MUSSI
OG0002071	sp|Q7Z3E2|CC186_HUMAN, sp|Q4V328|GRAP1_HUMAN	tr|A0A8C6IHN2|A0A8C6IHN2_MUSSI
OG0002072	sp|Q86UP9|LHPL3_HUMAN, sp|Q7Z7J7|LHPL4_HUMAN	tr|A0A8C6I7V1|A0A8C6I7V1_MUSSI
OG0002073	sp|Q8NCY6|MSD4_HUMAN	tr|A0A8C6MTI1|A0A8C6MTI1_MUSSI, tr|A0A8C6GG21|A0A8C6GG21_MUSSI
OG0002074	sp|Q8NEY8|PPHLN_HUMAN	tr|A0A8C6HQT1|A0A8C6HQT1_MUSSI, tr|A0A8C6HQU4|A0A8C6HQU4_MUSSI
OG0002075	sp|Q6IEU7|OR5MA_HUMAN, sp|Q8NGP8|OR5M1_HUMAN	tr|A0A8C6IAD2|A0A8C6IAD2_MUSSI
OG0002076	sp|Q6UWM7|LCTL_HUMAN, sp|Q9H227|GBA3_HUMAN	tr|A0A8C6GCK0|A0A8C6GCK0_MUSSI
OG0002077	sp|A6NND4|O2AT4_HUMAN	tr|A0A8C6N3L8|A0A8C6N3L8_MUSSI, tr|A0A8C6IAM7|A0A8C6IAM7_MUSSI
OG0002078	sp|O43823|AKAP8_HUMAN	tr|A0A8C6MRV7|A0A8C6MRV7_MUSSI, tr|A0A8C6GHZ7|A0A8C6GHZ7_MUSSI
OG0002079	sp|O75015|FCG3B_HUMAN, sp|P08637|FCG3A_HUMAN	tr|A0A8C6H3T5|A0A8C6H3T5_MUSSI
OG0002080	sp|P15927|RFA2_HUMAN, sp|Q13156|RFA4_HUMAN	tr|A0A8C6GQY3|A0A8C6GQY3_MUSSI
OG0002081	sp|P42768|WASP_HUMAN, sp|O00401|WASL_HUMAN	tr|A0A8C6HBC6|A0A8C6HBC6_MUSSI
OG0002082	sp|Q6IBW4|CNDH2_HUMAN	tr|A0A8C6HVZ7|A0A8C6HVZ7_MUSSI, tr|A0A8C6H8M9|A0A8C6H8M9_MUSSI
OG0002083	sp|Q96IZ5|RBM41_HUMAN, sp|Q96LT9|RNPC3_HUMAN	tr|A0A8C6GGH9|A0A8C6GGH9_MUSSI
OG0002084	sp|Q96MY7|F161B_HUMAN	tr|A0A8C6GC05|A0A8C6GC05_MUSSI, tr|A0A8C6IDA2|A0A8C6IDA2_MUSSI
OG0002085	sp|Q9BWW4|SSBP3_HUMAN	tr|A0A8C6IM41|A0A8C6IM41_MUSSI, tr|A0A8C6H7W3|A0A8C6H7W3_MUSSI
OG0002086	sp|Q9BYD1|RM13_HUMAN	tr|A0A8C6H443|A0A8C6H443_MUSSI, tr|A0A8C6MQD0|A0A8C6MQD0_MUSSI
OG0002087	sp|P04085|PDGFA_HUMAN	tr|A0A8C6ILS6|A0A8C6ILS6_MUSSI, tr|A0A8C6I4P2|A0A8C6I4P2_MUSSI
OG0002088	sp|P14635|CCNB1_HUMAN	tr|A0A8C6GR03|A0A8C6GR03_MUSSI, tr|A0A8C6GBZ4|A0A8C6GBZ4_MUSSI
OG0002089	sp|Q8N9C0|IGS22_HUMAN, sp|Q86VF2|IGFN1_HUMAN	tr|A0A8C6H3Z5|A0A8C6H3Z5_MUSSI
OG0002090	sp|Q9NRE1|MMP26_HUMAN, sp|P09237|MMP7_HUMAN	tr|A0A8C6MYG4|A0A8C6MYG4_MUSSI
OG0002091	sp|Q9Y388|RBMX2_HUMAN, sp|Q14011|CIRBP_HUMAN	tr|A0A8C6MRL5|A0A8C6MRL5_MUSSI
OG0002092	sp|P23769|GATA2_HUMAN, sp|P15976|GATA1_HUMAN	tr|A0A8C6H4Y7|A0A8C6H4Y7_MUSSI
OG0002093	sp|Q96SF2|TCPQM_HUMAN, sp|A6NM43|TCPQL_HUMAN	tr|A0A8C6H8U7|A0A8C6H8U7_MUSSI
OG0002094	sp|Q9Y5T4|DJC15_HUMAN	tr|A0A8C6HRK0|A0A8C6HRK0_MUSSI, tr|A0A8C6H2E1|A0A8C6H2E1_MUSSI
OG0002095	sp|P0DPA2|VSIG8_HUMAN, sp|P0DPA3|SNH28_HUMAN	tr|A0A8C6GQE2|A0A8C6GQE2_MUSSI
OG0002096	sp|Q58FF3|ENPLL_HUMAN, sp|P14625|ENPL_HUMAN	tr|A0A8C6IJL9|A0A8C6IJL9_MUSSI
OG0002097	sp|P26196|DDX6_HUMAN	tr|A0A8C6I4K8|A0A8C6I4K8_MUSSI, tr|A0A8C6GM51|A0A8C6GM51_MUSSI
OG0002098	sp|P49913|CAMP_HUMAN	tr|A0A8C6I131|A0A8C6I131_MUSSI, tr|A0A8C6H0U3|A0A8C6H0U3_MUSSI
OG0002099	sp|P68402|PA1B2_HUMAN	tr|A0A8C6GY45|A0A8C6GY45_MUSSI, tr|A0A8C6I786|A0A8C6I786_MUSSI
OG0002100	sp|P02042|HBD_HUMAN, sp|P68871|HBB_HUMAN	tr|A0A8C6H3G2|A0A8C6H3G2_MUSSI
OG0002101	sp|Q8WW01|SEN15_HUMAN	tr|A0A8C6MZ11|A0A8C6MZ11_MUSSI, tr|A0A8C6GNS5|A0A8C6GNS5_MUSSI
OG0002102	sp|Q92558|WASF1_HUMAN	tr|A0A8C6I659|A0A8C6I659_MUSSI, tr|A0A8C6IFK5|A0A8C6IFK5_MUSSI
OG0002103	sp|Q96GD4|AURKB_HUMAN, sp|Q9UQB9|AURKC_HUMAN	tr|A0A8C6GT92|A0A8C6GT92_MUSSI
OG0002104	sp|Q96P88|GNRR2_HUMAN, sp|P30968|GNRHR_HUMAN	tr|A0A8C6GL45|A0A8C6GL45_MUSSI
OG0002105	sp|Q6NZ63|STEAL_HUMAN, sp|Q9UHE8|STEA1_HUMAN	tr|A0A8C6HCI7|A0A8C6HCI7_MUSSI
OG0002106	sp|Q9UJY4|GGA2_HUMAN	tr|A0A8C6H2V1|A0A8C6H2V1_MUSSI, tr|A0A8C6I8V9|A0A8C6I8V9_MUSSI
OG0002108	sp|P49619|DGKG_HUMAN, sp|Q9Y6T7|DGKB_HUMAN	tr|A0A8C6GVE8|A0A8C6GVE8_MUSSI
OG0002109	sp|Q63HQ2|EGFLA_HUMAN, sp|Q5T1H1|EYS_HUMAN	tr|A0A8C6N1V2|A0A8C6N1V2_MUSSI
OG0002110	sp|Q8N1B3|CCNQ_HUMAN	tr|A0A8C6N544|A0A8C6N544_MUSSI, tr|A0A8C6GVA9|A0A8C6GVA9_MUSSI
OG0002111	sp|Q8N4E7|FTMT_HUMAN	tr|A0A8C6I4T6|A0A8C6I4T6_MUSSI, tr|A0A8C6H0C9|A0A8C6H0C9_MUSSI
OG0002112	sp|P63165|SUMO1_HUMAN, sp|G2XKQ0|SUMO5_HUMAN	tr|A0A8C6GTC0|A0A8C6GTC0_MUSSI
OG0002113	sp|P48147|PPCE_HUMAN	tr|A0A8C6IJ52|A0A8C6IJ52_MUSSI, tr|A0A8C6H683|A0A8C6H683_MUSSI
OG0002114	sp|Q7Z5P4|DHB13_HUMAN, sp|Q8NBQ5|DHB11_HUMAN	tr|A0A8C6GIF6|A0A8C6GIF6_MUSSI
OG0002115	sp|Q96L46|CPNS2_HUMAN, sp|P04632|CPNS1_HUMAN	tr|A0A8C6GEU6|A0A8C6GEU6_MUSSI
OG0002116	sp|P30305|MPIP2_HUMAN, sp|P30304|MPIP1_HUMAN	tr|A0A8C6H8V3|A0A8C6H8V3_MUSSI
OG0002117	sp|Q13185|CBX3_HUMAN	tr|A0A8C6GTE2|A0A8C6GTE2_MUSSI, tr|A0A8C6HB32|A0A8C6HB32_MUSSI
OG0002118	sp|Q9BSF8|BTBDA_HUMAN	tr|A0A8C6GMC7|A0A8C6GMC7_MUSSI, tr|A0A8C6IDW9|A0A8C6IDW9_MUSSI
OG0002119	sp|P08217|CEL2A_HUMAN, sp|P08218|CEL2B_HUMAN	tr|A0A8C6H720|A0A8C6H720_MUSSI
OG0002120	sp|Q8IUQ4|SIAH1_HUMAN	tr|A0A8C6H791|A0A8C6H791_MUSSI, tr|A0A8C6GN33|A0A8C6GN33_MUSSI
OG0002121	sp|Q8N3A8|PARP8_HUMAN	tr|A0A8C6H9U0|A0A8C6H9U0_MUSSI, tr|A0A8C6G7N0|A0A8C6G7N0_MUSSI
OG0002122	sp|Q96RS0|TGS1_HUMAN	tr|A0A8C6IGU9|A0A8C6IGU9_MUSSI, tr|A0A8C6HIW0|A0A8C6HIW0_MUSSI
OG0002124	sp|P17174|AATC_HUMAN	tr|A0A8C6H6M0|A0A8C6H6M0_MUSSI, tr|A0A8C6G6K6|A0A8C6G6K6_MUSSI
OG0002125	sp|P29083|T2EA_HUMAN	tr|A0A8C6HIB2|A0A8C6HIB2_MUSSI, tr|A0A8C6H2J6|A0A8C6H2J6_MUSSI
OG0002126	sp|P60174|TPIS_HUMAN	tr|A0A8C6I1M8|A0A8C6I1M8_MUSSI, tr|A0A8C6HSY3|A0A8C6HSY3_MUSSI
OG0002127	sp|P60852|ZP1_HUMAN, sp|Q12836|ZP4_HUMAN	tr|A0A8C6N522|A0A8C6N522_MUSSI
OG0002128	sp|Q86VM9|ZCH18_HUMAN	tr|A0A8C6H5Q8|A0A8C6H5Q8_MUSSI, tr|A0A8C6H9Z9|A0A8C6H9Z9_MUSSI
OG0002129	sp|Q8NEJ9|NGDN_HUMAN, sp|Q9NQZ2|SAS10_HUMAN	tr|A0A8C6HGV7|A0A8C6HGV7_MUSSI
OG0002130	sp|Q99643|C560_HUMAN	tr|A0A8C6HZ22|A0A8C6HZ22_MUSSI, tr|A0A8C6GHQ3|A0A8C6GHQ3_MUSSI
OG0002131	sp|O00519|FAAH1_HUMAN, sp|Q6GMR7|FAAH2_HUMAN	tr|A0A8C6H9W3|A0A8C6H9W3_MUSSI
OG0002132	sp|Q8TD86|CALL6_HUMAN, sp|P02585|TNNC2_HUMAN	tr|A0A8C6HVN9|A0A8C6HVN9_MUSSI
OG0002133	sp|Q9BZ67|FRMD8_HUMAN, sp|Q9BZ68|FR8P1_HUMAN	tr|A0A8C6IHE3|A0A8C6IHE3_MUSSI
OG0002134	sp|A1KZ92|PXDNL_HUMAN, sp|Q92626|PXDN_HUMAN	tr|A0A8C6GAB2|A0A8C6GAB2_MUSSI
OG0002135	sp|P42771|CDN2A_HUMAN, sp|P42772|CDN2B_HUMAN	tr|A0A8C6HBM7|A0A8C6HBM7_MUSSI
OG0002136	sp|P98182|ZN200_HUMAN, sp|Q96LX8|ZN597_HUMAN	tr|A0A8C6I4W3|A0A8C6I4W3_MUSSI
OG0002137	sp|Q15047|SETB1_HUMAN	tr|A0A8C6GHS9|A0A8C6GHS9_MUSSI, tr|A0A8C6MRG2|A0A8C6MRG2_MUSSI
OG0002139	sp|Q9NS69|TOM22_HUMAN	tr|A0A8C6GWL1|A0A8C6GWL1_MUSSI, tr|A0A8C6G9K3|A0A8C6G9K3_MUSSI
OG0002140	sp|O95639|CPSF4_HUMAN, sp|A6NMK7|CPS4L_HUMAN	tr|A0A8C6N4G2|A0A8C6N4G2_MUSSI
OG0002141	sp|Q460N3|PAR15_HUMAN, sp|Q460N5|PAR14_HUMAN	tr|A0A8C6GS10|A0A8C6GS10_MUSSI
OG0002142	sp|Q6ZST4|LCNL1_HUMAN, sp|Q6UWW0|LCN15_HUMAN	tr|A0A8C6N0L5|A0A8C6N0L5_MUSSI
OG0002143	sp|Q6UXK5|LRRN1_HUMAN, sp|Q9H3W5|LRRN3_HUMAN	tr|A0A8C6MSK5|A0A8C6MSK5_MUSSI
OG0002144	sp|Q9HB03|ELOV3_HUMAN, sp|Q9H5J4|ELOV6_HUMAN	tr|A0A8C6GZT4|A0A8C6GZT4_MUSSI
OG0002145	sp|Q9Y291|RT33_HUMAN	tr|A0A8C6GXZ9|A0A8C6GXZ9_MUSSI, tr|A0A8C6GBU5|A0A8C6GBU5_MUSSI
OG0002146	sp|Q9Y3L5|RAP2C_HUMAN, sp|P61225|RAP2B_HUMAN	tr|A0A8C6HM05|A0A8C6HM05_MUSSI
OG0002147	sp|Q04741|EMX1_HUMAN	tr|A0A8C6N675|A0A8C6N675_MUSSI, tr|A0A8C6INF2|A0A8C6INF2_MUSSI
OG0002148	sp|Q15329|E2F5_HUMAN, sp|Q16254|E2F4_HUMAN	tr|A0A8C6H6G4|A0A8C6H6G4_MUSSI
OG0002149	sp|Q16619|CTF1_HUMAN	tr|A0A8C6I1Q4|A0A8C6I1Q4_MUSSI, tr|A0A8C6I1P4|A0A8C6I1P4_MUSSI
OG0002150	sp|Q8NA77|TEX19_HUMAN	tr|A0A8C6H004|A0A8C6H004_MUSSI, tr|A0A8C6GYQ2|A0A8C6GYQ2_MUSSI
OG0002151	sp|Q6P2I3|FAH2B_HUMAN, sp|Q96GK7|FAH2A_HUMAN	tr|A0A8C6HL14|A0A8C6HL14_MUSSI
OG0002152	sp|A0A087WV62|TVB16_HUMAN, sp|A0A0A0MS06|TVB23_HUMAN	tr|A0A8C6MQ07|A0A8C6MQ07_MUSSI
OG0002153	sp|O94901|SUN1_HUMAN	tr|A0A8C6G3V5|A0A8C6G3V5_MUSSI, tr|A0A8C6N535|A0A8C6N535_MUSSI
OG0002154	sp|P30556|AGTR1_HUMAN	tr|A0A8C6MPV7|A0A8C6MPV7_MUSSI, tr|A0A8C6MQ14|A0A8C6MQ14_MUSSI
OG0002155	sp|Q16181|SEPT7_HUMAN	tr|A0A8C6HQ23|A0A8C6HQ23_MUSSI, tr|A0A8C6GNN8|A0A8C6GNN8_MUSSI
OG0002156	sp|Q9Y375|CIA30_HUMAN	tr|A0A8C6I843|A0A8C6I843_MUSSI, tr|A0A8C6G8X2|A0A8C6G8X2_MUSSI
OG0002157	sp|Q9Y5S8|NOX1_HUMAN, sp|Q96PH1|NOX5_HUMAN	tr|A0A8C6G4W1|A0A8C6G4W1_MUSSI
OG0002158	sp|O15151|MDM4_HUMAN	tr|A0A8C6G8Q3|A0A8C6G8Q3_MUSSI, tr|A0A8C6HV64|A0A8C6HV64_MUSSI
OG0002159	sp|O95447|LCA5L_HUMAN, sp|Q86VQ0|LCA5_HUMAN	tr|A0A8C6H9N4|A0A8C6H9N4_MUSSI
OG0002160	sp|P05107|ITB2_HUMAN	tr|A0A8C6H8B3|A0A8C6H8B3_MUSSI, tr|A0A8C6HQF7|A0A8C6HQF7_MUSSI
OG0002161	sp|P0CG37|CFC1_HUMAN, sp|P0CG36|CFC1B_HUMAN	tr|A0A8C6HGN3|A0A8C6HGN3_MUSSI
OG0002162	sp|P41732|TSN7_HUMAN	tr|A0A8C6GHK7|A0A8C6GHK7_MUSSI, tr|A0A8C6GAT0|A0A8C6GAT0_MUSSI
OG0002163	sp|Q13200|PSMD2_HUMAN	tr|A0A8C6H2Q1|A0A8C6H2Q1_MUSSI, tr|A0A8C6GHI6|A0A8C6GHI6_MUSSI
OG0002164	sp|Q15646|OASL_HUMAN	tr|A0A8C6GUA5|A0A8C6GUA5_MUSSI, tr|A0A8C6GW02|A0A8C6GW02_MUSSI
OG0002165	sp|Q9H869|YYAP1_HUMAN, sp|Q3T8J9|GON4L_HUMAN	tr|A0A8C6GMT9|A0A8C6GMT9_MUSSI
OG0002166	sp|Q53S99|CB083_HUMAN, sp|Q9BZV2|S19A3_HUMAN	tr|A0A8C6HMH6|A0A8C6HMH6_MUSSI
OG0002167	sp|Q86X24|HORM1_HUMAN	tr|A0A8C6GJ05|A0A8C6GJ05_MUSSI, tr|A0A8C6IHB0|A0A8C6IHB0_MUSSI
OG0002168	sp|Q9BRL7|SC22C_HUMAN, sp|Q96IW7|SC22A_HUMAN	tr|A0A8C6GSK8|A0A8C6GSK8_MUSSI
OG0002169	sp|A8MUP2|CSKMT_HUMAN, sp|P0DPD7|EFMT4_HUMAN	tr|A0A8C6H2L0|A0A8C6H2L0_MUSSI
OG0002170	sp|P28329|CLAT_HUMAN, sp|P43155|CACP_HUMAN	tr|A0A8C6GYG9|A0A8C6GYG9_MUSSI
OG0002171	sp|P47992|XCL1_HUMAN, sp|Q9UBD3|XCL2_HUMAN	tr|A0A8C6H6D3|A0A8C6H6D3_MUSSI
OG0002172	sp|Q9NQV7|PRDM9_HUMAN, sp|Q9NQW5|PRDM7_HUMAN	tr|A0A8C6I8C1|A0A8C6I8C1_MUSSI
OG0002173	sp|O00151|PDLI1_HUMAN	tr|A0A8C6N002|A0A8C6N002_MUSSI, tr|A0A8C6GBP4|A0A8C6GBP4_MUSSI
OG0002174	sp|P10720|PF4V_HUMAN, sp|P02776|PLF4_HUMAN	tr|A0A8C6HGW9|A0A8C6HGW9_MUSSI
OG0002175	sp|P05413|FABPH_HUMAN, sp|O15540|FABP7_HUMAN	tr|A0A8C6ILB9|A0A8C6ILB9_MUSSI
OG0002176	sp|P10916|MLRV_HUMAN, sp|Q02045|MYL5_HUMAN	tr|A0A8C6H2W6|A0A8C6H2W6_MUSSI
OG0002177	sp|Q562F6|SGO2_HUMAN	tr|A0A8C6N1T4|A0A8C6N1T4_MUSSI, tr|A0A8C6HXZ6|A0A8C6HXZ6_MUSSI
OG0002178	sp|Q8N6Q3|CD177_HUMAN	tr|A0A8C6MTD9|A0A8C6MTD9_MUSSI, tr|A0A8C6GTA9|A0A8C6GTA9_MUSSI
OG0002180	sp|Q16873|LTC4S_HUMAN, sp|Q99735|MGST2_HUMAN	tr|A0A8C6H000|A0A8C6H000_MUSSI
OG0002181	sp|O14830|PPE2_HUMAN, sp|O14829|PPE1_HUMAN	tr|A0A8C6HJN0|A0A8C6HJN0_MUSSI
OG0002182	sp|P08138|TNR16_HUMAN	tr|A0A8C6I2L8|A0A8C6I2L8_MUSSI, tr|A0A8C6HMF7|A0A8C6HMF7_MUSSI
OG0002183	sp|Q5SQS8|CJ120_HUMAN	tr|A0A8C6HV16|A0A8C6HV16_MUSSI, tr|A0A8C6MXM3|A0A8C6MXM3_MUSSI
OG0002184	sp|Q658Y4|F91A1_HUMAN, sp|P0C866|F91A2_HUMAN	tr|A0A8C6H9H3|A0A8C6H9H3_MUSSI
OG0002185	sp|Q6IMI4|ST6B1_HUMAN	tr|A0A8C6HNC9|A0A8C6HNC9_MUSSI, tr|A0A8C6GQ04|A0A8C6GQ04_MUSSI
OG0002186	sp|Q6UY13|YB003_HUMAN, sp|O14788|TNF11_HUMAN	tr|A0A8C6GDL6|A0A8C6GDL6_MUSSI
OG0002187	sp|Q9H2C8|O51V1_HUMAN	tr|A0A8C6MVJ0|A0A8C6MVJ0_MUSSI, tr|A0A8C6H7A1|A0A8C6H7A1_MUSSI
OG0002188	sp|O75425|MSPD3_HUMAN	tr|A0A8C6GPV4|A0A8C6GPV4_MUSSI, tr|A0A8C6GC14|A0A8C6GC14_MUSSI
OG0002189	sp|P30041|PRDX6_HUMAN	tr|A0A8C6HNW7|A0A8C6HNW7_MUSSI, tr|A0FJF5|A0FJF5_MUSSI
OG0002190	sp|Q53ET0|CRTC2_HUMAN	tr|A0A8C6GVW9|A0A8C6GVW9_MUSSI, tr|A0A8C6I9Z4|A0A8C6I9Z4_MUSSI
OG0002191	sp|Q86TM3|DDX53_HUMAN, sp|Q9NXZ2|DDX43_HUMAN	tr|A0A8C6GDP7|A0A8C6GDP7_MUSSI
OG0002193	sp|Q9BW85|YJU2_HUMAN	tr|A0A8C6N1E8|A0A8C6N1E8_MUSSI, tr|A0A8C6H266|A0A8C6H266_MUSSI
OG0002194	sp|C9JE40|PATL2_HUMAN, sp|Q86TB9|PATL1_HUMAN	tr|A0A8C6IJK0|A0A8C6IJK0_MUSSI
OG0002195	sp|P08631|HCK_HUMAN, sp|P07948|LYN_HUMAN	tr|A0A8C6G5Z9|A0A8C6G5Z9_MUSSI
