Orthogroup	Homo_sapiens	Delphinapterus_leucas
OG0001965	sp|P04818|TYSY_HUMAN	tr|A0A2Y9PGX3|A0A2Y9PGX3_DELLE, tr|A0A7F8K844|A0A7F8K844_DELLE
OG0001966	sp|O95926|SYF2_HUMAN	tr|A0A2Y9LL02|A0A2Y9LL02_DELLE, tr|A0A2Y9LDC8|A0A2Y9LDC8_DELLE
OG0001967	sp|Q9Y238|DLEC1_HUMAN	tr|A0A2Y9LKZ3|A0A2Y9LKZ3_DELLE, tr|A0A2Y9LWM9|A0A2Y9LWM9_DELLE
OG0001968	sp|Q5T1C6|THEM4_HUMAN	tr|A0A2Y9MDG6|A0A2Y9MDG6_DELLE, tr|A0A2Y9MB04|A0A2Y9MB04_DELLE
OG0001969	sp|O00398|P2Y10_HUMAN	tr|A0A2Y9NN12|A0A2Y9NN12_DELLE, tr|A0A2Y9NN09|A0A2Y9NN09_DELLE
OG0001970	sp|P32249|GP183_HUMAN	tr|A0A2Y9NCC2|A0A2Y9NCC2_DELLE, tr|A0A2Y9NT14|A0A2Y9NT14_DELLE
OG0001971	sp|P16284|PECA1_HUMAN	tr|A0A2Y9PNJ4|A0A2Y9PNJ4_DELLE, tr|A0A2Y9PGA8|A0A2Y9PGA8_DELLE
OG0001972	sp|P05114|HMGN1_HUMAN	tr|A0A7F8KEA8|A0A7F8KEA8_DELLE, tr|A0A2Y9NZ92|A0A2Y9NZ92_DELLE
OG0001973	sp|A0A2R8YFL7|OSP4A_HUMAN, sp|Q9HBJ0|PLAC1_HUMAN	tr|A0A2Y9LMR4|A0A2Y9LMR4_DELLE
OG0001974	sp|Q8WXI7|MUC16_HUMAN	tr|A0A2Y9MNS1|A0A2Y9MNS1_DELLE, tr|A0A7F8KBS2|A0A7F8KBS2_DELLE
OG0001975	sp|Q9BWV7|TTLL2_HUMAN, sp|O95922|TTLL1_HUMAN	tr|A0A7F8K7X7|A0A7F8K7X7_DELLE
OG0001976	tr|A0A1W2PR95|A0A1W2PR95_HUMAN, sp|P78318|IGBP1_HUMAN	tr|A0A2Y9M4T4|A0A2Y9M4T4_DELLE
OG0001977	sp|Q5JSZ5|PRC2B_HUMAN	tr|A0A2Y9NWX6|A0A2Y9NWX6_DELLE, tr|A0A2Y9NJ89|A0A2Y9NJ89_DELLE
OG0001978	sp|Q6EKJ0|GTD2B_HUMAN, sp|Q86UP8|GTD2A_HUMAN	tr|A0A2Y9PCY0|A0A2Y9PCY0_DELLE
OG0001979	sp|Q3MIR4|CC50B_HUMAN	tr|A0A2Y9PJI8|A0A2Y9PJI8_DELLE, tr|A0A2Y9MWB6|A0A2Y9MWB6_DELLE
OG0001980	sp|Q6ISS4|LAIR2_HUMAN, sp|Q6GTX8|LAIR1_HUMAN	tr|A0A2Y9MKJ2|A0A2Y9MKJ2_DELLE
OG0001981	sp|Q86Y82|STX12_HUMAN	tr|A0A2Y9PKB6|A0A2Y9PKB6_DELLE, tr|A0A2Y9LG15|A0A2Y9LG15_DELLE
OG0001982	sp|P16435|NCPR_HUMAN	tr|A0A2Y9PM06|A0A2Y9PM06_DELLE, tr|A0A2Y9PKD2|A0A2Y9PKD2_DELLE
OG0001983	sp|P62280|RS11_HUMAN	tr|A0A7F8KAK4|A0A7F8KAK4_DELLE, tr|A0A2Y9P3R4|A0A2Y9P3R4_DELLE
OG0001984	sp|Q9BZA5|TXNG2_HUMAN, sp|Q9NUQ3|TXLNG_HUMAN	tr|A0A2Y9M872|A0A2Y9M872_DELLE
OG0001985	sp|O95239|KIF4A_HUMAN, sp|Q2VIQ3|KIF4B_HUMAN	tr|A0A2Y9MC97|A0A2Y9MC97_DELLE
OG0001986	sp|O76021|RL1D1_HUMAN	tr|A0A7F8K5S2|A0A7F8K5S2_DELLE, tr|A0A2Y9LEC4|A0A2Y9LEC4_DELLE
OG0001987	sp|Q6Q8B3|MO2R2_HUMAN, sp|Q8TD46|MO2R1_HUMAN	tr|A0A2Y9LH29|A0A2Y9LH29_DELLE
OG0001988	sp|Q9NVF7|FBX28_HUMAN	tr|A0A2Y9NQ31|A0A2Y9NQ31_DELLE, tr|A0A2Y9P943|A0A2Y9P943_DELLE
OG0001989	sp|P29692|EF1D_HUMAN, sp|Q658K8|EF1DL_HUMAN	tr|A0A2Y9LQW9|A0A2Y9LQW9_DELLE
OG0001990	sp|Q9H210|OR2D2_HUMAN	tr|A0A2Y9MD50|A0A2Y9MD50_DELLE, tr|A0A7F8K6S1|A0A7F8K6S1_DELLE
OG0001991	sp|P0DQD5|NPY42_HUMAN, sp|P50391|NPY4R_HUMAN	tr|A0A2Y9MGJ3|A0A2Y9MGJ3_DELLE
OG0001992	sp|O94903|PLPHP_HUMAN	tr|A0A2Y9MWW3|A0A2Y9MWW3_DELLE, tr|A0A2Y9NCD4|A0A2Y9NCD4_DELLE
OG0001993	sp|Q66K66|TM198_HUMAN	tr|A0A2Y9N3C2|A0A2Y9N3C2_DELLE, tr|A0A2Y9MNC8|A0A2Y9MNC8_DELLE
OG0001994	sp|Q9H8H3|MET7A_HUMAN	tr|A0A2Y9ND73|A0A2Y9ND73_DELLE, tr|A0A2Y9N8X1|A0A2Y9N8X1_DELLE
OG0001995	sp|Q9Y614|ACL7B_HUMAN	tr|A0A2Y9MMN4|A0A2Y9MMN4_DELLE, tr|A0A2Y9NLA3|A0A2Y9NLA3_DELLE
OG0001996	sp|Q5EB52|MEST_HUMAN	tr|A0A2Y9LDL5|A0A2Y9LDL5_DELLE, tr|A0A2Y9P046|A0A2Y9P046_DELLE
OG0001997	sp|Q8N6T3|ARFG1_HUMAN	tr|A0A2Y9QCL0|A0A2Y9QCL0_DELLE, tr|A0A2Y9QCW0|A0A2Y9QCW0_DELLE
OG0001998	sp|O95231|VENTX_HUMAN, sp|P50221|MEOX1_HUMAN	tr|A0A2Y9MF73|A0A2Y9MF73_DELLE
OG0001999	sp|Q4VC39|HIG2B_HUMAN, sp|Q9BW72|HIG2A_HUMAN	tr|A0A2Y9MGB4|A0A2Y9MGB4_DELLE
OG0002000	sp|P52747|ZN143_HUMAN	tr|A0A2Y9LWH2|A0A2Y9LWH2_DELLE, tr|A0A2Y9MIK2|A0A2Y9MIK2_DELLE
OG0002001	sp|Q9BUW7|BBLN_HUMAN, sp|Q8N1Y9|YI025_HUMAN	tr|A0A2Y9NSY0|A0A2Y9NSY0_DELLE
OG0002002	sp|P07738|PMGE_HUMAN	tr|A0A2Y9P381|A0A2Y9P381_DELLE, tr|A0A2Y9P2S3|A0A2Y9P2S3_DELLE
OG0002003	sp|P48436|SOX9_HUMAN	tr|A0A2Y9PEX3|A0A2Y9PEX3_DELLE, tr|A0A7F8KCU7|A0A7F8KCU7_DELLE
OG0002004	sp|Q2WGN9|GAB4_HUMAN, sp|Q9UQC2|GAB2_HUMAN	tr|A0A2Y9Q2P6|A0A2Y9Q2P6_DELLE
OG0002005	sp|Q13526|PIN1_HUMAN, sp|O15428|PINL_HUMAN	tr|A0A2Y9LTV7|A0A2Y9LTV7_DELLE
OG0002006	sp|O00338|ST1C2_HUMAN, sp|O75897|ST1C4_HUMAN	tr|A0A2Y9QBR6|A0A2Y9QBR6_DELLE
OG0002007	sp|Q9Y5U4|INSI2_HUMAN, sp|O15503|INSI1_HUMAN	tr|A0A2Y9PTQ4|A0A2Y9PTQ4_DELLE
OG0002008	sp|Q96H96|COQ2_HUMAN	tr|A0A2Y9Q7V4|A0A2Y9Q7V4_DELLE, tr|A0A7F8K839|A0A7F8K839_DELLE
OG0002009	sp|Q8N3Y7|RDHE2_HUMAN	tr|A0A7F8KF37|A0A7F8KF37_DELLE, tr|A0A2Y9LZQ2|A0A2Y9LZQ2_DELLE
OG0002010	sp|P04808|REL1_HUMAN, sp|P04090|REL2_HUMAN	tr|A0A2Y9ND20|A0A2Y9ND20_DELLE
OG0002011	sp|P51172|SCNND_HUMAN, sp|P37088|SCNNA_HUMAN	tr|A0A2Y9NP19|A0A2Y9NP19_DELLE
OG0002012	sp|P54278|PMS2_HUMAN, sp|Q68D20|PMS2L_HUMAN	tr|A0A2Y9PDQ0|A0A2Y9PDQ0_DELLE
OG0002013	sp|Q9UDT6|CLIP2_HUMAN	tr|A0A7F8KFH9|A0A7F8KFH9_DELLE, tr|A0A7F8K9S8|A0A7F8K9S8_DELLE
OG0002014	sp|Q96LY2|CC74B_HUMAN, sp|Q96AQ1|CC74A_HUMAN	tr|A0A7F8KGV0|A0A7F8KGV0_DELLE
OG0002015	sp|P63302|SELW_HUMAN, sp|P59797|SELV_HUMAN	tr|A0A2Y9P6S9|A0A2Y9P6S9_DELLE
OG0002016	sp|Q15080|NCF4_HUMAN	tr|A0A2Y9QB18|A0A2Y9QB18_DELLE, tr|A0A2Y9QDN7|A0A2Y9QDN7_DELLE
OG0002017	sp|Q9BXS4|TMM59_HUMAN	tr|A0A2Y9NQ51|A0A2Y9NQ51_DELLE, tr|A0A7F8K6V6|A0A7F8K6V6_DELLE
OG0002018	sp|Q9BX68|HINT2_HUMAN	tr|A0A2Y9LU16|A0A2Y9LU16_DELLE, tr|A0A2Y9QKG8|A0A2Y9QKG8_DELLE
OG0002019	sp|O75264|SIM24_HUMAN	tr|A0A2Y9M1E8|A0A2Y9M1E8_DELLE, tr|A0A2Y9LUL8|A0A2Y9LUL8_DELLE
OG0002020	sp|Q9HCN6|GPVI_HUMAN, sp|B6A8C7|TARM1_HUMAN	tr|A0A2Y9P6I1|A0A2Y9P6I1_DELLE
OG0002021	sp|A8MWL6|SNG2L_HUMAN, sp|O43760|SNG2_HUMAN	tr|A0A2Y9PE30|A0A2Y9PE30_DELLE
OG0002022	sp|Q96PJ5|FCRL4_HUMAN	tr|A0A7F8K6J4|A0A7F8K6J4_DELLE, tr|A0A2Y9M7H2|A0A2Y9M7H2_DELLE
OG0002023	sp|Q96Q06|PLIN4_HUMAN	tr|A0A2Y9MKW0|A0A2Y9MKW0_DELLE, tr|A0A2Y9LTZ7|A0A2Y9LTZ7_DELLE
OG0002024	sp|P0C091|FREM3_HUMAN, sp|Q5SZK8|FREM2_HUMAN	tr|A0A2Y9N6S4|A0A2Y9N6S4_DELLE
OG0002025	sp|P11309|PIM1_HUMAN	tr|A0A7F8KBG5|A0A7F8KBG5_DELLE, tr|A0A2Y9NTX7|A0A2Y9NTX7_DELLE
OG0002026	sp|P43080|GUC1A_HUMAN, sp|O95843|GUC1C_HUMAN	tr|A0A2Y9NW44|A0A2Y9NW44_DELLE
OG0002027	sp|Q9H0N5|PHS2_HUMAN, sp|P61457|PHS_HUMAN	tr|A0A2Y9PHU3|A0A2Y9PHU3_DELLE
OG0002028	sp|Q7Z4W1|DCXR_HUMAN	tr|A0A2Y9PQ94|A0A2Y9PQ94_DELLE, tr|A0A2Y9PGM4|A0A2Y9PGM4_DELLE
OG0002029	sp|Q9HBF5|ST20_HUMAN, sp|Q16548|B2LA1_HUMAN	tr|A0A2Y9LKR0|A0A2Y9LKR0_DELLE
OG0002030	sp|Q9BUZ4|TRAF4_HUMAN, sp|Q12933|TRAF2_HUMAN	tr|A0A2Y9NLV0|A0A2Y9NLV0_DELLE
OG0002031	sp|Q9BXU2|TX13B_HUMAN, sp|Q9BXU3|TX13A_HUMAN	tr|A0A7F8K5C9|A0A7F8K5C9_DELLE
OG0002032	sp|P0CG36|CFC1B_HUMAN, sp|P0CG37|CFC1_HUMAN	tr|A0A7F8K617|A0A7F8K617_DELLE
OG0002033	sp|Q9H4R4|CT191_HUMAN, sp|O75376|NCOR1_HUMAN	tr|A0A2Y9M4G4|A0A2Y9M4G4_DELLE
OG0002034	sp|Q5U3C3|TM164_HUMAN	tr|A0A2Y9LZC1|A0A2Y9LZC1_DELLE, tr|A0A2Y9M4T2|A0A2Y9M4T2_DELLE
OG0002035	sp|Q02040|AK17A_HUMAN	tr|A0A2Y9MAB5|A0A2Y9MAB5_DELLE, tr|A0A2Y9M659|A0A2Y9M659_DELLE
OG0002036	sp|P36543|VATE1_HUMAN, sp|Q96A05|VATE2_HUMAN	tr|A0A2Y9NNE3|A0A2Y9NNE3_DELLE
OG0002037	sp|Q8NFQ5|BPIB6_HUMAN, sp|P59827|BPIB4_HUMAN	tr|A0A2Y9PTX4|A0A2Y9PTX4_DELLE
OG0002038	sp|Q9Y388|RBMX2_HUMAN	tr|A0A2Y9M108|A0A2Y9M108_DELLE, tr|A0A2Y9MF61|A0A2Y9MF61_DELLE
OG0002039	sp|Q658Y4|F91A1_HUMAN, sp|P0C866|F91A2_HUMAN	tr|A0A2Y9LJQ8|A0A2Y9LJQ8_DELLE
OG0002040	sp|Q14690|RRP5_HUMAN	tr|A0A2Y9MZR7|A0A2Y9MZR7_DELLE, tr|A0A2Y9MUH1|A0A2Y9MUH1_DELLE
OG0002041	sp|Q9Y6H1|CHCH2_HUMAN, sp|Q5T1J5|CHCH9_HUMAN	tr|A0A2Y9PD43|A0A2Y9PD43_DELLE
OG0002042	sp|Q14493|SLBP_HUMAN	tr|A0A2Y9LZF4|A0A2Y9LZF4_DELLE, tr|A0A2Y9PPA1|A0A2Y9PPA1_DELLE
OG0002043	sp|Q8IYS8|BD1L2_HUMAN, sp|Q96IK1|BOD1_HUMAN	tr|A0A2Y9PZ94|A0A2Y9PZ94_DELLE
OG0002044	sp|Q6UUV7|CRTC3_HUMAN	tr|A0A2Y9PMA6|A0A2Y9PMA6_DELLE, tr|A0A2Y9MD97|A0A2Y9MD97_DELLE
OG0002045	sp|P84095|RHOG_HUMAN	tr|A0A2Y9MKC6|A0A2Y9MKC6_DELLE, tr|A0A2Y9MCE5|A0A2Y9MCE5_DELLE
OG0002046	sp|O75388|GPR32_HUMAN, sp|Q8NGA4|G32P1_HUMAN	tr|A0A2Y9P5T4|A0A2Y9P5T4_DELLE
OG0002047	sp|A6NL82|F183A_HUMAN, sp|Q6ZVS7|F183B_HUMAN	tr|A0A2Y9NN02|A0A2Y9NN02_DELLE
OG0002048	sp|P86790|CCZ1B_HUMAN, sp|P86791|CCZ1_HUMAN	tr|A0A2Y9P8T5|A0A2Y9P8T5_DELLE
OG0002049	sp|Q8IWL2|SFTA1_HUMAN, sp|Q8IWL1|SFPA2_HUMAN	tr|A0A2Y9PIJ9|A0A2Y9PIJ9_DELLE
OG0002050	sp|O95863|SNAI1_HUMAN, sp|Q6ZNH5|ZN497_HUMAN	tr|A0A2Y9Q751|A0A2Y9Q751_DELLE
OG0002051	sp|A6NGB0|T191C_HUMAN, sp|P0C7N4|T191B_HUMAN	tr|A0A2Y9LE82|A0A2Y9LE82_DELLE
OG0002052	sp|Q96BI3|APH1A_HUMAN	tr|A0A7F8K214|A0A7F8K214_DELLE, tr|A0A2Y9MCP9|A0A2Y9MCP9_DELLE
OG0002053	sp|P49257|LMAN1_HUMAN	tr|A0A2Y9PC96|A0A2Y9PC96_DELLE, tr|A0A2Y9P403|A0A2Y9P403_DELLE
OG0002054	sp|Q15363|TMED2_HUMAN	tr|A0A2Y9MA57|A0A2Y9MA57_DELLE, tr|A0A2Y9QDG1|A0A2Y9QDG1_DELLE
OG0002055	sp|Q6UXB4|CLC4G_HUMAN, sp|P06734|FCER2_HUMAN	tr|A0A2Y9LV39|A0A2Y9LV39_DELLE
OG0002056	sp|P13473|LAMP2_HUMAN, sp|Q9UQV4|LAMP3_HUMAN	tr|A0A2Y9M906|A0A2Y9M906_DELLE
OG0002057	sp|O14925|TIM23_HUMAN, sp|Q5SRD1|TI23B_HUMAN	tr|A0A2Y9MMD1|A0A2Y9MMD1_DELLE
OG0002058	sp|P13385|TDGF1_HUMAN, sp|P51864|TDGF3_HUMAN	tr|A0A2Y9NIF0|A0A2Y9NIF0_DELLE
OG0002059	sp|P85298|RHG08_HUMAN, sp|Q07960|RHG01_HUMAN	tr|A0A2Y9PXF7|A0A2Y9PXF7_DELLE
OG0002060	sp|Q9H8W3|F204A_HUMAN	tr|A0A2Y9N564|A0A2Y9N564_DELLE, tr|A0A7F8K499|A0A7F8K499_DELLE
OG0002061	sp|Q9GZS9|CHST5_HUMAN, sp|Q9GZX3|CHST6_HUMAN	tr|A0A2Y9P6A1|A0A2Y9P6A1_DELLE
OG0002062	sp|Q92597|NDRG1_HUMAN	tr|A0A2Y9LQB8|A0A2Y9LQB8_DELLE, tr|A0A7F8KF44|A0A7F8KF44_DELLE
OG0002063	sp|Q6TGC4|PADI6_HUMAN	tr|A0A7F8K2U5|A0A7F8K2U5_DELLE, tr|A0A2Y9LKG5|A0A2Y9LKG5_DELLE
OG0002064	sp|Q8N0S2|SYCE1_HUMAN	tr|A0A2Y9MZP7|A0A2Y9MZP7_DELLE, tr|A0A2Y9MS50|A0A2Y9MS50_DELLE
OG0002065	sp|Q96IU4|ABHEB_HUMAN, sp|Q9BUJ0|ABHEA_HUMAN	tr|A0A2Y9N1X4|A0A2Y9N1X4_DELLE
OG0002066	sp|Q9NPA8|ENY2_HUMAN	tr|A0A2Y9NBU0|A0A2Y9NBU0_DELLE, tr|A0A2Y9P260|A0A2Y9P260_DELLE
OG0002067	sp|Q16651|PRSS8_HUMAN	tr|A0A7F8KDC1|A0A7F8KDC1_DELLE, tr|A0A7F8KHS7|A0A7F8KHS7_DELLE
OG0002068	sp|Q00610|CLH1_HUMAN, sp|P53675|CLH2_HUMAN	tr|A0A2Y9LHQ9|A0A2Y9LHQ9_DELLE
OG0002069	sp|Q96GZ6|S41A3_HUMAN	tr|A0A7F8K244|A0A7F8K244_DELLE, tr|A0A2Y9M9D6|A0A2Y9M9D6_DELLE
OG0002070	sp|O60888|CUTA_HUMAN	tr|A0A2Y9NWL0|A0A2Y9NWL0_DELLE, tr|A0A2Y9NI14|A0A2Y9NI14_DELLE
OG0002071	sp|B0FP48|UPK3L_HUMAN, sp|E5RIL1|UPKL2_HUMAN	tr|A0A2Y9PEM7|A0A2Y9PEM7_DELLE
OG0002072	sp|O15126|SCAM1_HUMAN, sp|O14828|SCAM3_HUMAN	tr|A0A2Y9PXH3|A0A2Y9PXH3_DELLE
OG0002073	sp|Q5JQS6|GSAML_HUMAN, sp|Q8N6F7|GCSAM_HUMAN	tr|A0A2Y9Q8K5|A0A2Y9Q8K5_DELLE
OG0002074	sp|A0A1B0GVR7|F240C_HUMAN, sp|A0A1B0GVK7|F240A_HUMAN	tr|A0A7F8K5Y7|A0A7F8K5Y7_DELLE
OG0002075	sp|P30542|AA1R_HUMAN, sp|P0DMS8|AA3R_HUMAN	tr|A0A2Y9PTS2|A0A2Y9PTS2_DELLE
OG0002076	sp|Q8NCI6|GLBL3_HUMAN, sp|Q8IW92|GLBL2_HUMAN	tr|A0A2Y9LQB2|A0A2Y9LQB2_DELLE
OG0002077	sp|Q5VXU1|NKAI2_HUMAN, sp|Q8IVV8|NKAI4_HUMAN	tr|A0A2Y9LWQ7|A0A2Y9LWQ7_DELLE
OG0002078	sp|Q9HBG7|LY9_HUMAN	tr|A0A2Y9MCD2|A0A2Y9MCD2_DELLE, tr|A0A2Y9M069|A0A2Y9M069_DELLE
OG0002079	sp|Q8IUC1|KR111_HUMAN, sp|Q3LI83|KR241_HUMAN	tr|A0A2Y9N5I0|A0A2Y9N5I0_DELLE
OG0002080	sp|P08861|CEL3B_HUMAN, sp|P09093|CEL3A_HUMAN	tr|A0A2Y9LFZ5|A0A2Y9LFZ5_DELLE
OG0002081	sp|Q6IBS0|TWF2_HUMAN, sp|Q12792|TWF1_HUMAN	tr|A0A2Y9N4U0|A0A2Y9N4U0_DELLE
OG0002082	sp|P12821|ACE_HUMAN	tr|A0A2Y9PRS9|A0A2Y9PRS9_DELLE, tr|A0A2Y9PHS2|A0A2Y9PHS2_DELLE
OG0002083	sp|Q7LBR1|CHM1B_HUMAN	tr|A0A2Y9LIE9|A0A2Y9LIE9_DELLE, tr|A0A2Y9NRB9|A0A2Y9NRB9_DELLE
OG0002084	sp|P41180|CASR_HUMAN	tr|A0A2Y9MP07|A0A2Y9MP07_DELLE, tr|A0A2Y9MWC9|A0A2Y9MWC9_DELLE
OG0002085	sp|P27144|KAD4_HUMAN, tr|A0A8I5KW96|A0A8I5KW96_HUMAN	tr|A0A2Y9NP45|A0A2Y9NP45_DELLE
OG0002086	sp|Q3SY17|S2552_HUMAN, sp|Q9H1U9|S2551_HUMAN	tr|A0A2Y9QKH3|A0A2Y9QKH3_DELLE
OG0002087	sp|P56851|EP3B_HUMAN, sp|Q14507|EP3A_HUMAN	tr|A0A2Y9PBA9|A0A2Y9PBA9_DELLE
OG0002088	sp|Q8IVE0|CROL2_HUMAN, sp|Q5TZA2|CROCC_HUMAN	tr|A0A2Y9Q9F2|A0A2Y9Q9F2_DELLE
OG0002089	sp|Q5JX69|F209B_HUMAN, sp|Q5JX71|F209A_HUMAN	tr|A0A2Y9QCR5|A0A2Y9QCR5_DELLE
OG0002090	sp|P12544|GRAA_HUMAN	tr|A0A2Y9LC78|A0A2Y9LC78_DELLE, tr|A0A2Y9QCP4|A0A2Y9QCP4_DELLE
OG0002091	sp|Q02153|GCYB1_HUMAN, sp|O75343|GCYB2_HUMAN	tr|A0A2Y9P6U2|A0A2Y9P6U2_DELLE
OG0002092	sp|P08236|BGLR_HUMAN, sp|Q6P575|BGP11_HUMAN	tr|A0A2Y9PA85|A0A2Y9PA85_DELLE
OG0002093	sp|Q9NPA3|M1IP1_HUMAN, sp|Q92748|THRSP_HUMAN	tr|A0A2Y9LQU3|A0A2Y9LQU3_DELLE
OG0002094	sp|P26436|ASPX_HUMAN	tr|A0A2Y9M3C0|A0A2Y9M3C0_DELLE, tr|A0A2Y9M4X2|A0A2Y9M4X2_DELLE
OG0002095	sp|Q7Z4Y8|AT5L2_HUMAN, sp|O75964|ATP5L_HUMAN	tr|A0A2Y9MBS6|A0A2Y9MBS6_DELLE
OG0002096	sp|Q6UWX4|HIPL2_HUMAN, sp|Q96JK4|HIPL1_HUMAN	tr|A0A2Y9NR48|A0A2Y9NR48_DELLE
OG0002097	sp|P50616|TOB1_HUMAN	tr|A0A2Y9M3E8|A0A2Y9M3E8_DELLE, tr|A0A2Y9PQH7|A0A2Y9PQH7_DELLE
OG0002098	sp|Q8WX94|NALP7_HUMAN, sp|Q9NX02|NALP2_HUMAN	tr|A0A7F8K3H2|A0A7F8K3H2_DELLE
OG0002099	sp|P60568|IL2_HUMAN	sp|Q9XT84|IL2_DELLE, tr|A0A2Y9Q9K4|A0A2Y9Q9K4_DELLE
OG0002100	sp|O14607|UTY_HUMAN, sp|O15550|KDM6A_HUMAN	tr|A0A2Y9LRU8|A0A2Y9LRU8_DELLE
OG0002101	sp|P0CB38|PAB4L_HUMAN	tr|A0A2Y9LTH0|A0A2Y9LTH0_DELLE, tr|A0A2Y9MBC9|A0A2Y9MBC9_DELLE
OG0002102	sp|Q53S33|BOLA3_HUMAN	tr|A0A2Y9MNQ3|A0A2Y9MNQ3_DELLE, tr|A0A2Y9M018|A0A2Y9M018_DELLE
OG0002103	sp|Q8TCB0|IFI44_HUMAN, sp|Q53G44|IF44L_HUMAN	tr|A0A2Y9NZW7|A0A2Y9NZW7_DELLE
OG0002104	sp|Q2TAC6|KIF19_HUMAN	tr|A0A2Y9PRD4|A0A2Y9PRD4_DELLE, tr|A0A7F8K9Q4|A0A7F8K9Q4_DELLE
OG0002105	sp|Q15149|PLEC_HUMAN, sp|P58107|EPIPL_HUMAN	tr|A0A2Y9LVA6|A0A2Y9LVA6_DELLE
OG0002106	sp|Q8TEE9|SAP25_HUMAN	tr|A0A2Y9MD49|A0A2Y9MD49_DELLE, tr|A0A2Y9PC93|A0A2Y9PC93_DELLE
OG0002107	sp|P21127|CD11B_HUMAN, sp|Q9UQ88|CD11A_HUMAN	tr|A0A2Y9Q9Z2|A0A2Y9Q9Z2_DELLE
OG0002108	sp|Q96CQ1|S2536_HUMAN	tr|A0A2Y9LCI7|A0A2Y9LCI7_DELLE, tr|A0A2Y9P7U9|A0A2Y9P7U9_DELLE
OG0002109	sp|O15535|ZSC9_HUMAN, tr|A0A8I5KTY6|A0A8I5KTY6_HUMAN	tr|A0A2Y9M6S5|A0A2Y9M6S5_DELLE
OG0002110	sp|P0DI82|TPC2B_HUMAN, sp|P0DI81|TPC2A_HUMAN	tr|A0A2Y9ML03|A0A2Y9ML03_DELLE
OG0002111	sp|A6NK97|S22AK_HUMAN, sp|Q4U2R8|S22A6_HUMAN	tr|A0A2Y9PVR4|A0A2Y9PVR4_DELLE
OG0002112	sp|B2RC85|R10B2_HUMAN, sp|P0C881|R10B1_HUMAN	tr|A0A2Y9PBQ3|A0A2Y9PBQ3_DELLE
OG0002113	sp|A8MZ36|EVPLL_HUMAN, sp|Q92817|EVPL_HUMAN	tr|A0A2Y9PQV7|A0A2Y9PQV7_DELLE
OG0002114	sp|Q6UWM5|GPRL1_HUMAN, sp|P48060|GLIP1_HUMAN	tr|A0A2Y9M3D4|A0A2Y9M3D4_DELLE
OG0002115	sp|Q96P88|GNRR2_HUMAN, sp|P30968|GNRHR_HUMAN	tr|A0A2Y9M6R8|A0A2Y9M6R8_DELLE
OG0002116	sp|Q5TGU0|TSPO2_HUMAN, sp|P30536|TSPO_HUMAN	tr|A0A2Y9P4R8|A0A2Y9P4R8_DELLE
OG0002117	sp|O75342|LX12B_HUMAN, sp|Q9BYJ1|LOXE3_HUMAN	tr|A0A2Y9Q147|A0A2Y9Q147_DELLE
OG0002118	sp|Q6PJQ5|FOXR2_HUMAN, sp|Q6PIV2|FOXR1_HUMAN	tr|A0A2Y9M2X4|A0A2Y9M2X4_DELLE
OG0002119	sp|P0DP74|D130A_HUMAN, sp|P0DP73|D130B_HUMAN	tr|A0A2Y9MZ03|A0A2Y9MZ03_DELLE
OG0002120	sp|P02776|PLF4_HUMAN, sp|P10720|PF4V_HUMAN	tr|A0A2Y9QC26|A0A2Y9QC26_DELLE
OG0002121	sp|Q9HA72|CAHM2_HUMAN, sp|Q5JW98|CAHM4_HUMAN	tr|A0A2Y9MUG6|A0A2Y9MUG6_DELLE
OG0002122	sp|P24311|COX7B_HUMAN	tr|A0A2Y9NRD6|A0A2Y9NRD6_DELLE, tr|A0A2Y9N0L3|A0A2Y9N0L3_DELLE
OG0002123	sp|Q8TCI5|PIFO_HUMAN	tr|A0A2Y9P2R8|A0A2Y9P2R8_DELLE, tr|A0A2Y9P010|A0A2Y9P010_DELLE
OG0002124	sp|Q9Y232|CDYL_HUMAN	tr|A0A2Y9PGB0|A0A2Y9PGB0_DELLE, tr|A0A7F8KAI4|A0A7F8KAI4_DELLE
OG0002125	sp|Q8TDH9|BL1S5_HUMAN	tr|A0A2Y9N6U5|A0A2Y9N6U5_DELLE, tr|A0A2Y9PI55|A0A2Y9PI55_DELLE
OG0002126	sp|P41002|CCNF_HUMAN	tr|A0A2Y9PYP7|A0A2Y9PYP7_DELLE, tr|A0A2Y9Q4D3|A0A2Y9Q4D3_DELLE
OG0002127	sp|Q14129|DGCR6_HUMAN, sp|Q9BY27|DGC6L_HUMAN	tr|A0A2Y9LIF9|A0A2Y9LIF9_DELLE
OG0002128	sp|P17707|DCAM_HUMAN	tr|A0A2Y9LN26|A0A2Y9LN26_DELLE, tr|A0A2Y9LDZ3|A0A2Y9LDZ3_DELLE
OG0002129	sp|O94772|LY6H_HUMAN, sp|H3BQJ8|LY6L_HUMAN	tr|A0A2Y9LR57|A0A2Y9LR57_DELLE
OG0002130	sp|Q8N427|TXND3_HUMAN, sp|Q86XW9|TXND6_HUMAN	tr|A0A7F8KCF7|A0A7F8KCF7_DELLE
OG0002131	sp|Q8TCU3|S7A13_HUMAN	tr|A0A2Y9LM50|A0A2Y9LM50_DELLE, tr|A0A2Y9LPW0|A0A2Y9LPW0_DELLE
