Orthogroup	Homo_sapiens	Sarcophilus_harrisii
OG0000582	sp|Q14410|GLPK2_HUMAN, sp|P32189|GLPK_HUMAN, sp|Q14409|GLPK3_HUMAN	tr|G3VW88|G3VW88_SARHA, tr|G3X3Q7|G3X3Q7_SARHA
OG0000584	sp|Q13075|BIRC1_HUMAN, sp|Q9NPP4|NLRC4_HUMAN, sp|Q13489|BIRC3_HUMAN, sp|Q13490|BIRC2_HUMAN	tr|A0A7N4NKU2|A0A7N4NKU2_SARHA
OG0000586	sp|Q9UL19|PLAT4_HUMAN, sp|Q96KN8|PLAT5_HUMAN, sp|Q9NWW9|PLAT2_HUMAN, sp|P53816|PLAT3_HUMAN	tr|A0A7N4PC49|A0A7N4PC49_SARHA
OG0000587	sp|P40227|TCPZ_HUMAN	tr|A0A7N4PKW5|A0A7N4PKW5_SARHA, tr|A0A7N4PS12|A0A7N4PS12_SARHA
OG0000587	sp|Q92526|TCPW_HUMAN	tr|A0A7N4UXU1|A0A7N4UXU1_SARHA
OG0000588	sp|P42685|FRK_HUMAN, sp|P08922|ROS1_HUMAN, sp|Q07912|ACK1_HUMAN, sp|Q13470|TNK1_HUMAN	tr|A0A7N4PBP1|A0A7N4PBP1_SARHA
OG0000589	sp|Q63HN1|F205B_HUMAN, sp|A6NFA0|F205C_HUMAN, sp|Q6ZU69|F205A_HUMAN	tr|A0A7N4P0R7|A0A7N4P0R7_SARHA, tr|A0A7N4PXS6|A0A7N4PXS6_SARHA
OG0000590	sp|O95997|PTTG1_HUMAN, sp|Q9NZH4|PTTG3_HUMAN, sp|Q9NZH5|PTTG2_HUMAN	tr|A0A7N4NQL1|A0A7N4NQL1_SARHA, tr|G3W6T5|G3W6T5_SARHA
OG0000592	sp|O60568|PLOD3_HUMAN	tr|G3VFK0|G3VFK0_SARHA
OG0000592	sp|Q02809|PLOD1_HUMAN, sp|O00469|PLOD2_HUMAN	tr|G3WYU3|G3WYU3_SARHA
OG0000595	sp|Q9ULW6|NP1L2_HUMAN, sp|Q96NT1|NP1L5_HUMAN, sp|A6NFF2|NP1L6_HUMAN, sp|Q99733|NP1L4_HUMAN	tr|G3VF39|G3VF39_SARHA
OG0000596	sp|A0A0B4J241|TVAM1_HUMAN, sp|A0A0B4J235|TVAM2_HUMAN, sp|A0A0B4J249|TVA5_HUMAN	tr|A0A7N4NS00|A0A7N4NS00_SARHA, tr|G3VK85|G3VK85_SARHA
OG0000598	sp|O75452|RDH16_HUMAN	tr|A0A7N4PP90|A0A7N4PP90_SARHA
OG0000598	sp|O14756|H17B6_HUMAN	tr|A0A7N4PN98|A0A7N4PN98_SARHA, tr|G3VKD9|G3VKD9_SARHA
OG0000599	sp|O95198|KLHL2_HUMAN	tr|A0A7N4P6H5|A0A7N4P6H5_SARHA
OG0000599	sp|Q6TDP4|KLH17_HUMAN, sp|Q9UH77|KLHL3_HUMAN	tr|A0A7N4V305|A0A7N4V305_SARHA
OG0000601	sp|Q9UPV9|TRAK1_HUMAN	tr|A0A7N4PZE6|A0A7N4PZE6_SARHA
OG0000601	sp|P54257|HAP1_HUMAN	tr|A0A7N4NRF3|A0A7N4NRF3_SARHA, tr|G3VRS0|G3VRS0_SARHA
OG0000602	sp|Q8N976|YG039_HUMAN, sp|Q8N2A0|CX062_HUMAN, sp|Q96MD7|CI085_HUMAN, sp|A0A096LPI5|GVQW2_HUMAN	tr|G3VF79|G3VF79_SARHA
OG0000603	sp|Q7RTV2|GSTA5_HUMAN, sp|Q16772|GSTA3_HUMAN, sp|P08263|GSTA1_HUMAN, sp|P09210|GSTA2_HUMAN	tr|A0A7N4PRC6|A0A7N4PRC6_SARHA
OG0000604	sp|O14990|IPP2C_HUMAN, sp|Q96PQ5|IPP2L_HUMAN, sp|Q6NXS1|IPP2B_HUMAN, sp|P41236|IPP2_HUMAN	tr|A0A7N4PDS0|A0A7N4PDS0_SARHA
OG0000605	sp|Q5MIZ7|P4R3B_HUMAN	tr|G3WMW9|G3WMW9_SARHA
OG0000605	sp|Q6ZMV5|P4R3C_HUMAN, sp|Q6IN85|P4R3A_HUMAN	tr|A0A7N4UXV1|A0A7N4UXV1_SARHA
OG0000607	sp|P51692|STA5B_HUMAN	tr|A0A7N4NQR3|A0A7N4NQR3_SARHA, tr|G3VMK2|G3VMK2_SARHA
OG0000607	sp|P42229|STA5A_HUMAN	tr|A0A7N4V3I5|A0A7N4V3I5_SARHA
OG0000608	sp|Q8N695|SC5A8_HUMAN	tr|G3WQG0|G3WQG0_SARHA, tr|G3WAB3|G3WAB3_SARHA, tr|A0A7N4NSH8|A0A7N4NSH8_SARHA, tr|A0A7N4PBR3|A0A7N4PBR3_SARHA
OG0000609	sp|Q96RW7|HMCN1_HUMAN	tr|G3WNT7|G3WNT7_SARHA
OG0000609	sp|P98160|PGBM_HUMAN, sp|Q8NDA2|HMCN2_HUMAN	tr|G3WNW6|G3WNW6_SARHA
OG0000610	sp|Q8WWZ7|ABCA5_HUMAN	tr|A0A7N4Q0D2|A0A7N4Q0D2_SARHA, tr|G3WA15|G3WA15_SARHA, tr|G3WA16|G3WA16_SARHA, tr|G3W6R0|G3W6R0_SARHA
OG0000611	sp|Q15165|PON2_HUMAN	tr|A0A7N4P7P1|A0A7N4P7P1_SARHA
OG0000611	sp|Q15166|PON3_HUMAN, sp|P27169|PON1_HUMAN	tr|A0A7N4NMB2|A0A7N4NMB2_SARHA
OG0000612	sp|Q13619|CUL4A_HUMAN	tr|G3WWG3|G3WWG3_SARHA
OG0000612	sp|Q13620|CUL4B_HUMAN	tr|A0A7N4PHA9|A0A7N4PHA9_SARHA, tr|G3WD57|G3WD57_SARHA
OG0000613	sp|Q6UWF7|NXPE4_HUMAN	tr|G3VPL7|G3VPL7_SARHA
OG0000613	sp|Q96DL1|NXPE2_HUMAN, sp|Q8N323|NXPE1_HUMAN	tr|G3VT17|G3VT17_SARHA
OG0000614	sp|A8MT33|SYC1L_HUMAN, sp|Q8N0S2|SYCE1_HUMAN	tr|G3W340|G3W340_SARHA, tr|G3VAX6|G3VAX6_SARHA, tr|A0A7N4P5R7|A0A7N4P5R7_SARHA
OG0000615	sp|O60292|SI1L3_HUMAN	tr|A0A7N4V106|A0A7N4V106_SARHA
OG0000615	sp|Q96FS4|SIPA1_HUMAN, sp|O43166|SI1L1_HUMAN	tr|A0A7N4P1M8|A0A7N4P1M8_SARHA
OG0000616	sp|Q9UBG3|CRNN_HUMAN	tr|A0A7N4P0Y6|A0A7N4P0Y6_SARHA
OG0000616	sp|Q5QJ38|TCHL1_HUMAN	tr|A0A7N4UYS9|A0A7N4UYS9_SARHA, tr|A0A7N4PUW9|A0A7N4PUW9_SARHA
OG0000617	sp|Q6PJE2|POZP3_HUMAN, sp|P21754|ZP3_HUMAN	tr|G3VLW3|G3VLW3_SARHA, tr|G3WWR5|G3WWR5_SARHA, tr|G3WE54|G3WE54_SARHA
OG0000618	sp|Q00526|CDK3_HUMAN	tr|A0A7N4NS66|A0A7N4NS66_SARHA
OG0000618	sp|Q00535|CDK5_HUMAN, sp|P24941|CDK2_HUMAN	tr|G3W161|G3W161_SARHA
OG0000619	sp|O15205|UBD_HUMAN, sp|P05161|ISG15_HUMAN, sp|P0CG47|UBB_HUMAN	tr|A0A7N4UXB0|A0A7N4UXB0_SARHA, tr|G3VD89|G3VD89_SARHA
OG0000620	sp|P49903|SPS1_HUMAN	tr|G3WRE8|G3WRE8_SARHA
OG0000620	sp|Q99611|SPS2_HUMAN	tr|G3VNZ7|G3VNZ7_SARHA, tr|A0A7N4P5F3|A0A7N4P5F3_SARHA
OG0000621	sp|Q6P093|ADCL2_HUMAN	tr|G3WY72|G3WY72_SARHA, tr|A0A7N4PYN8|A0A7N4PYN8_SARHA
OG0000621	sp|P22760|AAAD_HUMAN	tr|G3VFT8|G3VFT8_SARHA
OG0000622	sp|P31150|GDIA_HUMAN	tr|A0A7N4V491|A0A7N4V491_SARHA
OG0000622	sp|P50395|GDIB_HUMAN	tr|G3WUJ6|G3WUJ6_SARHA, tr|G3W4Z6|G3W4Z6_SARHA
OG0000623	sp|P51793|CLCN4_HUMAN	tr|A0A7N4NRU6|A0A7N4NRU6_SARHA
OG0000623	sp|P51795|CLCN5_HUMAN, sp|P51790|CLCN3_HUMAN	tr|G3WDR4|G3WDR4_SARHA
OG0000624	sp|Q9H7M6|ZSWM4_HUMAN	tr|G3WCN4|G3WCN4_SARHA
OG0000624	sp|Q9P217|ZSWM5_HUMAN, sp|Q9HCJ5|ZSWM6_HUMAN	tr|G3W498|G3W498_SARHA
OG0000625	sp|P59535|T2R40_HUMAN	tr|A0A7N4PBJ1|A0A7N4PBJ1_SARHA
OG0000625	sp|P59534|T2R39_HUMAN	tr|A0A7N4NZD5|A0A7N4NZD5_SARHA, tr|G3WNG0|G3WNG0_SARHA
OG0000626	sp|Q86X60|FA72B_HUMAN, sp|H0Y354|FA72C_HUMAN, sp|Q6L9T8|FA72D_HUMAN, sp|Q5TYM5|FA72A_HUMAN	tr|A0A7N4P361|A0A7N4P361_SARHA
OG0000627	sp|Q9Y6N3|CLCA3_HUMAN, sp|Q14CN2|CLCA4_HUMAN, sp|A8K7I4|CLCA1_HUMAN	tr|G3VW51|G3VW51_SARHA, tr|A0A7N4NVA6|A0A7N4NVA6_SARHA
OG0000628	sp|A0A1B0GTS1|HSFX4_HUMAN, sp|A0A1B0GWH4|HSFX3_HUMAN, sp|Q96LI6|HSFY1_HUMAN, sp|Q9UBD0|HSFX1_HUMAN	tr|A0A7N4V5E3|A0A7N4V5E3_SARHA
OG0000629	sp|A8TX70|CO6A5_HUMAN	tr|A0A7N4V7K1|A0A7N4V7K1_SARHA
OG0000629	sp|A6NMZ7|CO6A6_HUMAN	tr|G3VC32|G3VC32_SARHA, tr|G3W4P0|G3W4P0_SARHA
OG0000630	sp|P0CL83|ST3L1_HUMAN, sp|P0CL85|ST3L3_HUMAN, sp|P0CL84|ST3L2_HUMAN, sp|Q9UJ98|STAG3_HUMAN	tr|G3WAE2|G3WAE2_SARHA
OG0000631	sp|P57730|CAR18_HUMAN, sp|P29466|CASP1_HUMAN, sp|Q5XLA6|CAR17_HUMAN, sp|Q5EG05|CAR16_HUMAN	tr|A0A7N4NXI9|A0A7N4NXI9_SARHA
OG0000632	sp|Q96N87|S6A18_HUMAN	tr|A0A7N4PH27|A0A7N4PH27_SARHA
OG0000632	sp|Q9NP91|S6A20_HUMAN, sp|Q695T7|S6A19_HUMAN	tr|G3WSB2|G3WSB2_SARHA
OG0000633	sp|Q96S21|RB40C_HUMAN, sp|P0C0E4|RB40L_HUMAN, sp|Q8WXH6|RB40A_HUMAN, sp|Q12829|RB40B_HUMAN	tr|G3W514|G3W514_SARHA
OG0000634	sp|Q969G6|RIFK_HUMAN	tr|A0A7N4V7T4|A0A7N4V7T4_SARHA, tr|A0A7N4P5K4|A0A7N4P5K4_SARHA, tr|A0A7N4PQT3|A0A7N4PQT3_SARHA, tr|G3VH79|G3VH79_SARHA
OG0000637	sp|O95571|ETHE1_HUMAN	tr|A0A7N4P9Z7|A0A7N4P9Z7_SARHA
OG0000637	sp|Q16775|GLO2_HUMAN, sp|Q6PII5|HAGHL_HUMAN	tr|A0A7N4P374|A0A7N4P374_SARHA
OG0000638	sp|P12235|ADT1_HUMAN	tr|A0A7N4PK42|A0A7N4PK42_SARHA
OG0000638	sp|P05141|ADT2_HUMAN, sp|P12236|ADT3_HUMAN	tr|G3VCY7|G3VCY7_SARHA
OG0000639	sp|Q8NG75|OR5T1_HUMAN, sp|Q8NGG3|OR5T3_HUMAN, sp|Q8NGG2|OR5T2_HUMAN	tr|G3VXU8|G3VXU8_SARHA, tr|G3VW26|G3VW26_SARHA
OG0000640	sp|O95125|ZN202_HUMAN, sp|Q15937|ZNF79_HUMAN, sp|P0CG24|ZN883_HUMAN, sp|Q96N77|ZN641_HUMAN	tr|A0A7N4NSH4|A0A7N4NSH4_SARHA
OG0000641	sp|Q6ZN16|M3K15_HUMAN	tr|G3WQ66|G3WQ66_SARHA
OG0000641	sp|O95382|M3K6_HUMAN, sp|Q99683|M3K5_HUMAN	tr|A0A7N4NIK2|A0A7N4NIK2_SARHA
OG0000642	sp|P22732|GTR5_HUMAN	tr|G3VH94|G3VH94_SARHA
OG0000642	sp|Q9BYW1|GTR11_HUMAN, sp|Q6PXP3|GTR7_HUMAN	tr|G3VAS8|G3VAS8_SARHA
OG0000643	sp|Q09028|RBBP4_HUMAN	tr|G3WBF7|G3WBF7_SARHA
OG0000643	sp|Q16576|RBBP7_HUMAN	tr|G3X353|G3X353_SARHA, tr|G3VF23|G3VF23_SARHA
OG0000644	sp|Q9BZC1|CELF4_HUMAN	tr|A0A7N4PXP0|A0A7N4PXP0_SARHA
OG0000644	sp|Q96J87|CELF6_HUMAN, sp|Q5SZQ8|CELF3_HUMAN	tr|G3WSZ3|G3WSZ3_SARHA
OG0000645	tr|A0A0G2JQZ4|A0A0G2JQZ4_HUMAN, sp|P10635|CP2D6_HUMAN, sp|A0A087X1C5|CP2D7_HUMAN, tr|A0A1B0GTQ1|A0A1B0GTQ1_HUMAN	tr|A0A7N4PQI3|A0A7N4PQI3_SARHA
OG0000646	sp|Q86XT4|TRI50_HUMAN, sp|P38398|BRCA1_HUMAN, sp|Q86UV7|TRI73_HUMAN, sp|Q86UV6|TRI74_HUMAN	tr|G3WR32|G3WR32_SARHA
OG0000647	sp|O75914|PAK3_HUMAN	tr|A0A7N4NQK9|A0A7N4NQK9_SARHA
OG0000647	sp|Q13177|PAK2_HUMAN, sp|Q13153|PAK1_HUMAN	tr|G3VVJ3|G3VVJ3_SARHA
OG0000648	sp|Q8N7X1|RMXL3_HUMAN, sp|O75526|RMXL2_HUMAN, sp|P38159|RBMX_HUMAN	tr|A0A7N4NZ03|A0A7N4NZ03_SARHA, tr|A0A7N4NSL7|A0A7N4NSL7_SARHA
OG0000649	sp|P55011|S12A2_HUMAN	tr|G3VIW8|G3VIW8_SARHA
OG0000649	sp|A0AV02|S12A8_HUMAN, sp|Q13621|S12A1_HUMAN	tr|G3WFU7|G3WFU7_SARHA
OG0000650	sp|Q9H4M3|FBX44_HUMAN	tr|A0A7N4PNE5|A0A7N4PNE5_SARHA
OG0000650	sp|Q9NRD1|FBX6_HUMAN	tr|A0A7N4NQT1|A0A7N4NQT1_SARHA, tr|G3W924|G3W924_SARHA
OG0000651	sp|P23497|SP100_HUMAN, sp|Q9H930|SP14L_HUMAN, sp|Q13342|SP140_HUMAN, sp|Q9HB58|SP110_HUMAN	tr|A0A7N4PNH0|A0A7N4PNH0_SARHA
OG0000652	sp|P67775|PP2AA_HUMAN	tr|G3WVY5|G3WVY5_SARHA
OG0000652	sp|P62714|PP2AB_HUMAN	tr|G3X039|G3X039_SARHA, tr|G3W324|G3W324_SARHA
OG0000653	sp|Q6Q8B3|MO2R2_HUMAN, sp|Q8TD46|MO2R1_HUMAN	tr|A0A7N4UYB0|A0A7N4UYB0_SARHA, tr|G3VL91|G3VL91_SARHA, tr|A0A7N4PEN6|A0A7N4PEN6_SARHA
OG0000654	sp|P57103|NAC3_HUMAN	tr|A0A7N4PDH4|A0A7N4PDH4_SARHA
OG0000654	sp|Q9UPR5|NAC2_HUMAN, sp|P32418|NAC1_HUMAN	tr|A0A7N4PRD1|A0A7N4PRD1_SARHA
OG0000655	sp|Q8NA29|NLS1_HUMAN	tr|G3VNR4|G3VNR4_SARHA, tr|G3WW76|G3WW76_SARHA
OG0000655	sp|A6NFX1|MFS2B_HUMAN	tr|A0A7N4NR99|A0A7N4NR99_SARHA
OG0000656	sp|Q9Y247|FA50B_HUMAN	tr|A0A7N4PNZ6|A0A7N4PNZ6_SARHA
OG0000656	sp|Q14320|FA50A_HUMAN	tr|A0A7N4NLK3|A0A7N4NLK3_SARHA, tr|A0A7N4PA83|A0A7N4PA83_SARHA
OG0000657	sp|Q9NZH7|IL36B_HUMAN, sp|Q9NZH8|IL36G_HUMAN, sp|Q9UHA7|IL36A_HUMAN	tr|G3W9W2|G3W9W2_SARHA, tr|A0A7N4NRG6|A0A7N4NRG6_SARHA
OG0000658	sp|Q9BXA7|TSSK1_HUMAN	tr|G3W0T0|G3W0T0_SARHA
OG0000658	sp|Q96PF2|TSSK2_HUMAN	tr|A0A7N4NXH2|A0A7N4NXH2_SARHA, tr|G3W145|G3W145_SARHA
OG0000659	sp|P04798|CP1A1_HUMAN	tr|G3WRN0|G3WRN0_SARHA
OG0000659	sp|P05177|CP1A2_HUMAN	tr|G3WBZ3|G3WBZ3_SARHA, tr|A0A7N4NTC6|A0A7N4NTC6_SARHA
OG0000661	sp|P46019|KPB2_HUMAN	tr|G3VIH0|G3VIH0_SARHA
OG0000661	sp|P46020|KPB1_HUMAN	tr|A0A7N4NVN8|A0A7N4NVN8_SARHA, tr|G3W039|G3W039_SARHA
OG0000662	sp|O14908|GIPC1_HUMAN	tr|A0A7N4PYK9|A0A7N4PYK9_SARHA
OG0000662	sp|Q8TF64|GIPC3_HUMAN, sp|Q8TF65|GIPC2_HUMAN	tr|A0A7N4P8B2|A0A7N4P8B2_SARHA
OG0000663	sp|Q14012|KCC1A_HUMAN	tr|G3WRQ9|G3WRQ9_SARHA
OG0000663	sp|Q15746|MYLK_HUMAN, sp|Q8IU85|KCC1D_HUMAN	tr|A0A7N4PL52|A0A7N4PL52_SARHA
OG0000664	sp|P07911|UROM_HUMAN	tr|G3X3P5|G3X3P5_SARHA
OG0000664	sp|Q5DID0|UROL1_HUMAN, sp|P55259|GP2_HUMAN	tr|G3X3N5|G3X3N5_SARHA
OG0000666	sp|Q8NGH7|O52L1_HUMAN, sp|Q8NGH6|O52L2_HUMAN, sp|Q8NGF1|O52R1_HUMAN, sp|Q8NH57|O52P1_HUMAN	tr|G3WQG9|G3WQG9_SARHA
OG0000667	sp|P78368|KC1G2_HUMAN	tr|A0A7N4NJR9|A0A7N4NJR9_SARHA
OG0000667	sp|Q9Y6M4|KC1G3_HUMAN, sp|Q9HCP0|KC1G1_HUMAN	tr|A0A7N4PGX3|A0A7N4PGX3_SARHA
OG0000669	sp|Q5TZA2|CROCC_HUMAN	tr|G3W3J0|G3W3J0_SARHA
OG0000669	sp|H7BZ55|CRCC2_HUMAN, sp|Q8IVE0|CROL2_HUMAN	tr|G3W916|G3W916_SARHA
OG0000670	sp|Q9UM01|YLAT1_HUMAN	tr|G3WFV1|G3WFV1_SARHA
OG0000670	sp|Q8TCU3|S7A13_HUMAN, sp|Q92536|YLAT2_HUMAN	tr|G3VQC7|G3VQC7_SARHA
OG0000671	sp|Q02750|MP2K1_HUMAN	tr|A0A7N4P620|A0A7N4P620_SARHA
OG0000671	sp|P36507|MP2K2_HUMAN, tr|A0A1B0GUL7|A0A1B0GUL7_HUMAN	tr|A0A7N4PIY1|A0A7N4PIY1_SARHA
OG0000672	sp|Q5VST6|AB17B_HUMAN	tr|A0A7N4PU36|A0A7N4PU36_SARHA
OG0000672	sp|Q6PCB6|AB17C_HUMAN, sp|Q96GS6|AB17A_HUMAN	tr|A0A7N4PZD1|A0A7N4PZD1_SARHA
OG0000673	sp|Q8NFI4|F10A5_HUMAN, sp|P50502|F10A1_HUMAN, sp|Q8IZP2|ST134_HUMAN	tr|G3VVM9|G3VVM9_SARHA, tr|G3VB06|G3VB06_SARHA
OG0000674	sp|Q92508|PIEZ1_HUMAN	tr|G3VZT6|G3VZT6_SARHA
OG0000674	sp|Q9H5I5|PIEZ2_HUMAN	tr|A0A7N4P3P9|A0A7N4P3P9_SARHA, tr|G3WN06|G3WN06_SARHA
OG0000675	sp|Q9NZM1|MYOF_HUMAN	tr|A0A7N4P9G3|A0A7N4P9G3_SARHA
OG0000675	sp|O75923|DYSF_HUMAN, sp|A0AVI2|FR1L5_HUMAN	tr|G3X097|G3X097_SARHA
OG0000676	sp|P32942|ICAM3_HUMAN, sp|P05362|ICAM1_HUMAN	tr|G3W1R3|G3W1R3_SARHA
OG0000676	sp|Q9UMF0|ICAM5_HUMAN	tr|A0A7N4PEU3|A0A7N4PEU3_SARHA
OG0000677	sp|Q9NRG1|PRDC1_HUMAN	tr|A0A7N4NU00|A0A7N4NU00_SARHA
OG0000677	sp|P00492|HPRT_HUMAN	tr|A0A7N4PUR2|A0A7N4PUR2_SARHA, tr|A0A7N4PMC7|A0A7N4PMC7_SARHA
OG0000678	sp|P04000|OPSR_HUMAN, sp|P04001|OPSG_HUMAN, sp|P0DN78|OPSG3_HUMAN, sp|P0DN77|OPSG2_HUMAN	tr|G3W5I7|G3W5I7_SARHA
OG0000679	sp|P41229|KDM5C_HUMAN	tr|A0A7N4NWR8|A0A7N4NWR8_SARHA
OG0000679	sp|Q9BY66|KDM5D_HUMAN	tr|A0A7N4PEM2|A0A7N4PEM2_SARHA, tr|G3VQR9|G3VQR9_SARHA
OG0000680	sp|Q06210|GFPT1_HUMAN	tr|G3VIK7|G3VIK7_SARHA
OG0000680	sp|Q06203|PUR1_HUMAN, sp|O94808|GFPT2_HUMAN	tr|G3VN15|G3VN15_SARHA
OG0000682	sp|P01860|IGHG3_HUMAN, sp|P01857|IGHG1_HUMAN, sp|P01859|IGHG2_HUMAN, sp|P01861|IGHG4_HUMAN	tr|G3VVK2|G3VVK2_SARHA
OG0000683	sp|P49279|NRAM1_HUMAN	tr|G3WUK2|G3WUK2_SARHA
OG0000683	sp|P49281|NRAM2_HUMAN	tr|A0A7N4NUF9|A0A7N4NUF9_SARHA, tr|G3VN39|G3VN39_SARHA
OG0000684	sp|P55854|SUMO3_HUMAN, sp|Q8NCF5|NF2IP_HUMAN, sp|Q6EEV6|SUMO4_HUMAN, sp|P61956|SUMO2_HUMAN	tr|A0A7N4PNN8|A0A7N4PNN8_SARHA
OG0000685	sp|Q96FA3|PELI1_HUMAN	tr|A0A7N4NUU8|A0A7N4NUU8_SARHA
OG0000685	sp|Q8N2H9|PELI3_HUMAN, sp|Q9HAT8|PELI2_HUMAN	tr|A0A7N4PWC3|A0A7N4PWC3_SARHA
OG0000686	sp|Q9Y4A0|JERKL_HUMAN	tr|A0A7N4NHV4|A0A7N4NHV4_SARHA
OG0000686	sp|Q4W5G0|TIGD2_HUMAN	tr|A0A7N4NVK6|A0A7N4NVK6_SARHA, tr|A0A7N4PNE0|A0A7N4PNE0_SARHA
OG0000687	sp|Q8N9U9|SPOT1_HUMAN, sp|Q5T6R2|TPT2L_HUMAN, sp|P56180|TPTE_HUMAN, sp|Q6XPS3|TPTE2_HUMAN	tr|A0A7N4PMF2|A0A7N4PMF2_SARHA
OG0000688	sp|Q9H492|MLP3A_HUMAN	tr|A0A7N4P522|A0A7N4P522_SARHA
OG0000688	sp|A6NCE7|MP3B2_HUMAN, sp|Q9GZQ8|MLP3B_HUMAN	tr|A0A7N4V1K7|A0A7N4V1K7_SARHA
OG0000689	sp|O14638|ENPP3_HUMAN	tr|G3W316|G3W316_SARHA
OG0000689	sp|P22413|ENPP1_HUMAN	tr|A0A7N4UXG1|A0A7N4UXG1_SARHA, tr|A0A7N4P2E5|A0A7N4P2E5_SARHA
OG0000690	sp|P41226|UBA7_HUMAN	tr|A0A7N4P0I8|A0A7N4P0I8_SARHA
OG0000690	sp|P22314|UBA1_HUMAN	tr|A0A7N4PEU0|A0A7N4PEU0_SARHA, tr|A0A7N4PMW2|A0A7N4PMW2_SARHA
OG0000692	sp|Q14641|INSL4_HUMAN, sp|Q9Y581|INSL6_HUMAN, sp|P04090|REL2_HUMAN, sp|P04808|REL1_HUMAN	tr|G3WRC3|G3WRC3_SARHA
OG0000693	sp|Q9NR16|C163B_HUMAN, sp|Q9UGM3|DMBT1_HUMAN, sp|Q86VB7|C163A_HUMAN	tr|A0A7N4P0M2|A0A7N4P0M2_SARHA, tr|A0A7N4NGN4|A0A7N4NGN4_SARHA
OG0000694	sp|O75636|FCN3_HUMAN	tr|A0A7N4V0F2|A0A7N4V0F2_SARHA
OG0000694	sp|Q15485|FCN2_HUMAN, sp|O00602|FCN1_HUMAN	tr|G3WYL6|G3WYL6_SARHA
OG0000695	sp|P16066|ANPRA_HUMAN	tr|G3W938|G3W938_SARHA
OG0000695	sp|P20594|ANPRB_HUMAN	tr|G3X228|G3X228_SARHA, tr|G3WLY4|G3WLY4_SARHA
OG0000697	sp|O75487|GPC4_HUMAN	tr|A0A7N4PDV5|A0A7N4PDV5_SARHA
OG0000697	sp|Q8N158|GPC2_HUMAN, sp|Q9Y625|GPC6_HUMAN	tr|A0A7N4NHZ8|A0A7N4NHZ8_SARHA
OG0000698	sp|Q5XG92|EST4A_HUMAN, sp|Q9UKY3|CES1P_HUMAN, sp|P23141|EST1_HUMAN, sp|Q6NT32|EST5A_HUMAN	tr|G3W685|G3W685_SARHA
OG0000699	sp|Q7L3S4|ZN771_HUMAN, sp|Q9UC06|ZNF70_HUMAN, sp|Q9NW07|ZN358_HUMAN, sp|Q96MX3|ZNF48_HUMAN	tr|A0A7N4PP99|A0A7N4PP99_SARHA
OG0000700	sp|Q8N4E7|FTMT_HUMAN, sp|Q9BXU8|FHL17_HUMAN, sp|P0C7X4|FHL19_HUMAN, sp|P02794|FRIH_HUMAN	tr|A0A7N4NV14|A0A7N4NV14_SARHA
OG0000701	sp|Q9UJ55|MAGL2_HUMAN, sp|Q96MG7|NSE3_HUMAN, sp|Q9H213|MAGH1_HUMAN	tr|G3VPU0|G3VPU0_SARHA, tr|A0A7N4P1C5|A0A7N4P1C5_SARHA
OG0000702	sp|Q9Y696|CLIC4_HUMAN	tr|A0A7N4PV14|A0A7N4PV14_SARHA
OG0000702	sp|Q9NZA1|CLIC5_HUMAN	tr|A0A7N4PB55|A0A7N4PB55_SARHA, tr|A0A7N4PUW6|A0A7N4PUW6_SARHA
OG0000703	sp|Q9UGM5|FETUB_HUMAN	tr|A0A7N4NLV5|A0A7N4NLV5_SARHA, tr|A0A7N4PIV9|A0A7N4PIV9_SARHA, tr|A0A7N4P343|A0A7N4P343_SARHA, tr|G3VR48|G3VR48_SARHA
OG0000704	sp|Q9Y3Z3|SAMH1_HUMAN	tr|A0A7N4PSA8|A0A7N4PSA8_SARHA, tr|A0A7N4PED0|A0A7N4PED0_SARHA, tr|A0A7N4P724|A0A7N4P724_SARHA, tr|A0A7N4PEZ5|A0A7N4PEZ5_SARHA
OG0000705	sp|P78380|OLR1_HUMAN, sp|Q2HXU8|CL12B_HUMAN, sp|Q5QGZ9|CL12A_HUMAN, sp|Q8NC01|CLC1A_HUMAN	tr|G3W1Q9|G3W1Q9_SARHA
OG0000706	sp|Q9NQ29|LUC7L_HUMAN	tr|G3WF72|G3WF72_SARHA
OG0000706	sp|Q9Y383|LC7L2_HUMAN	tr|G3VBT2|G3VBT2_SARHA, tr|A0A7N4Q024|A0A7N4Q024_SARHA
OG0000707	sp|A6NE01|F186A_HUMAN	tr|A0A7N4P0F1|A0A7N4P0F1_SARHA
OG0000707	sp|Q8IYM0|F186B_HUMAN	tr|G3VEB4|G3VEB4_SARHA, tr|G3W559|G3W559_SARHA
OG0000708	sp|O75581|LRP6_HUMAN	tr|G3WLX7|G3WLX7_SARHA
OG0000708	sp|A4QPB2|LRP5L_HUMAN, sp|O75197|LRP5_HUMAN	tr|A0A7N4PYB7|A0A7N4PYB7_SARHA
OG0000709	sp|Q8NGS1|OR1J4_HUMAN, sp|Q8NGS2|OR1J2_HUMAN, sp|Q8NGS3|OR1J1_HUMAN, sp|Q8NHA8|OR1FC_HUMAN	tr|A0A7N4PUI8|A0A7N4PUI8_SARHA
