Orthogroup	Homo_sapiens	Cricetulus_griseus
OG0000914	sp|O75487|GPC4_HUMAN	tr|G3HGH8|G3HGH8_CRIGR
OG0000915	sp|Q9NQ29|LUC7L_HUMAN	tr|G3HBR9|G3HBR9_CRIGR
OG0000915	sp|O95232|LC7L3_HUMAN, sp|Q9Y383|LC7L2_HUMAN	tr|G3HH71|G3HH71_CRIGR
OG0000916	sp|Q9GZM6|OR8D2_HUMAN, sp|Q8NGG7|OR8A1_HUMAN, sp|Q8WZ84|OR8D1_HUMAN	tr|G3I8Q2|G3I8Q2_CRIGR, tr|G3I8Q4|G3I8Q4_CRIGR
OG0000917	sp|Q15391|P2Y14_HUMAN, sp|O14626|GP171_HUMAN, sp|Q96P67|GPR82_HUMAN, sp|Q9UPC5|GPR34_HUMAN	tr|G3HG48|G3HG48_CRIGR
OG0000918	sp|Q9UL03|INT6_HUMAN	tr|G3H0M3|G3H0M3_CRIGR
OG0000918	sp|Q5JSJ4|INT6L_HUMAN, sp|A6NJ88|SGE2P_HUMAN	tr|G3H6L1|G3H6L1_CRIGR
OG0000919	sp|P28476|GBRR2_HUMAN	tr|G3GSR7|G3GSR7_CRIGR
OG0000919	sp|A8MPY1|GBRR3_HUMAN, sp|P24046|GBRR1_HUMAN	tr|G3GSR5|G3GSR5_CRIGR
OG0000920	sp|Q9NZH8|IL36G_HUMAN	tr|G3IKA6|G3IKA6_CRIGR
OG0000920	sp|Q9UHA7|IL36A_HUMAN, sp|Q9NZH6|IL37_HUMAN	tr|G3IN67|G3IN67_CRIGR
OG0000921	sp|Q8NGE7|OR9K2_HUMAN	tr|G3IE10|G3IE10_CRIGR, tr|G3IE11|G3IE11_CRIGR, tr|G3IE12|G3IE12_CRIGR, tr|G3I0V1|G3I0V1_CRIGR
OG0000922	sp|Q4VNC1|AT134_HUMAN	tr|G3HWY5|G3HWY5_CRIGR
OG0000922	sp|Q4VNC0|AT135_HUMAN, sp|Q9H7F0|AT133_HUMAN	tr|G3IAV4|G3IAV4_CRIGR
OG0000923	sp|Q9Y6I3|EPN1_HUMAN, sp|Q9H201|EPN3_HUMAN, sp|O95208|EPN2_HUMAN, sp|Q8IYW4|ENTD1_HUMAN	tr|G3HVZ7|G3HVZ7_CRIGR
OG0000924	sp|P33121|ACSL1_HUMAN	tr|G3I8X2|G3I8X2_CRIGR
OG0000924	sp|Q9UKU0|ACSL6_HUMAN, sp|Q9ULC5|ACSL5_HUMAN	tr|G3HNS8|G3HNS8_CRIGR
OG0000925	sp|Q7Z4S6|KI21A_HUMAN	tr|G3ILS1|G3ILS1_CRIGR
OG0000925	sp|O75037|KI21B_HUMAN	tr|G3IMQ5|G3IMQ5_CRIGR, tr|G3H3J9|G3H3J9_CRIGR
OG0000926	sp|Q96QZ7|MAGI1_HUMAN	tr|G3GS33|G3GS33_CRIGR
OG0000926	sp|Q5TCQ9|MAGI3_HUMAN, sp|Q86UL8|MAGI2_HUMAN	tr|G3HLC6|G3HLC6_CRIGR
OG0000927	sp|Q8N6G6|ATL1_HUMAN	tr|G3HLB9|G3HLB9_CRIGR
OG0000927	sp|P82987|ATL3_HUMAN	tr|G3IH16|G3IH16_CRIGR, tr|G3ILA1|G3ILA1_CRIGR
OG0000928	sp|O75688|PPM1B_HUMAN	tr|G3GV48|G3GV48_CRIGR
OG0000928	sp|Q8N819|PPM1N_HUMAN, sp|P35813|PPM1A_HUMAN	tr|G3IBM7|G3IBM7_CRIGR
OG0000929	sp|O43365|HXA3_HUMAN	tr|G3HD72|G3HD72_CRIGR
OG0000929	sp|P31249|HXD3_HUMAN, sp|P14651|HXB3_HUMAN	tr|G3H5T2|G3H5T2_CRIGR
OG0000930	sp|Q6NUI6|CHADL_HUMAN, sp|Q7Z2Q7|LRR70_HUMAN, sp|P13224|GP1BB_HUMAN, sp|O15335|CHAD_HUMAN	tr|G3HBE8|G3HBE8_CRIGR
OG0000931	sp|P50461|CSRP3_HUMAN	tr|G3HE45|G3HE45_CRIGR
OG0000931	sp|Q16527|CSRP2_HUMAN, sp|P21291|CSRP1_HUMAN	tr|G3H3I9|G3H3I9_CRIGR
OG0000932	sp|Q7Z7E8|UB2Q1_HUMAN	tr|G3HBZ1|G3HBZ1_CRIGR
OG0000932	sp|Q8WVN8|UB2Q2_HUMAN	tr|G3GSH0|G3GSH0_CRIGR, tr|G3H0C6|G3H0C6_CRIGR
OG0000933	sp|Q5SZK8|FREM2_HUMAN	tr|G3HVQ0|G3HVQ0_CRIGR
OG0000933	sp|P0C091|FREM3_HUMAN	tr|G3HRZ2|G3HRZ2_CRIGR, tr|G3HRZ0|G3HRZ0_CRIGR
OG0000934	sp|O00329|PK3CD_HUMAN	tr|G3I7G5|G3I7G5_CRIGR
OG0000934	sp|P42336|PK3CA_HUMAN, sp|P42338|PK3CB_HUMAN	tr|G3HEW7|G3HEW7_CRIGR
OG0000935	sp|Q9GZS9|CHST5_HUMAN, sp|Q9GZX3|CHST6_HUMAN	tr|G3I4N7|G3I4N7_CRIGR
OG0000935	sp|Q9NS84|CHST7_HUMAN	tr|G3HMJ5|G3HMJ5_CRIGR
OG0000936	sp|P06756|ITAV_HUMAN	tr|G3HHR9|G3HHR9_CRIGR
OG0000936	sp|P53708|ITA8_HUMAN, sp|P08514|ITA2B_HUMAN	tr|G3HLK5|G3HLK5_CRIGR
OG0000937	sp|P49759|CLK1_HUMAN, sp|Q9HAZ1|CLK4_HUMAN	tr|G3HUL1|G3HUL1_CRIGR
OG0000937	sp|P49760|CLK2_HUMAN	tr|G3HC43|G3HC43_CRIGR
OG0000938	sp|P16989|YBOX3_HUMAN	tr|G3I5W9|G3I5W9_CRIGR
OG0000938	sp|Q9Y2T7|YBOX2_HUMAN, sp|P67809|YBOX1_HUMAN	tr|G3IEX2|G3IEX2_CRIGR
OG0000939	sp|Q6ZUS5|CC121_HUMAN	tr|G3GW98|G3GW98_CRIGR, tr|G3I0Y3|G3I0Y3_CRIGR, tr|G3HTB8|G3HTB8_CRIGR, tr|G3HTB5|G3HTB5_CRIGR
OG0000940	sp|O15467|CCL16_HUMAN, tr|A0A0G2JLY3|A0A0G2JLY3_HUMAN, sp|Q8NHW4|CC4L_HUMAN, sp|P13236|CCL4_HUMAN	tr|G3I641|G3I641_CRIGR
OG0000941	sp|Q8WXS8|ATS14_HUMAN	tr|G3H6R9|G3H6R9_CRIGR
OG0000941	sp|O15072|ATS3_HUMAN, sp|O95450|ATS2_HUMAN	tr|G3H2F5|G3H2F5_CRIGR
OG0000942	sp|Q07866|KLC1_HUMAN	tr|G3H381|G3H381_CRIGR
OG0000942	sp|Q6P597|KLC3_HUMAN, sp|Q9NSK0|KLC4_HUMAN	tr|G3HR78|G3HR78_CRIGR
OG0000943	sp|Q00341|VIGLN_HUMAN	tr|G3IHL2|G3IHL2_CRIGR, tr|G3IJQ2|G3IJQ2_CRIGR, tr|G3IHL1|G3IHL1_CRIGR, tr|G3H4V0|G3H4V0_CRIGR
OG0000944	sp|Q9UHI5|LAT2_HUMAN	tr|G3HRE6|G3HRE6_CRIGR
OG0000944	sp|Q9NS82|AAA1_HUMAN	tr|G3HDJ1|G3HDJ1_CRIGR, tr|G3I931|G3I931_CRIGR
OG0000945	sp|Q9HC56|PCDH9_HUMAN	tr|G3H502|G3H502_CRIGR
OG0000945	sp|Q9BZA7|PC11X_HUMAN, sp|Q9BZA8|PC11Y_HUMAN	tr|G3HZR6|G3HZR6_CRIGR
OG0000946	sp|P61163|ACTZ_HUMAN	tr|G3HXW9|G3HXW9_CRIGR, tr|G3IHD5|G3IHD5_CRIGR
OG0000946	sp|P42025|ACTY_HUMAN	tr|G3H1Q6|G3H1Q6_CRIGR
OG0000947	tr|A0A0U1RQG5|A0A0U1RQG5_HUMAN, sp|P0C2W7|CT47B_HUMAN, sp|Q5JQC4|CT47A_HUMAN, tr|A0A087WWU0|A0A087WWU0_HUMAN	tr|G3H784|G3H784_CRIGR
OG0000948	sp|P05451|REG1A_HUMAN, sp|P48304|REG1B_HUMAN, sp|Q06141|REG3A_HUMAN, sp|Q6UW15|REG3G_HUMAN	tr|G3HLQ0|G3HLQ0_CRIGR
OG0000949	sp|Q9BW92|SYTM_HUMAN	tr|G3H2W4|G3H2W4_CRIGR
OG0000949	sp|A2RTX5|SYTC2_HUMAN, sp|P26639|SYTC_HUMAN	tr|G3HIQ0|G3HIQ0_CRIGR
OG0000950	sp|Q5T2Q4|CCYL2_HUMAN, sp|Q8N7R7|CCYL1_HUMAN, sp|P0C7X3|CCYL3_HUMAN, sp|Q8ND76|CCNY_HUMAN	tr|G3H3N6|G3H3N6_CRIGR
OG0000951	sp|P17481|HXB8_HUMAN	tr|G3H5S2|G3H5S2_CRIGR
OG0000951	sp|P13378|HXD8_HUMAN, sp|P31273|HXC8_HUMAN	tr|G3HV26|G3HV26_CRIGR
OG0000952	sp|Q8IWY8|ZSC29_HUMAN, sp|A0A1W2PQ72|MSD7_HUMAN, sp|Q9NX65|ZSC32_HUMAN, sp|Q63HK3|ZKSC2_HUMAN	tr|G3H0V4|G3H0V4_CRIGR
OG0000953	sp|O43681|GET3_HUMAN	tr|G3HFV9|G3HFV9_CRIGR, tr|G3HFV8|G3HFV8_CRIGR, tr|G3IAH5|G3IAH5_CRIGR, tr|G3HCW3|G3HCW3_CRIGR
OG0000954	sp|Q8NDZ0|BEND2_HUMAN, sp|Q86U02|CN165_HUMAN, sp|A0A096LPI5|GVQW2_HUMAN, sp|Q6UX73|CP089_HUMAN	tr|G3HY33|G3HY33_CRIGR
OG0000955	sp|O60907|TBL1X_HUMAN	tr|G3I461|G3I461_CRIGR
OG0000955	sp|Q9BQ87|TBL1Y_HUMAN, sp|Q9BZK7|TBL1R_HUMAN	tr|G3I4R2|G3I4R2_CRIGR
OG0000956	sp|Q9H2U9|ADAM7_HUMAN	tr|G3GUZ9|G3GUZ9_CRIGR
OG0000956	sp|O15204|ADEC1_HUMAN, sp|Q9UKQ2|ADA28_HUMAN	tr|G3GUZ8|G3GUZ8_CRIGR
OG0000957	sp|Q96R05|RET7_HUMAN, sp|P82980|RET5_HUMAN, sp|P09455|RET1_HUMAN, sp|P50120|RET2_HUMAN	tr|G3GSW4|G3GSW4_CRIGR
OG0000958	tr|Q5VVH2|Q5VVH2_HUMAN, sp|P68106|FKB1B_HUMAN, sp|P62942|FKB1A_HUMAN, sp|Q00688|FKBP3_HUMAN	tr|G3H6Y5|G3H6Y5_CRIGR
OG0000959	sp|Q8TE60|ATS18_HUMAN	tr|G3H958|G3H958_CRIGR
OG0000959	sp|Q8TE57|ATS16_HUMAN, sp|Q9Y2F5|ICE1_HUMAN	tr|G3HC93|G3HC93_CRIGR
OG0000960	sp|A6NIZ1|RP1BL_HUMAN	tr|G3GY22|G3GY22_CRIGR
OG0000960	sp|P61224|RAP1B_HUMAN, sp|P62834|RAP1A_HUMAN	tr|G3IBI0|G3IBI0_CRIGR
OG0000961	sp|Q8NGI1|O56B2_HUMAN, sp|Q8NGI3|O56B1_HUMAN, sp|Q8NH76|O56B4_HUMAN	tr|G3IJC7|G3IJC7_CRIGR, tr|G3IJC8|G3IJC8_CRIGR
OG0000962	sp|O95622|ADCY5_HUMAN	tr|G3GSP7|G3GSP7_CRIGR
OG0000962	sp|Q08828|ADCY1_HUMAN, sp|O43306|ADCY6_HUMAN	tr|G3I6K2|G3I6K2_CRIGR
OG0000963	sp|P06340|DOA_HUMAN, sp|P20036|DPA1_HUMAN, sp|P01906|DQA2_HUMAN, sp|P01909|DQA1_HUMAN	tr|G3HQT4|G3HQT4_CRIGR
OG0000964	sp|P17029|ZKSC1_HUMAN, sp|O14709|ZN197_HUMAN, sp|Q6ZMS4|ZN852_HUMAN, sp|Q9P0L1|ZKSC7_HUMAN	tr|G3I5E6|G3I5E6_CRIGR
OG0000965	sp|P07307|ASGR2_HUMAN, sp|Q8IUN9|CLC10_HUMAN, sp|P07306|ASGR1_HUMAN, sp|Q5KU26|COL12_HUMAN	tr|G3GYA4|G3GYA4_CRIGR
OG0000966	sp|Q8NCS7|CTL5_HUMAN	tr|G3GVU6|G3GVU6_CRIGR
OG0000966	sp|Q53GD3|CTL4_HUMAN, sp|Q8IWA5|CTL2_HUMAN	tr|G3H6B7|G3H6B7_CRIGR
OG0000967	sp|Q8IYN2|TCAL8_HUMAN, sp|Q9UHQ7|TCAL9_HUMAN, sp|Q15170|TCAL1_HUMAN, sp|Q9BRU2|TCAL7_HUMAN	tr|G3HXC4|G3HXC4_CRIGR
OG0000968	sp|Q9P1P4|TAAR3_HUMAN, sp|Q9P1P5|TAAR2_HUMAN, sp|Q96RJ0|TAAR1_HUMAN, sp|O14804|TAAR5_HUMAN	tr|G3I742|G3I742_CRIGR
OG0000969	sp|P0C7Q6|S35G6_HUMAN, sp|Q8N808|S35G3_HUMAN, sp|Q96KT7|S35G5_HUMAN, sp|P0C7Q5|S35G4_HUMAN	tr|G3GY79|G3GY79_CRIGR
OG0000970	sp|Q8N9U9|SPOT1_HUMAN, sp|Q5T6R2|TPT2L_HUMAN, sp|P56180|TPTE_HUMAN, sp|Q6XPS3|TPTE2_HUMAN	tr|G3HHJ6|G3HHJ6_CRIGR
OG0000971	sp|Q96S21|RB40C_HUMAN, sp|Q12829|RB40B_HUMAN, sp|Q8WXH6|RB40A_HUMAN, sp|P0C0E4|RB40L_HUMAN	tr|G3I454|G3I454_CRIGR
OG0000972	sp|Q86XI6|PPR3B_HUMAN, sp|Q9H7J1|PPR3E_HUMAN, sp|O95685|PPR3D_HUMAN, sp|B7ZBB8|PP13G_HUMAN	tr|G3H0H2|G3H0H2_CRIGR
OG0000973	sp|Q92556|ELMO1_HUMAN	tr|G3HRA7|G3HRA7_CRIGR
OG0000973	sp|Q96BJ8|ELMO3_HUMAN, sp|Q96JJ3|ELMO2_HUMAN	tr|G3H8U1|G3H8U1_CRIGR
OG0000974	sp|Q9UGF7|O12D3_HUMAN, sp|P58182|O12D2_HUMAN, sp|P0DN82|O12D1_HUMAN	tr|G3HVT6|G3HVT6_CRIGR, tr|G3HVT5|G3HVT5_CRIGR
OG0000975	sp|Q9P0S9|TM14C_HUMAN, sp|A8MWL7|TM14D_HUMAN, sp|Q9NUH8|TM14B_HUMAN, sp|Q6UXP3|TM14E_HUMAN	tr|G3HST4|G3HST4_CRIGR
OG0000976	sp|Q01433|AMPD2_HUMAN, sp|Q9NZK5|ADA2_HUMAN, sp|P23109|AMPD1_HUMAN, sp|Q01432|AMPD3_HUMAN	tr|G3I798|G3I798_CRIGR
OG0000977	sp|Q96BV0|ZN775_HUMAN, sp|Q6DD87|ZN787_HUMAN, sp|Q5EBL2|ZN628_HUMAN, sp|Q6NX45|ZN774_HUMAN	tr|G3HB85|G3HB85_CRIGR
OG0000978	sp|Q9NRP7|STK36_HUMAN, sp|Q9HBY8|SGK2_HUMAN, sp|Q96BR1|SGK3_HUMAN, sp|O00141|SGK1_HUMAN	tr|G3I7Y2|G3I7Y2_CRIGR
OG0000997	sp|Q06520|ST2A1_HUMAN	tr|G3GRR6|G3GRR6_CRIGR
OG0000997	sp|O00204|ST2B1_HUMAN	tr|G3HZW0|G3HZW0_CRIGR
OG0000998	sp|Q96CM4|NXNL1_HUMAN	tr|G3H4D8|G3H4D8_CRIGR
OG0000998	sp|A6NGB7|TM221_HUMAN	tr|G3IPR2|G3IPR2_CRIGR
OG0000999	sp|Q99808|S29A1_HUMAN	tr|G3HC85|G3HC85_CRIGR
OG0000999	sp|Q14542|S29A2_HUMAN	tr|G3I2H4|G3I2H4_CRIGR
OG0001000	sp|O43747|AP1G1_HUMAN	tr|G3HAG8|G3HAG8_CRIGR
OG0001000	sp|O75843|AP1G2_HUMAN	tr|G3HDF9|G3HDF9_CRIGR
OG0001001	sp|Q8N3D4|EH1L1_HUMAN	tr|G3IGT7|G3IGT7_CRIGR
OG0001001	sp|Q8NDI1|EHBP1_HUMAN	tr|G3HDQ7|G3HDQ7_CRIGR
OG0001002	sp|Q13308|PTK7_HUMAN	tr|G3HWV6|G3HWV6_CRIGR, tr|G3HKI5|G3HKI5_CRIGR, tr|G3HYT1|G3HYT1_CRIGR
OG0001003	sp|Q9HC58|NCKX3_HUMAN	tr|G3GVV7|G3GVV7_CRIGR
OG0001003	sp|Q8NFF2|NCKX4_HUMAN	tr|G3I1H7|G3I1H7_CRIGR
OG0001004	sp|O15516|CLOCK_HUMAN, sp|Q99743|NPAS2_HUMAN, sp|Q8IV76|PASD1_HUMAN	tr|G3I9K3|G3I9K3_CRIGR
OG0001005	sp|P62241|RS8_HUMAN	tr|G3GYR9|G3GYR9_CRIGR, tr|G3HRD4|G3HRD4_CRIGR, tr|G3IM64|G3IM64_CRIGR
OG0001006	sp|Q9Y227|ENTP4_HUMAN	tr|G3GUZ2|G3GUZ2_CRIGR
OG0001006	sp|Q9NQZ7|ENTP7_HUMAN	tr|G3IBW4|G3IBW4_CRIGR
OG0001007	sp|Q96NX9|DACH2_HUMAN	tr|G3I326|G3I326_CRIGR
OG0001007	sp|Q9UI36|DACH1_HUMAN	tr|G3HKG3|G3HKG3_CRIGR
OG0001008	sp|O60477|BRNP1_HUMAN	tr|G3GZT0|G3GZT0_CRIGR, tr|G3HLB4|G3HLB4_CRIGR, tr|G3HLB5|G3HLB5_CRIGR
OG0001009	sp|Q8NI27|THOC2_HUMAN	tr|G3IKT2|G3IKT2_CRIGR, tr|G3I8V1|G3I8V1_CRIGR, tr|G3I8V2|G3I8V2_CRIGR
OG0001010	sp|Q13285|STF1_HUMAN	tr|G3I9D5|G3I9D5_CRIGR
OG0001010	sp|O00482|NR5A2_HUMAN	tr|G3IDG7|G3IDG7_CRIGR
OG0001011	sp|Q8NGE0|O10AD_HUMAN	tr|G3IIR7|G3IIR7_CRIGR, tr|G3IIR5|G3IIR5_CRIGR, tr|G3IIR6|G3IIR6_CRIGR
OG0001012	sp|Q8WUE5|CT55_HUMAN	tr|G3H6L5|G3H6L5_CRIGR, tr|G3H6L6|G3H6L6_CRIGR, tr|G3IM95|G3IM95_CRIGR
OG0001013	sp|Q1EHB4|SC5AC_HUMAN	tr|G3HSS0|G3HSS0_CRIGR
OG0001013	sp|Q8N695|SC5A8_HUMAN	tr|G3H684|G3H684_CRIGR
OG0001014	sp|Q9UL26|RB22A_HUMAN	tr|G3GWU6|G3GWU6_CRIGR
OG0001014	sp|Q13636|RAB31_HUMAN	tr|G3HZ34|G3HZ34_CRIGR
OG0001015	sp|O95782|AP2A1_HUMAN	tr|G3I710|G3I710_CRIGR
OG0001015	sp|O94973|AP2A2_HUMAN	tr|G3I3I0|G3I3I0_CRIGR
OG0001016	sp|Q9NUX5|POTE1_HUMAN	tr|G3HDN8|G3HDN8_CRIGR, tr|G3HDN9|G3HDN9_CRIGR, tr|G3IAD4|G3IAD4_CRIGR
OG0001017	sp|P58215|LOXL3_HUMAN	tr|G3I7U8|G3I7U8_CRIGR
OG0001017	sp|Q9Y4K0|LOXL2_HUMAN	tr|G3GUZ1|G3GUZ1_CRIGR
OG0001018	sp|Q9H3S3|TMPS5_HUMAN	tr|G3INC4|G3INC4_CRIGR, tr|G3H0K5|G3H0K5_CRIGR, tr|G3IHQ4|G3IHQ4_CRIGR
OG0001019	sp|Q6ZUI0|TPRG1_HUMAN	tr|G3GT85|G3GT85_CRIGR
OG0001019	sp|Q5T0D9|TPRGL_HUMAN	tr|G3H0R6|G3H0R6_CRIGR
OG0001020	sp|P29375|KDM5A_HUMAN	tr|G3H882|G3H882_CRIGR
OG0001020	sp|Q9UGL1|KDM5B_HUMAN	tr|G3H3M1|G3H3M1_CRIGR
OG0001021	sp|P49137|MAPK2_HUMAN	tr|G3HB00|G3HB00_CRIGR
OG0001021	sp|Q16644|MAPK3_HUMAN	tr|G3H8B0|G3H8B0_CRIGR
OG0001022	sp|P04201|MAS_HUMAN	tr|G3HGP9|G3HGP9_CRIGR, tr|G3HVQ5|G3HVQ5_CRIGR, tr|G3HGQ0|G3HGQ0_CRIGR
OG0001023	sp|P57052|RBM11_HUMAN, sp|Q9Y580|RBM7_HUMAN	tr|G3HX89|G3HX89_CRIGR, tr|G3I229|G3I229_CRIGR
OG0001024	sp|P08134|RHOC_HUMAN	tr|G3IDS4|G3IDS4_CRIGR
OG0001024	sp|P61586|RHOA_HUMAN	tr|G3H8F9|G3H8F9_CRIGR
OG0001025	sp|P98194|AT2C1_HUMAN	tr|G3GZI6|G3GZI6_CRIGR
OG0001025	sp|O75185|AT2C2_HUMAN	tr|G3GRX6|G3GRX6_CRIGR
OG0001026	sp|P61923|COPZ1_HUMAN	tr|G3I6B8|G3I6B8_CRIGR
OG0001026	sp|Q9P299|COPZ2_HUMAN	tr|G3H5T9|G3H5T9_CRIGR
OG0001027	sp|Q8IXK2|GLT12_HUMAN, sp|Q8N4A0|GALT4_HUMAN, sp|Q8N3T1|GLT15_HUMAN	tr|G3H7G7|G3H7G7_CRIGR
OG0001028	sp|P31153|METK2_HUMAN	tr|G3HPZ2|G3HPZ2_CRIGR
OG0001028	sp|Q00266|METK1_HUMAN	tr|G3HQ15|G3HQ15_CRIGR
OG0001029	sp|P14866|HNRPL_HUMAN	tr|G3HJB6|G3HJB6_CRIGR
OG0001029	sp|Q8WVV9|HNRLL_HUMAN	tr|G3HSZ7|G3HSZ7_CRIGR
OG0001030	sp|Q8WW12|PCNP_HUMAN	tr|G3GZH9|G3GZH9_CRIGR, tr|G3GZI0|G3GZI0_CRIGR, tr|G3IMX6|G3IMX6_CRIGR
OG0001031	sp|Q9BXB4|OSB11_HUMAN	tr|G3GSN1|G3GSN1_CRIGR
OG0001031	sp|Q9BXB5|OSB10_HUMAN	tr|G3GV84|G3GV84_CRIGR
OG0001032	sp|P14678|RSMB_HUMAN	tr|G3H453|G3H453_CRIGR
OG0001032	sp|P63162|RSMN_HUMAN	tr|G3I1I8|G3I1I8_CRIGR
OG0001033	sp|P61247|RS3A_HUMAN	tr|G3HKG8|G3HKG8_CRIGR, tr|G3H9H0|G3H9H0_CRIGR, tr|G3H0I9|G3H0I9_CRIGR
OG0001034	sp|P51124|GRAM_HUMAN, sp|Q6UWY2|PRS57_HUMAN	tr|G3HF37|G3HF37_CRIGR, tr|G3IPM4|G3IPM4_CRIGR
OG0001035	sp|P41743|KPCI_HUMAN	tr|G3HI35|G3HI35_CRIGR
OG0001035	sp|Q05513|KPCZ_HUMAN	tr|G3I1Y3|G3I1Y3_CRIGR
OG0001036	sp|P28702|RXRB_HUMAN	tr|G3HQS1|G3HQS1_CRIGR
OG0001036	sp|P19793|RXRA_HUMAN	tr|G3IDY0|G3IDY0_CRIGR
OG0001037	sp|Q9UJ72|ANX10_HUMAN	tr|G3H3B3|G3H3B3_CRIGR
OG0001037	sp|P12429|ANXA3_HUMAN	tr|G3IEB1|G3IEB1_CRIGR
OG0001038	sp|Q7Z5L7|PODN_HUMAN	tr|G3HUD7|G3HUD7_CRIGR, tr|G3IN47|G3IN47_CRIGR, tr|G3GTN5|G3GTN5_CRIGR
OG0001039	sp|Q4KMP7|TB10B_HUMAN	tr|G3IN69|G3IN69_CRIGR
OG0001039	sp|Q9BXI6|TB10A_HUMAN	tr|G3I141|G3I141_CRIGR
OG0001040	sp|P40126|TYRP2_HUMAN, sp|P14679|TYRO_HUMAN, sp|P17643|TYRP1_HUMAN	tr|G3GS88|G3GS88_CRIGR
OG0001041	sp|Q6XE24|RBMS3_HUMAN	tr|G3GV90|G3GV90_CRIGR
OG0001041	sp|Q15434|RBMS2_HUMAN	tr|G3HRN3|G3HRN3_CRIGR
OG0001042	sp|Q92508|PIEZ1_HUMAN	tr|G3GRT2|G3GRT2_CRIGR
OG0001042	sp|Q9H5I5|PIEZ2_HUMAN	tr|G3H5H0|G3H5H0_CRIGR
OG0001044	sp|Q16822|PCKGM_HUMAN	tr|G3HDE8|G3HDE8_CRIGR
OG0001044	sp|P35558|PCKGC_HUMAN	tr|G3HBK8|G3HBK8_CRIGR
OG0001045	sp|P51681|CCR5_HUMAN	tr|G3HWU5|G3HWU5_CRIGR
OG0001045	sp|P41597|CCR2_HUMAN	tr|G3HWU4|G3HWU4_CRIGR
OG0001046	sp|Q14999|CUL7_HUMAN	tr|G3HR76|G3HR76_CRIGR
OG0001046	sp|Q8IWT3|CUL9_HUMAN	tr|G3HYT4|G3HYT4_CRIGR
OG0001047	sp|P14060|3BHS1_HUMAN, sp|P26439|3BHS2_HUMAN	tr|G3HP73|G3HP73_CRIGR, tr|G3I6D1|G3I6D1_CRIGR
OG0001048	sp|Q96JQ0|PCD16_HUMAN	tr|G3IDE3|G3IDE3_CRIGR
OG0001048	sp|Q6V1P9|PCD23_HUMAN	tr|G3H5J0|G3H5J0_CRIGR
OG0001049	sp|P15170|ERF3A_HUMAN	tr|G3GWM0|G3GWM0_CRIGR
OG0001049	sp|Q8IYD1|ERF3B_HUMAN	tr|G3HQ40|G3HQ40_CRIGR
OG0001050	sp|Q70JA7|CHSS3_HUMAN	tr|G3I102|G3I102_CRIGR
OG0001050	sp|Q86X52|CHSS1_HUMAN	tr|G3H5A1|G3H5A1_CRIGR
OG0001051	sp|Q9H9S4|CB39L_HUMAN	tr|G3H8S6|G3H8S6_CRIGR
OG0001051	sp|Q9Y376|CAB39_HUMAN	tr|G3II12|G3II12_CRIGR
OG0001052	sp|P22223|CADH3_HUMAN	tr|G3HKU9|G3HKU9_CRIGR
OG0001052	sp|P12830|CADH1_HUMAN	tr|G3HKU8|G3HKU8_CRIGR
OG0001053	sp|Q5VWQ0|RSBN1_HUMAN	tr|G3HQI4|G3HQI4_CRIGR
OG0001053	sp|Q6PCB5|RSBNL_HUMAN	tr|G3HLC2|G3HLC2_CRIGR
OG0001054	sp|Q86VI1|EX3L1_HUMAN	tr|G3HZK9|G3HZK9_CRIGR
OG0001054	sp|O60645|EXOC3_HUMAN	tr|G3IL21|G3IL21_CRIGR
OG0001055	sp|P98169|ZXDB_HUMAN, sp|P98168|ZXDA_HUMAN	tr|G3HQ38|G3HQ38_CRIGR, tr|G3IM55|G3IM55_CRIGR
OG0001056	sp|P0C869|PA24B_HUMAN	tr|G3H0Z0|G3H0Z0_CRIGR
OG0001056	sp|Q86XP0|PA24D_HUMAN	tr|G3H0Y7|G3H0Y7_CRIGR
OG0001057	sp|P30622|CLIP1_HUMAN	tr|G3H269|G3H269_CRIGR
OG0001057	sp|Q9UDT6|CLIP2_HUMAN	tr|G3HLP2|G3HLP2_CRIGR
OG0001058	sp|P05164|PERM_HUMAN, sp|P11678|PERE_HUMAN, sp|P22079|PERL_HUMAN	tr|G3HJ75|G3HJ75_CRIGR
OG0001060	sp|Q9Y696|CLIC4_HUMAN	tr|G3HMU4|G3HMU4_CRIGR, tr|G3HC71|G3HC71_CRIGR, tr|G3HNW0|G3HNW0_CRIGR
OG0001061	sp|Q9BZ72|PITM2_HUMAN	tr|G3I4Y3|G3I4Y3_CRIGR
OG0001061	sp|O00562|PITM1_HUMAN	tr|G3I3Z0|G3I3Z0_CRIGR
OG0001062	sp|Q9H2D6|TARA_HUMAN	tr|G3I500|G3I500_CRIGR
OG0001062	sp|Q6WCQ1|MPRIP_HUMAN	tr|G3HHP2|G3HHP2_CRIGR
OG0001063	sp|O00291|HIP1_HUMAN	tr|G3HA18|G3HA18_CRIGR
OG0001063	sp|O75146|HIP1R_HUMAN	tr|G3IC07|G3IC07_CRIGR
OG0001065	sp|Q16853|AOC3_HUMAN	tr|G3HLZ5|G3HLZ5_CRIGR
OG0001065	sp|O75106|AOC2_HUMAN	tr|G3HLZ3|G3HLZ3_CRIGR
OG0001066	sp|Q96FC9|DDX11_HUMAN, sp|A8MPP1|D11L8_HUMAN, sp|Q92771|DDX12_HUMAN	tr|G3HZ21|G3HZ21_CRIGR
