Orthogroup	Homo_sapiens	Pteropus_vampyrus
OG0001242	sp|P22059|OSBP1_HUMAN	tr|A0A6P3R9Y6|A0A6P3R9Y6_PTEVA
OG0001242	sp|Q969R2|OSBP2_HUMAN	tr|A0A6P3QXV1|A0A6P3QXV1_PTEVA
OG0001243	sp|P23443|KS6B1_HUMAN	tr|A0A6P3R2H7|A0A6P3R2H7_PTEVA
OG0001243	sp|Q9UBS0|KS6B2_HUMAN	tr|A0A6P6BXN9|A0A6P6BXN9_PTEVA
OG0001244	sp|Q16099|GRIK4_HUMAN	tr|A0A6P3RI81|A0A6P3RI81_PTEVA
OG0001244	sp|Q16478|GRIK5_HUMAN	tr|A0A6P6BZH1|A0A6P6BZH1_PTEVA
OG0001245	sp|Q3SY69|AL1L2_HUMAN	tr|A0A6P3S4U4|A0A6P3S4U4_PTEVA
OG0001245	sp|O75891|AL1L1_HUMAN	tr|A0A6P3RI73|A0A6P3RI73_PTEVA
OG0001246	sp|Q96J87|CELF6_HUMAN	tr|A0A6P3R3M9|A0A6P3R3M9_PTEVA
OG0001246	sp|Q5SZQ8|CELF3_HUMAN	tr|A0A6P3REJ6|A0A6P3REJ6_PTEVA
OG0001247	sp|P52907|CAZA1_HUMAN	tr|A0A6P3QJW0|A0A6P3QJW0_PTEVA
OG0001247	sp|P47755|CAZA2_HUMAN	tr|A0A6P3QXG8|A0A6P3QXG8_PTEVA
OG0001248	sp|Q5VZM2|RRAGB_HUMAN	tr|A0A6P6C2X3|A0A6P6C2X3_PTEVA
OG0001248	sp|Q7L523|RRAGA_HUMAN	tr|A0A6P3QGD4|A0A6P3QGD4_PTEVA
OG0001249	sp|P51504|ZNF80_HUMAN	tr|A0A6P3R4G2|A0A6P3R4G2_PTEVA
OG0001249	sp|Q8TBZ5|ZN502_HUMAN	tr|A0A6P6BTV1|A0A6P6BTV1_PTEVA
OG0001250	sp|Q7L7X3|TAOK1_HUMAN	tr|A0A6P6CG07|A0A6P6CG07_PTEVA
OG0001250	sp|Q9H2K8|TAOK3_HUMAN	tr|A0A6P3PZ04|A0A6P3PZ04_PTEVA
OG0001251	sp|Q01860|PO5F1_HUMAN, tr|A0A0G2JKW9|A0A0G2JKW9_HUMAN, sp|Q06416|P5F1B_HUMAN	tr|A0A6P3RJ59|A0A6P3RJ59_PTEVA
OG0001252	sp|P42356|PI4KA_HUMAN, sp|Q8N8J0|PI4P1_HUMAN, sp|A4QPH2|PI4P2_HUMAN	tr|A0A6P6C9J4|A0A6P6C9J4_PTEVA
OG0001253	sp|Q15303|ERBB4_HUMAN	tr|A0A6P3QAF3|A0A6P3QAF3_PTEVA
OG0001253	sp|P00533|EGFR_HUMAN	tr|A0A6P6BWX7|A0A6P6BWX7_PTEVA
OG0001254	sp|Q8N431|RGF1C_HUMAN	tr|A0A6P3QUU8|A0A6P3QUU8_PTEVA
OG0001254	sp|Q0VAM2|RGF1B_HUMAN	tr|A0A6P3Q455|A0A6P3Q455_PTEVA
OG0001255	sp|Q9HBH7|BEX1_HUMAN, sp|Q9BXY8|BEX2_HUMAN	tr|A0A6P3RUQ2|A0A6P3RUQ2_PTEVA, tr|A0A6P3RSM3|A0A6P3RSM3_PTEVA
OG0001256	sp|Q9UHF3|NAT8B_HUMAN, sp|Q9UHE5|NAT8_HUMAN	tr|A0A6P3Q1L6|A0A6P3Q1L6_PTEVA, tr|A0A6P3RS22|A0A6P3RS22_PTEVA
OG0001257	sp|Q9UPT5|EXOC7_HUMAN	tr|A0A6P6CJA1|A0A6P6CJA1_PTEVA, tr|A0A6P3RY61|A0A6P3RY61_PTEVA, tr|A0A6P3RRK9|A0A6P3RRK9_PTEVA
OG0001258	sp|O43747|AP1G1_HUMAN	tr|A0A6P3RC46|A0A6P3RC46_PTEVA
OG0001258	sp|O75843|AP1G2_HUMAN	tr|A0A6P3RB33|A0A6P3RB33_PTEVA
OG0001259	sp|Q9Y5R2|MMP24_HUMAN	tr|A0A6P3R7G1|A0A6P3R7G1_PTEVA
OG0001259	sp|P51512|MMP16_HUMAN	tr|A0A6P6BRZ8|A0A6P6BRZ8_PTEVA
OG0001260	sp|Q5JRX3|PREP_HUMAN	tr|A0A6P3RQ46|A0A6P3RQ46_PTEVA, tr|A0A6P3R6N8|A0A6P3R6N8_PTEVA, tr|A0A6P6CZH1|A0A6P6CZH1_PTEVA
OG0001261	sp|Q14641|INSL4_HUMAN, sp|P04808|REL1_HUMAN, sp|P04090|REL2_HUMAN	tr|A0A6P3R5S1|A0A6P3R5S1_PTEVA
OG0001262	sp|Q9NVI7|ATD3A_HUMAN, sp|Q5T2N8|ATD3C_HUMAN, sp|Q5T9A4|ATD3B_HUMAN	tr|A0A6P3RDT0|A0A6P3RDT0_PTEVA
OG0001263	sp|Q96IG2|FXL20_HUMAN	tr|A0A6P3RJP1|A0A6P3RJP1_PTEVA
OG0001263	sp|Q9UKC9|FBXL2_HUMAN	tr|A0A6P6CA08|A0A6P6CA08_PTEVA
OG0001264	sp|A0A3B3IRV3|MCTS2_HUMAN	tr|A0A6P3QRA2|A0A6P3QRA2_PTEVA
OG0001264	sp|Q9ULC4|MCTS1_HUMAN	tr|A0A6P6BS90|A0A6P6BS90_PTEVA
OG0001265	sp|P10827|THA_HUMAN	tr|A0A6P3RXF9|A0A6P3RXF9_PTEVA
OG0001265	sp|P10828|THB_HUMAN	tr|A0A6P3QBR0|A0A6P3QBR0_PTEVA
OG0001266	sp|Q92692|NECT2_HUMAN	tr|A0A6P3QNK9|A0A6P3QNK9_PTEVA
OG0001266	sp|P15151|PVR_HUMAN	tr|A0A6P6CU99|A0A6P6CU99_PTEVA
OG0001267	sp|P10144|GRAB_HUMAN, sp|P20718|GRAH_HUMAN	tr|A0A6P3RAY0|A0A6P3RAY0_PTEVA, tr|A0A6P3R2B2|A0A6P3R2B2_PTEVA
OG0001268	sp|P56377|AP1S2_HUMAN	tr|A0A6P6CKU5|A0A6P6CKU5_PTEVA
OG0001268	sp|P61966|AP1S1_HUMAN	tr|A0A6P3QTX3|A0A6P3QTX3_PTEVA
OG0001269	sp|P36894|BMR1A_HUMAN	tr|A0A6P3Q6H8|A0A6P3Q6H8_PTEVA
OG0001269	sp|O00238|BMR1B_HUMAN	tr|A0A6P3Q5K1|A0A6P3Q5K1_PTEVA
OG0001270	sp|Q13336|UT1_HUMAN	tr|A0A6P6CGS7|A0A6P6CGS7_PTEVA, tr|A0A6P6CK51|A0A6P6CK51_PTEVA, tr|A0A6P3Q7X5|A0A6P3Q7X5_PTEVA
OG0001271	sp|P55083|MFAP4_HUMAN, sp|O00602|FCN1_HUMAN, sp|Q15485|FCN2_HUMAN	tr|A0A6P3QBF8|A0A6P3QBF8_PTEVA
OG0001272	sp|Q16513|PKN2_HUMAN	tr|A0A6P3Q475|A0A6P3Q475_PTEVA
OG0001272	sp|Q16512|PKN1_HUMAN	tr|A0A6P3RK57|A0A6P3RK57_PTEVA
OG0001273	sp|Q8NE35|CPEB3_HUMAN	tr|A0A6P6CJP1|A0A6P6CJP1_PTEVA
OG0001273	sp|Q7Z5Q1|CPEB2_HUMAN	tr|A0A6P6CQU2|A0A6P6CQU2_PTEVA
OG0001274	sp|Q8NGP8|OR5M1_HUMAN, sp|Q6IEU7|OR5MA_HUMAN, sp|Q96RB7|OR5MB_HUMAN	tr|A0A6P3RNG9|A0A6P3RNG9_PTEVA
OG0001275	sp|Q96MG8|PCMD1_HUMAN	tr|A0A6P3R9I2|A0A6P3R9I2_PTEVA
OG0001275	sp|Q9NV79|PCMD2_HUMAN	tr|A0A6P6BKN5|A0A6P6BKN5_PTEVA
OG0001276	sp|O43861|ATP9B_HUMAN	tr|A0A6P6BP61|A0A6P6BP61_PTEVA
OG0001276	sp|O75110|ATP9A_HUMAN	tr|A0A6P6CR50|A0A6P6CR50_PTEVA
OG0001277	sp|Q9H3F6|BACD3_HUMAN	tr|A0A6P3R855|A0A6P3R855_PTEVA
OG0001277	sp|Q8WZ19|BACD1_HUMAN	tr|A0A6P6BSW4|A0A6P6BSW4_PTEVA
OG0001278	sp|Q86SJ6|DSG4_HUMAN	tr|A0A6P3Q9J6|A0A6P3Q9J6_PTEVA
OG0001278	sp|P32926|DSG3_HUMAN	tr|A0A6P3QBR7|A0A6P3QBR7_PTEVA
OG0001279	sp|O94915|FRYL_HUMAN	tr|A0A6P6CKC1|A0A6P6CKC1_PTEVA
OG0001279	sp|Q5TBA9|FRY_HUMAN	tr|A0A6P6BXQ5|A0A6P6BXQ5_PTEVA
OG0001280	sp|Q9HBY8|SGK2_HUMAN	tr|A0A6P6CX23|A0A6P6CX23_PTEVA
OG0001280	sp|O00141|SGK1_HUMAN	tr|A0A6P3PZN4|A0A6P3PZN4_PTEVA
OG0001281	sp|Q9Y2K6|UBP20_HUMAN	tr|A0A6P6CML9|A0A6P6CML9_PTEVA
OG0001281	sp|Q8TEY7|UBP33_HUMAN	tr|A0A6P3PYD8|A0A6P3PYD8_PTEVA
OG0001282	sp|P22223|CADH3_HUMAN	tr|A0A6P6BWF4|A0A6P6BWF4_PTEVA
OG0001282	sp|P12830|CADH1_HUMAN	tr|A0A6P3RSC7|A0A6P3RSC7_PTEVA
OG0001283	sp|P63098|CANB1_HUMAN	tr|A0A6P3QPH5|A0A6P3QPH5_PTEVA
OG0001283	sp|Q96LZ3|CANB2_HUMAN	tr|A0A6P3QI72|A0A6P3QI72_PTEVA
OG0001284	sp|Q7L3S4|ZN771_HUMAN	tr|A0A6P6BT22|A0A6P6BT22_PTEVA
OG0001284	sp|Q9NW07|ZN358_HUMAN	tr|A0A6P3RQH3|A0A6P3RQH3_PTEVA
OG0001285	sp|P55160|NCKPL_HUMAN	tr|A0A6P6BN42|A0A6P6BN42_PTEVA
OG0001285	sp|Q9Y2A7|NCKP1_HUMAN	tr|A0A6P3QHK1|A0A6P3QHK1_PTEVA
OG0001286	sp|O94805|ACL6B_HUMAN	tr|A0A6P3R8E0|A0A6P3R8E0_PTEVA
OG0001286	sp|O96019|ACL6A_HUMAN	tr|A0A6P6C4L6|A0A6P6C4L6_PTEVA
OG0001288	sp|Q92782|DPF1_HUMAN	tr|A0A6P3QVJ5|A0A6P3QVJ5_PTEVA
OG0001288	sp|Q92784|DPF3_HUMAN	tr|A0A6P3R048|A0A6P3R048_PTEVA
OG0001289	sp|Q86TA1|MOB3B_HUMAN	tr|A0A6P3RKS3|A0A6P3RKS3_PTEVA
OG0001289	sp|Q96BX8|MOB3A_HUMAN	tr|A0A6P3QW79|A0A6P3QW79_PTEVA
OG0001290	sp|P49619|DGKG_HUMAN	tr|A0A6P6C2V2|A0A6P6C2V2_PTEVA
OG0001290	sp|Q9Y6T7|DGKB_HUMAN	tr|A0A6P6CLB9|A0A6P6CLB9_PTEVA
OG0001291	sp|P49840|GSK3A_HUMAN	tr|A0A6P3RGM3|A0A6P3RGM3_PTEVA
OG0001291	sp|P49841|GSK3B_HUMAN	tr|A0A6P3R6N9|A0A6P3R6N9_PTEVA
OG0001292	sp|Q6P1M0|S27A4_HUMAN	tr|A0A6P3QE55|A0A6P3QE55_PTEVA
OG0001292	sp|Q6PCB7|S27A1_HUMAN	tr|A0A6P3QYJ9|A0A6P3QYJ9_PTEVA
OG0001293	sp|Q9Y6R1|S4A4_HUMAN	tr|A0A6P3QJ92|A0A6P3QJ92_PTEVA
OG0001293	sp|Q9BY07|S4A5_HUMAN	tr|A0A6P3Q9C8|A0A6P3Q9C8_PTEVA
OG0001294	sp|Q9Y5U4|INSI2_HUMAN	tr|A0A6P6CRA0|A0A6P6CRA0_PTEVA
OG0001294	sp|O15503|INSI1_HUMAN	tr|A0A6P3QRK4|A0A6P3QRK4_PTEVA
OG0001295	sp|P00742|FA10_HUMAN	tr|A0A6P3RA33|A0A6P3RA33_PTEVA
OG0001295	sp|P00740|FA9_HUMAN	tr|A0A6P3REE8|A0A6P3REE8_PTEVA
OG0001296	sp|Q9Y3M9|ZN337_HUMAN, sp|P10072|ZN875_HUMAN, sp|P52736|ZN133_HUMAN	tr|A0A6P3QTX0|A0A6P3QTX0_PTEVA
OG0001297	sp|Q8NBQ5|DHB11_HUMAN	tr|A0A6P3PY94|A0A6P3PY94_PTEVA
OG0001297	sp|Q7Z5P4|DHB13_HUMAN	tr|A0A6P3PZX3|A0A6P3PZX3_PTEVA
OG0001298	sp|O43347|MSI1H_HUMAN	tr|A0A6P3Q4T1|A0A6P3Q4T1_PTEVA
OG0001298	sp|Q96DH6|MSI2H_HUMAN	tr|A0A6P3R187|A0A6P3R187_PTEVA
OG0001299	sp|P22087|FBRL_HUMAN	tr|A0A6P3QU99|A0A6P3QU99_PTEVA
OG0001299	sp|A6NHQ2|FBLL1_HUMAN	tr|A0A6P3Q6I6|A0A6P3Q6I6_PTEVA
OG0001300	sp|P35354|PGH2_HUMAN	tr|A0A6P3QCV1|A0A6P3QCV1_PTEVA
OG0001300	sp|P23219|PGH1_HUMAN	tr|A0A6P3QK79|A0A6P3QK79_PTEVA
OG0001301	sp|Q15825|ACHA6_HUMAN	tr|A0A6P3QWQ1|A0A6P3QWQ1_PTEVA
OG0001301	sp|P32297|ACHA3_HUMAN	tr|A0A6P3RGJ0|A0A6P3RGJ0_PTEVA
OG0001302	sp|Q5H9R4|ARMX4_HUMAN	tr|A0A6P6C0V4|A0A6P6C0V4_PTEVA
OG0001302	sp|Q9UH62|ARMX3_HUMAN	tr|A0A6P3RIV6|A0A6P3RIV6_PTEVA
OG0001303	sp|Q6P4Q7|CNNM4_HUMAN	tr|A0A6P6BYB8|A0A6P6BYB8_PTEVA
OG0001303	sp|Q9H8M5|CNNM2_HUMAN	tr|A0A6P3RQ52|A0A6P3RQ52_PTEVA
OG0001304	sp|Q96MG7|NSE3_HUMAN	tr|A0A6P3RPH3|A0A6P3RPH3_PTEVA
OG0001304	sp|Q9HAY2|MAGF1_HUMAN	tr|A0A6P3RKJ8|A0A6P3RKJ8_PTEVA
OG0001305	sp|Q6ZMS4|ZN852_HUMAN	tr|A0A6P3Q1T3|A0A6P3Q1T3_PTEVA
OG0001305	sp|Q9P0L1|ZKSC7_HUMAN	tr|A0A6P6CBX6|A0A6P6CBX6_PTEVA
OG0001306	sp|Q6P4F7|RHGBA_HUMAN, tr|A0A499FJF3|A0A499FJF3_HUMAN, sp|Q3KRB8|RHGBB_HUMAN	tr|A0A6P3PX27|A0A6P3PX27_PTEVA
OG0001307	sp|Q9BT22|ALG1_HUMAN, sp|C9J202|AG1L2_HUMAN, sp|Q6GMV1|ALG1L_HUMAN	tr|A0A6P3R5C7|A0A6P3R5C7_PTEVA
OG0001308	sp|O15178|TBXT_HUMAN	tr|A0A6P3RQ79|A0A6P3RQ79_PTEVA
OG0001308	sp|O60806|TBX19_HUMAN	tr|A0A6P3R0V4|A0A6P3R0V4_PTEVA
OG0001310	sp|Q96NY7|CLIC6_HUMAN	tr|A0A6P3QH09|A0A6P3QH09_PTEVA
OG0001310	sp|Q9Y696|CLIC4_HUMAN	tr|A0A6P3PYT7|A0A6P3PYT7_PTEVA
OG0001311	sp|O75882|ATRN_HUMAN	tr|A0A6P6CYP9|A0A6P6CYP9_PTEVA
OG0001311	sp|Q5VV63|ATRN1_HUMAN	tr|A0A6P6CEN0|A0A6P6CEN0_PTEVA
OG0001312	sp|P25815|S100P_HUMAN	tr|A0A6P3RG90|A0A6P3RG90_PTEVA
OG0001312	sp|Q5D862|FILA2_HUMAN	tr|A0A6P6BRA2|A0A6P6BRA2_PTEVA
OG0001313	sp|Q8NGY6|OR6N2_HUMAN, sp|Q8NGX0|O11L1_HUMAN, sp|Q8NGY5|OR6N1_HUMAN	tr|A0A6P3QXG4|A0A6P3QXG4_PTEVA
OG0001314	sp|Q9BXA9|SALL3_HUMAN	tr|A0A6P6BPD6|A0A6P6BPD6_PTEVA
OG0001314	sp|Q9NSC2|SALL1_HUMAN	tr|A0A6P6CG44|A0A6P6CG44_PTEVA
OG0001315	sp|Q13131|AAPK1_HUMAN	tr|A0A6P3R6G6|A0A6P3R6G6_PTEVA
OG0001315	sp|P54646|AAPK2_HUMAN	tr|A0A6P6CZ59|A0A6P6CZ59_PTEVA
OG0001316	sp|Q5H9L2|TCAL5_HUMAN, sp|Q969E4|TCAL3_HUMAN, sp|Q6IPX3|TCAL6_HUMAN	tr|A0A6P3RLL4|A0A6P3RLL4_PTEVA
OG0001317	sp|Q9H8S9|MOB1A_HUMAN	tr|A0A6P3Q991|A0A6P3Q991_PTEVA
OG0001317	sp|Q7L9L4|MOB1B_HUMAN	tr|A0A6P6CH66|A0A6P6CH66_PTEVA
OG0001318	sp|Q9Y4G8|RPGF2_HUMAN	tr|A0A6P6CLX8|A0A6P6CLX8_PTEVA
OG0001318	sp|Q8TEU7|RPGF6_HUMAN	tr|A0A6P3QC87|A0A6P3QC87_PTEVA
OG0001319	sp|P0C7V7|SC11B_HUMAN, sp|P67812|SC11A_HUMAN, sp|Q9BY50|SC11C_HUMAN	tr|A0A6P3QKB6|A0A6P3QKB6_PTEVA
OG0001320	sp|Q02218|ODO1_HUMAN	tr|A0A6P3RKV4|A0A6P3RKV4_PTEVA
OG0001320	sp|Q9ULD0|OGDHL_HUMAN	tr|A0A6P6C8M1|A0A6P6C8M1_PTEVA
OG0001321	sp|Q13362|2A5G_HUMAN	tr|A0A6P6CZG2|A0A6P6CZG2_PTEVA
OG0001321	sp|Q14738|2A5D_HUMAN	tr|A0A6P3PV63|A0A6P3PV63_PTEVA
OG0001322	sp|Q6PH85|DCNL2_HUMAN	tr|A0A6P6BUB4|A0A6P6BUB4_PTEVA
OG0001322	sp|Q96GG9|DCNL1_HUMAN	tr|A0A6P3RIY4|A0A6P3RIY4_PTEVA
OG0001323	sp|A6NKB5|PCX2_HUMAN	tr|A0A6P6BKG8|A0A6P6BKG8_PTEVA
OG0001323	sp|Q9H6A9|PCX3_HUMAN	tr|A0A6P3QQD8|A0A6P3QQD8_PTEVA
OG0001324	sp|Q13705|AVR2B_HUMAN	tr|A0A6P6C7D9|A0A6P6C7D9_PTEVA
OG0001324	sp|P27037|AVR2A_HUMAN	tr|A0A6P3Q273|A0A6P3Q273_PTEVA
OG0001325	sp|P20382|MCH_HUMAN, sp|Q16048|MCHL1_HUMAN, sp|Q9BQD1|MCHL2_HUMAN	tr|A0A6P3RYW1|A0A6P3RYW1_PTEVA
OG0001326	sp|Q15329|E2F5_HUMAN	tr|A0A6P6BNK6|A0A6P6BNK6_PTEVA
OG0001326	sp|Q16254|E2F4_HUMAN	tr|A0A6P6BW32|A0A6P6BW32_PTEVA
OG0001327	sp|Q8TCW9|PKR1_HUMAN	tr|A0A6P3QGW4|A0A6P3QGW4_PTEVA
OG0001327	sp|Q8NFJ6|PKR2_HUMAN	tr|A0A6P6CYJ3|A0A6P6CYJ3_PTEVA
OG0001328	sp|Q9H009|NACA2_HUMAN, sp|Q9BZK3|NACP4_HUMAN, sp|E9PAV3|NACAM_HUMAN	tr|A0A6P6BN11|A0A6P6BN11_PTEVA
OG0001329	sp|P17787|ACHB2_HUMAN	tr|A0A6P6CT65|A0A6P6CT65_PTEVA
OG0001329	sp|P30926|ACHB4_HUMAN	tr|A0A6P3RGJ8|A0A6P3RGJ8_PTEVA
OG0001330	sp|Q9Y383|LC7L2_HUMAN	tr|A0A6P3QC40|A0A6P3QC40_PTEVA
OG0001330	sp|Q9NQ29|LUC7L_HUMAN	tr|A0A6P3RCI6|A0A6P3RCI6_PTEVA
OG0001331	sp|Q9UHL0|DDX25_HUMAN	tr|A0A6P3QZ75|A0A6P3QZ75_PTEVA, tr|A0A6P3RSN8|A0A6P3RSN8_PTEVA, tr|A0A6P6CSV1|A0A6P6CSV1_PTEVA
OG0001332	sp|P05107|ITB2_HUMAN	tr|A0A6P6BPE2|A0A6P6BPE2_PTEVA
OG0001332	sp|P05556|ITB1_HUMAN	tr|A0A6P3RIP2|A0A6P3RIP2_PTEVA
OG0001333	sp|P28476|GBRR2_HUMAN	tr|A0A6P6CT64|A0A6P6CT64_PTEVA
OG0001333	sp|P24046|GBRR1_HUMAN	tr|A0A6P3QIX3|A0A6P3QIX3_PTEVA
OG0001334	sp|Q15111|PLCL1_HUMAN	tr|A0A6P3R3K1|A0A6P3R3K1_PTEVA
OG0001334	sp|Q9UPR0|PLCL2_HUMAN	tr|A0A6P3PW67|A0A6P3PW67_PTEVA
OG0001335	sp|O43791|SPOP_HUMAN	tr|A0A6P3QNG5|A0A6P3QNG5_PTEVA
OG0001335	sp|Q6IQ16|SPOPL_HUMAN	tr|A0A6P6C7B7|A0A6P6C7B7_PTEVA
OG0001336	sp|Q70Z35|PREX2_HUMAN	tr|A0A6P3QEZ3|A0A6P3QEZ3_PTEVA
OG0001336	sp|Q8TCU6|PREX1_HUMAN	tr|A0A6P6CSK9|A0A6P6CSK9_PTEVA
OG0001337	sp|Q9BZF1|OSBL8_HUMAN	tr|A0A6P3QZ60|A0A6P3QZ60_PTEVA
OG0001337	sp|Q9H0X9|OSBL5_HUMAN	tr|A0A6P6D022|A0A6P6D022_PTEVA
OG0001338	sp|Q9NQW5|PRDM7_HUMAN, sp|Q9NQV7|PRDM9_HUMAN	tr|A0A6P3R8Z0|A0A6P3R8Z0_PTEVA, tr|A0A6P6BSL5|A0A6P6BSL5_PTEVA
OG0001339	sp|Q14324|MYPC2_HUMAN	tr|A0A6P6BLI7|A0A6P6BLI7_PTEVA
OG0001339	sp|Q14896|MYPC3_HUMAN	tr|A0A6P6CAW1|A0A6P6CAW1_PTEVA
OG0001340	sp|Q8N6Q3|CD177_HUMAN	tr|A0A6P3QLQ8|A0A6P3QLQ8_PTEVA, tr|A0A6P6C6W6|A0A6P6C6W6_PTEVA, tr|A0A6P3S6D1|A0A6P3S6D1_PTEVA
OG0001341	sp|Q05655|KPCD_HUMAN	tr|A0A6P3RMZ9|A0A6P3RMZ9_PTEVA
OG0001341	sp|Q04759|KPCT_HUMAN	tr|A0A6P6C250|A0A6P6C250_PTEVA
OG0001342	sp|Q07869|PPARA_HUMAN	tr|A0A6P3R2D3|A0A6P3R2D3_PTEVA
OG0001342	sp|Q03181|PPARD_HUMAN	tr|A0A6P3QX33|A0A6P3QX33_PTEVA
OG0001343	sp|P61764|STXB1_HUMAN	tr|A0A6P6CNA1|A0A6P6CNA1_PTEVA
OG0001343	sp|Q15833|STXB2_HUMAN	tr|A0A6P6C0M7|A0A6P6C0M7_PTEVA
OG0001344	sp|Q8NB46|ANR52_HUMAN	tr|A0A6P3RA89|A0A6P3RA89_PTEVA
OG0001344	sp|Q8N8A2|ANR44_HUMAN	tr|A0A6P6CXY6|A0A6P6CXY6_PTEVA
OG0001345	sp|A6NMX2|I4E1B_HUMAN	tr|A0A6P6CJW7|A0A6P6CJW7_PTEVA
OG0001345	sp|P06730|IF4E_HUMAN	tr|A0A6P3Q8E9|A0A6P3Q8E9_PTEVA
OG0001346	sp|P31995|FCG2C_HUMAN, sp|P12318|FCG2A_HUMAN, sp|P31994|FCG2B_HUMAN	tr|A0A6P6BQD9|A0A6P6BQD9_PTEVA
OG0001347	sp|Q6PII5|HAGHL_HUMAN	tr|A0A6P6BQ83|A0A6P6BQ83_PTEVA
OG0001347	sp|Q16775|GLO2_HUMAN	tr|A0A6P6BQ57|A0A6P6BQ57_PTEVA
OG0001348	sp|Q9NXZ2|DDX43_HUMAN	tr|A0A6P3RLA5|A0A6P3RLA5_PTEVA
OG0001348	sp|Q86TM3|DDX53_HUMAN	tr|A0A6P3R7Q5|A0A6P3R7Q5_PTEVA
OG0001349	sp|Q8WUD6|CHPT1_HUMAN	tr|A0A6P3S4G6|A0A6P3S4G6_PTEVA
OG0001349	sp|Q9Y6K0|CEPT1_HUMAN	tr|A0A6P3QZP0|A0A6P3QZP0_PTEVA
OG0001350	sp|P00568|KAD1_HUMAN	tr|A0A6P3QLU8|A0A6P3QLU8_PTEVA, tr|A0A6P3RQR2|A0A6P3RQR2_PTEVA, tr|A0A6P6D3S3|A0A6P6D3S3_PTEVA
OG0001351	sp|P18085|ARF4_HUMAN	tr|A0A6P3QUF8|A0A6P3QUF8_PTEVA
OG0001351	sp|P84085|ARF5_HUMAN	tr|A0A6P3QAM0|A0A6P3QAM0_PTEVA
OG0001352	sp|Q66K14|TBC9B_HUMAN	tr|A0A6P6D1Q3|A0A6P6D1Q3_PTEVA
OG0001352	sp|Q6ZT07|TBCD9_HUMAN	tr|A0A6P3QYM1|A0A6P3QYM1_PTEVA
OG0001353	sp|P11233|RALA_HUMAN	tr|A0A6P3R5W3|A0A6P3R5W3_PTEVA
OG0001353	sp|P11234|RALB_HUMAN	tr|A0A6P6CQN4|A0A6P6CQN4_PTEVA
OG0001354	sp|Q96S59|RANB9_HUMAN	tr|A0A6P3QJ61|A0A6P3QJ61_PTEVA
OG0001354	sp|Q6VN20|RBP10_HUMAN	tr|A0A6P3RK83|A0A6P3RK83_PTEVA
OG0001355	sp|P52888|THOP1_HUMAN	tr|A0A6P6D3S2|A0A6P6D3S2_PTEVA
OG0001355	sp|Q9BYT8|NEUL_HUMAN	tr|A0A6P3QRV4|A0A6P3QRV4_PTEVA
OG0001356	sp|Q9UGJ0|AAKG2_HUMAN	tr|A0A6P6BR72|A0A6P6BR72_PTEVA
OG0001356	sp|P54619|AAKG1_HUMAN	tr|A0A6P3QUV5|A0A6P3QUV5_PTEVA
OG0001357	sp|Q8WW22|DNJA4_HUMAN	tr|A0A6P3QYR5|A0A6P3QYR5_PTEVA
OG0001357	sp|P31689|DNJA1_HUMAN	tr|A0A6P3RDL6|A0A6P3RDL6_PTEVA
OG0001358	sp|P57729|RAB38_HUMAN	tr|A0A6P3QQH3|A0A6P3QQH3_PTEVA
OG0001358	sp|Q13637|RAB32_HUMAN	tr|A0A6P6C9P7|A0A6P6C9P7_PTEVA
OG0001359	sp|Q2M385|MPEG1_HUMAN	tr|A0A6P3RME2|A0A6P3RME2_PTEVA, tr|A0A6P3RBU0|A0A6P3RBU0_PTEVA, tr|A0A6P3RBR7|A0A6P3RBR7_PTEVA
OG0001360	sp|Q9H3R0|KDM4C_HUMAN	tr|A0A6P6CTX5|A0A6P6CTX5_PTEVA
OG0001360	sp|O75164|KDM4A_HUMAN	tr|A0A6P6CTP3|A0A6P6CTP3_PTEVA
OG0001361	sp|Q02962|PAX2_HUMAN	tr|A0A6P3RGW6|A0A6P3RGW6_PTEVA
OG0001361	sp|Q02548|PAX5_HUMAN	tr|A0A6P3QGJ5|A0A6P3QGJ5_PTEVA
OG0001362	sp|Q9NYW2|TA2R8_HUMAN	tr|A0A6P3RIG4|A0A6P3RIG4_PTEVA
OG0001362	sp|Q9NYW3|TA2R7_HUMAN	tr|A0A6P3RS20|A0A6P3RS20_PTEVA
OG0001363	sp|Q9Y2X7|GIT1_HUMAN	tr|A0A6P6CFU3|A0A6P6CFU3_PTEVA
OG0001363	sp|Q14161|GIT2_HUMAN	tr|A0A6P3R6P5|A0A6P3R6P5_PTEVA
OG0001364	sp|P09467|F16P1_HUMAN	tr|A0A6P3RVR8|A0A6P3RVR8_PTEVA
OG0001364	sp|O00757|F16P2_HUMAN	tr|A0A6P3RNU7|A0A6P3RNU7_PTEVA
OG0001365	sp|Q9P1P5|TAAR2_HUMAN	tr|A0A6P6CA06|A0A6P6CA06_PTEVA
OG0001365	sp|Q9P1P4|TAAR3_HUMAN	tr|A0A6P3PY15|A0A6P3PY15_PTEVA
OG0001366	sp|Q92597|NDRG1_HUMAN	tr|A0A6P6CZP3|A0A6P6CZP3_PTEVA
OG0001366	sp|Q9UGV2|NDRG3_HUMAN	tr|A0A6P3QIM8|A0A6P3QIM8_PTEVA
OG0001367	sp|Q92630|DYRK2_HUMAN	tr|A0A6P3QXL1|A0A6P3QXL1_PTEVA
