Orthogroup	Homo_sapiens	Myotis_myotis
OG0001422	sp|O95573|ACSL3_HUMAN	tr|A0A7J7WFR2|A0A7J7WFR2_MYOMY
OG0001422	sp|O60488|ACSL4_HUMAN	tr|A0A7J7YBN7|A0A7J7YBN7_MYOMY
OG0001423	sp|Q8NGC3|O10G2_HUMAN	tr|A0A7J8AP57|A0A7J8AP57_MYOMY, tr|A0A7J8ANI8|A0A7J8ANI8_MYOMY, tr|A0A7J8APK1|A0A7J8APK1_MYOMY
OG0001424	sp|Q5TDH0|DDI2_HUMAN	tr|A0A7J7ZY79|A0A7J7ZY79_MYOMY
OG0001424	sp|Q8WTU0|DDI1_HUMAN	tr|A0A7J7VGM9|A0A7J7VGM9_MYOMY
OG0001425	sp|P43003|EAA1_HUMAN	tr|A0A7J7Y393|A0A7J7Y393_MYOMY
OG0001425	sp|P48664|EAA4_HUMAN	tr|A0A7J7RC38|A0A7J7RC38_MYOMY
OG0001426	sp|Q92556|ELMO1_HUMAN	tr|A0A7J7V2V9|A0A7J7V2V9_MYOMY
OG0001426	sp|Q96JJ3|ELMO2_HUMAN	tr|A0A7J7VXU7|A0A7J7VXU7_MYOMY
OG0001427	sp|Q6NXG1|ESRP1_HUMAN	tr|A0A7J7TJ51|A0A7J7TJ51_MYOMY
OG0001427	sp|Q9H6T0|ESRP2_HUMAN	tr|A0A7J7SBK4|A0A7J7SBK4_MYOMY
OG0001428	sp|Q8WYB5|KAT6B_HUMAN	tr|A0A7J7TTH3|A0A7J7TTH3_MYOMY
OG0001428	sp|Q92794|KAT6A_HUMAN	tr|A0A7J7Z3J5|A0A7J7Z3J5_MYOMY
OG0001429	sp|A0A075B6I0|LV861_HUMAN	tr|A0A7J7QSD6|A0A7J7QSD6_MYOMY, tr|A0A7J7QS85|A0A7J7QS85_MYOMY, tr|A0A7J7QSZ1|A0A7J7QSZ1_MYOMY
OG0001430	sp|O14662|STX16_HUMAN, sp|P61266|STX1B_HUMAN, sp|Q16623|STX1A_HUMAN	tr|A0A7J7Y2V2|A0A7J7Y2V2_MYOMY
OG0001431	sp|Q6QHC5|DEGS2_HUMAN	tr|A0A7J8AJ04|A0A7J8AJ04_MYOMY
OG0001431	sp|O15121|DEGS1_HUMAN	tr|A0A7J7RUX4|A0A7J7RUX4_MYOMY
OG0001432	sp|P36871|PGM1_HUMAN	tr|A0A7J8A104|A0A7J8A104_MYOMY
OG0001432	sp|Q15124|PGM5_HUMAN	tr|A0A7J7UQE6|A0A7J7UQE6_MYOMY
OG0001433	sp|Q8N142|PURA1_HUMAN	tr|A0A7J7R1Q1|A0A7J7R1Q1_MYOMY
OG0001433	sp|P30520|PURA2_HUMAN	tr|A0A7J7RTY6|A0A7J7RTY6_MYOMY
OG0001434	sp|Q01130|SRSF2_HUMAN	tr|A0A7J7T8N8|A0A7J7T8N8_MYOMY
OG0001434	sp|Q9BRL6|SRSF8_HUMAN	tr|A0A7J7YE52|A0A7J7YE52_MYOMY
OG0001435	sp|Q4VNC0|AT135_HUMAN	tr|A0A7J7ZT07|A0A7J7ZT07_MYOMY
OG0001435	sp|Q4VNC1|AT134_HUMAN	tr|A0A7J7ZSF2|A0A7J7ZSF2_MYOMY
OG0001436	sp|P31153|METK2_HUMAN	tr|A0A7J7U5V5|A0A7J7U5V5_MYOMY
OG0001436	sp|Q00266|METK1_HUMAN	tr|A0A7J7TTX8|A0A7J7TTX8_MYOMY
OG0001437	sp|P19793|RXRA_HUMAN	tr|A0A7J7URF6|A0A7J7URF6_MYOMY
OG0001437	sp|P48443|RXRG_HUMAN	tr|A0A7J7ST18|A0A7J7ST18_MYOMY
OG0001438	sp|Q92830|KAT2A_HUMAN	tr|A0A7J7T5V4|A0A7J7T5V4_MYOMY
OG0001438	sp|Q92831|KAT2B_HUMAN	tr|A0A7J7UCL2|A0A7J7UCL2_MYOMY
OG0001439	sp|Q969F8|KISSR_HUMAN	tr|A0A7J7XGZ4|A0A7J7XGZ4_MYOMY
OG0001439	sp|P47211|GALR1_HUMAN	tr|A0A7J7VXY3|A0A7J7VXY3_MYOMY
OG0001440	sp|Q9UBK7|RBL2A_HUMAN, sp|Q9UNT1|RBL2B_HUMAN	tr|A0A7J7XI69|A0A7J7XI69_MYOMY, tr|A0A7J7QUV3|A0A7J7QUV3_MYOMY
OG0001441	sp|O75487|GPC4_HUMAN	tr|A0A7J7YDD7|A0A7J7YDD7_MYOMY
OG0001441	sp|Q9Y625|GPC6_HUMAN	tr|A0A7J7Z5S5|A0A7J7Z5S5_MYOMY
OG0001442	sp|P49746|TSP3_HUMAN	tr|A0A7J7STP2|A0A7J7STP2_MYOMY
OG0001442	sp|P35443|TSP4_HUMAN	tr|A0A7J7Y2U1|A0A7J7Y2U1_MYOMY
OG0001443	sp|Q14683|SMC1A_HUMAN	tr|A0A7J7YGF7|A0A7J7YGF7_MYOMY
OG0001443	sp|Q8NDV3|SMC1B_HUMAN	tr|A0A7J7Z8W7|A0A7J7Z8W7_MYOMY
OG0001444	sp|Q86YJ7|AN13B_HUMAN	tr|A0A7J7T676|A0A7J7T676_MYOMY
OG0001444	sp|Q6ZTN6|AN13D_HUMAN	tr|A0A7J7VFT5|A0A7J7VFT5_MYOMY
OG0001445	sp|P11678|PERE_HUMAN	tr|A0A7J7T4Z1|A0A7J7T4Z1_MYOMY
OG0001445	sp|P05164|PERM_HUMAN	tr|A0A7J7T731|A0A7J7T731_MYOMY
OG0001446	sp|P27338|AOFB_HUMAN	tr|A0A7J7YFL8|A0A7J7YFL8_MYOMY
OG0001446	sp|P21397|AOFA_HUMAN	tr|A0A7J7YF91|A0A7J7YF91_MYOMY
OG0001447	sp|Q8TCQ1|MARH1_HUMAN	tr|A0A7J7XJ69|A0A7J7XJ69_MYOMY
OG0001447	sp|Q5T0T0|MARH8_HUMAN	tr|A0A7J7RMP3|A0A7J7RMP3_MYOMY
OG0001448	sp|Q9UJY5|GGA1_HUMAN	tr|A0A7J7Z379|A0A7J7Z379_MYOMY
OG0001448	sp|Q9NZ52|GGA3_HUMAN	tr|A0A7J7T5K1|A0A7J7T5K1_MYOMY
OG0001449	sp|Q9NZS2|KLRF1_HUMAN	tr|A0A7J7Z468|A0A7J7Z468_MYOMY
OG0001449	sp|Q96E93|KLRG1_HUMAN	tr|A0A7J7Z3K6|A0A7J7Z3K6_MYOMY
OG0001450	sp|Q9UEW8|STK39_HUMAN	tr|A0A7J7WJN1|A0A7J7WJN1_MYOMY
OG0001450	sp|O95747|OXSR1_HUMAN	tr|A0A7J7UDV7|A0A7J7UDV7_MYOMY
OG0001451	sp|Q92901|RL3L_HUMAN, sp|P39023|RL3_HUMAN	tr|A0A7J7Z5F4|A0A7J7Z5F4_MYOMY, tr|A0A7J7Z5I1|A0A7J7Z5I1_MYOMY
OG0001452	sp|Q9H2X6|HIPK2_HUMAN	tr|A0A7J7V3D0|A0A7J7V3D0_MYOMY
OG0001452	sp|Q86Z02|HIPK1_HUMAN	tr|A0A7J7SR43|A0A7J7SR43_MYOMY
OG0001453	sp|O43865|SAHH2_HUMAN	tr|A0A7J7SNV6|A0A7J7SNV6_MYOMY
OG0001453	sp|Q96HN2|SAHH3_HUMAN	tr|A0A7J7V2B7|A0A7J7V2B7_MYOMY
OG0001454	sp|Q6P9G9|ZN449_HUMAN	tr|A0A7J7YGP4|A0A7J7YGP4_MYOMY, tr|A0A7J7YGI0|A0A7J7YGI0_MYOMY, tr|A0A7J7YH60|A0A7J7YH60_MYOMY
OG0001455	sp|Q8IZP0|ABI1_HUMAN	tr|A0A7J8AHI0|A0A7J8AHI0_MYOMY
OG0001455	sp|Q9NYB9|ABI2_HUMAN	tr|A0A7J7WFB8|A0A7J7WFB8_MYOMY
OG0001456	sp|Q9ULD4|BRPF3_HUMAN	tr|A0A7J7WU61|A0A7J7WU61_MYOMY
OG0001456	sp|O95696|BRD1_HUMAN	tr|A0A7J7QUM4|A0A7J7QUM4_MYOMY
OG0001457	sp|P11388|TOP2A_HUMAN	tr|A0A7J7T9A7|A0A7J7T9A7_MYOMY
OG0001457	sp|Q02880|TOP2B_HUMAN	tr|A0A7J7UEP3|A0A7J7UEP3_MYOMY
OG0001458	sp|Q6X9E4|FBW12_HUMAN	tr|A0A7J7UP11|A0A7J7UP11_MYOMY, tr|A0A7J7UC18|A0A7J7UC18_MYOMY, tr|A0A7J7YCY6|A0A7J7YCY6_MYOMY
OG0001459	sp|P51857|AK1D1_HUMAN	tr|A0A7J7V1Y2|A0A7J7V1Y2_MYOMY, tr|A0A7J7V1V0|A0A7J7V1V0_MYOMY, tr|A0A7J7V1W6|A0A7J7V1W6_MYOMY
OG0001460	sp|Q8NB90|SPAT5_HUMAN	tr|A0A7J7XLP5|A0A7J7XLP5_MYOMY, tr|A0A7J7U5E7|A0A7J7U5E7_MYOMY, tr|A0A7J7VI26|A0A7J7VI26_MYOMY
OG0001461	sp|O94985|CSTN1_HUMAN	tr|A0A7J7ZTX7|A0A7J7ZTX7_MYOMY
OG0001461	sp|Q9H4D0|CSTN2_HUMAN	tr|A0A7J7UBN7|A0A7J7UBN7_MYOMY
OG0001462	sp|Q03252|LMNB2_HUMAN	tr|A0A7J7XH77|A0A7J7XH77_MYOMY
OG0001462	sp|P20700|LMNB1_HUMAN	tr|A0A7J7XZY3|A0A7J7XZY3_MYOMY
OG0001463	sp|P19338|NUCL_HUMAN	tr|A0A7J7WII1|A0A7J7WII1_MYOMY, tr|A0A7J7TTS1|A0A7J7TTS1_MYOMY, tr|A0A7J7Z547|A0A7J7Z547_MYOMY
OG0001464	sp|P48378|RFX2_HUMAN	tr|A0A7J7XKR3|A0A7J7XKR3_MYOMY
OG0001464	sp|P48380|RFX3_HUMAN	tr|A0A7J7UR78|A0A7J7UR78_MYOMY
OG0001465	sp|P80192|M3K9_HUMAN	tr|A0A7J8AMT5|A0A7J8AMT5_MYOMY
OG0001465	sp|Q5TCX8|M3K21_HUMAN	tr|A0A7J7RUV9|A0A7J7RUV9_MYOMY
OG0001466	sp|Q8IX12|CCAR1_HUMAN	tr|A0A7J7WVJ0|A0A7J7WVJ0_MYOMY, tr|A0A7J7ZYA7|A0A7J7ZYA7_MYOMY, tr|A0A7J7TSG9|A0A7J7TSG9_MYOMY
OG0001467	sp|P53677|AP3M2_HUMAN	tr|A0A7J7YZT3|A0A7J7YZT3_MYOMY
OG0001467	sp|Q9Y2T2|AP3M1_HUMAN	tr|A0A7J7TRN7|A0A7J7TRN7_MYOMY
OG0001468	sp|Q9H1R2|DUS15_HUMAN	tr|A0A7J7VXU8|A0A7J7VXU8_MYOMY
OG0001468	sp|Q9NRW4|DUS22_HUMAN	tr|A0A7J7ZUM4|A0A7J7ZUM4_MYOMY
OG0001469	sp|Q9Y6D6|BIG1_HUMAN	tr|A0A7J7TIP8|A0A7J7TIP8_MYOMY
OG0001469	sp|Q9Y6D5|BIG2_HUMAN	tr|A0A7J7VWZ0|A0A7J7VWZ0_MYOMY
OG0001470	sp|O60755|GALR3_HUMAN	tr|A0A7J7Z2L3|A0A7J7Z2L3_MYOMY
OG0001470	sp|O43603|GALR2_HUMAN	tr|A0A7J7T4Q6|A0A7J7T4Q6_MYOMY
OG0001471	sp|O94808|GFPT2_HUMAN	tr|A0A7J7XFU7|A0A7J7XFU7_MYOMY
OG0001471	sp|Q06210|GFPT1_HUMAN	tr|A0A7J7U544|A0A7J7U544_MYOMY
OG0001472	sp|A6NCI8|CB078_HUMAN	tr|A0A7J7U4A9|A0A7J7U4A9_MYOMY, tr|A0A7J7U3Z2|A0A7J7U3Z2_MYOMY, tr|A0A7J7WUI8|A0A7J7WUI8_MYOMY
OG0001473	sp|O00629|IMA3_HUMAN	tr|A0A7J7ZWN7|A0A7J7ZWN7_MYOMY
OG0001473	sp|O00505|IMA4_HUMAN	tr|A0A7J7Z3Y1|A0A7J7Z3Y1_MYOMY
OG0001474	sp|Q9UKW4|VAV3_HUMAN	tr|A0A7J7SU29|A0A7J7SU29_MYOMY
OG0001474	sp|P15498|VAV_HUMAN	tr|A0A7J7XLL4|A0A7J7XLL4_MYOMY
OG0001475	sp|Q7LBR1|CHM1B_HUMAN	tr|A0A7J7VXK4|A0A7J7VXK4_MYOMY, tr|A0A7J7YCC6|A0A7J7YCC6_MYOMY, tr|A0A7J7YCJ9|A0A7J7YCJ9_MYOMY
OG0001476	sp|P59510|ATS20_HUMAN	tr|A0A7J7Z522|A0A7J7Z522_MYOMY
OG0001476	sp|Q9P2N4|ATS9_HUMAN	tr|A0A7J7UB16|A0A7J7UB16_MYOMY
OG0001477	sp|Q8NHV1|GIMA7_HUMAN	tr|A0A7J7QT67|A0A7J7QT67_MYOMY, tr|A0A7J7V2V7|A0A7J7V2V7_MYOMY, tr|A0A7J7V383|A0A7J7V383_MYOMY
OG0001478	sp|Q96E17|RAB3C_HUMAN	tr|A0A7J7Y1F7|A0A7J7Y1F7_MYOMY
OG0001478	sp|P20336|RAB3A_HUMAN	tr|A0A7J7XKL4|A0A7J7XKL4_MYOMY
OG0001479	sp|P02549|SPTA1_HUMAN	tr|A0A7J7STK0|A0A7J7STK0_MYOMY
OG0001479	sp|Q13813|SPTN1_HUMAN	tr|A0A7J7URQ2|A0A7J7URQ2_MYOMY
OG0001480	sp|Q93045|STMN2_HUMAN	tr|A0A7J7TKB1|A0A7J7TKB1_MYOMY
OG0001480	sp|Q9NZ72|STMN3_HUMAN	tr|A0A7J7W100|A0A7J7W100_MYOMY
OG0001481	sp|Q86Y01|DTX1_HUMAN	tr|A0A7J7S1D0|A0A7J7S1D0_MYOMY
OG0001481	sp|Q9Y2E6|DTX4_HUMAN	tr|A0A7J7VHA5|A0A7J7VHA5_MYOMY
OG0001482	sp|O14646|CHD1_HUMAN	tr|A0A7J7XXV9|A0A7J7XXV9_MYOMY
OG0001482	sp|O14647|CHD2_HUMAN	tr|A0A7J7RSF2|A0A7J7RSF2_MYOMY
OG0001483	sp|Q6PFW1|VIP1_HUMAN	tr|A0A7J8AQ75|A0A7J8AQ75_MYOMY
OG0001483	sp|O43314|VIP2_HUMAN	tr|A0A7J7Y1C6|A0A7J7Y1C6_MYOMY
OG0001484	sp|O00159|MYO1C_HUMAN	tr|A0A7J7T7E3|A0A7J7T7E3_MYOMY
OG0001484	sp|Q8N1T3|MYO1H_HUMAN	tr|A0A7J7S2P6|A0A7J7S2P6_MYOMY
OG0001485	sp|P13674|P4HA1_HUMAN	tr|A0A7J7TU61|A0A7J7TU61_MYOMY
OG0001485	sp|O15460|P4HA2_HUMAN	tr|A0A7J7XJX6|A0A7J7XJX6_MYOMY
OG0001486	sp|Q6P1J9|CDC73_HUMAN	tr|A0A7J7ZY33|A0A7J7ZY33_MYOMY, tr|A0A7J7ZXJ1|A0A7J7ZXJ1_MYOMY, tr|A0A7J7RUR1|A0A7J7RUR1_MYOMY
OG0001487	sp|Q05901|ACHB3_HUMAN	tr|A0A7J7Z0Y3|A0A7J7Z0Y3_MYOMY
OG0001487	sp|P30532|ACHA5_HUMAN	tr|A0A7J7RSC5|A0A7J7RSC5_MYOMY
OG0001488	sp|Q9BXS5|AP1M1_HUMAN	tr|A0A7J7RBA5|A0A7J7RBA5_MYOMY
OG0001488	sp|Q9Y6Q5|AP1M2_HUMAN	tr|A0A7J7XE20|A0A7J7XE20_MYOMY
OG0001489	sp|O15143|ARC1B_HUMAN	tr|A0A7J7Y0C9|A0A7J7Y0C9_MYOMY
OG0001489	sp|Q92747|ARC1A_HUMAN	tr|A0A7J7XX76|A0A7J7XX76_MYOMY
OG0001490	sp|O95983|MBD3_HUMAN	tr|A0A7J7XI25|A0A7J7XI25_MYOMY
OG0001490	sp|Q9UBB5|MBD2_HUMAN	tr|A0A7J7VZL0|A0A7J7VZL0_MYOMY
OG0001491	sp|Q9UKN7|MYO15_HUMAN	tr|A0A7J7RDS1|A0A7J7RDS1_MYOMY
OG0001491	sp|Q96JP2|MY15B_HUMAN	tr|A0A7J7T7L6|A0A7J7T7L6_MYOMY
OG0001492	sp|Q6PI25|CNIH2_HUMAN	tr|A0A7J7VH15|A0A7J7VH15_MYOMY
OG0001492	sp|Q8TBE1|CNIH3_HUMAN	tr|A0A7J7RUM4|A0A7J7RUM4_MYOMY
OG0001493	sp|Q02878|RL6_HUMAN	tr|A0A7J7S3E8|A0A7J7S3E8_MYOMY, tr|A0A7J7R9Z4|A0A7J7R9Z4_MYOMY, tr|A0A7J8AM80|A0A7J8AM80_MYOMY
OG0001494	sp|Q96A05|VATE2_HUMAN	tr|A0A7J7U3Z8|A0A7J7U3Z8_MYOMY
OG0001494	sp|P36543|VATE1_HUMAN	tr|A0A7J7Z052|A0A7J7Z052_MYOMY
OG0001495	sp|Q9NYU2|UGGG1_HUMAN	tr|A0A7J7WKA4|A0A7J7WKA4_MYOMY
OG0001495	sp|Q9NYU1|UGGG2_HUMAN	tr|A0A7J7ZAM1|A0A7J7ZAM1_MYOMY
OG0001496	tr|A0A1W2PR95|A0A1W2PR95_HUMAN, sp|P78318|IGBP1_HUMAN	tr|A0A7J7YD98|A0A7J7YD98_MYOMY, tr|A0A7J7VFZ2|A0A7J7VFZ2_MYOMY
OG0001497	sp|Q9UBX8|B4GT6_HUMAN	tr|A0A7J7VWY7|A0A7J7VWY7_MYOMY
OG0001497	sp|O43286|B4GT5_HUMAN	tr|A0A7J7VX37|A0A7J7VX37_MYOMY
OG0001498	sp|O43719|HTSF1_HUMAN	tr|A0A7J7YD45|A0A7J7YD45_MYOMY, tr|A0A7J8AM20|A0A7J8AM20_MYOMY, tr|A0A7J7Z4V6|A0A7J7Z4V6_MYOMY
OG0001499	sp|Q02846|GUC2D_HUMAN	tr|A0A7J7T539|A0A7J7T539_MYOMY
OG0001499	sp|P51841|GUC2F_HUMAN	tr|A0A7J7VHJ2|A0A7J7VHJ2_MYOMY
OG0001500	sp|Q9Y614|ACL7B_HUMAN	tr|A0A7J7UD13|A0A7J7UD13_MYOMY, tr|A0A7J7UMH7|A0A7J7UMH7_MYOMY, tr|A0A7J7YZQ2|A0A7J7YZQ2_MYOMY
OG0001501	sp|P13727|PRG2_HUMAN, sp|Q9Y2Y8|PRG3_HUMAN	tr|A0A7J7VKH3|A0A7J7VKH3_MYOMY, tr|A0A7J7VKK2|A0A7J7VKK2_MYOMY
OG0001502	sp|Q12967|GNDS_HUMAN	tr|A0A7J7SRC7|A0A7J7SRC7_MYOMY
OG0001502	sp|Q9NZL6|RGL1_HUMAN	tr|A0A7J7SSS8|A0A7J7SSS8_MYOMY
OG0001503	sp|Q99687|MEIS3_HUMAN, sp|A8K0S8|ME3L2_HUMAN, sp|A6NDR6|ME3L1_HUMAN	tr|A0A7J7R960|A0A7J7R960_MYOMY
OG0001504	sp|O94906|PRP6_HUMAN	tr|A0A7J7ZX39|A0A7J7ZX39_MYOMY, tr|A0A7J7ZXP6|A0A7J7ZXP6_MYOMY, tr|A0A7J7W0H7|A0A7J7W0H7_MYOMY
OG0001505	sp|Q92913|FGF13_HUMAN	tr|A0A7J7YD46|A0A7J7YD46_MYOMY
OG0001505	sp|Q92915|FGF14_HUMAN	tr|A0A7J7Z2P0|A0A7J7Z2P0_MYOMY
OG0001506	sp|P19827|ITIH1_HUMAN	tr|A0A7J7UCF7|A0A7J7UCF7_MYOMY
OG0001506	sp|Q06033|ITIH3_HUMAN	tr|A0A7J7UCI2|A0A7J7UCI2_MYOMY
OG0001507	sp|Q6N069|NAA16_HUMAN	tr|A0A7J7Z672|A0A7J7Z672_MYOMY
OG0001507	sp|Q9BXJ9|NAA15_HUMAN	tr|A0A7J7XII8|A0A7J7XII8_MYOMY
OG0001508	sp|Q9UJS0|S2513_HUMAN	tr|A0A7J7V4Q3|A0A7J7V4Q3_MYOMY
OG0001508	sp|O75746|S2512_HUMAN	tr|A0A7J7WJD9|A0A7J7WJD9_MYOMY
OG0001509	sp|Q5T9Z0|TEDM1_HUMAN	tr|A0A7J7SUD5|A0A7J7SUD5_MYOMY, tr|A0A7J7SU23|A0A7J7SU23_MYOMY, tr|A0A7J7STQ5|A0A7J7STQ5_MYOMY
OG0001510	sp|P67936|TPM4_HUMAN	tr|A0A7J7VLP9|A0A7J7VLP9_MYOMY, tr|A0A7J7SU89|A0A7J7SU89_MYOMY, tr|A0A7J7Y341|A0A7J7Y341_MYOMY
OG0001534	sp|P51172|SCNND_HUMAN, sp|P37088|SCNNA_HUMAN	tr|A0A7J7Z8P0|A0A7J7Z8P0_MYOMY
OG0001535	sp|Q8TBZ3|WDR20_HUMAN, sp|Q09019|DMWD_HUMAN	tr|A0A7J8ATC2|A0A7J8ATC2_MYOMY
OG0001536	sp|Q6NZY7|BORG3_HUMAN, sp|Q9H3Q1|BORG4_HUMAN	tr|A0A7J7T4G2|A0A7J7T4G2_MYOMY
OG0001537	sp|O95863|SNAI1_HUMAN, sp|Q6ZNH5|ZN497_HUMAN	tr|A0A7J7W0R1|A0A7J7W0R1_MYOMY
OG0001539	sp|Q8N8D7|NKAI3_HUMAN, sp|Q8IVV8|NKAI4_HUMAN	tr|A0A7J7TIX6|A0A7J7TIX6_MYOMY
OG0001540	sp|Q8N128|F177A_HUMAN, sp|A6PVY3|F177B_HUMAN	tr|A0A7J8AJC0|A0A7J8AJC0_MYOMY
OG0001541	sp|Q9BQ61|TRIR_HUMAN	tr|A0A7J7QUF0|A0A7J7QUF0_MYOMY, tr|A0A7J7RC10|A0A7J7RC10_MYOMY
OG0001542	sp|Q9NSK0|KLC4_HUMAN, sp|Q07866|KLC1_HUMAN	tr|A0A7J7WVY7|A0A7J7WVY7_MYOMY
OG0001543	sp|A9YTQ3|AHRR_HUMAN, sp|P35869|AHR_HUMAN	tr|A0A7J7XX29|A0A7J7XX29_MYOMY
OG0001544	sp|O75078|ADA11_HUMAN, sp|Q9P0K1|ADA22_HUMAN	tr|A0A7J7V1W3|A0A7J7V1W3_MYOMY
OG0001545	sp|P78367|NKX32_HUMAN, sp|Q99801|NKX31_HUMAN	tr|A0A7J7XIM2|A0A7J7XIM2_MYOMY
OG0001547	sp|Q6BCY4|NB5R2_HUMAN, sp|Q6IPT4|NB5R5_HUMAN	tr|A0A7J7VGS1|A0A7J7VGS1_MYOMY
OG0001548	sp|Q7Z6G3|NECA2_HUMAN, sp|Q8N987|NECA1_HUMAN	tr|A0A7J7SC05|A0A7J7SC05_MYOMY
OG0001549	sp|Q8IYB1|M21D2_HUMAN, sp|Q8N9M5|TM102_HUMAN	tr|A0A7J7ZZ44|A0A7J7ZZ44_MYOMY
OG0001550	sp|Q8WVC0|LEO1_HUMAN	tr|A0A7J8ALU3|A0A7J8ALU3_MYOMY, tr|A0A7J8AMF3|A0A7J8AMF3_MYOMY
OG0001551	sp|Q96LY2|CC74B_HUMAN, sp|Q96AQ1|CC74A_HUMAN	tr|A0A7J7S216|A0A7J7S216_MYOMY
OG0001552	sp|Q9HBF5|ST20_HUMAN, sp|Q16548|B2LA1_HUMAN	tr|A0A7J7RS66|A0A7J7RS66_MYOMY
OG0001553	sp|Q9NSQ0|RRP7B_HUMAN, sp|Q9Y3A4|RRP7A_HUMAN	tr|A0A7J7Z811|A0A7J7Z811_MYOMY
OG0001555	sp|P27824|CALX_HUMAN, sp|O14967|CLGN_HUMAN	tr|A0A7J7XE14|A0A7J7XE14_MYOMY
OG0001556	sp|P51808|DYLT3_HUMAN, sp|P63172|DYLT1_HUMAN	tr|A0A7J7WUQ8|A0A7J7WUQ8_MYOMY
OG0001557	sp|Q6P1K8|T2H2L_HUMAN, sp|Q13888|TF2H2_HUMAN	tr|A0A7J7XZL5|A0A7J7XZL5_MYOMY
OG0001558	sp|Q30KQ8|DB112_HUMAN, sp|Q30KQ9|DB110_HUMAN	tr|A0A7J7WVA5|A0A7J7WVA5_MYOMY
OG0001559	sp|Q86YH2|Z280B_HUMAN, sp|P59817|Z280A_HUMAN	tr|A0A7J7QSY9|A0A7J7QSY9_MYOMY
OG0001560	sp|Q8WWN9|ICEF1_HUMAN, sp|G9CGD6|CNIPF_HUMAN	tr|A0A7J7WVA1|A0A7J7WVA1_MYOMY
OG0001561	sp|Q9NVV4|PAPD1_HUMAN, sp|Q9H6E5|STPAP_HUMAN	tr|A0A7J8ANH4|A0A7J8ANH4_MYOMY
OG0001562	sp|Q13563|PKD2_HUMAN, sp|Q9P0L9|PK2L1_HUMAN	tr|A0A7J8AQH0|A0A7J8AQH0_MYOMY
OG0001563	sp|Q6PKX4|DOK6_HUMAN, sp|Q9P104|DOK5_HUMAN	tr|A0A7J7VXT0|A0A7J7VXT0_MYOMY
OG0001564	sp|O15245|S22A1_HUMAN, sp|O15244|S22A2_HUMAN	tr|A0A7J7WXL2|A0A7J7WXL2_MYOMY
OG0001565	sp|Q76MJ5|ERN2_HUMAN, sp|O75460|ERN1_HUMAN	tr|A0A7J7XYJ1|A0A7J7XYJ1_MYOMY
OG0001566	sp|P01275|GLUC_HUMAN	tr|A0A7J7WHV2|A0A7J7WHV2_MYOMY, tr|A0A7J7WHB7|A0A7J7WHB7_MYOMY
OG0001567	sp|P85299|PRR5_HUMAN, sp|Q6MZQ0|PRR5L_HUMAN	tr|A0A7J7VKA1|A0A7J7VKA1_MYOMY
OG0001568	sp|Q75LS8|FKB9L_HUMAN, sp|O95302|FKBP9_HUMAN	tr|A0A7J7V2V3|A0A7J7V2V3_MYOMY
OG0001569	sp|A8MT19|RHN2P_HUMAN, sp|Q8IUC4|RHPN2_HUMAN	tr|A0A7J7SD37|A0A7J7SD37_MYOMY
OG0001570	sp|Q8NGK5|O52M1_HUMAN	tr|A0A7J7VJ90|A0A7J7VJ90_MYOMY, tr|A0A7J7VK15|A0A7J7VK15_MYOMY
OG0001571	sp|Q9UPR3|SMG5_HUMAN	tr|A0A7J7TIF5|A0A7J7TIF5_MYOMY, tr|A0A7J7STC0|A0A7J7STC0_MYOMY
OG0001572	sp|O15194|CTDSL_HUMAN, sp|O95476|CNEP1_HUMAN	tr|A0A7J7UBU5|A0A7J7UBU5_MYOMY
OG0001573	sp|P11801|KPSH1_HUMAN, sp|Q96QS6|KPSH2_HUMAN	tr|A0A7J7SD04|A0A7J7SD04_MYOMY
OG0001574	sp|O15540|FABP7_HUMAN, sp|P12104|FABPI_HUMAN	tr|A0A7J7WUW4|A0A7J7WUW4_MYOMY
OG0001575	sp|P08833|IBP1_HUMAN, sp|P22692|IBP4_HUMAN	tr|A0A7J7T570|A0A7J7T570_MYOMY
OG0001576	sp|Q53H64|AK40L_HUMAN, sp|Q6AI12|ANR40_HUMAN	tr|A0A7J7T3A1|A0A7J7T3A1_MYOMY
OG0001577	sp|Q9H0W7|THAP2_HUMAN, sp|Q9NVV9|THAP1_HUMAN	tr|A0A7J7Z9S9|A0A7J7Z9S9_MYOMY
OG0001578	sp|P07919|QCR6_HUMAN, sp|A0A096LP55|QCR6L_HUMAN	tr|A0A7J8A4A9|A0A7J8A4A9_MYOMY
OG0001579	sp|E9PQ53|NDUCR_HUMAN, sp|O95298|NDUC2_HUMAN	tr|A0A7J7VIW0|A0A7J7VIW0_MYOMY
OG0001580	sp|Q8N5Y2|MS3L1_HUMAN, sp|P0C860|MS3L2_HUMAN	tr|A0A7J7YEE1|A0A7J7YEE1_MYOMY
OG0001581	sp|P0DMS8|AA3R_HUMAN, sp|P30542|AA1R_HUMAN	tr|A0A7J7R387|A0A7J7R387_MYOMY
OG0001582	sp|P49773|HINT1_HUMAN, sp|Q9BX68|HINT2_HUMAN	tr|A0A7J7UP04|A0A7J7UP04_MYOMY
OG0001583	sp|P26927|HGFL_HUMAN, sp|Q2TV78|MST1L_HUMAN	tr|A0A7J7UDD9|A0A7J7UDD9_MYOMY
