Orthogroup	Homo_sapiens	Octodon_degus
OG0000477	sp|P16050|LOX15_HUMAN	tr|A0A6P3VC62|A0A6P3VC62_OCTDE, tr|A0A6P3VC71|A0A6P3VC71_OCTDE, tr|A0A6P3F464|A0A6P3F464_OCTDE
OG0000477	sp|P18054|LOX12_HUMAN	tr|A0A6P3FIN8|A0A6P3FIN8_OCTDE
OG0000478	sp|Q9NRY7|PLS2_HUMAN	tr|A0A6P6E8V7|A0A6P6E8V7_OCTDE, tr|A0A6P6E9I0|A0A6P6E9I0_OCTDE
OG0000478	sp|O15162|PLS1_HUMAN	tr|A0A6P6E910|A0A6P6E910_OCTDE, tr|A0A6P3VA19|A0A6P3VA19_OCTDE
OG0000479	sp|Q8NGN5|O10G8_HUMAN, sp|Q8NGN6|O10G7_HUMAN, sp|Q8NGN3|O10G4_HUMAN, sp|Q8NGN4|O10G9_HUMAN	tr|A0A6P3F173|A0A6P3F173_OCTDE, tr|A0A6P3F1G1|A0A6P3F1G1_OCTDE
OG0000480	sp|P47989|XDH_HUMAN	tr|A0A6P3ENE9|A0A6P3ENE9_OCTDE
OG0000480	sp|Q06278|AOXA_HUMAN	tr|A0A6P6E798|A0A6P6E798_OCTDE, tr|A0A6P3F3I6|A0A6P3F3I6_OCTDE, tr|A0A6P3ENL9|A0A6P3ENL9_OCTDE
OG0000481	sp|Q9GZP7|VN1R1_HUMAN	tr|A0A6P3FYX4|A0A6P3FYX4_OCTDE, tr|A0A6P3V8Q9|A0A6P3V8Q9_OCTDE, tr|A0A6P3V9J2|A0A6P3V9J2_OCTDE, tr|A0A6P6DWZ3|A0A6P6DWZ3_OCTDE, tr|A0A6P3V8X7|A0A6P3V8X7_OCTDE
OG0000482	sp|O75084|FZD7_HUMAN	tr|A0A6P3EL22|A0A6P3EL22_OCTDE
OG0000482	sp|Q14332|FZD2_HUMAN	tr|A0A6P3EXI6|A0A6P3EXI6_OCTDE
OG0000482	sp|Q9UP38|FZD1_HUMAN	tr|A0A6P3FTX6|A0A6P3FTX6_OCTDE
OG0000483	sp|P17252|KPCA_HUMAN	tr|A0A6P6ECU4|A0A6P6ECU4_OCTDE
OG0000483	sp|P05771|KPCB_HUMAN	tr|A0A6P3EG75|A0A6P3EG75_OCTDE
OG0000483	sp|P05129|KPCG_HUMAN	tr|A0A6P3FYS1|A0A6P3FYS1_OCTDE
OG0000484	sp|Q9UQ52|CNTN6_HUMAN	tr|A0A6P6EA53|A0A6P6EA53_OCTDE
OG0000484	sp|Q8IWV2|CNTN4_HUMAN	tr|A0A6P6EAK4|A0A6P6EAK4_OCTDE
OG0000484	sp|Q9P232|CNTN3_HUMAN	tr|A0A6P3ER74|A0A6P3ER74_OCTDE
OG0000485	sp|Q13332|PTPRS_HUMAN	tr|A0A6P6EJS3|A0A6P6EJS3_OCTDE
OG0000485	sp|P23468|PTPRD_HUMAN	tr|A0A6P6EH19|A0A6P6EH19_OCTDE
OG0000485	sp|P10586|PTPRF_HUMAN	tr|A0A6P6DV91|A0A6P6DV91_OCTDE
OG0000486	sp|Q05639|EF1A2_HUMAN	tr|A0A6P6DJ54|A0A6P6DJ54_OCTDE
OG0000486	sp|P68104|EF1A1_HUMAN	tr|A0A6P3VBG2|A0A6P3VBG2_OCTDE
OG0000486	sp|Q5VTE0|EF1A3_HUMAN	tr|A0A6P3VDY8|A0A6P3VDY8_OCTDE
OG0000487	sp|A6NMZ5|O4C45_HUMAN	tr|A0A6P3FZP7|A0A6P3FZP7_OCTDE, tr|A0A6P3V902|A0A6P3V902_OCTDE, tr|A0A6P6E3L4|A0A6P6E3L4_OCTDE, tr|A0A6P3FJ01|A0A6P3FJ01_OCTDE, tr|A0A6P3FW27|A0A6P3FW27_OCTDE
OG0000488	sp|P17707|DCAM_HUMAN	tr|A0A6P3FSU5|A0A6P3FSU5_OCTDE, tr|A0A6P3V9G3|A0A6P3V9G3_OCTDE, tr|A0A6P3VAR9|A0A6P3VAR9_OCTDE, tr|A0A6P3VAJ9|A0A6P3VAJ9_OCTDE, tr|A0A6P6F0N1|A0A6P6F0N1_OCTDE
OG0000489	sp|Q7Z2Y8|GVIN1_HUMAN	tr|A0A6P3VDP8|A0A6P3VDP8_OCTDE, tr|A0A6P3G0K4|A0A6P3G0K4_OCTDE, tr|A0A6P3FYK5|A0A6P3FYK5_OCTDE, tr|A0A6P3FLY0|A0A6P3FLY0_OCTDE, tr|A0A6P3V8V3|A0A6P3V8V3_OCTDE
OG0000490	sp|P04080|CYTB_HUMAN	tr|A0A6P3VCX6|A0A6P3VCX6_OCTDE, tr|A0A6P3ETR5|A0A6P3ETR5_OCTDE, tr|A0A6P6DRL5|A0A6P6DRL5_OCTDE, tr|A0A6P6DGX4|A0A6P6DGX4_OCTDE, tr|A0A6P3VD55|A0A6P3VD55_OCTDE
OG0000501	sp|Q5TF39|MFS4B_HUMAN	tr|A0A6P3VC02|A0A6P3VC02_OCTDE, tr|A0A6P3VCM8|A0A6P3VCM8_OCTDE, tr|A0A6P6F0U4|A0A6P6F0U4_OCTDE, tr|A0A6P3VCM3|A0A6P3VCM3_OCTDE
OG0000502	sp|Q8N7R0|NANG2_HUMAN, sp|Q6NSW7|NANP8_HUMAN, sp|Q9H9S0|NANOG_HUMAN	tr|A0A6P6F3I3|A0A6P6F3I3_OCTDE, tr|A0A6P3FWX7|A0A6P3FWX7_OCTDE
OG0000503	sp|Q6ZQQ2|S31D1_HUMAN, sp|P0C874|S31D3_HUMAN, sp|Q6ZUB0|S31D4_HUMAN	tr|A0A6P6F2G7|A0A6P6F2G7_OCTDE, tr|A0A6P6D5Q0|A0A6P6D5Q0_OCTDE
OG0000504	sp|Q7Z7K6|CENPV_HUMAN, sp|A0A0U1RRI6|CENL3_HUMAN, sp|P0DPI3|CENL2_HUMAN, sp|A0A0U1RR11|CENL1_HUMAN	tr|A0A6P3FCK5|A0A6P3FCK5_OCTDE
OG0000505	sp|Q8WVM7|STAG1_HUMAN	tr|A0A6P3EKI2|A0A6P3EKI2_OCTDE
OG0000505	sp|Q8TBR4|ST3L4_HUMAN, sp|Q8N3U4|STAG2_HUMAN	tr|A0A6P6DQ14|A0A6P6DQ14_OCTDE
OG0000506	sp|Q8NGE9|OR9Q2_HUMAN	tr|A0A6P3FHF2|A0A6P3FHF2_OCTDE
OG0000506	sp|Q8NGQ5|OR9Q1_HUMAN	tr|A0A6P3FSB4|A0A6P3FSB4_OCTDE, tr|A0A6P3FVW2|A0A6P3FVW2_OCTDE
OG0000509	sp|Q8N7R7|CCYL1_HUMAN, sp|Q6IC83|CV042_HUMAN, sp|Q6PGQ1|DRIC1_HUMAN, sp|Q5T2Q4|CCYL2_HUMAN	tr|A0A6P3EYQ9|A0A6P3EYQ9_OCTDE
OG0000510	sp|Q7Z4J2|GL6D1_HUMAN	tr|A0A6P6D7S2|A0A6P6D7S2_OCTDE, tr|A0A6P3VDK1|A0A6P3VDK1_OCTDE, tr|A0A6P6DCK7|A0A6P6DCK7_OCTDE, tr|A0A6P6DBT0|A0A6P6DBT0_OCTDE
OG0000511	sp|Q5JUX0|SPIN3_HUMAN, sp|Q9BPZ2|SPI2B_HUMAN, sp|Q99865|SPI2A_HUMAN	tr|A0A6P3FU46|A0A6P3FU46_OCTDE, tr|A0A6P3FK07|A0A6P3FK07_OCTDE
OG0000512	sp|P31513|FMO3_HUMAN	tr|A0A6P3EW39|A0A6P3EW39_OCTDE
OG0000512	sp|O60774|FMO6_HUMAN, sp|Q99518|FMO2_HUMAN	tr|A0A6P6E194|A0A6P6E194_OCTDE
OG0000513	sp|B3EWG3|FM25A_HUMAN, sp|B3EWG6|FM25G_HUMAN, sp|B3EWG5|FM25C_HUMAN, sp|A8MYX2|FM25E_HUMAN	tr|A0A6P3FJY6|A0A6P3FJY6_OCTDE
OG0000514	sp|P06454|PTMA_HUMAN	tr|A0A6P3FM81|A0A6P3FM81_OCTDE, tr|A0A6P6DTT5|A0A6P6DTT5_OCTDE, tr|A0A6P3F1J3|A0A6P3F1J3_OCTDE, tr|A0A6P3F2L9|A0A6P3F2L9_OCTDE
OG0000515	sp|Q6UXR4|SPA13_HUMAN, sp|P29622|KAIN_HUMAN, sp|P08185|CBG_HUMAN, sp|Q86U17|SPA11_HUMAN	tr|A0A6P3FD45|A0A6P3FD45_OCTDE
OG0000516	sp|Q8NFP9|NBEA_HUMAN	tr|A0A6P6EEN0|A0A6P6EEN0_OCTDE
OG0000516	sp|P0C6P0|BCL8_HUMAN, sp|P50851|LRBA_HUMAN	tr|A0A6P6F5E5|A0A6P6F5E5_OCTDE
OG0000518	sp|P68400|CSK21_HUMAN, sp|Q8NEV1|CSK23_HUMAN	tr|A0A6P6EF72|A0A6P6EF72_OCTDE
OG0000518	sp|P19784|CSK22_HUMAN	tr|A0A6P6DYA0|A0A6P6DYA0_OCTDE
OG0000519	sp|Q9NR31|SAR1A_HUMAN	tr|A0A6P3VBZ6|A0A6P3VBZ6_OCTDE, tr|A0A6P3EJB3|A0A6P3EJB3_OCTDE
OG0000519	sp|Q9Y6B6|SAR1B_HUMAN	tr|A0A6P6EAF2|A0A6P6EAF2_OCTDE
OG0000520	sp|Q9UNH5|CC14A_HUMAN	tr|A0A6P6EZP7|A0A6P6EZP7_OCTDE
OG0000520	sp|A4D256|CC14C_HUMAN, sp|O60729|CC14B_HUMAN	tr|A0A6P6DI55|A0A6P6DI55_OCTDE
OG0000521	sp|Q15437|SC23B_HUMAN	tr|A0A6P6EUM4|A0A6P6EUM4_OCTDE
OG0000521	sp|Q15436|SC23A_HUMAN	tr|A0A6P3V9T8|A0A6P3V9T8_OCTDE, tr|A0A6P3V8X6|A0A6P3V8X6_OCTDE
OG0000522	sp|Q96G61|NUD11_HUMAN, sp|Q8NFP7|NUD10_HUMAN, sp|A0A024RBG1|NUD4B_HUMAN, sp|Q9NZJ9|NUDT4_HUMAN	tr|A0A6P3EQF3|A0A6P3EQF3_OCTDE
OG0000523	sp|Q8NGU1|OR9A1_HUMAN	tr|A0A6P3VA13|A0A6P3VA13_OCTDE
OG0000523	sp|Q8NGU2|OR9A4_HUMAN, sp|Q8NGT5|OR9A2_HUMAN	tr|A0A6P3VA23|A0A6P3VA23_OCTDE
OG0000524	sp|Q86YQ8|CPNE8_HUMAN	tr|A0A6P6E4E4|A0A6P6E4E4_OCTDE
OG0000524	sp|Q8IYJ1|CPNE9_HUMAN, sp|Q9HCH3|CPNE5_HUMAN	tr|A0A6P6EV54|A0A6P6EV54_OCTDE
OG0000525	sp|Q15545|TAF7_HUMAN	tr|A0A6P3FP53|A0A6P3FP53_OCTDE
OG0000525	sp|Q5H9L4|TAF7L_HUMAN	tr|A0A6P3V994|A0A6P3V994_OCTDE, tr|A0A6P6DGV2|A0A6P6DGV2_OCTDE
OG0000526	sp|Q5VZR4|MF14C_HUMAN	tr|A0A6P3VDR3|A0A6P3VDR3_OCTDE
OG0000526	sp|Q5SR56|MF14B_HUMAN, sp|Q96MC6|MF14A_HUMAN	tr|A0A6P3FG68|A0A6P3FG68_OCTDE
OG0000527	sp|Q9BQ39|DDX50_HUMAN	tr|A0A6P3EUM3|A0A6P3EUM3_OCTDE
OG0000527	sp|Q9NR30|DDX21_HUMAN	tr|A0A6P3VBA5|A0A6P3VBA5_OCTDE, tr|A0A6P6DPD4|A0A6P6DPD4_OCTDE
OG0000528	sp|P0CG29|GST2_HUMAN, sp|P0CG30|GSTT2_HUMAN	tr|A0A6P3FBT0|A0A6P3FBT0_OCTDE
OG0000528	sp|P30711|GSTT1_HUMAN	tr|A0A6P3F0Y4|A0A6P3F0Y4_OCTDE
OG0000529	sp|A2RTX5|SYTC2_HUMAN	tr|A0A6P6E0T5|A0A6P6E0T5_OCTDE
OG0000529	sp|P26639|SYTC_HUMAN	tr|A0A6P3VEH8|A0A6P3VEH8_OCTDE, tr|A0A6P6DTA0|A0A6P6DTA0_OCTDE
OG0000530	sp|Q8NCI6|GLBL3_HUMAN	tr|A0A6P6DHU6|A0A6P6DHU6_OCTDE
OG0000530	sp|Q8IW92|GLBL2_HUMAN	tr|A0A6P6DHT6|A0A6P6DHT6_OCTDE, tr|A0A6P6DHS7|A0A6P6DHS7_OCTDE
OG0000531	sp|P58180|OR4D2_HUMAN	tr|A0A6P3FEM6|A0A6P3FEM6_OCTDE
OG0000531	sp|Q15615|OR4D1_HUMAN	tr|A0A6P3FR79|A0A6P3FR79_OCTDE, tr|A0A6P3FGD3|A0A6P3FGD3_OCTDE
OG0000532	sp|Q96F15|GIMA5_HUMAN, sp|Q8WWP7|GIMA1_HUMAN, sp|Q9UG22|GIMA2_HUMAN	tr|A0A6P6E8M9|A0A6P6E8M9_OCTDE, tr|A0A6P3F2M2|A0A6P3F2M2_OCTDE
OG0000533	sp|Q9BZK7|TBL1R_HUMAN	tr|A0A6P6D5H6|A0A6P6D5H6_OCTDE
OG0000533	sp|O60907|TBL1X_HUMAN, sp|Q9BQ87|TBL1Y_HUMAN	tr|A0A6P3FVH2|A0A6P3FVH2_OCTDE
OG0000534	sp|Q6UX73|CP089_HUMAN, sp|Q86U02|CN165_HUMAN, sp|A0A096LPI5|GVQW2_HUMAN, sp|Q8NDZ0|BEND2_HUMAN	tr|A0A6P6E517|A0A6P6E517_OCTDE
OG0000535	sp|Q8IVU3|HERC6_HUMAN	tr|A0A6P6DSE3|A0A6P6DSE3_OCTDE
OG0000535	sp|Q9UII4|HERC5_HUMAN	tr|A0A6P6DRE6|A0A6P6DRE6_OCTDE, tr|A0A6P3FTK4|A0A6P3FTK4_OCTDE
OG0000536	sp|Q96A72|MGN2_HUMAN	tr|A0A6P6F277|A0A6P6F277_OCTDE, tr|A0A6P3ENA2|A0A6P3ENA2_OCTDE
OG0000536	sp|P61326|MGN_HUMAN	tr|A0A6P3FJU1|A0A6P3FJU1_OCTDE
OG0000537	sp|O14763|TR10B_HUMAN, sp|O00220|TR10A_HUMAN, sp|O14798|TR10C_HUMAN, sp|Q9UBN6|TR10D_HUMAN	tr|A0A6P6EEF3|A0A6P6EEF3_OCTDE
OG0000538	sp|P15313|VATB1_HUMAN	tr|A0A6P3FB72|A0A6P3FB72_OCTDE
OG0000538	sp|P21281|VATB2_HUMAN	tr|A0A6P3VAP2|A0A6P3VAP2_OCTDE, tr|A0A6P3EST1|A0A6P3EST1_OCTDE
OG0000540	sp|P41227|NAA10_HUMAN	tr|A0A6P3FED0|A0A6P3FED0_OCTDE
OG0000540	sp|Q9BSU3|NAA11_HUMAN	tr|A0A6P3VAD2|A0A6P3VAD2_OCTDE, tr|A0A6P3FCL7|A0A6P3FCL7_OCTDE
OG0000541	sp|P01023|A2MG_HUMAN, sp|Q8IZJ3|CPMD8_HUMAN, sp|A8K2U0|A2ML1_HUMAN, sp|P20742|PZP_HUMAN	tr|A0A6P6DU10|A0A6P6DU10_OCTDE
OG0000543	sp|Q8NH60|O52J3_HUMAN	tr|A0A6P3FLD1|A0A6P3FLD1_OCTDE, tr|A0A6P3FP21|A0A6P3FP21_OCTDE, tr|A0A6P3FAI4|A0A6P3FAI4_OCTDE, tr|A0A6P3FL65|A0A6P3FL65_OCTDE
OG0000544	sp|P53816|PLAT3_HUMAN	tr|A0A6P6DI80|A0A6P6DI80_OCTDE
OG0000544	sp|Q9NWW9|PLAT2_HUMAN, sp|Q9UL19|PLAT4_HUMAN	tr|A0A6P6DJ97|A0A6P6DJ97_OCTDE
OG0000545	sp|Q92526|TCPW_HUMAN	tr|A0A6P3EZR4|A0A6P3EZR4_OCTDE
OG0000545	sp|P40227|TCPZ_HUMAN	tr|A0A6P6DFW4|A0A6P6DFW4_OCTDE, tr|A0A6P6EDJ6|A0A6P6EDJ6_OCTDE
OG0000546	sp|P32322|P5CR1_HUMAN	tr|A0A6P3VAG3|A0A6P3VAG3_OCTDE, tr|A0A6P3F607|A0A6P3F607_OCTDE
OG0000546	sp|Q96C36|P5CR2_HUMAN	tr|A0A6P3FMS7|A0A6P3FMS7_OCTDE
OG0000547	sp|A8MUX0|KR161_HUMAN	tr|A0A6P3EXL5|A0A6P3EXL5_OCTDE
OG0000547	sp|Q9BYR6|KRA33_HUMAN, sp|Q9BYR7|KRA32_HUMAN	tr|A0A6P3EX76|A0A6P3EX76_OCTDE
OG0000548	sp|Q96BM0|I27L1_HUMAN, sp|Q9H2X8|I27L2_HUMAN	tr|A0A6P6ET00|A0A6P6ET00_OCTDE, tr|A0A6P6DRM3|A0A6P6DRM3_OCTDE, tr|A0A6P3VB95|A0A6P3VB95_OCTDE
OG0000551	sp|P17152|TMM11_HUMAN	tr|A0A6P6EJR6|A0A6P6EJR6_OCTDE, tr|A0A6P3FFG7|A0A6P3FFG7_OCTDE, tr|A0A6P3EUA2|A0A6P3EUA2_OCTDE, tr|A0A6P3F7B3|A0A6P3F7B3_OCTDE
OG0000552	sp|P35268|RL22_HUMAN	tr|A0A6P3V8U8|A0A6P3V8U8_OCTDE, tr|A0A6P3F954|A0A6P3F954_OCTDE, tr|A0A6P3FL27|A0A6P3FL27_OCTDE, tr|A0A6P6EIA1|A0A6P6EIA1_OCTDE
OG0000553	sp|Q8IYT1|GAR4_HUMAN	tr|A0A6P3EMT2|A0A6P3EMT2_OCTDE
OG0000553	sp|Q8NEG0|GAR6_HUMAN, sp|Q8TC56|GAR3_HUMAN	tr|A0A6P3F375|A0A6P3F375_OCTDE
OG0000554	sp|Q8NGR5|OR1L4_HUMAN, sp|Q8NGR2|OR1L6_HUMAN, sp|Q8NGR3|OR1K1_HUMAN, sp|Q8NH94|OR1L1_HUMAN	tr|A0A6P3VDP2|A0A6P3VDP2_OCTDE
OG0000555	sp|Q9NXJ0|M4A12_HUMAN, sp|Q96PG2|M4A10_HUMAN, sp|Q3C1V0|M4A18_HUMAN, sp|Q9BY19|M4A8_HUMAN	tr|A0A6P3V915|A0A6P3V915_OCTDE
OG0000556	sp|P04003|C4BPA_HUMAN	tr|A0A6P6DA41|A0A6P6DA41_OCTDE, tr|A0A6P6DA69|A0A6P6DA69_OCTDE, tr|A0A6P6DA32|A0A6P6DA32_OCTDE, tr|A0A6P6DBB7|A0A6P6DBB7_OCTDE
OG0000557	sp|A8MV57|MPTX_HUMAN	tr|A0A6P6D662|A0A6P6D662_OCTDE
OG0000557	sp|P02741|CRP_HUMAN, sp|P02743|SAMP_HUMAN	tr|A0A6P6D668|A0A6P6D668_OCTDE
OG0000558	sp|P02788|TRFL_HUMAN	tr|A0A6P3F871|A0A6P3F871_OCTDE
OG0000558	sp|P02787|TRFE_HUMAN	tr|A0A6P6DJE2|A0A6P6DJE2_OCTDE, tr|A0A6P3ET27|A0A6P3ET27_OCTDE
OG0000559	sp|P05787|K2C8_HUMAN	tr|A0A6P3VCA1|A0A6P3VCA1_OCTDE, tr|A0A6P6EJQ5|A0A6P6EJQ5_OCTDE, tr|A0A6P3V9B9|A0A6P3V9B9_OCTDE, tr|A0A6P6F1G5|A0A6P6F1G5_OCTDE
OG0000560	sp|Q9Y2D0|CAH5B_HUMAN	tr|A0A6P3FDQ6|A0A6P3FDQ6_OCTDE
OG0000560	sp|Q8WTZ4|CA5BL_HUMAN, sp|P35218|CAH5A_HUMAN	tr|A0A6P6DLM6|A0A6P6DLM6_OCTDE
OG0000561	sp|Q9BYJ4|TRI34_HUMAN, sp|Q8IYM9|TRI22_HUMAN, sp|Q9C030|TRIM6_HUMAN, sp|Q9C035|TRIM5_HUMAN	tr|A0A6P3VD80|A0A6P3VD80_OCTDE
OG0000562	tr|A0A1W2PPD8|A0A1W2PPD8_HUMAN, sp|B2RXH2|KDM4E_HUMAN, sp|Q6B0I6|KDM4D_HUMAN	tr|A0A6P6DZ74|A0A6P6DZ74_OCTDE, tr|A0A6P3V9B8|A0A6P3V9B8_OCTDE
OG0000563	sp|Q9Y232|CDYL_HUMAN	tr|A0A6P3ENC7|A0A6P3ENC7_OCTDE
OG0000563	sp|Q9Y6F7|CDY2_HUMAN, sp|Q9Y6F8|CDY1_HUMAN	tr|A0A6P6EBB6|A0A6P6EBB6_OCTDE
OG0000564	sp|Q86T82|UBP37_HUMAN	tr|A0A6P6F2X8|A0A6P6F2X8_OCTDE
OG0000564	sp|Q9HBJ7|UBP29_HUMAN, sp|Q9BXU7|UBP26_HUMAN	tr|A0A6P3FCW2|A0A6P3FCW2_OCTDE
OG0000565	sp|Q6IE37|OVOS1_HUMAN, tr|A0A0G2JMS6|A0A0G2JMS6_HUMAN, sp|Q6IE36|OVOS2_HUMAN	tr|A0A6P6DSW5|A0A6P6DSW5_OCTDE, tr|A0A6P6DSU9|A0A6P6DSU9_OCTDE
OG0000566	sp|P36873|PP1G_HUMAN	tr|A0A6P3F0E9|A0A6P3F0E9_OCTDE
OG0000566	sp|P62140|PP1B_HUMAN, sp|P62136|PP1A_HUMAN	tr|A0A6P3EWR4|A0A6P3EWR4_OCTDE
OG0000567	sp|P62854|RS26_HUMAN	tr|A0A6P3VDY6|A0A6P3VDY6_OCTDE
OG0000567	sp|Q5JNZ5|RS26L_HUMAN	tr|A0A6P3VBL9|A0A6P3VBL9_OCTDE, tr|A0A6P6DD92|A0A6P6DD92_OCTDE
OG0000569	sp|Q9BYS1|KRA15_HUMAN, sp|Q8IUG1|KRA13_HUMAN, sp|Q07627|KRA11_HUMAN, sp|P0C5Y4|KRA14_HUMAN	tr|A0A6P3VBC0|A0A6P3VBC0_OCTDE
OG0000570	sp|Q9H596|DUS21_HUMAN	tr|A0A6P3FEQ8|A0A6P3FEQ8_OCTDE
OG0000570	sp|Q8NEJ0|DUS18_HUMAN	tr|A0A6P3VCE8|A0A6P3VCE8_OCTDE, tr|A0A6P3F785|A0A6P3F785_OCTDE
OG0000571	sp|P0DJI9|SAA2_HUMAN, sp|P0DJI8|SAA1_HUMAN	tr|A0A6P3VC37|A0A6P3VC37_OCTDE, tr|A0A6P6ES49|A0A6P6ES49_OCTDE, tr|A0A6P6ESL8|A0A6P6ESL8_OCTDE
OG0000572	sp|P07148|FABPL_HUMAN	tr|A0A6P3FBW9|A0A6P3FBW9_OCTDE, tr|A0A6P6DF39|A0A6P6DF39_OCTDE, tr|A0A6P3FQ17|A0A6P3FQ17_OCTDE, tr|A0A6P3FR43|A0A6P3FR43_OCTDE
OG0000573	sp|Q9Y2Q0|AT8A1_HUMAN	tr|A0A6P3FBP8|A0A6P3FBP8_OCTDE
OG0000573	sp|Q9NTI2|AT8A2_HUMAN	tr|A0A6P6EFP8|A0A6P6EFP8_OCTDE, tr|A0A6P6EEN1|A0A6P6EEN1_OCTDE
OG0000574	sp|P0C623|OR4Q2_HUMAN, sp|Q8NGD0|OR4M1_HUMAN, sp|Q8NGB6|OR4M2_HUMAN, sp|A0A0X1KG70|ORM2B_HUMAN	tr|A0A6P3FE07|A0A6P3FE07_OCTDE
OG0000575	sp|P55809|SCOT1_HUMAN	tr|A0A6P3FNN2|A0A6P3FNN2_OCTDE
OG0000575	sp|Q9BYC2|SCOT2_HUMAN	tr|A0A6P3VDG8|A0A6P3VDG8_OCTDE, tr|A0A6P3VDJ3|A0A6P3VDJ3_OCTDE
OG0000576	sp|P0DI81|TPC2A_HUMAN, sp|P0DI82|TPC2B_HUMAN	tr|A0A6P3FDP1|A0A6P3FDP1_OCTDE, tr|A0A6P3EZZ5|A0A6P3EZZ5_OCTDE, tr|A0A6P3FN12|A0A6P3FN12_OCTDE
OG0000577	sp|O75828|CBR3_HUMAN	tr|A0A6P3F8P9|A0A6P3F8P9_OCTDE
OG0000577	sp|P16152|CBR1_HUMAN	tr|A0A6P3FCM1|A0A6P3FCM1_OCTDE, tr|A0A6P3EY80|A0A6P3EY80_OCTDE
OG0000578	tr|Q8WX69|Q8WX69_HUMAN, sp|A0A075B734|AQP7B_HUMAN, sp|A6NL99|AQP73_HUMAN, sp|O14520|AQP7_HUMAN	tr|A0A6P6EHS8|A0A6P6EHS8_OCTDE
OG0000579	sp|Q96PZ2|F111A_HUMAN, sp|Q6SJ93|F111B_HUMAN	tr|A0A6P6DPF5|A0A6P6DPF5_OCTDE, tr|A0A6P6DP15|A0A6P6DP15_OCTDE, tr|A0A6P6DPA1|A0A6P6DPA1_OCTDE
OG0000580	sp|Q9UBM8|MGT4C_HUMAN	tr|A0A6P6EI77|A0A6P6EI77_OCTDE, tr|A0A6P3V919|A0A6P3V919_OCTDE, tr|A0A6P3V8N9|A0A6P3V8N9_OCTDE, tr|A0A6P3V8H2|A0A6P3V8H2_OCTDE
OG0000581	sp|Q15208|STK38_HUMAN	tr|A0A6P6EV40|A0A6P6EV40_OCTDE
OG0000581	sp|Q9Y2H1|ST38L_HUMAN	tr|A0A6P3VDK5|A0A6P3VDK5_OCTDE, tr|A0A6P6ELR9|A0A6P6ELR9_OCTDE
OG0000582	sp|P59534|T2R39_HUMAN	tr|A0A6P3EQN5|A0A6P3EQN5_OCTDE, tr|A0A6P3F494|A0A6P3F494_OCTDE
OG0000582	sp|P59535|T2R40_HUMAN	tr|A0A6P3F459|A0A6P3F459_OCTDE
OG0000583	sp|Q8N7G0|PO5F2_HUMAN, sp|Q06416|P5F1B_HUMAN, sp|Q01860|PO5F1_HUMAN	tr|A0A6P3EHZ9|A0A6P3EHZ9_OCTDE, tr|A0A6P3VBM4|A0A6P3VBM4_OCTDE
OG0000584	sp|A0A1B0GTS1|HSFX4_HUMAN, sp|A0A1B0GWH4|HSFX3_HUMAN, sp|Q9UBD0|HSFX1_HUMAN, sp|Q96LI6|HSFY1_HUMAN	tr|A0A6P6DX81|A0A6P6DX81_OCTDE
OG0000585	sp|O43736|ITM2A_HUMAN	tr|A0A6P3FYY6|A0A6P3FYY6_OCTDE, tr|A0A6P3F1N2|A0A6P3F1N2_OCTDE, tr|A0A6P6EP79|A0A6P6EP79_OCTDE, tr|A0A6P6DZK9|A0A6P6DZK9_OCTDE
OG0000586	sp|P0CL83|ST3L1_HUMAN, sp|P0CL85|ST3L3_HUMAN, sp|P0CL84|ST3L2_HUMAN, sp|Q9UJ98|STAG3_HUMAN	tr|A0A6P6EDL6|A0A6P6EDL6_OCTDE
OG0000587	sp|P63104|1433Z_HUMAN	tr|A0A6P3FL51|A0A6P3FL51_OCTDE
OG0000587	sp|P31946|1433B_HUMAN	tr|A0A6P6EEK1|A0A6P6EEK1_OCTDE, tr|A0A6P3FMV0|A0A6P3FMV0_OCTDE
OG0000588	sp|P32969|RL9_HUMAN	tr|A0A6P6EHN0|A0A6P6EHN0_OCTDE, tr|A0A6P3VAA7|A0A6P3VAA7_OCTDE, tr|A0A6P6DC97|A0A6P6DC97_OCTDE, tr|A0A6P3VB00|A0A6P3VB00_OCTDE
OG0000589	sp|Q96KT7|S35G5_HUMAN, sp|P0C7Q5|S35G4_HUMAN, sp|P0C7Q6|S35G6_HUMAN, sp|Q8N808|S35G3_HUMAN	tr|A0A6P6F467|A0A6P6F467_OCTDE
OG0000590	sp|Q9NY56|OBP2A_HUMAN, sp|Q9NPH6|OBP2B_HUMAN	tr|A0A6P6D8N5|A0A6P6D8N5_OCTDE, tr|A0A6P6D7Z6|A0A6P6D7Z6_OCTDE, tr|A0A6P3FIV2|A0A6P3FIV2_OCTDE
OG0000591	sp|P15531|NDKA_HUMAN	tr|A0A6P3F7G8|A0A6P3F7G8_OCTDE
OG0000591	sp|O60361|NDK8_HUMAN, sp|P22392|NDKB_HUMAN	tr|A0A6P6ENT5|A0A6P6ENT5_OCTDE
OG0000592	sp|Q9UBX0|HESX1_HUMAN	tr|A0A6P3VBG3|A0A6P3VBG3_OCTDE, tr|A0A6P3VC54|A0A6P3VC54_OCTDE, tr|A0A6P3EV94|A0A6P3EV94_OCTDE, tr|A0A6P3F8D9|A0A6P3F8D9_OCTDE
