Orthogroup	Homo_sapiens	Saimiri_boliviensis_boliviensis
OG0000413	sp|P11215|ITAM_HUMAN	tr|A0A2K6S083|A0A2K6S083_SAIBB
OG0000413	sp|P20702|ITAX_HUMAN	tr|A0A2K6SEB6|A0A2K6SEB6_SAIBB
OG0000414	sp|Q14651|PLSI_HUMAN	tr|A0A2K6TL65|A0A2K6TL65_SAIBB
OG0000414	sp|P13796|PLSL_HUMAN	tr|A0A2K6SV93|A0A2K6SV93_SAIBB
OG0000414	sp|P13797|PLST_HUMAN	tr|A0A2K6THG4|A0A2K6THG4_SAIBB
OG0000415	sp|P48065|S6A12_HUMAN	tr|A0A2K6SV18|A0A2K6SV18_SAIBB
OG0000415	sp|P48066|S6A11_HUMAN	tr|A0A2K6U087|A0A2K6U087_SAIBB
OG0000415	sp|Q9NSD5|S6A13_HUMAN	tr|A0A2K6URG6|A0A2K6URG6_SAIBB
OG0000416	sp|Q92952|KCNN1_HUMAN	tr|A0A2K6RZV4|A0A2K6RZV4_SAIBB
OG0000416	sp|Q9UGI6|KCNN3_HUMAN	tr|A0A2K6SG82|A0A2K6SG82_SAIBB
OG0000416	sp|Q9H2S1|KCNN2_HUMAN	tr|A0A2K6TMA6|A0A2K6TMA6_SAIBB
OG0000417	sp|P63252|KCNJ2_HUMAN	tr|A0A2K6S8L6|A0A2K6S8L6_SAIBB
OG0000417	sp|Q9UNX9|KCJ14_HUMAN, sp|B7U540|KCJ18_HUMAN, sp|Q14500|KCJ12_HUMAN	tr|A0A2K6SBU1|A0A2K6SBU1_SAIBB
OG0000418	sp|Q9UKU0|ACSL6_HUMAN	tr|A0A2K6S2H1|A0A2K6S2H1_SAIBB
OG0000418	sp|P33121|ACSL1_HUMAN	tr|A0A2K6TZL1|A0A2K6TZL1_SAIBB
OG0000418	sp|Q9ULC5|ACSL5_HUMAN	tr|A0A2K6V2D2|A0A2K6V2D2_SAIBB
OG0000419	sp|Q9NQX4|MYO5C_HUMAN	tr|A0A2K6SIE2|A0A2K6SIE2_SAIBB
OG0000419	sp|Q9ULV0|MYO5B_HUMAN	tr|A0A2K6TA72|A0A2K6TA72_SAIBB
OG0000419	sp|Q9Y4I1|MYO5A_HUMAN	tr|A0A2K6UZF1|A0A2K6UZF1_SAIBB
OG0000420	sp|Q9P0X4|CAC1I_HUMAN	tr|A0A2K6UVK2|A0A2K6UVK2_SAIBB
OG0000420	sp|O95180|CAC1H_HUMAN	tr|A0A2K6SDK5|A0A2K6SDK5_SAIBB
OG0000420	sp|O43497|CAC1G_HUMAN	tr|A0A2K6V779|A0A2K6V779_SAIBB
OG0000421	sp|O75712|CXB3_HUMAN, sp|Q6PEY0|CXB7_HUMAN, sp|Q96KN9|CXD4_HUMAN, sp|O95377|CXB5_HUMAN, sp|Q9NTQ9|CXB4_HUMAN	tr|A0A2K6SBK0|A0A2K6SBK0_SAIBB
OG0000422	sp|P27635|RL10_HUMAN	tr|A0A2K6TF21|A0A2K6TF21_SAIBB, tr|A0A2K6S9K8|A0A2K6S9K8_SAIBB, tr|A0A2K6UW60|A0A2K6UW60_SAIBB
OG0000422	sp|Q96L21|RL10L_HUMAN	tr|A0A2K6SB64|A0A2K6SB64_SAIBB
OG0000423	sp|O75084|FZD7_HUMAN, sp|Q9ULW2|FZD10_HUMAN, sp|O00144|FZD9_HUMAN, sp|Q9UP38|FZD1_HUMAN, sp|Q14332|FZD2_HUMAN	tr|A0A2K6S5M8|A0A2K6S5M8_SAIBB
OG0000424	sp|Q6ZMR3|LDH6A_HUMAN, sp|Q9BYZ2|LDH6B_HUMAN, sp|P00338|LDHA_HUMAN, sp|P07195|LDHB_HUMAN, sp|P07864|LDHC_HUMAN	tr|A0A2K6UMT3|A0A2K6UMT3_SAIBB
OG0000425	sp|Q16281|CNGA3_HUMAN	tr|A0A2K6UBU3|A0A2K6UBU3_SAIBB
OG0000425	sp|P29973|CNGA1_HUMAN	tr|A0A2K6UEM7|A0A2K6UEM7_SAIBB
OG0000425	sp|Q16280|CNGA2_HUMAN	tr|A0A2K6T243|A0A2K6T243_SAIBB
OG0000426	sp|Q13002|GRIK2_HUMAN	tr|A0A2K6SIN9|A0A2K6SIN9_SAIBB
OG0000426	sp|Q13003|GRIK3_HUMAN	tr|A0A2K6UX23|A0A2K6UX23_SAIBB
OG0000426	sp|P39086|GRIK1_HUMAN	tr|A0A2K6TFY6|A0A2K6TFY6_SAIBB
OG0000427	sp|P16233|LIPP_HUMAN	tr|A0A2K6SX57|A0A2K6SX57_SAIBB
OG0000427	sp|P54317|LIPR2_HUMAN	tr|A0A2K6SZ36|A0A2K6SZ36_SAIBB
OG0000427	sp|P54315|LIPR1_HUMAN	tr|A0A2K6TJC1|A0A2K6TJC1_SAIBB
OG0000428	sp|Q96GS6|AB17A_HUMAN	tr|A0A2K6TSM3|A0A2K6TSM3_SAIBB
OG0000428	sp|Q5VST6|AB17B_HUMAN	tr|A0A2K6SAM9|A0A2K6SAM9_SAIBB
OG0000428	sp|Q6PCB6|AB17C_HUMAN	tr|A0A2K6U0J9|A0A2K6U0J9_SAIBB
OG0000429	sp|P16298|PP2BB_HUMAN	tr|A0A2K6U6P3|A0A2K6U6P3_SAIBB
OG0000429	sp|Q08209|PP2BA_HUMAN	tr|A0A2K6UV32|A0A2K6UV32_SAIBB
OG0000429	sp|P48454|PP2BC_HUMAN	tr|A0A2K6S9H0|A0A2K6S9H0_SAIBB
OG0000430	sp|P10826|RARB_HUMAN	tr|A0A2K6UBP1|A0A2K6UBP1_SAIBB
OG0000430	sp|P13631|RARG_HUMAN	tr|A0A2K6UQ61|A0A2K6UQ61_SAIBB
OG0000430	sp|P10276|RARA_HUMAN	tr|A0A2K6UYA0|A0A2K6UYA0_SAIBB
OG0000431	sp|P15153|RAC2_HUMAN	tr|A0A2K6SNF3|A0A2K6SNF3_SAIBB
OG0000431	sp|P60763|RAC3_HUMAN	tr|A0A2K6S2V8|A0A2K6S2V8_SAIBB
OG0000431	sp|P63000|RAC1_HUMAN	tr|A0A2K6T9T3|A0A2K6T9T3_SAIBB
OG0000432	sp|P45984|MK09_HUMAN	tr|A0A2K6SEB5|A0A2K6SEB5_SAIBB
OG0000432	sp|P53779|MK10_HUMAN	tr|A0A2K6U1D6|A0A2K6U1D6_SAIBB
OG0000432	sp|P45983|MK08_HUMAN	tr|A0A2K6V0A6|A0A2K6V0A6_SAIBB
OG0000433	sp|O00762|UBE2C_HUMAN	tr|A0A2K6TTF7|A0A2K6TTF7_SAIBB, tr|A0A2K6V797|A0A2K6V797_SAIBB, tr|A0A2K6TX62|A0A2K6TX62_SAIBB, tr|A0A2K6S180|A0A2K6S180_SAIBB, tr|A0A2K6T649|A0A2K6T649_SAIBB
OG0000434	sp|P11362|FGFR1_HUMAN	tr|A0A2K6U4K3|A0A2K6U4K3_SAIBB
OG0000434	sp|P21802|FGFR2_HUMAN	tr|A0A2K6SDJ4|A0A2K6SDJ4_SAIBB
OG0000434	sp|P22607|FGFR3_HUMAN	tr|A0A2K6TX74|A0A2K6TX74_SAIBB
OG0000435	sp|Q70Z44|5HT3D_HUMAN	tr|A0A2K6S5P1|A0A2K6S5P1_SAIBB
OG0000435	sp|Q8WXA8|5HT3C_HUMAN	tr|A0A2K6U2W1|A0A2K6U2W1_SAIBB
OG0000435	sp|A5X5Y0|5HT3E_HUMAN	tr|A0A2K6SML1|A0A2K6SML1_SAIBB
OG0000436	sp|Q06830|PRDX1_HUMAN	tr|A0A2K6V3D9|A0A2K6V3D9_SAIBB, tr|A0A2K6S2Y6|A0A2K6S2Y6_SAIBB, tr|A0A2K6S9X0|A0A2K6S9X0_SAIBB, tr|A0A2K6UUF1|A0A2K6UUF1_SAIBB, tr|A0A2K6SAM7|A0A2K6SAM7_SAIBB
OG0000437	sp|P34982|OR1D2_HUMAN	tr|A0A2K6S4C1|A0A2K6S4C1_SAIBB
OG0000437	sp|Q8NGZ2|O14K1_HUMAN, sp|P58170|OR1D5_HUMAN, sp|P47884|OR1D4_HUMAN	tr|A0A2K6T3G8|A0A2K6T3G8_SAIBB
OG0000438	sp|Q8NE35|CPEB3_HUMAN	tr|A0A2K6V687|A0A2K6V687_SAIBB
OG0000438	sp|Q17RY0|CPEB4_HUMAN	tr|A0A2K6RZV5|A0A2K6RZV5_SAIBB
OG0000438	sp|Q7Z5Q1|CPEB2_HUMAN	tr|A0A2K6T482|A0A2K6T482_SAIBB
OG0000439	sp|Q9ULB1|NRX1A_HUMAN	tr|A0A2K6TMK2|A0A2K6TMK2_SAIBB
OG0000439	sp|Q9Y4C0|NRX3A_HUMAN	tr|A0A2K6S3R5|A0A2K6S3R5_SAIBB
OG0000439	sp|Q9P2S2|NRX2A_HUMAN	tr|A0A2K6TDE2|A0A2K6TDE2_SAIBB
OG0000440	sp|Q9BZ29|DOCK9_HUMAN	tr|A0A2K6T8W0|A0A2K6T8W0_SAIBB
OG0000440	sp|Q5JSL3|DOC11_HUMAN	tr|A0A2K6SC60|A0A2K6SC60_SAIBB
OG0000440	sp|Q96BY6|DOC10_HUMAN	tr|A0A2K6U7C3|A0A2K6U7C3_SAIBB
OG0000441	sp|Q9Y243|AKT3_HUMAN	tr|A0A2K6U3Q1|A0A2K6U3Q1_SAIBB
OG0000441	sp|P31749|AKT1_HUMAN	tr|A0A2K6SGN3|A0A2K6SGN3_SAIBB
OG0000441	sp|P31751|AKT2_HUMAN	tr|A0A2K6V3M0|A0A2K6V3M0_SAIBB
OG0000442	sp|Q9NQ36|SCUB2_HUMAN	tr|A0A2K6TKS4|A0A2K6TKS4_SAIBB
OG0000442	sp|Q8IWY4|SCUB1_HUMAN	tr|A0A2K6UHL1|A0A2K6UHL1_SAIBB
OG0000442	sp|Q8IX30|SCUB3_HUMAN	tr|A0A2K6UP51|A0A2K6UP51_SAIBB
OG0000443	sp|P17021|ZNF17_HUMAN	tr|A0A2K6UMH6|A0A2K6UMH6_SAIBB
OG0000443	sp|O43361|ZN749_HUMAN, sp|Q8IVP9|ZN547_HUMAN, sp|Q8NEK5|ZN548_HUMAN	tr|A0A2K6STQ0|A0A2K6STQ0_SAIBB
OG0000444	sp|P26715|NKG2A_HUMAN	tr|A0A2K6S4Z8|A0A2K6S4Z8_SAIBB
OG0000444	sp|P26717|NKG2C_HUMAN, sp|O43908|NKG2F_HUMAN, sp|Q07444|NKG2E_HUMAN	tr|A0A2K6V8S0|A0A2K6V8S0_SAIBB
OG0000445	sp|Q9UPW8|UN13A_HUMAN	tr|A0A2K6T348|A0A2K6T348_SAIBB
OG0000445	sp|O14795|UN13B_HUMAN	tr|A0A2K6TUV0|A0A2K6TUV0_SAIBB
OG0000445	sp|Q8NB66|UN13C_HUMAN	tr|A0A2K6S5U1|A0A2K6S5U1_SAIBB
OG0000446	sp|Q6UWM9|UD2A3_HUMAN	tr|A0A2K6TCG2|A0A2K6TCG2_SAIBB, tr|A0A2K6SZH3|A0A2K6SZH3_SAIBB, tr|A0A2K6RZF6|A0A2K6RZF6_SAIBB, tr|A0A2K6T2J9|A0A2K6T2J9_SAIBB, tr|A0A2K6TPZ7|A0A2K6TPZ7_SAIBB
OG0000447	sp|P37235|HPCL1_HUMAN	tr|A0A2K6TJK3|A0A2K6TJK3_SAIBB
OG0000447	sp|P84074|HPCA_HUMAN	tr|A0A2K6TH77|A0A2K6TH77_SAIBB
OG0000447	sp|P61601|NCALD_HUMAN	tr|A0A2K6TCG3|A0A2K6TCG3_SAIBB
OG0000448	sp|Q96F24|NRBF2_HUMAN	tr|A0A2K6V5F5|A0A2K6V5F5_SAIBB, tr|A0A2K6U686|A0A2K6U686_SAIBB, tr|A0A2K6TWN0|A0A2K6TWN0_SAIBB, tr|A0A2K6TCF3|A0A2K6TCF3_SAIBB, tr|A0A2K6UXU3|A0A2K6UXU3_SAIBB
OG0000449	sp|P43250|GRK6_HUMAN	tr|A0A2K6TGS9|A0A2K6TGS9_SAIBB
OG0000449	sp|P32298|GRK4_HUMAN	tr|A0A2K6V0B4|A0A2K6V0B4_SAIBB
OG0000449	sp|P34947|GRK5_HUMAN	tr|A0A2K6TE31|A0A2K6TE31_SAIBB
OG0000450	sp|P61225|RAP2B_HUMAN	tr|A0A2K6S3Y5|A0A2K6S3Y5_SAIBB
OG0000450	sp|P10114|RAP2A_HUMAN	tr|A0A2K6UKA1|A0A2K6UKA1_SAIBB
OG0000450	sp|Q9Y3L5|RAP2C_HUMAN	tr|A0A2K6SFV1|A0A2K6SFV1_SAIBB
OG0000451	sp|Q96PY5|FMNL2_HUMAN	tr|A0A2K6TPA5|A0A2K6TPA5_SAIBB
OG0000451	sp|Q8IVF7|FMNL3_HUMAN	tr|A0A2K6TL50|A0A2K6TL50_SAIBB
OG0000451	sp|O95466|FMNL1_HUMAN	tr|A0A2K6U6W4|A0A2K6U6W4_SAIBB
OG0000452	sp|P12318|FCG2A_HUMAN	tr|A0A2K6T1W7|A0A2K6T1W7_SAIBB
OG0000452	sp|P31995|FCG2C_HUMAN, sp|P31994|FCG2B_HUMAN	tr|A0A2K6UY89|A0A2K6UY89_SAIBB, tr|A0A2K6T6V0|A0A2K6T6V0_SAIBB
OG0000453	sp|Q56UQ5|TPT1L_HUMAN	tr|A0A2K6SBF1|A0A2K6SBF1_SAIBB
OG0000453	sp|P13693|TCTP_HUMAN	tr|A0A2K6SBY4|A0A2K6SBY4_SAIBB, tr|A0A2K6TX72|A0A2K6TX72_SAIBB, tr|A0A2K6UGM4|A0A2K6UGM4_SAIBB
OG0000454	sp|P84085|ARF5_HUMAN	tr|A0A2K6SQF5|A0A2K6SQF5_SAIBB
OG0000454	sp|Q8N4G2|ARL14_HUMAN, sp|Q969Q4|ARL11_HUMAN, sp|P18085|ARF4_HUMAN	tr|A0A2K6SJI5|A0A2K6SJI5_SAIBB
OG0000455	sp|Q8WW22|DNJA4_HUMAN	tr|A0A2K6S5S3|A0A2K6S5S3_SAIBB
OG0000455	sp|P31689|DNJA1_HUMAN	tr|A0A2K6SG85|A0A2K6SG85_SAIBB, tr|A0A2K6TRV7|A0A2K6TRV7_SAIBB, tr|A0A2K6TH42|A0A2K6TH42_SAIBB
OG0000456	sp|Q9UMX0|UBQL1_HUMAN	tr|A0A2K6SIP0|A0A2K6SIP0_SAIBB
OG0000456	sp|Q9H347|UBQL3_HUMAN, sp|Q8IYU4|UBQLN_HUMAN, sp|Q9UHD9|UBQL2_HUMAN	tr|A0A2K6V913|A0A2K6V913_SAIBB
OG0000457	sp|Q9NSA2|KCND1_HUMAN	tr|A0A2K6TGS6|A0A2K6TGS6_SAIBB
OG0000457	sp|Q9UK17|KCND3_HUMAN	tr|A0A2K6SV47|A0A2K6SV47_SAIBB
OG0000457	sp|Q9NZV8|KCND2_HUMAN	tr|A0A2K6SGG8|A0A2K6SGG8_SAIBB
OG0000458	sp|P20336|RAB3A_HUMAN	tr|A0A2K6SXX2|A0A2K6SXX2_SAIBB
OG0000458	sp|Q96E17|RAB3C_HUMAN	tr|A0A2K6SZT8|A0A2K6SZT8_SAIBB
OG0000458	sp|P20337|RAB3B_HUMAN	tr|A0A2K6S4K0|A0A2K6S4K0_SAIBB
OG0000459	sp|P13995|MTDC_HUMAN	tr|A0A2K6U2R6|A0A2K6U2R6_SAIBB, tr|A0A2K6V190|A0A2K6V190_SAIBB, tr|A0A2K6SLQ6|A0A2K6SLQ6_SAIBB
OG0000459	sp|Q9H903|MTD2L_HUMAN	tr|A0A2K6S6I0|A0A2K6S6I0_SAIBB
OG0000460	sp|P82979|SARNP_HUMAN	tr|A0A2K6TVB2|A0A2K6TVB2_SAIBB, tr|A0A2K6TBL8|A0A2K6TBL8_SAIBB, tr|A0A2K6TXC5|A0A2K6TXC5_SAIBB, tr|A0A2K6SWZ7|A0A2K6SWZ7_SAIBB, tr|A0A2K6V302|A0A2K6V302_SAIBB
OG0000461	sp|Q6U841|S4A10_HUMAN	tr|A0A2K6TWA0|A0A2K6TWA0_SAIBB
OG0000461	sp|Q9Y6M7|S4A7_HUMAN	tr|A0A2K6TT34|A0A2K6TT34_SAIBB
OG0000461	sp|Q2Y0W8|S4A8_HUMAN	tr|A0A2K6TNH9|A0A2K6TNH9_SAIBB
OG0000462	sp|P21817|RYR1_HUMAN	tr|A0A2K6TG10|A0A2K6TG10_SAIBB
OG0000462	sp|Q15413|RYR3_HUMAN	tr|A0A2K6UX11|A0A2K6UX11_SAIBB
OG0000462	sp|Q92736|RYR2_HUMAN	tr|A0A2K6T9P6|A0A2K6T9P6_SAIBB
OG0000463	sp|Q99594|TEAD3_HUMAN	tr|A0A2K6SWJ8|A0A2K6SWJ8_SAIBB
OG0000463	sp|Q15561|TEAD4_HUMAN	tr|A0A2K6TE98|A0A2K6TE98_SAIBB
OG0000463	sp|P28347|TEAD1_HUMAN	tr|A0A2K6S8C5|A0A2K6S8C5_SAIBB
OG0000464	sp|P83881|RL36A_HUMAN	tr|A0A2K6S226|A0A2K6S226_SAIBB, tr|A0A2K6S949|A0A2K6S949_SAIBB, tr|A0A2K6S888|A0A2K6S888_SAIBB, tr|A0A2K6UUT7|A0A2K6UUT7_SAIBB, tr|A0A2K6S828|A0A2K6S828_SAIBB
OG0000465	sp|Q92777|SYN2_HUMAN	tr|A0A2K6U792|A0A2K6U792_SAIBB
OG0000465	sp|O14994|SYN3_HUMAN	tr|A0A2K6SX29|A0A2K6SX29_SAIBB
OG0000465	sp|P17600|SYN1_HUMAN	tr|A0A2K6UTZ4|A0A2K6UTZ4_SAIBB
OG0000466	sp|O95490|AGRL2_HUMAN	tr|A0A2K6ULU8|A0A2K6ULU8_SAIBB
OG0000466	sp|Q9HAR2|AGRL3_HUMAN	tr|A0A2K6S003|A0A2K6S003_SAIBB
OG0000466	sp|O94910|AGRL1_HUMAN	tr|A0A2K6UL30|A0A2K6UL30_SAIBB
OG0000467	sp|P05771|KPCB_HUMAN	tr|A0A2K6TWG3|A0A2K6TWG3_SAIBB
OG0000467	sp|P17252|KPCA_HUMAN	tr|A0A2K6V080|A0A2K6V080_SAIBB
OG0000467	sp|P05129|KPCG_HUMAN	tr|A0A2K6SQ75|A0A2K6SQ75_SAIBB
OG0000468	sp|Q8IWV2|CNTN4_HUMAN	tr|A0A2K6TEU8|A0A2K6TEU8_SAIBB
OG0000468	sp|Q9UQ52|CNTN6_HUMAN	tr|A0A2K6S1Q1|A0A2K6S1Q1_SAIBB
OG0000468	sp|Q9P232|CNTN3_HUMAN	tr|A0A2K6S5N9|A0A2K6S5N9_SAIBB
OG0000469	sp|P10586|PTPRF_HUMAN	tr|A0A2K6SAY8|A0A2K6SAY8_SAIBB
OG0000469	sp|P23468|PTPRD_HUMAN	tr|A0A2K6SN02|A0A2K6SN02_SAIBB
OG0000469	sp|Q13332|PTPRS_HUMAN	tr|A0A2K6UL83|A0A2K6UL83_SAIBB
OG0000470	sp|A0A0C4DH43|HV70D_HUMAN, sp|P01814|HV270_HUMAN, sp|A0A0B4J1V2|HV226_HUMAN, tr|A0A0B4J2B6|A0A0B4J2B6_HUMAN, sp|P01817|HV205_HUMAN	tr|A0A2K6S6B7|A0A2K6S6B7_SAIBB
OG0000471	sp|Q13404|UB2V1_HUMAN	tr|A0A2K6SCX4|A0A2K6SCX4_SAIBB
OG0000471	sp|Q15819|UB2V2_HUMAN	tr|A0A2K6TWX1|A0A2K6TWX1_SAIBB, tr|A0A2K6U2Q7|A0A2K6U2Q7_SAIBB, tr|A0A2K6S184|A0A2K6S184_SAIBB
OG0000472	sp|P62263|RS14_HUMAN	tr|A0A2K6SSN4|A0A2K6SSN4_SAIBB, tr|A0A2K6TYC2|A0A2K6TYC2_SAIBB, tr|A0A2K6TV01|A0A2K6TV01_SAIBB, tr|A0A2K6UFG8|A0A2K6UFG8_SAIBB, tr|A0A2K6T6G9|A0A2K6T6G9_SAIBB
OG0000473	sp|Q6DKI1|RL7L_HUMAN	tr|A0A2K6V1I5|A0A2K6V1I5_SAIBB, tr|A0A2K6U5S8|A0A2K6U5S8_SAIBB, tr|A0A2K6SCG6|A0A2K6SCG6_SAIBB, tr|A0A2K6TEB0|A0A2K6TEB0_SAIBB, tr|A0A2K6UAK9|A0A2K6UAK9_SAIBB
OG0000474	sp|Q9Y2W2|WBP11_HUMAN	tr|A0A2K6SU65|A0A2K6SU65_SAIBB, tr|A0A2K6UXF4|A0A2K6UXF4_SAIBB, tr|A0A2K6SS16|A0A2K6SS16_SAIBB, tr|A0A2K6SJA3|A0A2K6SJA3_SAIBB, tr|A0A2K6UPJ6|A0A2K6UPJ6_SAIBB
OG0000475	sp|P09234|RU1C_HUMAN	tr|A0A2K6SZH4|A0A2K6SZH4_SAIBB, tr|A0A2K6U354|A0A2K6U354_SAIBB, tr|A0A2K6UKC7|A0A2K6UKC7_SAIBB, tr|A0A2K6UND3|A0A2K6UND3_SAIBB, tr|A0A2K6UF38|A0A2K6UF38_SAIBB
OG0000476	sp|Q6P5R6|RL22L_HUMAN	tr|A0A2K6SUJ4|A0A2K6SUJ4_SAIBB, tr|A0A2K6SJP5|A0A2K6SJP5_SAIBB, tr|A0A2K6U4C7|A0A2K6U4C7_SAIBB, tr|A0A2K6V0B9|A0A2K6V0B9_SAIBB, tr|A0A2K6U102|A0A2K6U102_SAIBB
OG0000477	sp|Q15038|DAZP2_HUMAN	tr|A0A2K6U1F6|A0A2K6U1F6_SAIBB, tr|A0A2K6TJI5|A0A2K6TJI5_SAIBB, tr|A0A2K6SD88|A0A2K6SD88_SAIBB, tr|A0A2K6UM83|A0A2K6UM83_SAIBB, tr|A0A2K6U8G4|A0A2K6U8G4_SAIBB
OG0000478	sp|P61313|RL15_HUMAN	tr|A0A2K6V571|A0A2K6V571_SAIBB, tr|A0A2K6S1H1|A0A2K6S1H1_SAIBB, tr|A0A2K6UB32|A0A2K6UB32_SAIBB, tr|A0A2K6ULZ4|A0A2K6ULZ4_SAIBB, tr|A0A2K6TWF6|A0A2K6TWF6_SAIBB
OG0000479	sp|P62906|RL10A_HUMAN	tr|A0A2K6TRS0|A0A2K6TRS0_SAIBB, tr|A0A2K6SMM3|A0A2K6SMM3_SAIBB, tr|A0A2K6U536|A0A2K6U536_SAIBB, tr|A0A2K6SY16|A0A2K6SY16_SAIBB, tr|A0A2K6UVY2|A0A2K6UVY2_SAIBB
OG0000480	sp|P84098|RL19_HUMAN	tr|A0A2K6S5T1|A0A2K6S5T1_SAIBB, tr|A0A2K6TQ84|A0A2K6TQ84_SAIBB, tr|A0A2K6S1W7|A0A2K6S1W7_SAIBB, tr|A0A2K6S5U2|A0A2K6S5U2_SAIBB, tr|A0A2K6UZ05|A0A2K6UZ05_SAIBB
OG0000481	sp|Q7Z7J5|DPPA2_HUMAN	tr|A0A2K6T7H6|A0A2K6T7H6_SAIBB, tr|A0A2K6TV81|A0A2K6TV81_SAIBB, tr|A0A2K6TU08|A0A2K6TU08_SAIBB, tr|A0A2K6SHA2|A0A2K6SHA2_SAIBB, tr|A0A2K6U3I2|A0A2K6U3I2_SAIBB
OG0000482	sp|Q9Y324|FCF1_HUMAN	tr|A0A2K6T0J1|A0A2K6T0J1_SAIBB, tr|A0A2K6T911|A0A2K6T911_SAIBB, tr|A0A2K6UJ31|A0A2K6UJ31_SAIBB, tr|A0A2K6UI90|A0A2K6UI90_SAIBB, tr|A0A2K6UJT4|A0A2K6UJT4_SAIBB
OG0000488	sp|Q6ZQQ2|S31D1_HUMAN, sp|Q6ZUB0|S31D4_HUMAN, sp|P0C874|S31D3_HUMAN	tr|A0A2K6TLV3|A0A2K6TLV3_SAIBB, tr|A0A2K6SGQ7|A0A2K6SGQ7_SAIBB
OG0000489	sp|A0A0U1RRI6|CENL3_HUMAN, sp|P0DPI3|CENL2_HUMAN, sp|A0A0U1RR11|CENL1_HUMAN, sp|Q7Z7K6|CENPV_HUMAN	tr|A0A2K6SXM8|A0A2K6SXM8_SAIBB
OG0000490	sp|Q8N3U4|STAG2_HUMAN	tr|A0A2K6U6M0|A0A2K6U6M0_SAIBB
OG0000490	sp|Q8TBR4|ST3L4_HUMAN, sp|Q8WVM7|STAG1_HUMAN	tr|A0A2K6TE71|A0A2K6TE71_SAIBB
OG0000491	sp|Q9BY31|ZN717_HUMAN, sp|B1APH4|ZN487_HUMAN, sp|Q06730|ZN33A_HUMAN, sp|Q06732|ZN33B_HUMAN	tr|A0A2K6UQ41|A0A2K6UQ41_SAIBB
OG0000492	sp|Q8WWN9|ICEF1_HUMAN	tr|A0A2K6V1F3|A0A2K6V1F3_SAIBB
OG0000492	sp|G9CGD6|CNIPF_HUMAN, sp|Q6P9H4|CNKR3_HUMAN	tr|A0A2K6UJW5|A0A2K6UJW5_SAIBB
OG0000493	sp|P08254|MMP3_HUMAN	tr|A0A2K6UPU1|A0A2K6UPU1_SAIBB
OG0000493	sp|P09238|MMP10_HUMAN, sp|P02790|HEMO_HUMAN	tr|A0A2K6U4A4|A0A2K6U4A4_SAIBB
OG0000494	sp|Q5JUX0|SPIN3_HUMAN, sp|Q99865|SPI2A_HUMAN, sp|Q9BPZ2|SPI2B_HUMAN, sp|Q9Y657|SPIN1_HUMAN	tr|A0A2K6UMH3|A0A2K6UMH3_SAIBB
OG0000495	sp|Q9H7J1|PPR3E_HUMAN, sp|O95685|PPR3D_HUMAN, sp|B7ZBB8|PP13G_HUMAN, sp|Q86XI6|PPR3B_HUMAN	tr|A0A2K6SFS2|A0A2K6SFS2_SAIBB
OG0000496	sp|Q9Y2U5|M3K2_HUMAN	tr|A0A2K6TF25|A0A2K6TF25_SAIBB
OG0000496	sp|Q99759|M3K3_HUMAN	tr|A0A2K6S969|A0A2K6S969_SAIBB, tr|A0A2K6U702|A0A2K6U702_SAIBB
OG0000497	sp|P08579|RU2B_HUMAN	tr|A0A2K6S4J8|A0A2K6S4J8_SAIBB, tr|A0A2K6U3E2|A0A2K6U3E2_SAIBB, tr|A0A2K6UQW9|A0A2K6UQW9_SAIBB, tr|A0A2K6V065|A0A2K6V065_SAIBB
OG0000498	sp|O60774|FMO6_HUMAN	tr|A0A2K6U8E2|A0A2K6U8E2_SAIBB
OG0000498	sp|P49326|FMO5_HUMAN, sp|P31513|FMO3_HUMAN	tr|A0A2K6SV72|A0A2K6SV72_SAIBB
OG0000499	sp|A8MYX2|FM25E_HUMAN, sp|B3EWG3|FM25A_HUMAN, sp|B3EWG6|FM25G_HUMAN, sp|B3EWG5|FM25C_HUMAN	tr|A0A2K6SGY0|A0A2K6SGY0_SAIBB
OG0000500	sp|P06454|PTMA_HUMAN	tr|A0A2K6TCF9|A0A2K6TCF9_SAIBB, tr|A0A2K6S507|A0A2K6S507_SAIBB, tr|A0A2K6SE59|A0A2K6SE59_SAIBB, tr|A0A2K6USD1|A0A2K6USD1_SAIBB
OG0000501	sp|P50851|LRBA_HUMAN	tr|A0A2K6UK57|A0A2K6UK57_SAIBB
OG0000501	sp|P0C6P0|BCL8_HUMAN, sp|Q8NFP9|NBEA_HUMAN	tr|A0A2K6V7Z6|A0A2K6V7Z6_SAIBB
OG0000504	sp|Q5H9J9|T11X2_HUMAN	tr|A0A2K6TZD2|A0A2K6TZD2_SAIBB
OG0000504	sp|B4DZS4|T11X1_HUMAN, sp|Q8WWU5|TCP11_HUMAN	tr|A0A2K6TBY5|A0A2K6TBY5_SAIBB
OG0000506	sp|A6NMB1|SIG16_HUMAN, sp|Q96RL6|SIG11_HUMAN	tr|A0A2K6TV69|A0A2K6TV69_SAIBB
OG0000506	sp|Q96LC7|SIG10_HUMAN	tr|A0A2K6SVX9|A0A2K6SVX9_SAIBB
