Orthogroup	Homo_sapiens	Panthera_tigris_altaica
OG0001399	sp|O75074|LRP3_HUMAN	tr|A0A8C9KYW5|A0A8C9KYW5_PANTA
OG0001399	sp|Q9Y561|LRP12_HUMAN	tr|A0A8C9K6K3|A0A8C9K6K3_PANTA
OG0001400	sp|P10828|THB_HUMAN	tr|A0A8C9K3L7|A0A8C9K3L7_PANTA
OG0001400	sp|P10827|THA_HUMAN	tr|A0A8C9JE54|A0A8C9JE54_PANTA
OG0001401	sp|Q92692|NECT2_HUMAN, sp|P15151|PVR_HUMAN, sp|Q15223|NECT1_HUMAN	tr|A0A8C9KCJ4|A0A8C9KCJ4_PANTA
OG0001402	sp|P24522|GA45A_HUMAN, sp|O75293|GA45B_HUMAN, sp|O95257|GA45G_HUMAN	tr|A0A8C9J170|A0A8C9J170_PANTA
OG0001403	sp|Q7Z3Z3|PIWL3_HUMAN	tr|A0A8C9JL02|A0A8C9JL02_PANTA
OG0001403	sp|Q96J94|PIWL1_HUMAN	tr|A0A8C9J378|A0A8C9J378_PANTA
OG0001404	sp|O00238|BMR1B_HUMAN	tr|A0A8C9JL53|A0A8C9JL53_PANTA
OG0001404	sp|P36894|BMR1A_HUMAN	tr|A0A8C9JX75|A0A8C9JX75_PANTA
OG0001405	sp|O75110|ATP9A_HUMAN	tr|A0A8C9JNE8|A0A8C9JNE8_PANTA
OG0001405	sp|O43861|ATP9B_HUMAN	tr|A0A8C9JQE2|A0A8C9JQE2_PANTA
OG0001406	sp|Q8IX03|KIBRA_HUMAN	tr|A0A8C9JWK5|A0A8C9JWK5_PANTA
OG0001406	sp|Q6AWC2|WWC2_HUMAN	tr|A0A8C9K455|A0A8C9K455_PANTA
OG0001407	sp|Q8WZ19|BACD1_HUMAN	tr|A0A8C9KRZ5|A0A8C9KRZ5_PANTA
OG0001407	sp|Q9H3F6|BACD3_HUMAN	tr|A0A8C9JWQ4|A0A8C9JWQ4_PANTA
OG0001408	sp|Q9HAZ1|CLK4_HUMAN	tr|A0A8C9KRN8|A0A8C9KRN8_PANTA
OG0001408	sp|P49759|CLK1_HUMAN	tr|A0A8C9JZK7|A0A8C9JZK7_PANTA
OG0001409	sp|O43639|NCK2_HUMAN	tr|A0A8C9M9F0|A0A8C9M9F0_PANTA
OG0001409	sp|P16333|NCK1_HUMAN	tr|A0A8C9JJY0|A0A8C9JJY0_PANTA
OG0001410	sp|Q6ZSA7|LRC55_HUMAN, sp|Q2I0M4|LRC26_HUMAN, sp|Q5VT99|LRC38_HUMAN	tr|A0A8C9JIY6|A0A8C9JIY6_PANTA
OG0001411	sp|Q5TBA9|FRY_HUMAN	tr|A0A8C9MAS3|A0A8C9MAS3_PANTA
OG0001411	sp|O94915|FRYL_HUMAN	tr|A0A8C9KPL6|A0A8C9KPL6_PANTA
OG0001412	sp|Q8IX30|SCUB3_HUMAN	tr|A0A8C9K7C4|A0A8C9K7C4_PANTA
OG0001412	sp|Q8IWY4|SCUB1_HUMAN	tr|A0A8C9KK84|A0A8C9KK84_PANTA
OG0001413	sp|O60664|PLIN3_HUMAN	tr|A0A8C9M332|A0A8C9M332_PANTA
OG0001413	sp|Q99541|PLIN2_HUMAN	tr|A0A8C9JVG0|A0A8C9JVG0_PANTA
OG0001414	sp|O00141|SGK1_HUMAN	tr|A0A8C9KL08|A0A8C9KL08_PANTA
OG0001414	sp|Q9HBY8|SGK2_HUMAN	tr|A0A8C9M5B0|A0A8C9M5B0_PANTA
OG0001415	sp|Q9NRE1|MMP26_HUMAN, sp|O75900|MMP23_HUMAN, sp|P09237|MMP7_HUMAN	tr|A0A8C9JQE5|A0A8C9JQE5_PANTA
OG0001416	sp|P22223|CADH3_HUMAN	tr|A0A8C9J9D1|A0A8C9J9D1_PANTA
OG0001416	sp|P12830|CADH1_HUMAN	tr|A0A8C9JAE6|A0A8C9JAE6_PANTA
OG0001417	sp|P23769|GATA2_HUMAN	tr|A0A8C9KE20|A0A8C9KE20_PANTA
OG0001417	sp|P23771|GATA3_HUMAN	tr|A0A8C9KG37|A0A8C9KG37_PANTA
OG0001418	sp|Q8N895|ZN366_HUMAN	tr|A0A8C9KK96|A0A8C9KK96_PANTA
OG0001418	sp|Q8N1W2|ZN710_HUMAN	tr|A0A8C9JRV7|A0A8C9JRV7_PANTA
OG0001419	sp|Q9Y2A7|NCKP1_HUMAN	tr|A0A8C9KFU5|A0A8C9KFU5_PANTA
OG0001419	sp|P55160|NCKPL_HUMAN	tr|A0A8C9KVX1|A0A8C9KVX1_PANTA
OG0001420	sp|P56645|PER3_HUMAN, sp|O15534|PER1_HUMAN, sp|O15055|PER2_HUMAN	tr|A0A8C9KLF1|A0A8C9KLF1_PANTA
OG0001421	sp|O94805|ACL6B_HUMAN	tr|A0A8C9M622|A0A8C9M622_PANTA
OG0001421	sp|O96019|ACL6A_HUMAN	tr|A0A8C9JDQ9|A0A8C9JDQ9_PANTA
OG0001422	sp|P25067|CO8A2_HUMAN	tr|A0A8C9JQS5|A0A8C9JQS5_PANTA
OG0001422	sp|Q03692|COAA1_HUMAN	tr|A0A8C9KA37|A0A8C9KA37_PANTA
OG0001423	sp|Q68BL7|OLM2A_HUMAN	tr|A0A8C9IYQ2|A0A8C9IYQ2_PANTA
OG0001423	sp|Q68BL8|OLM2B_HUMAN	tr|A0A8C9JFG9|A0A8C9JFG9_PANTA
OG0001424	sp|Q96BX8|MOB3A_HUMAN	tr|A0A8C9KXD6|A0A8C9KXD6_PANTA
OG0001424	sp|Q86TA1|MOB3B_HUMAN	tr|A0A8C9M3V9|A0A8C9M3V9_PANTA
OG0001425	sp|Q96GD4|AURKB_HUMAN	tr|A0A8C9KD20|A0A8C9KD20_PANTA
OG0001425	sp|Q9UQB9|AURKC_HUMAN	tr|A0A8C9M2Z9|A0A8C9M2Z9_PANTA
OG0001426	sp|Q712K3|UB2R2_HUMAN	tr|A0A8C9IZ64|A0A8C9IZ64_PANTA
OG0001426	sp|P49427|UB2R1_HUMAN	tr|A0A8C9JUP4|A0A8C9JUP4_PANTA
OG0001427	sp|P49840|GSK3A_HUMAN	tr|A0A8C9K7H0|A0A8C9K7H0_PANTA
OG0001427	sp|P49841|GSK3B_HUMAN	tr|A0A8C9KHM7|A0A8C9KHM7_PANTA
OG0001428	sp|Q6PCB7|S27A1_HUMAN	tr|A0A8C9JX99|A0A8C9JX99_PANTA
OG0001428	sp|Q6P1M0|S27A4_HUMAN	tr|A0A8C9K2X8|A0A8C9K2X8_PANTA
OG0001429	sp|Q7Z4K8|TRI46_HUMAN	tr|A0A8C9JSX1|A0A8C9JSX1_PANTA
OG0001429	sp|Q9NQ86|TRI36_HUMAN	tr|A0A8C9KNI2|A0A8C9KNI2_PANTA
OG0001430	sp|Q9BY07|S4A5_HUMAN	tr|A0A8C9KHI6|A0A8C9KHI6_PANTA
OG0001430	sp|Q9Y6R1|S4A4_HUMAN	tr|A0A8C9K5L2|A0A8C9K5L2_PANTA
OG0001431	sp|Q9Y5U4|INSI2_HUMAN	tr|A0A8C9JQ94|A0A8C9JQ94_PANTA
OG0001431	sp|O15503|INSI1_HUMAN	tr|A0A8C9JV35|A0A8C9JV35_PANTA
OG0001432	sp|Q5D1E8|ZC12A_HUMAN	tr|A0A8C9KB39|A0A8C9KB39_PANTA
OG0001432	sp|A2A288|ZC12D_HUMAN	tr|A0A8C9K621|A0A8C9K621_PANTA
OG0001433	sp|Q8NBQ5|DHB11_HUMAN	tr|A0A8C9JHI4|A0A8C9JHI4_PANTA
OG0001433	sp|Q7Z5P4|DHB13_HUMAN	tr|A0A8C9JXD4|A0A8C9JXD4_PANTA
OG0001434	sp|P35354|PGH2_HUMAN	tr|A0A8C9MBK8|A0A8C9MBK8_PANTA
OG0001434	sp|P23219|PGH1_HUMAN	tr|A0A8C9JPT9|A0A8C9JPT9_PANTA
OG0001435	sp|Q13185|CBX3_HUMAN	tr|A0A8C9M6Q2|A0A8C9M6Q2_PANTA, tr|A0A8C9MBQ9|A0A8C9MBQ9_PANTA, tr|A0A8C9KIR0|A0A8C9KIR0_PANTA
OG0001436	sp|P32297|ACHA3_HUMAN	tr|A0A8C9KBZ9|A0A8C9KBZ9_PANTA
OG0001436	sp|Q15825|ACHA6_HUMAN	tr|A0A8C9JTF1|A0A8C9JTF1_PANTA
OG0001437	sp|Q7L4S7|ARMX6_HUMAN, sp|Q5H9R4|ARMX4_HUMAN, sp|Q9UH62|ARMX3_HUMAN	tr|A0A8C9M2R2|A0A8C9M2R2_PANTA
OG0001438	sp|Q9H8M5|CNNM2_HUMAN	tr|A0A8C9JD39|A0A8C9JD39_PANTA
OG0001438	sp|Q6P4Q7|CNNM4_HUMAN	tr|A0A8C9JWP8|A0A8C9JWP8_PANTA
OG0001439	sp|Q8NGR1|O13A1_HUMAN	tr|A0A8C9JCX7|A0A8C9JCX7_PANTA
OG0001439	sp|Q8NGZ3|O13G1_HUMAN	tr|A0A8C9J0X0|A0A8C9J0X0_PANTA
OG0001440	sp|Q6ZMS4|ZN852_HUMAN, sp|Q9P0L1|ZKSC7_HUMAN	tr|A0A8C9K516|A0A8C9K516_PANTA, tr|A0A8C9JWC2|A0A8C9JWC2_PANTA
OG0001441	sp|Q16799|RTN1_HUMAN	tr|A0A8C9JGS4|A0A8C9JGS4_PANTA
OG0001441	sp|O95197|RTN3_HUMAN	tr|A0A8C9M4W0|A0A8C9M4W0_PANTA
OG0001442	sp|P63162|RSMN_HUMAN	tr|A0A8C9M1L9|A0A8C9M1L9_PANTA
OG0001442	sp|P14678|RSMB_HUMAN	tr|A0A8C9M388|A0A8C9M388_PANTA
OG0001443	sp|Q14993|COJA1_HUMAN	tr|A0A8C9JG69|A0A8C9JG69_PANTA
OG0001443	sp|Q8NFW1|COMA1_HUMAN	tr|A0A8C9JBQ0|A0A8C9JBQ0_PANTA
OG0001444	sp|P04629|NTRK1_HUMAN	tr|A0A8C9JKE2|A0A8C9JKE2_PANTA
OG0001444	sp|Q16288|NTRK3_HUMAN	tr|A0A8C9J357|A0A8C9J357_PANTA
OG0001445	sp|Q15678|PTN14_HUMAN	tr|A0A8C9JJ71|A0A8C9JJ71_PANTA
OG0001445	sp|Q16825|PTN21_HUMAN	tr|A0A8C9M880|A0A8C9M880_PANTA
OG0001446	sp|Q6P4F7|RHGBA_HUMAN, tr|A0A499FJF3|A0A499FJF3_HUMAN, sp|Q3KRB8|RHGBB_HUMAN	tr|A0A8C9KEP3|A0A8C9KEP3_PANTA
OG0001447	sp|O43255|SIAH2_HUMAN	tr|A0A8C9JSK4|A0A8C9JSK4_PANTA
OG0001447	sp|Q8IUQ4|SIAH1_HUMAN	tr|A0A8C9JV86|A0A8C9JV86_PANTA
OG0001448	sp|O95343|SIX3_HUMAN	tr|A0A8C9JU77|A0A8C9JU77_PANTA
OG0001448	sp|O95475|SIX6_HUMAN	tr|A0A8C9JE99|A0A8C9JE99_PANTA
OG0001450	sp|Q6UB99|ANR11_HUMAN	tr|A0A8C9KA26|A0A8C9KA26_PANTA
OG0001450	sp|Q6UB98|ANR12_HUMAN	tr|A0A8C9IYI8|A0A8C9IYI8_PANTA
OG0001451	sp|O75882|ATRN_HUMAN	tr|A0A8C9KHG0|A0A8C9KHG0_PANTA
OG0001451	sp|Q5VV63|ATRN1_HUMAN	tr|A0A8C9JB51|A0A8C9JB51_PANTA
OG0001452	sp|Q2TAK8|PWP3A_HUMAN	tr|A0A8C9M7H8|A0A8C9M7H8_PANTA
OG0001452	sp|Q5H9M0|PWP3B_HUMAN	tr|A0A8C9JCS7|A0A8C9JCS7_PANTA
OG0001453	sp|Q8NGY5|OR6N1_HUMAN	tr|A0A8C9JC07|A0A8C9JC07_PANTA
OG0001453	sp|Q8NGY6|OR6N2_HUMAN	tr|A0A8C9J5N4|A0A8C9J5N4_PANTA
OG0001454	sp|Q96RE9|ZN300_HUMAN	tr|A0A8C9JKJ5|A0A8C9JKJ5_PANTA
OG0001454	sp|Q2M218|ZN630_HUMAN	tr|A0A8C9KCS0|A0A8C9KCS0_PANTA
OG0001455	sp|A1KZ92|PXDNL_HUMAN	tr|A0A8C9JGR4|A0A8C9JGR4_PANTA
OG0001455	sp|Q92626|PXDN_HUMAN	tr|A0A8C9JLR5|A0A8C9JLR5_PANTA
OG0001456	sp|P12532|KCRU_HUMAN	tr|A0A8C9KHZ5|A0A8C9KHZ5_PANTA
OG0001456	sp|P17540|KCRS_HUMAN	tr|A0A8C9KEI9|A0A8C9KEI9_PANTA
OG0001457	sp|P54646|AAPK2_HUMAN	tr|A0A8C9JK06|A0A8C9JK06_PANTA
OG0001457	sp|Q13131|AAPK1_HUMAN	tr|A0A8C9K527|A0A8C9K527_PANTA
OG0001458	sp|Q7L9L4|MOB1B_HUMAN	tr|A0A8C9JJI8|A0A8C9JJI8_PANTA
OG0001458	sp|Q9H8S9|MOB1A_HUMAN	tr|A0A8C9K6Q4|A0A8C9K6Q4_PANTA
OG0001459	sp|Q8TEU7|RPGF6_HUMAN	tr|A0A8C9KZ23|A0A8C9KZ23_PANTA
OG0001459	sp|Q9Y4G8|RPGF2_HUMAN	tr|A0A8C9JLE2|A0A8C9JLE2_PANTA
OG0001460	sp|Q02218|ODO1_HUMAN	tr|A0A8C9JS58|A0A8C9JS58_PANTA
OG0001460	sp|Q9ULD0|OGDHL_HUMAN	tr|A0A8C9KBD9|A0A8C9KBD9_PANTA
OG0001461	sp|Q13362|2A5G_HUMAN	tr|A0A8C9K4B5|A0A8C9K4B5_PANTA
OG0001461	sp|Q14738|2A5D_HUMAN	tr|A0A8C9K0Y0|A0A8C9K0Y0_PANTA
OG0001462	sp|Q96GG9|DCNL1_HUMAN	tr|A0A8C9KBS6|A0A8C9KBS6_PANTA
OG0001462	sp|Q6PH85|DCNL2_HUMAN	tr|A0A8C9K7S9|A0A8C9K7S9_PANTA
OG0001463	sp|Q8IZU9|KIRR3_HUMAN	tr|A0A8C9JSS4|A0A8C9JSS4_PANTA
OG0001463	sp|Q96J84|KIRR1_HUMAN	tr|A0A8C9JQ95|A0A8C9JQ95_PANTA
OG0001464	sp|P09913|IFIT2_HUMAN	tr|A0A8C9JJ99|A0A8C9JJ99_PANTA
OG0001464	sp|O14879|IFIT3_HUMAN	tr|A0A8C9JIN9|A0A8C9JIN9_PANTA
OG0001465	sp|P27037|AVR2A_HUMAN	tr|A0A8C9JS70|A0A8C9JS70_PANTA
OG0001465	sp|Q13705|AVR2B_HUMAN	tr|A0A8C9KQL1|A0A8C9KQL1_PANTA
OG0001466	sp|Q8NFJ6|PKR2_HUMAN	tr|A0A8C9JE73|A0A8C9JE73_PANTA
OG0001466	sp|Q8TCW9|PKR1_HUMAN	tr|A0A8C9MBR4|A0A8C9MBR4_PANTA
OG0001467	sp|Q9HAJ7|SP30L_HUMAN	tr|A0A8C9J370|A0A8C9J370_PANTA
OG0001467	sp|O75446|SAP30_HUMAN	tr|A0A8C9M7A1|A0A8C9M7A1_PANTA
OG0001468	sp|Q9Y6G3|RM42_HUMAN	tr|A0A8C9JZ75|A0A8C9JZ75_PANTA, tr|A0A8C9KDE1|A0A8C9KDE1_PANTA, tr|A0A8C9JGG6|A0A8C9JGG6_PANTA
OG0001469	sp|Q9NQ29|LUC7L_HUMAN	tr|A0A8C9K7M8|A0A8C9K7M8_PANTA
OG0001469	sp|Q9Y383|LC7L2_HUMAN	tr|A0A8C9K472|A0A8C9K472_PANTA
OG0001470	sp|Q9BZV2|S19A3_HUMAN	tr|A0A8C9JUP2|A0A8C9JUP2_PANTA
OG0001470	sp|Q53S99|CB083_HUMAN	tr|A0A8C9M6D9|A0A8C9M6D9_PANTA
OG0001471	sp|Q9H0K4|RSH6A_HUMAN	tr|A0A8C9K5F6|A0A8C9K5F6_PANTA
OG0001471	sp|Q5TD94|RSH4A_HUMAN	tr|A0A8C9K9U3|A0A8C9K9U3_PANTA
OG0001472	sp|Q00536|CDK16_HUMAN	tr|A0A8C9KHT9|A0A8C9KHT9_PANTA
OG0001472	sp|Q00537|CDK17_HUMAN	tr|A0A8C9KLB6|A0A8C9KLB6_PANTA
OG0001473	sp|Q9UPR0|PLCL2_HUMAN	tr|A0A8C9KIQ3|A0A8C9KIQ3_PANTA
OG0001473	sp|Q15111|PLCL1_HUMAN	tr|A0A8C9M7F9|A0A8C9M7F9_PANTA
OG0001474	sp|O43791|SPOP_HUMAN	tr|A0A8C9KJW1|A0A8C9KJW1_PANTA
OG0001474	sp|Q6IQ16|SPOPL_HUMAN	tr|A0A8C9L0F1|A0A8C9L0F1_PANTA
OG0001475	sp|Q70Z35|PREX2_HUMAN	tr|A0A8C9J9U9|A0A8C9J9U9_PANTA
OG0001475	sp|Q8TCU6|PREX1_HUMAN	tr|A0A8C9JSI9|A0A8C9JSI9_PANTA
OG0001476	sp|O60347|TBC12_HUMAN	tr|A0A8C9JEH8|A0A8C9JEH8_PANTA
OG0001476	sp|Q9P2M4|TBC14_HUMAN	tr|A0A8C9KWU6|A0A8C9KWU6_PANTA
OG0001477	sp|Q9UQB8|BAIP2_HUMAN	tr|A0A8C9JQX0|A0A8C9JQX0_PANTA
OG0001477	sp|Q9UHR4|BI2L1_HUMAN	tr|A0A8C9MD49|A0A8C9MD49_PANTA
OG0001478	sp|P03951|FA11_HUMAN	tr|A0A8C9M8K3|A0A8C9M8K3_PANTA
OG0001478	sp|P03952|KLKB1_HUMAN	tr|A0A8C9KIG3|A0A8C9KIG3_PANTA
OG0001479	sp|Q9BXM0|PRAX_HUMAN	tr|A0A8C9KAF8|A0A8C9KAF8_PANTA
OG0001479	sp|Q09666|AHNK_HUMAN	tr|A0A8C9KY47|A0A8C9KY47_PANTA
OG0001480	sp|Q14896|MYPC3_HUMAN	tr|A0A8C9MDK0|A0A8C9MDK0_PANTA
OG0001480	sp|Q14324|MYPC2_HUMAN	tr|A0A8C9KWT1|A0A8C9KWT1_PANTA
OG0001481	sp|O96028|NSD2_HUMAN	tr|A0A8C9KCW5|A0A8C9KCW5_PANTA
OG0001481	sp|Q9BZ95|NSD3_HUMAN	tr|A0A8C9KRS1|A0A8C9KRS1_PANTA
OG0001482	sp|P61764|STXB1_HUMAN	tr|A0A8C9KTJ6|A0A8C9KTJ6_PANTA
OG0001482	sp|Q15833|STXB2_HUMAN	tr|A0A8C9M8U7|A0A8C9M8U7_PANTA
OG0001483	sp|P06730|IF4E_HUMAN	tr|A0A8C9JKX4|A0A8C9JKX4_PANTA, tr|A0A8C9J3M8|A0A8C9J3M8_PANTA, tr|A0A8C9JSU8|A0A8C9JSU8_PANTA
OG0001484	sp|P12318|FCG2A_HUMAN, sp|P31995|FCG2C_HUMAN, sp|P31994|FCG2B_HUMAN	tr|A0A8C9KFI8|A0A8C9KFI8_PANTA
OG0001485	sp|P13693|TCTP_HUMAN, sp|Q9HAU6|TCTP8_HUMAN, sp|Q56UQ5|TPT1L_HUMAN	tr|A0A8C9J7N8|A0A8C9J7N8_PANTA
OG0001486	sp|Q5MCW4|ZN569_HUMAN	tr|A0A8C9JKV9|A0A8C9JKV9_PANTA
OG0001486	sp|Q3ZCX4|ZN568_HUMAN	tr|A0A8C9JE87|A0A8C9JE87_PANTA
OG0001487	sp|Q6PII5|HAGHL_HUMAN	tr|A0A8C9JFR2|A0A8C9JFR2_PANTA
OG0001487	sp|Q16775|GLO2_HUMAN	tr|A0A8C9JQ61|A0A8C9JQ61_PANTA
OG0001488	sp|Q86TM3|DDX53_HUMAN	tr|A0A8C9J2A5|A0A8C9J2A5_PANTA
OG0001488	sp|Q9NXZ2|DDX43_HUMAN	tr|A0A8C9KD30|A0A8C9KD30_PANTA
OG0001489	sp|Q8WUD6|CHPT1_HUMAN	tr|A0A8C9JJU1|A0A8C9JJU1_PANTA
OG0001489	sp|Q9Y6K0|CEPT1_HUMAN	tr|A0A8C9K6S4|A0A8C9K6S4_PANTA
OG0001490	sp|Q66K14|TBC9B_HUMAN	tr|A0A8C9ME20|A0A8C9ME20_PANTA
OG0001490	sp|Q6ZT07|TBCD9_HUMAN	tr|A0A8C9JE30|A0A8C9JE30_PANTA
OG0001491	sp|P11233|RALA_HUMAN	tr|A0A8C9JI43|A0A8C9JI43_PANTA
OG0001491	sp|P11234|RALB_HUMAN	tr|A0A8C9M3N0|A0A8C9M3N0_PANTA
OG0001492	sp|Q6VN20|RBP10_HUMAN	tr|A0A8C9KFR6|A0A8C9KFR6_PANTA
OG0001492	sp|Q96S59|RANB9_HUMAN	tr|A0A8C9J8D3|A0A8C9J8D3_PANTA
OG0001493	sp|Q86XP0|PA24D_HUMAN	tr|A0A8C9J614|A0A8C9J614_PANTA
OG0001493	sp|P0C869|PA24B_HUMAN	tr|A0A8C9JKA1|A0A8C9JKA1_PANTA
OG0001494	sp|P52888|THOP1_HUMAN	tr|A0A8C9M7I8|A0A8C9M7I8_PANTA
OG0001494	sp|Q9BYT8|NEUL_HUMAN	tr|A0A8C9M5M3|A0A8C9M5M3_PANTA
OG0001495	sp|Q02548|PAX5_HUMAN	tr|A0A8C9M9T4|A0A8C9M9T4_PANTA
OG0001495	sp|Q02962|PAX2_HUMAN	tr|A0A8C9K2N5|A0A8C9K2N5_PANTA
OG0001496	sp|Q6ZNJ1|NBEL2_HUMAN	tr|A0A8C9K8K6|A0A8C9K8K6_PANTA
OG0001496	sp|Q6ZS30|NBEL1_HUMAN	tr|A0A8C9JVQ7|A0A8C9JVQ7_PANTA
OG0001497	sp|Q14161|GIT2_HUMAN	tr|A0A8C9KWZ4|A0A8C9KWZ4_PANTA
OG0001497	sp|Q9Y2X7|GIT1_HUMAN	tr|A0A8C9KZS9|A0A8C9KZS9_PANTA
OG0001498	sp|O00757|F16P2_HUMAN	tr|A0A8C9M2P7|A0A8C9M2P7_PANTA
OG0001498	sp|P09467|F16P1_HUMAN	tr|A0A8C9J7T3|A0A8C9J7T3_PANTA
OG0001499	sp|P06732|KCRM_HUMAN	tr|A0A8C9JHN5|A0A8C9JHN5_PANTA
OG0001499	sp|P12277|KCRB_HUMAN	tr|A0A8C9M6X1|A0A8C9M6X1_PANTA
OG0001500	sp|Q04323|UBXN1_HUMAN, sp|Q9BSL1|UBAC1_HUMAN, sp|Q9BZV1|UBXN6_HUMAN	tr|A0A8C9JLC7|A0A8C9JLC7_PANTA
OG0001501	sp|Q53LP3|SWAHC_HUMAN, sp|Q2M3V2|SWAHA_HUMAN, sp|A6NJG2|SWAHD_HUMAN	tr|A0A8C9K2T1|A0A8C9K2T1_PANTA
OG0001502	sp|Q9P1P5|TAAR2_HUMAN	tr|A0A8C9J3E4|A0A8C9J3E4_PANTA
OG0001502	sp|Q9P1P4|TAAR3_HUMAN	tr|A0A8C9J444|A0A8C9J444_PANTA
OG0001503	sp|Q9UGV2|NDRG3_HUMAN	tr|A0A8C9M7Q9|A0A8C9M7Q9_PANTA
OG0001503	sp|Q92597|NDRG1_HUMAN	tr|A0A8C9KJI9|A0A8C9KJI9_PANTA
OG0001504	sp|P05549|AP2A_HUMAN	tr|A0A8C9M9H9|A0A8C9M9H9_PANTA
OG0001504	sp|Q92754|AP2C_HUMAN	tr|A0A8C9KS30|A0A8C9KS30_PANTA
OG0001505	sp|O76082|S22A5_HUMAN	tr|A0A8C9KLL5|A0A8C9KLL5_PANTA
OG0001505	sp|Q9H015|S22A4_HUMAN	tr|A0A8C9KY83|A0A8C9KY83_PANTA
OG0001506	sp|O43795|MYO1B_HUMAN	tr|A0A8C9K469|A0A8C9K469_PANTA
OG0001506	sp|Q9UBC5|MYO1A_HUMAN	tr|A0A8C9MDT3|A0A8C9MDT3_PANTA
OG0001507	sp|A6NMB9|FIGL2_HUMAN, sp|Q6PIW4|FIGL1_HUMAN, sp|Q5HY92|FIGN_HUMAN	tr|A0A8C9KGI1|A0A8C9KGI1_PANTA
OG0001508	sp|O15344|TRI18_HUMAN	tr|A0A8C9J1E3|A0A8C9J1E3_PANTA
OG0001508	sp|Q9UJV3|TRIM1_HUMAN	tr|A0A8C9KZ75|A0A8C9KZ75_PANTA
OG0001509	sp|Q13033|STRN3_HUMAN	tr|A0A8C9MC91|A0A8C9MC91_PANTA
OG0001509	sp|O43815|STRN_HUMAN	tr|A0A8C9M3E8|A0A8C9M3E8_PANTA
OG0001510	sp|A8MVU1|NCF1C_HUMAN, sp|A6NI72|NCF1B_HUMAN, sp|P14598|NCF1_HUMAN	tr|A0A8C9M321|A0A8C9M321_PANTA
OG0001511	sp|P34897|GLYM_HUMAN	tr|A0A8C9M4Q7|A0A8C9M4Q7_PANTA
OG0001511	sp|P34896|GLYC_HUMAN	tr|A0A8C9J9T8|A0A8C9J9T8_PANTA
OG0001512	sp|Q05513|KPCZ_HUMAN	tr|A0A8C9KWP4|A0A8C9KWP4_PANTA
OG0001512	sp|P41743|KPCI_HUMAN	tr|A0A8C9KIU5|A0A8C9KIU5_PANTA
OG0001514	sp|P13995|MTDC_HUMAN	tr|A0A8C9JZC2|A0A8C9JZC2_PANTA
OG0001514	sp|Q9H903|MTD2L_HUMAN	tr|A0A8C9KPT8|A0A8C9KPT8_PANTA
OG0001515	sp|Q5H9R7|PP6R3_HUMAN	tr|A0A8C9KEK6|A0A8C9KEK6_PANTA
OG0001515	sp|Q9UPN7|PP6R1_HUMAN	tr|A0A8C9KGL9|A0A8C9KGL9_PANTA
OG0001516	sp|Q5HYJ3|FA76B_HUMAN	tr|A0A8C9J726|A0A8C9J726_PANTA
OG0001516	sp|Q8TAV0|FA76A_HUMAN	tr|A0A8C9M292|A0A8C9M292_PANTA
OG0001517	sp|Q8TE58|ATS15_HUMAN	tr|A0A8C9JVN3|A0A8C9JVN3_PANTA
OG0001517	sp|Q9UHI8|ATS1_HUMAN	tr|A0A8C9KRP7|A0A8C9KRP7_PANTA
OG0001518	sp|P15382|KCNE1_HUMAN, sp|A0A087WTH5|KCE1B_HUMAN, tr|A0A087WU88|A0A087WU88_HUMAN	tr|A0A8C9J358|A0A8C9J358_PANTA
OG0001519	sp|P08559|ODPA_HUMAN	tr|A0A8C9MCS8|A0A8C9MCS8_PANTA
OG0001519	sp|P29803|ODPAT_HUMAN	tr|A0A8C9JI10|A0A8C9JI10_PANTA
OG0001520	sp|O14529|CUX2_HUMAN	tr|A0A8C9KJK1|A0A8C9KJK1_PANTA
OG0001520	sp|P39880|CUX1_HUMAN	tr|A0A8C9L3P1|A0A8C9L3P1_PANTA
OG0001521	sp|Q8TE60|ATS18_HUMAN	tr|A0A8C9JBP5|A0A8C9JBP5_PANTA
OG0001521	sp|Q8TE57|ATS16_HUMAN	tr|A0A8C9JUN7|A0A8C9JUN7_PANTA
OG0001522	sp|Q9GZP9|DERL2_HUMAN	tr|A0A8C9MCH2|A0A8C9MCH2_PANTA
OG0001522	sp|Q96Q80|DERL3_HUMAN	tr|A0A8C9JNL3|A0A8C9JNL3_PANTA
OG0001523	sp|Q14671|PUM1_HUMAN	tr|A0A8C9JXJ8|A0A8C9JXJ8_PANTA
OG0001523	sp|Q8TB72|PUM2_HUMAN	tr|A0A8C9KWF8|A0A8C9KWF8_PANTA
OG0001524	sp|O95302|FKBP9_HUMAN	tr|A0A8C9K1X5|A0A8C9K1X5_PANTA
OG0001524	sp|Q96AY3|FKB10_HUMAN	tr|A0A8C9J6P5|A0A8C9J6P5_PANTA
OG0001525	sp|Q9H871|RMD5A_HUMAN	tr|A0A8C9M436|A0A8C9M436_PANTA
OG0001525	sp|Q96G75|RMD5B_HUMAN	tr|A0A8C9MDA4|A0A8C9MDA4_PANTA
OG0001526	sp|Q96C55|ZN524_HUMAN, sp|Q9UK33|ZN580_HUMAN, sp|Q9P0T4|ZN581_HUMAN	tr|A0A8C9J7J0|A0A8C9J7J0_PANTA
OG0001527	sp|Q9UPY8|MARE3_HUMAN	tr|A0A8C9K6Y9|A0A8C9K6Y9_PANTA
