Orthogroup	Homo_sapiens	Mandrillus_leucophaeus
OG0000547	sp|Q96MC6|MF14A_HUMAN	tr|A0A2K5Y9T3|A0A2K5Y9T3_MANLE
OG0000548	sp|Q6PK81|ZN773_HUMAN	tr|A0A2K5ZCI1|A0A2K5ZCI1_MANLE, tr|A0A2K5YPE1|A0A2K5YPE1_MANLE
OG0000548	sp|Q96HQ0|ZN419_HUMAN	tr|A0A2K5YFE9|A0A2K5YFE9_MANLE
OG0000549	sp|Q9UNH7|SNX6_HUMAN	tr|A0A2K5ZB27|A0A2K5ZB27_MANLE
OG0000549	sp|Q86XE0|SNX32_HUMAN	tr|A0A2K5ZDM3|A0A2K5ZDM3_MANLE, tr|A0A2K5ZSC5|A0A2K5ZSC5_MANLE
OG0000550	sp|P11169|GTR3_HUMAN, sp|Q8TDB8|GTR14_HUMAN	tr|A0A2K5YZM4|A0A2K5YZM4_MANLE, tr|A0A2K5XF76|A0A2K5XF76_MANLE, tr|A0A2K5XIS7|A0A2K5XIS7_MANLE
OG0000551	sp|Q9Y297|FBW1A_HUMAN	tr|A0A2K5ZE86|A0A2K5ZE86_MANLE
OG0000551	sp|Q9UKB1|FBW1B_HUMAN	tr|A0A2K5YV77|A0A2K5YV77_MANLE, tr|A0A2K5Z2C3|A0A2K5Z2C3_MANLE
OG0000552	sp|O76014|KRT37_HUMAN	tr|A0A2K5YF21|A0A2K5YF21_MANLE
OG0000552	sp|O76015|KRT38_HUMAN	tr|A0A2K5Z0E9|A0A2K5Z0E9_MANLE, tr|A0A2K5Z3H7|A0A2K5Z3H7_MANLE
OG0000553	sp|Q8IZI9|IFNL3_HUMAN	tr|A0A2K5Y1K9|A0A2K5Y1K9_MANLE
OG0000553	sp|Q8IZJ0|IFNL2_HUMAN, sp|K9M1U5|IFNL4_HUMAN	tr|A0A2K6A9S0|A0A2K6A9S0_MANLE
OG0000554	sp|Q9H2C5|O52A5_HUMAN	tr|A0A2K5XS70|A0A2K5XS70_MANLE
OG0000554	sp|Q9UKL2|O52A1_HUMAN	tr|A0A2K5YFL4|A0A2K5YFL4_MANLE, tr|A0A2K5XPI8|A0A2K5XPI8_MANLE
OG0000555	sp|P0DMN0|ST1A4_HUMAN, sp|P0DMM9|ST1A3_HUMAN, sp|P50225|ST1A1_HUMAN, sp|P50226|ST1A2_HUMAN	tr|A0A2K6A0C7|A0A2K6A0C7_MANLE
OG0000556	sp|P21281|VATB2_HUMAN	tr|A0A2K6A8T9|A0A2K6A8T9_MANLE
OG0000556	sp|P25705|ATPA_HUMAN, sp|P15313|VATB1_HUMAN	tr|A0A2K5ZX84|A0A2K5ZX84_MANLE
OG0000557	sp|Q15744|CEBPE_HUMAN, sp|P49715|CEBPA_HUMAN, sp|P49716|CEBPD_HUMAN, sp|P17676|CEBPB_HUMAN	tr|A0A2K5Y3F9|A0A2K5Y3F9_MANLE
OG0000558	sp|P60660|MYL6_HUMAN	tr|A0A2K5ZZR3|A0A2K5ZZR3_MANLE, tr|A0A2K5X9L4|A0A2K5X9L4_MANLE, tr|A0A2K5ZPB5|A0A2K5ZPB5_MANLE, tr|A0A2K6A4X3|A0A2K6A4X3_MANLE
OG0000560	sp|Q15366|PCBP2_HUMAN	tr|A0A2K5Y9V0|A0A2K5Y9V0_MANLE
OG0000560	sp|Q15365|PCBP1_HUMAN	tr|A0A2K5YSW6|A0A2K5YSW6_MANLE, tr|A0A2K5XUE3|A0A2K5XUE3_MANLE
OG0000561	tr|A0A087WWU0|A0A087WWU0_HUMAN, sp|Q5JQC4|CT47A_HUMAN, sp|P0C2W7|CT47B_HUMAN, tr|A0A0U1RQG5|A0A0U1RQG5_HUMAN	tr|A0A2K6A881|A0A2K6A881_MANLE
OG0000562	sp|Q15319|PO4F3_HUMAN	tr|A0A2K5Z3K2|A0A2K5Z3K2_MANLE
OG0000562	sp|Q12837|PO4F2_HUMAN, sp|Q01851|PO4F1_HUMAN	tr|A0A2K6AH63|A0A2K6AH63_MANLE
OG0000563	sp|Q9UFF9|CNOT8_HUMAN	tr|A0A2K5YZB0|A0A2K5YZB0_MANLE
OG0000563	sp|Q9UIV1|CNOT7_HUMAN	tr|A0A2K5ZJS3|A0A2K5ZJS3_MANLE, tr|A0A2K5YS25|A0A2K5YS25_MANLE
OG0000564	sp|P24468|COT2_HUMAN	tr|A0A2K5ZRB3|A0A2K5ZRB3_MANLE
OG0000564	sp|P10588|NR2F6_HUMAN, sp|P10589|COT1_HUMAN	tr|A0A2K5Y7W9|A0A2K5Y7W9_MANLE
OG0000565	sp|Q9NYQ7|CELR3_HUMAN	tr|A0A2K5Z0Q7|A0A2K5Z0Q7_MANLE
OG0000565	sp|Q9HCU4|CELR2_HUMAN, sp|Q9NYQ6|CELR1_HUMAN	tr|A0A2K6A7K3|A0A2K6A7K3_MANLE
OG0000566	sp|Q9Y6H8|CXA3_HUMAN, sp|P35212|CXA4_HUMAN, sp|P17302|CXA1_HUMAN, sp|P29033|CXB2_HUMAN	tr|A0A2K5XKN6|A0A2K5XKN6_MANLE
OG0000567	sp|Q92526|TCPW_HUMAN	tr|A0A2K5ZFC3|A0A2K5ZFC3_MANLE
OG0000567	sp|P40227|TCPZ_HUMAN	tr|A0A2K5XSU4|A0A2K5XSU4_MANLE, tr|A0A2K5Z4C6|A0A2K5Z4C6_MANLE
OG0000568	sp|B2RNN3|C1T9B_HUMAN, sp|P0C862|C1T9A_HUMAN, sp|Q9BXJ0|C1QT5_HUMAN, sp|Q15848|ADIPO_HUMAN	tr|A0A2K5YSV0|A0A2K5YSV0_MANLE
OG0000569	sp|C9JR72|KBTBD_HUMAN, sp|Q5VTJ3|KLD7A_HUMAN, sp|Q96G42|KLD7B_HUMAN, sp|O94819|KBTBB_HUMAN	tr|A0A2K5XPK5|A0A2K5XPK5_MANLE
OG0000570	sp|Q8TDJ6|DMXL2_HUMAN	tr|A0A2K5XRD0|A0A2K5XRD0_MANLE, tr|A0A2K5XRM7|A0A2K5XRM7_MANLE
OG0000570	sp|Q9Y485|DMXL1_HUMAN	tr|A0A2K5YWD2|A0A2K5YWD2_MANLE
OG0000571	sp|O00469|PLOD2_HUMAN	tr|A0A2K5YMW5|A0A2K5YMW5_MANLE
OG0000571	sp|Q02809|PLOD1_HUMAN, sp|O60568|PLOD3_HUMAN	tr|A0A2K5ZBW0|A0A2K5ZBW0_MANLE
OG0000572	sp|Q06055|AT5G2_HUMAN	tr|A0A2K5Z4E4|A0A2K5Z4E4_MANLE, tr|A0A2K5Z5V5|A0A2K5Z5V5_MANLE, tr|A0A2K5Z4S6|A0A2K5Z4S6_MANLE, tr|A0A2K5ZVU8|A0A2K5ZVU8_MANLE
OG0000573	sp|Q5TA82|LCE2D_HUMAN, sp|O14633|LCE2B_HUMAN, sp|Q5TA81|LCE2C_HUMAN, sp|Q5TA79|LCE2A_HUMAN	tr|A0A2K5ZF97|A0A2K5ZF97_MANLE
OG0000574	sp|Q6NSJ5|LRC8E_HUMAN	tr|A0A2K6A9Q8|A0A2K6A9Q8_MANLE
OG0000574	sp|Q7L1W4|LRC8D_HUMAN, sp|Q8TDW0|LRC8C_HUMAN	tr|A0A2K5Y2I2|A0A2K5Y2I2_MANLE
OG0000575	sp|Q86VB7|C163A_HUMAN, sp|Q4G0T1|SRCRM_HUMAN, sp|Q9UGM3|DMBT1_HUMAN, sp|Q8WTU2|SRB4D_HUMAN	tr|A0A2K6ABX7|A0A2K6ABX7_MANLE
OG0000577	sp|P01850|TRBC1_HUMAN, sp|A0A5B9|TRBC2_HUMAN, sp|P0DTU4|TRBR2_HUMAN	tr|A0A2K5XMN1|A0A2K5XMN1_MANLE, tr|A0A2K5XW74|A0A2K5XW74_MANLE
OG0000580	sp|P61964|WDR5_HUMAN	tr|A0A2K5YL55|A0A2K5YL55_MANLE
OG0000580	sp|Q86VZ2|WDR5B_HUMAN	tr|A0A2K5XNL9|A0A2K5XNL9_MANLE, tr|A0A2K5XTK6|A0A2K5XTK6_MANLE
OG0000581	sp|Q96C90|PP14B_HUMAN	tr|A0A2K5ZS01|A0A2K5ZS01_MANLE, tr|A0A2K6AK90|A0A2K6AK90_MANLE, tr|A0A2K5YSB7|A0A2K5YSB7_MANLE, tr|A0A2K5XVL0|A0A2K5XVL0_MANLE
OG0000582	sp|Q9UBS8|RNF14_HUMAN	tr|A0A2K5YEJ7|A0A2K5YEJ7_MANLE, tr|A0A2K5YHR6|A0A2K5YHR6_MANLE, tr|A0A2K5ZK78|A0A2K5ZK78_MANLE, tr|A0A2K6A7A0|A0A2K6A7A0_MANLE
OG0000585	sp|P61204|ARF3_HUMAN	tr|A0A2K5XY54|A0A2K5XY54_MANLE
OG0000585	sp|P84077|ARF1_HUMAN	tr|A0A2K5ZWN9|A0A2K5ZWN9_MANLE, tr|A0A2K5ZMT7|A0A2K5ZMT7_MANLE
OG0000587	sp|B2RXH2|KDM4E_HUMAN	tr|A0A2K5ZKT6|A0A2K5ZKT6_MANLE
OG0000587	tr|A0A1W2PPD8|A0A1W2PPD8_HUMAN, sp|Q6B0I6|KDM4D_HUMAN	tr|A0A2K5XDL2|A0A2K5XDL2_MANLE
OG0000588	sp|O95834|EMAL2_HUMAN	tr|A0A2K5XTE1|A0A2K5XTE1_MANLE
OG0000588	sp|O00423|EMAL1_HUMAN	tr|A0A2K5Y9J8|A0A2K5Y9J8_MANLE, tr|A0A2K5ZW01|A0A2K5ZW01_MANLE
OG0000589	sp|P47914|RL29_HUMAN	tr|A0A2K5YT36|A0A2K5YT36_MANLE, tr|A0A2K5Z3X8|A0A2K5Z3X8_MANLE, tr|A0A2K5YF76|A0A2K5YF76_MANLE, tr|A0A2K5XCJ3|A0A2K5XCJ3_MANLE
OG0000590	sp|Q8N7P3|CLD22_HUMAN	tr|A0A2K5XUI7|A0A2K5XUI7_MANLE
OG0000590	sp|C9JDP6|CLD25_HUMAN, sp|A6NM45|CLD24_HUMAN	tr|A0A2K5XWF1|A0A2K5XWF1_MANLE
OG0000591	sp|Q16559|TAL2_HUMAN, sp|Q7RTU7|SCX_HUMAN, sp|Q12870|TCF15_HUMAN, sp|Q8N100|ATOH7_HUMAN	tr|A0A2K5XUV4|A0A2K5XUV4_MANLE
OG0000592	sp|A0A0B4J280|TVA40_HUMAN, sp|A0A075B6X5|TVA18_HUMAN, sp|A0A087WT02|TVA92_HUMAN, sp|A0A075B6T8|TVA91_HUMAN	tr|A0A2K5XHT2|A0A2K5XHT2_MANLE
OG0000593	sp|O95498|VNN2_HUMAN	tr|A0A2K5ZAW0|A0A2K5ZAW0_MANLE
OG0000593	sp|O95497|VNN1_HUMAN	tr|A0A2K5Y5F3|A0A2K5Y5F3_MANLE, tr|A0A2K5Y4L6|A0A2K5Y4L6_MANLE
OG0000594	sp|P20151|KLK2_HUMAN	tr|A0A2K5ZQQ2|A0A2K5ZQQ2_MANLE
OG0000594	sp|P00746|CFAD_HUMAN, sp|P07288|KLK3_HUMAN	tr|A0A2K5XY86|A0A2K5XY86_MANLE
OG0000596	sp|Q07627|KRA11_HUMAN, sp|Q9BYS1|KRA15_HUMAN, sp|Q8IUG1|KRA13_HUMAN, sp|P0C5Y4|KRA14_HUMAN	tr|A0A2K6A2I2|A0A2K6A2I2_MANLE
OG0000597	sp|O95147|DUS14_HUMAN, sp|Q8NEJ0|DUS18_HUMAN, sp|Q9H596|DUS21_HUMAN, sp|Q4G0W2|DUS28_HUMAN	tr|A0A2K5ZCY8|A0A2K5ZCY8_MANLE
OG0000598	sp|P41594|GRM5_HUMAN	tr|A0A2K6AA71|A0A2K6AA71_MANLE
OG0000598	sp|Q13255|GRM1_HUMAN	tr|A0A2K5YDW9|A0A2K5YDW9_MANLE, tr|A0A2K5ZD26|A0A2K5ZD26_MANLE
OG0000599	sp|P14324|FPPS_HUMAN	tr|A0A2K5X9Q1|A0A2K5X9Q1_MANLE, tr|A0A2K5YBH0|A0A2K5YBH0_MANLE, tr|A0A2K5XRX8|A0A2K5XRX8_MANLE, tr|A0A2K5ZCZ3|A0A2K5ZCZ3_MANLE
OG0000600	sp|Q8WU68|U2AF4_HUMAN	tr|A0A2K5XCY9|A0A2K5XCY9_MANLE
OG0000600	sp|Q01081|U2AF1_HUMAN	tr|A0A2K5Y4K4|A0A2K5Y4K4_MANLE, tr|A0A2K5Y8H7|A0A2K5Y8H7_MANLE
OG0000601	sp|P17927|CR1_HUMAN	tr|A0A2K5Y9V1|A0A2K5Y9V1_MANLE
OG0000601	sp|Q2VPA4|CR1L_HUMAN	tr|A0A2K5XMS2|A0A2K5XMS2_MANLE, tr|A0A2K5YJN2|A0A2K5YJN2_MANLE
OG0000602	sp|Q9BYC2|SCOT2_HUMAN	tr|A0A2K5XEG4|A0A2K5XEG4_MANLE
OG0000602	sp|P55809|SCOT1_HUMAN	tr|A0A2K6ABV8|A0A2K6ABV8_MANLE, tr|A0A2K5Y277|A0A2K5Y277_MANLE
OG0000603	sp|Q99611|SPS2_HUMAN	tr|A0A2K6AC16|A0A2K6AC16_MANLE
OG0000603	sp|P49903|SPS1_HUMAN	tr|A0A2K5XPM5|A0A2K5XPM5_MANLE, tr|A0A2K6A488|A0A2K6A488_MANLE
OG0000604	sp|Q06124|PTN11_HUMAN	tr|A0A2K5Y9A3|A0A2K5Y9A3_MANLE, tr|A0A2K6A5R9|A0A2K6A5R9_MANLE, tr|A0A2K5XTC2|A0A2K5XTC2_MANLE, tr|A0A2K5ZKJ0|A0A2K5ZKJ0_MANLE
OG0000605	sp|P21217|FUT3_HUMAN, sp|Q11128|FUT5_HUMAN, sp|P51993|FUT6_HUMAN	tr|A0A2K5ZBQ9|A0A2K5ZBQ9_MANLE, tr|A0A2K5ZFX4|A0A2K5ZFX4_MANLE
OG0000606	sp|O14520|AQP7_HUMAN, sp|A6NL99|AQP73_HUMAN, sp|A0A075B734|AQP7B_HUMAN, tr|Q8WX69|Q8WX69_HUMAN	tr|A0A2K5XT26|A0A2K5XT26_MANLE
OG0000607	sp|P05120|PAI2_HUMAN, sp|P29508|SPB3_HUMAN, sp|P48594|SPB4_HUMAN	tr|A0A2K5YCM5|A0A2K5YCM5_MANLE, tr|A0A2K6A0D9|A0A2K6A0D9_MANLE
OG0000608	sp|Q9NYA3|GOG6A_HUMAN, sp|A6NDN3|GOG6B_HUMAN, sp|P0CG33|GOG6D_HUMAN, sp|A6NDK9|GOG6C_HUMAN	tr|A0A2K5XVS8|A0A2K5XVS8_MANLE
OG0000609	sp|Q8TDS4|HCAR2_HUMAN, sp|P49019|HCAR3_HUMAN, sp|O00270|GPR31_HUMAN, sp|Q9BXC0|HCAR1_HUMAN	tr|A0A2K5XEI4|A0A2K5XEI4_MANLE
OG0000610	sp|Q5TYM5|FA72A_HUMAN, sp|H0Y354|FA72C_HUMAN, sp|Q6L9T8|FA72D_HUMAN, sp|Q86X60|FA72B_HUMAN	tr|A0A2K6AIB8|A0A2K6AIB8_MANLE
OG0000611	sp|Q01860|PO5F1_HUMAN, sp|Q06416|P5F1B_HUMAN, tr|A0A0G2JKW9|A0A0G2JKW9_HUMAN, sp|Q8N7G0|PO5F2_HUMAN	tr|A0A2K6A4A8|A0A2K6A4A8_MANLE
OG0000612	sp|Q9Y2F9|BTBD3_HUMAN	tr|A0A2K5YMD2|A0A2K5YMD2_MANLE
OG0000612	sp|Q96KE9|BTBD6_HUMAN	tr|A0A2K5XUA7|A0A2K5XUA7_MANLE, tr|A0A2K5Y3W7|A0A2K5Y3W7_MANLE
OG0000613	sp|P05451|REG1A_HUMAN	tr|A0A2K5YIR3|A0A2K5YIR3_MANLE
OG0000613	sp|P48304|REG1B_HUMAN	tr|A0A2K5XDB9|A0A2K5XDB9_MANLE, tr|A0A2K5ZF41|A0A2K5ZF41_MANLE
OG0000614	sp|Q8N808|S35G3_HUMAN, sp|P0C7Q6|S35G6_HUMAN, sp|P0C7Q5|S35G4_HUMAN, sp|Q96KT7|S35G5_HUMAN	tr|A0A2K5XTG9|A0A2K5XTG9_MANLE
OG0000615	sp|Q5VSP4|LC1L1_HUMAN, sp|Q9NY56|OBP2A_HUMAN, sp|Q9NPH6|OBP2B_HUMAN, sp|P31025|LCN1_HUMAN	tr|A0A2K5YQQ6|A0A2K5YQQ6_MANLE
OG0000616	sp|Q9UBF2|COPG2_HUMAN	tr|A0A2K5ZIV5|A0A2K5ZIV5_MANLE
OG0000616	sp|Q9Y678|COPG1_HUMAN	tr|A0A2K5YQL2|A0A2K5YQL2_MANLE, tr|A0A2K5ZRT1|A0A2K5ZRT1_MANLE
OG0000617	sp|O15397|IPO8_HUMAN	tr|A0A2K5YH37|A0A2K5YH37_MANLE
OG0000617	sp|O95373|IPO7_HUMAN	tr|A0A2K6A9H5|A0A2K6A9H5_MANLE, tr|A0A2K6ADQ5|A0A2K6ADQ5_MANLE
OG0000618	sp|P24043|LAMA2_HUMAN	tr|A0A2K5XUW6|A0A2K5XUW6_MANLE
OG0000618	sp|P25391|LAMA1_HUMAN	tr|A0A2K5XDN0|A0A2K5XDN0_MANLE, tr|A0A2K5Z9X7|A0A2K5Z9X7_MANLE
OG0000620	sp|Q12829|RB40B_HUMAN, sp|Q8WXH6|RB40A_HUMAN, sp|P0C0E4|RB40L_HUMAN, sp|Q96S21|RB40C_HUMAN	tr|A0A2K5XM67|A0A2K5XM67_MANLE
OG0000621	sp|Q9H0R8|GBRL1_HUMAN, sp|Q9BY60|GBRL3_HUMAN	tr|A0A2K5ZL23|A0A2K5ZL23_MANLE
OG0000621	sp|O95166|GBRAP_HUMAN	tr|A0A2K5XIZ5|A0A2K5XIZ5_MANLE
OG0000622	sp|O60688|YPEL1_HUMAN	tr|A0A2K6AAJ0|A0A2K6AAJ0_MANLE
OG0000622	sp|P61236|YPEL3_HUMAN, sp|Q96QA6|YPEL2_HUMAN	tr|A0A2K6A788|A0A2K6A788_MANLE
OG0000623	sp|P49335|PO3F4_HUMAN, sp|P20264|PO3F3_HUMAN, sp|Q03052|PO3F1_HUMAN, sp|P20265|PO3F2_HUMAN	tr|A0A2K5XPM1|A0A2K5XPM1_MANLE
OG0000624	sp|P42892|ECE1_HUMAN, sp|P0DPD8|EFCE2_HUMAN, sp|P0DPD7|EFMT4_HUMAN, sp|P0DPD6|ECE2_HUMAN	tr|A0A2K6AIN5|A0A2K6AIN5_MANLE
OG0000625	sp|Q9H9S3|S61A2_HUMAN	tr|A0A2K5ZXF6|A0A2K5ZXF6_MANLE
OG0000625	sp|P61619|S61A1_HUMAN	tr|A0A2K5YM46|A0A2K5YM46_MANLE, tr|A0A2K5Z5Z8|A0A2K5Z5Z8_MANLE
OG0000626	sp|Q9UKI8|TLK1_HUMAN	tr|A0A2K5ZE60|A0A2K5ZE60_MANLE
OG0000626	sp|Q86UE8|TLK2_HUMAN	tr|A0A2K5ZHQ5|A0A2K5ZHQ5_MANLE, tr|A0A2K6AIS2|A0A2K6AIS2_MANLE
OG0000628	sp|Q96FN4|CPNE2_HUMAN	tr|A0A2K5YXX7|A0A2K5YXX7_MANLE
OG0000628	sp|Q99829|CPNE1_HUMAN, sp|O75131|CPNE3_HUMAN	tr|A0A2K5Z596|A0A2K5Z596_MANLE
OG0000629	sp|O00763|ACACB_HUMAN	tr|A0A2K5Y0E4|A0A2K5Y0E4_MANLE, tr|A0A2K5XG52|A0A2K5XG52_MANLE
OG0000629	sp|Q13085|ACACA_HUMAN	tr|A0A2K5XXS3|A0A2K5XXS3_MANLE
OG0000630	sp|Q7Z3S9|NT2NA_HUMAN, sp|P0DPK3|NT2NB_HUMAN, tr|A0A8I5KY86|A0A8I5KY86_HUMAN, sp|P0DPK4|NT2NC_HUMAN	tr|A0A2K5Y872|A0A2K5Y872_MANLE
OG0000631	sp|Q9Y295|DRG1_HUMAN	tr|A0A2K6A1Q6|A0A2K6A1Q6_MANLE, tr|A0A2K5Y354|A0A2K5Y354_MANLE, tr|A0A2K5YPC3|A0A2K5YPC3_MANLE, tr|A0A2K5XBB0|A0A2K5XBB0_MANLE
OG0000632	sp|Q9UBC0|HNF6_HUMAN	tr|A0A2K5Z0T3|A0A2K5Z0T3_MANLE
OG0000632	sp|O60422|ONEC3_HUMAN, sp|O95948|ONEC2_HUMAN	tr|A0A2K5YXB6|A0A2K5YXB6_MANLE
OG0000633	sp|A6NDN8|UBIML_HUMAN	tr|A0A2K5ZLR9|A0A2K5ZLR9_MANLE
OG0000633	sp|P62861|RS30_HUMAN	tr|A0A2K5YZV6|A0A2K5YZV6_MANLE, tr|A0A2K5ZB63|A0A2K5ZB63_MANLE
OG0000634	sp|P0CF97|F200B_HUMAN	tr|A0A2K5XBD0|A0A2K5XBD0_MANLE
OG0000634	sp|Q49AG3|ZBED5_HUMAN, sp|Q8TCP9|F200A_HUMAN	tr|A0A2K5XAZ7|A0A2K5XAZ7_MANLE
OG0000635	sp|O60755|GALR3_HUMAN, sp|Q9UKP6|UR2R_HUMAN, sp|Q969F8|KISSR_HUMAN, sp|O43603|GALR2_HUMAN	tr|A0A2K5Y8U3|A0A2K5Y8U3_MANLE
OG0000636	sp|Q9Y490|TLN1_HUMAN	tr|A0A2K6A1X7|A0A2K6A1X7_MANLE
OG0000636	sp|Q9H1K6|TLRN1_HUMAN, sp|Q9Y4G6|TLN2_HUMAN	tr|A0A2K5ZNG1|A0A2K5ZNG1_MANLE
OG0000637	sp|A6NGE4|DC8L1_HUMAN	tr|A0A2K6AK77|A0A2K6AK77_MANLE
OG0000637	sp|P0C7V8|DC8L2_HUMAN, sp|Q5TAQ9|DCAF8_HUMAN	tr|A0A2K5XVK8|A0A2K5XVK8_MANLE
OG0000638	sp|P31321|KAP1_HUMAN	tr|A0A2K5Y5H2|A0A2K5Y5H2_MANLE
OG0000638	sp|P10644|KAP0_HUMAN	tr|A0A2K5XAN8|A0A2K5XAN8_MANLE, tr|A0A2K5YL25|A0A2K5YL25_MANLE
OG0000639	sp|Q9UL03|INT6_HUMAN	tr|A0A2K6AIA1|A0A2K6AIA1_MANLE, tr|A0A2K5ZUH4|A0A2K5ZUH4_MANLE
OG0000639	sp|Q5JSJ4|INT6L_HUMAN	tr|A0A2K5XT57|A0A2K5XT57_MANLE
OG0000640	sp|P05177|CP1A2_HUMAN	tr|A0A2K5XNM4|A0A2K5XNM4_MANLE
OG0000640	sp|P04798|CP1A1_HUMAN	tr|A0A2K5ZE62|A0A2K5ZE62_MANLE, tr|A0A2K5XC72|A0A2K5XC72_MANLE
OG0000641	sp|Q96IP4|TET5A_HUMAN	tr|A0A2K5Z187|A0A2K5Z187_MANLE
OG0000641	sp|Q8NEK8|TET5D_HUMAN, sp|Q5VWP2|TET5C_HUMAN	tr|A0A2K5XI09|A0A2K5XI09_MANLE
OG0000642	sp|Q96N28|PLD3A_HUMAN, sp|Q9Y3B1|PLD3B_HUMAN	tr|A0A2K5YJN8|A0A2K5YJN8_MANLE, tr|A0A2K5ZTJ6|A0A2K5ZTJ6_MANLE, tr|A0A2K5YAM0|A0A2K5YAM0_MANLE
OG0000643	sp|P05114|HMGN1_HUMAN	tr|A0A2K5YHH1|A0A2K5YHH1_MANLE, tr|A0A2K5Y0H8|A0A2K5Y0H8_MANLE, tr|A0A2K5Y895|A0A2K5Y895_MANLE, tr|A0A2K5XHE7|A0A2K5XHE7_MANLE
OG0000644	sp|O00506|STK25_HUMAN	tr|A0A2K6AI92|A0A2K6AI92_MANLE
OG0000644	sp|Q8TF76|HASP_HUMAN, sp|Q9Y6E0|STK24_HUMAN	tr|A0A2K5ZVH1|A0A2K5ZVH1_MANLE
OG0000645	sp|Q9Y5X3|SNX5_HUMAN	tr|A0A2K5YQ77|A0A2K5YQ77_MANLE, tr|A0A2K5ZGN8|A0A2K5ZGN8_MANLE, tr|A0A2K5YIY9|A0A2K5YIY9_MANLE, tr|A0A2K5XZC9|A0A2K5XZC9_MANLE
OG0000646	sp|P09923|PPBI_HUMAN	tr|A0A2K6A3N1|A0A2K6A3N1_MANLE
OG0000646	sp|P10696|PPBN_HUMAN, sp|P05187|PPB1_HUMAN	tr|A0A2K5YU78|A0A2K5YU78_MANLE
OG0000647	sp|Q6RI45|BRWD3_HUMAN	tr|A0A2K5YU39|A0A2K5YU39_MANLE
OG0000647	sp|Q8WWQ0|PHIP_HUMAN	tr|A0A2K5ZNN1|A0A2K5ZNN1_MANLE, tr|A0A2K5ZCU9|A0A2K5ZCU9_MANLE
OG0000648	sp|P05783|K1C18_HUMAN	tr|A0A2K6AJK2|A0A2K6AJK2_MANLE, tr|A0A2K5ZGI0|A0A2K5ZGI0_MANLE, tr|A0A2K5XJI0|A0A2K5XJI0_MANLE, tr|A0A2K5YFA5|A0A2K5YFA5_MANLE
OG0000649	sp|P27635|RL10_HUMAN	tr|A0A2K5XQF8|A0A2K5XQF8_MANLE, tr|A0A2K5XRV8|A0A2K5XRV8_MANLE
OG0000649	sp|Q96L21|RL10L_HUMAN	tr|A0A2K5XG18|A0A2K5XG18_MANLE
OG0000650	sp|P35232|PHB1_HUMAN	tr|A0A2K6AG73|A0A2K6AG73_MANLE, tr|A0A2K6ADW7|A0A2K6ADW7_MANLE, tr|A0A2K5ZQV2|A0A2K5ZQV2_MANLE, tr|A0A2K5ZBZ3|A0A2K5ZBZ3_MANLE
OG0000651	sp|A0A1B0GUQ0|F236A_HUMAN, sp|A0A1B0GV22|F236B_HUMAN, sp|P0DP71|F236C_HUMAN, sp|A0A1B0GTK5|F236D_HUMAN	tr|A0A2K5YBN7|A0A2K5YBN7_MANLE
OG0000653	sp|Q9Y6M4|KC1G3_HUMAN	tr|A0A2K6ACR3|A0A2K6ACR3_MANLE
OG0000653	sp|P78368|KC1G2_HUMAN, sp|Q9HCP0|KC1G1_HUMAN	tr|A0A2K5YF96|A0A2K5YF96_MANLE
OG0000654	sp|Q9NTI5|PDS5B_HUMAN	tr|A0A2K5Z080|A0A2K5Z080_MANLE
OG0000654	sp|Q29RF7|PDS5A_HUMAN	tr|A0A2K5XBF4|A0A2K5XBF4_MANLE, tr|A0A2K6AIE8|A0A2K6AIE8_MANLE
OG0000655	sp|P04000|OPSR_HUMAN, sp|P04001|OPSG_HUMAN, sp|P0DN77|OPSG2_HUMAN, sp|P0DN78|OPSG3_HUMAN	tr|A0A2K5YSJ2|A0A2K5YSJ2_MANLE
OG0000656	sp|P30711|GSTT1_HUMAN	tr|A0A2K5YK90|A0A2K5YK90_MANLE
OG0000656	tr|A0A1W2PRG0|A0A1W2PRG0_HUMAN, sp|A0A1W2PR19|GSTT4_HUMAN	tr|A0A2K5Y7V2|A0A2K5Y7V2_MANLE
OG0000657	sp|Q96BM9|ARL8A_HUMAN	tr|A0A2K5ZL64|A0A2K5ZL64_MANLE
OG0000657	sp|Q9NVJ2|ARL8B_HUMAN	tr|A0A2K5YT80|A0A2K5YT80_MANLE, tr|A0A2K5ZMN9|A0A2K5ZMN9_MANLE
OG0000658	sp|A6NEL2|SWAHB_HUMAN, sp|Q2M3V2|SWAHA_HUMAN, sp|Q53LP3|SWAHC_HUMAN, sp|A6NJG2|SWAHD_HUMAN	tr|A0A2K5XVL9|A0A2K5XVL9_MANLE
OG0000659	sp|P07711|CATL1_HUMAN	tr|A0A2K5ZBQ3|A0A2K5ZBQ3_MANLE
OG0000659	sp|Q5NE16|CATL3_HUMAN, sp|O60911|CATL2_HUMAN	tr|A0A2K5XQ71|A0A2K5XQ71_MANLE
OG0000660	sp|P29692|EF1D_HUMAN	tr|A0A2K5YCS9|A0A2K5YCS9_MANLE
OG0000660	sp|Q658K8|EF1DL_HUMAN	tr|A0A2K5ZTP6|A0A2K5ZTP6_MANLE, tr|A0A2K6A773|A0A2K6A773_MANLE
OG0000661	sp|Q9P0L0|VAPA_HUMAN	tr|A0A2K5Y3B8|A0A2K5Y3B8_MANLE
