Orthogroup	Homo_sapiens	Molossus_molossus
OG0001206	sp|Q5JWF2|GNAS1_HUMAN	tr|A0A7J8HGD3|A0A7J8HGD3_MOLMO
OG0001206	sp|P38405|GNAL_HUMAN	tr|A0A7J8HGB3|A0A7J8HGB3_MOLMO
OG0001207	sp|Q8NA75|DC4L2_HUMAN, sp|Q3SXM0|DC4L1_HUMAN, sp|Q8WV16|DCAF4_HUMAN	tr|A0A7J8JTU1|A0A7J8JTU1_MOLMO
OG0001208	sp|Q13203|MYBPH_HUMAN	tr|A0A7J8BN14|A0A7J8BN14_MOLMO
OG0001208	sp|A2RUH7|MBPHL_HUMAN	tr|A0A7J8CSG4|A0A7J8CSG4_MOLMO
OG0001209	sp|A6NH52|TV23A_HUMAN, sp|Q9NYZ1|TV23B_HUMAN, sp|Q96ET8|TV23C_HUMAN	tr|A0A7J8J4R5|A0A7J8J4R5_MOLMO
OG0001210	sp|Q9H0B8|CRLD2_HUMAN	tr|A0A7J8C6R0|A0A7J8C6R0_MOLMO
OG0001210	sp|Q9H336|CRLD1_HUMAN	tr|A0A7J8DSU3|A0A7J8DSU3_MOLMO
OG0001211	sp|P60983|GMFB_HUMAN	tr|A0A7J8JWC0|A0A7J8JWC0_MOLMO
OG0001211	sp|O60234|GMFG_HUMAN	tr|A0A7J8C7L7|A0A7J8C7L7_MOLMO
OG0001212	sp|P49279|NRAM1_HUMAN	tr|A0A7J8FTY4|A0A7J8FTY4_MOLMO
OG0001212	sp|P49281|NRAM2_HUMAN	tr|A0A7J8G1R9|A0A7J8G1R9_MOLMO
OG0001213	sp|P58397|ATS12_HUMAN	tr|A0A7J8IWB5|A0A7J8IWB5_MOLMO
OG0001213	sp|Q9UKP4|ATS7_HUMAN	tr|A0A7J8BK43|A0A7J8BK43_MOLMO
OG0001214	sp|Q5JT82|KLF17_HUMAN	tr|A0A7J8F9M2|A0A7J8F9M2_MOLMO
OG0001214	sp|A0A0U1RQI7|KLF18_HUMAN	tr|A0A7J8F934|A0A7J8F934_MOLMO
OG0001215	sp|Q6QNK2|AGRD1_HUMAN	tr|A0A7J8BVY4|A0A7J8BVY4_MOLMO
OG0001215	sp|Q7Z7M1|AGRD2_HUMAN	tr|A0A7J8EBP3|A0A7J8EBP3_MOLMO
OG0001216	sp|Q9NRC1|ST7_HUMAN	tr|A0A7J8HEM5|A0A7J8HEM5_MOLMO
OG0001216	sp|Q8TDW4|ST7L_HUMAN	tr|A0A7J8CUA9|A0A7J8CUA9_MOLMO
OG0001217	sp|P62993|GRB2_HUMAN, sp|Q13588|GRAP_HUMAN, sp|Q8TC17|GRAPL_HUMAN	tr|A0A7J8CY45|A0A7J8CY45_MOLMO
OG0001218	sp|Q13368|MPP3_HUMAN	tr|A0A7J8CZY2|A0A7J8CZY2_MOLMO
OG0001218	sp|Q5T2T1|MPP7_HUMAN	tr|A0A7J8JX85|A0A7J8JX85_MOLMO
OG0001219	sp|Q2TAP0|GOG7B_HUMAN	tr|A0A7J8DPL2|A0A7J8DPL2_MOLMO
OG0001219	sp|Q7Z5G4|GOGA7_HUMAN	tr|A0A7J8GKA3|A0A7J8GKA3_MOLMO
OG0001220	sp|Q08174|PCDH1_HUMAN	tr|A0A7J8IAQ5|A0A7J8IAQ5_MOLMO
OG0001220	sp|O60245|PCDH7_HUMAN	tr|A0A7J8JYA6|A0A7J8JYA6_MOLMO
OG0001221	sp|P10599|THIO_HUMAN	tr|A0A7J8EH56|A0A7J8EH56_MOLMO
OG0001221	sp|Q86VQ3|TXND2_HUMAN	tr|A0A7J8HLM3|A0A7J8HLM3_MOLMO
OG0001222	sp|Q04656|ATP7A_HUMAN	tr|A0A7J8J5S0|A0A7J8J5S0_MOLMO
OG0001222	sp|P35670|ATP7B_HUMAN	tr|A0A7J8GKC1|A0A7J8GKC1_MOLMO
OG0001223	sp|Q9Y519|T184B_HUMAN	tr|A0A7J8G228|A0A7J8G228_MOLMO
OG0001223	sp|Q6ZMB5|T184A_HUMAN	tr|A0A7J8IDQ1|A0A7J8IDQ1_MOLMO
OG0001224	sp|P62979|RS27A_HUMAN, tr|A0A2R8Y422|A0A2R8Y422_HUMAN	tr|A0A7J8CP49|A0A7J8CP49_MOLMO, tr|A0A7J8E3X5|A0A7J8E3X5_MOLMO
OG0001225	sp|O60706|ABCC9_HUMAN	tr|A0A7J8FUT0|A0A7J8FUT0_MOLMO
OG0001225	sp|Q09428|ABCC8_HUMAN	tr|A0A7J8EN25|A0A7J8EN25_MOLMO
OG0001226	sp|Q969R2|OSBP2_HUMAN	tr|A0A7J8BZ17|A0A7J8BZ17_MOLMO
OG0001226	sp|P22059|OSBP1_HUMAN	tr|A0A7J8ESK5|A0A7J8ESK5_MOLMO
OG0001228	sp|Q16478|GRIK5_HUMAN	tr|A0A7J8C7N9|A0A7J8C7N9_MOLMO
OG0001228	sp|Q16099|GRIK4_HUMAN	tr|A0A7J8BY67|A0A7J8BY67_MOLMO
OG0001229	sp|Q16822|PCKGM_HUMAN	tr|A0A7J8JZR9|A0A7J8JZR9_MOLMO
OG0001229	sp|P35558|PCKGC_HUMAN	tr|A0A7J8HID7|A0A7J8HID7_MOLMO
OG0001230	sp|Q3SY69|AL1L2_HUMAN	tr|A0A7J8FVV1|A0A7J8FVV1_MOLMO
OG0001230	sp|O75891|AL1L1_HUMAN	tr|A0A7J8HEI9|A0A7J8HEI9_MOLMO
OG0001231	sp|Q15672|TWST1_HUMAN	tr|A0A7J8HDS4|A0A7J8HDS4_MOLMO
OG0001231	sp|Q8WVJ9|TWST2_HUMAN	tr|A0A7J8FUK9|A0A7J8FUK9_MOLMO
OG0001232	sp|Q9H0E7|UBP44_HUMAN	tr|A0A7J8G2T3|A0A7J8G2T3_MOLMO
OG0001232	sp|Q70CQ1|UBP49_HUMAN	tr|A0A7J8GUH0|A0A7J8GUH0_MOLMO
OG0001233	sp|P47755|CAZA2_HUMAN	tr|A0A7J8HAF5|A0A7J8HAF5_MOLMO
OG0001233	sp|P52907|CAZA1_HUMAN	tr|A0A7J8CPT9|A0A7J8CPT9_MOLMO
OG0001234	sp|Q5VZM2|RRAGB_HUMAN	tr|A0A7J8J922|A0A7J8J922_MOLMO
OG0001234	sp|Q7L523|RRAGA_HUMAN	tr|A0A7J8EFT6|A0A7J8EFT6_MOLMO
OG0001235	sp|Q9H2K8|TAOK3_HUMAN	tr|A0A7J8C057|A0A7J8C057_MOLMO
OG0001235	sp|Q7L7X3|TAOK1_HUMAN	tr|A0A7J8D2Q3|A0A7J8D2Q3_MOLMO
OG0001236	tr|A0A0G2JKW9|A0A0G2JKW9_HUMAN, sp|Q06416|P5F1B_HUMAN, sp|Q01860|PO5F1_HUMAN	tr|A0A7J8GSC6|A0A7J8GSC6_MOLMO
OG0001237	sp|P42356|PI4KA_HUMAN, sp|A4QPH2|PI4P2_HUMAN, sp|Q8N8J0|PI4P1_HUMAN	tr|A0A7J8BZ48|A0A7J8BZ48_MOLMO
OG0001238	sp|Q96G03|PGM2_HUMAN	tr|A0A7J8JZL7|A0A7J8JZL7_MOLMO
OG0001238	sp|Q6PCE3|PGM2L_HUMAN	tr|A0A7J8ESW6|A0A7J8ESW6_MOLMO
OG0001239	sp|O75843|AP1G2_HUMAN	tr|A0A7J8JRL7|A0A7J8JRL7_MOLMO
OG0001239	sp|O43747|AP1G1_HUMAN	tr|A0A7J8C5E0|A0A7J8C5E0_MOLMO
OG0001240	sp|P22413|ENPP1_HUMAN	tr|A0A7J8GP92|A0A7J8GP92_MOLMO
OG0001240	sp|O14638|ENPP3_HUMAN	tr|A0A7J8GPG1|A0A7J8GPG1_MOLMO
OG0001241	sp|Q719H9|KCTD1_HUMAN	tr|A0A7J8HGM8|A0A7J8HGM8_MOLMO
OG0001241	sp|Q96SI1|KCD15_HUMAN	tr|A0A7J8C830|A0A7J8C830_MOLMO
OG0001242	sp|Q9BPV8|P2Y13_HUMAN, sp|Q15391|P2Y14_HUMAN, sp|Q9H244|P2Y12_HUMAN	tr|A0A7J8I262|A0A7J8I262_MOLMO
OG0001243	sp|Q96AX1|VP33A_HUMAN	tr|A0A7J8BYM6|A0A7J8BYM6_MOLMO
OG0001243	sp|Q9H267|VP33B_HUMAN	tr|A0A7J8I8T8|A0A7J8I8T8_MOLMO
OG0001244	sp|Q9H857|NT5D2_HUMAN	tr|A0A7J8DCE3|A0A7J8DCE3_MOLMO
OG0001244	sp|Q86UY8|NT5D3_HUMAN	tr|A0A7J8G092|A0A7J8G092_MOLMO
OG0001245	sp|Q14151|SAFB2_HUMAN	tr|A0A7J8IBH3|A0A7J8IBH3_MOLMO
OG0001245	sp|Q15424|SAFB1_HUMAN	tr|A0A7J8ICE6|A0A7J8ICE6_MOLMO
OG0001246	sp|Q96IG2|FXL20_HUMAN	tr|A0A7J8CXN7|A0A7J8CXN7_MOLMO
OG0001246	sp|Q9UKC9|FBXL2_HUMAN	tr|A0A7J8DBK8|A0A7J8DBK8_MOLMO
OG0001247	sp|A0A3B3IRV3|MCTS2_HUMAN, sp|Q9ULC4|MCTS1_HUMAN	tr|A0A7J8J6U6|A0A7J8J6U6_MOLMO, tr|A0A7J8JYZ4|A0A7J8JYZ4_MOLMO
OG0001248	sp|P10827|THA_HUMAN	tr|A0A7J8D3B3|A0A7J8D3B3_MOLMO
OG0001248	sp|P10828|THB_HUMAN	tr|A0A7J8DDP9|A0A7J8DDP9_MOLMO
OG0001249	sp|P56377|AP1S2_HUMAN	tr|A0A7J8J5Q2|A0A7J8J5Q2_MOLMO
OG0001249	sp|P61966|AP1S1_HUMAN	tr|A0A7J8IWU2|A0A7J8IWU2_MOLMO
OG0001250	sp|P62995|TRA2B_HUMAN	tr|A0A7J8I3G9|A0A7J8I3G9_MOLMO
OG0001250	sp|Q13595|TRA2A_HUMAN	tr|A0A7J8HEB0|A0A7J8HEB0_MOLMO
OG0001251	sp|Q99536|VAT1_HUMAN	tr|A0A7J8D3U4|A0A7J8D3U4_MOLMO, tr|A0A7J8D386|A0A7J8D386_MOLMO, tr|A0A7J8CRZ7|A0A7J8CRZ7_MOLMO
OG0001252	sp|O00238|BMR1B_HUMAN	tr|A0A7J8JRT8|A0A7J8JRT8_MOLMO
OG0001252	sp|P36894|BMR1A_HUMAN	tr|A0A7J8DMR0|A0A7J8DMR0_MOLMO
OG0001253	sp|P30872|SSR1_HUMAN	tr|A0A7J8K274|A0A7J8K274_MOLMO
OG0001253	sp|P31391|SSR4_HUMAN	tr|A0A7J8K3B5|A0A7J8K3B5_MOLMO
OG0001254	sp|Q16513|PKN2_HUMAN	tr|A0A7J8FB47|A0A7J8FB47_MOLMO
OG0001254	sp|Q16512|PKN1_HUMAN	tr|A0A7J8IA29|A0A7J8IA29_MOLMO
OG0001255	sp|Q7Z5Q1|CPEB2_HUMAN	tr|A0A7J8JS41|A0A7J8JS41_MOLMO
OG0001255	sp|Q17RY0|CPEB4_HUMAN	tr|A0A7J8I4Q5|A0A7J8I4Q5_MOLMO
OG0001256	sp|Q86UP9|LHPL3_HUMAN	tr|A0A7J8HC88|A0A7J8HC88_MOLMO
OG0001256	sp|Q7Z7J7|LHPL4_HUMAN	tr|A0A7J8DBJ5|A0A7J8DBJ5_MOLMO
OG0001257	sp|O43861|ATP9B_HUMAN	tr|A0A7J8HFH4|A0A7J8HFH4_MOLMO
OG0001257	sp|O75110|ATP9A_HUMAN	tr|A0A7J8HEK1|A0A7J8HEK1_MOLMO
OG0001258	sp|Q8WZ19|BACD1_HUMAN	tr|A0A7J8J033|A0A7J8J033_MOLMO
OG0001258	sp|Q9H3F6|BACD3_HUMAN	tr|A0A7J8BYB1|A0A7J8BYB1_MOLMO
OG0001259	sp|Q9HAZ1|CLK4_HUMAN	tr|A0A7J8I4I1|A0A7J8I4I1_MOLMO
OG0001259	sp|P49759|CLK1_HUMAN	tr|A0A7J8FRU1|A0A7J8FRU1_MOLMO
OG0001260	sp|P16333|NCK1_HUMAN	tr|A0A7J8DCC4|A0A7J8DCC4_MOLMO
OG0001260	sp|O43639|NCK2_HUMAN	tr|A0A7J8E3P0|A0A7J8E3P0_MOLMO
OG0001261	sp|O94915|FRYL_HUMAN	tr|A0A7J8JTG1|A0A7J8JTG1_MOLMO
OG0001261	sp|Q5TBA9|FRY_HUMAN	tr|A0A7J8FX49|A0A7J8FX49_MOLMO
OG0001262	sp|Q9H7T9|AUNIP_HUMAN	tr|A0A7J8F6B7|A0A7J8F6B7_MOLMO
OG0001262	sp|Q86WK9|PAQR7_HUMAN	tr|A0A7J8FC14|A0A7J8FC14_MOLMO
OG0001263	sp|Q9HBY8|SGK2_HUMAN	tr|A0A7J8HJG9|A0A7J8HJG9_MOLMO
OG0001263	sp|O00141|SGK1_HUMAN	tr|A0A7J8GTF4|A0A7J8GTF4_MOLMO
OG0001264	sp|Q8TEY7|UBP33_HUMAN	tr|A0A7J8FCU2|A0A7J8FCU2_MOLMO
OG0001264	sp|Q9Y2K6|UBP20_HUMAN	tr|A0A7J8EH31|A0A7J8EH31_MOLMO
OG0001265	sp|P12830|CADH1_HUMAN	tr|A0A7J8C695|A0A7J8C695_MOLMO
OG0001265	sp|P22223|CADH3_HUMAN	tr|A0A7J8C692|A0A7J8C692_MOLMO
OG0001266	sp|Q5JUK3|KCNT1_HUMAN	tr|A0A7J8EEA4|A0A7J8EEA4_MOLMO
OG0001266	sp|Q6UVM3|KCNT2_HUMAN	tr|A0A7J8BMV9|A0A7J8BMV9_MOLMO
OG0001268	sp|P55160|NCKPL_HUMAN	tr|A0A7J8G017|A0A7J8G017_MOLMO
OG0001268	sp|Q9Y2A7|NCKP1_HUMAN	tr|A0A7J8FT02|A0A7J8FT02_MOLMO
OG0001269	sp|O96019|ACL6A_HUMAN	tr|A0A7J8HXJ9|A0A7J8HXJ9_MOLMO
OG0001269	sp|O94805|ACL6B_HUMAN	tr|A0A7J8IVJ9|A0A7J8IVJ9_MOLMO
OG0001271	sp|Q8N392|RHG18_HUMAN	tr|A0A7J8GNM6|A0A7J8GNM6_MOLMO
OG0001271	sp|Q5TG30|RHG40_HUMAN	tr|A0A7J8HEI1|A0A7J8HEI1_MOLMO
OG0001272	sp|Q712K3|UB2R2_HUMAN	tr|A0A7J8EH48|A0A7J8EH48_MOLMO
OG0001272	sp|P49427|UB2R1_HUMAN	tr|A0A7J8I5P7|A0A7J8I5P7_MOLMO
OG0001273	sp|Q9Y6T7|DGKB_HUMAN	tr|A0A7J8HB56|A0A7J8HB56_MOLMO
OG0001273	sp|P49619|DGKG_HUMAN	tr|A0A7J8HYB6|A0A7J8HYB6_MOLMO
OG0001274	sp|Q6P1M0|S27A4_HUMAN	tr|A0A7J8EH92|A0A7J8EH92_MOLMO
OG0001274	sp|Q6PCB7|S27A1_HUMAN	tr|A0A7J8IBZ9|A0A7J8IBZ9_MOLMO
OG0001275	sp|Q9Y6R1|S4A4_HUMAN	tr|A0A7J8K295|A0A7J8K295_MOLMO
OG0001275	sp|Q9BY07|S4A5_HUMAN	tr|A0A7J8E4A2|A0A7J8E4A2_MOLMO
OG0001276	sp|O15503|INSI1_HUMAN	tr|A0A7J8HBJ6|A0A7J8HBJ6_MOLMO
OG0001276	sp|Q9Y5U4|INSI2_HUMAN	tr|A0A7J8FRL0|A0A7J8FRL0_MOLMO
OG0001277	sp|Q8NBQ5|DHB11_HUMAN, sp|Q8N3Y7|RDHE2_HUMAN, sp|Q7Z5P4|DHB13_HUMAN	tr|A0A7J8JTZ8|A0A7J8JTZ8_MOLMO
OG0001278	sp|O43347|MSI1H_HUMAN	tr|A0A7J8BYS2|A0A7J8BYS2_MOLMO
OG0001278	sp|Q96DH6|MSI2H_HUMAN	tr|A0A7J8D025|A0A7J8D025_MOLMO
OG0001279	sp|Q96L46|CPNS2_HUMAN	tr|A0A7J8C610|A0A7J8C610_MOLMO
OG0001279	sp|P04632|CPNS1_HUMAN	tr|A0A7J8C5U5|A0A7J8C5U5_MOLMO
OG0001280	sp|Q9C056|NKX62_HUMAN, sp|P78426|NKX61_HUMAN, sp|A6NJ46|NKX63_HUMAN	tr|A0A7J8DQM9|A0A7J8DQM9_MOLMO
OG0001281	sp|A6NHQ2|FBLL1_HUMAN	tr|A0A7J8I780|A0A7J8I780_MOLMO
OG0001281	sp|P22087|FBRL_HUMAN	tr|A0A7J8C7G0|A0A7J8C7G0_MOLMO
OG0001282	sp|P23219|PGH1_HUMAN	tr|A0A7J8EFF4|A0A7J8EFF4_MOLMO
OG0001282	sp|P35354|PGH2_HUMAN	tr|A0A7J8CT41|A0A7J8CT41_MOLMO
OG0001283	sp|P32297|ACHA3_HUMAN	tr|A0A7J8BK97|A0A7J8BK97_MOLMO
OG0001283	sp|Q15825|ACHA6_HUMAN	tr|A0A7J8GKI6|A0A7J8GKI6_MOLMO
OG0001284	sp|Q5H9R4|ARMX4_HUMAN	tr|A0A7J8J5L7|A0A7J8J5L7_MOLMO
OG0001284	sp|Q9UH62|ARMX3_HUMAN	tr|A0A7J8J5R4|A0A7J8J5R4_MOLMO
OG0001285	sp|Q6P4Q7|CNNM4_HUMAN	tr|A0A7J8E0Y4|A0A7J8E0Y4_MOLMO
OG0001285	sp|Q9H8M5|CNNM2_HUMAN	tr|A0A7J8DNG2|A0A7J8DNG2_MOLMO
OG0001286	sp|Q6PJF5|RHDF2_HUMAN	tr|A0A7J8D1H7|A0A7J8D1H7_MOLMO
OG0001286	sp|Q96CC6|RHDF1_HUMAN	tr|A0A7J8J303|A0A7J8J303_MOLMO
OG0001287	sp|Q9UG63|ABCF2_HUMAN	tr|A0A7J8GLR0|A0A7J8GLR0_MOLMO
OG0001287	sp|Q9NUQ8|ABCF3_HUMAN	tr|A0A7J8HYT1|A0A7J8HYT1_MOLMO
OG0001288	sp|Q6ZMS4|ZN852_HUMAN, sp|Q9P0L1|ZKSC7_HUMAN	tr|A0A7J8DEN9|A0A7J8DEN9_MOLMO, tr|A0A7J8DEH5|A0A7J8DEH5_MOLMO
OG0001289	sp|Q16653|MOG_HUMAN	tr|A0A7J8GRT3|A0A7J8GRT3_MOLMO, tr|A0A7J8F981|A0A7J8F981_MOLMO, tr|A0A7J8ERF7|A0A7J8ERF7_MOLMO
OG0001290	sp|Q3KRB8|RHGBB_HUMAN, tr|A0A499FJF3|A0A499FJF3_HUMAN, sp|Q6P4F7|RHGBA_HUMAN	tr|A0A7J8JRA2|A0A7J8JRA2_MOLMO
OG0001291	sp|Q8IUQ4|SIAH1_HUMAN	tr|A0A7J8CAZ6|A0A7J8CAZ6_MOLMO
OG0001291	sp|O43255|SIAH2_HUMAN	tr|A0A7J8I2K8|A0A7J8I2K8_MOLMO
OG0001292	sp|P0DSO1|F246C_HUMAN, sp|A0A494C0N9|F246B_HUMAN, sp|A0A494C0Y3|F246A_HUMAN	tr|A0A7J8BYF0|A0A7J8BYF0_MOLMO
OG0001293	sp|Q9H114|CSTL1_HUMAN	tr|A0A7J8HFE4|A0A7J8HFE4_MOLMO
OG0001293	sp|O60676|CST8_HUMAN	tr|A0A7J8HG25|A0A7J8HG25_MOLMO
OG0001294	sp|O95475|SIX6_HUMAN	tr|A0A7J8K0J3|A0A7J8K0J3_MOLMO
OG0001294	sp|O95343|SIX3_HUMAN	tr|A0A7J8E468|A0A7J8E468_MOLMO
OG0001296	sp|Q93033|IGSF2_HUMAN, sp|O75054|IGSF3_HUMAN, sp|Q969P0|IGSF8_HUMAN	tr|A0A7J8CPW1|A0A7J8CPW1_MOLMO
OG0001297	sp|O75882|ATRN_HUMAN	tr|A0A7J8HGH7|A0A7J8HGH7_MOLMO
OG0001297	sp|Q5VV63|ATRN1_HUMAN	tr|A0A7J8DNQ0|A0A7J8DNQ0_MOLMO
OG0001298	sp|Q9BXA9|SALL3_HUMAN	tr|A0A7J8HKJ8|A0A7J8HKJ8_MOLMO
OG0001298	sp|Q9NSC2|SALL1_HUMAN	tr|A0A7J8CAV3|A0A7J8CAV3_MOLMO
OG0001299	sp|Q9H2J7|S6A15_HUMAN	tr|A0A7J8G1Y1|A0A7J8G1Y1_MOLMO
OG0001299	sp|Q9H1V8|S6A17_HUMAN	tr|A0A7J8CU94|A0A7J8CU94_MOLMO
OG0001300	sp|P17540|KCRS_HUMAN	tr|A0A7J8IXG8|A0A7J8IXG8_MOLMO
OG0001300	sp|P12532|KCRU_HUMAN	tr|A0A7J8JVV4|A0A7J8JVV4_MOLMO
OG0001301	sp|Q13131|AAPK1_HUMAN	tr|A0A7J8J1E7|A0A7J8J1E7_MOLMO
OG0001301	sp|P54646|AAPK2_HUMAN	tr|A0A7J8FAU7|A0A7J8FAU7_MOLMO
OG0001302	sp|Q7L9L4|MOB1B_HUMAN	tr|A0A7J8JX16|A0A7J8JX16_MOLMO
OG0001302	sp|Q9H8S9|MOB1A_HUMAN	tr|A0A7J8E3F4|A0A7J8E3F4_MOLMO
OG0001303	sp|Q9Y4G8|RPGF2_HUMAN	tr|A0A7J8ICF3|A0A7J8ICF3_MOLMO
OG0001303	sp|Q8TEU7|RPGF6_HUMAN	tr|A0A7J8IBT4|A0A7J8IBT4_MOLMO
OG0001304	sp|Q9C000|NLRP1_HUMAN	tr|A0A7J8D0H8|A0A7J8D0H8_MOLMO
OG0001304	sp|Q9Y2G2|CARD8_HUMAN	tr|A0A7J8I0V1|A0A7J8I0V1_MOLMO
OG0001305	sp|Q02218|ODO1_HUMAN	tr|A0A7J8HD27|A0A7J8HD27_MOLMO
OG0001305	sp|Q9ULD0|OGDHL_HUMAN	tr|A0A7J8DQC3|A0A7J8DQC3_MOLMO
OG0001306	sp|Q6PH85|DCNL2_HUMAN	tr|A0A7J8GJB7|A0A7J8GJB7_MOLMO
OG0001306	sp|Q96GG9|DCNL1_HUMAN	tr|A0A7J8I088|A0A7J8I088_MOLMO
OG0001307	sp|P20930|FILA_HUMAN, sp|Q86YZ3|HORN_HUMAN, sp|P80511|S10AC_HUMAN	tr|A0A7J8CTR4|A0A7J8CTR4_MOLMO
OG0001308	sp|P61421|VA0D1_HUMAN	tr|A0A7J8C5J2|A0A7J8C5J2_MOLMO
OG0001308	sp|Q8N8Y2|VA0D2_HUMAN	tr|A0A7J8DSG4|A0A7J8DSG4_MOLMO
OG0001309	sp|P25685|DNJB1_HUMAN	tr|A0A7J8I6I4|A0A7J8I6I4_MOLMO
OG0001309	sp|Q9UDY4|DNJB4_HUMAN	tr|A0A7J8F7E7|A0A7J8F7E7_MOLMO
OG0001310	sp|Q13705|AVR2B_HUMAN	tr|A0A7J8D9K6|A0A7J8D9K6_MOLMO
OG0001310	sp|P27037|AVR2A_HUMAN	tr|A0A7J8FP78|A0A7J8FP78_MOLMO
OG0001311	sp|Q9BQD1|MCHL2_HUMAN, sp|Q16048|MCHL1_HUMAN, sp|P20382|MCH_HUMAN	tr|A0A7J8G0G0|A0A7J8G0G0_MOLMO
OG0001312	sp|Q8TCW9|PKR1_HUMAN	tr|A0A7J8E458|A0A7J8E458_MOLMO
OG0001312	sp|Q8NFJ6|PKR2_HUMAN	tr|A0A7J8HKF1|A0A7J8HKF1_MOLMO
OG0001313	sp|E9PAV3|NACAM_HUMAN, sp|Q9H009|NACA2_HUMAN, sp|Q9BZK3|NACP4_HUMAN	tr|A0A7J8ERH5|A0A7J8ERH5_MOLMO
OG0001314	sp|P17787|ACHB2_HUMAN	tr|A0A7J8CQF4|A0A7J8CQF4_MOLMO
OG0001314	sp|P30926|ACHB4_HUMAN	tr|A0A7J8BJX5|A0A7J8BJX5_MOLMO
OG0001315	sp|Q14964|RB39A_HUMAN	tr|A0A7J8ETJ4|A0A7J8ETJ4_MOLMO
OG0001315	sp|Q96DA2|RB39B_HUMAN	tr|A0A7J8J8X6|A0A7J8J8X6_MOLMO
OG0001316	sp|O14718|OPSX_HUMAN, sp|Q6U736|OPN5_HUMAN, sp|Q9H1Y3|OPN3_HUMAN	tr|A0A7J8K170|A0A7J8K170_MOLMO
OG0001317	sp|P09619|PGFRB_HUMAN	tr|A0A7J8I9X3|A0A7J8I9X3_MOLMO
OG0001317	sp|P16234|PGFRA_HUMAN	tr|A0A7J8JUT9|A0A7J8JUT9_MOLMO
OG0001318	sp|Q9H0K4|RSH6A_HUMAN	tr|A0A7J8CAT1|A0A7J8CAT1_MOLMO
OG0001318	sp|Q5TD94|RSH4A_HUMAN	tr|A0A7J8GSX5|A0A7J8GSX5_MOLMO
OG0001319	sp|Q15111|PLCL1_HUMAN	tr|A0A7J8FTR8|A0A7J8FTR8_MOLMO
OG0001319	sp|Q9UPR0|PLCL2_HUMAN	tr|A0A7J8DCV7|A0A7J8DCV7_MOLMO
OG0001320	sp|O43791|SPOP_HUMAN	tr|A0A7J8D2P3|A0A7J8D2P3_MOLMO
OG0001320	sp|Q6IQ16|SPOPL_HUMAN	tr|A0A7J8FU06|A0A7J8FU06_MOLMO
OG0001321	sp|Q6ZT77|ZN826_HUMAN	tr|A0A7J8CVA0|A0A7J8CVA0_MOLMO
OG0001321	sp|Q49A33|Z876P_HUMAN	tr|A0A7J8C8G7|A0A7J8C8G7_MOLMO
OG0001322	sp|Q8N831|TSYL6_HUMAN, sp|Q9UJ04|TSYL4_HUMAN, sp|Q86VY4|TSYL5_HUMAN	tr|A0A7J8DUS2|A0A7J8DUS2_MOLMO
OG0001323	sp|Q70Z35|PREX2_HUMAN	tr|A0A7J8DUE0|A0A7J8DUE0_MOLMO
OG0001323	sp|Q8TCU6|PREX1_HUMAN	tr|A0A7J8HJ71|A0A7J8HJ71_MOLMO
OG0001324	sp|Q9UBD0|HSFX1_HUMAN, sp|Q96LI6|HSFY1_HUMAN	tr|A0A7J8F9R4|A0A7J8F9R4_MOLMO, tr|A0A7J8E1R2|A0A7J8E1R2_MOLMO
OG0001325	sp|Q04759|KPCT_HUMAN	tr|A0A7J8K014|A0A7J8K014_MOLMO
OG0001325	sp|Q05655|KPCD_HUMAN	tr|A0A7J8DCX1|A0A7J8DCX1_MOLMO
OG0001326	sp|A6NMX2|I4E1B_HUMAN	tr|A0A7J8I6L8|A0A7J8I6L8_MOLMO
OG0001326	sp|P06730|IF4E_HUMAN	tr|A0A7J8JTN0|A0A7J8JTN0_MOLMO
OG0001327	sp|Q9NXZ2|DDX43_HUMAN	tr|A0A7J8GPY9|A0A7J8GPY9_MOLMO
OG0001327	sp|Q86TM3|DDX53_HUMAN	tr|A0A7J8J6G9|A0A7J8J6G9_MOLMO
OG0001328	sp|Q9P0T7|TMEM9_HUMAN	tr|A0A7J8BNJ2|A0A7J8BNJ2_MOLMO
OG0001328	sp|Q9NQ34|TMM9B_HUMAN	tr|A0A7J8EUS8|A0A7J8EUS8_MOLMO
OG0001329	sp|Q6ZT07|TBCD9_HUMAN	tr|A0A7J8IDB4|A0A7J8IDB4_MOLMO
OG0001329	sp|Q66K14|TBC9B_HUMAN	tr|A0A7J8IE04|A0A7J8IE04_MOLMO
OG0001330	sp|P11233|RALA_HUMAN	tr|A0A7J8HET3|A0A7J8HET3_MOLMO
OG0001330	sp|P11234|RALB_HUMAN	tr|A0A7J8FTF4|A0A7J8FTF4_MOLMO
OG0001331	sp|Q6VN20|RBP10_HUMAN	tr|A0A7J8CAL4|A0A7J8CAL4_MOLMO
OG0001331	sp|Q96S59|RANB9_HUMAN	tr|A0A7J8FB09|A0A7J8FB09_MOLMO
OG0001332	sp|Q86XP0|PA24D_HUMAN, sp|Q9UP65|PA24C_HUMAN, sp|P0C869|PA24B_HUMAN	tr|A0A7J8JYN1|A0A7J8JYN1_MOLMO
OG0001333	sp|P52888|THOP1_HUMAN	tr|A0A7J8IDI3|A0A7J8IDI3_MOLMO
OG0001333	sp|Q9BYT8|NEUL_HUMAN	tr|A0A7J8J0K7|A0A7J8J0K7_MOLMO
