Orthogroup	Homo_sapiens	Camelus_ferus 
OG0001934	sp|Q96HS1|PGAM5_HUMAN	tr|S9WIC1|S9WIC1_CAMFR, tr|S9YWB3|S9YWB3_CAMFR
OG0001935	sp|P12074|CX6A1_HUMAN	tr|T0MG96|T0MG96_CAMFR, tr|S9XZ98|S9XZ98_CAMFR
OG0001936	sp|Q9Y289|SC5A6_HUMAN	tr|S9XZY9|S9XZY9_CAMFR, tr|S9WP19|S9WP19_CAMFR
OG0001937	sp|P08913|ADA2A_HUMAN, sp|P18089|ADA2B_HUMAN	tr|S9X6Q3|S9X6Q3_CAMFR
OG0001938	sp|P14625|ENPL_HUMAN, sp|Q58FF3|ENPLL_HUMAN	tr|S9XFS2|S9XFS2_CAMFR
OG0001939	sp|P55160|NCKPL_HUMAN, sp|Q9Y2A7|NCKP1_HUMAN	tr|S9Y6D4|S9Y6D4_CAMFR
OG0001940	sp|Q7Z5G4|GOGA7_HUMAN, sp|Q2TAP0|GOG7B_HUMAN	tr|S9YAB4|S9YAB4_CAMFR
OG0001941	sp|O14647|CHD2_HUMAN, sp|O14646|CHD1_HUMAN	tr|S9YDH0|S9YDH0_CAMFR
OG0001942	sp|Q4G148|GXLT1_HUMAN, sp|A0PJZ3|GXLT2_HUMAN	tr|S9YL74|S9YL74_CAMFR
OG0001943	sp|Q16512|PKN1_HUMAN, sp|Q16513|PKN2_HUMAN	tr|S9YQW7|S9YQW7_CAMFR
OG0001944	sp|P49221|TGM4_HUMAN, sp|P22735|TGM1_HUMAN	tr|S9YRM8|S9YRM8_CAMFR
OG0001945	sp|Q6IN97|FRP2L_HUMAN, sp|Q68DX3|FRPD2_HUMAN	tr|S9W9S9|S9W9S9_CAMFR
OG0001946	sp|Q93073|SBP2L_HUMAN, sp|Q96T21|SEBP2_HUMAN	tr|S9WAK3|S9WAK3_CAMFR
OG0001947	sp|Q8IWT6|LRC8A_HUMAN	tr|S9YGT3|S9YGT3_CAMFR, tr|S9WDP3|S9WDP3_CAMFR
OG0001948	sp|Q6NV74|CRCDL_HUMAN, sp|Q9ULL0|K1210_HUMAN	tr|S9WH36|S9WH36_CAMFR
OG0001949	sp|Q6P4I2|WDR73_HUMAN	tr|S9WA17|S9WA17_CAMFR, tr|S9WW32|S9WW32_CAMFR
OG0001950	sp|E5RG02|PRS46_HUMAN, sp|A0A1B0GVH4|PRS51_HUMAN	tr|S9XP19|S9XP19_CAMFR
OG0001951	sp|O95996|APCL_HUMAN	tr|S9XTP0|S9XTP0_CAMFR, tr|S9YKL0|S9YKL0_CAMFR
OG0001952	sp|P58215|LOXL3_HUMAN, sp|Q9Y4K0|LOXL2_HUMAN	tr|S9Y3N8|S9Y3N8_CAMFR
OG0001953	sp|Q04900|MUC24_HUMAN	tr|S9Y8R6|S9Y8R6_CAMFR, tr|T0NLK5|T0NLK5_CAMFR
OG0001954	sp|Q8TD33|SG1C1_HUMAN, sp|P0DMR2|SG1C2_HUMAN	tr|S9YNA8|S9YNA8_CAMFR
OG0001955	sp|O00755|WNT7A_HUMAN, sp|P56706|WNT7B_HUMAN	tr|T0MF17|T0MF17_CAMFR
OG0001956	sp|Q9HAJ7|SP30L_HUMAN, sp|O75446|SAP30_HUMAN	tr|S9W526|S9W526_CAMFR
OG0001957	sp|O60704|TPST2_HUMAN	tr|S9WPF2|S9WPF2_CAMFR, tr|S9Y1Z5|S9Y1Z5_CAMFR
OG0001958	sp|Q9NZ56|FMN2_HUMAN	tr|S9W787|S9W787_CAMFR, tr|S9WVT4|S9WVT4_CAMFR
OG0001959	sp|Q86X27|RGPS2_HUMAN, sp|Q5JS13|RGPS1_HUMAN	tr|S9X4J8|S9X4J8_CAMFR
OG0001960	sp|Q8NGY3|OR6K3_HUMAN	tr|S9XDG1|S9XDG1_CAMFR, tr|S9XBC3|S9XBC3_CAMFR
OG0001961	sp|Q5EBL4|RIPL1_HUMAN, sp|Q96NA2|RILP_HUMAN	tr|S9XC11|S9XC11_CAMFR
OG0001962	sp|Q8TDU9|RL3R2_HUMAN	tr|S9XLY7|S9XLY7_CAMFR, tr|T0M916|T0M916_CAMFR
OG0001963	sp|Q01844|EWS_HUMAN	tr|S9XQC7|S9XQC7_CAMFR, tr|S9WFY7|S9WFY7_CAMFR
OG0001964	sp|P83876|TXN4A_HUMAN	tr|S9XW36|S9XW36_CAMFR, tr|S9Y8W0|S9Y8W0_CAMFR
OG0001965	sp|Q96HV5|TM41A_HUMAN, sp|Q5BJD5|TM41B_HUMAN	tr|S9Y258|S9Y258_CAMFR
OG0001966	sp|Q8TF05|PP4R1_HUMAN, sp|Q9P1A2|PP4RL_HUMAN	tr|S9WLH9|S9WLH9_CAMFR
OG0001967	sp|Q12798|CETN1_HUMAN	tr|S9WSC7|S9WSC7_CAMFR, tr|S9XP50|S9XP50_CAMFR
OG0001968	sp|Q8NDA8|MROH1_HUMAN	tr|S9X3Y6|S9X3Y6_CAMFR, tr|S9XX94|S9XX94_CAMFR
OG0001969	sp|Q8TD94|KLF14_HUMAN, sp|Q9BXK1|KLF16_HUMAN	tr|S9YKU9|S9YKU9_CAMFR
OG0001970	sp|Q9UHD8|SEPT9_HUMAN, sp|Q9UH03|SEPT3_HUMAN	tr|S9YM88|S9YM88_CAMFR
OG0001971	sp|Q02543|RL18A_HUMAN	tr|S9YV86|S9YV86_CAMFR, tr|S9YM57|S9YM57_CAMFR
OG0001972	sp|P60852|ZP1_HUMAN, sp|Q12836|ZP4_HUMAN	tr|S9W8K0|S9W8K0_CAMFR
OG0001973	sp|P40616|ARL1_HUMAN, sp|Q0P5N6|ARL16_HUMAN	tr|S9WVD2|S9WVD2_CAMFR
OG0001975	sp|Q9H4A6|GOLP3_HUMAN, sp|Q9H4A5|GLP3L_HUMAN	tr|S9X984|S9X984_CAMFR
OG0001976	sp|Q8IXS6|PALM2_HUMAN, tr|C9JA33|C9JA33_HUMAN	tr|S9XDS3|S9XDS3_CAMFR
OG0001977	sp|Q5SVQ8|ZBT41_HUMAN	tr|S9W7W5|S9W7W5_CAMFR, tr|S9XMC1|S9XMC1_CAMFR
OG0001978	sp|Q58EX2|SDK2_HUMAN, sp|Q7Z5N4|SDK1_HUMAN	tr|S9YJD9|S9YJD9_CAMFR
OG0001979	sp|P47902|CDX1_HUMAN	tr|S9W954|S9W954_CAMFR, tr|S9XLU0|S9XLU0_CAMFR
OG0001980	sp|Q13606|OR5I1_HUMAN, sp|Q8N127|O5AS1_HUMAN	tr|S9W9R3|S9W9R3_CAMFR
OG0001981	sp|O00445|SYT5_HUMAN	tr|S9X3E0|S9X3E0_CAMFR, tr|S9WNZ8|S9WNZ8_CAMFR
OG0001982	sp|O75351|VPS4B_HUMAN, sp|Q9UN37|VPS4A_HUMAN	tr|S9X0H6|S9X0H6_CAMFR
OG0001983	sp|Q9H0N5|PHS2_HUMAN, sp|P61457|PHS_HUMAN	tr|S9X5L0|S9X5L0_CAMFR
OG0001984	sp|P35754|GLRX1_HUMAN	tr|S9XKY4|S9XKY4_CAMFR, tr|S9XNZ1|S9XNZ1_CAMFR
OG0001985	sp|Q15256|PTPRR_HUMAN, sp|P35236|PTN7_HUMAN	tr|S9XML5|S9XML5_CAMFR
OG0001986	sp|A6NJ78|MET15_HUMAN, sp|P0C7V9|ME15P_HUMAN	tr|T0NNQ1|T0NNQ1_CAMFR
OG0001987	sp|O95843|GUC1C_HUMAN, sp|P43080|GUC1A_HUMAN	tr|S9WE36|S9WE36_CAMFR
OG0001988	sp|Q86T03|PP4P1_HUMAN, sp|Q8N4L2|PP4P2_HUMAN	tr|S9WIX1|S9WIX1_CAMFR
OG0001989	sp|Q8NGZ6|OR6F1_HUMAN	tr|S9YEZ8|S9YEZ8_CAMFR, tr|S9XAH1|S9XAH1_CAMFR
OG0001990	sp|Q96CX2|KCD12_HUMAN	tr|S9XTS5|S9XTS5_CAMFR, tr|S9XQG5|S9XQG5_CAMFR
OG0001991	sp|Q9HBI1|PARVB_HUMAN, sp|Q9NVD7|PARVA_HUMAN	tr|S9XT93|S9XT93_CAMFR
OG0001992	sp|Q6ZSG1|RN165_HUMAN, sp|Q6ZNA4|RN111_HUMAN	tr|S9YCT5|S9YCT5_CAMFR
OG0001993	sp|P27539|GDF1_HUMAN, sp|Q9NR23|GDF3_HUMAN	tr|T0M9G8|T0M9G8_CAMFR
OG0001994	sp|P17010|ZFX_HUMAN, sp|P08048|ZFY_HUMAN	tr|S9W8E6|S9W8E6_CAMFR
OG0001995	sp|P13569|CFTR_HUMAN	tr|S9XF99|S9XF99_CAMFR, tr|S9W7T4|S9W7T4_CAMFR
OG0001996	sp|Q9ULN7|PNM8B_HUMAN, sp|A0A1B0GUJ8|PNM8C_HUMAN	tr|S9XJ68|S9XJ68_CAMFR
OG0001997	sp|Q96TC7|RMD3_HUMAN, sp|Q96LZ7|RMD2_HUMAN	tr|T0MDQ6|T0MDQ6_CAMFR
OG0001998	sp|Q96DP5|FMT_HUMAN, sp|P22102|PUR2_HUMAN	tr|T0NLQ6|T0NLQ6_CAMFR
OG0002000	sp|P83436|COG7_HUMAN	tr|S9WX40|S9WX40_CAMFR, tr|S9WFJ0|S9WFJ0_CAMFR
OG0002001	sp|Q9BRV8|SIKE1_HUMAN, sp|Q9NVK5|FGOP2_HUMAN	tr|S9X157|S9X157_CAMFR
OG0002002	sp|Q96PY6|NEK1_HUMAN	tr|S9XYE5|S9XYE5_CAMFR, tr|S9X7S8|S9X7S8_CAMFR
OG0002003	sp|P11234|RALB_HUMAN	tr|S9XW07|S9XW07_CAMFR, tr|S9WXE4|S9WXE4_CAMFR
OG0002004	sp|Q99708|CTIP_HUMAN	tr|S9Y2C4|S9Y2C4_CAMFR, tr|S9WVE4|S9WVE4_CAMFR
OG0002005	sp|Q96IW7|SC22A_HUMAN, sp|Q9BRL7|SC22C_HUMAN	tr|S9Y898|S9Y898_CAMFR
OG0002007	sp|P41231|P2RY2_HUMAN	tr|S9XYZ8|S9XYZ8_CAMFR, tr|S9YH54|S9YH54_CAMFR
OG0002008	sp|Q04206|TF65_HUMAN, sp|Q04864|REL_HUMAN	tr|T0MEL2|T0MEL2_CAMFR
OG0002009	sp|Q9HCI5|MAGE1_HUMAN, sp|Q8TD90|MAGE2_HUMAN	tr|S9W8P8|S9W8P8_CAMFR
OG0002010	sp|Q92618|ZN516_HUMAN	tr|S9WUA5|S9WUA5_CAMFR, tr|S9X5N1|S9X5N1_CAMFR
OG0002011	sp|Q5TG30|RHG40_HUMAN, sp|Q8N392|RHG18_HUMAN	tr|S9X6V5|S9X6V5_CAMFR
OG0002012	sp|Q9NRW4|DUS22_HUMAN, sp|Q9H1R2|DUS15_HUMAN	tr|S9X9E1|S9X9E1_CAMFR
OG0002013	sp|Q9ULW6|NP1L2_HUMAN	tr|S9WFK9|S9WFK9_CAMFR, tr|S9XEG5|S9XEG5_CAMFR
OG0002014	sp|Q9H1K1|ISCU_HUMAN	tr|S9XVU7|S9XVU7_CAMFR, tr|S9XI35|S9XI35_CAMFR
OG0002015	sp|P25786|PSA1_HUMAN	tr|S9XKC5|S9XKC5_CAMFR, tr|S9XKH9|S9XKH9_CAMFR
OG0002016	sp|Q8IZF3|AGRF4_HUMAN, sp|Q8IZF7|AGRF2_HUMAN	tr|S9XY38|S9XY38_CAMFR
OG0002017	sp|Q5H8C1|FREM1_HUMAN	tr|S9YF69|S9YF69_CAMFR, tr|S9W991|S9W991_CAMFR
OG0002018	sp|Q9NYR8|RDH8_HUMAN, sp|P14061|DHB1_HUMAN	tr|S9YLA0|S9YLA0_CAMFR
OG0002019	sp|Q92854|SEM4D_HUMAN	tr|S9WHI4|S9WHI4_CAMFR, tr|S9X956|S9X956_CAMFR
OG0002020	sp|P51809|VAMP7_HUMAN, sp|Q9BV40|VAMP8_HUMAN	tr|S9X0Y4|S9X0Y4_CAMFR
OG0002021	sp|P04201|MAS_HUMAN	tr|S9XAZ1|S9XAZ1_CAMFR, tr|S9X3N4|S9X3N4_CAMFR
OG0002022	sp|Q8IWW6|RHG12_HUMAN, sp|Q53QZ3|RHG15_HUMAN	tr|S9X5Y8|S9X5Y8_CAMFR
OG0002023	sp|Q8IY50|S35F3_HUMAN, sp|A4IF30|S35F4_HUMAN	tr|S9Y991|S9Y991_CAMFR
OG0002024	sp|Q9HBI0|PARVG_HUMAN	tr|S9YG28|S9YG28_CAMFR, tr|S9XI93|S9XI93_CAMFR
OG0002025	sp|Q9Y285|SYFA_HUMAN	tr|S9W7E3|S9W7E3_CAMFR, tr|S9YVD4|S9YVD4_CAMFR
OG0002026	sp|Q9Y219|JAG2_HUMAN	tr|S9Z047|S9Z047_CAMFR, tr|S9WCJ3|S9WCJ3_CAMFR
OG0002027	sp|O15350|P73_HUMAN	tr|S9YSN3|S9YSN3_CAMFR, tr|S9WLV0|S9WLV0_CAMFR
OG0002028	sp|Q9NPH3|IL1AP_HUMAN	tr|S9WHZ4|S9WHZ4_CAMFR, tr|S9WPQ8|S9WPQ8_CAMFR
OG0002029	sp|Q99062|CSF3R_HUMAN	tr|T0NLA7|T0NLA7_CAMFR, tr|S9WWB8|S9WWB8_CAMFR
OG0002030	sp|P07237|PDIA1_HUMAN, sp|Q13087|PDIA2_HUMAN	tr|S9WYY2|S9WYY2_CAMFR
OG0002031	sp|Q86WI3|NLRC5_HUMAN	tr|S9X294|S9X294_CAMFR, tr|S9WLJ8|S9WLJ8_CAMFR
OG0002032	sp|Q8NBP0|TTC13_HUMAN, sp|Q9Y2Z0|SGT1_HUMAN	tr|S9XHV9|S9XHV9_CAMFR
OG0002033	sp|Q10570|CPSF1_HUMAN	tr|S9X4N8|S9X4N8_CAMFR, tr|S9XPL1|S9XPL1_CAMFR
OG0002034	sp|Q9ULU4|PKCB1_HUMAN, sp|Q15326|ZMY11_HUMAN	tr|S9Y440|S9Y440_CAMFR
OG0002035	sp|Q86U70|LDB1_HUMAN, sp|O43679|LDB2_HUMAN	tr|S9YED5|S9YED5_CAMFR
OG0002036	sp|P29275|AA2BR_HUMAN, sp|P29274|AA2AR_HUMAN	tr|S9YGW1|S9YGW1_CAMFR
OG0002038	sp|Q8NGR3|OR1K1_HUMAN	tr|S9W8J6|S9W8J6_CAMFR, tr|S9XGC9|S9XGC9_CAMFR
OG0002039	sp|Q9NX55|HYPK_HUMAN	tr|S9WHA6|S9WHA6_CAMFR, tr|T0MGN3|T0MGN3_CAMFR
OG0002040	sp|O75293|GA45B_HUMAN, sp|O95257|GA45G_HUMAN	tr|S9WVV1|S9WVV1_CAMFR
OG0002041	sp|Q9H5X1|CIA2A_HUMAN, sp|Q9Y3D0|CIA2B_HUMAN	tr|S9X036|S9X036_CAMFR
OG0002042	sp|P0C672|TSN19_HUMAN, sp|P27701|CD82_HUMAN	tr|S9X1R2|S9X1R2_CAMFR
OG0002043	sp|Q6NXR0|IIGP5_HUMAN	tr|S9XKR4|S9XKR4_CAMFR, tr|S9XJA8|S9XJA8_CAMFR
OG0002045	sp|Q969H4|CNKR1_HUMAN	tr|S9XNX0|S9XNX0_CAMFR, tr|S9XQR9|S9XQR9_CAMFR
OG0002046	sp|A5YM72|CRNS1_HUMAN	tr|S9XIK7|S9XIK7_CAMFR, tr|S9XSD7|S9XSD7_CAMFR
OG0002047	sp|Q8WWR9|PDPFL_HUMAN	tr|S9WJF9|S9WJF9_CAMFR, tr|S9XT53|S9XT53_CAMFR
OG0002048	sp|Q13370|PDE3B_HUMAN, sp|Q14432|PDE3A_HUMAN	tr|S9YB76|S9YB76_CAMFR
OG0002049	sp|Q9P2D6|F135A_HUMAN	tr|S9WPQ6|S9WPQ6_CAMFR, tr|S9YHB0|S9YHB0_CAMFR
OG0002050	sp|Q9NUB1|ACS2L_HUMAN	tr|T0MF12|T0MF12_CAMFR, tr|S9Y046|S9Y046_CAMFR
OG0002051	sp|Q01543|FLI1_HUMAN, sp|Q99581|FEV_HUMAN	tr|T0NR38|T0NR38_CAMFR
OG0002052	sp|Q7Z4J2|GL6D1_HUMAN	tr|T0NTQ2|T0NTQ2_CAMFR, tr|S9YLQ4|S9YLQ4_CAMFR
OG0002053	sp|Q5TB30|DEP1A_HUMAN, sp|Q8WUY9|DEP1B_HUMAN	tr|S9WPE3|S9WPE3_CAMFR
OG0002054	sp|P42771|CDN2A_HUMAN, sp|P42772|CDN2B_HUMAN	tr|S9WQY5|S9WQY5_CAMFR
OG0002055	sp|Q9BWD1|THIC_HUMAN	tr|S9YMJ8|S9YMJ8_CAMFR, tr|S9X6D0|S9X6D0_CAMFR
OG0002056	sp|Q8N9B5|JMY_HUMAN	tr|S9WTJ3|S9WTJ3_CAMFR, tr|S9XCA2|S9XCA2_CAMFR
OG0002057	sp|P19634|SL9A1_HUMAN	tr|S9XNF4|S9XNF4_CAMFR, tr|S9XP03|S9XP03_CAMFR
OG0002058	sp|Q9H6Y7|RN167_HUMAN	tr|T0M637|T0M637_CAMFR, tr|S9XUK6|S9XUK6_CAMFR
OG0002059	sp|Q8IWR1|TRI59_HUMAN, sp|O60858|TRI13_HUMAN	tr|S9YC73|S9YC73_CAMFR
OG0002060	sp|Q9Y608|LRRF2_HUMAN	tr|S9WIR9|S9WIR9_CAMFR, tr|S9YQB6|S9YQB6_CAMFR
OG0002061	sp|Q14162|SREC_HUMAN, sp|Q96GP6|SREC2_HUMAN	tr|T0MGI3|T0MGI3_CAMFR
OG0002062	sp|Q9Y255|PRLD1_HUMAN	tr|S9WCE9|S9WCE9_CAMFR, tr|T0MID2|T0MID2_CAMFR
OG0002063	sp|Q8NC69|KCTD6_HUMAN, sp|Q8N5I3|KCNRG_HUMAN	tr|S9WZX6|S9WZX6_CAMFR
OG0002064	sp|Q86VZ1|P2RY8_HUMAN, sp|P55085|PAR2_HUMAN	tr|S9XWT7|S9XWT7_CAMFR
OG0002065	sp|Q9UKA8|RCAN3_HUMAN	tr|S9XY27|S9XY27_CAMFR, tr|S9Y0D3|S9Y0D3_CAMFR
OG0002066	sp|Q8TD84|DSCL1_HUMAN, sp|O60469|DSCAM_HUMAN	tr|S9YL11|S9YL11_CAMFR
OG0002067	sp|P40429|RL13A_HUMAN, sp|Q6NVV1|R13P3_HUMAN	tr|S9YYT0|S9YYT0_CAMFR
OG0002068	sp|P54284|CACB3_HUMAN	tr|S9YFK4|S9YFK4_CAMFR, tr|S9WF35|S9WF35_CAMFR
OG0002070	sp|O43681|GET3_HUMAN	tr|S9XI72|S9XI72_CAMFR, tr|S9YH84|S9YH84_CAMFR
OG0002071	sp|Q9Y5S2|MRCKB_HUMAN, sp|Q5VT25|MRCKA_HUMAN	tr|S9XJ77|S9XJ77_CAMFR
OG0002072	sp|Q9H2L5|RASF4_HUMAN, sp|P50749|RASF2_HUMAN	tr|S9XVQ2|S9XVQ2_CAMFR
OG0002073	sp|Q5VT66|MARC1_HUMAN, sp|Q969Z3|MARC2_HUMAN	tr|T0MJ54|T0MJ54_CAMFR
OG0002074	sp|P41252|SYIC_HUMAN, sp|Q9NSE4|SYIM_HUMAN	tr|T0MJ67|T0MJ67_CAMFR
OG0002075	sp|Q6ZP29|LAAT1_HUMAN, sp|A1A4F0|S66AL_HUMAN	tr|T0NM38|T0NM38_CAMFR
OG0002076	sp|Q96DT6|ATG4C_HUMAN, sp|Q86TL0|ATG4D_HUMAN	tr|T0NQ23|T0NQ23_CAMFR
OG0002077	sp|Q9Y4I5|MTL5_HUMAN, sp|Q6MZP7|LIN54_HUMAN	tr|S9WEI7|S9WEI7_CAMFR
OG0002078	sp|Q13535|ATR_HUMAN, sp|Q13315|ATM_HUMAN	tr|S9XNI6|S9XNI6_CAMFR
OG0002079	sp|Q9BQD3|KXDL1_HUMAN	tr|S9XJJ3|S9XJJ3_CAMFR, tr|S9XXX9|S9XXX9_CAMFR
OG0002080	sp|Q9Y2D4|EXC6B_HUMAN, sp|Q8TAG9|EXOC6_HUMAN	tr|S9YTP6|S9YTP6_CAMFR
OG0002081	sp|Q9UQ05|KCNH4_HUMAN, sp|Q96L42|KCNH8_HUMAN	tr|S9W9I6|S9W9I6_CAMFR
OG0002082	sp|Q6ZWJ8|KCP_HUMAN, sp|Q8N8U9|BMPER_HUMAN	tr|S9WC25|S9WC25_CAMFR
OG0002083	sp|Q9NPA2|MMP25_HUMAN	tr|S9YBI9|S9YBI9_CAMFR, tr|S9WEX9|S9WEX9_CAMFR
OG0002084	sp|Q6ZP65|BICL1_HUMAN	tr|S9X002|S9X002_CAMFR, tr|S9WH10|S9WH10_CAMFR
OG0002085	sp|Q6UX53|MET7B_HUMAN, sp|Q9H8H3|MET7A_HUMAN	tr|S9XBL9|S9XBL9_CAMFR
OG0002086	sp|Q86TN4|TRPT1_HUMAN	tr|S9XM16|S9XM16_CAMFR, tr|S9YSC1|S9YSC1_CAMFR
OG0002088	sp|Q53GI3|ZN394_HUMAN, sp|P17020|ZNF16_HUMAN	tr|S9XR03|S9XR03_CAMFR
OG0002089	sp|Q9NQL9|DMRT3_HUMAN	tr|S9XTA9|S9XTA9_CAMFR, tr|S9WYN1|S9WYN1_CAMFR
OG0002090	sp|Q13588|GRAP_HUMAN, sp|Q8TC17|GRAPL_HUMAN	tr|S9YUX9|S9YUX9_CAMFR
OG0002091	tr|A0A0G2JLG4|A0A0G2JLG4_HUMAN, sp|Q9NY37|ASIC5_HUMAN	tr|S9YVB1|S9YVB1_CAMFR
OG0002092	sp|Q9UQ10|DHDH_HUMAN	tr|S9YYV1|S9YYV1_CAMFR, tr|S9WQ61|S9WQ61_CAMFR
OG0002093	sp|Q8IYB1|M21D2_HUMAN, sp|Q8N9M5|TM102_HUMAN	tr|S9X3Y3|S9X3Y3_CAMFR
OG0002094	sp|Q8TAX0|OSR1_HUMAN	tr|S9XWB4|S9XWB4_CAMFR, tr|S9XCG1|S9XCG1_CAMFR
OG0002095	sp|Q6P587|FAHD1_HUMAN	tr|S9XLG3|S9XLG3_CAMFR, tr|S9WFT6|S9WFT6_CAMFR
OG0002096	sp|P51532|SMCA4_HUMAN, sp|P51531|SMCA2_HUMAN	tr|S9YC94|S9YC94_CAMFR
OG0002097	sp|P41271|NBL1_HUMAN, sp|Q8N907|DAND5_HUMAN	tr|T0MJB8|T0MJB8_CAMFR
OG0002098	sp|Q16543|CDC37_HUMAN, sp|Q7L3B6|CD37L_HUMAN	tr|T0NJC2|T0NJC2_CAMFR
OG0002099	sp|Q9Y5J3|HEY1_HUMAN	tr|S9WDJ0|S9WDJ0_CAMFR, tr|S9W8M5|S9W8M5_CAMFR
OG0002100	sp|Q2VIQ3|KIF4B_HUMAN, sp|O95239|KIF4A_HUMAN	tr|S9WFI1|S9WFI1_CAMFR
OG0002101	sp|Q9UHQ4|BAP29_HUMAN, sp|P51572|BAP31_HUMAN	tr|S9WJ21|S9WJ21_CAMFR
OG0002102	sp|Q99424|ACOX2_HUMAN	tr|S9WY46|S9WY46_CAMFR, tr|T0NI11|T0NI11_CAMFR
OG0002103	sp|Q9HBW9|AGRL4_HUMAN	tr|S9XGQ8|S9XGQ8_CAMFR, tr|S9XB16|S9XB16_CAMFR
OG0002104	sp|O14978|ZN263_HUMAN, tr|B7ZLF3|B7ZLF3_HUMAN	tr|S9YLJ2|S9YLJ2_CAMFR
OG0002105	sp|Q13043|STK4_HUMAN, sp|Q13188|STK3_HUMAN	tr|S9W7S8|S9W7S8_CAMFR
OG0002107	sp|Q7RTU1|TCF23_HUMAN, sp|Q7RTU0|TCF24_HUMAN	tr|S9WMF0|S9WMF0_CAMFR
OG0002108	sp|Q9H334|FOXP1_HUMAN, sp|O15409|FOXP2_HUMAN	tr|S9WVS8|S9WVS8_CAMFR
OG0002109	sp|P61421|VA0D1_HUMAN, sp|Q8N8Y2|VA0D2_HUMAN	tr|S9X0L5|S9X0L5_CAMFR
OG0002110	sp|P18433|PTPRA_HUMAN, sp|P23469|PTPRE_HUMAN	tr|S9X2J7|S9X2J7_CAMFR
OG0002111	sp|Q5HYM0|ZC12B_HUMAN	tr|S9X6X6|S9X6X6_CAMFR, tr|S9WAT7|S9WAT7_CAMFR
OG0002112	sp|P46379|BAG6_HUMAN	tr|S9XCQ7|S9XCQ7_CAMFR, tr|S9X729|S9X729_CAMFR
OG0002113	sp|Q6Y1H2|HACD2_HUMAN, sp|B0YJ81|HACD1_HUMAN	tr|S9XQ71|S9XQ71_CAMFR
OG0002114	sp|P16278|BGAL_HUMAN	tr|S9XRH4|S9XRH4_CAMFR, tr|S9XDZ1|S9XDZ1_CAMFR
OG0002115	sp|Q4G0A6|MINY4_HUMAN, sp|A8MYZ0|MIY4B_HUMAN	tr|S9Y3Y0|S9Y3Y0_CAMFR
OG0002116	sp|Q99460|PSMD1_HUMAN, sp|Q13200|PSMD2_HUMAN	tr|S9Y4K3|S9Y4K3_CAMFR
OG0002117	sp|Q96A08|H2B1A_HUMAN	tr|S9Y6U1|S9Y6U1_CAMFR, tr|S9YFW5|S9YFW5_CAMFR
OG0002118	sp|O14529|CUX2_HUMAN	tr|T0NIE4|T0NIE4_CAMFR, tr|S9X6E4|S9X6E4_CAMFR
OG0002119	sp|P40222|TXLNA_HUMAN	tr|T0NMM0|T0NMM0_CAMFR, tr|S9XGM7|S9XGM7_CAMFR
OG0002120	sp|P84085|ARF5_HUMAN, sp|P18085|ARF4_HUMAN	tr|S9Y0Q5|S9Y0Q5_CAMFR
OG0002121	sp|Q8IVP5|FUND1_HUMAN, sp|Q9BWH2|FUND2_HUMAN	tr|S9YA78|S9YA78_CAMFR
OG0002122	sp|P49902|5NTC_HUMAN	tr|S9YCY4|S9YCY4_CAMFR, tr|S9YEE8|S9YEE8_CAMFR
OG0002123	sp|P11226|MBL2_HUMAN	tr|S9YKS2|S9YKS2_CAMFR, tr|S9Y4E5|S9Y4E5_CAMFR
OG0002124	sp|Q8WU58|F222B_HUMAN	tr|T0MGT7|T0MGT7_CAMFR, tr|S9YG45|S9YG45_CAMFR
OG0002125	sp|Q6UXK2|ISLR2_HUMAN, sp|O14498|ISLR_HUMAN	tr|T0NRB1|T0NRB1_CAMFR
OG0002126	sp|Q13216|ERCC8_HUMAN, sp|Q8NA23|WDR31_HUMAN	tr|S9WHS8|S9WHS8_CAMFR
OG0002127	sp|Q9Y3P4|RHBD3_HUMAN	tr|S9WI45|S9WI45_CAMFR, tr|S9WIZ3|S9WIZ3_CAMFR
OG0002128	sp|Q69YN2|C19L1_HUMAN	tr|T0MIT3|T0MIT3_CAMFR, tr|S9X2C5|S9X2C5_CAMFR
OG0002129	sp|Q9P209|CEP72_HUMAN, sp|Q1X8D7|LRC36_HUMAN	tr|S9X2V9|S9X2V9_CAMFR
OG0002130	sp|Q4U2R8|S22A6_HUMAN	tr|S9X7E2|S9X7E2_CAMFR, tr|S9X4R9|S9X4R9_CAMFR
OG0002133	sp|Q9BVK8|TM147_HUMAN	tr|S9Y1W0|S9Y1W0_CAMFR, tr|S9WTK5|S9WTK5_CAMFR
OG0002134	sp|Q9HCE9|ANO8_HUMAN, sp|Q9NW15|ANO10_HUMAN	tr|S9Y885|S9Y885_CAMFR
OG0002135	sp|Q5TB80|CE162_HUMAN	tr|S9WIJ1|S9WIJ1_CAMFR, tr|S9YKN0|S9YKN0_CAMFR
OG0002136	sp|Q8WYB5|KAT6B_HUMAN, sp|Q92794|KAT6A_HUMAN	tr|S9YZU7|S9YZU7_CAMFR
OG0002137	sp|Q9Y4D2|DGLA_HUMAN, sp|Q8NCG7|DGLB_HUMAN	tr|S9Z0C8|S9Z0C8_CAMFR
OG0002138	sp|Q9H898|ZMAT4_HUMAN, sp|Q9UL40|ZN346_HUMAN	tr|T0M718|T0M718_CAMFR
OG0002139	sp|Q9UBD9|CLCF1_HUMAN	tr|T0M687|T0M687_CAMFR, tr|T0M994|T0M994_CAMFR
