Orthogroup	Homo_sapiens	Suricata_suricatta
OG0001438	sp|Q9H0X9|OSBL5_HUMAN	tr|A0A673U6I9|A0A673U6I9_SURSU
OG0001438	sp|Q9BZF1|OSBL8_HUMAN	tr|A0A673UJ27|A0A673UJ27_SURSU
OG0001439	sp|Q9NP86|CABP5_HUMAN	tr|A0A673V6H0|A0A673V6H0_SURSU
OG0001439	sp|Q9NZU7|CABP1_HUMAN	tr|A0A673UBA9|A0A673UBA9_SURSU
OG0001440	sp|P03951|FA11_HUMAN	tr|A0A673SSL0|A0A673SSL0_SURSU
OG0001440	sp|P03952|KLKB1_HUMAN	tr|A0A673STN4|A0A673STN4_SURSU
OG0001441	sp|Q14896|MYPC3_HUMAN	tr|A0A673T268|A0A673T268_SURSU
OG0001441	sp|Q14324|MYPC2_HUMAN	tr|A0A673VIX3|A0A673VIX3_SURSU
OG0001442	sp|A6NHT5|HMX3_HUMAN, sp|A2RU54|HMX2_HUMAN, sp|Q9NP08|HMX1_HUMAN	tr|A0A673SVZ6|A0A673SVZ6_SURSU
OG0001443	sp|O75594|PGRP1_HUMAN, sp|Q96LB8|PGRP4_HUMAN, sp|Q96LB9|PGRP3_HUMAN	tr|A0A673VCF8|A0A673VCF8_SURSU
OG0001444	sp|Q04759|KPCT_HUMAN	tr|A0A673TUT8|A0A673TUT8_SURSU
OG0001444	sp|Q05655|KPCD_HUMAN	tr|A0A673UNW2|A0A673UNW2_SURSU
OG0001445	sp|P61764|STXB1_HUMAN	tr|A0A673UB53|A0A673UB53_SURSU
OG0001445	sp|Q15833|STXB2_HUMAN	tr|A0A673VPX7|A0A673VPX7_SURSU
OG0001446	sp|P31994|FCG2B_HUMAN, sp|P12318|FCG2A_HUMAN, sp|P31995|FCG2C_HUMAN	tr|A0A673U614|A0A673U614_SURSU
OG0001447	sp|Q16775|GLO2_HUMAN	tr|A0A673VNL5|A0A673VNL5_SURSU
OG0001447	sp|Q6PII5|HAGHL_HUMAN	tr|A0A673U9V3|A0A673U9V3_SURSU
OG0001448	sp|Q9NVW2|RNF12_HUMAN	tr|A0A673VBQ4|A0A673VBQ4_SURSU, tr|A0A673VFQ5|A0A673VFQ5_SURSU, tr|A0A673VIJ6|A0A673VIJ6_SURSU
OG0001449	sp|P52888|THOP1_HUMAN	tr|A0A673U696|A0A673U696_SURSU
OG0001449	sp|Q9BYT8|NEUL_HUMAN	tr|A0A673V291|A0A673V291_SURSU
OG0001450	sp|P16278|BGAL_HUMAN	tr|A0A673TEV3|A0A673TEV3_SURSU
OG0001450	sp|Q6UWU2|GLB1L_HUMAN	tr|A0A673T7P9|A0A673T7P9_SURSU
OG0001451	sp|Q8NHV9|RHXF1_HUMAN, sp|P0C7M4|RHF2B_HUMAN, sp|Q9BQY4|RHXF2_HUMAN	tr|A0A673VCY9|A0A673VCY9_SURSU
OG0001452	sp|Q6ZS30|NBEL1_HUMAN	tr|A0A673T5W4|A0A673T5W4_SURSU
OG0001452	sp|Q6ZNJ1|NBEL2_HUMAN	tr|A0A673UA81|A0A673UA81_SURSU
OG0001453	sp|Q9BQQ7|RTP3_HUMAN	tr|A0A673TU81|A0A673TU81_SURSU
OG0001453	sp|Q96DX8|RTP4_HUMAN	tr|A0A673T960|A0A673T960_SURSU
OG0001454	sp|Q5T0N5|FBP1L_HUMAN	tr|A0A673VAA8|A0A673VAA8_SURSU
OG0001454	sp|Q96RU3|FNBP1_HUMAN	tr|A0A673TIU1|A0A673TIU1_SURSU
OG0001455	sp|Q9UHD9|UBQL2_HUMAN	tr|A0A673V5E0|A0A673V5E0_SURSU
OG0001455	sp|Q9UMX0|UBQL1_HUMAN	tr|A0A673TYF6|A0A673TYF6_SURSU
OG0001456	sp|Q9Y2X7|GIT1_HUMAN	tr|A0A673V5X5|A0A673V5X5_SURSU
OG0001456	sp|Q14161|GIT2_HUMAN	tr|A0A673UQK4|A0A673UQK4_SURSU
OG0001457	sp|P09467|F16P1_HUMAN	tr|A0A673TNY6|A0A673TNY6_SURSU
OG0001457	sp|O00757|F16P2_HUMAN	tr|A0A673TD69|A0A673TD69_SURSU
OG0001458	sp|P06732|KCRM_HUMAN	tr|A0A673VBT4|A0A673VBT4_SURSU
OG0001458	sp|P12277|KCRB_HUMAN	tr|A0A673V010|A0A673V010_SURSU
OG0001459	sp|Q9P1P5|TAAR2_HUMAN	tr|A0A673TYC5|A0A673TYC5_SURSU
OG0001459	sp|Q9P1P4|TAAR3_HUMAN	tr|A0A673TU61|A0A673TU61_SURSU
OG0001460	sp|Q03001|DYST_HUMAN	tr|A0A673UZE9|A0A673UZE9_SURSU
OG0001460	sp|Q9UPN3|MACF1_HUMAN	tr|A0A673UAB9|A0A673UAB9_SURSU
OG0001461	sp|O94810|RGS11_HUMAN	tr|A0A673TVE5|A0A673TVE5_SURSU
OG0001461	sp|O75916|RGS9_HUMAN	tr|A0A673UR76|A0A673UR76_SURSU
OG0001462	sp|Q9BZA8|PC11Y_HUMAN, sp|Q9BZA7|PC11X_HUMAN, sp|Q9HC56|PCDH9_HUMAN	tr|A0A673USR7|A0A673USR7_SURSU
OG0001463	sp|Q9UBC5|MYO1A_HUMAN	tr|A0A673TPD4|A0A673TPD4_SURSU
OG0001463	sp|O43795|MYO1B_HUMAN	tr|A0A673TRC3|A0A673TRC3_SURSU
OG0001464	sp|Q9UJV3|TRIM1_HUMAN	tr|A0A673UTP0|A0A673UTP0_SURSU
OG0001464	sp|O15344|TRI18_HUMAN	tr|A0A673UAK5|A0A673UAK5_SURSU
OG0001465	sp|O43815|STRN_HUMAN	tr|A0A673T3A5|A0A673T3A5_SURSU
OG0001465	sp|Q13033|STRN3_HUMAN	tr|A0A673U5K7|A0A673U5K7_SURSU
OG0001466	sp|A6NI72|NCF1B_HUMAN, sp|A8MVU1|NCF1C_HUMAN, sp|P14598|NCF1_HUMAN	tr|A0A673TWY8|A0A673TWY8_SURSU
OG0001467	sp|Q05513|KPCZ_HUMAN	tr|A0A673TY28|A0A673TY28_SURSU
OG0001467	sp|P41743|KPCI_HUMAN	tr|A0A673TX26|A0A673TX26_SURSU
OG0001468	sp|Q8WVZ9|KBTB7_HUMAN	tr|A0A673SVS3|A0A673SVS3_SURSU
OG0001468	sp|Q86V97|KBTB6_HUMAN	tr|A0A673SVR3|A0A673SVR3_SURSU
OG0001469	sp|P13995|MTDC_HUMAN	tr|A0A673V6E8|A0A673V6E8_SURSU, tr|A0A673U4J2|A0A673U4J2_SURSU, tr|A0A673SZR3|A0A673SZR3_SURSU
OG0001470	sp|Q92953|KCNB2_HUMAN	tr|A0A673V7T4|A0A673V7T4_SURSU
OG0001470	sp|Q14721|KCNB1_HUMAN	tr|A0A673VM54|A0A673VM54_SURSU
OG0001471	sp|Q5H9R7|PP6R3_HUMAN	tr|A0A673TGU7|A0A673TGU7_SURSU
OG0001471	sp|Q9UPN7|PP6R1_HUMAN	tr|A0A673UKM6|A0A673UKM6_SURSU
OG0001472	sp|Q9Y597|KCTD3_HUMAN	tr|A0A673T5V1|A0A673T5V1_SURSU
OG0001472	sp|Q8TBC3|SHKB1_HUMAN	tr|A0A673VPF2|A0A673VPF2_SURSU
OG0001473	sp|Q8TE58|ATS15_HUMAN	tr|A0A673U2Q4|A0A673U2Q4_SURSU
OG0001473	sp|Q9UHI8|ATS1_HUMAN	tr|A0A673UEJ8|A0A673UEJ8_SURSU
OG0001474	sp|P15382|KCNE1_HUMAN, sp|A0A087WTH5|KCE1B_HUMAN, tr|A0A087WU88|A0A087WU88_HUMAN	tr|A0A673SP22|A0A673SP22_SURSU
OG0001475	sp|P55268|LAMB2_HUMAN	tr|A0A673UPY5|A0A673UPY5_SURSU
OG0001475	sp|P07942|LAMB1_HUMAN	tr|A0A673UBS2|A0A673UBS2_SURSU
OG0001476	sp|P08559|ODPA_HUMAN	tr|A0A673VEQ0|A0A673VEQ0_SURSU
OG0001476	sp|P29803|ODPAT_HUMAN	tr|A0A673U1Z4|A0A673U1Z4_SURSU
OG0001477	sp|Q8TE60|ATS18_HUMAN	tr|A0A673ULD8|A0A673ULD8_SURSU
OG0001477	sp|Q8TE57|ATS16_HUMAN	tr|A0A673SW10|A0A673SW10_SURSU
OG0001478	sp|Q96Q80|DERL3_HUMAN	tr|A0A673UJJ5|A0A673UJJ5_SURSU
OG0001478	sp|Q9GZP9|DERL2_HUMAN	tr|A0A673V544|A0A673V544_SURSU
OG0001479	sp|O75947|ATP5H_HUMAN	tr|A0A673VAS4|A0A673VAS4_SURSU, tr|A0A673UNS8|A0A673UNS8_SURSU, tr|A0A673URA1|A0A673URA1_SURSU
OG0001480	sp|Q8TED4|G6PT3_HUMAN	tr|A0A673UF54|A0A673UF54_SURSU
OG0001480	sp|P57057|G6PT2_HUMAN	tr|A0A673T5K9|A0A673T5K9_SURSU
OG0001481	sp|Q8NEZ4|KMT2C_HUMAN	tr|A0A673U2B5|A0A673U2B5_SURSU
OG0001481	sp|O14686|KMT2D_HUMAN	tr|A0A673TIR3|A0A673TIR3_SURSU
OG0001482	sp|Q8TB72|PUM2_HUMAN	tr|A0A673VIL7|A0A673VIL7_SURSU
OG0001482	sp|Q14671|PUM1_HUMAN	tr|A0A673UL18|A0A673UL18_SURSU
OG0001483	sp|Q96G75|RMD5B_HUMAN	tr|A0A673SS59|A0A673SS59_SURSU
OG0001483	sp|Q9H871|RMD5A_HUMAN	tr|A0A673V219|A0A673V219_SURSU
OG0001484	sp|G3V0H7|SO1B7_HUMAN, sp|Q9NPD5|SO1B3_HUMAN, sp|Q9Y6L6|SO1B1_HUMAN	tr|A0A673TGA3|A0A673TGA3_SURSU
OG0001485	sp|O14770|MEIS2_HUMAN	tr|A0A673UI06|A0A673UI06_SURSU
OG0001485	sp|O00470|MEIS1_HUMAN	tr|A0A673SWE7|A0A673SWE7_SURSU
OG0001486	sp|P10092|CALCB_HUMAN	tr|A0A673THJ1|A0A673THJ1_SURSU
OG0001486	sp|P01258|CALC_HUMAN	tr|A0A673T4W6|A0A673T4W6_SURSU
OG0001487	sp|P20839|IMDH1_HUMAN	tr|A0A673SLY3|A0A673SLY3_SURSU
OG0001487	sp|P12268|IMDH2_HUMAN	tr|A0A673UQU8|A0A673UQU8_SURSU
OG0001488	sp|Q6NSZ9|ZSC25_HUMAN	tr|A0A673UIA1|A0A673UIA1_SURSU, tr|A0A673VBC5|A0A673VBC5_SURSU, tr|A0A673TDU1|A0A673TDU1_SURSU
OG0001489	sp|Q16534|HLF_HUMAN	tr|A0A673VIC3|A0A673VIC3_SURSU
OG0001489	sp|Q10586|DBP_HUMAN	tr|A0A673V3F8|A0A673V3F8_SURSU
OG0001490	sp|Q96MM6|HS12B_HUMAN	tr|A0A673TUI8|A0A673TUI8_SURSU
OG0001490	sp|O43301|HS12A_HUMAN	tr|A0A673SSU7|A0A673SSU7_SURSU
OG0001491	sp|P28698|MZF1_HUMAN, sp|Q6ZRF7|ZN818_HUMAN, sp|P52743|ZN137_HUMAN	tr|A0A673UML3|A0A673UML3_SURSU
OG0001492	sp|P49006|MRP_HUMAN	tr|A0A673TWM6|A0A673TWM6_SURSU
OG0001492	sp|P29966|MARCS_HUMAN	tr|A0A673V7L8|A0A673V7L8_SURSU
OG0001493	sp|Q96T51|RUFY1_HUMAN	tr|A0A673T7C4|A0A673T7C4_SURSU
OG0001493	sp|Q8WXA3|RUFY2_HUMAN	tr|A0A673U880|A0A673U880_SURSU
OG0001494	sp|O14682|ENC1_HUMAN	tr|A0A673TZ40|A0A673TZ40_SURSU
OG0001494	sp|Q9H0H3|KLH25_HUMAN	tr|A0A673TDQ9|A0A673TDQ9_SURSU
OG0001495	sp|Q8IWA4|MFN1_HUMAN	tr|A0A673TD43|A0A673TD43_SURSU
OG0001495	sp|O95140|MFN2_HUMAN	tr|A0A673TV83|A0A673TV83_SURSU
OG0001496	sp|P49674|KC1E_HUMAN	tr|A0A673UFL1|A0A673UFL1_SURSU
OG0001496	sp|P48730|KC1D_HUMAN	tr|A0A673VD93|A0A673VD93_SURSU
OG0001497	sp|Q6ECI4|ZN470_HUMAN	tr|A0A673VBX2|A0A673VBX2_SURSU
OG0001497	sp|Q96NI8|ZN570_HUMAN	tr|A0A673UV59|A0A673UV59_SURSU
OG0001498	sp|P24298|ALAT1_HUMAN	tr|A0A673VGV3|A0A673VGV3_SURSU
OG0001498	sp|Q8TD30|ALAT2_HUMAN	tr|A0A673UID7|A0A673UID7_SURSU
OG0001499	sp|Q969G3|SMCE1_HUMAN	tr|A0A673UR19|A0A673UR19_SURSU, tr|A0A673TUT6|A0A673TUT6_SURSU, tr|A0A673UQL2|A0A673UQL2_SURSU
OG0001500	sp|Q9P121|NTRI_HUMAN	tr|A0A673U920|A0A673U920_SURSU
OG0001500	sp|Q14982|OPCM_HUMAN	tr|A0A673TWE9|A0A673TWE9_SURSU
OG0001501	sp|Q9H0C5|BTBD1_HUMAN	tr|A0A673TCT9|A0A673TCT9_SURSU
OG0001501	sp|Q9BX70|BTBD2_HUMAN	tr|A0A673UKV8|A0A673UKV8_SURSU
OG0001502	sp|Q9H2T7|RBP17_HUMAN	tr|A0A673U326|A0A673U326_SURSU
OG0001502	sp|Q9UIA9|XPO7_HUMAN	tr|A0A673SXC4|A0A673SXC4_SURSU
OG0001503	sp|P16050|LOX15_HUMAN	tr|A0A673VDX3|A0A673VDX3_SURSU
OG0001503	sp|P18054|LOX12_HUMAN	tr|A0A673VE32|A0A673VE32_SURSU
OG0001504	sp|A8MZ59|LEUTX_HUMAN	tr|A0A673UU92|A0A673UU92_SURSU, tr|A0A673UVW6|A0A673UVW6_SURSU, tr|A0A673UE11|A0A673UE11_SURSU
OG0001505	sp|Q8IUX1|T126B_HUMAN	tr|A0A673U0W3|A0A673U0W3_SURSU, tr|A0A673TS19|A0A673TS19_SURSU, tr|A0A673U3B0|A0A673U3B0_SURSU
OG0001506	sp|Q9NPC8|SIX2_HUMAN	tr|A0A673UZH2|A0A673UZH2_SURSU
OG0001506	sp|Q15475|SIX1_HUMAN	tr|A0A673U7D5|A0A673U7D5_SURSU
OG0001507	sp|Q8NEG7|DEN6B_HUMAN	tr|A0A673UXI9|A0A673UXI9_SURSU
OG0001507	sp|Q8IWF6|DEN6A_HUMAN	tr|A0A673VDU0|A0A673VDU0_SURSU
OG0001508	sp|Q8IYV9|IZUM1_HUMAN	tr|A0A673VHL9|A0A673VHL9_SURSU, tr|A0A673V6R6|A0A673V6R6_SURSU, tr|A0A673V5Q9|A0A673V5Q9_SURSU
OG0001509	sp|Q9BZ72|PITM2_HUMAN	tr|A0A673VFZ8|A0A673VFZ8_SURSU
OG0001509	sp|O00562|PITM1_HUMAN	tr|A0A673TQ19|A0A673TQ19_SURSU
OG0001510	sp|O60506|HNRPQ_HUMAN	tr|A0A673TK85|A0A673TK85_SURSU
OG0001510	sp|O43390|HNRPR_HUMAN	tr|A0A673TI78|A0A673TI78_SURSU
OG0001511	sp|P30281|CCND3_HUMAN	tr|A0A673SUL0|A0A673SUL0_SURSU
OG0001511	sp|P30279|CCND2_HUMAN	tr|A0A673UBM5|A0A673UBM5_SURSU
OG0001512	sp|Q13247|SRSF6_HUMAN	tr|A0A673VAB9|A0A673VAB9_SURSU
OG0001512	sp|Q08170|SRSF4_HUMAN	tr|A0A673TZM6|A0A673TZM6_SURSU
OG0001513	sp|Q15434|RBMS2_HUMAN	tr|A0A673U5J3|A0A673U5J3_SURSU
OG0001513	sp|P29558|RBMS1_HUMAN	tr|A0A673VH33|A0A673VH33_SURSU
OG0001514	sp|Q16526|CRY1_HUMAN	tr|A0A673TG07|A0A673TG07_SURSU
OG0001514	sp|Q49AN0|CRY2_HUMAN	tr|A0A673U6I2|A0A673U6I2_SURSU
OG0001515	sp|O15239|NDUA1_HUMAN	tr|A0A673ST44|A0A673ST44_SURSU, tr|A0A673SKG8|A0A673SKG8_SURSU, tr|A0A673VND5|A0A673VND5_SURSU
OG0001516	sp|Q9P0M6|H2AW_HUMAN	tr|A0A673VFX4|A0A673VFX4_SURSU
OG0001516	sp|O75367|H2AY_HUMAN	tr|A0A673SQ97|A0A673SQ97_SURSU
OG0001517	sp|Q6IF99|O10K2_HUMAN, sp|Q8NGX5|O10K1_HUMAN, sp|Q8NH08|O10AC_HUMAN	tr|A0A673TSY4|A0A673TSY4_SURSU
OG0001518	sp|Q9HCE7|SMUF1_HUMAN	tr|A0A673UW63|A0A673UW63_SURSU
OG0001518	sp|Q9HAU4|SMUF2_HUMAN	tr|A0A673VI25|A0A673VI25_SURSU
OG0001519	sp|Q15696|U2AFM_HUMAN, sp|Q15695|U2AFL_HUMAN	tr|A0A673UQY5|A0A673UQY5_SURSU, tr|A0A673TD50|A0A673TD50_SURSU
OG0001520	sp|Q5VUY2|ADCL4_HUMAN	tr|A0A673TYQ4|A0A673TYQ4_SURSU
OG0001520	sp|Q5VUY0|ADCL3_HUMAN	tr|A0A673TZM0|A0A673TZM0_SURSU
OG0001521	sp|Q5XXA6|ANO1_HUMAN	tr|A0A673TC72|A0A673TC72_SURSU
OG0001521	sp|Q9NQ90|ANO2_HUMAN	tr|A0A673TUB9|A0A673TUB9_SURSU
OG0001522	sp|Q9BX84|TRPM6_HUMAN	tr|A0A673VAA4|A0A673VAA4_SURSU
OG0001522	sp|Q96QT4|TRPM7_HUMAN	tr|A0A673U2J1|A0A673U2J1_SURSU
OG0001523	sp|O95622|ADCY5_HUMAN	tr|A0A673T468|A0A673T468_SURSU
OG0001523	sp|O43306|ADCY6_HUMAN	tr|A0A673TWE8|A0A673TWE8_SURSU
OG0001524	sp|A0PJK1|SC5AA_HUMAN	tr|A0A673VBL1|A0A673VBL1_SURSU
OG0001524	sp|Q2M3M2|SC5A9_HUMAN	tr|A0A673UDP4|A0A673UDP4_SURSU
OG0001525	sp|Q8TCC3|RM30_HUMAN	tr|A0A673UCS2|A0A673UCS2_SURSU, tr|A0A673TFZ9|A0A673TFZ9_SURSU, tr|A0A673UCW1|A0A673UCW1_SURSU
OG0001526	sp|Q96AA8|JKIP2_HUMAN	tr|A0A673VGX1|A0A673VGX1_SURSU
OG0001526	sp|Q96N16|JKIP1_HUMAN	tr|A0A673SPB8|A0A673SPB8_SURSU
OG0001527	sp|P54105|ICLN_HUMAN	tr|A0A673TLK0|A0A673TLK0_SURSU, tr|A0A673SLN8|A0A673SLN8_SURSU, tr|A0A673TN44|A0A673TN44_SURSU
OG0001528	sp|Q13241|KLRD1_HUMAN	tr|A0A673U3I4|A0A673U3I4_SURSU, tr|A0A673U2A2|A0A673U2A2_SURSU, tr|A0A673U3K5|A0A673U3K5_SURSU
OG0001529	sp|Q93086|P2RX5_HUMAN	tr|A0A673VFG8|A0A673VFG8_SURSU
OG0001529	sp|Q99571|P2RX4_HUMAN	tr|A0A673UGY0|A0A673UGY0_SURSU
OG0001530	sp|P46926|GNPI1_HUMAN	tr|A0A673V5C3|A0A673V5C3_SURSU
OG0001530	sp|Q8TDQ7|GNPI2_HUMAN	tr|A0A673TYZ9|A0A673TYZ9_SURSU
OG0001531	sp|O95409|ZIC2_HUMAN	tr|A0A673V4R8|A0A673V4R8_SURSU
OG0001531	sp|Q15915|ZIC1_HUMAN	tr|A0A673V3B4|A0A673V3B4_SURSU
OG0001532	sp|Q9BYT9|ANO3_HUMAN	tr|A0A673UBA7|A0A673UBA7_SURSU
OG0001532	sp|Q32M45|ANO4_HUMAN	tr|A0A673V347|A0A673V347_SURSU
OG0001533	sp|P02792|FRIL_HUMAN	tr|A0A673VJM9|A0A673VJM9_SURSU, tr|A0A673UH84|A0A673UH84_SURSU, tr|A0A673UCC9|A0A673UCC9_SURSU
OG0001534	sp|P11171|EPB41_HUMAN	tr|A0A673U3C2|A0A673U3C2_SURSU
OG0001534	sp|O43491|E41L2_HUMAN	tr|A0A673TW84|A0A673TW84_SURSU
OG0001535	sp|P46108|CRK_HUMAN	tr|A0A673VSL6|A0A673VSL6_SURSU
OG0001535	sp|P46109|CRKL_HUMAN	tr|A0A673UXS0|A0A673UXS0_SURSU
OG0001536	sp|Q92769|HDAC2_HUMAN	tr|A0A673UMU2|A0A673UMU2_SURSU
OG0001536	sp|Q13547|HDAC1_HUMAN	tr|A0A673TNQ7|A0A673TNQ7_SURSU
OG0001537	sp|Q8TD43|TRPM4_HUMAN	tr|A0A673VLE5|A0A673VLE5_SURSU
OG0001537	sp|Q9NZQ8|TRPM5_HUMAN	tr|A0A673TQW2|A0A673TQW2_SURSU
OG0001538	sp|Q9Y6C5|PTC2_HUMAN	tr|A0A673U3U7|A0A673U3U7_SURSU
OG0001538	sp|Q13635|PTC1_HUMAN	tr|A0A673TAP3|A0A673TAP3_SURSU
OG0001539	sp|O75832|PSD10_HUMAN	tr|A0A673SY19|A0A673SY19_SURSU, tr|A0A673UFS9|A0A673UFS9_SURSU, tr|A0A673UVT9|A0A673UVT9_SURSU
OG0001540	sp|P11586|C1TC_HUMAN	tr|A0A673U648|A0A673U648_SURSU
OG0001540	sp|Q6UB35|C1TM_HUMAN	tr|A0A673T7N5|A0A673T7N5_SURSU
OG0001541	sp|Q6ZUT9|DEN5B_HUMAN	tr|A0A673UD10|A0A673UD10_SURSU
OG0001541	sp|Q6IQ26|DEN5A_HUMAN	tr|A0A673TUU2|A0A673TUU2_SURSU
OG0001542	sp|Q8IWQ3|BRSK2_HUMAN	tr|A0A673TGI0|A0A673TGI0_SURSU
OG0001542	sp|Q8TDC3|BRSK1_HUMAN	tr|A0A673V107|A0A673V107_SURSU
OG0001543	sp|Q7Z460|CLAP1_HUMAN	tr|A0A673SWG4|A0A673SWG4_SURSU
OG0001543	sp|O75122|CLAP2_HUMAN	tr|A0A673T5I0|A0A673T5I0_SURSU
OG0001544	sp|Q13409|DC1I2_HUMAN	tr|A0A673VS49|A0A673VS49_SURSU
OG0001544	sp|O14576|DC1I1_HUMAN	tr|A0A673SML3|A0A673SML3_SURSU
OG0001545	sp|Q3KQV9|UAP1L_HUMAN	tr|A0A673VMU9|A0A673VMU9_SURSU
OG0001545	sp|Q16222|UAP1_HUMAN	tr|A0A673TXL0|A0A673TXL0_SURSU
OG0001546	sp|Q496J9|SV2C_HUMAN	tr|A0A673UGV7|A0A673UGV7_SURSU
OG0001546	sp|Q7L0J3|SV2A_HUMAN	tr|A0A673TS32|A0A673TS32_SURSU
OG0001547	sp|Q9H2K2|TNKS2_HUMAN	tr|A0A673TF83|A0A673TF83_SURSU
OG0001547	sp|O95271|TNKS1_HUMAN	tr|A0A673T1V3|A0A673T1V3_SURSU
OG0001548	sp|Q9NQL2|RRAGD_HUMAN	tr|A0A673TX21|A0A673TX21_SURSU
OG0001548	sp|Q9HB90|RRAGC_HUMAN	tr|A0A673UIX8|A0A673UIX8_SURSU
OG0001549	sp|Q6DHV5|C2D2B_HUMAN	tr|A0A673TRP4|A0A673TRP4_SURSU
OG0001549	sp|Q9P2K1|C2D2A_HUMAN	tr|A0A673T361|A0A673T361_SURSU
OG0001550	sp|Q86UG4|SO6A1_HUMAN	tr|A0A673SRH2|A0A673SRH2_SURSU
OG0001550	sp|Q6ZQN7|SO4C1_HUMAN	tr|A0A673SV71|A0A673SV71_SURSU
OG0001551	sp|Q6N043|Z280D_HUMAN	tr|A0A673THM9|A0A673THM9_SURSU
OG0001551	sp|Q8ND82|Z280C_HUMAN	tr|A0A673URQ6|A0A673URQ6_SURSU
OG0001552	sp|Q8NGY0|O10X1_HUMAN	tr|A0A673TST8|A0A673TST8_SURSU, tr|A0A673TGM3|A0A673TGM3_SURSU, tr|A0A673TTX1|A0A673TTX1_SURSU
OG0001553	sp|Q9H6H4|REEP4_HUMAN	tr|A0A673T4Z0|A0A673T4Z0_SURSU
OG0001553	sp|Q9H902|REEP1_HUMAN	tr|A0A673UMQ0|A0A673UMQ0_SURSU
OG0001554	sp|O14925|TIM23_HUMAN, sp|Q5SRD1|TI23B_HUMAN	tr|A0A673TMN3|A0A673TMN3_SURSU, tr|A0A673T581|A0A673T581_SURSU
OG0001555	sp|P17936|IBP3_HUMAN	tr|A0A673SRK1|A0A673SRK1_SURSU
OG0001555	sp|P24593|IBP5_HUMAN	tr|A0A673TN88|A0A673TN88_SURSU
OG0001556	sp|P51531|SMCA2_HUMAN	tr|A0A673UWU2|A0A673UWU2_SURSU
OG0001556	sp|P51532|SMCA4_HUMAN	tr|A0A673VF96|A0A673VF96_SURSU
OG0001557	sp|Q13972|RGRF1_HUMAN	tr|A0A673THZ7|A0A673THZ7_SURSU
OG0001557	sp|O14827|RGRF2_HUMAN	tr|A0A673VDY9|A0A673VDY9_SURSU
OG0001558	sp|Q6ZTA4|TRI67_HUMAN	tr|A0A673TBL6|A0A673TBL6_SURSU
OG0001558	sp|Q9C026|TRIM9_HUMAN	tr|A0A673V4B3|A0A673V4B3_SURSU
OG0001559	sp|P17600|SYN1_HUMAN	tr|A0A673VJW8|A0A673VJW8_SURSU
OG0001559	sp|Q92777|SYN2_HUMAN	tr|A0A673TLB0|A0A673TLB0_SURSU
OG0001560	sp|Q9NQT8|KI13B_HUMAN	tr|A0A673TYE4|A0A673TYE4_SURSU
OG0001560	sp|Q9H1H9|KI13A_HUMAN	tr|A0A673TMB2|A0A673TMB2_SURSU
OG0001561	sp|P25705|ATPA_HUMAN	tr|A0A673UJB7|A0A673UJB7_SURSU, tr|A0A673TEH1|A0A673TEH1_SURSU, tr|A0A673TU09|A0A673TU09_SURSU
OG0001562	sp|Q6UXF7|CL18B_HUMAN, sp|Q8NCF0|CL18C_HUMAN, sp|A5D8T8|CL18A_HUMAN	tr|A0A673UUZ0|A0A673UUZ0_SURSU
OG0001563	sp|O15442|MPPD1_HUMAN	tr|A0A673UVD7|A0A673UVD7_SURSU
OG0001563	sp|Q15777|MPPD2_HUMAN	tr|A0A673U3U4|A0A673U3U4_SURSU
OG0001564	sp|P63010|AP2B1_HUMAN	tr|A0A673UWG6|A0A673UWG6_SURSU
OG0001564	sp|Q10567|AP1B1_HUMAN	tr|A0A673TRA6|A0A673TRA6_SURSU
OG0001565	sp|Q9C091|GRB1L_HUMAN	tr|A0A673UJ81|A0A673UJ81_SURSU
OG0001565	sp|Q4ZG55|GREB1_HUMAN	tr|A0A673UA26|A0A673UA26_SURSU
OG0001566	sp|P0CW24|PNM6A_HUMAN	tr|A0A673V979|A0A673V979_SURSU
OG0001566	sp|Q9UL41|PNMA3_HUMAN	tr|A0A673VKH4|A0A673VKH4_SURSU
OG0001567	sp|P30626|SORCN_HUMAN	tr|A0A673VRF9|A0A673VRF9_SURSU, tr|A0A673UDG0|A0A673UDG0_SURSU, tr|A0A673T9Z9|A0A673T9Z9_SURSU
OG0001568	sp|P19827|ITIH1_HUMAN, sp|Q6UXX5|ITIH6_HUMAN, sp|Q06033|ITIH3_HUMAN	tr|A0A673TPU6|A0A673TPU6_SURSU
OG0001569	sp|Q8WXH4|ASB11_HUMAN	tr|A0A673UMW1|A0A673UMW1_SURSU
OG0001569	sp|Q8WWX0|ASB5_HUMAN	tr|A0A673SJR9|A0A673SJR9_SURSU
OG0001570	sp|P41221|WNT5A_HUMAN	tr|A0A673V2B4|A0A673V2B4_SURSU
OG0001570	sp|Q9H1J7|WNT5B_HUMAN	tr|A0A673UTA8|A0A673UTA8_SURSU
OG0001571	sp|Q9H310|RHBG_HUMAN	tr|A0A673SSX3|A0A673SSX3_SURSU
OG0001571	sp|Q9UBD6|RHCG_HUMAN	tr|A0A673TGJ1|A0A673TGJ1_SURSU
OG0001572	sp|Q8WV19|SFT2A_HUMAN, sp|O95562|SFT2B_HUMAN	tr|A0A673TS93|A0A673TS93_SURSU, tr|A0A673U245|A0A673U245_SURSU
