Orthogroup	Homo_sapiens	Balaenoptera_musculus
OG0001096	sp|P08069|IGF1R_HUMAN	tr|A0A8B8WQY9|A0A8B8WQY9_BALMU
OG0001097	sp|P30520|PURA2_HUMAN	tr|A0A8B8YLC2|A0A8B8YLC2_BALMU
OG0001097	sp|Q8N142|PURA1_HUMAN	tr|A0A8B8WRC5|A0A8B8WRC5_BALMU
OG0001098	sp|O60447|EVI5_HUMAN	tr|A0A8B8XBE2|A0A8B8XBE2_BALMU
OG0001098	sp|Q96CN4|EVI5L_HUMAN	tr|A0A8B8X1C0|A0A8B8X1C0_BALMU
OG0001099	sp|P15882|CHIN_HUMAN	tr|A0A8B8XYJ7|A0A8B8XYJ7_BALMU
OG0001099	sp|P52757|CHIO_HUMAN	tr|A0A8C0DAH3|A0A8C0DAH3_BALMU
OG0001100	sp|Q14738|2A5D_HUMAN	tr|A0A8C0CY68|A0A8C0CY68_BALMU
OG0001100	sp|Q13362|2A5G_HUMAN	tr|A0A8B8WDI0|A0A8B8WDI0_BALMU
OG0001101	sp|Q9BXI3|5NT1A_HUMAN	tr|A0A8B8V4V4|A0A8B8V4V4_BALMU
OG0001101	sp|Q96P26|5NT1B_HUMAN	tr|A0A8B8Z4B9|A0A8B8Z4B9_BALMU
OG0001102	sp|P07602|SAP_HUMAN	tr|A0A8B8VH61|A0A8B8VH61_BALMU
OG0001102	sp|Q6NUJ1|SAPL1_HUMAN	tr|A0A8B8XID3|A0A8B8XID3_BALMU
OG0001103	sp|P11047|LAMC1_HUMAN	tr|A0A8B8WX02|A0A8B8WX02_BALMU
OG0001103	sp|Q13753|LAMC2_HUMAN	tr|A0A8B8WT60|A0A8B8WT60_BALMU
OG0001104	sp|Q96JB1|DYH8_HUMAN	tr|A0A8B8YV38|A0A8B8YV38_BALMU
OG0001104	sp|Q8TE73|DYH5_HUMAN	tr|A0A8B8X6D6|A0A8B8X6D6_BALMU
OG0001105	sp|O95968|SG1D1_HUMAN, sp|O95969|SG1D2_HUMAN, sp|Q6XE38|SG1D4_HUMAN	tr|A0A8B8Y4N9|A0A8B8Y4N9_BALMU
OG0001106	sp|P00491|PNPH_HUMAN	tr|A0A8B8Y917|A0A8B8Y917_BALMU, tr|A0A8B8XWE8|A0A8B8XWE8_BALMU, tr|A0A8B8WXD6|A0A8B8WXD6_BALMU
OG0001107	sp|Q96P11|NSUN5_HUMAN, sp|Q3KNT7|NSN5B_HUMAN, sp|Q63ZY6|NSN5C_HUMAN	tr|A0A8B8V7I7|A0A8B8V7I7_BALMU
OG0001108	sp|Q15911|ZFHX3_HUMAN	tr|A0A8B8VXX9|A0A8B8VXX9_BALMU
OG0001108	sp|Q86UP3|ZFHX4_HUMAN	tr|A0A8B8VPB4|A0A8B8VPB4_BALMU
OG0001109	sp|P47914|RL29_HUMAN	tr|A0A8B8VSP8|A0A8B8VSP8_BALMU, tr|A0A8B8YRP4|A0A8B8YRP4_BALMU, tr|A0A8B8YZJ3|A0A8B8YZJ3_BALMU
OG0001110	sp|Q15399|TLR1_HUMAN	tr|A0A8B8XHM9|A0A8B8XHM9_BALMU
OG0001110	sp|Q9Y2C9|TLR6_HUMAN	tr|A0A8B8XHM3|A0A8B8XHM3_BALMU
OG0001111	sp|Q13402|MYO7A_HUMAN	tr|A0A8C0CLM4|A0A8C0CLM4_BALMU
OG0001111	sp|Q6PIF6|MYO7B_HUMAN	tr|A0A8B8XTD5|A0A8B8XTD5_BALMU
OG0001112	sp|P24666|PPAC_HUMAN	tr|A0A8C0CRJ6|A0A8C0CRJ6_BALMU, tr|A0A8B8Z3A4|A0A8B8Z3A4_BALMU, tr|A0A8B8X4M5|A0A8B8X4M5_BALMU
OG0001113	sp|Q9UHI5|LAT2_HUMAN	tr|A0A8C0D288|A0A8C0D288_BALMU
OG0001113	sp|Q9NS82|AAA1_HUMAN	tr|A0A8B8W187|A0A8B8W187_BALMU
OG0001114	sp|Q9BS92|NPS3B_HUMAN, sp|Q9UFN0|NPS3A_HUMAN	tr|A0A8B8XMA2|A0A8B8XMA2_BALMU, tr|A0A8B8XM97|A0A8B8XM97_BALMU
OG0001115	sp|P06576|ATPB_HUMAN	tr|A0A8C0CW34|A0A8C0CW34_BALMU, tr|A0A8B8WVV5|A0A8B8WVV5_BALMU, tr|A0A8B8XVN9|A0A8B8XVN9_BALMU
OG0001116	sp|P22059|OSBP1_HUMAN	tr|A0A8B8Y320|A0A8B8Y320_BALMU
OG0001116	sp|Q969R2|OSBP2_HUMAN	tr|A0A8B8Z5Y4|A0A8B8Z5Y4_BALMU
OG0001117	sp|P46020|KPB1_HUMAN	tr|A0A8B8WDM8|A0A8B8WDM8_BALMU
OG0001117	sp|P46019|KPB2_HUMAN	tr|A0A8B8WEK1|A0A8B8WEK1_BALMU
OG0001118	sp|Q9Y4D1|DAAM1_HUMAN	tr|A0A8B8WMR6|A0A8B8WMR6_BALMU
OG0001118	sp|Q86T65|DAAM2_HUMAN	tr|A0A8B8YW14|A0A8B8YW14_BALMU
OG0001119	sp|Q8TBE1|CNIH3_HUMAN	tr|A0A8B8XL17|A0A8B8XL17_BALMU
OG0001119	sp|Q6PI25|CNIH2_HUMAN	tr|A0A8C0CZY0|A0A8C0CZY0_BALMU
OG0001120	sp|Q9UN37|VPS4A_HUMAN	tr|A0A8C0E1P5|A0A8C0E1P5_BALMU
OG0001120	sp|O75351|VPS4B_HUMAN	tr|A0A8C0DBA5|A0A8C0DBA5_BALMU
OG0001121	sp|Q9P2N7|KLH13_HUMAN	tr|A0A8B8WCV1|A0A8B8WCV1_BALMU
OG0001121	sp|Q9P2J3|KLHL9_HUMAN	tr|A0A8B8XM94|A0A8B8XM94_BALMU
OG0001122	sp|P49247|RPIA_HUMAN	tr|A0A8B8WIY5|A0A8B8WIY5_BALMU, tr|A0A8B8WLW7|A0A8B8WLW7_BALMU, tr|A0A8B8Z4X2|A0A8B8Z4X2_BALMU
OG0001123	sp|Q6PXP3|GTR7_HUMAN	tr|A0A8B8V2J5|A0A8B8V2J5_BALMU
OG0001123	sp|P22732|GTR5_HUMAN	tr|A0A8B8Y487|A0A8B8Y487_BALMU
OG0001124	sp|P48146|NPBW2_HUMAN	tr|A0A8B8V841|A0A8B8V841_BALMU
OG0001124	sp|P48145|NPBW1_HUMAN	tr|A0A8B8VNS7|A0A8B8VNS7_BALMU
OG0001125	sp|Q9NSC2|SALL1_HUMAN	tr|A0A8B8W015|A0A8B8W015_BALMU
OG0001125	sp|Q9BXA9|SALL3_HUMAN	tr|A0A8B8V437|A0A8B8V437_BALMU
OG0001126	sp|P26374|RAE2_HUMAN	tr|A0A8B8XSD6|A0A8B8XSD6_BALMU
OG0001126	sp|P24386|RAE1_HUMAN	tr|A0A8B8WDC2|A0A8B8WDC2_BALMU
OG0001127	sp|Q1A5X6|IQCJ_HUMAN, sp|B3KU38|IQIP1_HUMAN, sp|P0DPB3|SCHI1_HUMAN	tr|A0A8B8X9I8|A0A8B8X9I8_BALMU
OG0001128	sp|O95045|UPP2_HUMAN	tr|A0A8B8XUD5|A0A8B8XUD5_BALMU
OG0001128	sp|Q16831|UPP1_HUMAN	tr|A0A8B8YDD9|A0A8B8YDD9_BALMU
OG0001129	sp|Q15811|ITSN1_HUMAN	tr|A0A8B8X8P0|A0A8B8X8P0_BALMU
OG0001129	sp|Q9NZM3|ITSN2_HUMAN	tr|A0A8B8Z1C3|A0A8B8Z1C3_BALMU
OG0001130	sp|Q9C091|GRB1L_HUMAN	tr|A0A8B8V226|A0A8B8V226_BALMU
OG0001130	sp|Q4ZG55|GREB1_HUMAN	tr|A0A8B8ZCN2|A0A8B8ZCN2_BALMU
OG0001131	sp|P49758|RGS6_HUMAN	tr|A0A8B8WS55|A0A8B8WS55_BALMU
OG0001131	sp|P49802|RGS7_HUMAN	tr|A0A8C0CBX2|A0A8C0CBX2_BALMU
OG0001132	sp|Q9NUV7|SPTC3_HUMAN	tr|A0A8B8VDM3|A0A8B8VDM3_BALMU
OG0001132	sp|O15270|SPTC2_HUMAN	tr|A0A8C0CVB5|A0A8C0CVB5_BALMU
OG0001133	sp|O75475|PSIP1_HUMAN	tr|A0A8B8VJN6|A0A8B8VJN6_BALMU, tr|A0A8B8YD17|A0A8B8YD17_BALMU, tr|A0A8B8XKM7|A0A8B8XKM7_BALMU
OG0001134	sp|Q9Y244|POMP_HUMAN	tr|A0A8B8VTN8|A0A8B8VTN8_BALMU, tr|A0A8B8Z1K9|A0A8B8Z1K9_BALMU, tr|A0A8B8VS20|A0A8B8VS20_BALMU
OG0001135	sp|B6SEH9|ERVV2_HUMAN, sp|B6SEH8|ERVV1_HUMAN	tr|A0A8B8W7G8|A0A8B8W7G8_BALMU, tr|A0A8B8WN54|A0A8B8WN54_BALMU
OG0001136	sp|O60256|KPRB_HUMAN	tr|A0A8B8W2I7|A0A8B8W2I7_BALMU
OG0001136	sp|Q14558|KPRA_HUMAN	tr|A0A8B8W9D5|A0A8B8W9D5_BALMU
OG0001137	sp|Q9Y277|VDAC3_HUMAN	tr|A0A8B8WE15|A0A8B8WE15_BALMU, tr|A0A8B8WEP6|A0A8B8WEP6_BALMU, tr|A0A8B8YKL2|A0A8B8YKL2_BALMU
OG0001138	sp|Q9H9B4|SFXN1_HUMAN	tr|A0A8B8WZU5|A0A8B8WZU5_BALMU
OG0001138	sp|Q9BWM7|SFXN3_HUMAN	tr|A0A8B8VKR2|A0A8B8VKR2_BALMU
OG0001139	sp|Q8TDI8|TMC1_HUMAN	tr|A0A8B8XZA2|A0A8B8XZA2_BALMU
OG0001139	sp|Q8TDI7|TMC2_HUMAN	tr|A0A8B8VC53|A0A8B8VC53_BALMU
OG0001140	sp|B4DZS4|T11X1_HUMAN, sp|Q5H9J9|T11X2_HUMAN, sp|Q8WWU5|TCP11_HUMAN	tr|A0A8B8YSB8|A0A8B8YSB8_BALMU
OG0001141	sp|Q9Y2T2|AP3M1_HUMAN	tr|A0A8B8VIQ9|A0A8B8VIQ9_BALMU
OG0001141	sp|P53677|AP3M2_HUMAN	tr|A0A8B8WB48|A0A8B8WB48_BALMU
OG0001142	sp|Q7Z5Y6|BMP8A_HUMAN, sp|P34820|BMP8B_HUMAN	tr|A0A8C0CCB0|A0A8C0CCB0_BALMU, tr|A0A8C0CBU8|A0A8C0CBU8_BALMU
OG0001143	sp|Q9NZW5|PALS2_HUMAN	tr|A0A8B8YK77|A0A8B8YK77_BALMU
OG0001143	sp|Q14168|MPP2_HUMAN	tr|A0A8B8W8D9|A0A8B8W8D9_BALMU
OG0001144	sp|Q01581|HMCS1_HUMAN	tr|A0A8B8X3E7|A0A8B8X3E7_BALMU
OG0001144	sp|P54868|HMCS2_HUMAN	tr|A0A8B8YF88|A0A8B8YF88_BALMU
OG0001145	sp|P37088|SCNNA_HUMAN	tr|A0A8B8YRK8|A0A8B8YRK8_BALMU
OG0001145	sp|P51172|SCNND_HUMAN	tr|A0A8B8YLK6|A0A8B8YLK6_BALMU
OG0001146	sp|Q15672|TWST1_HUMAN	tr|A0A8C0CMZ3|A0A8C0CMZ3_BALMU
OG0001146	sp|Q8WVJ9|TWST2_HUMAN	tr|A0A8C0HU85|A0A8C0HU85_BALMU
OG0001147	sp|P54219|VMAT1_HUMAN	tr|A0A8B8XXP7|A0A8B8XXP7_BALMU
OG0001147	sp|Q05940|VMAT2_HUMAN	tr|A0A8C0DC91|A0A8C0DC91_BALMU
OG0001148	sp|Q9H3K6|BOLA2_HUMAN	tr|A0A8C0E0V7|A0A8C0E0V7_BALMU, tr|A0A8B8YQ56|A0A8B8YQ56_BALMU, tr|A0A8B8V8N4|A0A8B8V8N4_BALMU
OG0001149	sp|O60765|Z354A_HUMAN	tr|A0A8B8X557|A0A8B8X557_BALMU
OG0001149	sp|Q96LW1|Z354B_HUMAN	tr|A0A8B8X5M9|A0A8B8X5M9_BALMU
OG0001150	sp|P13164|IFM1_HUMAN	tr|A0A8B8YFT2|A0A8B8YFT2_BALMU, tr|A0A8B8XYX2|A0A8B8XYX2_BALMU, tr|A0A8B8Y6Z0|A0A8B8Y6Z0_BALMU
OG0001151	sp|P51681|CCR5_HUMAN	tr|A0A8C0E2K7|A0A8C0E2K7_BALMU
OG0001151	sp|P41597|CCR2_HUMAN	tr|A0A8B8YRH1|A0A8B8YRH1_BALMU
OG0001152	sp|O75452|RDH16_HUMAN	tr|A0A8C0CWX3|A0A8C0CWX3_BALMU
OG0001152	sp|O14756|H17B6_HUMAN	tr|A0A8B8YU50|A0A8B8YU50_BALMU
OG0001153	sp|Q8IWT3|CUL9_HUMAN	tr|A0A8B8YUV0|A0A8B8YUV0_BALMU
OG0001153	sp|Q14999|CUL7_HUMAN	tr|A0A8B8YYA5|A0A8B8YYA5_BALMU
OG0001154	sp|Q96S37|S22AC_HUMAN	tr|A0A8B8Y5Z7|A0A8B8Y5Z7_BALMU
OG0001154	sp|Q9NSA0|S22AB_HUMAN	tr|A0A8B8Y4P4|A0A8B8Y4P4_BALMU
OG0001155	sp|Q9H334|FOXP1_HUMAN	tr|A0A8B8YWS9|A0A8B8YWS9_BALMU
OG0001155	sp|O15409|FOXP2_HUMAN	tr|A0A8B8YAI8|A0A8B8YAI8_BALMU
OG0001156	sp|Q12979|ABR_HUMAN	tr|A0A8B8W4T4|A0A8B8W4T4_BALMU
OG0001156	sp|P11274|BCR_HUMAN	tr|A0A8B8Z7V7|A0A8B8Z7V7_BALMU
OG0001157	sp|P18507|GBRG2_HUMAN	tr|A0A8B8X6C7|A0A8B8X6C7_BALMU
OG0001157	sp|Q8N1C3|GBRG1_HUMAN	tr|A0A8C0CEM0|A0A8C0CEM0_BALMU
OG0001158	sp|Q16526|CRY1_HUMAN	tr|A0A8C0CXP8|A0A8C0CXP8_BALMU
OG0001158	sp|Q49AN0|CRY2_HUMAN	tr|A0A8B8XZQ9|A0A8B8XZQ9_BALMU
OG0001159	sp|Q16798|MAON_HUMAN	tr|A0A8B8Y8W6|A0A8B8Y8W6_BALMU
OG0001159	sp|P48163|MAOX_HUMAN	tr|A0A8C0D507|A0A8C0D507_BALMU
OG0001160	sp|Q8NGY6|OR6N2_HUMAN	tr|A0A8B8VV66|A0A8B8VV66_BALMU
OG0001160	sp|Q8NGY5|OR6N1_HUMAN	tr|A0A8B8YU15|A0A8B8YU15_BALMU
OG0001161	sp|P46597|ASMT_HUMAN	tr|A0A8B8WHL7|A0A8B8WHL7_BALMU
OG0001161	sp|O95671|ASML_HUMAN	tr|A0A8B8WGP1|A0A8B8WGP1_BALMU
OG0001162	sp|P29762|RABP1_HUMAN	tr|A0A8B8WQ60|A0A8B8WQ60_BALMU
OG0001162	sp|P29373|RABP2_HUMAN	tr|A0A8B8XRS2|A0A8B8XRS2_BALMU
OG0001163	sp|P46734|MP2K3_HUMAN	tr|A0A8B8W6Y1|A0A8B8W6Y1_BALMU
OG0001163	sp|P52564|MP2K6_HUMAN	tr|A0A8B8W6E4|A0A8B8W6E4_BALMU
OG0001164	sp|P42229|STA5A_HUMAN	tr|A0A8B8WCR2|A0A8B8WCR2_BALMU
OG0001164	sp|P51692|STA5B_HUMAN	tr|A0A8B8WAZ2|A0A8B8WAZ2_BALMU
OG0001165	sp|A0A3B3IRV3|MCTS2_HUMAN, sp|Q9ULC4|MCTS1_HUMAN	tr|A0A8B8WHR5|A0A8B8WHR5_BALMU, tr|A0A8B8WEB7|A0A8B8WEB7_BALMU
OG0001166	sp|Q9Y6X2|PIAS3_HUMAN	tr|A0A8B8XMZ8|A0A8B8XMZ8_BALMU
OG0001166	sp|O75925|PIAS1_HUMAN	tr|A0A8C0CE11|A0A8C0CE11_BALMU
OG0001167	sp|P18075|BMP7_HUMAN	tr|A0A8C0DQE7|A0A8C0DQE7_BALMU
OG0001167	sp|P22004|BMP6_HUMAN	tr|A0A8B8YR47|A0A8B8YR47_BALMU
OG0001168	sp|P62316|SMD2_HUMAN	tr|A0A8B8V824|A0A8B8V824_BALMU, tr|A0A8C0I1J4|A0A8C0I1J4_BALMU, tr|A0A8C0I2F4|A0A8C0I2F4_BALMU
OG0001169	sp|Q9UBD3|XCL2_HUMAN, sp|P47992|XCL1_HUMAN	tr|A0A8B8V2G1|A0A8B8V2G1_BALMU, tr|A0A8C0CY22|A0A8C0CY22_BALMU
OG0001170	sp|P30419|NMT1_HUMAN	tr|A0A8B8W490|A0A8B8W490_BALMU
OG0001170	sp|O60551|NMT2_HUMAN	tr|A0A8B8WKV3|A0A8B8WKV3_BALMU
OG0001171	sp|P30988|CALCR_HUMAN	tr|A0A8B8YL56|A0A8B8YL56_BALMU
OG0001171	sp|Q16602|CALRL_HUMAN	tr|A0A8B8XWI1|A0A8B8XWI1_BALMU
OG0001172	sp|P25025|CXCR2_HUMAN, sp|P25024|CXCR1_HUMAN	tr|A0A8B8XWK2|A0A8B8XWK2_BALMU, tr|A0A8B8Y3Q3|A0A8B8Y3Q3_BALMU
OG0001173	sp|P0CG48|UBC_HUMAN	tr|A0A8B8V256|A0A8B8V256_BALMU
OG0001173	sp|P0CG47|UBB_HUMAN	tr|A0A8B8W7N2|A0A8B8W7N2_BALMU
OG0001174	sp|A6NCL7|AN33B_HUMAN, sp|A6NHS1|YK042_HUMAN, sp|Q3C1V9|YK041_HUMAN	tr|A0A8B8X3B3|A0A8B8X3B3_BALMU
OG0001175	sp|Q96MD7|CI085_HUMAN, sp|Q8N976|YG039_HUMAN, sp|Q8N2A0|CX062_HUMAN	tr|A0A8B8XK15|A0A8B8XK15_BALMU
OG0001176	sp|P51532|SMCA4_HUMAN	tr|A0A8B8WVY0|A0A8B8WVY0_BALMU
OG0001176	sp|P51531|SMCA2_HUMAN	tr|A0A8B8XUI7|A0A8B8XUI7_BALMU
OG0001177	sp|Q8IVL1|NAV2_HUMAN	tr|A0A8B8Y8I2|A0A8B8Y8I2_BALMU
OG0001177	sp|Q8IVL0|NAV3_HUMAN	tr|A0A8B8YJ19|A0A8B8YJ19_BALMU
OG0001178	sp|Q9UBC5|MYO1A_HUMAN	tr|A0A8C0CVG1|A0A8C0CVG1_BALMU
OG0001178	sp|O43795|MYO1B_HUMAN	tr|A0A8B8XTX8|A0A8B8XTX8_BALMU
OG0001179	sp|P20700|LMNB1_HUMAN	tr|A0A8C0DDX8|A0A8C0DDX8_BALMU
OG0001179	sp|Q03252|LMNB2_HUMAN	tr|A0A8C0HYY5|A0A8C0HYY5_BALMU
OG0001180	sp|Q9UIQ6|LCAP_HUMAN	tr|A0A8B8X550|A0A8B8X550_BALMU
OG0001180	sp|Q9NZ08|ERAP1_HUMAN	tr|A0A8B8X0J4|A0A8B8X0J4_BALMU
OG0001181	sp|Q08257|QOR_HUMAN	tr|A0A8B8Z728|A0A8B8Z728_BALMU, tr|A0A8C0HYD0|A0A8C0HYD0_BALMU, tr|A0A8B8XDJ0|A0A8B8XDJ0_BALMU
OG0001182	sp|P61964|WDR5_HUMAN	tr|A0A8B8XQH1|A0A8B8XQH1_BALMU
OG0001182	sp|Q86VZ2|WDR5B_HUMAN	tr|A0A8B8X9Q2|A0A8B8X9Q2_BALMU
OG0001183	sp|O75038|PLCH2_HUMAN	tr|A0A8B8Z3K1|A0A8B8Z3K1_BALMU
OG0001183	sp|Q4KWH8|PLCH1_HUMAN	tr|A0A8B8XDE3|A0A8B8XDE3_BALMU
OG0001184	sp|O95674|CDS2_HUMAN	tr|A0A8C0HZQ1|A0A8C0HZQ1_BALMU
OG0001184	sp|Q92903|CDS1_HUMAN	tr|A0A8B8XIT2|A0A8B8XIT2_BALMU
OG0001185	sp|Q96QS6|KPSH2_HUMAN	tr|A0A8B8VM65|A0A8B8VM65_BALMU
OG0001185	sp|P11801|KPSH1_HUMAN	tr|A0A8B8VZL6|A0A8B8VZL6_BALMU
OG0001186	sp|P11233|RALA_HUMAN	tr|A0A8B8YAD0|A0A8B8YAD0_BALMU
OG0001186	sp|P11234|RALB_HUMAN	tr|A0A8B8XWT1|A0A8B8XWT1_BALMU
OG0001187	sp|Q16881|TRXR1_HUMAN	tr|A0A8B8YHN7|A0A8B8YHN7_BALMU
OG0001187	sp|Q86VQ6|TRXR3_HUMAN	tr|A0A8B8YZG8|A0A8B8YZG8_BALMU
OG0001188	sp|P51677|CCR3_HUMAN	tr|A0A8B8YWI6|A0A8B8YWI6_BALMU
OG0001188	sp|P32246|CCR1_HUMAN	tr|A0A8B8YZA4|A0A8B8YZA4_BALMU
OG0001189	sp|O95258|UCP5_HUMAN	tr|A0A8B8WCU8|A0A8B8WCU8_BALMU
OG0001189	sp|Q5SVS4|KMCP1_HUMAN	tr|A0A8B8VR69|A0A8B8VR69_BALMU
OG0001190	sp|Q9NXZ2|DDX43_HUMAN	tr|A0A8B8Z042|A0A8B8Z042_BALMU
OG0001190	sp|Q86TM3|DDX53_HUMAN	tr|A0A8B8WFY1|A0A8B8WFY1_BALMU
OG0001191	sp|O00337|S28A1_HUMAN	tr|A0A8B8WL72|A0A8B8WL72_BALMU
OG0001191	sp|O43868|S28A2_HUMAN	tr|A0A8B8WK55|A0A8B8WK55_BALMU
OG0001192	sp|Q96T88|UHRF1_HUMAN	tr|A0A8B8X642|A0A8B8X642_BALMU
OG0001192	sp|Q96PU4|UHRF2_HUMAN	tr|A0A8C0CEN5|A0A8C0CEN5_BALMU
OG0001193	sp|Q99873|ANM1_HUMAN	tr|A0A8B8VW53|A0A8B8VW53_BALMU
OG0001193	sp|Q9NR22|ANM8_HUMAN	tr|A0A8B8YLZ8|A0A8B8YLZ8_BALMU
OG0001194	sp|O14910|LIN7A_HUMAN	tr|A0A8B8YNU7|A0A8B8YNU7_BALMU
OG0001194	sp|Q9NUP9|LIN7C_HUMAN	tr|A0A8C0D897|A0A8C0D897_BALMU
OG0001195	sp|P30711|GSTT1_HUMAN, sp|P0CG29|GST2_HUMAN, sp|P0CG30|GSTT2_HUMAN	tr|A0A8C0DVW3|A0A8C0DVW3_BALMU
OG0001196	sp|Q06455|MTG8_HUMAN	tr|A0A8B8VND9|A0A8B8VND9_BALMU
OG0001196	sp|O75081|MTG16_HUMAN	tr|A0A8B8VUJ5|A0A8B8VUJ5_BALMU
OG0001197	sp|Q9HCN6|GPVI_HUMAN, sp|B6A8C7|TARM1_HUMAN, sp|P24071|FCAR_HUMAN	tr|A0A8B8VUJ7|A0A8B8VUJ7_BALMU
OG0001198	sp|Q8TDJ6|DMXL2_HUMAN	tr|A0A8B8WAB3|A0A8B8WAB3_BALMU
OG0001198	sp|Q9Y485|DMXL1_HUMAN	tr|A0A8B8WZQ0|A0A8B8WZQ0_BALMU
OG0001199	sp|Q92830|KAT2A_HUMAN	tr|A0A8B8WC84|A0A8B8WC84_BALMU
OG0001199	sp|Q92831|KAT2B_HUMAN	tr|A0A8C0C832|A0A8C0C832_BALMU
OG0001200	sp|Q96SU4|OSBL9_HUMAN	tr|A0A8B8VSM3|A0A8B8VSM3_BALMU, tr|A0A8B8VFM1|A0A8B8VFM1_BALMU, tr|A0A8B8XF36|A0A8B8XF36_BALMU
OG0001201	sp|Q05BV3|EMAL5_HUMAN	tr|A0A8B8WUH2|A0A8B8WUH2_BALMU
OG0001201	sp|Q6ZMW3|EMAL6_HUMAN	tr|A0A8B8Z8R5|A0A8B8Z8R5_BALMU
OG0001202	sp|P61266|STX1B_HUMAN	tr|A0A8B8VBN8|A0A8B8VBN8_BALMU
OG0001202	sp|Q16623|STX1A_HUMAN	tr|A0A8C0E2S9|A0A8C0E2S9_BALMU
OG0001203	sp|P15170|ERF3A_HUMAN	tr|A0A8B8V7Z4|A0A8B8V7Z4_BALMU
OG0001203	sp|Q8IYD1|ERF3B_HUMAN	tr|A0A8C0DQH1|A0A8C0DQH1_BALMU
OG0001204	sp|Q7Z4L5|TT21B_HUMAN	tr|A0A8B8XUD3|A0A8B8XUD3_BALMU
OG0001204	sp|Q8NDW8|TT21A_HUMAN	tr|A0A8B8YVE5|A0A8B8YVE5_BALMU
OG0001205	sp|Q8NCM2|KCNH5_HUMAN	tr|A0A8B8WQK7|A0A8B8WQK7_BALMU
OG0001205	sp|O95259|KCNH1_HUMAN	tr|A0A8B8Z6R6|A0A8B8Z6R6_BALMU
OG0001206	sp|P63208|SKP1_HUMAN	tr|A0A8B8Y4Q6|A0A8B8Y4Q6_BALMU, tr|A0A8C0DH82|A0A8C0DH82_BALMU, tr|A0A8B8WY47|A0A8B8WY47_BALMU
OG0001207	sp|Q9Y2H9|MAST1_HUMAN	tr|A0A8C0CNC6|A0A8C0CNC6_BALMU
OG0001207	sp|Q6P0Q8|MAST2_HUMAN	tr|A0A8B8XUG1|A0A8B8XUG1_BALMU
OG0001208	sp|P60660|MYL6_HUMAN	tr|A0A8B8YES7|A0A8B8YES7_BALMU
OG0001208	sp|P14649|MYL6B_HUMAN	tr|A0A8B8YER5|A0A8B8YER5_BALMU
OG0001209	sp|Q8TE57|ATS16_HUMAN	tr|A0A8B8X175|A0A8B8X175_BALMU
OG0001209	sp|Q8TE60|ATS18_HUMAN	tr|A0A8B8VTJ3|A0A8B8VTJ3_BALMU
OG0001210	sp|P56377|AP1S2_HUMAN	tr|A0A8B8WI69|A0A8B8WI69_BALMU
OG0001210	sp|P61966|AP1S1_HUMAN	tr|A0A8B8V706|A0A8B8V706_BALMU
OG0001211	sp|Q8NHH9|ATLA2_HUMAN	tr|A0A8B8Z1P3|A0A8B8Z1P3_BALMU
OG0001211	sp|Q8WXF7|ATLA1_HUMAN	tr|A0A8B8WK73|A0A8B8WK73_BALMU
OG0001212	sp|Q8IU85|KCC1D_HUMAN	tr|A0A8B8WJN0|A0A8B8WJN0_BALMU
OG0001212	sp|Q14012|KCC1A_HUMAN	tr|A0A8B8YQ97|A0A8B8YQ97_BALMU
OG0001213	sp|Q9C0E4|GRIP2_HUMAN	tr|A0A8C0D4Y7|A0A8C0D4Y7_BALMU
OG0001213	sp|Q9Y3R0|GRIP1_HUMAN	tr|A0A8B8YU59|A0A8B8YU59_BALMU
OG0001214	sp|P04075|ALDOA_HUMAN	tr|A0A8B8VBM1|A0A8B8VBM1_BALMU
OG0001214	sp|P09972|ALDOC_HUMAN	tr|A0A8C0E1Q5|A0A8C0E1Q5_BALMU
OG0001215	sp|Q9HBH9|MKNK2_HUMAN	tr|A0A8B8WW10|A0A8B8WW10_BALMU
OG0001215	sp|Q9BUB5|MKNK1_HUMAN	tr|A0A8B8XLV5|A0A8B8XLV5_BALMU
OG0001216	sp|Q9NZ81|PRR13_HUMAN	tr|A0A8C0CVA6|A0A8C0CVA6_BALMU, tr|A0A8B8XBI1|A0A8B8XBI1_BALMU, tr|A0A8B8YQ73|A0A8B8YQ73_BALMU
OG0001217	sp|Q9UL03|INT6_HUMAN	tr|A0A8C0DZQ3|A0A8C0DZQ3_BALMU
OG0001217	sp|Q5JSJ4|INT6L_HUMAN	tr|A0A8B8WFK7|A0A8B8WFK7_BALMU
OG0001218	sp|P0DKB6|MPC1L_HUMAN	tr|A0A8B8WDD7|A0A8B8WDD7_BALMU
OG0001218	sp|Q9Y5U8|MPC1_HUMAN	tr|A0A8B8Z4W5|A0A8B8Z4W5_BALMU
OG0001219	sp|Q7Z460|CLAP1_HUMAN	tr|A0A8B8XUE7|A0A8B8XUE7_BALMU
OG0001219	sp|O75122|CLAP2_HUMAN	tr|A0A8B8YSD9|A0A8B8YSD9_BALMU
OG0001220	sp|Q99218|AMELY_HUMAN, sp|Q99217|AMELX_HUMAN	tr|A0A8B8WH94|A0A8B8WH94_BALMU, tr|A0A8B8WIV4|A0A8B8WIV4_BALMU
OG0001221	sp|Q9H2T7|RBP17_HUMAN	tr|A0A8B8WXD7|A0A8B8WXD7_BALMU
OG0001221	sp|Q9UIA9|XPO7_HUMAN	tr|A0A8B8XUG5|A0A8B8XUG5_BALMU
