Orthogroup	Homo_sapiens	Marmota_marmota_marmota
OG0000435	sp|P35556|FBN2_HUMAN	tr|A0A8C5ZZX2|A0A8C5ZZX2_MARMA
OG0000435	sp|Q75N90|FBN3_HUMAN	tr|A0A8C6A5Z7|A0A8C6A5Z7_MARMA
OG0000436	sp|Q9HCJ5|ZSWM6_HUMAN	tr|A0A8C5Z514|A0A8C5Z514_MARMA
OG0000436	sp|Q9H7M6|ZSWM4_HUMAN	tr|A0A8C6A756|A0A8C6A756_MARMA
OG0000436	sp|Q9P217|ZSWM5_HUMAN	tr|A0A8C5ZYU0|A0A8C5ZYU0_MARMA
OG0000437	sp|P08237|PFKAM_HUMAN	tr|A0A8C6EYT1|A0A8C6EYT1_MARMA
OG0000437	sp|Q01813|PFKAP_HUMAN	tr|A0A8C5ZI89|A0A8C5ZI89_MARMA
OG0000437	sp|P17858|PFKAL_HUMAN	tr|A0A8C5ZEE6|A0A8C5ZEE6_MARMA
OG0000438	sp|Q9UJ98|STAG3_HUMAN, sp|Q8TBR4|ST3L4_HUMAN, sp|P0CL83|ST3L1_HUMAN, sp|P0CL84|ST3L2_HUMAN, sp|P0CL85|ST3L3_HUMAN	tr|A0A8C5ZGX2|A0A8C5ZGX2_MARMA
OG0000439	sp|Q15173|2A5B_HUMAN	tr|A0A8C5Z7R8|A0A8C5Z7R8_MARMA
OG0000439	sp|Q15172|2A5A_HUMAN	tr|A0A8C5YKP0|A0A8C5YKP0_MARMA
OG0000439	sp|Q16537|2A5E_HUMAN	tr|A0A8C6A3Q3|A0A8C6A3Q3_MARMA
OG0000440	sp|P52736|ZN133_HUMAN, sp|Q6P1L6|ZN343_HUMAN, sp|Q86UQ0|ZN589_HUMAN, sp|Q14929|ZN169_HUMAN, sp|P10072|ZN875_HUMAN	tr|A0A8C5YPQ0|A0A8C5YPQ0_MARMA
OG0000441	sp|A6NJ08|MB3L5_HUMAN, sp|A6NE82|MB3L3_HUMAN, sp|A6NDZ8|MB3L4_HUMAN, sp|Q8NHZ7|MB3L2_HUMAN, sp|A0A1B0GVZ6|MB3LB_HUMAN	tr|A0A8C6A5S9|A0A8C6A5S9_MARMA
OG0000442	sp|O14950|ML12B_HUMAN	tr|A0A8C5ZDP2|A0A8C5ZDP2_MARMA
OG0000442	sp|P19105|ML12A_HUMAN	tr|A0A8C5ZE63|A0A8C5ZE63_MARMA
OG0000442	sp|P24844|MYL9_HUMAN	tr|A0A8C6EZ73|A0A8C6EZ73_MARMA
OG0000444	sp|Q12756|KIF1A_HUMAN	tr|A0A8C6EQC6|A0A8C6EQC6_MARMA
OG0000444	sp|Q9P2P6|STAR9_HUMAN	tr|A0A8C6EWU7|A0A8C6EWU7_MARMA
OG0000444	sp|O60333|KIF1B_HUMAN	tr|A0A8C6EVM7|A0A8C6EVM7_MARMA
OG0000445	sp|Q8NHC7|O14CZ_HUMAN	tr|A0A8C5ZMI6|A0A8C5ZMI6_MARMA, tr|A0A8C6EUW0|A0A8C6EUW0_MARMA, tr|A0A8C6EYZ7|A0A8C6EYZ7_MARMA, tr|A0A8C6A6U7|A0A8C6A6U7_MARMA, tr|A0A8C6A7D4|A0A8C6A7D4_MARMA
OG0000446	sp|Q7Z3S9|NT2NA_HUMAN, sp|P0DPK4|NT2NC_HUMAN, sp|P0DPK3|NT2NB_HUMAN, tr|A0A8I5KY86|A0A8I5KY86_HUMAN, sp|Q04721|NOTC2_HUMAN	tr|A0A8C6A270|A0A8C6A270_MARMA
OG0000447	sp|P19087|GNAT2_HUMAN	tr|A0A8C6A274|A0A8C6A274_MARMA
OG0000447	sp|A8MTJ3|GNAT3_HUMAN	tr|A0A8C5YIP4|A0A8C5YIP4_MARMA
OG0000447	sp|P11488|GNAT1_HUMAN	tr|A0A8C5YVP1|A0A8C5YVP1_MARMA
OG0000448	sp|A8K4G0|CLM7_HUMAN	tr|A0A8C5Z9T6|A0A8C5Z9T6_MARMA
OG0000448	sp|Q8TDQ1|CLM1_HUMAN	tr|A0A8C5ZF67|A0A8C5ZF67_MARMA
OG0000448	sp|Q6UXZ3|CLM5_HUMAN	tr|A0A8C5ZCD9|A0A8C5ZCD9_MARMA
OG0000449	sp|Q8TDW7|FAT3_HUMAN	tr|A0A8C5YTU6|A0A8C5YTU6_MARMA
OG0000449	sp|Q14517|FAT1_HUMAN	tr|A0A8C5Z944|A0A8C5Z944_MARMA
OG0000449	sp|Q9NYQ8|FAT2_HUMAN	tr|A0A8C5ZJZ3|A0A8C5ZJZ3_MARMA
OG0000450	sp|A0A0B4J1Y8|LV949_HUMAN	tr|A0A8C5ZV87|A0A8C5ZV87_MARMA, tr|A0A8C6EW38|A0A8C6EW38_MARMA, tr|A0A8C5ZV97|A0A8C5ZV97_MARMA, tr|A0A8C6EWI1|A0A8C6EWI1_MARMA, tr|A0A8C5ZX21|A0A8C5ZX21_MARMA
OG0000451	sp|P06737|PYGL_HUMAN	tr|A0A8C5YNB1|A0A8C5YNB1_MARMA
OG0000451	sp|P11216|PYGB_HUMAN	tr|A0A8C6A5B6|A0A8C6A5B6_MARMA
OG0000451	sp|P11217|PYGM_HUMAN	tr|A0A8C5Z9B8|A0A8C5Z9B8_MARMA
OG0000452	sp|P29323|EPHB2_HUMAN	tr|A0A8C5ZYP6|A0A8C5ZYP6_MARMA
OG0000452	sp|P54753|EPHB3_HUMAN	tr|A0A8C5Z822|A0A8C5Z822_MARMA
OG0000452	sp|P54762|EPHB1_HUMAN	tr|A0A8C5ZVI8|A0A8C5ZVI8_MARMA
OG0000453	sp|P32418|NAC1_HUMAN	tr|A0A8C5ZTH7|A0A8C5ZTH7_MARMA
OG0000453	sp|P57103|NAC3_HUMAN	tr|A0A8C5YKB6|A0A8C5YKB6_MARMA
OG0000453	sp|Q9UPR5|NAC2_HUMAN	tr|A0A8C5ZHP8|A0A8C5ZHP8_MARMA
OG0000454	sp|P50570|DYN2_HUMAN	tr|A0A8C5ZYW8|A0A8C5ZYW8_MARMA
OG0000454	sp|Q05193|DYN1_HUMAN	tr|A0A8C5ZT50|A0A8C5ZT50_MARMA
OG0000454	sp|Q9UQ16|DYN3_HUMAN	tr|A0A8C6EW33|A0A8C6EW33_MARMA
OG0000455	sp|P14410|SUIS_HUMAN	tr|A0A8C5Z2P8|A0A8C5Z2P8_MARMA
OG0000455	sp|O43451|MGA_HUMAN	tr|A0A8C5ZBF1|A0A8C5ZBF1_MARMA
OG0000455	sp|Q2M2H8|MGAL_HUMAN	tr|A0A8C5ZBI9|A0A8C5ZBI9_MARMA
OG0000456	sp|P69892|HBG2_HUMAN, sp|P69891|HBG1_HUMAN	tr|A0A8C5ZIT0|A0A8C5ZIT0_MARMA
OG0000456	sp|P02042|HBD_HUMAN, sp|P02100|HBE_HUMAN	tr|A0A8C6ETI9|A0A8C6ETI9_MARMA
OG0000457	sp|P19367|HXK1_HUMAN	tr|A0A8C5Z390|A0A8C5Z390_MARMA
OG0000457	sp|P52789|HXK2_HUMAN	tr|A0A8C5YW91|A0A8C5YW91_MARMA
OG0000457	sp|Q2TB90|HKDC1_HUMAN	tr|A0A8C5Z2F1|A0A8C5Z2F1_MARMA
OG0000458	sp|Q9P265|DIP2B_HUMAN	tr|A0A8C6AAR3|A0A8C6AAR3_MARMA
OG0000458	sp|Q9Y2E4|DIP2C_HUMAN	tr|A0A8C5ZH22|A0A8C5ZH22_MARMA
OG0000458	sp|Q14689|DIP2A_HUMAN	tr|A0A8C5ZI03|A0A8C5ZI03_MARMA
OG0000459	sp|P11215|ITAM_HUMAN	tr|A0A8C5YNH2|A0A8C5YNH2_MARMA
OG0000459	sp|Q13349|ITAD_HUMAN	tr|A0A8C6ENW0|A0A8C6ENW0_MARMA
OG0000459	sp|P20702|ITAX_HUMAN	tr|A0A8C5YTI5|A0A8C5YTI5_MARMA
OG0000460	sp|P13796|PLSL_HUMAN	tr|A0A8C6AAV7|A0A8C6AAV7_MARMA
OG0000460	sp|P13797|PLST_HUMAN	tr|A0A8C6ERX0|A0A8C6ERX0_MARMA
OG0000460	sp|Q14651|PLSI_HUMAN	tr|A0A8C6EVQ4|A0A8C6EVQ4_MARMA
OG0000461	sp|Q15399|TLR1_HUMAN	tr|A0A8C6EWE9|A0A8C6EWE9_MARMA
OG0000461	sp|Q9Y2C9|TLR6_HUMAN	tr|A0A8C6ER35|A0A8C6ER35_MARMA, tr|A0A8C6ETL7|A0A8C6ETL7_MARMA, tr|A0A8C5ZV17|A0A8C5ZV17_MARMA
OG0000462	sp|P48065|S6A12_HUMAN	tr|A0A8C6ABM4|A0A8C6ABM4_MARMA
OG0000462	sp|Q9NSD5|S6A13_HUMAN	tr|A0A8C6AF60|A0A8C6AF60_MARMA
OG0000462	sp|P48066|S6A11_HUMAN	tr|A0A8C5ZD64|A0A8C5ZD64_MARMA
OG0000463	sp|Q92952|KCNN1_HUMAN	tr|A0A8C5YJR6|A0A8C5YJR6_MARMA
OG0000463	sp|Q9UGI6|KCNN3_HUMAN	tr|A0A8C5ZWZ9|A0A8C5ZWZ9_MARMA
OG0000463	sp|Q9H2S1|KCNN2_HUMAN	tr|A0A8C5Z4C5|A0A8C5Z4C5_MARMA
OG0000464	sp|P15813|CD1D_HUMAN	tr|A0A8C5Z9N9|A0A8C5Z9N9_MARMA, tr|A0A8C5Z6L1|A0A8C5Z6L1_MARMA, tr|A0A8C5ZA87|A0A8C5ZA87_MARMA, tr|A0A8C6ERQ2|A0A8C6ERQ2_MARMA, tr|A0A8C5Z7P8|A0A8C5Z7P8_MARMA
OG0000465	sp|Q9ULC5|ACSL5_HUMAN	tr|A0A8C5YNS4|A0A8C5YNS4_MARMA
OG0000465	sp|Q9UKU0|ACSL6_HUMAN	tr|A0A8C6EUU5|A0A8C6EUU5_MARMA
OG0000465	sp|P33121|ACSL1_HUMAN	tr|A0A8C5ZG07|A0A8C5ZG07_MARMA
OG0000466	sp|O95180|CAC1H_HUMAN	tr|A0A8C5ZU31|A0A8C5ZU31_MARMA
OG0000466	sp|O43497|CAC1G_HUMAN	tr|A0A8C6A5H1|A0A8C6A5H1_MARMA
OG0000466	sp|Q9P0X4|CAC1I_HUMAN	tr|A0A8C6EPK4|A0A8C6EPK4_MARMA
OG0000467	sp|O14548|COX7R_HUMAN	tr|A0A8C5YV84|A0A8C5YV84_MARMA, tr|A0A8C6A2W2|A0A8C6A2W2_MARMA, tr|A0A8C5YXX3|A0A8C5YXX3_MARMA, tr|A0A8C6A0K6|A0A8C6A0K6_MARMA, tr|A0A8C6EVB3|A0A8C6EVB3_MARMA
OG0000469	sp|Q16281|CNGA3_HUMAN	tr|A0A8C6EY66|A0A8C6EY66_MARMA
OG0000469	sp|Q16280|CNGA2_HUMAN	tr|A0A8C5ZHG2|A0A8C5ZHG2_MARMA
OG0000469	sp|P29973|CNGA1_HUMAN	tr|A0A8C5ZZJ6|A0A8C5ZZJ6_MARMA
OG0000471	sp|Q13003|GRIK3_HUMAN	tr|A0A8C5Z0V1|A0A8C5Z0V1_MARMA
OG0000471	sp|P39086|GRIK1_HUMAN	tr|A0A8C5ZYZ1|A0A8C5ZYZ1_MARMA
OG0000471	sp|Q13002|GRIK2_HUMAN	tr|A0A8C5ZI20|A0A8C5ZI20_MARMA
OG0000472	sp|P41208|CETN2_HUMAN	tr|A0A8C5ZDK2|A0A8C5ZDK2_MARMA, tr|A0A8C5ZDS6|A0A8C5ZDS6_MARMA
OG0000472	sp|Q12798|CETN1_HUMAN	tr|A0A8C5ZIU1|A0A8C5ZIU1_MARMA, tr|A0A8C6ESL7|A0A8C6ESL7_MARMA
OG0000473	sp|O75973|C1QRF_HUMAN	tr|A0A8C6ENG1|A0A8C6ENG1_MARMA
OG0000473	sp|Q5VWW1|C1QL3_HUMAN	tr|A0A8C5ZPC2|A0A8C5ZPC2_MARMA
OG0000473	sp|Q86Z23|C1QL4_HUMAN	tr|A0A8C6EYW7|A0A8C6EYW7_MARMA
OG0000474	sp|Q96GS6|AB17A_HUMAN	tr|A0A8C5ZQI5|A0A8C5ZQI5_MARMA
OG0000474	sp|Q6PCB6|AB17C_HUMAN	tr|A0A8C5ZXF3|A0A8C5ZXF3_MARMA
OG0000474	sp|Q5VST6|AB17B_HUMAN	tr|A0A8C5ZD74|A0A8C5ZD74_MARMA
OG0000475	sp|Q8NFI4|F10A5_HUMAN, sp|P50502|F10A1_HUMAN	tr|A0A8C5YVK4|A0A8C5YVK4_MARMA
OG0000475	sp|Q8IZP2|ST134_HUMAN	tr|A0A8C6A9I3|A0A8C6A9I3_MARMA, tr|A0A8C5ZF66|A0A8C5ZF66_MARMA
OG0000476	sp|Q9NZM1|MYOF_HUMAN	tr|A0A8C5ZR39|A0A8C5ZR39_MARMA
OG0000476	sp|A0AVI2|FR1L5_HUMAN	tr|A0A8C5YK51|A0A8C5YK51_MARMA
OG0000476	sp|O75923|DYSF_HUMAN	tr|A0A8C5YQC2|A0A8C5YQC2_MARMA
OG0000477	sp|Q5NE16|CATL3_HUMAN, sp|P07711|CATL1_HUMAN	tr|A0A8C5Z9B1|A0A8C5Z9B1_MARMA, tr|A0A8C5YS32|A0A8C5YS32_MARMA
OG0000477	sp|O60911|CATL2_HUMAN	tr|A0A8C6EYC8|A0A8C6EYC8_MARMA
OG0000478	sp|P10826|RARB_HUMAN	tr|A0A8C6A624|A0A8C6A624_MARMA
OG0000478	sp|P10276|RARA_HUMAN	tr|A0A8C5Z296|A0A8C5Z296_MARMA
OG0000478	sp|P13631|RARG_HUMAN	tr|A0A8C5YPJ3|A0A8C5YPJ3_MARMA
OG0000479	sp|P63000|RAC1_HUMAN	tr|A0A8C6EQC0|A0A8C6EQC0_MARMA
OG0000479	sp|Q7L0Q8|RHOU_HUMAN, sp|P15153|RAC2_HUMAN, sp|P60763|RAC3_HUMAN	tr|A0A8C5YVT3|A0A8C5YVT3_MARMA
OG0000480	sp|Q9H2K8|TAOK3_HUMAN	tr|A0A8C6A5Y9|A0A8C6A5Y9_MARMA
OG0000480	sp|Q7L7X3|TAOK1_HUMAN	tr|A0A8C5YQT4|A0A8C5YQT4_MARMA
OG0000480	sp|Q9UL54|TAOK2_HUMAN	tr|A0A8C6ABI8|A0A8C6ABI8_MARMA
OG0000481	sp|Q96ET8|TV23C_HUMAN	tr|A0A8C5Z0Y3|A0A8C5Z0Y3_MARMA, tr|A0A8C6ESI3|A0A8C6ESI3_MARMA
OG0000481	sp|A6NH52|TV23A_HUMAN, sp|Q9NYZ1|TV23B_HUMAN	tr|A0A8C5YQ03|A0A8C5YQ03_MARMA
OG0000482	sp|Q13607|OR2F1_HUMAN, sp|O95006|OR2F2_HUMAN	tr|A0A8C5Z5D4|A0A8C5Z5D4_MARMA, tr|A0A8C5Z2X4|A0A8C5Z2X4_MARMA, tr|A0A8C5Z7A7|A0A8C5Z7A7_MARMA, tr|A0A8C5Z247|A0A8C5Z247_MARMA
OG0000483	sp|P48729|KC1A_HUMAN, sp|Q8N752|KC1AL_HUMAN	tr|A0A8C5ZY14|A0A8C5ZY14_MARMA, tr|A0A8C5Z2X5|A0A8C5Z2X5_MARMA, tr|A0A8C5Z0D2|A0A8C5Z0D2_MARMA, tr|A0A8C5Z5K5|A0A8C5Z5K5_MARMA
OG0000484	sp|Q9UMR7|CLC4A_HUMAN	tr|A0A8C5ZIC2|A0A8C5ZIC2_MARMA, tr|A0A8C5ZMP1|A0A8C5ZMP1_MARMA, tr|A0A8C5ZIA2|A0A8C5ZIA2_MARMA, tr|A0A8C5ZMQ1|A0A8C5ZMQ1_MARMA, tr|A0A8C6A578|A0A8C6A578_MARMA
OG0000485	sp|Q9UBS0|KS6B2_HUMAN	tr|A0A8C6A6B0|A0A8C6A6B0_MARMA
OG0000485	sp|P23443|KS6B1_HUMAN	tr|A0A8C5ZFK5|A0A8C5ZFK5_MARMA, tr|A0A8C5Z351|A0A8C5Z351_MARMA, tr|A0A8C6A280|A0A8C6A280_MARMA
OG0000486	sp|P25063|CD24_HUMAN	tr|A0A8C5Z3W5|A0A8C5Z3W5_MARMA, tr|A0A8C6AC10|A0A8C6AC10_MARMA, tr|A0A8C6ESX3|A0A8C6ESX3_MARMA, tr|A0A8C5ZIP5|A0A8C5ZIP5_MARMA, tr|A0A8C5ZA33|A0A8C5ZA33_MARMA
OG0000487	sp|P52907|CAZA1_HUMAN	tr|A0A8C5ZEJ0|A0A8C5ZEJ0_MARMA
OG0000487	sp|P47755|CAZA2_HUMAN	tr|A0A8C5YU35|A0A8C5YU35_MARMA, tr|A0A8C5YJW5|A0A8C5YJW5_MARMA, tr|A0A8C5ZJM9|A0A8C5ZJM9_MARMA
OG0000488	sp|A6NNY8|UBP27_HUMAN	tr|A0A8C5ZFJ1|A0A8C5ZFJ1_MARMA
OG0000488	sp|Q70EK9|UBP51_HUMAN	tr|A0A8C6EWX8|A0A8C6EWX8_MARMA
OG0000488	sp|Q9UPT9|UBP22_HUMAN	tr|A0A8C5Z871|A0A8C5Z871_MARMA
OG0000489	sp|Q9P2S2|NRX2A_HUMAN	tr|A0A8C5Z6L2|A0A8C5Z6L2_MARMA
OG0000489	sp|Q9Y4C0|NRX3A_HUMAN	tr|A0A8C6A3N5|A0A8C6A3N5_MARMA
OG0000489	sp|Q9ULB1|NRX1A_HUMAN	tr|A0A8C5Z7Q6|A0A8C5Z7Q6_MARMA
OG0000490	sp|Q96BY6|DOC10_HUMAN	tr|A0A8C6A4L9|A0A8C6A4L9_MARMA
OG0000490	sp|Q9BZ29|DOCK9_HUMAN	tr|A0A8C6A2V8|A0A8C6A2V8_MARMA
OG0000490	sp|Q5JSL3|DOC11_HUMAN	tr|A0A8C5Z5G3|A0A8C5Z5G3_MARMA
OG0000491	sp|O14795|UN13B_HUMAN	tr|A0A8C5Z3T8|A0A8C5Z3T8_MARMA
OG0000491	sp|Q8NB66|UN13C_HUMAN	tr|A0A8C5ZNG4|A0A8C5ZNG4_MARMA
OG0000491	sp|Q9UPW8|UN13A_HUMAN	tr|A0A8C6EM06|A0A8C6EM06_MARMA
OG0000492	sp|O95197|RTN3_HUMAN	tr|A0A8C6EQ86|A0A8C6EQ86_MARMA
OG0000492	sp|Q9NQC3|RTN4_HUMAN	tr|A0A8C5Z484|A0A8C5Z484_MARMA
OG0000492	sp|Q16799|RTN1_HUMAN	tr|A0A8C5Z049|A0A8C5Z049_MARMA
OG0000493	sp|P84074|HPCA_HUMAN	tr|A0A8C6ERM0|A0A8C6ERM0_MARMA
OG0000493	sp|P61601|NCALD_HUMAN	tr|A0A8C6EV64|A0A8C6EV64_MARMA
OG0000493	sp|P37235|HPCL1_HUMAN	tr|A0A8C6EZ39|A0A8C6EZ39_MARMA
OG0000494	sp|Q07817|B2CL1_HUMAN	tr|A0A8C6ACA1|A0A8C6ACA1_MARMA, tr|A0A8C6EYW0|A0A8C6EYW0_MARMA, tr|A0A8C5YZ00|A0A8C5YZ00_MARMA, tr|A0A8C5YLY6|A0A8C5YLY6_MARMA, tr|A0A8C6A7L3|A0A8C6A7L3_MARMA
OG0000495	sp|O00767|SCD_HUMAN	tr|A0A8C6A9Y7|A0A8C6A9Y7_MARMA, tr|A0A8C6A8Y7|A0A8C6A8Y7_MARMA, tr|A0A8C6A922|A0A8C6A922_MARMA, tr|A0A8C6A7A0|A0A8C6A7A0_MARMA, tr|A0A8C6EYV7|A0A8C6EYV7_MARMA
OG0000496	sp|Q9NRR5|UBQL4_HUMAN	tr|A0A8C5ZJ51|A0A8C5ZJ51_MARMA
OG0000496	sp|Q9UHD9|UBQL2_HUMAN	tr|A0A8C5ZYH7|A0A8C5ZYH7_MARMA
OG0000496	sp|Q9UMX0|UBQL1_HUMAN	tr|A0A8C6A0G3|A0A8C6A0G3_MARMA
OG0000497	sp|Q9HAU6|TCTP8_HUMAN	tr|A0A8C5ZQJ1|A0A8C5ZQJ1_MARMA
OG0000497	sp|Q56UQ5|TPT1L_HUMAN, sp|P13693|TCTP_HUMAN	tr|A0A8C6AAI6|A0A8C6AAI6_MARMA, tr|A0A8C6EVC7|A0A8C6EVC7_MARMA
OG0000498	sp|P07948|LYN_HUMAN	tr|A0A8C5YPU9|A0A8C5YPU9_MARMA
OG0000498	sp|P08631|HCK_HUMAN	tr|A0A8C6EZR8|A0A8C6EZR8_MARMA
OG0000498	sp|P06239|LCK_HUMAN	tr|A0A8C5Z614|A0A8C5Z614_MARMA
OG0000499	sp|Q99758|ABCA3_HUMAN	tr|A0A8C6ACI4|A0A8C6ACI4_MARMA, tr|A0A8C6EYV3|A0A8C6EYV3_MARMA, tr|A0A8C6ACH6|A0A8C6ACH6_MARMA, tr|A0A8C5Z6R0|A0A8C5Z6R0_MARMA, tr|A0A8C5Z8T1|A0A8C5Z8T1_MARMA
OG0000500	sp|Q8WW22|DNJA4_HUMAN	tr|A0A8C5YL63|A0A8C5YL63_MARMA
OG0000500	sp|O60884|DNJA2_HUMAN, sp|P31689|DNJA1_HUMAN	tr|A0A8C5YNT1|A0A8C5YNT1_MARMA, tr|A0A8C5Z697|A0A8C5Z697_MARMA
OG0000501	sp|Q9ULW8|PADI3_HUMAN	tr|A0A8C6EY74|A0A8C6EY74_MARMA
OG0000501	sp|Q9ULC6|PADI1_HUMAN	tr|A0A8C6A4Q4|A0A8C6A4Q4_MARMA
OG0000501	sp|Q9UM07|PADI4_HUMAN	tr|A0A8C6A360|A0A8C6A360_MARMA
OG0000502	sp|Q92743|HTRA1_HUMAN	tr|A0A8C5YQD7|A0A8C5YQD7_MARMA
OG0000502	sp|P83105|HTRA4_HUMAN	tr|A0A8C5ZPI4|A0A8C5ZPI4_MARMA
OG0000502	sp|P83110|HTRA3_HUMAN	tr|A0A8C6EU66|A0A8C6EU66_MARMA
OG0000503	sp|Q2Y0W8|S4A8_HUMAN	tr|A0A8C5YIH8|A0A8C5YIH8_MARMA
OG0000503	sp|Q6U841|S4A10_HUMAN	tr|A0A8C6A8C1|A0A8C6A8C1_MARMA
OG0000503	sp|Q9Y6M7|S4A7_HUMAN	tr|A0A8C6A7D8|A0A8C6A7D8_MARMA
OG0000504	sp|Q92736|RYR2_HUMAN	tr|A0A8C5ZX99|A0A8C5ZX99_MARMA
OG0000504	sp|P21817|RYR1_HUMAN	tr|A0A8C5YQC0|A0A8C5YQC0_MARMA
OG0000504	sp|Q15413|RYR3_HUMAN	tr|A0A8C6EYI7|A0A8C6EYI7_MARMA
OG0000505	sp|P52739|ZN131_HUMAN	tr|A0A8C5ZA14|A0A8C5ZA14_MARMA, tr|A0A8C6EQ07|A0A8C6EQ07_MARMA, tr|A0A8C5ZLW2|A0A8C5ZLW2_MARMA, tr|A0A8C5Z2I3|A0A8C5Z2I3_MARMA, tr|A0A8C5Z7B4|A0A8C5Z7B4_MARMA
OG0000506	sp|Q96NI8|ZN570_HUMAN, sp|Q9BX82|ZN471_HUMAN, sp|Q6ECI4|ZN470_HUMAN, sp|Q96ND8|ZN583_HUMAN	tr|A0A8C5ZHH3|A0A8C5ZHH3_MARMA, tr|A0A8C5YKB3|A0A8C5YKB3_MARMA
OG0000507	sp|Q08170|SRSF4_HUMAN	tr|A0A8C6ETC1|A0A8C6ETC1_MARMA
OG0000507	sp|Q13247|SRSF6_HUMAN	tr|A0A8C6A8F3|A0A8C6A8F3_MARMA, tr|A0A8C6ETX7|A0A8C6ETX7_MARMA, tr|A0A8C5ZJA0|A0A8C5ZJA0_MARMA
OG0000508	sp|O15438|MRP3_HUMAN	tr|A0A8C6A3F2|A0A8C6A3F2_MARMA
OG0000508	sp|P33527|MRP1_HUMAN	tr|A0A8C5Z8N1|A0A8C5Z8N1_MARMA, tr|A0A8C5ZUF7|A0A8C5ZUF7_MARMA, tr|A0A8C6A8D5|A0A8C6A8D5_MARMA
OG0000509	sp|P47989|XDH_HUMAN	tr|A0A8C6A128|A0A8C6A128_MARMA
OG0000509	sp|Q06278|AOXA_HUMAN	tr|A0A8C5ZIC9|A0A8C5ZIC9_MARMA, tr|A0A8C5ZHQ1|A0A8C5ZHQ1_MARMA, tr|A0A8C5ZCN1|A0A8C5ZCN1_MARMA
OG0000510	sp|P17600|SYN1_HUMAN	tr|A0A8C6ET53|A0A8C6ET53_MARMA
OG0000510	sp|O14994|SYN3_HUMAN	tr|A0A8C5ZR76|A0A8C5ZR76_MARMA
OG0000510	sp|Q92777|SYN2_HUMAN	tr|A0A8C5ZE02|A0A8C5ZE02_MARMA
OG0000511	sp|O94910|AGRL1_HUMAN	tr|A0A8C6A7M3|A0A8C6A7M3_MARMA
OG0000511	sp|Q9HAR2|AGRL3_HUMAN	tr|A0A8C6A9Z4|A0A8C6A9Z4_MARMA
OG0000511	sp|O95490|AGRL2_HUMAN	tr|A0A8C5YWE7|A0A8C5YWE7_MARMA
OG0000512	sp|Q8WZ42|TITIN_HUMAN	tr|A0A8C5Z4L9|A0A8C5Z4L9_MARMA, tr|A0A8C5Z3N4|A0A8C5Z3N4_MARMA, tr|A0A8C5Z1Y9|A0A8C5Z1Y9_MARMA, tr|A0A8C5ZLQ8|A0A8C5ZLQ8_MARMA, tr|A0A8C5ZGM3|A0A8C5ZGM3_MARMA
OG0000513	sp|P0DME0|SETLP_HUMAN, sp|Q01105|SET_HUMAN	tr|A0A8C5ZXG4|A0A8C5ZXG4_MARMA, tr|A0A8C5ZQE4|A0A8C5ZQE4_MARMA, tr|A0A8C5ZRD1|A0A8C5ZRD1_MARMA, tr|A0A8C5ZIK3|A0A8C5ZIK3_MARMA
OG0000514	sp|Q8IWV2|CNTN4_HUMAN	tr|A0A8C5Z5K3|A0A8C5Z5K3_MARMA
OG0000514	sp|Q9UQ52|CNTN6_HUMAN	tr|A0A8C5Z190|A0A8C5Z190_MARMA
OG0000514	sp|Q9P232|CNTN3_HUMAN	tr|A0A8C5Z139|A0A8C5Z139_MARMA
OG0000515	sp|P20142|PEPC_HUMAN	tr|A0A8C6AGA2|A0A8C6AGA2_MARMA, tr|A0A8C6AF21|A0A8C6AF21_MARMA, tr|A0A8C6AEQ9|A0A8C6AEQ9_MARMA, tr|A0A8C6ADR2|A0A8C6ADR2_MARMA, tr|A0A8C6ACK8|A0A8C6ACK8_MARMA
OG0000516	sp|Q9GZK7|O11A1_HUMAN	tr|A0A8C5YM67|A0A8C5YM67_MARMA, tr|A0A8C6A8V9|A0A8C6A8V9_MARMA, tr|A0A8C6EPT8|A0A8C6EPT8_MARMA, tr|A0A8C5YU24|A0A8C5YU24_MARMA, tr|A0A8C6EY60|A0A8C6EY60_MARMA
OG0000517	sp|Q5TCX8|M3K21_HUMAN	tr|A0A8C5ZQ49|A0A8C5ZQ49_MARMA
OG0000517	sp|P80192|M3K9_HUMAN	tr|A0A8C5ZRW7|A0A8C5ZRW7_MARMA
OG0000517	sp|Q02779|M3K10_HUMAN	tr|A0A8C6A1D6|A0A8C6A1D6_MARMA
OG0000518	sp|A6NCI8|CB078_HUMAN	tr|A0A8C5YYF5|A0A8C5YYF5_MARMA, tr|A0A8C5Z7F0|A0A8C5Z7F0_MARMA, tr|A0A8C6ENM0|A0A8C6ENM0_MARMA, tr|A0A8C6AC69|A0A8C6AC69_MARMA, tr|A0A8C6AC91|A0A8C6AC91_MARMA
OG0000519	sp|Q71RC2|LARP4_HUMAN	tr|A0A8C6AAR6|A0A8C6AAR6_MARMA, tr|A0A8C5YXK5|A0A8C5YXK5_MARMA, tr|A0A8C5YLW1|A0A8C5YLW1_MARMA, tr|A0A8C6ERA4|A0A8C6ERA4_MARMA, tr|A0A8C5Z7N7|A0A8C5Z7N7_MARMA
