Orthogroup	Homo_sapiens	Orycteropus_afer_afer
OG0000276	sp|P12235|ADT1_HUMAN	tr|A0A8B7AEY6|A0A8B7AEY6_ORYAF
OG0000277	sp|P19105|ML12A_HUMAN	tr|A0A8B6ZD58|A0A8B6ZD58_ORYAF
OG0000277	sp|P24844|MYL9_HUMAN	tr|A0A8B7AKG7|A0A8B7AKG7_ORYAF, tr|A0A8B6ZCN4|A0A8B6ZCN4_ORYAF
OG0000277	sp|O14950|ML12B_HUMAN	tr|A0A8B6ZDA6|A0A8B6ZDA6_ORYAF
OG0000279	sp|P11217|PYGM_HUMAN	tr|A0A8B7AAA7|A0A8B7AAA7_ORYAF
OG0000279	sp|P11216|PYGB_HUMAN	tr|A0A8B7AXS1|A0A8B7AXS1_ORYAF
OG0000279	sp|P06737|PYGL_HUMAN	tr|A0A8B7A6X5|A0A8B7A6X5_ORYAF
OG0000280	sp|P54762|EPHB1_HUMAN	tr|A0A8B6ZJM7|A0A8B6ZJM7_ORYAF
OG0000280	sp|P29323|EPHB2_HUMAN	tr|A0A8B6ZFK7|A0A8B6ZFK7_ORYAF
OG0000280	sp|Q5TGI4|SAMD5_HUMAN, sp|P54753|EPHB3_HUMAN	tr|A0A8B6ZEP8|A0A8B6ZEP8_ORYAF
OG0000281	sp|Q2M2H8|MGAL_HUMAN	tr|A0A8B7AX90|A0A8B7AX90_ORYAF
OG0000281	sp|O43451|MGA_HUMAN	tr|A0A8B7ATT9|A0A8B7ATT9_ORYAF
OG0000281	sp|P14410|SUIS_HUMAN	tr|A0A8B7A1X0|A0A8B7A1X0_ORYAF, tr|A0A8B7AFZ4|A0A8B7AFZ4_ORYAF
OG0000283	sp|P63151|2ABA_HUMAN	tr|A0A8B6ZPA6|A0A8B6ZPA6_ORYAF
OG0000283	sp|Q00005|2ABB_HUMAN	tr|A0A8B7AHB8|A0A8B7AHB8_ORYAF
OG0000283	sp|Q9Y2T4|2ABG_HUMAN	tr|A0A8B7B477|A0A8B7B477_ORYAF
OG0000284	sp|P36268|GGT2_HUMAN, sp|A6NGU5|GGT3_HUMAN, sp|P19440|GGT1_HUMAN, sp|B5MD39|GGTL3_HUMAN, sp|Q9BX51|GGTL1_HUMAN, sp|Q14390|GGTL2_HUMAN	tr|A0A8B7B5V4|A0A8B7B5V4_ORYAF
OG0000285	sp|P07320|CRGD_HUMAN	tr|A0A8B6ZFQ6|A0A8B6ZFQ6_ORYAF
OG0000285	sp|P07316|CRGB_HUMAN	tr|A0A8B6ZB54|A0A8B6ZB54_ORYAF
OG0000285	sp|P11844|CRGA_HUMAN, sp|P07315|CRGC_HUMAN	tr|A0A8B6ZB68|A0A8B6ZB68_ORYAF
OG0000287	sp|Q9H209|O10A4_HUMAN	tr|A0A8B7AY27|A0A8B7AY27_ORYAF
OG0000287	sp|Q8NGE5|O10A7_HUMAN, sp|Q96KK4|O10C1_HUMAN, sp|Q9H207|O10A5_HUMAN, sp|Q9H208|O10A2_HUMAN	tr|A0A8B7B2D3|A0A8B7B2D3_ORYAF
OG0000288	sp|Q99758|ABCA3_HUMAN	tr|A0A8B6ZRJ1|A0A8B6ZRJ1_ORYAF, tr|A0A8B7B9V2|A0A8B7B9V2_ORYAF, tr|A0A8B7B8L7|A0A8B7B8L7_ORYAF, tr|A0A8B7ATU1|A0A8B7ATU1_ORYAF, tr|A0A8B7AUZ9|A0A8B7AUZ9_ORYAF, tr|A0A8B6ZQA0|A0A8B6ZQA0_ORYAF
OG0000289	sp|Q9NRW1|RAB6B_HUMAN	tr|A0A8B6ZHN2|A0A8B6ZHN2_ORYAF
OG0000289	sp|Q5JT25|RAB41_HUMAN, sp|P20340|RAB6A_HUMAN, sp|Q9H0N0|RAB6C_HUMAN, sp|Q53S08|RAB6D_HUMAN	tr|A0A8B6ZTV2|A0A8B6ZTV2_ORYAF
OG0000290	sp|Q9Y3N9|OR2W1_HUMAN	tr|A0A8B7B7K8|A0A8B7B7K8_ORYAF, tr|A0A8B7B3I0|A0A8B7B3I0_ORYAF, tr|A0A8B7B7K5|A0A8B7B7K5_ORYAF, tr|A0A8B7B8K8|A0A8B7B8K8_ORYAF, tr|A0A8B7B4Z3|A0A8B7B4Z3_ORYAF, tr|A0A8B7B957|A0A8B7B957_ORYAF
OG0000291	tr|A3KN74|A3KN74_HUMAN, sp|P59796|GPX6_HUMAN	tr|A0A8B7B3D2|A0A8B7B3D2_ORYAF
OG0000291	sp|O75715|GPX5_HUMAN	tr|A0A8B7B4T8|A0A8B7B4T8_ORYAF
OG0000291	sp|P22352|GPX3_HUMAN	tr|A0A8B7A1J2|A0A8B7A1J2_ORYAF
OG0000292	sp|Q8WWU7|ITLN2_HUMAN, sp|Q8WWA0|ITLN1_HUMAN	tr|A0A8B7ADD1|A0A8B7ADD1_ORYAF, tr|A0A8B7AIX4|A0A8B7AIX4_ORYAF, tr|A0A8B7AET1|A0A8B7AET1_ORYAF, tr|A0A8B7ADC9|A0A8B7ADC9_ORYAF, tr|A0A8B7AIX9|A0A8B7AIX9_ORYAF
OG0000293	sp|Q06278|AOXA_HUMAN	tr|A0A8B6ZEH4|A0A8B6ZEH4_ORYAF
OG0000293	sp|P47989|XDH_HUMAN	tr|A0A8B6ZF53|A0A8B6ZF53_ORYAF, tr|A0A8B6ZF66|A0A8B6ZF66_ORYAF, tr|A0A8B6ZGV5|A0A8B6ZGV5_ORYAF, tr|A0A8B6ZSU1|A0A8B6ZSU1_ORYAF
OG0000294	sp|Q8NGK2|O52B4_HUMAN	tr|A0A8B6ZU52|A0A8B6ZU52_ORYAF, tr|A0A8B6ZU24|A0A8B6ZU24_ORYAF, tr|A0A8B6ZU81|A0A8B6ZU81_ORYAF, tr|A0A8B6ZZ46|A0A8B6ZZ46_ORYAF, tr|A0A8B6ZU93|A0A8B6ZU93_ORYAF, tr|A0A8B6ZTZ8|A0A8B6ZTZ8_ORYAF
OG0000298	sp|O43731|ERD23_HUMAN	tr|A0A8B7A0V8|A0A8B7A0V8_ORYAF
OG0000298	sp|P24390|ERD21_HUMAN	tr|A0A8B7B8J3|A0A8B7B8J3_ORYAF
OG0000298	sp|P33947|ERD22_HUMAN	tr|A0A8B6ZU83|A0A8B6ZU83_ORYAF
OG0000299	sp|Q6ZQQ2|S31D1_HUMAN, sp|Q6ZUB0|S31D4_HUMAN, sp|P0C874|S31D3_HUMAN	tr|A0A8B6ZQK4|A0A8B6ZQK4_ORYAF, tr|A0A8B6ZVD5|A0A8B6ZVD5_ORYAF, tr|A0A8B6ZVF8|A0A8B6ZVF8_ORYAF
OG0000300	sp|Q9Y487|VPP2_HUMAN	tr|A0A8B6ZL60|A0A8B6ZL60_ORYAF
OG0000300	sp|Q93050|VPP1_HUMAN	tr|A0A8B7B6X2|A0A8B7B6X2_ORYAF
OG0000300	sp|Q9HBG4|VPP4_HUMAN	tr|A0A8B7ATW0|A0A8B7ATW0_ORYAF
OG0000301	sp|Q92904|DAZL_HUMAN, sp|Q9NR90|DAZ3_HUMAN, sp|Q13117|DAZ2_HUMAN, sp|Q9NQZ3|DAZ1_HUMAN, sp|Q86SG3|DAZ4_HUMAN	tr|A0A8B6ZIQ4|A0A8B6ZIQ4_ORYAF
OG0000302	sp|Q8NGE9|OR9Q2_HUMAN	tr|A0A8B7AWX3|A0A8B7AWX3_ORYAF
OG0000302	sp|Q8NGQ5|OR9Q1_HUMAN	tr|A0A8B7AWS7|A0A8B7AWS7_ORYAF
OG0000302	sp|Q8NGQ6|OR9I1_HUMAN	tr|A0A8B7B0B4|A0A8B7B0B4_ORYAF
OG0000303	sp|Q92608|DOCK2_HUMAN	tr|A0A8B6ZQF8|A0A8B6ZQF8_ORYAF
OG0000303	sp|Q9H7D0|DOCK5_HUMAN	tr|A0A8B6ZPD9|A0A8B6ZPD9_ORYAF
OG0000303	sp|Q14185|DOCK1_HUMAN	tr|A0A8B6ZHE2|A0A8B6ZHE2_ORYAF
OG0000304	sp|Q9NZC7|WWOX_HUMAN	tr|A0A8B6ZQB7|A0A8B6ZQB7_ORYAF
OG0000304	sp|Q96NR8|RDH12_HUMAN	tr|A0A8B6ZXS5|A0A8B6ZXS5_ORYAF
OG0000304	sp|Q8N5I4|DHRSX_HUMAN	tr|A0A8B7ASB7|A0A8B7ASB7_ORYAF
OG0000305	sp|O60312|AT10A_HUMAN	tr|A0A8B7A893|A0A8B7A893_ORYAF
OG0000305	sp|O94823|AT10B_HUMAN	tr|A0A8B7AWW8|A0A8B7AWW8_ORYAF
OG0000305	sp|Q9P241|AT10D_HUMAN	tr|A0A8B7AI10|A0A8B7AI10_ORYAF
OG0000306	sp|Q9UFH2|DYH17_HUMAN	tr|A0A8B7BDF3|A0A8B7BDF3_ORYAF
OG0000306	sp|Q9NYC9|DYH9_HUMAN	tr|A0A8B7AE23|A0A8B7AE23_ORYAF
OG0000306	sp|Q96DT5|DYH11_HUMAN	tr|A0A8B7A9Y2|A0A8B7A9Y2_ORYAF
OG0000307	sp|A6NEL3|F86C2_HUMAN, sp|Q9NVL1|F86C1_HUMAN, sp|Q8N7N1|F86B1_HUMAN, sp|P0C5J1|F86B2_HUMAN, sp|Q96G04|EF2KT_HUMAN	tr|A0A8B6ZVC1|A0A8B6ZVC1_ORYAF
OG0000309	sp|P01034|CYTC_HUMAN, sp|P28325|CYTD_HUMAN, sp|P09228|CYTT_HUMAN, sp|P01036|CYTS_HUMAN, sp|P01037|CYTN_HUMAN	tr|A0A8B7B2M9|A0A8B7B2M9_ORYAF
OG0000310	sp|Q8WZA6|OR1E3_HUMAN, sp|P47887|OR1E2_HUMAN, sp|P30953|OR1E1_HUMAN	tr|A0A8B6ZJB1|A0A8B6ZJB1_ORYAF, tr|A0A8B6ZJD7|A0A8B6ZJD7_ORYAF, tr|A0A8B6ZJ02|A0A8B6ZJ02_ORYAF
OG0000311	sp|P51160|PDE6C_HUMAN	tr|A0A8B7AT59|A0A8B7AT59_ORYAF
OG0000311	sp|P16499|PDE6A_HUMAN	tr|A0A8B7A1G3|A0A8B7A1G3_ORYAF
OG0000311	sp|P35913|PDE6B_HUMAN	tr|A0A8B7B1B1|A0A8B7B1B1_ORYAF
OG0000313	sp|Q8N7R7|CCYL1_HUMAN	tr|A0A8B6ZCY3|A0A8B6ZCY3_ORYAF
OG0000313	sp|Q5T2Q4|CCYL2_HUMAN, sp|P0C7X3|CCYL3_HUMAN, sp|Q8ND76|CCNY_HUMAN	tr|A0A8B7A350|A0A8B7A350_ORYAF
OG0000314	sp|Q8NDX2|VGLU3_HUMAN	tr|A0A8B7ABN9|A0A8B7ABN9_ORYAF
OG0000314	sp|Q9P2U7|VGLU1_HUMAN	tr|A0A8B6ZZA5|A0A8B6ZZA5_ORYAF
OG0000314	sp|Q9P2U8|VGLU2_HUMAN	tr|A0A8B7B354|A0A8B7B354_ORYAF
OG0000315	sp|Q9Y657|SPIN1_HUMAN	tr|A0A8B7A971|A0A8B7A971_ORYAF
OG0000315	sp|Q5JUX0|SPIN3_HUMAN, sp|Q9BPZ2|SPI2B_HUMAN, sp|Q99865|SPI2A_HUMAN	tr|A0A8B7B973|A0A8B7B973_ORYAF
OG0000316	sp|Q96ND8|ZN583_HUMAN	tr|A0A8B7B2X4|A0A8B7B2X4_ORYAF
OG0000316	sp|Q8NHY6|ZFP28_HUMAN	tr|A0A8B7B717|A0A8B7B717_ORYAF
OG0000316	sp|Q9BX82|ZN471_HUMAN	tr|A0A8B7B4B2|A0A8B7B4B2_ORYAF
OG0000317	sp|Q6VEQ5|WASH2_HUMAN, sp|C4AMC7|WASH3_HUMAN, sp|A8K0Z3|WASH1_HUMAN, sp|A8MWX3|WASH4_HUMAN, sp|Q9NQA3|WASH6_HUMAN	tr|A0A8B6ZML2|A0A8B6ZML2_ORYAF
OG0000318	sp|P09104|ENOG_HUMAN	tr|A0A8B6ZI17|A0A8B6ZI17_ORYAF
OG0000318	sp|P06733|ENOA_HUMAN	tr|A0A8B6ZYK6|A0A8B6ZYK6_ORYAF
OG0000318	sp|P13929|ENOB_HUMAN	tr|A0A8B6ZJ80|A0A8B6ZJ80_ORYAF
OG0000319	sp|Q92598|HS105_HUMAN	tr|A0A8B7BA84|A0A8B7BA84_ORYAF
OG0000319	sp|P34932|HSP74_HUMAN	tr|A0A8B7A1X4|A0A8B7A1X4_ORYAF
OG0000319	sp|O95757|HS74L_HUMAN	tr|A0A8B7AWR1|A0A8B7AWR1_ORYAF
OG0000320	sp|Q14573|ITPR3_HUMAN	tr|A0A8B6ZUA8|A0A8B6ZUA8_ORYAF
OG0000320	sp|Q14643|ITPR1_HUMAN	tr|A0A8B7AXC4|A0A8B7AXC4_ORYAF
OG0000320	sp|Q14571|ITPR2_HUMAN	tr|A0A8B7AKE5|A0A8B7AKE5_ORYAF
OG0000321	sp|Q14839|CHD4_HUMAN	tr|A0A8B6ZHZ6|A0A8B6ZHZ6_ORYAF
OG0000321	sp|Q8TDI0|CHD5_HUMAN	tr|A0A8B7A3S4|A0A8B7A3S4_ORYAF
OG0000321	sp|Q12873|CHD3_HUMAN	tr|A0A8B7ASB8|A0A8B7ASB8_ORYAF
OG0000322	sp|O60359|CCG3_HUMAN	tr|A0A8B7APS8|A0A8B7APS8_ORYAF
OG0000322	sp|Q9Y698|CCG2_HUMAN	tr|A0A8B7BDK7|A0A8B7BDK7_ORYAF
OG0000322	sp|Q8WXS5|CCG8_HUMAN	tr|A0A8B7B4P2|A0A8B7B4P2_ORYAF
OG0000323	sp|O76036|NCTR1_HUMAN	tr|A0A8B7BDX3|A0A8B7BDX3_ORYAF
OG0000323	sp|P24071|FCAR_HUMAN	tr|A0A8B7B4N3|A0A8B7B4N3_ORYAF, tr|A0A8B7BAH0|A0A8B7BAH0_ORYAF, tr|A0A8B7B4M3|A0A8B7B4M3_ORYAF
OG0000324	sp|Q14315|FLNC_HUMAN	tr|A0A8B7B152|A0A8B7B152_ORYAF
OG0000324	sp|P21333|FLNA_HUMAN	tr|A0A8B7B575|A0A8B7B575_ORYAF
OG0000324	sp|O75369|FLNB_HUMAN	tr|A0A8B6ZK35|A0A8B6ZK35_ORYAF
OG0000325	sp|P01242|SOM2_HUMAN, sp|P01241|SOMA_HUMAN, sp|P0DML2|CSH1_HUMAN, sp|P0DML3|CSH2_HUMAN, sp|Q14406|CSHL_HUMAN	tr|A0A8B7BE27|A0A8B7BE27_ORYAF
OG0000326	sp|O94806|KPCD3_HUMAN	tr|A0A8B7A769|A0A8B7A769_ORYAF
OG0000326	sp|Q15139|KPCD1_HUMAN	tr|A0A8B7AJM8|A0A8B7AJM8_ORYAF
OG0000326	sp|Q9BZL6|KPCD2_HUMAN	tr|A0A8B6ZZF2|A0A8B6ZZF2_ORYAF
OG0000327	sp|Q9BR76|COR1B_HUMAN	tr|A0A8B7A9Y9|A0A8B7A9Y9_ORYAF
OG0000327	sp|Q6QEF8|CORO6_HUMAN	tr|A0A8B6ZIU1|A0A8B6ZIU1_ORYAF
OG0000327	sp|Q9ULV4|COR1C_HUMAN	tr|A0A8B7B3B2|A0A8B7B3B2_ORYAF
OG0000328	sp|O00555|CAC1A_HUMAN	tr|A0A8B7B1N0|A0A8B7B1N0_ORYAF
OG0000328	sp|Q00975|CAC1B_HUMAN	tr|A0A8B7ABC4|A0A8B7ABC4_ORYAF
OG0000328	sp|Q15878|CAC1E_HUMAN	tr|A0A8B6ZL67|A0A8B6ZL67_ORYAF
OG0000329	sp|Q9HCH3|CPNE5_HUMAN	tr|A0A8B6ZPJ2|A0A8B6ZPJ2_ORYAF
OG0000329	sp|Q8IYJ1|CPNE9_HUMAN	tr|A0A8B7A7T8|A0A8B7A7T8_ORYAF
OG0000329	sp|Q86YQ8|CPNE8_HUMAN	tr|A0A8B7A0A0|A0A8B7A0A0_ORYAF
OG0000330	sp|P01229|LSHB_HUMAN, sp|P0DN86|CGB3_HUMAN, sp|Q6NT52|CGB2_HUMAN, sp|P0DN87|CGB7_HUMAN, sp|A6NKQ9|CGB1_HUMAN	tr|A0A8B6ZZA1|A0A8B6ZZA1_ORYAF
OG0000331	sp|Q15797|SMAD1_HUMAN	tr|A0A8B7A4H0|A0A8B7A4H0_ORYAF
OG0000331	sp|O15198|SMAD9_HUMAN	tr|A0A8B7BA31|A0A8B7BA31_ORYAF
OG0000331	sp|Q99717|SMAD5_HUMAN	tr|A0A8B7A214|A0A8B7A214_ORYAF
OG0000332	sp|P29992|GNA11_HUMAN	tr|A0A8B7ANX0|A0A8B7ANX0_ORYAF
OG0000332	sp|P50148|GNAQ_HUMAN	tr|A0A8B6ZMD0|A0A8B6ZMD0_ORYAF
OG0000332	sp|O95837|GNA14_HUMAN	tr|A0A8B6ZSA6|A0A8B6ZSA6_ORYAF
OG0000333	sp|Q9BY15|AGRE3_HUMAN	tr|A0A8B7AXC7|A0A8B7AXC7_ORYAF
OG0000333	sp|Q86SQ3|AGRE4_HUMAN	tr|A0A8B7AYD1|A0A8B7AYD1_ORYAF, tr|A0A8B7B6R6|A0A8B7B6R6_ORYAF, tr|A0A8B7B7E4|A0A8B7B7E4_ORYAF
OG0000334	sp|P63096|GNAI1_HUMAN	tr|A0A8B7A6E2|A0A8B7A6E2_ORYAF
OG0000334	sp|P08754|GNAI3_HUMAN	tr|A0A8B7AIP0|A0A8B7AIP0_ORYAF
OG0000334	sp|P04899|GNAI2_HUMAN	tr|A0A8B7AR58|A0A8B7AR58_ORYAF
OG0000336	sp|Q9BZK7|TBL1R_HUMAN	tr|A0A8B7AK77|A0A8B7AK77_ORYAF
OG0000336	sp|Q9BQ87|TBL1Y_HUMAN	tr|A0A8B7BA80|A0A8B7BA80_ORYAF
OG0000336	sp|O60907|TBL1X_HUMAN	tr|A0A8B7B2F1|A0A8B7B2F1_ORYAF
OG0000337	sp|Q96QI5|HS3S6_HUMAN	tr|A0A8B6ZV60|A0A8B6ZV60_ORYAF
OG0000337	sp|Q9Y662|HS3SB_HUMAN	tr|A0A8B7ACM5|A0A8B7ACM5_ORYAF
OG0000337	sp|Q9Y663|HS3SA_HUMAN	tr|A0A8B7A8N1|A0A8B7A8N1_ORYAF
OG0000338	sp|P51854|TKTL1_HUMAN	tr|A0A8B7B5B9|A0A8B7B5B9_ORYAF
OG0000338	sp|Q9H0I9|TKTL2_HUMAN	tr|A0A8B7AVD4|A0A8B7AVD4_ORYAF
OG0000338	sp|P29401|TKT_HUMAN	tr|A0A8B7B7G0|A0A8B7B7G0_ORYAF
OG0000339	sp|O94911|ABCA8_HUMAN	tr|A0A8B7BD50|A0A8B7BD50_ORYAF
OG0000339	sp|Q8IUA7|ABCA9_HUMAN, sp|Q8WWZ4|ABCAA_HUMAN, sp|Q8N139|ABCA6_HUMAN	tr|A0A8B7BD51|A0A8B7BD51_ORYAF
OG0000340	sp|Q9NRR2|TRYG1_HUMAN	tr|A0A8B7AHC2|A0A8B7AHC2_ORYAF
OG0000340	sp|Q7RTY9|PRS41_HUMAN, sp|Q9Y6M0|TEST_HUMAN	tr|A0A8B6ZQ85|A0A8B6ZQ85_ORYAF, tr|A0A8B6ZV81|A0A8B6ZV81_ORYAF
OG0000341	sp|Q13064|MKRN3_HUMAN	tr|A0A8B7AKS4|A0A8B7AKS4_ORYAF
OG0000341	sp|Q6NVV0|MKRN5_HUMAN, sp|Q13434|MKRN4_HUMAN, sp|Q9UHC7|MKRN1_HUMAN	tr|A0A8B7AX98|A0A8B7AX98_ORYAF
OG0000342	sp|P01023|A2MG_HUMAN	tr|A0A8B6ZI97|A0A8B6ZI97_ORYAF
OG0000342	sp|Q8IZJ3|CPMD8_HUMAN	tr|A0A8B6ZIA0|A0A8B6ZIA0_ORYAF
OG0000342	sp|P20742|PZP_HUMAN	tr|A0A8B6ZIB6|A0A8B6ZIB6_ORYAF
OG0000343	sp|O95819|M4K4_HUMAN	tr|A0A8B7BBZ4|A0A8B7BBZ4_ORYAF
OG0000343	sp|Q8N4C8|MINK1_HUMAN	tr|A0A8B7AS85|A0A8B7AS85_ORYAF
OG0000343	sp|Q9UKE5|TNIK_HUMAN	tr|A0A8B7AA03|A0A8B7AA03_ORYAF
OG0000344	sp|Q8NH64|O51A7_HUMAN	tr|A0A8B6ZU40|A0A8B6ZU40_ORYAF
OG0000344	sp|Q8NGJ7|O51A2_HUMAN, sp|Q8NGJ6|O51A4_HUMAN	tr|A0A8B6ZU96|A0A8B6ZU96_ORYAF, tr|A0A8B7BE53|A0A8B7BE53_ORYAF
OG0000345	sp|Q93084|AT2A3_HUMAN	tr|A0A8B6ZJ17|A0A8B6ZJ17_ORYAF
OG0000345	sp|P16615|AT2A2_HUMAN	tr|A0A8B6ZMX3|A0A8B6ZMX3_ORYAF
OG0000345	sp|O14983|AT2A1_HUMAN	tr|A0A8B7AKI8|A0A8B7AKI8_ORYAF
OG0000346	sp|Q9NWW9|PLAT2_HUMAN	tr|A0A8B7A5F2|A0A8B7A5F2_ORYAF
OG0000346	sp|Q9UL19|PLAT4_HUMAN, sp|P53816|PLAT3_HUMAN	tr|A0A8B7A5F7|A0A8B7A5F7_ORYAF, tr|A0A8B7A5F1|A0A8B7A5F1_ORYAF
OG0000347	sp|Q9Y6L7|TLL2_HUMAN	tr|A0A8B6ZRA4|A0A8B6ZRA4_ORYAF
OG0000347	sp|O43897|TLL1_HUMAN	tr|A0A8B7AXR8|A0A8B7AXR8_ORYAF
OG0000347	sp|P13497|BMP1_HUMAN	tr|A0A8B7AM09|A0A8B7AM09_ORYAF
OG0000348	sp|Q49AS3|L37A5_HUMAN	tr|A0A8B7B7R3|A0A8B7B7R3_ORYAF, tr|A0A8B7AR88|A0A8B7AR88_ORYAF, tr|A0A8B7BB52|A0A8B7BB52_ORYAF, tr|A0A8B7B1S5|A0A8B7B1S5_ORYAF, tr|A0A8B7BAX6|A0A8B7BAX6_ORYAF
OG0000349	sp|Q3ZCU0|GVQW3_HUMAN, sp|Q5SR53|CA200_HUMAN, sp|Q6ZUF6|NC336_HUMAN, sp|Q9H2J1|CI037_HUMAN, sp|Q8N769|CN178_HUMAN	tr|A0A8B6ZVG0|A0A8B6ZVG0_ORYAF
OG0000350	sp|Q02809|PLOD1_HUMAN	tr|A0A8B7A0E0|A0A8B7A0E0_ORYAF
OG0000350	sp|O60568|PLOD3_HUMAN	tr|A0A8B7A2T5|A0A8B7A2T5_ORYAF
OG0000350	sp|O00469|PLOD2_HUMAN	tr|A0A8B6ZWP1|A0A8B6ZWP1_ORYAF
OG0000351	sp|Q12926|ELAV2_HUMAN	tr|A0A8B7AF21|A0A8B7AF21_ORYAF
OG0000351	sp|Q14576|ELAV3_HUMAN	tr|A0A8B7AUZ0|A0A8B7AUZ0_ORYAF
OG0000351	sp|P26378|ELAV4_HUMAN	tr|A0A8B7A7X7|A0A8B7A7X7_ORYAF
OG0000352	sp|Q8TC56|GAR3_HUMAN	tr|A0A8B7A9F4|A0A8B7A9F4_ORYAF
OG0000352	sp|Q8NEG0|GAR6_HUMAN	tr|A0A8B7AHB2|A0A8B7AHB2_ORYAF
OG0000352	sp|Q8IYT1|GAR4_HUMAN	tr|A0A8B7AWC2|A0A8B7AWC2_ORYAF
OG0000353	sp|O94813|SLIT2_HUMAN	tr|A0A8B7AZY7|A0A8B7AZY7_ORYAF
OG0000353	sp|O75093|SLIT1_HUMAN	tr|A0A8B6ZW91|A0A8B6ZW91_ORYAF
OG0000353	sp|O75094|SLIT3_HUMAN	tr|A0A8B6ZQF3|A0A8B6ZQF3_ORYAF
OG0000354	sp|P26599|PTBP1_HUMAN	tr|A0A8B7AXR6|A0A8B7AXR6_ORYAF
OG0000354	sp|Q9UKA9|PTBP2_HUMAN	tr|A0A8B6ZF14|A0A8B6ZF14_ORYAF
OG0000354	sp|O95758|PTBP3_HUMAN	tr|A0A8B6ZGX1|A0A8B6ZGX1_ORYAF
OG0000355	sp|Q13576|IQGA2_HUMAN	tr|A0A8B7A0U2|A0A8B7A0U2_ORYAF
OG0000355	sp|P46940|IQGA1_HUMAN	tr|A0A8B7A7D1|A0A8B7A7D1_ORYAF
OG0000355	sp|Q86VI3|IQGA3_HUMAN	tr|A0A8B7AF75|A0A8B7AF75_ORYAF
OG0000356	sp|P28472|GBRB3_HUMAN	tr|A0A8B7A874|A0A8B7A874_ORYAF
OG0000356	sp|P18505|GBRB1_HUMAN	tr|A0A8B7AHZ6|A0A8B7AHZ6_ORYAF
OG0000356	sp|P47870|GBRB2_HUMAN	tr|A0A8B7AWV4|A0A8B7AWV4_ORYAF
OG0000357	sp|Q8TD57|DYH3_HUMAN	tr|A0A8B7B5T4|A0A8B7B5T4_ORYAF
OG0000357	sp|Q8WXX0|DYH7_HUMAN	tr|A0A8B7ATM4|A0A8B7ATM4_ORYAF
OG0000357	sp|Q6ZR08|DYH12_HUMAN	tr|A0A8B6ZIF0|A0A8B6ZIF0_ORYAF
OG0000358	sp|Q8N0V5|GNT2A_HUMAN	tr|A0A8B7AS39|A0A8B7AS39_ORYAF, tr|A0A8B7AVM5|A0A8B7AVM5_ORYAF, tr|A0A8B7APG4|A0A8B7APG4_ORYAF, tr|A0A8B7AQS0|A0A8B7AQS0_ORYAF, tr|A0A8B7APF4|A0A8B7APF4_ORYAF
OG0000359	sp|Q9NR64|KLHL1_HUMAN	tr|A0A8B7B702|A0A8B7B702_ORYAF
OG0000359	sp|Q96PQ7|KLHL5_HUMAN	tr|A0A8B7AZA6|A0A8B7AZA6_ORYAF
OG0000359	sp|Q9C0H6|KLHL4_HUMAN	tr|A0A8B7B1W8|A0A8B7B1W8_ORYAF
OG0000360	sp|O60282|KIF5C_HUMAN	tr|A0A8B6ZDI4|A0A8B6ZDI4_ORYAF
OG0000360	sp|Q12840|KIF5A_HUMAN	tr|A0A8B7AK46|A0A8B7AK46_ORYAF
OG0000360	sp|P33176|KINH_HUMAN	tr|A0A8B6ZZW1|A0A8B6ZZW1_ORYAF
OG0000361	sp|P0C7N5|OR8U9_HUMAN, sp|Q8NH10|OR8U1_HUMAN, sp|P0C7N1|OR8U8_HUMAN	tr|A0A8B7BA13|A0A8B7BA13_ORYAF
OG0000361	sp|Q8NH85|OR5R1_HUMAN	tr|A0A8B7BBX2|A0A8B7BBX2_ORYAF
OG0000362	sp|Q16772|GSTA3_HUMAN	tr|A0A8B6ZGW0|A0A8B6ZGW0_ORYAF
OG0000362	sp|P09210|GSTA2_HUMAN, sp|P08263|GSTA1_HUMAN, sp|Q7RTV2|GSTA5_HUMAN	tr|A0A8B6ZJW8|A0A8B6ZJW8_ORYAF
OG0000363	sp|Q5MIZ7|P4R3B_HUMAN	tr|A0A8B6ZM76|A0A8B6ZM76_ORYAF
OG0000363	sp|Q6IN85|P4R3A_HUMAN	tr|A0A8B7A5K6|A0A8B7A5K6_ORYAF
OG0000363	sp|Q6ZMV5|P4R3C_HUMAN	tr|A0A8B7B4Y2|A0A8B7B4Y2_ORYAF
OG0000364	sp|Q2M3G0|ABCB5_HUMAN	tr|A0A8B7A9Z4|A0A8B7A9Z4_ORYAF
OG0000364	sp|P08183|MDR1_HUMAN	tr|A0A8B7B3S4|A0A8B7B3S4_ORYAF
OG0000364	sp|P21439|MDR3_HUMAN	tr|A0A8B7B579|A0A8B7B579_ORYAF
OG0000365	tr|A0A2R8YF49|A0A2R8YF49_HUMAN, sp|Q12774|ARHG5_HUMAN, tr|A0A2R8YFR7|A0A2R8YFR7_HUMAN, tr|A0A5F9ZGZ6|A0A5F9ZGZ6_HUMAN, sp|A5YM69|ARG35_HUMAN	tr|A0A8B7B172|A0A8B7B172_ORYAF
OG0000366	sp|Q9HBJ7|UBP29_HUMAN	tr|A0A8B7B3Q3|A0A8B7B3Q3_ORYAF
OG0000366	sp|Q9BXU7|UBP26_HUMAN	tr|A0A8B7ALR3|A0A8B7ALR3_ORYAF
