Orthogroup	Homo_sapiens	Loxodonta_africana
OG0002946	sp|Q9BX93|PG12B_HUMAN	tr|G3T3B3|G3T3B3_LOXAF
OG0002947	sp|Q9BXR0|TGT_HUMAN	tr|G3TLJ2|G3TLJ2_LOXAF
OG0002948	sp|Q9H0Z9|RBM38_HUMAN	tr|G3TT98|G3TT98_LOXAF
OG0002949	sp|Q9H2K0|IF3M_HUMAN	tr|G3TF97|G3TF97_LOXAF
OG0002950	sp|Q9H313|TTYH1_HUMAN	tr|G3UKQ8|G3UKQ8_LOXAF
OG0002951	sp|Q9H7Z6|KAT8_HUMAN	tr|G3TCI2|G3TCI2_LOXAF
OG0002952	sp|Q9HAQ2|KIF9_HUMAN	tr|G3SYL1|G3SYL1_LOXAF
OG0002953	sp|Q9NPI9|KCJ16_HUMAN	tr|G3U5D1|G3U5D1_LOXAF
OG0002954	sp|Q9NQZ6|ZC4H2_HUMAN	tr|G3T4Y5|G3T4Y5_LOXAF
OG0002955	sp|Q9UH36|SRR1L_HUMAN	tr|G3TB59|G3TB59_LOXAF
OG0002956	sp|Q9UPT8|ZC3H4_HUMAN	tr|G3SNU6|G3SNU6_LOXAF
OG0002957	sp|Q9Y233|PDE10_HUMAN	tr|G3SP09|G3SP09_LOXAF
OG0002958	sp|Q9Y4G2|PKHM1_HUMAN	tr|G3TLQ5|G3TLQ5_LOXAF
OG0002959	sp|A2RUT3|TMM89_HUMAN	tr|G3U7Q0|G3U7Q0_LOXAF
OG0002960	sp|A6NKG5|RTL1_HUMAN	tr|G3UL91|G3UL91_LOXAF
OG0002961	sp|B1AJZ9|FHAD1_HUMAN	tr|G3TFP3|G3TFP3_LOXAF
OG0002962	sp|C9JH25|PRRT4_HUMAN	tr|G3U6Y7|G3U6Y7_LOXAF
OG0002963	sp|O00471|EXOC5_HUMAN	tr|G3T9S2|G3T9S2_LOXAF
OG0002964	sp|O14513|NCKP5_HUMAN	tr|G3TD33|G3TD33_LOXAF
OG0002965	sp|O75069|TMCC2_HUMAN	tr|G3TJE7|G3TJE7_LOXAF
OG0002966	sp|O75971|SNPC5_HUMAN	tr|G3SYA2|G3SYA2_LOXAF
OG0002967	sp|O94769|ECM2_HUMAN	tr|G3SQ03|G3SQ03_LOXAF
OG0002968	sp|O95800|GPR75_HUMAN	tr|G3TTX4|G3TTX4_LOXAF
OG0002969	sp|P05112|IL4_HUMAN	tr|G3T4B8|G3T4B8_LOXAF
OG0002970	sp|P09417|DHPR_HUMAN	tr|G3TR00|G3TR00_LOXAF
OG0002972	sp|P15863|PAX1_HUMAN	tr|G3TQ51|G3TQ51_LOXAF
OG0002973	sp|P15923|TFE2_HUMAN	tr|G3UGS9|G3UGS9_LOXAF
OG0002974	sp|P19838|NFKB1_HUMAN	tr|G3T3J5|G3T3J5_LOXAF
OG0002975	sp|P22459|KCNA4_HUMAN	tr|G3U8V1|G3U8V1_LOXAF
OG0002976	sp|P24752|THIL_HUMAN	tr|G3UH44|G3UH44_LOXAF
OG0002977	sp|P32929|CGL_HUMAN	tr|G3TLA8|G3TLA8_LOXAF
OG0002978	sp|P43268|ETV4_HUMAN	tr|G3TDJ7|G3TDJ7_LOXAF
OG0002979	sp|P45880|VDAC2_HUMAN	tr|G3T3W2|G3T3W2_LOXAF
OG0002980	sp|P50151|GBG10_HUMAN	tr|G3UN41|G3UN41_LOXAF
OG0002981	sp|P57682|KLF3_HUMAN	tr|G3U8Q0|G3U8Q0_LOXAF
OG0002982	sp|P62244|RS15A_HUMAN	tr|G3TTD5|G3TTD5_LOXAF
OG0002983	sp|P62316|SMD2_HUMAN	tr|G3STT7|G3STT7_LOXAF
OG0002984	sp|Q02833|RASF7_HUMAN	tr|G3U6D8|G3U6D8_LOXAF
OG0002985	sp|Q08999|RBL2_HUMAN	tr|G3T2Y2|G3T2Y2_LOXAF
OG0002986	sp|Q13115|DUS4_HUMAN	tr|G3T9R2|G3T9R2_LOXAF
OG0002987	sp|Q13795|ARFRP_HUMAN	tr|G3T632|G3T632_LOXAF
OG0002988	sp|Q13938|CAYP1_HUMAN	tr|G3UKT5|G3UKT5_LOXAF
OG0002989	sp|Q2VYF4|LETM2_HUMAN	tr|G3TKD6|G3TKD6_LOXAF
OG0002990	sp|Q5FYB1|ARSI_HUMAN	tr|G3TCY8|G3TCY8_LOXAF
OG0002991	sp|Q5VVW2|GARL3_HUMAN	tr|G3TJ99|G3TJ99_LOXAF
OG0002992	sp|Q6ZP01|RBM44_HUMAN	tr|G3STI7|G3STI7_LOXAF
OG0002993	sp|Q6ZUK4|TMM26_HUMAN	tr|G3TT66|G3TT66_LOXAF
OG0002994	sp|Q7L5A8|FA2H_HUMAN	tr|G3TSE0|G3TSE0_LOXAF
OG0002995	sp|Q7Z3U7|MON2_HUMAN	tr|G3T549|G3T549_LOXAF
OG0002996	sp|Q86VN1|VPS36_HUMAN	tr|G3TIC9|G3TIC9_LOXAF
OG0002997	sp|Q86YS6|RAB43_HUMAN	tr|G3TQR7|G3TQR7_LOXAF
OG0002998	sp|Q86YW7|GPHB5_HUMAN	tr|G3SL85|G3SL85_LOXAF
OG0002999	sp|Q8IXM2|BAP18_HUMAN	tr|G3UFJ6|G3UFJ6_LOXAF
OG0003000	sp|Q8N2H4|SYS1_HUMAN	tr|G3T1A6|G3T1A6_LOXAF
OG0003001	sp|Q8N9I5|FADS6_HUMAN	tr|G3X8J0|G3X8J0_LOXAF
OG0003002	sp|Q8NCR3|MFI_HUMAN	tr|G3T1D7|G3T1D7_LOXAF
OG0003003	sp|Q8NEG4|FA83F_HUMAN	tr|G3THF9|G3THF9_LOXAF
OG0003004	sp|Q8NFW5|DMBX1_HUMAN	tr|G3T5R0|G3T5R0_LOXAF
OG0003006	sp|Q8TEX9|IPO4_HUMAN	tr|G5E714|G5E714_LOXAF
OG0003007	sp|Q92918|M4K1_HUMAN	tr|G3TXN0|G3TXN0_LOXAF
OG0003008	sp|Q92963|RIT1_HUMAN	tr|G3TE79|G3TE79_LOXAF
OG0003009	sp|Q969K4|ABTB1_HUMAN	tr|G3SUN4|G3SUN4_LOXAF
OG0003010	sp|Q969M2|CXA10_HUMAN	tr|G3TBX7|G3TBX7_LOXAF
OG0003011	sp|Q96M98|PACRG_HUMAN	tr|G3SR22|G3SR22_LOXAF
OG0003012	sp|Q96N19|G137A_HUMAN	tr|G3T7T3|G3T7T3_LOXAF
OG0003013	sp|Q99848|EBP2_HUMAN	tr|G3TLA2|G3TLA2_LOXAF
OG0003014	sp|Q9BYE0|HES7_HUMAN	tr|G3SQ88|G3SQ88_LOXAF
OG0003015	sp|Q9BZJ0|CRNL1_HUMAN	tr|G3SUE4|G3SUE4_LOXAF
OG0003016	sp|Q9GZZ6|ACH10_HUMAN	tr|G3TAK6|G3TAK6_LOXAF
OG0003017	sp|Q9HC78|ZBT20_HUMAN	tr|G3SR31|G3SR31_LOXAF
OG0003018	sp|Q9UI36|DACH1_HUMAN	tr|G3SRE7|G3SRE7_LOXAF
OG0003019	sp|Q9UK28|TM59L_HUMAN	tr|G3TF76|G3TF76_LOXAF
OG0003020	sp|Q9Y297|FBW1A_HUMAN	tr|G3TI97|G3TI97_LOXAF
OG0003021	sp|Q9Y6W8|ICOS_HUMAN	tr|G3SYK6|G3SYK6_LOXAF
OG0003022	sp|A0PJX2|TLDC2_HUMAN	tr|G3UGH9|G3UGH9_LOXAF
OG0003023	sp|A8MT70|ZBBX_HUMAN	tr|G3TKL8|G3TKL8_LOXAF
OG0003024	sp|O15014|ZN609_HUMAN	tr|G3SNL2|G3SNL2_LOXAF
OG0003025	sp|O15287|FANCG_HUMAN	tr|G3TQB4|G3TQB4_LOXAF
OG0003026	sp|O15519|CFLAR_HUMAN	tr|G3TQK1|G3TQK1_LOXAF
OG0003027	sp|O43681|GET3_HUMAN	tr|G3T821|G3T821_LOXAF
OG0003028	sp|O43915|VEGFD_HUMAN	tr|G3SUS0|G3SUS0_LOXAF
OG0003029	sp|O60573|IF4E2_HUMAN	tr|G3T7Q5|G3T7Q5_LOXAF
OG0003030	sp|O60675|MAFK_HUMAN	tr|G3U6M7|G3U6M7_LOXAF
OG0003031	sp|O75445|USH2A_HUMAN	tr|G3SP58|G3SP58_LOXAF
OG0003032	sp|P00966|ASSY_HUMAN	tr|G3SMU8|G3SMU8_LOXAF
OG0003033	sp|P08908|5HT1A_HUMAN	tr|G3TRY2|G3TRY2_LOXAF
OG0003034	sp|P09211|GSTP1_HUMAN	tr|G3TPD1|G3TPD1_LOXAF
OG0003035	sp|P15428|PGDH_HUMAN	tr|G3SNP3|G3SNP3_LOXAF
OG0003036	sp|P20774|MIME_HUMAN	tr|G3SQ00|G3SQ00_LOXAF
OG0003037	sp|P29597|TYK2_HUMAN	tr|G3STB4|G3STB4_LOXAF
OG0003038	sp|P48067|SC6A9_HUMAN	tr|G3SL60|G3SL60_LOXAF
OG0003039	sp|P49685|GPR15_HUMAN	tr|G3SR55|G3SR55_LOXAF
OG0003040	sp|P51687|SUOX_HUMAN	tr|G3T1G2|G3T1G2_LOXAF
OG0003041	sp|P52564|MP2K6_HUMAN	tr|G3SUS9|G3SUS9_LOXAF
OG0003042	sp|Q13268|DHRS2_HUMAN	tr|G3TJ09|G3TJ09_LOXAF
OG0003043	sp|Q14439|GP176_HUMAN	tr|G3TFJ4|G3TFJ4_LOXAF
OG0003044	sp|Q15031|SYLM_HUMAN	tr|G3SQI6|G3SQI6_LOXAF
OG0003045	sp|Q53S33|BOLA3_HUMAN	tr|G3UCZ0|G3UCZ0_LOXAF
OG0003046	sp|Q5I0X7|TTC32_HUMAN	tr|G3TDY1|G3TDY1_LOXAF
OG0003047	sp|Q5JTJ3|COA6_HUMAN	tr|G3UJP2|G3UJP2_LOXAF
OG0003048	sp|Q5VWC8|HACD4_HUMAN	tr|G3T7Z1|G3T7Z1_LOXAF
OG0003049	sp|Q5VXU9|SHOC1_HUMAN	tr|G3SMF4|G3SMF4_LOXAF
OG0003050	sp|Q5VZB9|DMRTA_HUMAN	tr|G3TC51|G3TC51_LOXAF
OG0003051	sp|Q68D91|MBLC2_HUMAN	tr|G3TGM7|G3TGM7_LOXAF
OG0003052	sp|Q6ISB3|GRHL2_HUMAN	tr|G3T5G7|G3T5G7_LOXAF
OG0003053	sp|Q6NZ36|FAP20_HUMAN	tr|G3TKV8|G3TKV8_LOXAF
OG0003054	sp|Q6P2C8|MED27_HUMAN	tr|G3T7Q9|G3T7Q9_LOXAF
OG0003055	sp|Q6P9F0|CCD62_HUMAN	tr|G3T3L3|G3T3L3_LOXAF
OG0003056	sp|Q6UX01|LMBRL_HUMAN	tr|G3T4T8|G3T4T8_LOXAF
OG0003057	sp|Q6ZMH5|S39A5_HUMAN	tr|G3SL93|G3SL93_LOXAF
OG0003058	sp|Q7L0Y3|TM10C_HUMAN	tr|G3TXV7|G3TXV7_LOXAF
OG0003059	sp|Q7Z7M9|GALT5_HUMAN	tr|G3SSK4|G3SSK4_LOXAF
OG0003060	sp|Q86UE6|LRRT1_HUMAN	tr|G3TP72|G3TP72_LOXAF
OG0003061	sp|Q8IZC4|RTKN2_HUMAN	tr|G3SWC3|G3SWC3_LOXAF
OG0003062	sp|Q8N7H5|PAF1_HUMAN	tr|G3T8Y1|G3T8Y1_LOXAF
OG0003063	sp|Q8NCX0|CC150_HUMAN	tr|G3T2K3|G3T2K3_LOXAF
OG0003064	sp|Q8WVE0|EFMT1_HUMAN	tr|G3TAT6|G3TAT6_LOXAF
OG0003065	sp|Q92504|S39A7_HUMAN	tr|G3SPW9|G3SPW9_LOXAF
OG0003066	sp|Q93096|TP4A1_HUMAN	tr|G3SYE6|G3SYE6_LOXAF
OG0003067	sp|Q96B67|ARRD3_HUMAN	tr|G3THX1|G3THX1_LOXAF
OG0003068	sp|Q96KS0|EGLN2_HUMAN	tr|G3ULJ6|G3ULJ6_LOXAF
OG0003069	sp|Q96MT7|CFA44_HUMAN	tr|G3SMJ8|G3SMJ8_LOXAF
OG0003070	sp|Q96RT1|ERBIN_HUMAN	tr|G3UJV6|G3UJV6_LOXAF
OG0003071	sp|Q99442|SEC62_HUMAN	tr|G3SYB2|G3SYB2_LOXAF
OG0003072	sp|Q9BQY9|DBND2_HUMAN	tr|G3T1B2|G3T1B2_LOXAF
OG0003073	sp|Q9BXJ2|C1QT7_HUMAN	tr|G3TP85|G3TP85_LOXAF
OG0003074	sp|Q9BYW3|DB126_HUMAN	tr|G3TIW1|G3TIW1_LOXAF
OG0003075	sp|Q9BZJ4|S2539_HUMAN	tr|G3UC99|G3UC99_LOXAF
OG0003076	sp|Q9GZN7|ROGDI_HUMAN	tr|G3SRY7|G3SRY7_LOXAF
OG0003077	sp|Q9GZW8|MS4A7_HUMAN	tr|G3SUJ3|G3SUJ3_LOXAF
OG0003078	sp|Q9H0H0|INT2_HUMAN	tr|G3U281|G3U281_LOXAF
OG0003079	sp|Q9H3S5|PIGM_HUMAN	tr|G3TPA9|G3TPA9_LOXAF
OG0003080	sp|Q9NR46|SHLB2_HUMAN	tr|G3TE64|G3TE64_LOXAF
OG0003081	sp|Q9NUI1|DECR2_HUMAN	tr|G3T689|G3T689_LOXAF
OG0003082	sp|Q9NV06|DCA13_HUMAN	tr|G3T4E1|G3T4E1_LOXAF
OG0003083	sp|Q9UIQ6|LCAP_HUMAN	tr|G3T7S1|G3T7S1_LOXAF
OG0003084	sp|Q9UK61|TASOR_HUMAN	tr|G3T6W1|G3T6W1_LOXAF
OG0003085	sp|Q9UKT9|IKZF3_HUMAN	tr|G3SLF3|G3SLF3_LOXAF
OG0003087	sp|Q9Y2G3|AT11B_HUMAN	tr|G3T529|G3T529_LOXAF
OG0003088	sp|Q9Y6W3|CAN7_HUMAN	tr|G3T4W2|G3T4W2_LOXAF
OG0003089	sp|A0AUZ9|KAL1L_HUMAN	tr|G3TCN1|G3TCN1_LOXAF
OG0003090	sp|O14526|FCHO1_HUMAN	tr|G3SUR4|G3SUR4_LOXAF
OG0003092	sp|O15079|SNPH_HUMAN	tr|G3SWK4|G3SWK4_LOXAF
OG0003093	sp|O43159|RRP8_HUMAN	tr|G3SL45|G3SL45_LOXAF
OG0003094	sp|O43189|PHF1_HUMAN	tr|G3SX20|G3SX20_LOXAF
OG0003095	sp|O76096|CYTF_HUMAN	tr|G3TQB3|G3TQB3_LOXAF
OG0003096	sp|O95455|TGDS_HUMAN	tr|G3STB2|G3STB2_LOXAF
OG0003097	sp|O95644|NFAC1_HUMAN	tr|G3T1I9|G3T1I9_LOXAF
OG0003098	sp|P01135|TGFA_HUMAN	tr|G3TPT2|G3TPT2_LOXAF
OG0003099	sp|P01730|CD4_HUMAN	tr|G3ULS8|G3ULS8_LOXAF
OG0003100	sp|P01833|PIGR_HUMAN	tr|G3TAM0|G3TAM0_LOXAF
OG0003101	sp|P04198|MYCN_HUMAN	tr|G3TEM4|G3TEM4_LOXAF
OG0003102	sp|P0C7M8|CLC2L_HUMAN	tr|G3UF70|G3UF70_LOXAF
OG0003103	sp|P0C7W6|CC172_HUMAN	tr|G3TJN4|G3TJN4_LOXAF
OG0003104	sp|P10082|PYY_HUMAN	tr|G3TTU6|G3TTU6_LOXAF
OG0003105	sp|P11926|DCOR_HUMAN	tr|G3SW09|G3SW09_LOXAF
OG0003106	sp|P13073|COX41_HUMAN	tr|G3TCE2|G3TCE2_LOXAF
OG0003107	sp|P26010|ITB7_HUMAN	tr|G3T3B0|G3T3B0_LOXAF
OG0003108	sp|P51149|RAB7A_HUMAN	tr|G3T0X0|G3T0X0_LOXAF
OG0003109	sp|P52298|NCBP2_HUMAN	tr|G3SY23|G3SY23_LOXAF
OG0003110	sp|P56559|ARL4C_HUMAN	tr|G3UDM2|G3UDM2_LOXAF
OG0003111	sp|Q13077|TRAF1_HUMAN	tr|G3TL08|G3TL08_LOXAF
OG0003112	sp|Q13946|PDE7A_HUMAN	tr|G3TA86|G3TA86_LOXAF
OG0003113	sp|Q14344|GNA13_HUMAN	tr|G3SNV8|G3SNV8_LOXAF
OG0003114	sp|Q14865|ARI5B_HUMAN	tr|G3TFF2|G3TFF2_LOXAF
OG0003115	sp|Q17R55|F187B_HUMAN	tr|G3SP29|G3SP29_LOXAF
OG0003116	sp|Q30KP8|DB136_HUMAN	tr|G3SVK3|G3SVK3_LOXAF
OG0003117	sp|Q3SXY8|AR13B_HUMAN	tr|G3U863|G3U863_LOXAF
OG0003118	sp|Q53G44|IF44L_HUMAN	tr|G3TKH6|G3TKH6_LOXAF
OG0003119	sp|Q5T9L3|WLS_HUMAN	tr|G3TPA6|G3TPA6_LOXAF
OG0003120	sp|Q5TB30|DEP1A_HUMAN	tr|G3TT10|G3TT10_LOXAF
OG0003121	sp|Q6PL45|BRID5_HUMAN	tr|G3SU10|G3SU10_LOXAF
OG0003122	sp|Q6ZRR5|TLCD5_HUMAN	tr|G3T974|G3T974_LOXAF
OG0003123	sp|Q86SQ0|PHLB2_HUMAN	tr|G3U521|G3U521_LOXAF
OG0003124	sp|Q86X10|RLGPB_HUMAN	tr|G3TC64|G3TC64_LOXAF
OG0003125	sp|Q8IW40|CC103_HUMAN	tr|G3TLM3|G3TLM3_LOXAF
OG0003126	sp|Q8N485|LIX1_HUMAN	tr|G3U833|G3U833_LOXAF
OG0003127	sp|Q8N4P3|MESH1_HUMAN	tr|G5E6Y2|G5E6Y2_LOXAF
OG0003128	sp|Q8N878|FRMD1_HUMAN	tr|G3UFQ7|G3UFQ7_LOXAF
OG0003129	sp|Q8N9F0|NAT8L_HUMAN	tr|G3UH63|G3UH63_LOXAF
OG0003130	sp|Q8N9V2|TRIML_HUMAN	tr|G3STN9|G3STN9_LOXAF
OG0003131	sp|Q8NC60|NOA1_HUMAN	tr|G3SRW5|G3SRW5_LOXAF
OG0003132	sp|Q8NCT3|MACA2_HUMAN	tr|G3SU73|G3SU73_LOXAF
OG0003133	sp|Q8NE28|STKL1_HUMAN	tr|G3T1G3|G3T1G3_LOXAF
OG0003134	sp|Q8NGF3|O51D1_HUMAN	tr|G3T8D2|G3T8D2_LOXAF
OG0003135	sp|Q8TAI7|REBL1_HUMAN	tr|G3T4T1|G3T4T1_LOXAF
OG0003136	sp|Q8WXK1|ASB15_HUMAN	tr|G3T6W9|G3T6W9_LOXAF
OG0003137	sp|Q8WYQ9|ZCH14_HUMAN	tr|G3TC41|G3TC41_LOXAF
OG0003138	sp|Q96F81|DISP1_HUMAN	tr|G3TY30|G3TY30_LOXAF
OG0003139	sp|Q96FL9|GLT14_HUMAN	tr|G3THS3|G3THS3_LOXAF
OG0003140	sp|Q96MH6|TMM68_HUMAN	tr|G3TCQ6|G3TCQ6_LOXAF
OG0003141	sp|Q96QE2|MYCT_HUMAN	tr|G3SSJ3|G3SSJ3_LOXAF
OG0003142	sp|Q99437|VATO_HUMAN	tr|G3TIC1|G3TIC1_LOXAF
OG0003143	sp|Q9BT43|RPC7L_HUMAN	tr|G3U7V1|G3U7V1_LOXAF
OG0003144	sp|Q9BUL8|PDC10_HUMAN	tr|G3SYX6|G3SYX6_LOXAF
OG0003145	sp|Q9BVV8|F174C_HUMAN	tr|G3SWQ6|G3SWQ6_LOXAF
OG0003146	sp|Q9NQ11|AT132_HUMAN	tr|G3UGA4|G3UGA4_LOXAF
OG0003147	sp|Q9NS98|SEM3G_HUMAN	tr|G3T236|G3T236_LOXAF
OG0003148	sp|Q9NTG1|PKDRE_HUMAN	tr|G3TX57|G3TX57_LOXAF
OG0003149	sp|Q9UHV5|RPGFL_HUMAN	tr|G3TYM3|G3TYM3_LOXAF
OG0003150	sp|Q9UI42|CBPA4_HUMAN	tr|G3SWF5|G3SWF5_LOXAF
OG0003151	sp|Q9UJJ9|GNPTG_HUMAN	tr|G3T5M4|G3T5M4_LOXAF
OG0003152	sp|Q9UJM3|ERRFI_HUMAN	tr|G3UFH7|G3UFH7_LOXAF
OG0003153	sp|Q9UNA3|A4GCT_HUMAN	tr|G3T1F9|G3T1F9_LOXAF
OG0003154	sp|Q9UNK4|PA2GD_HUMAN	tr|G3SLG8|G3SLG8_LOXAF
OG0003155	sp|Q9Y276|BCS1_HUMAN	tr|G3T965|G3T965_LOXAF
OG0003156	sp|Q9Y5N6|ORC6_HUMAN	tr|G3SP31|G3SP31_LOXAF
OG0003157	sp|A5YM72|CRNS1_HUMAN	tr|G3UIP9|G3UIP9_LOXAF
OG0003158	sp|O15533|TPSN_HUMAN	tr|G3U7L8|G3U7L8_LOXAF
OG0003159	sp|O43572|AKA10_HUMAN	tr|G3SWA3|G3SWA3_LOXAF
OG0003160	sp|O60427|FADS1_HUMAN	tr|G3UG72|G3UG72_LOXAF
OG0003161	sp|O75113|N4BP1_HUMAN	tr|G3TJD4|G3TJD4_LOXAF
OG0003162	sp|O75969|AKAP3_HUMAN	tr|G3SQC0|G3SQC0_LOXAF
OG0003163	sp|O95069|KCNK2_HUMAN	tr|G3TZ44|G3TZ44_LOXAF
OG0003164	sp|P00918|CAH2_HUMAN	tr|G3SU75|G3SU75_LOXAF
OG0003165	sp|P02679|FIBG_HUMAN	tr|G3TIU1|G3TIU1_LOXAF
OG0003166	sp|P02748|CO9_HUMAN	tr|G3TQ58|G3TQ58_LOXAF
OG0003167	sp|P07305|H10_HUMAN	tr|G3SNP9|G3SNP9_LOXAF
OG0003168	sp|P09543|CN37_HUMAN	tr|G3TCA5|G3TCA5_LOXAF
OG0003169	sp|P10301|RRAS_HUMAN	tr|G3UKT1|G3UKT1_LOXAF
OG0003170	sp|P18858|DNLI1_HUMAN	tr|G3T2A3|G3T2A3_LOXAF
OG0003171	sp|P22304|IDS_HUMAN	tr|G3T583|G3T583_LOXAF
OG0003172	sp|P36551|HEM6_HUMAN	tr|G3SQY5|G3SQY5_LOXAF
OG0003173	sp|P41159|LEP_HUMAN	tr|G3T647|G3T647_LOXAF
OG0003174	sp|P45379|TNNT2_HUMAN	tr|G3SYC8|G3SYC8_LOXAF
OG0003175	sp|P56705|WNT4_HUMAN	tr|G3TW26|G3TW26_LOXAF
OG0003176	sp|P98164|LRP2_HUMAN	tr|G3TBR7|G3TBR7_LOXAF
OG0003177	sp|Q05707|COEA1_HUMAN	tr|G3TAG1|G3TAG1_LOXAF
OG0003178	sp|Q05940|VMAT2_HUMAN	tr|G3TFU9|G3TFU9_LOXAF
OG0003179	sp|Q07325|CXCL9_HUMAN	tr|G3UBF8|G3UBF8_LOXAF
OG0003180	sp|Q12980|NPRL3_HUMAN	tr|G3U410|G3U410_LOXAF
OG0003181	sp|Q13405|RM49_HUMAN	tr|G3SP20|G3SP20_LOXAF
OG0003182	sp|Q13822|ENPP2_HUMAN	tr|G3TZQ1|G3TZQ1_LOXAF
OG0003183	sp|Q14498|RBM39_HUMAN	tr|G3UFS3|G3UFS3_LOXAF
OG0003184	sp|Q15035|TRAM2_HUMAN	tr|G3SWD5|G3SWD5_LOXAF
OG0003185	sp|Q16352|AINX_HUMAN	tr|G3T1P9|G3T1P9_LOXAF
OG0003186	sp|Q16654|PDK4_HUMAN	tr|G3T703|G3T703_LOXAF
OG0003187	sp|Q4KMG0|CDON_HUMAN	tr|G3T133|G3T133_LOXAF
OG0003188	sp|Q53QZ3|RHG15_HUMAN	tr|G3SYS7|G3SYS7_LOXAF
OG0003189	sp|Q5BN46|PIRC1_HUMAN	tr|G3U6F3|G3U6F3_LOXAF
OG0003190	sp|Q5D0E6|DALD3_HUMAN	tr|G3TA59|G3TA59_LOXAF
OG0003191	sp|Q5THK1|PR14L_HUMAN	tr|G3SVL7|G3SVL7_LOXAF
OG0003192	sp|Q6PIU2|NCEH1_HUMAN	tr|G3T4Z1|G3T4Z1_LOXAF
OG0003193	sp|Q6UW56|ARAID_HUMAN	tr|G3T922|G3T922_LOXAF
OG0003195	sp|Q76I76|SSH2_HUMAN	tr|G3SVC0|G3SVC0_LOXAF
OG0003196	sp|Q7LGA3|HS2ST_HUMAN	tr|G3T8D5|G3T8D5_LOXAF
OG0003197	sp|Q86WG3|ATCAY_HUMAN	tr|G3T9B7|G3T9B7_LOXAF
OG0003198	sp|Q86WZ0|HEAT4_HUMAN	tr|G3TDN0|G3TDN0_LOXAF
OG0003199	sp|Q86XM0|CTSRD_HUMAN	tr|G3UIA6|G3UIA6_LOXAF
OG0003200	sp|Q86YL5|TDRP_HUMAN	tr|G3U825|G3U825_LOXAF
OG0003201	sp|Q8IVS8|GLCTK_HUMAN	tr|G3T200|G3T200_LOXAF
OG0003202	sp|Q8IVU3|HERC6_HUMAN	tr|G3SQ72|G3SQ72_LOXAF
OG0003203	sp|Q8N1P7|CRBG2_HUMAN	tr|G3TM58|G3TM58_LOXAF
OG0003204	sp|Q8N554|ZN276_HUMAN	tr|G3U106|G3U106_LOXAF
OG0003205	sp|Q8N9B4|ANR42_HUMAN	tr|G3TNR4|G3TNR4_LOXAF
OG0003206	sp|Q8NBQ7|AQP11_HUMAN	tr|G3SRW1|G3SRW1_LOXAF
OG0003207	sp|Q8NC54|KCT2_HUMAN	tr|G3TFP0|G3TFP0_LOXAF
OG0003208	sp|Q8TDG4|HELQ_HUMAN	tr|G3SMW3|G3SMW3_LOXAF
OG0003209	sp|Q8TEB1|DCA11_HUMAN	tr|G3TA46|G3TA46_LOXAF
OG0003210	sp|Q8WYP3|RIN2_HUMAN	tr|G3TTH9|G3TTH9_LOXAF
OG0003211	sp|Q969M1|TM40L_HUMAN	tr|G3SN43|G3SN43_LOXAF
OG0003212	sp|Q96EG1|ARSG_HUMAN	tr|G3SLL0|G3SLL0_LOXAF
OG0003213	sp|Q96HM7|PED1B_HUMAN	tr|G3TVB5|G3TVB5_LOXAF
OG0003214	sp|Q96K80|ZC3HA_HUMAN	tr|G3TDX1|G3TDX1_LOXAF
OG0003215	sp|Q96T88|UHRF1_HUMAN	tr|G3U795|G3U795_LOXAF
OG0003216	sp|Q99542|MMP19_HUMAN	tr|G3TJL8|G3TJL8_LOXAF
OG0003217	sp|Q9BYE7|PCGF6_HUMAN	tr|G3T1Q1|G3T1Q1_LOXAF
OG0003218	sp|Q9H582|ZN644_HUMAN	tr|G3SPX7|G3SPX7_LOXAF
OG0003219	sp|Q9H6X4|TM134_HUMAN	tr|G3UJT1|G3UJT1_LOXAF
OG0003220	sp|Q9NR21|PAR11_HUMAN	tr|G3TIZ3|G3TIZ3_LOXAF
OG0003221	sp|Q9NR50|EI2BG_HUMAN	tr|G3SRQ6|G3SRQ6_LOXAF
OG0003222	sp|Q9NRV9|HEBP1_HUMAN	tr|G3TF93|G3TF93_LOXAF
OG0003223	sp|Q9NVM1|EVA1B_HUMAN	tr|G3T1D6|G3T1D6_LOXAF
OG0003224	sp|Q9NX55|HYPK_HUMAN	tr|G3SZU4|G3SZU4_LOXAF
OG0003225	sp|Q9UIK4|DAPK2_HUMAN	tr|G3SLI9|G3SLI9_LOXAF
OG0003226	sp|Q9ULW3|ABT1_HUMAN	tr|G3T084|G3T084_LOXAF
OG0003227	sp|Q9Y4Y9|LSM5_HUMAN	tr|G3TSG1|G3TSG1_LOXAF
OG0003228	sp|A0A286YF18|SMI44_HUMAN	tr|G3TTT1|G3TTT1_LOXAF
OG0003229	sp|B9A014|F243A_HUMAN	tr|G3UJP9|G3UJP9_LOXAF
OG0003230	sp|O00411|RPOM_HUMAN	tr|G3SPD8|G3SPD8_LOXAF
OG0003231	sp|O00444|PLK4_HUMAN	tr|G3SLN8|G3SLN8_LOXAF
OG0003232	sp|O00451|GFRA2_HUMAN	tr|G3T0M3|G3T0M3_LOXAF
OG0003233	sp|O94888|UBXN7_HUMAN	tr|G3UFW0|G3UFW0_LOXAF
OG0003234	sp|O94923|GLCE_HUMAN	tr|G3T4X0|G3T4X0_LOXAF
OG0003235	sp|O95473|SNG4_HUMAN	tr|G3SM79|G3SM79_LOXAF
