Orthogroup	Homo_sapiens	Propithecus_coquereli
OG0002149	sp|P08218|CEL2B_HUMAN, sp|P08217|CEL2A_HUMAN	tr|A0A2K6FKD9|A0A2K6FKD9_PROCO
OG0002150	sp|P53041|PPP5_HUMAN	tr|A0A2K6ERS6|A0A2K6ERS6_PROCO, tr|A0A2K6FNY0|A0A2K6FNY0_PROCO
OG0002151	sp|Q08380|LG3BP_HUMAN	tr|A0A2K6FN12|A0A2K6FN12_PROCO, tr|A0A2K6FS18|A0A2K6FS18_PROCO
OG0002152	sp|Q96GF1|RN185_HUMAN	tr|A0A2K6FEC7|A0A2K6FEC7_PROCO, tr|A0A2K6EGV1|A0A2K6EGV1_PROCO
OG0002153	sp|Q9UKQ2|ADA28_HUMAN, sp|O15204|ADEC1_HUMAN	tr|A0A2K6G0Z8|A0A2K6G0Z8_PROCO
OG0002155	sp|P60174|TPIS_HUMAN	tr|A0A2K6GXK4|A0A2K6GXK4_PROCO, tr|A0A2K6GXQ0|A0A2K6GXQ0_PROCO
OG0002156	sp|P60852|ZP1_HUMAN, sp|Q12836|ZP4_HUMAN	tr|A0A2K6GG36|A0A2K6GG36_PROCO
OG0002157	sp|Q5H9I0|TFDP3_HUMAN, sp|Q14186|TFDP1_HUMAN	tr|A0A2K6FV82|A0A2K6FV82_PROCO
OG0002158	sp|Q8NEJ9|NGDN_HUMAN, sp|Q9NQZ2|SAS10_HUMAN	tr|A0A2K6GUG3|A0A2K6GUG3_PROCO
OG0002159	sp|Q96GY0|ZC21A_HUMAN, sp|Q5TFG8|ZC21B_HUMAN	tr|A0A2K6G341|A0A2K6G341_PROCO
OG0002160	sp|Q9BSK0|MALD1_HUMAN, sp|Q9Y342|PLLP_HUMAN	tr|A0A2K6F8M9|A0A2K6F8M9_PROCO
OG0002161	sp|Q9Y478|AAKB1_HUMAN	tr|A0A2K6EF19|A0A2K6EF19_PROCO, tr|A0A2K6EMX5|A0A2K6EMX5_PROCO
OG0002162	sp|A6NDY0|EPAB2_HUMAN, sp|Q86U42|PABP2_HUMAN	tr|A0A2K6GC93|A0A2K6GC93_PROCO
OG0002163	sp|O00519|FAAH1_HUMAN, sp|Q6GMR7|FAAH2_HUMAN	tr|A0A2K6G485|A0A2K6G485_PROCO
OG0002164	sp|P02545|LMNA_HUMAN	tr|A0A2K6GDR3|A0A2K6GDR3_PROCO, tr|A0A2K6GXL7|A0A2K6GXL7_PROCO
OG0002165	sp|Q1ZZU3|SWI5_HUMAN	tr|A0A2K6GF58|A0A2K6GF58_PROCO, tr|A0A2K6FI05|A0A2K6FI05_PROCO
OG0002166	sp|Q9BZ68|FR8P1_HUMAN, sp|Q9BZ67|FRMD8_HUMAN	tr|A0A2K6GVV3|A0A2K6GVV3_PROCO
OG0002167	sp|Q9UHG0|DCDC2_HUMAN, sp|A8MYV0|DCD2C_HUMAN	tr|A0A2K6FQR0|A0A2K6FQR0_PROCO
OG0002168	sp|P22314|UBA1_HUMAN, sp|A0AVT1|UBA6_HUMAN	tr|A0A2K6FGG1|A0A2K6FGG1_PROCO
OG0002169	sp|O60831|PRAF2_HUMAN, sp|O75915|PRAF3_HUMAN	tr|A0A2K6FUW0|A0A2K6FUW0_PROCO
OG0002170	sp|P51580|TPMT_HUMAN	tr|A0A2K6FDE7|A0A2K6FDE7_PROCO, tr|A0A2K6ERG4|A0A2K6ERG4_PROCO
OG0002171	sp|P52961|NAR1_HUMAN, sp|Q93070|NAR4_HUMAN	tr|A0A2K6GAZ5|A0A2K6GAZ5_PROCO
OG0002172	sp|Q99805|TM9S2_HUMAN	tr|A0A2K6GT62|A0A2K6GT62_PROCO, tr|A0A2K6F865|A0A2K6F865_PROCO
OG0002173	sp|Q9C000|NLRP1_HUMAN, sp|Q9Y2G2|CARD8_HUMAN	tr|A0A2K6GXQ3|A0A2K6GXQ3_PROCO
OG0002174	sp|O75496|GEMI_HUMAN	tr|A0A2K6EY64|A0A2K6EY64_PROCO, tr|A0A2K6F9F4|A0A2K6F9F4_PROCO
OG0002175	sp|Q8IZ08|GP135_HUMAN, sp|P25021|HRH2_HUMAN	tr|A0A2K6EV90|A0A2K6EV90_PROCO
OG0002176	sp|Q5DX21|IGS11_HUMAN, sp|P09564|CD7_HUMAN	tr|A0A2K6FPU1|A0A2K6FPU1_PROCO
OG0002177	sp|P80511|S10AC_HUMAN, sp|Q86YZ3|HORN_HUMAN	tr|A0A2K6F9H1|A0A2K6F9H1_PROCO
OG0002178	sp|Q6UXK5|LRRN1_HUMAN, sp|Q9H3W5|LRRN3_HUMAN	tr|A0A2K6EPJ2|A0A2K6EPJ2_PROCO
OG0002179	sp|Q9Y291|RT33_HUMAN	tr|A0A2K6GQX2|A0A2K6GQX2_PROCO, tr|A0A2K6F439|A0A2K6F439_PROCO
OG0002180	sp|Q9NZJ9|NUDT4_HUMAN, sp|A0A024RBG1|NUD4B_HUMAN	tr|A0A2K6GFB8|A0A2K6GFB8_PROCO
OG0002181	sp|P62241|RS8_HUMAN	tr|A0A2K6ET38|A0A2K6ET38_PROCO, tr|A0A2K6EU01|A0A2K6EU01_PROCO
OG0002182	sp|Q16619|CTF1_HUMAN	tr|A0A2K6G3X0|A0A2K6G3X0_PROCO, tr|A0A2K6H0Z5|A0A2K6H0Z5_PROCO
OG0002183	sp|Q6PRD1|GP179_HUMAN, sp|Q5T848|GP158_HUMAN	tr|A0A2K6ELJ7|A0A2K6ELJ7_PROCO
OG0002184	sp|Q96GK7|FAH2A_HUMAN, sp|Q6P2I3|FAH2B_HUMAN	tr|A0A2K6G9R7|A0A2K6G9R7_PROCO
OG0002185	sp|P0CG01|GKN3_HUMAN, sp|Q9NS71|GKN1_HUMAN	tr|A0A2K6F266|A0A2K6F266_PROCO
OG0002186	sp|P61106|RAB14_HUMAN	tr|A0A2K6F172|A0A2K6F172_PROCO, tr|A0A2K6FE39|A0A2K6FE39_PROCO
OG0002187	sp|Q96PH1|NOX5_HUMAN, sp|Q9Y5S8|NOX1_HUMAN	tr|A0A2K6GUV5|A0A2K6GUV5_PROCO
OG0002188	sp|Q9Y6M0|TEST_HUMAN, sp|Q9BQR3|PRS27_HUMAN	tr|A0A2K6GKV5|A0A2K6GKV5_PROCO
OG0002189	sp|P0CG36|CFC1B_HUMAN, sp|P0CG37|CFC1_HUMAN	tr|A0A2K6FZH6|A0A2K6FZH6_PROCO
OG0002190	sp|P56880|CLD20_HUMAN, sp|O95471|CLD7_HUMAN	tr|A0A2K6G745|A0A2K6G745_PROCO
OG0002191	sp|Q9H869|YYAP1_HUMAN, sp|Q3T8J9|GON4L_HUMAN	tr|A0A2K6GCP7|A0A2K6GCP7_PROCO
OG0002192	sp|Q53S99|CB083_HUMAN, sp|Q9BZV2|S19A3_HUMAN	tr|A0A2K6G2A4|A0A2K6G2A4_PROCO
OG0002193	sp|Q8N7B1|HORM2_HUMAN, sp|Q86X24|HORM1_HUMAN	tr|A0A2K6GP33|A0A2K6GP33_PROCO
OG0002194	sp|Q86XR7|TCAM2_HUMAN, sp|Q8IUC6|TCAM1_HUMAN	tr|A0A2K6GJ71|A0A2K6GJ71_PROCO
OG0002195	sp|Q96IW7|SC22A_HUMAN, sp|Q9BRL7|SC22C_HUMAN	tr|A0A2K6GR00|A0A2K6GR00_PROCO
OG0002196	sp|Q96RK1|CITE4_HUMAN, sp|Q99966|CITE1_HUMAN	tr|A0A2K6EUI1|A0A2K6EUI1_PROCO
OG0002197	sp|O60671|RAD1_HUMAN	tr|A0A2K6EF20|A0A2K6EF20_PROCO, tr|A0A2K6EF01|A0A2K6EF01_PROCO
OG0002198	sp|P05981|HEPS_HUMAN	tr|A0A2K6G6W3|A0A2K6G6W3_PROCO, tr|A0A2K6GSC6|A0A2K6GSC6_PROCO
OG0002199	sp|P47992|XCL1_HUMAN, sp|Q9UBD3|XCL2_HUMAN	tr|A0A2K6G6U6|A0A2K6G6U6_PROCO
OG0002200	sp|Q00688|FKBP3_HUMAN	tr|A0A2K6FAH2|A0A2K6FAH2_PROCO, tr|A0A2K6FN23|A0A2K6FN23_PROCO
OG0002201	sp|Q6ZNL6|FGD5_HUMAN, sp|Q6ZV73|FGD6_HUMAN	tr|A0A2K6FRZ4|A0A2K6FRZ4_PROCO
OG0002202	sp|Q9NQV7|PRDM9_HUMAN, sp|Q9NQW5|PRDM7_HUMAN	tr|A0A2K6ET94|A0A2K6ET94_PROCO
OG0002203	sp|Q9BZJ6|GPR63_HUMAN, sp|Q9Y5Y3|GPR45_HUMAN	tr|A0A2K6GMH3|A0A2K6GMH3_PROCO
OG0002204	sp|P49448|DHE4_HUMAN, sp|P00367|DHE3_HUMAN	tr|A0A2K6FY95|A0A2K6FY95_PROCO
OG0002205	sp|P0C866|F91A2_HUMAN, sp|Q658Y4|F91A1_HUMAN	tr|A0A2K6F1V1|A0A2K6F1V1_PROCO
OG0002206	sp|Q6UY13|YB003_HUMAN, sp|O14788|TNF11_HUMAN	tr|A0A2K6GYS3|A0A2K6GYS3_PROCO
OG0002207	sp|O95568|MET18_HUMAN, sp|Q96AZ1|EFMT3_HUMAN	tr|A0A2K6F6T5|A0A2K6F6T5_PROCO
OG0002208	sp|Q9NPD3|EXOS4_HUMAN, sp|Q5RKV6|EXOS6_HUMAN	tr|A0A2K6FW77|A0A2K6FW77_PROCO
OG0002209	sp|Q86TM3|DDX53_HUMAN, sp|Q9NXZ2|DDX43_HUMAN	tr|A0A2K6FRU1|A0A2K6FRU1_PROCO
OG0002210	sp|Q99679|GPR21_HUMAN, sp|Q9Y2T5|GPR52_HUMAN	tr|A0A2K6EN39|A0A2K6EN39_PROCO
OG0002211	sp|O43819|SCO2_HUMAN, sp|O75880|SCO1_HUMAN	tr|A0A2K6GDX6|A0A2K6GDX6_PROCO
OG0002212	sp|Q16585|SGCB_HUMAN, sp|Q13326|SGCG_HUMAN	tr|A0A2K6GEQ1|A0A2K6GEQ1_PROCO
OG0002213	sp|Q8NGU9|GP150_HUMAN, sp|P30559|OXYR_HUMAN	tr|A0A2K6GYH4|A0A2K6GYH4_PROCO
OG0002214	sp|Q58EX7|PKHG4_HUMAN, sp|Q96PX9|PKH4B_HUMAN	tr|A0A2K6FJ20|A0A2K6FJ20_PROCO
OG0002215	sp|Q6VN20|RBP10_HUMAN, sp|Q96S59|RANB9_HUMAN	tr|A0A2K6GZ27|A0A2K6GZ27_PROCO
OG0002216	sp|Q86SX6|GLRX5_HUMAN	tr|A0A2K6EKU1|A0A2K6EKU1_PROCO, tr|A0A2K6FK52|A0A2K6FK52_PROCO
OG0002217	sp|Q8IUE0|TF2LY_HUMAN, sp|Q8IUE1|TF2LX_HUMAN	tr|A0A2K6EL68|A0A2K6EL68_PROCO
OG0002218	sp|Q8IXX5|T183A_HUMAN, sp|Q1AE95|T183B_HUMAN	tr|A0A2K6GSK9|A0A2K6GSK9_PROCO
OG0002219	sp|Q8NHW6|OTOSP_HUMAN	tr|A0A2K6FHR5|A0A2K6FHR5_PROCO, tr|A0A2K6EGS2|A0A2K6EGS2_PROCO
OG0002220	sp|Q9Y237|PIN4_HUMAN	tr|A0A2K6EMU6|A0A2K6EMU6_PROCO, tr|A0A2K6FMP4|A0A2K6FMP4_PROCO
OG0002221	sp|Q9Y4A8|NF2L3_HUMAN	tr|A0A2K6EFE7|A0A2K6EFE7_PROCO, tr|A0A2K6GGZ1|A0A2K6GGZ1_PROCO
OG0002222	sp|Q99592|ZBT18_HUMAN, sp|B2RXF5|ZBT42_HUMAN	tr|A0A2K6GUG7|A0A2K6GUG7_PROCO
OG0002223	sp|P09493|TPM1_HUMAN, sp|P06753|TPM3_HUMAN	tr|A0A2K6EQP5|A0A2K6EQP5_PROCO
OG0002224	sp|P22735|TGM1_HUMAN, sp|P49221|TGM4_HUMAN	tr|A0A2K6F1S2|A0A2K6F1S2_PROCO
OG0002225	sp|Q5VZE5|NAA35_HUMAN	tr|A0A2K6EP48|A0A2K6EP48_PROCO, tr|A0A2K6F537|A0A2K6F537_PROCO
OG0002226	sp|Q8N8I0|SAM12_HUMAN	tr|A0A2K6F4Y6|A0A2K6F4Y6_PROCO, tr|A0A2K6F715|A0A2K6F715_PROCO
OG0002227	sp|Q9GZY8|MFF_HUMAN	tr|A0A2K6G573|A0A2K6G573_PROCO, tr|A0A2K6GN09|A0A2K6GN09_PROCO
OG0002228	sp|Q9H1B4|NXF5_HUMAN, sp|Q9GZY0|NXF2_HUMAN	tr|A0A2K6EZV5|A0A2K6EZV5_PROCO
OG0002229	sp|Q9Y4W6|AFG32_HUMAN	tr|A0A2K6FYU8|A0A2K6FYU8_PROCO, tr|A0A2K6F6W3|A0A2K6F6W3_PROCO
OG0002230	sp|Q5SW79|CE170_HUMAN, sp|Q96L14|C170L_HUMAN	tr|A0A2K6GCK1|A0A2K6GCK1_PROCO
OG0002231	sp|Q6ZN57|ZFP2_HUMAN, sp|Q8N859|ZN713_HUMAN	tr|A0A2K6GS24|A0A2K6GS24_PROCO
OG0002232	sp|Q9BW19|KIFC1_HUMAN, sp|Q9BVG8|KIFC3_HUMAN	tr|A0A2K6EQ19|A0A2K6EQ19_PROCO
OG0002233	sp|P21127|CD11B_HUMAN, sp|Q9UQ88|CD11A_HUMAN	tr|A0A2K6GLX1|A0A2K6GLX1_PROCO
OG0002234	sp|Q07820|MCL1_HUMAN	tr|A0A2K6F6N9|A0A2K6F6N9_PROCO, tr|A0A2K6GI24|A0A2K6GI24_PROCO
OG0002235	sp|Q14692|BMS1_HUMAN	tr|A0A2K6G814|A0A2K6G814_PROCO, tr|A0A2K6GAY4|A0A2K6GAY4_PROCO
OG0002236	sp|Q9UK17|KCND3_HUMAN, sp|Q9NZV8|KCND2_HUMAN	tr|A0A2K6F546|A0A2K6F546_PROCO
OG0002237	sp|Q92597|NDRG1_HUMAN, sp|Q9UGV2|NDRG3_HUMAN	tr|A0A2K6FIR4|A0A2K6FIR4_PROCO
OG0002238	sp|Q9BTL3|RAMAC_HUMAN, tr|A0A3B3IU46|A0A3B3IU46_HUMAN	tr|A0A2K6FPG1|A0A2K6FPG1_PROCO
OG0002239	sp|Q86SH2|ZAR1_HUMAN, sp|A6NP61|ZAR1L_HUMAN	tr|A0A2K6FKK2|A0A2K6FKK2_PROCO
OG0002240	sp|B1AKI9|ISM1_HUMAN, sp|Q6H9L7|ISM2_HUMAN	tr|A0A2K6FNH3|A0A2K6FNH3_PROCO
OG0002241	sp|O14880|MGST3_HUMAN	tr|A0A2K6G0Z9|A0A2K6G0Z9_PROCO, tr|A0A2K6F6W5|A0A2K6F6W5_PROCO
OG0002242	sp|O75177|CREST_HUMAN, sp|Q15532|SSXT_HUMAN	tr|A0A2K6ETN1|A0A2K6ETN1_PROCO
OG0002243	sp|Q96EU7|C1GLC_HUMAN, sp|P0DN25|C1C1L_HUMAN	tr|A0A2K6EES2|A0A2K6EES2_PROCO
OG0002244	sp|Q5VYJ5|MALR1_HUMAN, sp|Q6UXC1|AEGP_HUMAN	tr|A0A2K6GSS5|A0A2K6GSS5_PROCO
OG0002245	sp|Q96LP2|FA81B_HUMAN, sp|Q8TBF8|FA81A_HUMAN	tr|A0A2K6EM86|A0A2K6EM86_PROCO
OG0002246	sp|Q9H6R6|ZDHC6_HUMAN	tr|A0A2K6GXS3|A0A2K6GXS3_PROCO, tr|A0A2K6F9I1|A0A2K6F9I1_PROCO
OG0002247	sp|P05204|HMGN2_HUMAN, sp|O00479|HMGN4_HUMAN	tr|A0A2K6EZR8|A0A2K6EZR8_PROCO
OG0002248	sp|Q8IXB1|DJC10_HUMAN	tr|A0A2K6G5K0|A0A2K6G5K0_PROCO, tr|A0A2K6FAG0|A0A2K6FAG0_PROCO
OG0002249	sp|Q15269|PWP2_HUMAN, tr|A0A0B4J2E5|A0A0B4J2E5_HUMAN	tr|A0A2K6ERZ7|A0A2K6ERZ7_PROCO
OG0002250	sp|P05387|RLA2_HUMAN	tr|A0A2K6FQ69|A0A2K6FQ69_PROCO, tr|A0A2K6ERF6|A0A2K6ERF6_PROCO
OG0002251	sp|P21589|5NTD_HUMAN	tr|A0A2K6G2M8|A0A2K6G2M8_PROCO, tr|A0A2K6GQ11|A0A2K6GQ11_PROCO
OG0002252	sp|Q4U2R6|RM51_HUMAN	tr|A0A2K6GE89|A0A2K6GE89_PROCO, tr|A0A2K6GCC0|A0A2K6GCC0_PROCO
OG0002253	sp|Q6ZSZ5|ARHGI_HUMAN, tr|A0A590UK10|A0A590UK10_HUMAN	tr|A0A2K6F6W2|A0A2K6F6W2_PROCO
OG0002254	sp|P24821|TENA_HUMAN	tr|A0A2K6G5X8|A0A2K6G5X8_PROCO, tr|A0A2K6F425|A0A2K6F425_PROCO
OG0002255	sp|Q5H9U9|DDX6L_HUMAN, sp|Q8IY21|DDX60_HUMAN	tr|A0A2K6ELZ6|A0A2K6ELZ6_PROCO
OG0002256	sp|O75947|ATP5H_HUMAN	tr|A0A2K6G8Y9|A0A2K6G8Y9_PROCO, tr|A0A2K6EWQ4|A0A2K6EWQ4_PROCO
OG0002257	sp|P50613|CDK7_HUMAN	tr|A0A2K6GZ34|A0A2K6GZ34_PROCO, tr|A0A2K6GQA0|A0A2K6GQA0_PROCO
OG0002258	sp|P80303|NUCB2_HUMAN	tr|A0A2K6G9Y0|A0A2K6G9Y0_PROCO, tr|A0A2K6F2P5|A0A2K6F2P5_PROCO
OG0002259	sp|Q15369|ELOC_HUMAN	tr|A0A2K6FDL3|A0A2K6FDL3_PROCO, tr|A0A2K6EZ62|A0A2K6EZ62_PROCO
OG0002260	sp|Q6UWW0|LCN15_HUMAN, sp|Q6JVE6|LCN10_HUMAN	tr|A0A2K6GPR0|A0A2K6GPR0_PROCO
OG0002261	sp|O43602|DCX_HUMAN, sp|Q8IWN7|RP1L1_HUMAN	tr|A0A2K6G332|A0A2K6G332_PROCO
OG0002262	sp|Q8IYT2|CMTR2_HUMAN, sp|Q8N1G2|CMTR1_HUMAN	tr|A0A2K6G2B0|A0A2K6G2B0_PROCO
OG0002263	sp|Q9UK33|ZN580_HUMAN, sp|Q9P0T4|ZN581_HUMAN	tr|A0A2K6ESC0|A0A2K6ESC0_PROCO
OG0002264	sp|P52739|ZN131_HUMAN	tr|A0A2K6EU16|A0A2K6EU16_PROCO, tr|A0A2K6GR87|A0A2K6GR87_PROCO
OG0002265	sp|P60827|C1QT8_HUMAN, sp|Q9BXJ3|C1QT4_HUMAN	tr|A0A2K6EWV1|A0A2K6EWV1_PROCO
OG0002266	sp|Q68DX3|FRPD2_HUMAN, sp|Q6IN97|FRP2L_HUMAN	tr|A0A2K6FFU7|A0A2K6FFU7_PROCO
OG0002267	sp|Q9NWY4|HPF1_HUMAN, sp|A8MVJ9|HPF1L_HUMAN	tr|A0A2K6EFC0|A0A2K6EFC0_PROCO
OG0002268	sp|P18077|RL35A_HUMAN	tr|A0A2K6FDV7|A0A2K6FDV7_PROCO, tr|A0A2K6FGK0|A0A2K6FGK0_PROCO
OG0002269	sp|Q86VX2|COMD7_HUMAN	tr|A0A2K6FC71|A0A2K6FC71_PROCO, tr|A0A2K6FZ17|A0A2K6FZ17_PROCO
OG0002270	sp|Q92871|PMM1_HUMAN	tr|A0A2K6FSK7|A0A2K6FSK7_PROCO, tr|A0A2K6FRJ7|A0A2K6FRJ7_PROCO
OG0002271	sp|Q99755|PI51A_HUMAN, sp|A2A3N6|PIPSL_HUMAN	tr|A0A2K6EPG2|A0A2K6EPG2_PROCO
OG0002272	sp|Q9UHY7|ENOPH_HUMAN	tr|A0A2K6F0G7|A0A2K6F0G7_PROCO, tr|A0A2K6F7I1|A0A2K6F7I1_PROCO
OG0002273	sp|P54252|ATX3_HUMAN, sp|Q9H3M9|ATX3L_HUMAN	tr|A0A2K6EKY9|A0A2K6EKY9_PROCO
OG0002274	sp|Q15063|POSTN_HUMAN, sp|Q15582|BGH3_HUMAN	tr|A0A2K6EFH7|A0A2K6EFH7_PROCO
OG0002275	sp|Q8NEM0|MCPH1_HUMAN, sp|Q9BQI6|SLF1_HUMAN	tr|A0A2K6FN48|A0A2K6FN48_PROCO
OG0002276	sp|P02749|APOH_HUMAN, sp|P15529|MCP_HUMAN	tr|A0A2K6EZW9|A0A2K6EZW9_PROCO
OG0002277	sp|P00558|PGK1_HUMAN, sp|P07205|PGK2_HUMAN	tr|A0A2K6GSF9|A0A2K6GSF9_PROCO
OG0002278	sp|Q2M3W8|ZN181_HUMAN, sp|Q9NR11|ZN302_HUMAN	tr|A0A2K6F3P1|A0A2K6F3P1_PROCO
OG0002279	sp|Q8WWY8|LIPH_HUMAN, sp|Q6XZB0|LIPI_HUMAN	tr|A0A2K6H089|A0A2K6H089_PROCO
OG0002280	sp|O43930|PRKY_HUMAN, sp|P51817|PRKX_HUMAN	tr|A0A2K6FAS7|A0A2K6FAS7_PROCO
OG0002281	sp|P40925|MDHC_HUMAN	tr|A0A2K6G444|A0A2K6G444_PROCO, tr|A0A2K6GKG4|A0A2K6GKG4_PROCO
OG0002282	sp|Q15884|EREP1_HUMAN	tr|A0A2K6FQP5|A0A2K6FQP5_PROCO, tr|A0A2K6FWS0|A0A2K6FWS0_PROCO
OG0002283	sp|Q8TCT7|SPP2B_HUMAN, sp|Q8IUH8|SPP2C_HUMAN	tr|A0A2K6G077|A0A2K6G077_PROCO
OG0002284	sp|O75752|B3GL1_HUMAN	tr|A0A2K6EV16|A0A2K6EV16_PROCO, tr|A0A2K6F6A5|A0A2K6F6A5_PROCO
OG0002285	sp|P00540|MOS_HUMAN, sp|P41240|CSK_HUMAN	tr|A0A2K6GVY3|A0A2K6GVY3_PROCO
OG0002286	sp|A6NJW9|CD8B2_HUMAN, sp|P10966|CD8B_HUMAN	tr|A0A2K6GUI6|A0A2K6GUI6_PROCO
OG0002287	sp|Q8IWR1|TRI59_HUMAN, sp|O60858|TRI13_HUMAN	tr|A0A2K6F9N4|A0A2K6F9N4_PROCO
OG0002288	sp|Q9H299|SH3L3_HUMAN	tr|A0A2K6FS42|A0A2K6FS42_PROCO, tr|A0A2K6H101|A0A2K6H101_PROCO
OG0002289	sp|Q0D2K2|KLH30_HUMAN	tr|A0A2K6EZZ4|A0A2K6EZZ4_PROCO, tr|A0A2K6FT98|A0A2K6FT98_PROCO
OG0002290	sp|Q8TBP5|F174A_HUMAN, sp|Q3ZCQ3|F174B_HUMAN	tr|A0A2K6EXL0|A0A2K6EXL0_PROCO
OG0002291	sp|Q9BR84|ZN559_HUMAN	tr|A0A2K6F691|A0A2K6F691_PROCO, tr|A0A2K6G9S4|A0A2K6G9S4_PROCO
OG0002292	sp|E9PRG8|CK098_HUMAN	tr|A0A2K6EKP3|A0A2K6EKP3_PROCO, tr|A0A2K6EWI8|A0A2K6EWI8_PROCO
OG0002293	sp|Q15392|DHC24_HUMAN	tr|A0A2K6FTC2|A0A2K6FTC2_PROCO, tr|A0A2K6EY76|A0A2K6EY76_PROCO
OG0002294	sp|Q15434|RBMS2_HUMAN	tr|A0A2K6F910|A0A2K6F910_PROCO, tr|A0A2K6F000|A0A2K6F000_PROCO
OG0002295	sp|Q8NFU5|IPMK_HUMAN	tr|A0A2K6ENN7|A0A2K6ENN7_PROCO, tr|A0A2K6FAA7|A0A2K6FAA7_PROCO
OG0002296	sp|Q9H4R4|CT191_HUMAN, sp|O75376|NCOR1_HUMAN	tr|A0A2K6GGW1|A0A2K6GGW1_PROCO
OG0002297	sp|P06132|DCUP_HUMAN	tr|A0A2K6EH99|A0A2K6EH99_PROCO, tr|A0A2K6EYL8|A0A2K6EYL8_PROCO
OG0002298	sp|P36957|ODO2_HUMAN	tr|A0A2K6G8V4|A0A2K6G8V4_PROCO, tr|A0A2K6FGW8|A0A2K6FGW8_PROCO
OG0002299	sp|P63241|IF5A1_HUMAN, sp|Q6IS14|IF5AL_HUMAN	tr|A0A2K6FNL6|A0A2K6FNL6_PROCO
OG0002300	sp|Q15102|PA1B3_HUMAN	tr|A0A2K6ETG8|A0A2K6ETG8_PROCO, tr|A0A2K6GDT2|A0A2K6GDT2_PROCO
OG0002301	sp|O43603|GALR2_HUMAN, sp|Q8TDV0|GP151_HUMAN	tr|A0A2K6EWM5|A0A2K6EWM5_PROCO
OG0002302	sp|Q8WWA0|ITLN1_HUMAN, sp|Q8WWU7|ITLN2_HUMAN	tr|A0A2K6FS08|A0A2K6FS08_PROCO
OG0002303	sp|Q99689|FEZ1_HUMAN	tr|A0A2K6GPQ6|A0A2K6GPQ6_PROCO, tr|A0A2K6EV79|A0A2K6EV79_PROCO
OG0002304	sp|Q15695|U2AFL_HUMAN, sp|Q15696|U2AFM_HUMAN	tr|A0A2K6GS15|A0A2K6GS15_PROCO
OG0002305	sp|Q5VUY2|ADCL4_HUMAN, sp|Q5VUY0|ADCL3_HUMAN	tr|A0A2K6GKF0|A0A2K6GKF0_PROCO
OG0002306	sp|Q8NGC0|O5AU1_HUMAN	tr|A0A2K6EMQ1|A0A2K6EMQ1_PROCO, tr|A0A2K6GCR2|A0A2K6GCR2_PROCO
OG0002307	sp|A6PVC2|TTLL8_HUMAN	tr|A0A2K6GTM9|A0A2K6GTM9_PROCO, tr|A0A2K6G4Y2|A0A2K6G4Y2_PROCO
OG0002308	sp|O96024|B3GT4_HUMAN, sp|A8MXE2|B3GT9_HUMAN	tr|A0A2K6FN61|A0A2K6FN61_PROCO
OG0002309	sp|Q9UJ71|CLC4K_HUMAN, sp|Q8N1N0|CLC4F_HUMAN	tr|A0A2K6EM77|A0A2K6EM77_PROCO
OG0002310	tr|C9JA33|C9JA33_HUMAN, sp|Q8IXS6|PALM2_HUMAN	tr|A0A2K6F369|A0A2K6F369_PROCO
OG0002311	sp|Q8TCC3|RM30_HUMAN	tr|A0A2K6EF52|A0A2K6EF52_PROCO, tr|A0A2K6EU58|A0A2K6EU58_PROCO
OG0002312	sp|Q13506|NAB1_HUMAN	tr|A0A2K6G1X9|A0A2K6G1X9_PROCO, tr|A0A2K6FUN3|A0A2K6FUN3_PROCO
OG0002313	sp|P46013|KI67_HUMAN, sp|Q69YH5|CDCA2_HUMAN	tr|A0A2K6G8M4|A0A2K6G8M4_PROCO
OG0002314	sp|Q8IUI4|S29P2_HUMAN, sp|Q8TEQ0|SNX29_HUMAN	tr|A0A2K6FZ96|A0A2K6FZ96_PROCO
OG0002315	sp|Q8TC17|GRAPL_HUMAN, sp|Q13588|GRAP_HUMAN	tr|A0A2K6FFX3|A0A2K6FFX3_PROCO
OG0002316	sp|Q9BZE4|GTPB4_HUMAN	tr|A0A2K6EYQ4|A0A2K6EYQ4_PROCO, tr|A0A2K6EXH5|A0A2K6EXH5_PROCO
OG0002317	sp|Q9Y366|IFT52_HUMAN	tr|A0A2K6FAU4|A0A2K6FAU4_PROCO, tr|A0A2K6FLA1|A0A2K6FLA1_PROCO
OG0002318	sp|Q68DD2|PA24F_HUMAN, sp|Q9UP65|PA24C_HUMAN	tr|A0A2K6G8C6|A0A2K6G8C6_PROCO
OG0002319	sp|P46937|YAP1_HUMAN	tr|A0A2K6FBS7|A0A2K6FBS7_PROCO, tr|A0A2K6GFJ9|A0A2K6GFJ9_PROCO
OG0002320	sp|P63279|UBC9_HUMAN	tr|A0A2K6G142|A0A2K6G142_PROCO, tr|A0A2K6EQB7|A0A2K6EQB7_PROCO
OG0002321	sp|P86790|CCZ1B_HUMAN, sp|P86791|CCZ1_HUMAN	tr|A0A2K6GIC1|A0A2K6GIC1_PROCO
OG0002322	sp|Q96GC5|RM48_HUMAN	tr|A0A2K6GHA0|A0A2K6GHA0_PROCO, tr|A0A2K6FT63|A0A2K6FT63_PROCO
OG0002323	sp|Q9NWF9|RN216_HUMAN, sp|Q6NUR6|R216L_HUMAN	tr|A0A2K6EUE5|A0A2K6EUE5_PROCO
