Orthogroup	Homo_sapiens	Balaenoptera_acutorostrata_scammoni
OG0002701	sp|Q96DC8|ECHD3_HUMAN	tr|A0A383YXV9|A0A383YXV9_BALAS
OG0002702	sp|P21452|NK2R_HUMAN	tr|A0A383YY71|A0A383YY71_BALAS
OG0002703	sp|Q32MK0|MYLK3_HUMAN	tr|A0A383YYF5|A0A383YYF5_BALAS
OG0002704	sp|Q8N9N2|ASCC1_HUMAN	tr|A0A383YYL6|A0A383YYL6_BALAS
OG0002705	sp|P53041|PPP5_HUMAN	tr|A0A383YZB9|A0A383YZB9_BALAS
OG0002706	sp|H3BNL1|CC084_HUMAN	tr|A0A383Z1N6|A0A383Z1N6_BALAS
OG0002707	sp|Q93033|IGSF2_HUMAN	tr|A0A383Z2K5|A0A383Z2K5_BALAS
OG0002708	sp|P28288|ABCD3_HUMAN	tr|A0A383Z3H0|A0A383Z3H0_BALAS
OG0002709	sp|P16860|ANFB_HUMAN	tr|A0A383Z4E2|A0A383Z4E2_BALAS
OG0002710	sp|Q92485|ASM3B_HUMAN	tr|A0A383Z5Z0|A0A383Z5Z0_BALAS
OG0002711	sp|P30040|ERP29_HUMAN	tr|A0A383Z7G5|A0A383Z7G5_BALAS
OG0002712	sp|O15016|TRI66_HUMAN	tr|A0A383ZCM9|A0A383ZCM9_BALAS
OG0002713	sp|P78325|ADAM8_HUMAN	tr|A0A383ZE20|A0A383ZE20_BALAS
OG0002714	sp|A2RU49|HYKK_HUMAN	tr|A0A383ZEB8|A0A383ZEB8_BALAS
OG0002715	sp|Q8NAA4|A16L2_HUMAN	tr|A0A383ZF99|A0A383ZF99_BALAS
OG0002716	sp|Q9NUA8|ZBT40_HUMAN	tr|A0A383ZJ78|A0A383ZJ78_BALAS
OG0002717	sp|P17482|HXB9_HUMAN	tr|A0A383ZMY5|A0A383ZMY5_BALAS
OG0002718	sp|Q8NA54|IQUB_HUMAN	tr|A0A383ZQ90|A0A383ZQ90_BALAS
OG0002719	sp|Q14451|GRB7_HUMAN	tr|A0A383ZR77|A0A383ZR77_BALAS
OG0002720	sp|Q6YN16|HSDL2_HUMAN	tr|A0A383ZT22|A0A383ZT22_BALAS
OG0002721	sp|Q5VWQ8|DAB2P_HUMAN	tr|A0A383ZTF1|A0A383ZTF1_BALAS
OG0002722	sp|Q6NUP7|PP4R4_HUMAN	tr|A0A383ZV56|A0A383ZV56_BALAS
OG0002723	sp|P31273|HXC8_HUMAN	tr|A0A383ZXA3|A0A383ZXA3_BALAS
OG0002724	sp|Q96AZ1|EFMT3_HUMAN	tr|A0A383ZXB9|A0A383ZXB9_BALAS
OG0002725	sp|Q6IPT2|GAR5A_HUMAN	tr|A0A383ZXZ0|A0A383ZXZ0_BALAS
OG0002726	sp|Q9BQT8|ODC_HUMAN	tr|A0A384A099|A0A384A099_BALAS
OG0002727	sp|Q96AB3|ISOC2_HUMAN	tr|A0A384A220|A0A384A220_BALAS
OG0002728	sp|O43353|RIPK2_HUMAN	tr|A0A384A4L0|A0A384A4L0_BALAS
OG0002729	sp|Q9BXN1|ASPN_HUMAN	tr|A0A384A530|A0A384A530_BALAS
OG0002730	sp|Q8TAD8|SNIP1_HUMAN	tr|A0A384A5K9|A0A384A5K9_BALAS
OG0002731	sp|O43900|PRIC3_HUMAN	tr|A0A384A5X5|A0A384A5X5_BALAS
OG0002732	sp|Q8N7U6|EFHB_HUMAN	tr|A0A384A6P5|A0A384A6P5_BALAS
OG0002733	sp|Q8WVV4|POF1B_HUMAN	tr|A0A384A8G6|A0A384A8G6_BALAS
OG0002734	sp|P16219|ACADS_HUMAN	tr|A0A384A9K1|A0A384A9K1_BALAS
OG0002735	sp|O15315|RA51B_HUMAN	tr|A0A384AAR0|A0A384AAR0_BALAS
OG0002736	sp|P07311|ACYP1_HUMAN	tr|A0A384AB78|A0A384AB78_BALAS
OG0002737	sp|Q7Z3Z4|PIWL4_HUMAN	tr|A0A384ACE4|A0A384ACE4_BALAS
OG0002738	sp|Q53H82|LACB2_HUMAN	tr|A0A384ACQ2|A0A384ACQ2_BALAS
OG0002739	sp|Q50LG9|LRC24_HUMAN	tr|A0A384ADX8|A0A384ADX8_BALAS
OG0002740	sp|Q14623|IHH_HUMAN	tr|A0A384AKW1|A0A384AKW1_BALAS
OG0002741	sp|Q8IZU2|WDR17_HUMAN	tr|A0A384ANS5|A0A384ANS5_BALAS
OG0002742	sp|Q9NP78|ABCB9_HUMAN	tr|A0A384AQJ8|A0A384AQJ8_BALAS
OG0002743	sp|P35226|BMI1_HUMAN	tr|A0A384ARD7|A0A384ARD7_BALAS
OG0002744	sp|Q6PUV4|CPLX2_HUMAN	tr|A0A384ASM9|A0A384ASM9_BALAS
OG0002745	sp|O43491|E41L2_HUMAN	tr|A0A384AUC8|A0A384AUC8_BALAS
OG0002746	sp|P01189|COLI_HUMAN	tr|A0A384AVQ4|A0A384AVQ4_BALAS
OG0002747	sp|Q15645|PCH2_HUMAN	tr|A0A384AWU4|A0A384AWU4_BALAS
OG0002748	sp|Q9H8M2|BRD9_HUMAN	tr|A0A384AXA7|A0A384AXA7_BALAS
OG0002749	sp|Q8WUJ3|CEMIP_HUMAN	tr|A0A384B411|A0A384B411_BALAS
OG0002750	sp|Q15527|SURF2_HUMAN	tr|A0A384B5A2|A0A384B5A2_BALAS
OG0002751	sp|Q9UKF6|CPSF3_HUMAN	tr|A0A384B7S2|A0A384B7S2_BALAS
OG0002752	sp|Q7Z434|MAVS_HUMAN	tr|A0A384B8A8|A0A384B8A8_BALAS
OG0002753	sp|Q12929|EPS8_HUMAN	tr|A0A384B8U3|A0A384B8U3_BALAS
OG0002754	sp|P01215|GLHA_HUMAN	tr|A0A384B8X6|A0A384B8X6_BALAS
OG0002755	sp|P34949|MPI_HUMAN	tr|A0A384BDI9|A0A384BDI9_BALAS
OG0002756	sp|P46597|ASMT_HUMAN	tr|A0A384BFZ4|A0A384BFZ4_BALAS
OG0002757	sp|Q6ZS27|ZN662_HUMAN	tr|A0A452C3F0|A0A452C3F0_BALAS
OG0002758	sp|Q13536|CROC4_HUMAN	tr|A0A452C9M9|A0A452C9M9_BALAS
OG0002759	sp|Q96JK9|MAML3_HUMAN	tr|A0A452CA65|A0A452CA65_BALAS
OG0002760	sp|Q06418|TYRO3_HUMAN	tr|A0A452CFY2|A0A452CFY2_BALAS
OG0002761	sp|Q8WUY3|PRUN2_HUMAN	tr|A0A452CHB2|A0A452CHB2_BALAS
OG0002762	sp|Q49AM3|TTC31_HUMAN	tr|A0A452CIF5|A0A452CIF5_BALAS
OG0002763	sp|Q9UNE2|RPH3L_HUMAN	tr|A0A452CIG8|A0A452CIG8_BALAS
OG0002764	sp|Q9Y576|ASB1_HUMAN	tr|A0A452CIW4|A0A452CIW4_BALAS
OG0002765	sp|Q9UL54|TAOK2_HUMAN	tr|A0A452CK32|A0A452CK32_BALAS
OG0002766	sp|Q6PCT2|FXL19_HUMAN	tr|A0A452CKG8|A0A452CKG8_BALAS
OG0002767	sp|Q6NT76|HMBX1_HUMAN	tr|A0A452CPQ5|A0A452CPQ5_BALAS
OG0002768	sp|P28069|PIT1_HUMAN	tr|A0A383YMV7|A0A383YMV7_BALAS
OG0002769	sp|Q96E52|OMA1_HUMAN	tr|A0A383YNI8|A0A383YNI8_BALAS
OG0002770	sp|Q9H4B4|PLK3_HUMAN	tr|A0A383YP33|A0A383YP33_BALAS
OG0002771	sp|Q07699|SCN1B_HUMAN	tr|A0A383YQL1|A0A383YQL1_BALAS
OG0002772	sp|P41970|ELK3_HUMAN	tr|A0A383YSS8|A0A383YSS8_BALAS
OG0002773	sp|Q9NP98|MYOZ1_HUMAN	tr|A0A383YUV3|A0A383YUV3_BALAS
OG0002774	sp|Q9NRA2|S17A5_HUMAN	tr|A0A383YVJ8|A0A383YVJ8_BALAS
OG0002775	sp|Q15043|S39AE_HUMAN	tr|A0A383YYJ7|A0A383YYJ7_BALAS
OG0002776	sp|Q8WUU4|ZN296_HUMAN	tr|A0A383YZ85|A0A383YZ85_BALAS
OG0002777	sp|Q96A98|TIP39_HUMAN	tr|A0A383YZP7|A0A383YZP7_BALAS
OG0002778	sp|Q99684|GFI1_HUMAN	tr|A0A383Z3C0|A0A383Z3C0_BALAS
OG0002779	sp|Q969R8|ITFG2_HUMAN	tr|A0A383Z548|A0A383Z548_BALAS
OG0002780	sp|Q9Y2J4|AMOL2_HUMAN	tr|A0A383Z6E5|A0A383Z6E5_BALAS
OG0002781	sp|Q9UQ13|SHOC2_HUMAN	tr|A0A383ZD81|A0A383ZD81_BALAS
OG0002782	sp|Q9NRB3|CHSTC_HUMAN	tr|A0A383ZIJ7|A0A383ZIJ7_BALAS
OG0002783	sp|O75223|GGCT_HUMAN	tr|A0A383ZKC6|A0A383ZKC6_BALAS
OG0002784	sp|P52943|CRIP2_HUMAN	tr|A0A383ZN35|A0A383ZN35_BALAS
OG0002785	sp|P02675|FIBB_HUMAN	tr|A0A383ZNS6|A0A383ZNS6_BALAS
OG0002786	sp|Q6NUQ1|RINT1_HUMAN	tr|A0A383ZQG9|A0A383ZQG9_BALAS
OG0002787	sp|Q99584|S10AD_HUMAN	tr|A0A383ZU76|A0A383ZU76_BALAS
OG0002788	sp|Q5VXI9|LIPN_HUMAN	tr|A0A383ZVS3|A0A383ZVS3_BALAS
OG0002789	sp|Q15742|NAB2_HUMAN	tr|A0A383ZX49|A0A383ZX49_BALAS
OG0002791	sp|Q9UN36|NDRG2_HUMAN	tr|A0A383ZZM6|A0A383ZZM6_BALAS
OG0002792	sp|Q6P587|FAHD1_HUMAN	tr|A0A384A3F1|A0A384A3F1_BALAS
OG0002793	sp|Q96CM3|RUSD4_HUMAN	tr|A0A384A7X7|A0A384A7X7_BALAS
OG0002794	sp|Q4VCS5|AMOT_HUMAN	tr|A0A384A8S9|A0A384A8S9_BALAS
OG0002795	sp|Q16520|BATF_HUMAN	tr|A0A384AB33|A0A384AB33_BALAS
OG0002796	sp|P54274|TERF1_HUMAN	tr|A0A384ACY8|A0A384ACY8_BALAS
OG0002797	sp|Q5PT55|NTCP5_HUMAN	tr|A0A384AD10|A0A384AD10_BALAS
OG0002798	sp|Q08380|LG3BP_HUMAN	tr|A0A384AET4|A0A384AET4_BALAS
OG0002799	sp|Q6DKI7|PVRIG_HUMAN	tr|A0A384AH85|A0A384AH85_BALAS
OG0002800	sp|Q96IY4|CBPB2_HUMAN	tr|A0A384AHR8|A0A384AHR8_BALAS
OG0002801	sp|Q9BZR9|TRIM8_HUMAN	tr|A0A384AJA2|A0A384AJA2_BALAS
OG0002802	sp|Q8NA56|TTC29_HUMAN	tr|A0A384APY4|A0A384APY4_BALAS
OG0002803	sp|Q8IWA6|CCD60_HUMAN	tr|A0A384AQW3|A0A384AQW3_BALAS
OG0002804	sp|Q5T5U3|RHG21_HUMAN	tr|A0A384ARE6|A0A384ARE6_BALAS
OG0002805	sp|P0C7P3|SLN14_HUMAN	tr|A0A384AS81|A0A384AS81_BALAS
OG0002806	sp|Q8WUX2|CHAC2_HUMAN	tr|A0A384ASI2|A0A384ASI2_BALAS
OG0002807	sp|Q9Y328|NSG2_HUMAN	tr|A0A384ATC5|A0A384ATC5_BALAS
OG0002808	sp|P08922|ROS1_HUMAN	tr|A0A384AUK5|A0A384AUK5_BALAS
OG0002809	sp|P25398|RS12_HUMAN	tr|A0A384AUY2|A0A384AUY2_BALAS
OG0002810	sp|Q969J5|I22R2_HUMAN	tr|A0A384AV61|A0A384AV61_BALAS
OG0002811	sp|Q9NXR7|BABA2_HUMAN	tr|A0A384AVJ8|A0A384AVJ8_BALAS
OG0002812	sp|Q6ZUS5|CC121_HUMAN	tr|A0A384AVR3|A0A384AVR3_BALAS
OG0002813	sp|Q86UE6|LRRT1_HUMAN	tr|A0A384B053|A0A384B053_BALAS
OG0002814	sp|Q9UGV2|NDRG3_HUMAN	tr|A0A384B0K2|A0A384B0K2_BALAS
OG0002815	sp|P12644|BMP4_HUMAN	tr|A0A384B0Y0|A0A384B0Y0_BALAS
OG0002816	sp|P60983|GMFB_HUMAN	tr|A0A384B0Y6|A0A384B0Y6_BALAS
OG0002817	sp|Q96P53|WDFY2_HUMAN	tr|A0A384B2B6|A0A384B2B6_BALAS
OG0002818	sp|Q16552|IL17_HUMAN	tr|A0A384B3P7|A0A384B3P7_BALAS
OG0002819	sp|Q96EX3|DC2I2_HUMAN	tr|A0A384B4Y5|A0A384B4Y5_BALAS
OG0002820	sp|Q9UMZ3|PTPRQ_HUMAN	tr|A0A384B5T9|A0A384B5T9_BALAS
OG0002821	sp|A8MPS7|YDJC_HUMAN	tr|A0A384BA90|A0A384BA90_BALAS
OG0002822	sp|O94991|SLIK5_HUMAN	tr|A0A384BBR6|A0A384BBR6_BALAS
OG0002823	sp|O15439|MRP4_HUMAN	tr|A0A384BC89|A0A384BC89_BALAS
OG0002824	sp|Q8IZ02|LRC34_HUMAN	tr|A0A384BCY9|A0A384BCY9_BALAS
OG0002825	sp|Q8N8W4|PLPL1_HUMAN	tr|A0A384BF16|A0A384BF16_BALAS
OG0002826	sp|P09758|TACD2_HUMAN	tr|A0A384BH42|A0A384BH42_BALAS
OG0002828	sp|Q96PH1|NOX5_HUMAN	tr|A0A452C6D7|A0A452C6D7_BALAS
OG0002829	sp|Q8N5H3|LRA25_HUMAN	tr|A0A452C8Z3|A0A452C8Z3_BALAS
OG0002830	sp|Q9BT88|SYT11_HUMAN	tr|A0A452C9G7|A0A452C9G7_BALAS
OG0002831	sp|P78563|RED1_HUMAN	tr|A0A452CAA9|A0A452CAA9_BALAS
OG0002832	sp|A0A0U1RR37|CA232_HUMAN	tr|A0A452CEE4|A0A452CEE4_BALAS
OG0002833	sp|Q8NAF0|ZN579_HUMAN	tr|A0A452CGC2|A0A452CGC2_BALAS
OG0002834	sp|P98161|PKD1_HUMAN	tr|A0A452CGR6|A0A452CGR6_BALAS
OG0002835	sp|Q6XZB0|LIPI_HUMAN	tr|A0A383YNB7|A0A383YNB7_BALAS
OG0002836	sp|Q5VWK5|IL23R_HUMAN	tr|A0A383YND3|A0A383YND3_BALAS
OG0002837	sp|Q7L1I2|SV2B_HUMAN	tr|A0A383YQG7|A0A383YQG7_BALAS
OG0002838	sp|Q9UN86|G3BP2_HUMAN	tr|A0A383YRW6|A0A383YRW6_BALAS
OG0002839	sp|O94979|SC31A_HUMAN	tr|A0A383YYR2|A0A383YYR2_BALAS
OG0002840	sp|P53539|FOSB_HUMAN	tr|A0A383YZA1|A0A383YZA1_BALAS
OG0002841	sp|Q9NY47|CA2D2_HUMAN	tr|A0A383Z1G1|A0A383Z1G1_BALAS
OG0002842	sp|P35269|T2FA_HUMAN	tr|A0A383Z1Y3|A0A383Z1Y3_BALAS
OG0002843	sp|A6NEK1|ARRD5_HUMAN	tr|A0A383Z2C0|A0A383Z2C0_BALAS
OG0002844	sp|Q9NVP1|DDX18_HUMAN	tr|A0A383Z2F9|A0A383Z2F9_BALAS
OG0002845	sp|Q9NXN4|GDAP2_HUMAN	tr|A0A383Z3B9|A0A383Z3B9_BALAS
OG0002846	sp|Q9NPQ8|RIC8A_HUMAN	tr|A0A383Z895|A0A383Z895_BALAS
OG0002847	sp|Q8N307|MUC20_HUMAN	tr|A0A383Z923|A0A383Z923_BALAS
OG0002848	sp|Q7Z7F0|KHDC4_HUMAN	tr|A0A383ZAA9|A0A383ZAA9_BALAS
OG0002849	sp|O95715|CXL14_HUMAN	tr|A0A383ZAQ8|A0A383ZAQ8_BALAS
OG0002850	sp|Q8N2U9|S66A2_HUMAN	tr|A0A383ZD72|A0A383ZD72_BALAS
OG0002851	sp|Q14520|HABP2_HUMAN	tr|A0A383ZDA7|A0A383ZDA7_BALAS
OG0002852	sp|Q96PD5|PGRP2_HUMAN	tr|A0A383ZED3|A0A383ZED3_BALAS
OG0002853	sp|Q8WVE6|TM171_HUMAN	tr|A0A383ZLH4|A0A383ZLH4_BALAS
OG0002854	sp|A6NF36|CC182_HUMAN	tr|A0A383ZM23|A0A383ZM23_BALAS
OG0002855	sp|P17643|TYRP1_HUMAN	tr|A0A383ZNX8|A0A383ZNX8_BALAS
OG0002856	sp|Q9ULE3|DEN2A_HUMAN	tr|A0A383ZPR5|A0A383ZPR5_BALAS
OG0002857	sp|Q8N4B4|FBX39_HUMAN	tr|A0A383ZQR4|A0A383ZQR4_BALAS
OG0002858	sp|P38567|HYALP_HUMAN	tr|A0A383ZQS6|A0A383ZQS6_BALAS
OG0002859	sp|Q13015|AF1Q_HUMAN	tr|A0A383ZSH3|A0A383ZSH3_BALAS
OG0002860	sp|Q8NHZ8|CDC26_HUMAN	tr|A0A383ZT06|A0A383ZT06_BALAS
OG0002861	sp|Q03426|KIME_HUMAN	tr|A0A383ZYG0|A0A383ZYG0_BALAS
OG0002862	sp|Q68DA7|FMN1_HUMAN	tr|A0A383ZZG3|A0A383ZZG3_BALAS
OG0002863	sp|Q8TBE0|BAHD1_HUMAN	tr|A0A383ZZV5|A0A383ZZV5_BALAS
OG0002864	sp|P56747|CLD6_HUMAN	tr|A0A384A2T8|A0A384A2T8_BALAS
OG0002865	sp|Q76M96|CCD80_HUMAN	tr|A0A384A3R0|A0A384A3R0_BALAS
OG0002866	sp|Q76FK4|NOL8_HUMAN	tr|A0A384A559|A0A384A559_BALAS
OG0002867	sp|Q96BU1|S1PBP_HUMAN	tr|A0A384A5L8|A0A384A5L8_BALAS
OG0002868	sp|O75506|HSBP1_HUMAN	tr|A0A384A5X6|A0A384A5X6_BALAS
OG0002869	sp|Q9BUH6|PAXX_HUMAN	tr|A0A384A679|A0A384A679_BALAS
OG0002870	sp|Q9P016|THYN1_HUMAN	tr|A0A384A7R0|A0A384A7R0_BALAS
OG0002871	sp|Q8WXA2|PATE1_HUMAN	tr|A0A384A821|A0A384A821_BALAS
OG0002872	sp|Q9NYP8|CU062_HUMAN	tr|A0A384A8W2|A0A384A8W2_BALAS
OG0002873	sp|Q9P0Z9|SOX_HUMAN	tr|A0A384A9C1|A0A384A9C1_BALAS
OG0002874	sp|Q14184|DOC2B_HUMAN	tr|A0A384A9E2|A0A384A9E2_BALAS
OG0002875	sp|Q9BYC5|FUT8_HUMAN	tr|A0A384AAS2|A0A384AAS2_BALAS
OG0002876	sp|Q8N5V2|NGEF_HUMAN	tr|A0A384ABY2|A0A384ABY2_BALAS
OG0002877	sp|Q8N8Q3|ENDOV_HUMAN	tr|A0A384AEY4|A0A384AEY4_BALAS
OG0002878	sp|Q8NDC4|MORN4_HUMAN	tr|A0A384AJT0|A0A384AJT0_BALAS
OG0002879	sp|P49418|AMPH_HUMAN	tr|A0A384AKG4|A0A384AKG4_BALAS
OG0002880	sp|P41279|M3K8_HUMAN	tr|A0A384AMU2|A0A384AMU2_BALAS
OG0002881	sp|A8K979|ERI2_HUMAN	tr|A0A384ARM7|A0A384ARM7_BALAS
OG0002882	sp|Q13797|ITA9_HUMAN	tr|A0A384AVV7|A0A384AVV7_BALAS
OG0002883	sp|O75340|PDCD6_HUMAN	tr|A0A384AWD4|A0A384AWD4_BALAS
OG0002884	sp|Q7L099|RUFY3_HUMAN	tr|A0A384B1U1|A0A384B1U1_BALAS
OG0002885	sp|Q8TCV5|WFDC5_HUMAN	tr|A0A384B2A0|A0A384B2A0_BALAS
OG0002886	sp|Q96DC7|TMCO6_HUMAN	tr|A0A384B3E3|A0A384B3E3_BALAS
OG0002887	sp|P08708|RS17_HUMAN	tr|A0A384B4W2|A0A384B4W2_BALAS
OG0002888	sp|O00501|CLD5_HUMAN	tr|A0A384B9W5|A0A384B9W5_BALAS
OG0002889	sp|Q9Y4B5|MTCL1_HUMAN	tr|A0A384BA58|A0A384BA58_BALAS
OG0002890	sp|Q86UB2|BIVM_HUMAN	tr|A0A384BAY5|A0A384BAY5_BALAS
OG0002891	sp|Q12866|MERTK_HUMAN	tr|A0A384BCL6|A0A384BCL6_BALAS
OG0002892	sp|Q9BSG1|ZNF2_HUMAN	tr|A0A384BCM4|A0A384BCM4_BALAS
OG0002893	sp|O75952|CABYR_HUMAN	tr|A0A384BD99|A0A384BD99_BALAS
OG0002894	sp|Q96LP2|FA81B_HUMAN	tr|A0A384BDI2|A0A384BDI2_BALAS
OG0002895	sp|Q9Y2W7|CSEN_HUMAN	tr|A0A384BDR3|A0A384BDR3_BALAS
OG0002896	sp|Q8NCN5|PDPR_HUMAN	tr|A0A384BF49|A0A384BF49_BALAS
OG0002897	sp|P09234|RU1C_HUMAN	tr|A0A384BF54|A0A384BF54_BALAS
OG0002898	sp|Q9Y468|LMBL1_HUMAN	tr|A0A452C3C6|A0A452C3C6_BALAS
OG0002899	sp|A0A1B0GTI8|TM272_HUMAN	tr|A0A452C3E0|A0A452C3E0_BALAS
OG0002900	sp|Q5VZK9|CARL1_HUMAN	tr|A0A452C5J8|A0A452C5J8_BALAS
OG0002901	sp|Q8N100|ATOH7_HUMAN	tr|A0A452C783|A0A452C783_BALAS
OG0002902	sp|Q9Y4B4|ARIP4_HUMAN	tr|A0A452C7X2|A0A452C7X2_BALAS
OG0002903	sp|Q9UMS6|SYNP2_HUMAN	tr|A0A452C9S9|A0A452C9S9_BALAS
OG0002904	sp|P78337|PITX1_HUMAN	tr|A0A452CA53|A0A452CA53_BALAS
OG0002905	sp|O00110|OVOL3_HUMAN	tr|A0A452CDJ6|A0A452CDJ6_BALAS
OG0002906	sp|Q8TAX9|GSDMB_HUMAN	tr|A0A452CDQ2|A0A452CDQ2_BALAS
OG0002907	sp|A6NM62|LRC53_HUMAN	tr|A0A452CHK6|A0A452CHK6_BALAS
OG0002908	sp|A0A1B0GU29|SIM28_HUMAN	tr|A0A452CN80|A0A452CN80_BALAS
OG0002909	sp|Q5J5C9|DB121_HUMAN	tr|A0A452CPW8|A0A452CPW8_BALAS
OG0002910	sp|O95561|CA105_HUMAN	tr|A0A383YRE5|A0A383YRE5_BALAS
OG0002911	sp|Q96F10|SAT2_HUMAN	tr|A0A383YUD6|A0A383YUD6_BALAS
OG0002912	sp|Q8TAE7|KCNG3_HUMAN	tr|A0A383YWI6|A0A383YWI6_BALAS
OG0002913	sp|Q9H2W2|MIXL1_HUMAN	tr|A0A383YWU8|A0A383YWU8_BALAS
OG0002914	sp|Q9UKV5|AMFR_HUMAN	tr|A0A383YY91|A0A383YY91_BALAS
OG0002915	sp|Q6UWN0|LYPD4_HUMAN	tr|A0A383YZ76|A0A383YZ76_BALAS
OG0002916	sp|Q86UB9|TM135_HUMAN	tr|A0A383Z0Y0|A0A383Z0Y0_BALAS
OG0002917	sp|Q8IV32|CCD71_HUMAN	tr|A0A383Z162|A0A383Z162_BALAS
OG0002918	sp|Q9NZL9|MAT2B_HUMAN	tr|A0A383Z8U6|A0A383Z8U6_BALAS
OG0002919	sp|Q7LBC6|KDM3B_HUMAN	tr|A0A383ZAU9|A0A383ZAU9_BALAS
OG0002920	sp|P16581|LYAM2_HUMAN	tr|A0A383ZBM2|A0A383ZBM2_BALAS
OG0002921	sp|Q4G163|FBX43_HUMAN	tr|A0A383ZF46|A0A383ZF46_BALAS
OG0002922	sp|Q8NBF6|AVL9_HUMAN	tr|A0A383ZKA1|A0A383ZKA1_BALAS
OG0002923	sp|Q96C01|F136A_HUMAN	tr|A0A383ZKH2|A0A383ZKH2_BALAS
OG0002924	sp|Q86SX3|TEDC1_HUMAN	tr|A0A383ZMK5|A0A383ZMK5_BALAS
OG0002925	sp|Q9BU89|DOHH_HUMAN	tr|A0A383ZNA6|A0A383ZNA6_BALAS
OG0002926	sp|Q5VW36|FOCAD_HUMAN	tr|A0A383ZP33|A0A383ZP33_BALAS
OG0002927	sp|P49146|NPY2R_HUMAN	tr|A0A383ZPB9|A0A383ZPB9_BALAS
OG0002928	sp|Q6NSJ0|MYORG_HUMAN	tr|A0A383ZPV2|A0A383ZPV2_BALAS
OG0002929	sp|Q7Z7C7|STRA8_HUMAN	tr|A0A383ZPZ4|A0A383ZPZ4_BALAS
OG0002930	sp|A6NNX1|RIAD1_HUMAN	tr|A0A383ZSQ1|A0A383ZSQ1_BALAS
OG0002931	sp|P33764|S10A3_HUMAN	tr|A0A383ZU40|A0A383ZU40_BALAS
OG0002932	sp|Q9BZI7|REN3B_HUMAN	tr|A0A383ZU69|A0A383ZU69_BALAS
OG0002933	sp|Q9BSJ8|ESYT1_HUMAN	tr|A0A383ZWX7|A0A383ZWX7_BALAS
OG0002934	sp|Q16617|NKG7_HUMAN	tr|A0A383ZXW5|A0A383ZXW5_BALAS
OG0002935	sp|Q9Y240|CLC11_HUMAN	tr|A0A383ZXX8|A0A383ZXX8_BALAS
OG0002936	sp|I3L3R5|CCER2_HUMAN	tr|A0A383ZYD8|A0A383ZYD8_BALAS
OG0002937	sp|Q9UET6|TRM7_HUMAN	tr|A0A383ZYZ3|A0A383ZYZ3_BALAS
OG0002938	sp|Q8NCH0|CHSTE_HUMAN	tr|A0A383ZZC3|A0A383ZZC3_BALAS
OG0002939	sp|Q6UWS5|PT117_HUMAN	tr|A0A384A3H8|A0A384A3H8_BALAS
OG0002940	sp|Q5SVZ6|ZMYM1_HUMAN	tr|A0A384A5G2|A0A384A5G2_BALAS
OG0002941	sp|H7C241|CLD34_HUMAN	tr|A0A384A5Y0|A0A384A5Y0_BALAS
OG0002942	sp|A1L162|ERIC2_HUMAN	tr|A0A384A7I7|A0A384A7I7_BALAS
OG0002943	sp|B9A014|F243A_HUMAN	tr|A0A384A8W3|A0A384A8W3_BALAS
OG0002944	sp|Q562E7|WDR81_HUMAN	tr|A0A384A9C2|A0A384A9C2_BALAS
OG0002945	sp|Q7RTX9|MOT14_HUMAN	tr|A0A384ABP8|A0A384ABP8_BALAS
OG0002946	sp|Q9Y508|RN114_HUMAN	tr|A0A384ADD2|A0A384ADD2_BALAS
OG0002947	sp|Q86WA9|S2611_HUMAN	tr|A0A384AEV5|A0A384AEV5_BALAS
OG0002948	sp|P16435|NCPR_HUMAN	tr|A0A384AHB5|A0A384AHB5_BALAS
OG0002949	sp|O43813|LANC1_HUMAN	tr|A0A384AKN3|A0A384AKN3_BALAS
OG0002950	sp|Q09327|MGAT3_HUMAN	tr|A0A384AP73|A0A384AP73_BALAS
OG0002951	sp|Q14106|TOB2_HUMAN	tr|A0A384AP85|A0A384AP85_BALAS
OG0002952	sp|O14578|CTRO_HUMAN	tr|A0A384AQF2|A0A384AQF2_BALAS
OG0002953	sp|Q6ZTI6|RFLA_HUMAN	tr|A0A384AQR7|A0A384AQR7_BALAS
OG0002954	sp|Q8NHY3|GA2L2_HUMAN	tr|A0A384ASA6|A0A384ASA6_BALAS
OG0002955	sp|Q52LD8|RFTN2_HUMAN	tr|A0A384AT27|A0A384AT27_BALAS
OG0002956	sp|Q6PI47|KCD18_HUMAN	tr|A0A384ATV0|A0A384ATV0_BALAS
OG0002957	sp|Q9NYF8|BCLF1_HUMAN	tr|A0A384AUA7|A0A384AUA7_BALAS
OG0002958	sp|Q8TE12|LMX1A_HUMAN	tr|A0A384AUS3|A0A384AUS3_BALAS
OG0002959	sp|Q5TBK1|N42L1_HUMAN	tr|A0A384B223|A0A384B223_BALAS
OG0002960	sp|O43196|MSH5_HUMAN	tr|A0A384B2S4|A0A384B2S4_BALAS
OG0002961	sp|P48634|PRC2A_HUMAN	tr|A0A384B332|A0A384B332_BALAS
OG0002962	sp|Q9UGI8|TES_HUMAN	tr|A0A384B7C7|A0A384B7C7_BALAS
OG0002963	sp|O75312|ZPR1_HUMAN	tr|A0A384BAA7|A0A384BAA7_BALAS
OG0002964	sp|Q9Y2C2|UST_HUMAN	tr|A0A384BBA8|A0A384BBA8_BALAS
OG0002965	sp|Q14139|UBE4A_HUMAN	tr|A0A384BBH7|A0A384BBH7_BALAS
