Orthogroup	Homo_sapiens	Castor_canadensis
OG0001576	sp|O60832|DKC1_HUMAN	tr|A0A8B7UV23|A0A8B7UV23_CASCN, tr|A0A250YJJ4|A0A250YJJ4_CASCN
OG0001577	sp|Q8WWW8|GAB3_HUMAN	tr|A0A250YKB1|A0A250YKB1_CASCN, tr|A0A8B7UUM9|A0A8B7UUM9_CASCN
OG0001578	sp|P34972|CNR2_HUMAN	tr|A0A250YG74|A0A250YG74_CASCN, tr|A0A8B7TUF7|A0A8B7TUF7_CASCN
OG0001580	sp|Q9UNE2|RPH3L_HUMAN	tr|A0A250YF96|A0A250YF96_CASCN, tr|A0A8B7U1J3|A0A8B7U1J3_CASCN
OG0001581	sp|Q9NZ81|PRR13_HUMAN	tr|A0A8B7U801|A0A8B7U801_CASCN, tr|A0A8B7UD66|A0A8B7UD66_CASCN
OG0001582	sp|Q32MQ0|ZN750_HUMAN	tr|A0A8B7U9J7|A0A8B7U9J7_CASCN, tr|A0A8C0XDI4|A0A8C0XDI4_CASCN
OG0001583	sp|Q13501|SQSTM_HUMAN	tr|A0A250YIC0|A0A250YIC0_CASCN, tr|A0A8B7UNN7|A0A8B7UNN7_CASCN
OG0001584	sp|Q9UK53|ING1_HUMAN	tr|A0A8B7UPB3|A0A8B7UPB3_CASCN, tr|A0A250XXI2|A0A250XXI2_CASCN
OG0001585	sp|Q00059|TFAM_HUMAN	tr|A0A250YDI4|A0A250YDI4_CASCN, tr|A0A8B7UXB1|A0A8B7UXB1_CASCN
OG0001586	sp|Q9H269|VPS16_HUMAN	tr|A0A250YLK7|A0A250YLK7_CASCN, tr|A0A8B7VDB5|A0A8B7VDB5_CASCN
OG0001587	sp|P22307|SCP2_HUMAN	tr|A0A250YJM0|A0A250YJM0_CASCN, tr|A0A8B7VDY8|A0A8B7VDY8_CASCN
OG0001588	sp|Q15286|RAB35_HUMAN	tr|A0A250YC40|A0A250YC40_CASCN, tr|A0A8B7VWH6|A0A8B7VWH6_CASCN
OG0001589	sp|Q14642|I5P1_HUMAN	tr|A0A8B7W335|A0A8B7W335_CASCN, tr|A0A250YHM3|A0A250YHM3_CASCN
OG0001590	sp|P24390|ERD21_HUMAN	tr|A0A8B7W622|A0A8B7W622_CASCN, tr|A0A250XWA4|A0A250XWA4_CASCN
OG0001591	sp|Q8IUR6|CRERF_HUMAN	tr|A0A8B7W699|A0A8B7W699_CASCN, tr|A0A250YKB8|A0A250YKB8_CASCN
OG0001592	sp|A6NND4|O2AT4_HUMAN	tr|A0A8B7W7V5|A0A8B7W7V5_CASCN, tr|A0A8C0ZTF6|A0A8C0ZTF6_CASCN
OG0001594	sp|O96014|WNT11_HUMAN	tr|A0A8B7W2L7|A0A8B7W2L7_CASCN, tr|A0A250XZB3|A0A250XZB3_CASCN
OG0001595	sp|Q05682|CALD1_HUMAN	tr|A0A8B7W9J7|A0A8B7W9J7_CASCN, tr|A0A250Y2C6|A0A250Y2C6_CASCN
OG0001596	sp|Q8NDN9|RCBT1_HUMAN	tr|A0A8B7V642|A0A8B7V642_CASCN, tr|A0A250Y2M3|A0A250Y2M3_CASCN
OG0001597	sp|Q15572|TAF1C_HUMAN	tr|A0A250Y5N5|A0A250Y5N5_CASCN, tr|A0A8B7UYD2|A0A8B7UYD2_CASCN
OG0001598	sp|P56377|AP1S2_HUMAN	tr|A0A8B7V6L1|A0A8B7V6L1_CASCN, tr|A0A250YAM2|A0A250YAM2_CASCN
OG0001599	sp|P40855|PEX19_HUMAN	tr|A0A8B7UYS5|A0A8B7UYS5_CASCN, tr|A0A250YEV0|A0A250YEV0_CASCN
OG0001600	sp|Q99459|CDC5L_HUMAN	tr|A0A250YLF5|A0A250YLF5_CASCN, tr|A0A8B7TYX3|A0A8B7TYX3_CASCN
OG0001601	sp|P49675|STAR_HUMAN	tr|A0A8B7TSJ3|A0A8B7TSJ3_CASCN, tr|A0A8C0W5K8|A0A8C0W5K8_CASCN
OG0001602	sp|Q9NYW7|TA2R1_HUMAN	tr|A0A8B7TTB5|A0A8B7TTB5_CASCN, tr|A0A8B7TXC9|A0A8B7TXC9_CASCN
OG0001603	sp|Q9UBD9|CLCF1_HUMAN	tr|A0A8B7UST9|A0A8B7UST9_CASCN, tr|A0A8B7U132|A0A8B7U132_CASCN
OG0001604	sp|Q9UNL4|ING4_HUMAN	tr|A0A250YDG8|A0A250YDG8_CASCN, tr|A0A8B7U252|A0A8B7U252_CASCN
OG0001605	sp|Q969Z3|MARC2_HUMAN, sp|Q5VT66|MARC1_HUMAN	tr|A0A8B7UQV4|A0A8B7UQV4_CASCN
OG0001606	sp|Q9Y2W2|WBP11_HUMAN	tr|A0A8B7UWL9|A0A8B7UWL9_CASCN, tr|A0A250YKE9|A0A250YKE9_CASCN
OG0001607	sp|Q7Z392|TPC11_HUMAN	tr|A0A8B7UYX5|A0A8B7UYX5_CASCN, tr|A0A250Y6Y1|A0A250Y6Y1_CASCN
OG0001608	sp|Q8WTS1|ABHD5_HUMAN	tr|A0A8B7UYX6|A0A8B7UYX6_CASCN, tr|A0A8B7V103|A0A8B7V103_CASCN
OG0001609	sp|P53990|IST1_HUMAN	tr|A0A250XZE2|A0A250XZE2_CASCN, tr|A0A8B7VKQ8|A0A8B7VKQ8_CASCN
OG0001610	sp|Q9P287|BCCIP_HUMAN	tr|A0A250YFB1|A0A250YFB1_CASCN, tr|A0A8B7VUI8|A0A8B7VUI8_CASCN
OG0001611	sp|Q8N1F7|NUP93_HUMAN	tr|A0A8B7WF07|A0A8B7WF07_CASCN, tr|A0A8B7WA46|A0A8B7WA46_CASCN
OG0001612	sp|Q9H0E3|SP130_HUMAN	tr|A0A8C0WGU6|A0A8C0WGU6_CASCN, tr|A0A250Y6K6|A0A250Y6K6_CASCN
OG0001613	sp|Q70E73|RAPH1_HUMAN	tr|A0A250Y460|A0A250Y460_CASCN, tr|A0A8C0ZL68|A0A8C0ZL68_CASCN
OG0001614	sp|Q9HBH7|BEX1_HUMAN, sp|Q9BXY8|BEX2_HUMAN	tr|A0A250XV60|A0A250XV60_CASCN
OG0001615	sp|O15217|GSTA4_HUMAN	tr|A0A8C0XNB2|A0A8C0XNB2_CASCN, tr|A0A250XWH0|A0A250XWH0_CASCN
OG0001616	sp|Q9BRX8|PXL2A_HUMAN	tr|A0A8B7W9F8|A0A8B7W9F8_CASCN, tr|A0A250XWP3|A0A250XWP3_CASCN
OG0001617	sp|Q16854|DGUOK_HUMAN	tr|A0A8C0ZWF9|A0A8C0ZWF9_CASCN, tr|A0A250YB85|A0A250YB85_CASCN
OG0001618	sp|P82914|RT15_HUMAN	tr|A0A250YDD0|A0A250YDD0_CASCN, tr|A0A8B7V0T7|A0A8B7V0T7_CASCN
OG0001619	sp|Q9HAI6|TASL_HUMAN	tr|A0A8B7UP06|A0A8B7UP06_CASCN, tr|A0A250YF00|A0A250YF00_CASCN
OG0001620	sp|Q99675|CGRF1_HUMAN	tr|A0A250YFM9|A0A250YFM9_CASCN, tr|A0A8B7UEA8|A0A8B7UEA8_CASCN
OG0001621	sp|Q53ET0|CRTC2_HUMAN	tr|A0A8B7UQF5|A0A8B7UQF5_CASCN, tr|A0A250YKW6|A0A250YKW6_CASCN
OG0001622	sp|Q9Y305|ACOT9_HUMAN	tr|A0A8B7TLW1|A0A8B7TLW1_CASCN, tr|A0A250Y0V4|A0A250Y0V4_CASCN
OG0001623	sp|Q6IC98|GRAM4_HUMAN	tr|A0A8B7TN81|A0A8B7TN81_CASCN, tr|A0A250YK86|A0A250YK86_CASCN
OG0001624	sp|Q9Y3D5|RT18C_HUMAN	tr|A0A8B7TQ26|A0A8B7TQ26_CASCN, tr|A0A250YA29|A0A250YA29_CASCN
OG0001625	sp|O14863|ZNT4_HUMAN	tr|A0A8B7TTM3|A0A8B7TTM3_CASCN, tr|A0A8B7W4K1|A0A8B7W4K1_CASCN
OG0001626	sp|Q9BW92|SYTM_HUMAN	tr|A0A8B7TUU1|A0A8B7TUU1_CASCN, tr|A0A250Y4R1|A0A250Y4R1_CASCN
OG0001627	sp|Q69YN4|VIR_HUMAN	tr|A0A8B7TZN2|A0A8B7TZN2_CASCN, tr|A0A250Y843|A0A250Y843_CASCN
OG0001628	sp|P29350|PTN6_HUMAN	tr|A0A8B7U818|A0A8B7U818_CASCN, tr|A0A250YK03|A0A250YK03_CASCN
OG0001629	sp|O43896|KIF1C_HUMAN	tr|A0A8B7WCH6|A0A8B7WCH6_CASCN, tr|A0A8B7UAX2|A0A8B7UAX2_CASCN
OG0001630	sp|Q9P1T7|MDFIC_HUMAN	tr|A0A250YD97|A0A250YD97_CASCN, tr|A0A8B7UJP9|A0A8B7UJP9_CASCN
OG0001631	sp|Q6JVE6|LCN10_HUMAN	tr|A0A8B7UKW3|A0A8B7UKW3_CASCN, tr|A0A8B7U5H9|A0A8B7U5H9_CASCN
OG0001632	sp|O00562|PITM1_HUMAN	tr|A0A8B7UWI0|A0A8B7UWI0_CASCN, tr|A0A250YM81|A0A250YM81_CASCN
OG0001633	sp|Q8NCV1|ADAD2_HUMAN	tr|A0A8B7UWV6|A0A8B7UWV6_CASCN, tr|A0A8B7WE48|A0A8B7WE48_CASCN
OG0001634	sp|Q99442|SEC62_HUMAN	tr|A0A250YHJ4|A0A250YHJ4_CASCN, tr|A0A8B7UY17|A0A8B7UY17_CASCN
OG0001635	sp|Q8TDB6|DTX3L_HUMAN	tr|A0A8B7UYV8|A0A8B7UYV8_CASCN, tr|A0A250YL05|A0A250YL05_CASCN
OG0001636	sp|Q6ZVN8|RGMC_HUMAN	tr|A0A8B7VJT2|A0A8B7VJT2_CASCN, tr|A0A250Y0P4|A0A250Y0P4_CASCN
OG0001637	sp|Q5TC12|ATPF1_HUMAN	tr|A0A250YG60|A0A250YG60_CASCN, tr|A0A8B7VPS0|A0A8B7VPS0_CASCN
OG0001638	sp|Q96CU9|FXRD1_HUMAN	tr|A0A250YF72|A0A250YF72_CASCN, tr|A0A8B7W3M5|A0A8B7W3M5_CASCN
OG0001639	sp|O00512|BCL9_HUMAN	tr|A0A8B7WB91|A0A8B7WB91_CASCN, tr|A0A250Y7Q3|A0A250Y7Q3_CASCN
OG0001640	sp|Q96C92|ENTR1_HUMAN	tr|A0A8B7TRZ7|A0A8B7TRZ7_CASCN, tr|A0A8C0WIL6|A0A8C0WIL6_CASCN
OG0001641	sp|Q8IZ81|ELMD2_HUMAN	tr|A0A250XXT5|A0A250XXT5_CASCN, tr|A0A8B7V6S3|A0A8B7V6S3_CASCN
OG0001642	sp|Q9P0S2|COX16_HUMAN	tr|A0A8B7VIM4|A0A8B7VIM4_CASCN, tr|A0A250Y8Y9|A0A250Y8Y9_CASCN
OG0001643	sp|O75954|TSN9_HUMAN	tr|A0A8B7WCH5|A0A8B7WCH5_CASCN, tr|A0A250YD72|A0A250YD72_CASCN
OG0001644	sp|P23434|GCSH_HUMAN	tr|A0A250YB30|A0A250YB30_CASCN, tr|A0A8B7TPW8|A0A8B7TPW8_CASCN
OG0001645	sp|Q70JA7|CHSS3_HUMAN	tr|A0A8B7TGI4|A0A8B7TGI4_CASCN, tr|A0A8B7U5T9|A0A8B7U5T9_CASCN
OG0001646	sp|Q9NYB0|TE2IP_HUMAN	tr|A0A8B7U865|A0A8B7U865_CASCN, tr|A0A250Y073|A0A250Y073_CASCN
OG0001647	sp|Q9BZP6|CHIA_HUMAN, sp|Q13231|CHIT1_HUMAN	tr|A0A8B7UHV4|A0A8B7UHV4_CASCN
OG0001648	sp|Q9H0V9|LMA2L_HUMAN	tr|A0A8B7TUG7|A0A8B7TUG7_CASCN, tr|A0A8B7UQJ4|A0A8B7UQJ4_CASCN
OG0001649	sp|Q8IWD4|CC117_HUMAN	tr|A0A250YE67|A0A250YE67_CASCN, tr|A0A8B7V2Y4|A0A8B7V2Y4_CASCN
OG0001650	sp|Q8TDE3|RNAS8_HUMAN, sp|Q9H1E1|RNAS7_HUMAN	tr|A0A8B7V529|A0A8B7V529_CASCN
OG0001651	sp|Q16594|TAF9_HUMAN	tr|A0A8B7UGP6|A0A8B7UGP6_CASCN, tr|A0A8B7V937|A0A8B7V937_CASCN
OG0001652	sp|Q9Y6X9|MORC2_HUMAN	tr|A0A8B7VV82|A0A8B7VV82_CASCN, tr|A0A250Y6J0|A0A250Y6J0_CASCN
OG0001653	sp|Q96S97|MYADM_HUMAN	tr|A0A8B7VFP6|A0A8B7VFP6_CASCN, tr|A0A8B7W0T1|A0A8B7W0T1_CASCN
OG0001654	sp|P09668|CATH_HUMAN	tr|A0A250XZ14|A0A250XZ14_CASCN, tr|A0A8B7W1H3|A0A8B7W1H3_CASCN
OG0001655	sp|O95208|EPN2_HUMAN	tr|A0A250Y339|A0A250Y339_CASCN, tr|A0A8B7W8J5|A0A8B7W8J5_CASCN
OG0001656	sp|O00244|ATOX1_HUMAN	tr|A0A8B7W2R1|A0A8B7W2R1_CASCN, tr|A0A250Y8S1|A0A250Y8S1_CASCN
OG0001657	sp|Q86V88|MGDP1_HUMAN	tr|A0A250YAV5|A0A250YAV5_CASCN, tr|A0A250Y9V8|A0A250Y9V8_CASCN
OG0001658	sp|Q9NSI2|SLX9_HUMAN	tr|A0A250YCM9|A0A250YCM9_CASCN, tr|A0A8B7VLE0|A0A8B7VLE0_CASCN
OG0001659	sp|Q9H7J1|PPR3E_HUMAN	tr|A0A250YEI3|A0A250YEI3_CASCN, tr|A0A8B7W0K5|A0A8B7W0K5_CASCN
OG0001660	sp|P40925|MDHC_HUMAN	tr|A0A8B7UC74|A0A8B7UC74_CASCN, tr|A0A250YFT0|A0A250YFT0_CASCN
OG0001661	sp|Q9H4B6|SAV1_HUMAN	tr|A0A250YGZ7|A0A250YGZ7_CASCN, tr|A0A8B7UQY7|A0A8B7UQY7_CASCN
OG0001662	sp|O75063|XYLK_HUMAN	tr|A0A8B7VID2|A0A8B7VID2_CASCN, tr|A0A250YHG0|A0A250YHG0_CASCN
OG0001663	sp|P11926|DCOR_HUMAN	tr|A0A250YIM7|A0A250YIM7_CASCN, tr|A0A8C0WWG1|A0A8C0WWG1_CASCN
OG0001664	sp|P55957|BID_HUMAN	tr|A0A8B7TPE0|A0A8B7TPE0_CASCN, tr|A0A250YBV7|A0A250YBV7_CASCN
OG0001665	sp|P62899|RL31_HUMAN	tr|A0A8B7TQ72|A0A8B7TQ72_CASCN, tr|A0A250Y9I9|A0A250Y9I9_CASCN
OG0001666	sp|Q9ULW6|NP1L2_HUMAN	tr|A0A8B7TYJ0|A0A8B7TYJ0_CASCN, tr|A0A8B7UVB3|A0A8B7UVB3_CASCN
OG0001667	sp|Q92900|RENT1_HUMAN	tr|A0A250YM12|A0A250YM12_CASCN, tr|A0A8B7UC71|A0A8B7UC71_CASCN
OG0001668	sp|Q16851|UGPA_HUMAN	tr|A0A250YIZ9|A0A250YIZ9_CASCN, tr|A0A8B7UGY8|A0A8B7UGY8_CASCN
OG0001669	sp|Q99543|DNJC2_HUMAN	tr|A0A8B7UK43|A0A8B7UK43_CASCN, tr|A0A8B7UK38|A0A8B7UK38_CASCN
OG0001670	sp|Q9UBD5|ORC3_HUMAN	tr|A0A8B7UMK0|A0A8B7UMK0_CASCN, tr|A0A250Y4F9|A0A250Y4F9_CASCN
OG0001671	sp|Q9NXH8|TOR4A_HUMAN	tr|A0A8B7UMN3|A0A8B7UMN3_CASCN, tr|A0A250YHN5|A0A250YHN5_CASCN
OG0001672	sp|Q9H2J4|PDCL3_HUMAN	tr|A0A250YD11|A0A250YD11_CASCN, tr|A0A8B7V2R7|A0A8B7V2R7_CASCN
OG0001673	sp|Q9HBG7|LY9_HUMAN	tr|A0A8B7VEP4|A0A8B7VEP4_CASCN, tr|A0A8B7VD43|A0A8B7VD43_CASCN
OG0001674	tr|A0A8I5KW96|A0A8I5KW96_HUMAN, sp|P27144|KAD4_HUMAN	tr|A0A8B7W6G0|A0A8B7W6G0_CASCN
OG0001675	sp|O75364|PITX3_HUMAN	tr|A0A8B7V7R7|A0A8B7V7R7_CASCN, tr|A0A250XY07|A0A250XY07_CASCN
OG0001676	sp|P35659|DEK_HUMAN	tr|A0A8B7VVG0|A0A8B7VVG0_CASCN, tr|A0A250XZL4|A0A250XZL4_CASCN
OG0001677	sp|Q8NE71|ABCF1_HUMAN	tr|A0A250Y5L1|A0A250Y5L1_CASCN, tr|A0A8B7V886|A0A8B7V886_CASCN
OG0001678	sp|P21673|SAT1_HUMAN	tr|A0A8B7UFG3|A0A8B7UFG3_CASCN, tr|A0A250YB08|A0A250YB08_CASCN
OG0001679	sp|P35610|SOAT1_HUMAN	tr|A0A250YJN8|A0A250YJN8_CASCN, tr|A0A8B7VID8|A0A8B7VID8_CASCN
OG0001680	sp|O15151|MDM4_HUMAN	tr|A0A250YIV8|A0A250YIV8_CASCN, tr|A0A8B7TZ47|A0A8B7TZ47_CASCN
OG0001681	sp|Q6PJ69|TRI65_HUMAN	tr|A0A8B7TNU4|A0A8B7TNU4_CASCN, tr|A0A8B7U5E8|A0A8B7U5E8_CASCN
OG0001682	sp|P15529|MCP_HUMAN	tr|A0A8C0X8S2|A0A8C0X8S2_CASCN, tr|A0A8B7UIK1|A0A8B7UIK1_CASCN
OG0001683	sp|Q8IWI9|MGAP_HUMAN	tr|A0A8B7VDU7|A0A8B7VDU7_CASCN, tr|A0A250Y8G8|A0A250Y8G8_CASCN
OG0001684	sp|O15040|TCPR2_HUMAN	tr|A0A8B7WIE3|A0A8B7WIE3_CASCN, tr|A0A8B7VVZ8|A0A8B7VVZ8_CASCN
OG0001685	sp|P56278|MTCP1_HUMAN	tr|A0A8B7VLP8|A0A8B7VLP8_CASCN, tr|A0A250XUV7|A0A250XUV7_CASCN
OG0001686	sp|Q06587|RING1_HUMAN	tr|A0A250Y027|A0A250Y027_CASCN, tr|A0A8B7UK48|A0A8B7UK48_CASCN
OG0001687	sp|Q8NBJ4|GOLM1_HUMAN	tr|A0A8B7W9E5|A0A8B7W9E5_CASCN, tr|A0A250Y032|A0A250Y032_CASCN
OG0001688	sp|Q92624|APBP2_HUMAN	tr|A0A250Y397|A0A250Y397_CASCN, tr|A0A8B7VYQ8|A0A8B7VYQ8_CASCN
OG0001689	sp|Q9HC78|ZBT20_HUMAN	tr|A0A8C0XE69|A0A8C0XE69_CASCN, tr|A0A250Y445|A0A250Y445_CASCN
OG0001690	sp|Q9NWF9|RN216_HUMAN	tr|A0A250Y5W2|A0A250Y5W2_CASCN, tr|A0A8B7UQJ6|A0A8B7UQJ6_CASCN
OG0001691	sp|P09619|PGFRB_HUMAN	tr|A0A8B7UGJ9|A0A8B7UGJ9_CASCN, tr|A0A250Y6R2|A0A250Y6R2_CASCN
OG0001692	sp|Q5H9F3|BCORL_HUMAN	tr|A0A8B7URL2|A0A8B7URL2_CASCN, tr|A0A250Y810|A0A250Y810_CASCN
OG0001693	sp|Q96N19|G137A_HUMAN	tr|A0A8C0XF61|A0A8C0XF61_CASCN, tr|A0A250YHP4|A0A250YHP4_CASCN
OG0001694	sp|Q13685|AAMP_HUMAN	tr|A0A250YHY2|A0A250YHY2_CASCN, tr|A0A8C0XLT8|A0A8C0XLT8_CASCN
OG0001695	sp|Q8NFF5|FAD1_HUMAN	tr|A0A250YJ53|A0A250YJ53_CASCN, tr|A0A8B7UQF2|A0A8B7UQF2_CASCN
OG0001696	sp|O94776|MTA2_HUMAN	tr|A0A8B7TV82|A0A8B7TV82_CASCN, tr|A0A250YKQ7|A0A250YKQ7_CASCN
OG0001697	sp|Q9BZE4|GTPB4_HUMAN	tr|A0A8B7WC81|A0A8B7WC81_CASCN, tr|A0A8B7TQU1|A0A8B7TQU1_CASCN
OG0001698	sp|Q8IWW6|RHG12_HUMAN	tr|A0A8B7TZD7|A0A8B7TZD7_CASCN, tr|A0A250Y5N8|A0A250Y5N8_CASCN
OG0001699	sp|Q2KHR3|QSER1_HUMAN	tr|A0A8B7TZU0|A0A8B7TZU0_CASCN, tr|A0A8B7WCK4|A0A8B7WCK4_CASCN
OG0001700	sp|Q6PI98|IN80C_HUMAN	tr|A0A250YBS9|A0A250YBS9_CASCN, tr|A0A8B7U9B8|A0A8B7U9B8_CASCN
OG0001701	sp|Q9P260|RELCH_HUMAN	tr|A0A8B7UEH3|A0A8B7UEH3_CASCN, tr|A0A8B7UFS4|A0A8B7UFS4_CASCN
OG0001702	sp|Q9UBI1|COMD3_HUMAN	tr|A0A8B7UTR2|A0A8B7UTR2_CASCN, tr|A0A250YBY6|A0A250YBY6_CASCN
OG0001703	sp|Q8NAV1|PR38A_HUMAN	tr|A0A8B7UU78|A0A8B7UU78_CASCN, tr|A0A250XYB4|A0A250XYB4_CASCN
OG0001704	sp|Q9UHQ1|NARF_HUMAN	tr|A0A8B7UZ85|A0A8B7UZ85_CASCN, tr|A0A8B7UZ92|A0A8B7UZ92_CASCN
OG0001705	sp|O75791|GRAP2_HUMAN	tr|A0A8B7VCG2|A0A8B7VCG2_CASCN, tr|A0A250YFQ6|A0A250YFQ6_CASCN
OG0001706	sp|Q9UHI6|DDX20_HUMAN	tr|A0A8B7VN97|A0A8B7VN97_CASCN, tr|A0A250Y5C0|A0A250Y5C0_CASCN
OG0001707	sp|Q14156|EFR3A_HUMAN	tr|A0A8B7VWA5|A0A8B7VWA5_CASCN, tr|A0A8B7VW20|A0A8B7VW20_CASCN
OG0001708	sp|O43920|NDUS5_HUMAN	tr|A0A8B7W7D6|A0A8B7W7D6_CASCN, tr|A0A250Y8Z6|A0A250Y8Z6_CASCN
OG0001709	sp|Q9BYX4|IFIH1_HUMAN	tr|A0A8B7WDW8|A0A8B7WDW8_CASCN, tr|A0A8B7WKE2|A0A8B7WKE2_CASCN
OG0001710	sp|Q8WVN8|UB2Q2_HUMAN, tr|A0A0G2JLW4|A0A0G2JLW4_HUMAN	tr|A0A8C0W2M3|A0A8C0W2M3_CASCN
OG0001711	sp|P05976|MYL1_HUMAN	tr|A0A250XW61|A0A250XW61_CASCN, tr|A0A8B7TR50|A0A8B7TR50_CASCN
OG0001712	sp|Q14192|FHL2_HUMAN, sp|Q5TD97|FHL5_HUMAN	tr|A0A250XXN4|A0A250XXN4_CASCN
OG0001713	sp|Q6TCH7|PAQR3_HUMAN	tr|A0A8B7TIR2|A0A8B7TIR2_CASCN, tr|A0A250XY67|A0A250XY67_CASCN
OG0001714	sp|P52564|MP2K6_HUMAN	tr|A0A8B7W5L3|A0A8B7W5L3_CASCN, tr|A0A250XYQ1|A0A250XYQ1_CASCN
OG0001715	sp|O15105|SMAD7_HUMAN	tr|A0A250Y0T4|A0A250Y0T4_CASCN, tr|A0A8B7U6V4|A0A8B7U6V4_CASCN
OG0001716	sp|Q5T8D3|ACBD5_HUMAN	tr|A0A250Y2G4|A0A250Y2G4_CASCN, tr|A0A8B7UA81|A0A8B7UA81_CASCN
OG0001717	sp|Q9Y236|OSGI2_HUMAN	tr|A0A250Y2U4|A0A250Y2U4_CASCN, tr|A0A8B7UZF6|A0A8B7UZF6_CASCN
OG0001718	sp|Q3ZCT8|KBTBC_HUMAN	tr|A0A250Y3I1|A0A250Y3I1_CASCN, tr|A0A8B7UC14|A0A8B7UC14_CASCN
OG0001719	sp|O75347|TBCA_HUMAN	tr|A0A250Y938|A0A250Y938_CASCN, tr|A0A8B7TUA7|A0A8B7TUA7_CASCN
OG0001720	sp|Q9BT09|CNPY3_HUMAN	tr|A0A8C0ZSU9|A0A8C0ZSU9_CASCN, tr|A0A250YA92|A0A250YA92_CASCN
OG0001721	sp|P48060|GLIP1_HUMAN, sp|Q6UWM5|GPRL1_HUMAN	tr|A0A250YDX1|A0A250YDX1_CASCN
OG0001722	sp|O43776|SYNC_HUMAN	tr|A0A250YJV2|A0A250YJV2_CASCN, tr|A0A8B7V2C3|A0A8B7V2C3_CASCN
OG0001723	sp|O75578|ITA10_HUMAN	tr|A0A8B7U5Q6|A0A8B7U5Q6_CASCN, tr|A0A8B7U0Y8|A0A8B7U0Y8_CASCN
OG0001724	sp|Q14162|SREC_HUMAN	tr|A0A8B7U289|A0A8B7U289_CASCN, tr|A0A8B7UZ22|A0A8B7UZ22_CASCN
OG0001725	sp|Q6ZMS4|ZN852_HUMAN, sp|Q9P0L1|ZKSC7_HUMAN	tr|A0A8B7U2F6|A0A8B7U2F6_CASCN
OG0001726	sp|P52272|HNRPM_HUMAN	tr|A0A250Y3V7|A0A250Y3V7_CASCN, tr|A0A8B7U913|A0A8B7U913_CASCN
OG0001727	sp|P17812|PYRG1_HUMAN, sp|Q9NRF8|PYRG2_HUMAN	tr|A0A8B7UE32|A0A8B7UE32_CASCN
OG0001728	sp|P17096|HMGA1_HUMAN	tr|A0A8B7ULC8|A0A8B7ULC8_CASCN, tr|A0A250Y966|A0A250Y966_CASCN
OG0001729	sp|Q6QAJ8|TM220_HUMAN	tr|A0A8B7VXF6|A0A8B7VXF6_CASCN, tr|A0A250YAV4|A0A250YAV4_CASCN
OG0001730	sp|P63302|SELW_HUMAN	tr|A0A8B7VYA9|A0A8B7VYA9_CASCN, tr|A0A8B7W2J3|A0A8B7W2J3_CASCN
OG0001731	sp|Q9UMW8|UBP18_HUMAN, sp|Q3LFD5|UBP41_HUMAN	tr|A0A8B7WFE8|A0A8B7WFE8_CASCN
OG0001732	sp|Q86SF2|GALT7_HUMAN	tr|A0A8B7WFU9|A0A8B7WFU9_CASCN, tr|A0A250YKJ0|A0A250YKJ0_CASCN
OG0001733	sp|P51449|RORG_HUMAN	tr|A0A8C0XMZ0|A0A8C0XMZ0_CASCN, tr|A0A250Y2F0|A0A250Y2F0_CASCN
OG0001734	sp|Q9BUR5|MIC26_HUMAN	tr|A0A8B7UEZ6|A0A8B7UEZ6_CASCN, tr|A0A250YBY7|A0A250YBY7_CASCN
OG0001735	sp|Q99720|SGMR1_HUMAN	tr|A0A250YCL0|A0A250YCL0_CASCN, tr|A0A8B7VMJ4|A0A8B7VMJ4_CASCN
OG0001736	sp|Q3LIE5|ADPRM_HUMAN	tr|A0A8B7VVT5|A0A8B7VVT5_CASCN, tr|A0A250YFX5|A0A250YFX5_CASCN
OG0001737	sp|Q7Z6M1|RABEK_HUMAN	tr|A0A8B7U531|A0A8B7U531_CASCN, tr|A0A250YGX7|A0A250YGX7_CASCN
OG0001738	sp|Q8N5I2|ARRD1_HUMAN	tr|A0A250YHV2|A0A250YHV2_CASCN, tr|A0A8B7UVJ6|A0A8B7UVJ6_CASCN
OG0001739	sp|Q9NVM4|ANM7_HUMAN	tr|A0A250YKT1|A0A250YKT1_CASCN, tr|A0A8B7VXK7|A0A8B7VXK7_CASCN
OG0001740	sp|Q8N9T8|KRI1_HUMAN	tr|A0A250YKZ4|A0A250YKZ4_CASCN, tr|A0A8B7UY86|A0A8B7UY86_CASCN
OG0001741	sp|P43080|GUC1A_HUMAN, sp|O95843|GUC1C_HUMAN	tr|A0A8B7U5B1|A0A8B7U5B1_CASCN
OG0001742	sp|O43808|PM34_HUMAN	tr|A0A250XY80|A0A250XY80_CASCN, tr|A0A8B7UKF5|A0A8B7UKF5_CASCN
OG0001743	sp|Q9UBI4|STML1_HUMAN	tr|A0A8B7UQP4|A0A8B7UQP4_CASCN, tr|A0A250XZW6|A0A250XZW6_CASCN
OG0001745	sp|Q8IWU2|LMTK2_HUMAN	tr|A0A250Y7Q9|A0A250Y7Q9_CASCN, tr|A0A8B7VBV1|A0A8B7VBV1_CASCN
OG0001746	sp|O15305|PMM2_HUMAN	tr|A0A250YDG6|A0A250YDG6_CASCN, tr|A0A8B7VRI5|A0A8B7VRI5_CASCN
OG0001747	sp|Q6ZT77|ZN826_HUMAN, sp|Q49A33|Z876P_HUMAN	tr|A0A8B7WHM6|A0A8B7WHM6_CASCN
