Orthogroup	Homo_sapiens	Physeter_macrocephalus
OG0000346	sp|A0A1W2PR19|GSTT4_HUMAN, tr|A0A1W2PRG0|A0A1W2PRG0_HUMAN	tr|A0A2Y9FPU0|A0A2Y9FPU0_PHYMC
OG0000347	sp|Q93096|TP4A1_HUMAN	tr|A0A2Y9TGU2|A0A2Y9TGU2_PHYMC
OG0000347	sp|O75365|TP4A3_HUMAN	tr|A0A2Y9FBH5|A0A2Y9FBH5_PHYMC
OG0000347	sp|Q12974|TP4A2_HUMAN	tr|A0A2Y9SX29|A0A2Y9SX29_PHYMC
OG0000348	sp|Q07283|TRHY_HUMAN, sp|Q6XPR3|RPTN_HUMAN, sp|Q5D862|FILA2_HUMAN, sp|P25815|S100P_HUMAN, sp|P04271|S100B_HUMAN	tr|A0A2Y9FKI7|A0A2Y9FKI7_PHYMC
OG0000349	sp|O14763|TR10B_HUMAN, sp|Q9UBN6|TR10D_HUMAN, sp|O14798|TR10C_HUMAN, sp|O00220|TR10A_HUMAN	tr|A0A2Y9EKW7|A0A2Y9EKW7_PHYMC, tr|A0A2Y9ELL9|A0A2Y9ELL9_PHYMC
OG0000351	sp|Q9UDX4|S14L3_HUMAN	tr|A0A2Y9SDE6|A0A2Y9SDE6_PHYMC
OG0000351	sp|Q9UDX3|S14L4_HUMAN, sp|B5MCN3|S14L6_HUMAN, sp|O76054|S14L2_HUMAN	tr|A0A2Y9FTC5|A0A2Y9FTC5_PHYMC
OG0000352	tr|A0A0G2JJF7|A0A0G2JJF7_HUMAN, tr|A0A0G2JKD1|A0A0G2JKD1_HUMAN, sp|Q5SSG8|MUC21_HUMAN, tr|A0A140T8X8|A0A140T8X8_HUMAN, sp|E2RYF6|MUC22_HUMAN	tr|A0A2Y9EQL7|A0A2Y9EQL7_PHYMC
OG0000353	sp|Q9UKE5|TNIK_HUMAN	tr|A0A2Y9SRB7|A0A2Y9SRB7_PHYMC
OG0000353	sp|O95819|M4K4_HUMAN	tr|A0A2Y9S4V4|A0A2Y9S4V4_PHYMC
OG0000353	sp|Q8N4C8|MINK1_HUMAN	tr|A0A455AW42|A0A455AW42_PHYMC
OG0000354	sp|Q15836|VAMP3_HUMAN	tr|A0A2Y9EPJ2|A0A2Y9EPJ2_PHYMC
OG0000354	sp|P23763|VAMP1_HUMAN	tr|A0A455BCE6|A0A455BCE6_PHYMC
OG0000354	sp|P63027|VAMP2_HUMAN	tr|A0A2Y9T2K8|A0A2Y9T2K8_PHYMC
OG0000355	sp|Q9NYQ6|CELR1_HUMAN	tr|A0A2Y9T4A5|A0A2Y9T4A5_PHYMC
OG0000355	sp|Q9HCU4|CELR2_HUMAN	tr|A0A455B157|A0A455B157_PHYMC
OG0000355	sp|Q9NYQ7|CELR3_HUMAN	tr|A0A455AYU1|A0A455AYU1_PHYMC
OG0000356	sp|P13497|BMP1_HUMAN	tr|A0A2Y9T6P1|A0A2Y9T6P1_PHYMC
OG0000356	sp|O43897|TLL1_HUMAN	tr|A0A2Y9S219|A0A2Y9S219_PHYMC
OG0000356	sp|Q9Y6L7|TLL2_HUMAN	tr|A0A2Y9FBI9|A0A2Y9FBI9_PHYMC
OG0000357	sp|Q3ZCU0|GVQW3_HUMAN, sp|Q5SR53|CA200_HUMAN, sp|Q6ZUF6|NC336_HUMAN, sp|Q9H2J1|CI037_HUMAN, sp|Q8N769|CN178_HUMAN	tr|A0A2Y9TCY3|A0A2Y9TCY3_PHYMC
OG0000358	sp|Q14681|KCTD2_HUMAN	tr|A0A2Y9ECH9|A0A2Y9ECH9_PHYMC
OG0000358	sp|Q9NXV2|KCTD5_HUMAN	tr|A0A455C181|A0A455C181_PHYMC
OG0000358	sp|Q8N5Z5|KCD17_HUMAN	tr|A0A455AZ84|A0A455AZ84_PHYMC
OG0000359	sp|O00469|PLOD2_HUMAN	tr|A0A2Y9TD19|A0A2Y9TD19_PHYMC
OG0000359	sp|Q02809|PLOD1_HUMAN	tr|A0A455B4K0|A0A455B4K0_PHYMC
OG0000359	sp|O60568|PLOD3_HUMAN	tr|A0A2Y9FLS6|A0A2Y9FLS6_PHYMC
OG0000360	sp|Q3MUY2|PIGY_HUMAN	tr|A0A2Y9T2X9|A0A2Y9T2X9_PHYMC, tr|A0A2Y9EEG9|A0A2Y9EEG9_PHYMC, tr|A0A2Y9FHB3|A0A2Y9FHB3_PHYMC, tr|A0A2Y9T325|A0A2Y9T325_PHYMC, tr|A0A2Y9S9P2|A0A2Y9S9P2_PHYMC
OG0000361	sp|P38571|LICH_HUMAN	tr|A0A2Y9SF51|A0A2Y9SF51_PHYMC
OG0000361	sp|Q5VXJ0|LIPK_HUMAN, sp|Q5W064|LIPJ_HUMAN, sp|P07098|LIPG_HUMAN	tr|A0A2Y9EF77|A0A2Y9EF77_PHYMC
OG0000362	sp|P09914|IFIT1_HUMAN	tr|A0A2Y9SE77|A0A2Y9SE77_PHYMC
OG0000362	sp|Q5T764|IFT1B_HUMAN, sp|O14879|IFIT3_HUMAN, sp|Q13325|IFIT5_HUMAN	tr|A0A2Y9SF47|A0A2Y9SF47_PHYMC
OG0000363	sp|O75093|SLIT1_HUMAN	tr|A0A455AV98|A0A455AV98_PHYMC
OG0000363	sp|O94813|SLIT2_HUMAN	tr|A0A2Y9SG38|A0A2Y9SG38_PHYMC
OG0000363	sp|O75094|SLIT3_HUMAN	tr|A0A455BWC0|A0A455BWC0_PHYMC
OG0000364	sp|P26599|PTBP1_HUMAN	tr|A0A2Y9FVC5|A0A2Y9FVC5_PHYMC
OG0000364	sp|Q9UKA9|PTBP2_HUMAN	tr|A0A2Y9S9Q0|A0A2Y9S9Q0_PHYMC
OG0000364	sp|O95758|PTBP3_HUMAN	tr|A0A2Y9SZ99|A0A2Y9SZ99_PHYMC
OG0000365	sp|P52294|IMA5_HUMAN	tr|A0A2Y9SJ29|A0A2Y9SJ29_PHYMC
OG0000365	sp|O15131|IMA6_HUMAN	tr|A0A2Y9FCL5|A0A2Y9FCL5_PHYMC
OG0000365	sp|O60684|IMA7_HUMAN	tr|A0A455BFC9|A0A455BFC9_PHYMC
OG0000366	sp|P61586|RHOA_HUMAN	tr|A0A2Y9FSW2|A0A2Y9FSW2_PHYMC
OG0000366	sp|P62745|RHOB_HUMAN	tr|A0A2Y9FND9|A0A2Y9FND9_PHYMC
OG0000366	sp|P08134|RHOC_HUMAN	tr|A0A2Y9F3G6|A0A2Y9F3G6_PHYMC
OG0000367	sp|P47870|GBRB2_HUMAN	tr|A0A2Y9RZ34|A0A2Y9RZ34_PHYMC
OG0000367	sp|P28472|GBRB3_HUMAN	tr|A0A2Y9S4B9|A0A2Y9S4B9_PHYMC
OG0000367	sp|P18505|GBRB1_HUMAN	tr|A0A2Y9THJ9|A0A2Y9THJ9_PHYMC
OG0000368	sp|Q9UPS8|ANR26_HUMAN, sp|A2RUR9|C144A_HUMAN, sp|Q8IYA2|C144C_HUMAN, sp|Q3MJ40|C144B_HUMAN, sp|Q6NUI1|C144L_HUMAN	tr|A0A455C4A6|A0A455C4A6_PHYMC
OG0000369	sp|P40424|PBX1_HUMAN	tr|A0A455B965|A0A455B965_PHYMC
OG0000369	sp|P40426|PBX3_HUMAN	tr|A0A2Y9T050|A0A2Y9T050_PHYMC
OG0000369	sp|P40425|PBX2_HUMAN	tr|A0A2Y9SH16|A0A2Y9SH16_PHYMC
OG0000370	sp|Q8TCE9|PPL13_HUMAN, sp|A8MUM7|LEG16_HUMAN, sp|Q9UHV8|PP13_HUMAN	tr|A0A455ACW7|A0A455ACW7_PHYMC
OG0000370	sp|Q05315|LEG10_HUMAN	tr|A0A455AQH2|A0A455AQH2_PHYMC
OG0000371	sp|O43307|ARHG9_HUMAN	tr|A0A455ARA1|A0A455ARA1_PHYMC
OG0000371	sp|Q9NR80|ARHG4_HUMAN	tr|A0A455C825|A0A455C825_PHYMC
OG0000371	sp|Q96N96|SPT13_HUMAN	tr|A0A2Y9SYD5|A0A2Y9SYD5_PHYMC
OG0000372	sp|P33176|KINH_HUMAN	tr|A0A2Y9S0R1|A0A2Y9S0R1_PHYMC
OG0000372	sp|O60282|KIF5C_HUMAN	tr|A0A2Y9SKY2|A0A2Y9SKY2_PHYMC
OG0000372	sp|Q12840|KIF5A_HUMAN	tr|A0A455BE25|A0A455BE25_PHYMC
OG0000373	sp|P25874|UCP1_HUMAN	tr|A0A455BUJ5|A0A455BUJ5_PHYMC
OG0000373	sp|P55916|UCP3_HUMAN	tr|A0A2Y9FBK9|A0A2Y9FBK9_PHYMC
OG0000373	sp|P55851|UCP2_HUMAN	tr|A0A2Y9FB82|A0A2Y9FB82_PHYMC
OG0000374	sp|Q6NUT2|D19L2_HUMAN, sp|Q6NXN4|D19P1_HUMAN	tr|A0A2Y9FPX5|A0A2Y9FPX5_PHYMC
OG0000374	sp|Q6ZN68|D19P2_HUMAN, sp|Q2PZI1|D19L1_HUMAN	tr|A0A2Y9T535|A0A2Y9T535_PHYMC
OG0000375	sp|O75688|PPM1B_HUMAN	tr|A0A2Y9SDY4|A0A2Y9SDY4_PHYMC
OG0000375	sp|P35813|PPM1A_HUMAN	tr|A0A455C2V4|A0A455C2V4_PHYMC, tr|A0A455C5D2|A0A455C5D2_PHYMC, tr|A0A2Y9S2J9|A0A2Y9S2J9_PHYMC
OG0000376	sp|O14990|IPP2C_HUMAN	tr|A0A2Y9EF67|A0A2Y9EF67_PHYMC
OG0000376	sp|Q6NXS1|IPP2B_HUMAN, sp|P41236|IPP2_HUMAN, sp|Q96PQ5|IPP2L_HUMAN	tr|A0A2Y9EYS3|A0A2Y9EYS3_PHYMC
OG0000377	sp|Q8WTZ4|CA5BL_HUMAN	tr|A0A2Y9S4P5|A0A2Y9S4P5_PHYMC
OG0000377	sp|P35218|CAH5A_HUMAN	tr|A0A2Y9EY59|A0A2Y9EY59_PHYMC
OG0000377	sp|Q9Y2D0|CAH5B_HUMAN	tr|A0A455B279|A0A455B279_PHYMC
OG0000378	sp|Q9C035|TRIM5_HUMAN, sp|Q8IYM9|TRI22_HUMAN, sp|Q9BYJ4|TRI34_HUMAN, sp|Q6P9F5|TRI40_HUMAN, sp|Q9C030|TRIM6_HUMAN	tr|A0A2Y9EJ57|A0A2Y9EJ57_PHYMC
OG0000379	sp|B2RD01|CENP1_HUMAN	tr|A0A455AEE9|A0A455AEE9_PHYMC, tr|A0A2Y9FKA2|A0A2Y9FKA2_PHYMC, tr|A0A2Y9FHU1|A0A2Y9FHU1_PHYMC, tr|A0A455AFA6|A0A455AFA6_PHYMC, tr|A0A2Y9FK99|A0A2Y9FK99_PHYMC
OG0000380	sp|Q8IVL1|NAV2_HUMAN	tr|A0A455C6L3|A0A455C6L3_PHYMC
OG0000380	sp|Q8IVL0|NAV3_HUMAN	tr|A0A455CBY9|A0A455CBY9_PHYMC, tr|A0A455B1T0|A0A455B1T0_PHYMC, tr|A0A2Y9F5X3|A0A2Y9F5X3_PHYMC
OG0000381	sp|Q9H4B8|DPEP3_HUMAN	tr|A0A2Y9FE91|A0A2Y9FE91_PHYMC
OG0000381	sp|Q9H4A9|DPEP2_HUMAN	tr|A0A2Y9S5U3|A0A2Y9S5U3_PHYMC, tr|A0A2Y9SYR8|A0A2Y9SYR8_PHYMC, tr|A0A2Y9SDT6|A0A2Y9SDT6_PHYMC
OG0000382	tr|A0A2R8YF49|A0A2R8YF49_HUMAN, tr|A0A2R8YFR7|A0A2R8YFR7_HUMAN, sp|A5YM69|ARG35_HUMAN, tr|A0A5F9ZGZ6|A0A5F9ZGZ6_HUMAN, sp|Q12774|ARHG5_HUMAN	tr|A0A2Y9T1N9|A0A2Y9T1N9_PHYMC
OG0000383	sp|Q8NGH3|OR2D3_HUMAN	tr|A0A2Y9SFC4|A0A2Y9SFC4_PHYMC
OG0000383	sp|Q9UGF5|O14J1_HUMAN, sp|Q8NGZ2|O14K1_HUMAN, sp|Q8NHC5|O14AG_HUMAN	tr|A0A2Y9SIR8|A0A2Y9SIR8_PHYMC
OG0000384	sp|P27169|PON1_HUMAN	tr|A0A2Y9TBY5|A0A2Y9TBY5_PHYMC
OG0000384	sp|Q15166|PON3_HUMAN	tr|A0A2Y9F969|A0A2Y9F969_PHYMC
OG0000384	sp|Q15165|PON2_HUMAN	tr|A0A455BAW6|A0A455BAW6_PHYMC
OG0000386	sp|Q7Z739|YTHD3_HUMAN	tr|A0A2Y9SVP9|A0A2Y9SVP9_PHYMC
OG0000386	sp|Q9Y5A9|YTHD2_HUMAN	tr|A0A2Y9EF07|A0A2Y9EF07_PHYMC
OG0000386	sp|Q9BYJ9|YTHD1_HUMAN	tr|A0A455BYF3|A0A455BYF3_PHYMC
OG0000387	sp|O95477|ABCA1_HUMAN	tr|A0A455BKM0|A0A455BKM0_PHYMC
OG0000387	sp|Q8IZY2|ABCA7_HUMAN	tr|A0A455B9J1|A0A455B9J1_PHYMC
OG0000387	sp|P78363|ABCA4_HUMAN	tr|A0A2Y9FRB4|A0A2Y9FRB4_PHYMC
OG0000388	sp|P15121|ALDR_HUMAN	tr|A0A2Y9EQD8|A0A2Y9EQD8_PHYMC
OG0000388	sp|C9JRZ8|AK1BF_HUMAN, sp|O60218|AK1BA_HUMAN, sp|Q96JD6|AKCL2_HUMAN	tr|A0A2Y9T7A0|A0A2Y9T7A0_PHYMC
OG0000389	sp|P62136|PP1A_HUMAN	tr|A0A2Y9TDY2|A0A2Y9TDY2_PHYMC
OG0000389	sp|P36873|PP1G_HUMAN	tr|A0A455AW01|A0A455AW01_PHYMC
OG0000389	sp|P62140|PP1B_HUMAN	tr|A0A2Y9SAP0|A0A2Y9SAP0_PHYMC
OG0000390	sp|Q8IUF1|ZNG1B_HUMAN, sp|Q9BRT8|ZNG1A_HUMAN, sp|Q5RIA9|ZNG1E_HUMAN, sp|Q4V339|ZNG1F_HUMAN, sp|Q5JTY5|ZNG1C_HUMAN	tr|A0A2Y9FUC4|A0A2Y9FUC4_PHYMC
OG0000392	sp|P50607|TUB_HUMAN	tr|A0A455B363|A0A455B363_PHYMC
OG0000392	sp|O00294|TULP1_HUMAN	tr|A0A455AW38|A0A455AW38_PHYMC
OG0000392	sp|O75386|TULP3_HUMAN	tr|A0A455BFM1|A0A455BFM1_PHYMC
OG0000393	sp|Q14574|DSC3_HUMAN	tr|A0A2Y9FEH9|A0A2Y9FEH9_PHYMC
OG0000393	sp|Q08554|DSC1_HUMAN	tr|A0A2Y9FEI3|A0A2Y9FEI3_PHYMC
OG0000393	sp|Q02487|DSC2_HUMAN	tr|A0A455AJC6|A0A455AJC6_PHYMC
OG0000394	sp|Q9Y2Q0|AT8A1_HUMAN	tr|A0A455BG76|A0A455BG76_PHYMC
OG0000394	sp|Q9NTI2|AT8A2_HUMAN	tr|A0A455BY43|A0A455BY43_PHYMC, tr|A0A455C0Y3|A0A455C0Y3_PHYMC, tr|A0A455C9V4|A0A455C9V4_PHYMC
OG0000395	sp|Q14123|PDE1C_HUMAN	tr|A0A455BPB2|A0A455BPB2_PHYMC
OG0000395	sp|Q01064|PDE1B_HUMAN	tr|A0A2Y9FM21|A0A2Y9FM21_PHYMC
OG0000395	sp|P54750|PDE1A_HUMAN	tr|A0A2Y9SKZ3|A0A2Y9SKZ3_PHYMC
OG0000396	sp|Q9H106|SIRPD_HUMAN, sp|O00241|SIRB1_HUMAN, sp|Q9P1W8|SIRPG_HUMAN	tr|A0A455C3L1|A0A455C3L1_PHYMC
OG0000396	sp|P78324|SHPS1_HUMAN	tr|A0A2Y9S9D5|A0A2Y9S9D5_PHYMC
OG0000398	sp|P55809|SCOT1_HUMAN	tr|A0A2Y9S8P6|A0A2Y9S8P6_PHYMC
OG0000398	sp|Q9BYC2|SCOT2_HUMAN	tr|A0A2Y9SXJ2|A0A2Y9SXJ2_PHYMC, tr|A0A2Y9FUY2|A0A2Y9FUY2_PHYMC, tr|A0A2Y9SQW6|A0A2Y9SQW6_PHYMC
OG0000399	sp|P05062|ALDOB_HUMAN	tr|A0A455BKZ5|A0A455BKZ5_PHYMC
OG0000399	sp|P09972|ALDOC_HUMAN	tr|A0A2Y9FFS4|A0A2Y9FFS4_PHYMC
OG0000399	sp|P04075|ALDOA_HUMAN	tr|A0A2Y9SLZ5|A0A2Y9SLZ5_PHYMC
OG0000400	sp|P40313|CTRL_HUMAN	tr|A0A2Y9FG74|A0A2Y9FG74_PHYMC
OG0000400	sp|Q6GPI1|CTRB2_HUMAN, sp|P17538|CTRB1_HUMAN	tr|A0A2Y9SQH0|A0A2Y9SQH0_PHYMC, tr|A0A2Y9SU14|A0A2Y9SU14_PHYMC
OG0000401	sp|P26038|MOES_HUMAN	tr|A0A2Y9S115|A0A2Y9S115_PHYMC
OG0000401	sp|P35241|RADI_HUMAN	tr|A0A2Y9TBH9|A0A2Y9TBH9_PHYMC
OG0000401	sp|P15311|EZRI_HUMAN	tr|A0A2Y9SPN5|A0A2Y9SPN5_PHYMC
OG0000402	sp|Q75N90|FBN3_HUMAN	tr|A0A2Y9TKU0|A0A2Y9TKU0_PHYMC
OG0000402	sp|P35556|FBN2_HUMAN	tr|A0A2Y9SFP0|A0A2Y9SFP0_PHYMC
OG0000402	sp|P35555|FBN1_HUMAN	tr|A0A2Y9RXM1|A0A2Y9RXM1_PHYMC
OG0000403	sp|Q9HCJ5|ZSWM6_HUMAN	tr|A0A2Y9ST58|A0A2Y9ST58_PHYMC
OG0000403	sp|Q9P217|ZSWM5_HUMAN	tr|A0A2Y9SI80|A0A2Y9SI80_PHYMC
OG0000403	sp|Q9H7M6|ZSWM4_HUMAN	tr|A0A2Y9FTU6|A0A2Y9FTU6_PHYMC
OG0000404	sp|Q07002|CDK18_HUMAN	tr|A0A2Y9F403|A0A2Y9F403_PHYMC
OG0000404	sp|Q00537|CDK17_HUMAN	tr|A0A2Y9T0H0|A0A2Y9T0H0_PHYMC
OG0000404	sp|Q00536|CDK16_HUMAN	tr|A0A455APA2|A0A455APA2_PHYMC
OG0000405	sp|P35221|CTNA1_HUMAN	tr|A0A2Y9EUK2|A0A2Y9EUK2_PHYMC
OG0000405	sp|Q9UI47|CTNA3_HUMAN	tr|A0A455ALU3|A0A455ALU3_PHYMC
OG0000405	sp|P26232|CTNA2_HUMAN	tr|A0A2Y9T5N4|A0A2Y9T5N4_PHYMC
OG0000406	sp|P17858|PFKAL_HUMAN	tr|A0A2Y9SCN4|A0A2Y9SCN4_PHYMC
OG0000406	sp|P08237|PFKAM_HUMAN	tr|A0A2Y9ELA6|A0A2Y9ELA6_PHYMC
OG0000406	sp|Q01813|PFKAP_HUMAN	tr|A0A2Y9EZ51|A0A2Y9EZ51_PHYMC
OG0000407	sp|P48304|REG1B_HUMAN, sp|P05451|REG1A_HUMAN, sp|Q6UW15|REG3G_HUMAN, sp|Q06141|REG3A_HUMAN	tr|A0A2Y9FFK9|A0A2Y9FFK9_PHYMC, tr|A0A2Y9FFD9|A0A2Y9FFD9_PHYMC
OG0000408	sp|O15397|IPO8_HUMAN	tr|A0A2Y9T3Q7|A0A2Y9T3Q7_PHYMC
OG0000408	sp|O95373|IPO7_HUMAN	tr|A0A2Y9SNK1|A0A2Y9SNK1_PHYMC, tr|A0A2Y9SQC4|A0A2Y9SQC4_PHYMC, tr|A0A2Y9SAJ8|A0A2Y9SAJ8_PHYMC
OG0000409	sp|P15531|NDKA_HUMAN	tr|A0A2Y9F7D6|A0A2Y9F7D6_PHYMC
OG0000409	sp|P22392|NDKB_HUMAN, sp|O60361|NDK8_HUMAN	tr|A0A2Y9SBB6|A0A2Y9SBB6_PHYMC, tr|A0A2Y9TAZ0|A0A2Y9TAZ0_PHYMC
OG0000410	sp|Q96S21|RB40C_HUMAN	tr|A0A455AUL0|A0A455AUL0_PHYMC
OG0000410	sp|Q12829|RB40B_HUMAN, sp|P0C0E4|RB40L_HUMAN, sp|Q8WXH6|RB40A_HUMAN	tr|A0A455B1I8|A0A455B1I8_PHYMC
OG0000411	sp|Q15181|IPYR_HUMAN	tr|A0A2Y9TE48|A0A2Y9TE48_PHYMC
OG0000411	sp|Q9H2U2|IPYR2_HUMAN	tr|A0A455B3B8|A0A455B3B8_PHYMC, tr|A0A455BG55|A0A455BG55_PHYMC, tr|A0A2Y9SWW7|A0A2Y9SWW7_PHYMC
OG0000412	sp|P61619|S61A1_HUMAN	tr|A0A2Y9FWQ3|A0A2Y9FWQ3_PHYMC
OG0000412	sp|Q9H9S3|S61A2_HUMAN	tr|A0A2Y9S944|A0A2Y9S944_PHYMC, tr|A0A2Y9T6Z1|A0A2Y9T6Z1_PHYMC, tr|A0A2Y9T582|A0A2Y9T582_PHYMC
OG0000413	sp|Q8NHZ7|MB3L2_HUMAN, sp|A0A1B0GVZ6|MB3LB_HUMAN, sp|A6NJ08|MB3L5_HUMAN, sp|A6NDZ8|MB3L4_HUMAN, sp|A6NE82|MB3L3_HUMAN	tr|A0A2Y9TG20|A0A2Y9TG20_PHYMC
OG0000414	sp|Q96N20|ZN75A_HUMAN	tr|A0A2Y9SUF3|A0A2Y9SUF3_PHYMC
OG0000414	sp|Q92670|ZN75C_HUMAN, sp|P51815|ZN75D_HUMAN	tr|A0A455CAT4|A0A455CAT4_PHYMC, tr|A0A2Y9FIN5|A0A2Y9FIN5_PHYMC
OG0000415	sp|P54646|AAPK2_HUMAN	tr|A0A455B8N7|A0A455B8N7_PHYMC
OG0000415	sp|O14757|CHK1_HUMAN	tr|A0A455BH39|A0A455BH39_PHYMC
OG0000415	sp|Q13131|AAPK1_HUMAN	tr|A0A2Y9SM69|A0A2Y9SM69_PHYMC
OG0000416	sp|Q04721|NOTC2_HUMAN, tr|A0A8I5KY86|A0A8I5KY86_HUMAN, sp|P0DPK3|NT2NB_HUMAN, sp|Q7Z3S9|NT2NA_HUMAN, sp|P0DPK4|NT2NC_HUMAN	tr|A0A2Y9SGX7|A0A2Y9SGX7_PHYMC
OG0000417	sp|Q13177|PAK2_HUMAN	tr|A0A2Y9F6X9|A0A2Y9F6X9_PHYMC
OG0000417	sp|O75914|PAK3_HUMAN	tr|A0A2Y9EPB5|A0A2Y9EPB5_PHYMC
OG0000417	sp|Q13153|PAK1_HUMAN	tr|A0A2Y9TCT9|A0A2Y9TCT9_PHYMC
OG0000418	sp|Q16831|UPP1_HUMAN	tr|A0A2Y9S9D6|A0A2Y9S9D6_PHYMC, tr|A0A2Y9S4F1|A0A2Y9S4F1_PHYMC, tr|A0A2Y9SAY3|A0A2Y9SAY3_PHYMC
OG0000418	sp|O95045|UPP2_HUMAN	tr|A0A2Y9SHL0|A0A2Y9SHL0_PHYMC
OG0000419	sp|O75526|RMXL2_HUMAN, sp|Q8N7X1|RMXL3_HUMAN	tr|A0A2Y9SC28|A0A2Y9SC28_PHYMC
OG0000419	sp|P38159|RBMX_HUMAN	tr|A0A2Y9FH30|A0A2Y9FH30_PHYMC, tr|A0A2Y9TEW1|A0A2Y9TEW1_PHYMC
OG0000420	sp|Q13621|S12A1_HUMAN	tr|A0A2Y9TGN1|A0A2Y9TGN1_PHYMC
OG0000420	sp|P55011|S12A2_HUMAN	tr|A0A2Y9EIB9|A0A2Y9EIB9_PHYMC
OG0000420	sp|P55017|S12A3_HUMAN	tr|A0A455B176|A0A455B176_PHYMC
OG0000421	sp|Q8TDW7|FAT3_HUMAN	tr|A0A455C9M2|A0A455C9M2_PHYMC
OG0000421	sp|Q14517|FAT1_HUMAN	tr|A0A2Y9TGB4|A0A2Y9TGB4_PHYMC
OG0000421	sp|Q9NYQ8|FAT2_HUMAN	tr|A0A2Y9SGH5|A0A2Y9SGH5_PHYMC
OG0000422	sp|P48751|B3A3_HUMAN	tr|A0A455B2P8|A0A455B2P8_PHYMC
OG0000422	sp|P02730|B3AT_HUMAN	tr|A0A455AZD6|A0A455AZD6_PHYMC
OG0000422	sp|P04920|B3A2_HUMAN	tr|A0A455BBQ1|A0A455BBQ1_PHYMC
OG0000423	sp|P09429|HMGB1_HUMAN	tr|A0A2Y9F6C7|A0A2Y9F6C7_PHYMC
OG0000423	sp|B2RPK0|HGB1A_HUMAN, sp|P23497|SP100_HUMAN, sp|P26583|HMGB2_HUMAN	tr|A0A455BJY8|A0A455BJY8_PHYMC
OG0000425	sp|Q06455|MTG8_HUMAN	tr|A0A2Y9RYY0|A0A2Y9RYY0_PHYMC
OG0000425	sp|O75081|MTG16_HUMAN	tr|A0A455AEI8|A0A455AEI8_PHYMC
OG0000425	sp|O43439|MTG8R_HUMAN	tr|A0A455C2R0|A0A455C2R0_PHYMC
OG0000426	sp|Q9UHL0|DDX25_HUMAN	tr|A0A2Y9F9W7|A0A2Y9F9W7_PHYMC
OG0000426	sp|Q9UMR2|DD19B_HUMAN	tr|A0A455B6P5|A0A455B6P5_PHYMC
OG0000426	sp|Q9NUU7|DD19A_HUMAN	tr|A0A2Y9EJ46|A0A2Y9EJ46_PHYMC
OG0000427	sp|P15328|FOLR1_HUMAN	tr|A0A2Y9F0R6|A0A2Y9F0R6_PHYMC
OG0000427	sp|P14207|FOLR2_HUMAN, sp|P41439|FOLR3_HUMAN	tr|A0A455C822|A0A455C822_PHYMC, tr|A0A2Y9F0Y7|A0A2Y9F0Y7_PHYMC
OG0000428	sp|P32119|PRDX2_HUMAN	tr|A0A2Y9EJI4|A0A2Y9EJI4_PHYMC
OG0000428	sp|Q06830|PRDX1_HUMAN	tr|A0A455C187|A0A455C187_PHYMC, tr|A0A2Y9SNE9|A0A2Y9SNE9_PHYMC, tr|A0A2Y9EVE5|A0A2Y9EVE5_PHYMC
OG0000429	sp|Q8NEK8|TET5D_HUMAN	tr|A0A2Y9FH37|A0A2Y9FH37_PHYMC
OG0000429	sp|Q96IP4|TET5A_HUMAN	tr|A0A2Y9TIR3|A0A2Y9TIR3_PHYMC
OG0000429	sp|Q5VWP2|TET5C_HUMAN	tr|A0A2Y9EUF1|A0A2Y9EUF1_PHYMC
OG0000430	sp|P13796|PLSL_HUMAN	tr|A0A2Y9EJ06|A0A2Y9EJ06_PHYMC
OG0000430	sp|P13797|PLST_HUMAN	tr|A0A2Y9T360|A0A2Y9T360_PHYMC
OG0000430	sp|Q14651|PLSI_HUMAN	tr|A0A2Y9FPI1|A0A2Y9FPI1_PHYMC
OG0000431	sp|Q8TF64|GIPC3_HUMAN	tr|A0A455B8V7|A0A455B8V7_PHYMC
OG0000431	sp|O14908|GIPC1_HUMAN	tr|A0A2Y9FS19|A0A2Y9FS19_PHYMC
OG0000431	sp|Q8TF65|GIPC2_HUMAN	tr|A0A2Y9SAQ5|A0A2Y9SAQ5_PHYMC
OG0000432	sp|Q9H2S1|KCNN2_HUMAN	tr|A0A2Y9SQA1|A0A2Y9SQA1_PHYMC
OG0000432	sp|Q92952|KCNN1_HUMAN	tr|A0A455BPP5|A0A455BPP5_PHYMC
OG0000432	sp|Q9UGI6|KCNN3_HUMAN	tr|A0A455B711|A0A455B711_PHYMC
OG0000433	sp|P05186|PPBT_HUMAN	tr|A0A455B0I7|A0A455B0I7_PHYMC
OG0000433	sp|P09923|PPBI_HUMAN, sp|P10696|PPBN_HUMAN, sp|P05187|PPB1_HUMAN	tr|A0A455B382|A0A455B382_PHYMC
OG0000434	sp|P33121|ACSL1_HUMAN	tr|A0A2Y9EHG7|A0A2Y9EHG7_PHYMC
OG0000434	sp|Q9UKU0|ACSL6_HUMAN	tr|A0A455BMB2|A0A455BMB2_PHYMC
OG0000434	sp|Q9ULC5|ACSL5_HUMAN	tr|A0A455AL64|A0A455AL64_PHYMC
OG0000435	sp|Q96BX8|MOB3A_HUMAN	tr|A0A2Y9TI77|A0A2Y9TI77_PHYMC
OG0000435	sp|Q86TA1|MOB3B_HUMAN	tr|A0A2Y9TGM5|A0A2Y9TGM5_PHYMC
