Orthogroup	Homo_sapiens	Microtus_ochrogaster
OG0001832	sp|Q9Y3A4|RRP7A_HUMAN, sp|Q9NSQ0|RRP7B_HUMAN	tr|A0A8J6L2F5|A0A8J6L2F5_MICOH
OG0001833	sp|Q9Y574|ASB4_HUMAN	tr|A0A8J6G4W1|A0A8J6G4W1_MICOH, tr|A0A8J6G0E4|A0A8J6G0E4_MICOH
OG0001835	sp|O14817|TSN4_HUMAN	tr|A0A8J6H229|A0A8J6H229_MICOH, tr|A0A8J6G7W4|A0A8J6G7W4_MICOH
OG0001836	sp|P51811|XK_HUMAN	tr|A0A8J6GDQ5|A0A8J6GDQ5_MICOH, tr|A0A8J6GHA2|A0A8J6GHA2_MICOH
OG0001838	sp|Q12884|SEPR_HUMAN, sp|P27487|DPP4_HUMAN	tr|A0A8J6KYC3|A0A8J6KYC3_MICOH
OG0001839	sp|Q7RTV3|ZN367_HUMAN	tr|A0A8J6L181|A0A8J6L181_MICOH, tr|A0A8J6KMC9|A0A8J6KMC9_MICOH
OG0001840	sp|Q96C45|ULK4_HUMAN	tr|A0A8J6KM25|A0A8J6KM25_MICOH, tr|A0A8J6G3F8|A0A8J6G3F8_MICOH
OG0001841	sp|Q9ULH4|LRFN2_HUMAN	tr|A0A8J6L8E5|A0A8J6L8E5_MICOH, tr|A0A8J6GCD5|A0A8J6GCD5_MICOH
OG0001842	sp|A0A096LP49|CC187_HUMAN	tr|A0A8J6G8F2|A0A8J6G8F2_MICOH, tr|A0A8J6KLN8|A0A8J6KLN8_MICOH
OG0001843	sp|O00548|DLL1_HUMAN, sp|Q9NR61|DLL4_HUMAN	tr|A0A8J6GPH1|A0A8J6GPH1_MICOH
OG0001844	sp|P16591|FER_HUMAN	tr|A0A8J6GZ33|A0A8J6GZ33_MICOH, tr|A0A8J6KRE5|A0A8J6KRE5_MICOH
OG0001846	sp|Q6UX65|DRAM2_HUMAN, sp|Q8N682|DRAM1_HUMAN	tr|A0A8J6GSK7|A0A8J6GSK7_MICOH
OG0001847	sp|O95302|FKBP9_HUMAN, sp|Q75LS8|FKB9L_HUMAN	tr|A0A8J6G024|A0A8J6G024_MICOH
OG0001848	sp|Q7Z4J2|GL6D1_HUMAN	tr|A0A8J6KXT2|A0A8J6KXT2_MICOH, tr|A0A8J6GWH0|A0A8J6GWH0_MICOH
OG0001849	sp|Q8IUC4|RHPN2_HUMAN, sp|A8MT19|RHN2P_HUMAN	tr|A0A8J6KYG1|A0A8J6KYG1_MICOH
OG0001850	sp|Q8NGK5|O52M1_HUMAN	tr|A0A8J6GNT1|A0A8J6GNT1_MICOH, tr|A0A8J6GQA2|A0A8J6GQA2_MICOH
OG0001851	sp|Q8TBE9|NANP_HUMAN	tr|A0A8J6KLN0|A0A8J6KLN0_MICOH, tr|A0A8J6KZ01|A0A8J6KZ01_MICOH
OG0001852	sp|Q14526|HIC1_HUMAN, sp|Q96JB3|HIC2_HUMAN	tr|A0A8J6GJM6|A0A8J6GJM6_MICOH
OG0001853	sp|Q96MF6|CQ10A_HUMAN, sp|Q9H8M1|CQ10B_HUMAN	tr|A0A8J6KWI1|A0A8J6KWI1_MICOH
OG0001854	sp|Q9UPR3|SMG5_HUMAN	tr|A0A8J6GQJ9|A0A8J6GQJ9_MICOH, tr|A0A8J6KM10|A0A8J6KM10_MICOH
OG0001855	sp|Q9GZU7|CTDS1_HUMAN, sp|O15194|CTDSL_HUMAN	tr|A0A8J6GHA7|A0A8J6GHA7_MICOH
OG0001856	sp|P09012|SNRPA_HUMAN, sp|P08579|RU2B_HUMAN	tr|A0A8J6GMF3|A0A8J6GMF3_MICOH
OG0001857	sp|Q96QS6|KPSH2_HUMAN, sp|P11801|KPSH1_HUMAN	tr|A0A8J6GLS0|A0A8J6GLS0_MICOH
OG0001858	sp|Q6ZVC0|NYAP1_HUMAN	tr|A0A8J6G8N5|A0A8J6G8N5_MICOH, tr|A0A8J6G2C0|A0A8J6G2C0_MICOH
OG0001859	sp|Q7Z4V5|HDGR2_HUMAN	tr|A0A8J6H2X4|A0A8J6H2X4_MICOH, tr|A0A8J6GV61|A0A8J6GV61_MICOH
OG0001860	sp|Q8IXI2|MIRO1_HUMAN, sp|Q8IXI1|MIRO2_HUMAN	tr|A0A8J6H169|A0A8J6H169_MICOH
OG0001861	sp|Q9H0W7|THAP2_HUMAN, sp|Q9NVV9|THAP1_HUMAN	tr|A0A8J6KQ49|A0A8J6KQ49_MICOH
OG0001862	sp|Q9H1D0|TRPV6_HUMAN, sp|Q9NQA5|TRPV5_HUMAN	tr|A0A8J6KS07|A0A8J6KS07_MICOH
OG0001863	sp|P07919|QCR6_HUMAN, sp|A0A096LP55|QCR6L_HUMAN	tr|A0A8J6G615|A0A8J6G615_MICOH
OG0001864	sp|O43598|DNPH1_HUMAN	tr|A0A8J6FXS1|A0A8J6FXS1_MICOH, tr|A0A8J6GYH2|A0A8J6GYH2_MICOH
OG0001865	sp|O43752|STX6_HUMAN, sp|O60499|STX10_HUMAN	tr|A0A8J6KUS3|A0A8J6KUS3_MICOH
OG0001866	sp|E9PQ53|NDUCR_HUMAN, sp|O95298|NDUC2_HUMAN	tr|A0A8J6FX03|A0A8J6FX03_MICOH
OG0001868	sp|P48047|ATPO_HUMAN	tr|A0A8J6G9E8|A0A8J6G9E8_MICOH, tr|A0A8J6GE28|A0A8J6GE28_MICOH
OG0001869	sp|Q14542|S29A2_HUMAN, sp|Q99808|S29A1_HUMAN	tr|A0A8J6KRK6|A0A8J6KRK6_MICOH
OG0001870	sp|Q6NZ67|MZT2B_HUMAN, sp|Q6P582|MZT2A_HUMAN	tr|A0A8J6GDG8|A0A8J6GDG8_MICOH
OG0001871	sp|Q6STE5|SMRD3_HUMAN	tr|A0A8J6L4H1|A0A8J6L4H1_MICOH, tr|A0A8J6FWB2|A0A8J6FWB2_MICOH
OG0001872	sp|Q9UJ96|KCNG2_HUMAN, sp|Q8TAE7|KCNG3_HUMAN	tr|A0A8J6GY39|A0A8J6GY39_MICOH
OG0001873	sp|Q9C0B0|UNK_HUMAN, sp|Q9H9P5|UNKL_HUMAN	tr|A0A8J6KY72|A0A8J6KY72_MICOH
OG0001874	sp|Q9NR31|SAR1A_HUMAN, sp|Q9Y6B6|SAR1B_HUMAN	tr|A0A8J6GTU7|A0A8J6GTU7_MICOH
OG0001875	sp|Q96NA8|TSNA1_HUMAN, sp|O15400|STX7_HUMAN	tr|A0A8J6L5V0|A0A8J6L5V0_MICOH
OG0001876	sp|Q9Y271|CLTR1_HUMAN, sp|P43657|LPAR6_HUMAN	tr|A0A8J6GWV2|A0A8J6GWV2_MICOH
OG0001877	sp|P41597|CCR2_HUMAN, sp|P51681|CCR5_HUMAN	tr|A0A8J6KSB5|A0A8J6KSB5_MICOH
OG0001878	sp|P52803|EFNA5_HUMAN, sp|P52798|EFNA4_HUMAN	tr|A0A8J6KRE6|A0A8J6KRE6_MICOH
OG0001879	sp|Q5JXB2|UE2NL_HUMAN, sp|P61088|UBE2N_HUMAN	tr|A0A8J6GMM4|A0A8J6GMM4_MICOH
OG0001880	sp|A0A1W2PQ73|ERFL_HUMAN, sp|Q6ZN32|ETV3L_HUMAN	tr|A0A8J6KXY8|A0A8J6KXY8_MICOH
OG0001881	sp|Q8NGP9|O5AR1_HUMAN	tr|A0A8J6G9Q2|A0A8J6G9Q2_MICOH, tr|A0A8J6GFQ7|A0A8J6GFQ7_MICOH
OG0001882	sp|Q96JK2|DCAF5_HUMAN	tr|A0A8J6L319|A0A8J6L319_MICOH, tr|A0A8J6FZB4|A0A8J6FZB4_MICOH
OG0001883	sp|Q8TDX7|NEK7_HUMAN, sp|Q9HC98|NEK6_HUMAN	tr|A0A8J6GY25|A0A8J6GY25_MICOH
OG0001884	sp|Q9UMW8|UBP18_HUMAN, sp|Q3LFD5|UBP41_HUMAN	tr|A0A8J6GMQ4|A0A8J6GMQ4_MICOH
OG0001885	sp|Q86V40|TIKI1_HUMAN, sp|A6NFA1|TIKI2_HUMAN	tr|A0A8J6KS80|A0A8J6KS80_MICOH
OG0001886	sp|O15144|ARPC2_HUMAN	tr|A0A8J6GND5|A0A8J6GND5_MICOH, tr|A0A8J6L7J2|A0A8J6L7J2_MICOH
OG0001887	sp|Q4G0S4|C27C1_HUMAN, sp|O15528|CP27B_HUMAN	tr|A0A8J6L4K6|A0A8J6L4K6_MICOH
OG0001888	sp|P11274|BCR_HUMAN	tr|A0A8J6GQC0|A0A8J6GQC0_MICOH, tr|A0A8J6GQ10|A0A8J6GQ10_MICOH
OG0001889	sp|P40937|RFC5_HUMAN	tr|A0A8J6KRV0|A0A8J6KRV0_MICOH, tr|A0A8J6GML9|A0A8J6GML9_MICOH
OG0001890	sp|Q8NFW1|COMA1_HUMAN, sp|Q96P44|COLA1_HUMAN	tr|A0A8J6GX78|A0A8J6GX78_MICOH
OG0001891	sp|Q11206|SIA4C_HUMAN, sp|Q9Y274|SIA10_HUMAN	tr|A0A8J6GTX0|A0A8J6GTX0_MICOH
OG0001892	sp|Q9Y394|DHRS7_HUMAN	tr|A0A8J6GUJ8|A0A8J6GUJ8_MICOH, tr|A0A8J6GUQ4|A0A8J6GUQ4_MICOH
OG0001894	sp|P17040|ZSC20_HUMAN	tr|A0A8J6G196|A0A8J6G196_MICOH, tr|A0A8J6GKR7|A0A8J6GKR7_MICOH
OG0001895	sp|P51684|CCR6_HUMAN, sp|O00574|CXCR6_HUMAN	tr|A0A8J6KQR2|A0A8J6KQR2_MICOH
OG0001896	sp|P52746|ZN142_HUMAN	tr|A0A8J6GIM2|A0A8J6GIM2_MICOH, tr|A0A8J6GLT9|A0A8J6GLT9_MICOH
OG0001897	sp|O95361|TRI16_HUMAN, sp|Q309B1|TR16L_HUMAN	tr|A0A8J6GAA6|A0A8J6GAA6_MICOH
OG0001898	sp|Q3YBR2|TBRG1_HUMAN	tr|A0A8J6L2H1|A0A8J6L2H1_MICOH, tr|A0A8J6GSF8|A0A8J6GSF8_MICOH
OG0001899	sp|Q5BJH7|YIF1B_HUMAN	tr|A0A8J6KXP6|A0A8J6KXP6_MICOH, tr|A0A8J6GU96|A0A8J6GU96_MICOH
OG0001900	sp|Q5VV67|PPRC1_HUMAN	tr|A0A8J6H2S3|A0A8J6H2S3_MICOH, tr|A0A8J6KLU5|A0A8J6KLU5_MICOH
OG0001901	sp|Q8IVT2|MISP_HUMAN, sp|Q96FF7|MISP3_HUMAN	tr|A0A8J6GPT9|A0A8J6GPT9_MICOH
OG0001902	sp|Q96A70|AZIN2_HUMAN	tr|A0A8J6FZP2|A0A8J6FZP2_MICOH, tr|A0A8J6G2D1|A0A8J6G2D1_MICOH
OG0001903	sp|O15165|LRAD4_HUMAN, sp|Q969W9|PMEPA_HUMAN	tr|A0A8J6GKH8|A0A8J6GKH8_MICOH
OG0001904	sp|P15863|PAX1_HUMAN	tr|A0A8J6GHM7|A0A8J6GHM7_MICOH, tr|A0A8J6L5J5|A0A8J6L5J5_MICOH
OG0001905	sp|P45880|VDAC2_HUMAN, sp|Q9Y277|VDAC3_HUMAN	tr|A0A8J6G281|A0A8J6G281_MICOH
OG0001906	sp|O14640|DVL1_HUMAN, sp|P54792|DVLP1_HUMAN	tr|A0A8J6GQS0|A0A8J6GQS0_MICOH
OG0001907	sp|P57682|KLF3_HUMAN, sp|O75840|KLF7_HUMAN	tr|A0A8J6KS39|A0A8J6KS39_MICOH
OG0001908	sp|Q13795|ARFRP_HUMAN	tr|A0A8J6GQF0|A0A8J6GQF0_MICOH, tr|A0A8J6L1R8|A0A8J6L1R8_MICOH
OG0001909	sp|Q86XE0|SNX32_HUMAN, sp|Q9UNH7|SNX6_HUMAN	tr|A0A8J6GCQ0|A0A8J6GCQ0_MICOH
OG0001911	sp|Q8NGK4|O52K1_HUMAN, sp|Q8NGK3|O52K2_HUMAN	tr|A0A8J6GNI4|A0A8J6GNI4_MICOH
OG0001912	sp|Q92963|RIT1_HUMAN, sp|Q99578|RIT2_HUMAN	tr|A0A8J6GQA6|A0A8J6GQA6_MICOH
OG0001913	sp|P57773|CXA9_HUMAN, sp|Q969M2|CXA10_HUMAN	tr|A0A8J6H4I2|A0A8J6H4I2_MICOH
OG0001914	sp|Q99848|EBP2_HUMAN	tr|A0A8J6GVG8|A0A8J6GVG8_MICOH, tr|A0A8J6KLP3|A0A8J6KLP3_MICOH
OG0001915	sp|Q9BZJ0|CRNL1_HUMAN	tr|A0A8J6GRU1|A0A8J6GRU1_MICOH, tr|A0A8J6GPL7|A0A8J6GPL7_MICOH
OG0001916	sp|Q9UI36|DACH1_HUMAN	tr|A0A8J6G8A1|A0A8J6G8A1_MICOH, tr|A0A8J6KKH0|A0A8J6KKH0_MICOH
OG0001917	sp|O60675|MAFK_HUMAN, sp|O15525|MAFG_HUMAN	tr|A0A8J6GVF7|A0A8J6GVF7_MICOH
OG0001918	sp|P00966|ASSY_HUMAN	tr|A0A8J6KNP5|A0A8J6KNP5_MICOH, tr|A0A8J6GZE5|A0A8J6GZE5_MICOH
OG0001919	sp|P48067|SC6A9_HUMAN	tr|A0A8J6G2E1|A0A8J6G2E1_MICOH, tr|A0A8J6GIN1|A0A8J6GIN1_MICOH
OG0001920	sp|Q6UX01|LMBRL_HUMAN, sp|Q8WVP7|LMBR1_HUMAN	tr|A0A8J6KUF8|A0A8J6KUF8_MICOH
OG0001921	sp|Q7Z7M9|GALT5_HUMAN	tr|A0A8J6GLV4|A0A8J6GLV4_MICOH, tr|A0A8J6FWD4|A0A8J6FWD4_MICOH
OG0001922	sp|Q86UE6|LRRT1_HUMAN, sp|O43300|LRRT2_HUMAN	tr|A0A8J6KZ87|A0A8J6KZ87_MICOH
OG0001923	sp|Q93096|TP4A1_HUMAN, sp|Q12974|TP4A2_HUMAN	tr|A0A8J6FZJ6|A0A8J6FZJ6_MICOH
OG0001924	sp|Q96T83|SL9A7_HUMAN, sp|Q8IVB4|SL9A9_HUMAN	tr|A0A8J6GDK9|A0A8J6GDK9_MICOH
OG0001925	sp|Q9BY71|LRRC3_HUMAN, sp|Q96PB8|LRC3B_HUMAN	tr|A0A8J6GQB0|A0A8J6GQB0_MICOH
OG0001926	sp|Q9UPX8|SHAN2_HUMAN, sp|Q9BYB0|SHAN3_HUMAN	tr|A0A8J6KRI0|A0A8J6KRI0_MICOH
OG0001927	sp|O14526|FCHO1_HUMAN, sp|Q0JRZ9|FCHO2_HUMAN	tr|A0A8J6G8N3|A0A8J6G8N3_MICOH
OG0001928	sp|P12525|MYCP1_HUMAN, sp|P12524|MYCL_HUMAN	tr|A0A8J6FXU1|A0A8J6FXU1_MICOH
OG0001929	sp|P51149|RAB7A_HUMAN, sp|Q96AH8|RAB7B_HUMAN	tr|A0A8J6L2U1|A0A8J6L2U1_MICOH
OG0001930	sp|Q5TB30|DEP1A_HUMAN, sp|Q8WUY9|DEP1B_HUMAN	tr|A0A8J6KSV3|A0A8J6KSV3_MICOH
OG0001931	sp|O15516|CLOCK_HUMAN, sp|Q8IV76|PASD1_HUMAN	tr|A0A8J6H1P6|A0A8J6H1P6_MICOH
OG0001932	sp|Q8N878|FRMD1_HUMAN, sp|Q96NE9|FRMD6_HUMAN	tr|A0A8J6KX57|A0A8J6KX57_MICOH
OG0001933	sp|Q8WWP7|GIMA1_HUMAN	tr|A0A8J6H092|A0A8J6H092_MICOH, tr|A0A8J6KWR4|A0A8J6KWR4_MICOH
OG0001934	sp|O43315|AQP9_HUMAN, sp|Q96PS8|AQP10_HUMAN	tr|A0A8J6KTD3|A0A8J6KTD3_MICOH
OG0001935	sp|Q9UNK4|PA2GD_HUMAN	tr|A0A8J6KLR0|A0A8J6KLR0_MICOH, tr|A0A8J6G2D8|A0A8J6G2D8_MICOH
OG0001936	sp|P56706|WNT7B_HUMAN, sp|O00755|WNT7A_HUMAN	tr|A0A8J6L0B9|A0A8J6L0B9_MICOH
OG0001937	sp|P00918|CAH2_HUMAN	tr|A0A8J6GS30|A0A8J6GS30_MICOH, tr|A0A8J6G871|A0A8J6G871_MICOH
OG0001938	sp|P10301|RRAS_HUMAN	tr|A0A8J6GXS8|A0A8J6GXS8_MICOH, tr|A0A8J6G6R1|A0A8J6G6R1_MICOH
OG0001940	sp|Q13405|RM49_HUMAN	tr|A0A8J6GPC6|A0A8J6GPC6_MICOH, tr|A0A8J6GCJ4|A0A8J6GCJ4_MICOH
OG0001941	sp|Q86U06|RBM23_HUMAN, sp|Q14498|RBM39_HUMAN	tr|A0A8J6L0Q9|A0A8J6L0Q9_MICOH
OG0001942	sp|Q86WG3|ATCAY_HUMAN	tr|A0A8J6L006|A0A8J6L006_MICOH, tr|A0A8J6GND7|A0A8J6GND7_MICOH
OG0001943	sp|Q8IVU3|HERC6_HUMAN, sp|Q9UII4|HERC5_HUMAN	tr|A0A8J6GFW6|A0A8J6GFW6_MICOH
OG0001944	sp|Q8TAQ2|SMRC2_HUMAN, sp|Q92922|SMRC1_HUMAN	tr|A0A8J6KMR3|A0A8J6KMR3_MICOH
OG0001945	sp|Q8TEB1|DCA11_HUMAN	tr|A0A8J6KSG5|A0A8J6KSG5_MICOH, tr|A0A8J6G331|A0A8J6G331_MICOH
OG0001946	sp|Q96A72|MGN2_HUMAN, sp|P61326|MGN_HUMAN	tr|A0A8J6GAS1|A0A8J6GAS1_MICOH
OG0001947	sp|Q9BYE7|PCGF6_HUMAN	tr|A0A8J6KN26|A0A8J6KN26_MICOH, tr|A0A8J6GCM3|A0A8J6GCM3_MICOH
OG0001948	sp|Q14469|HES1_HUMAN, sp|Q9HCC6|HES4_HUMAN	tr|A0A8J6G8K2|A0A8J6G8K2_MICOH
OG0001949	sp|Q9NUV9|GIMA4_HUMAN	tr|A0A8J6G6K0|A0A8J6G6K0_MICOH, tr|A0A8J6GTR8|A0A8J6GTR8_MICOH
OG0001950	sp|P0C881|R10B1_HUMAN, sp|B2RC85|R10B2_HUMAN	tr|A0A8J6GJ13|A0A8J6GJ13_MICOH
OG0001951	sp|P41145|OPRK_HUMAN, sp|P35372|OPRM_HUMAN	tr|A0A8J6GF98|A0A8J6GF98_MICOH
OG0001952	sp|Q14011|CIRBP_HUMAN, sp|P98179|RBM3_HUMAN	tr|A0A8J6GN51|A0A8J6GN51_MICOH
OG0001953	sp|Q6P3W7|SCYL2_HUMAN	tr|A0A8J6KIG3|A0A8J6KIG3_MICOH, tr|A0A8J6G2L6|A0A8J6G2L6_MICOH
OG0001954	sp|Q96DZ5|CLIP3_HUMAN, sp|Q8N3C7|CLIP4_HUMAN	tr|A0A8J6KZH4|A0A8J6KZH4_MICOH
OG0001955	sp|Q13304|GPR17_HUMAN, sp|Q9NS75|CLTR2_HUMAN	tr|A0A8J6G872|A0A8J6G872_MICOH
OG0001956	sp|Q9NRK6|ABCBA_HUMAN, sp|Q9NUT2|MITOS_HUMAN	tr|A0A8J6L4I1|A0A8J6L4I1_MICOH
OG0001957	sp|Q9NVX2|NLE1_HUMAN	tr|A0A8J6G4S3|A0A8J6G4S3_MICOH, tr|A0A8J6GC43|A0A8J6GC43_MICOH
OG0001958	sp|Q9NY27|PP4R2_HUMAN	tr|A0A8J6GB53|A0A8J6GB53_MICOH, tr|A0A8J6KIZ9|A0A8J6KIZ9_MICOH
OG0001959	sp|Q9UHB9|SRP68_HUMAN	tr|A0A8J6KNH9|A0A8J6KNH9_MICOH, tr|A0A8J6GWX1|A0A8J6GWX1_MICOH
OG0001960	sp|Q9UL26|RB22A_HUMAN, sp|Q13636|RAB31_HUMAN	tr|A0A8J6G9M6|A0A8J6G9M6_MICOH
OG0001961	sp|A1A4F0|S66AL_HUMAN, sp|Q6ZP29|LAAT1_HUMAN	tr|A0A8J6G412|A0A8J6G412_MICOH
OG0001962	sp|A6NGW2|STRCL_HUMAN, sp|Q7RTU9|STRC_HUMAN	tr|A0A8J6G2P2|A0A8J6G2P2_MICOH
OG0001963	sp|O14810|CPLX1_HUMAN, sp|Q6PUV4|CPLX2_HUMAN	tr|A0A8J6GS74|A0A8J6GS74_MICOH
OG0001964	sp|P08311|CATG_HUMAN, sp|P23946|CMA1_HUMAN	tr|A0A8J6KX45|A0A8J6KX45_MICOH
OG0001965	sp|P0CB48|UBFL6_HUMAN, sp|P0CB47|UBFL1_HUMAN	tr|A0A8J6L1F8|A0A8J6L1F8_MICOH
OG0001966	sp|Q9Y5U8|MPC1_HUMAN, sp|P0DKB6|MPC1L_HUMAN	tr|A0A8J6FWW3|A0A8J6FWW3_MICOH
OG0001967	sp|P36575|ARRC_HUMAN, sp|P49407|ARRB1_HUMAN	tr|A0A8J6FY09|A0A8J6FY09_MICOH
OG0001968	sp|P51800|CLCKA_HUMAN, sp|P51801|CLCKB_HUMAN	tr|A0A8J6GNJ8|A0A8J6GNJ8_MICOH
OG0001969	sp|Q86XH1|DRC11_HUMAN, sp|A6NCM1|IQCAL_HUMAN	tr|A0A8J6GAE0|A0A8J6GAE0_MICOH
OG0001970	sp|Q86XT9|TM219_HUMAN, sp|Q9NWD8|TM248_HUMAN	tr|A0A8J6KYJ5|A0A8J6KYJ5_MICOH
OG0001971	sp|Q8NBJ9|SIDT2_HUMAN	tr|A0A8J6GYM2|A0A8J6GYM2_MICOH, tr|A0A8J6H1A0|A0A8J6H1A0_MICOH
OG0001972	sp|Q2QD12|RPEL1_HUMAN, sp|Q96AT9|RPE_HUMAN	tr|A0A8J6GAF5|A0A8J6GAF5_MICOH
OG0001973	sp|Q13434|MKRN4_HUMAN, sp|Q9UHC7|MKRN1_HUMAN	tr|A0A8J6GBJ4|A0A8J6GBJ4_MICOH
OG0001974	sp|P0DJH9|RD3L_HUMAN, sp|Q7Z3Z2|RD3_HUMAN	tr|A0A8J6GFN9|A0A8J6GFN9_MICOH
OG0001975	sp|P23381|SYWC_HUMAN	tr|A0A8J6G127|A0A8J6G127_MICOH, tr|A0A8J6KKM9|A0A8J6KKM9_MICOH
OG0001977	sp|Q8NFH3|NUP43_HUMAN, sp|Q53HC9|EIPR1_HUMAN	tr|A0A8J6L279|A0A8J6L279_MICOH
OG0001978	sp|Q7Z4L0|COX8C_HUMAN, sp|P10176|COX8A_HUMAN	tr|A0A8J6KQR5|A0A8J6KQR5_MICOH
OG0001979	sp|Q9NUQ6|SPS2L_HUMAN, sp|Q86XZ4|SPAS2_HUMAN	tr|A0A8J6GH46|A0A8J6GH46_MICOH
OG0001980	sp|Q8NDT2|RB15B_HUMAN	tr|A0A8J6GQY1|A0A8J6GQY1_MICOH, tr|A0A8J6G8X8|A0A8J6G8X8_MICOH
OG0001981	sp|O60663|LMX1B_HUMAN, sp|Q8TE12|LMX1A_HUMAN	tr|A0A8J6GWH7|A0A8J6GWH7_MICOH
OG0001982	sp|Q92888|ARHG1_HUMAN	tr|A0A8J6G9C5|A0A8J6G9C5_MICOH, tr|A0A8J6G0Z1|A0A8J6G0Z1_MICOH
OG0001983	sp|Q96J65|MRP9_HUMAN, sp|Q96J66|MRP8_HUMAN	tr|A0A8J6KSL0|A0A8J6KSL0_MICOH
OG0001984	sp|Q9HCI6|K1586_HUMAN, sp|Q9Y4E5|ZN451_HUMAN	tr|A0A8J6G631|A0A8J6G631_MICOH
OG0001985	sp|Q9NVE5|UBP40_HUMAN	tr|A0A8J6G0U0|A0A8J6G0U0_MICOH, tr|A0A8J6KUF5|A0A8J6KUF5_MICOH
OG0001986	sp|Q9P244|LRFN1_HUMAN, sp|Q96NI6|LRFN5_HUMAN	tr|A0A8J6GLQ0|A0A8J6GLQ0_MICOH
OG0001987	sp|Q9Y5Z9|UBIA1_HUMAN	tr|A0A8J6KR14|A0A8J6KR14_MICOH, tr|A0A8J6KT59|A0A8J6KT59_MICOH
OG0001988	sp|Q8IXB3|TARG1_HUMAN, sp|B4DJY2|TM233_HUMAN	tr|A0A8J6KVQ3|A0A8J6KVQ3_MICOH
OG0001990	sp|P04049|RAF1_HUMAN, sp|P10398|ARAF_HUMAN	tr|A0A8J6L440|A0A8J6L440_MICOH
OG0001991	sp|P0C7V9|ME15P_HUMAN, sp|A6NJ78|MET15_HUMAN	tr|A0A8J6GSX3|A0A8J6GSX3_MICOH
OG0001992	sp|P28335|5HT2C_HUMAN, sp|P28223|5HT2A_HUMAN	tr|A0A8J6H048|A0A8J6H048_MICOH
OG0001993	sp|P58215|LOXL3_HUMAN	tr|A0A8J6L0Y1|A0A8J6L0Y1_MICOH, tr|A0A8J6GDB3|A0A8J6GDB3_MICOH
OG0001994	sp|P78417|GSTO1_HUMAN, sp|Q9H4Y5|GSTO2_HUMAN	tr|A0A8J6G219|A0A8J6G219_MICOH
OG0001995	sp|A8MUH7|PDZ1P_HUMAN, sp|Q5T2W1|NHRF3_HUMAN	tr|A0A8J6KV73|A0A8J6KV73_MICOH
OG0001996	sp|Q7L8J4|3BP5L_HUMAN	tr|A0A8J6KW30|A0A8J6KW30_MICOH, tr|A0A8J6KMC2|A0A8J6KMC2_MICOH
OG0001997	sp|Q9NTZ6|RBM12_HUMAN, sp|Q8IXT5|RB12B_HUMAN	tr|A0A8J6GTT1|A0A8J6GTT1_MICOH
OG0001998	sp|Q8N1G1|REXO1_HUMAN	tr|A0A8J6G5L5|A0A8J6G5L5_MICOH, tr|A0A8J6GPR1|A0A8J6GPR1_MICOH
OG0002000	sp|Q9Y5J5|PHLA3_HUMAN, sp|Q8WV24|PHLA1_HUMAN	tr|A0A8J6H0E0|A0A8J6H0E0_MICOH
OG0002001	sp|Q96GE4|CEP95_HUMAN	tr|A0A8J6GCT5|A0A8J6GCT5_MICOH, tr|A0A8J6G171|A0A8J6G171_MICOH
OG0002003	tr|A0A2R8YED5|A0A2R8YED5_HUMAN	tr|A0A8J6KXD3|A0A8J6KXD3_MICOH, tr|A0A8J6L2C0|A0A8J6L2C0_MICOH
OG0002004	sp|A0FGR8|ESYT2_HUMAN	tr|A0A8J6G6R9|A0A8J6G6R9_MICOH, tr|A0A8J6L4J9|A0A8J6L4J9_MICOH
OG0002005	sp|O14929|HAT1_HUMAN	tr|A0A8J6FV31|A0A8J6FV31_MICOH, tr|A0A8J6KL01|A0A8J6KL01_MICOH
OG0002006	sp|O75474|FRAT2_HUMAN, sp|Q92837|FRAT1_HUMAN	tr|A0A8J6G6B4|A0A8J6G6B4_MICOH
OG0002007	sp|P13224|GP1BB_HUMAN, sp|Q7Z2Q7|LRR70_HUMAN	tr|A0A8J6G396|A0A8J6G396_MICOH
OG0002008	sp|Q13129|RLF_HUMAN, sp|O60281|ZN292_HUMAN	tr|A0A8J6GNN1|A0A8J6GNN1_MICOH
OG0002009	sp|Q9NX40|OCAD1_HUMAN, sp|Q56VL3|OCAD2_HUMAN	tr|A0A8J6H273|A0A8J6H273_MICOH
OG0002011	sp|Q96JM3|CHAP1_HUMAN	tr|A0A8J6G0Y6|A0A8J6G0Y6_MICOH, tr|A0A8J6G5B5|A0A8J6G5B5_MICOH
OG0002012	sp|Q8N0U8|VKORL_HUMAN, sp|Q9BQB6|VKOR1_HUMAN	tr|A0A8J6KTM0|A0A8J6KTM0_MICOH
OG0002014	sp|Q9H115|SNAB_HUMAN, sp|P54920|SNAA_HUMAN	tr|A0A8J6G0Q4|A0A8J6G0Q4_MICOH
OG0002015	sp|Q9NYL9|TMOD3_HUMAN, sp|Q9NZR1|TMOD2_HUMAN	tr|A0A8J6GXD7|A0A8J6GXD7_MICOH
OG0002016	sp|Q8WWQ2|HPSE2_HUMAN, sp|Q9Y251|HPSE_HUMAN	tr|A0A8J6GL02|A0A8J6GL02_MICOH
OG0002017	sp|O00458|IFRD1_HUMAN, sp|Q12894|IFRD2_HUMAN	tr|A0A8J6GNS3|A0A8J6GNS3_MICOH
