Orthogroup	Homo_sapiens	Theropithecus_gelada
OG0001813	sp|A6NHX0|CAST2_HUMAN, sp|Q8NAP1|CAST3_HUMAN	tr|A0A8D2ECH6|A0A8D2ECH6_THEGE
OG0001814	sp|O76095|JTB_HUMAN	tr|A0A8D2K4T0|A0A8D2K4T0_THEGE, tr|A0A8D2G5K8|A0A8D2G5K8_THEGE
OG0001815	sp|P13984|T2FB_HUMAN	tr|A0A8D2F6U8|A0A8D2F6U8_THEGE, tr|A0A8D2JUP4|A0A8D2JUP4_THEGE
OG0001816	sp|A0A5F9ZHS7|NFILZ_HUMAN, sp|Q16649|NFIL3_HUMAN	tr|A0A8D2E9R5|A0A8D2E9R5_THEGE
OG0001817	sp|Q3MIN7|RGL3_HUMAN, sp|Q9NZL6|RGL1_HUMAN	tr|A0A8D2G3C5|A0A8D2G3C5_THEGE
OG0001818	sp|P41594|GRM5_HUMAN, sp|Q13255|GRM1_HUMAN	tr|A0A8D2GHK9|A0A8D2GHK9_THEGE
OG0001819	sp|Q7L8L6|FAKD5_HUMAN, sp|Q53R41|FAKD1_HUMAN	tr|A0A8D2FFX4|A0A8D2FFX4_THEGE
OG0001820	sp|Q6UX06|OLFM4_HUMAN	tr|A0A8D2FUS5|A0A8D2FUS5_THEGE, tr|A0A8D2EHT2|A0A8D2EHT2_THEGE
OG0001821	sp|Q8N4N3|KLH36_HUMAN, sp|Q8N239|KLH34_HUMAN	tr|A0A8D2FMJ0|A0A8D2FMJ0_THEGE
OG0001822	sp|Q9C0B1|FTO_HUMAN	tr|A0A8D2FY09|A0A8D2FY09_THEGE, tr|A0A8D2GI55|A0A8D2GI55_THEGE
OG0001823	sp|B2RV13|CF97D_HUMAN, sp|A0A1B0GU71|C97D2_HUMAN	tr|A0A8D2F8K3|A0A8D2F8K3_THEGE
OG0001825	sp|P21754|ZP3_HUMAN, sp|Q6PJE2|POZP3_HUMAN	tr|A0A8D2EIF0|A0A8D2EIF0_THEGE
OG0001826	sp|Q15007|FL2D_HUMAN	tr|A0A8D2EBS6|A0A8D2EBS6_THEGE, tr|A0A8D2E2W6|A0A8D2E2W6_THEGE
OG0001827	sp|Q92636|FAN_HUMAN	tr|A0A8D2FM85|A0A8D2FM85_THEGE, tr|A0A8D2GGU4|A0A8D2GGU4_THEGE
OG0001828	sp|O00295|TULP2_HUMAN, sp|P50607|TUB_HUMAN	tr|A0A8D2FNK7|A0A8D2FNK7_THEGE
OG0001829	sp|P14324|FPPS_HUMAN	tr|A0A8D2G4T5|A0A8D2G4T5_THEGE, tr|A0A8D2EH24|A0A8D2EH24_THEGE
OG0001830	sp|Q8TF30|WHAMM_HUMAN, sp|Q1A5X7|WHAL1_HUMAN	tr|A0A8D2EDI0|A0A8D2EDI0_THEGE
OG0001831	sp|Q6P996|PDXD1_HUMAN, sp|Q6P474|PDXD2_HUMAN	tr|A0A8D2G7G7|A0A8D2G7G7_THEGE
OG0001832	sp|Q8N7X8|SIGL1_HUMAN	tr|A0A8D2ECG9|A0A8D2ECG9_THEGE, tr|A0A8D2E778|A0A8D2E778_THEGE
OG0001833	sp|Q8NGK6|O52I1_HUMAN, sp|Q8NH67|O52I2_HUMAN	tr|A0A8D2G2I2|A0A8D2G2I2_THEGE
OG0001834	sp|Q9NXG2|THUM1_HUMAN	tr|A0A8D2GFZ2|A0A8D2GFZ2_THEGE, tr|A0A8D2FQC5|A0A8D2FQC5_THEGE
OG0001835	sp|Q9UDY6|TRI10_HUMAN	tr|A0A8D2JZR8|A0A8D2JZR8_THEGE, tr|A0A8D2F1H7|A0A8D2F1H7_THEGE
OG0001836	sp|Q92817|EVPL_HUMAN, sp|A8MZ36|EVPLL_HUMAN	tr|A0A8D2EA93|A0A8D2EA93_THEGE
OG0001837	sp|Q07955|SRSF1_HUMAN	tr|A0A8D2GF50|A0A8D2GF50_THEGE, tr|A0A8D2FZF6|A0A8D2FZF6_THEGE
OG0001838	sp|Q9Y3L3|3BP1_HUMAN, sp|Q6ZT62|BGIN_HUMAN	tr|A0A8D2EZ93|A0A8D2EZ93_THEGE
OG0001839	sp|O15205|UBD_HUMAN	tr|A0A8D2EGQ1|A0A8D2EGQ1_THEGE, tr|A0A8D2K634|A0A8D2K634_THEGE
OG0001840	sp|P78563|RED1_HUMAN, sp|Q9NS39|RED2_HUMAN	tr|A0A8D2FES5|A0A8D2FES5_THEGE
OG0001841	sp|P18577|RHCE_HUMAN, sp|Q02161|RHD_HUMAN	tr|A0A8D2EN82|A0A8D2EN82_THEGE
OG0001842	sp|Q99613|EIF3C_HUMAN, sp|B5ME19|EIFCL_HUMAN	tr|A0A8D2FBK7|A0A8D2FBK7_THEGE
OG0001843	sp|Q9NTK5|OLA1_HUMAN	tr|A0A8D2FT80|A0A8D2FT80_THEGE, tr|A0A8D2K698|A0A8D2K698_THEGE
OG0001844	sp|Q9UEW3|MARCO_HUMAN	tr|A0A8D2E8V6|A0A8D2E8V6_THEGE, tr|A0A8D2JV68|A0A8D2JV68_THEGE
OG0001845	sp|P48594|SPB4_HUMAN, sp|P29508|SPB3_HUMAN	tr|A0A8D2JZ06|A0A8D2JZ06_THEGE
OG0001846	sp|P50213|IDH3A_HUMAN	tr|A0A8D2FYG4|A0A8D2FYG4_THEGE, tr|A0A8D2E0G7|A0A8D2E0G7_THEGE
OG0001847	sp|Q15517|CDSN_HUMAN	tr|A0A8D2F413|A0A8D2F413_THEGE, tr|A0A8D2JYK3|A0A8D2JYK3_THEGE
OG0001848	sp|Q9ULI2|RIMKB_HUMAN	tr|A0A8D2FI00|A0A8D2FI00_THEGE, tr|A0A8D2EI30|A0A8D2EI30_THEGE
OG0001849	sp|O43760|SNG2_HUMAN, sp|A8MWL6|SNG2L_HUMAN	tr|A0A8D2EJ48|A0A8D2EJ48_THEGE
OG0001850	sp|P0DJ07|PT100_HUMAN	tr|A0A8D2K5T3|A0A8D2K5T3_THEGE, tr|A0A8D2JVP9|A0A8D2JVP9_THEGE
OG0001851	sp|P31512|FMO4_HUMAN	tr|A0A8D2F398|A0A8D2F398_THEGE, tr|A0A8D2ETP0|A0A8D2ETP0_THEGE
OG0001852	sp|Q15543|TAF13_HUMAN	tr|A0A8D2E6G8|A0A8D2E6G8_THEGE, tr|A0A8D2JU31|A0A8D2JU31_THEGE
OG0001853	sp|Q7Z601|GP142_HUMAN, sp|Q6DWJ6|GP139_HUMAN	tr|A0A8D2FZW6|A0A8D2FZW6_THEGE
OG0001854	sp|Q9ULZ2|STAP1_HUMAN, sp|Q9UGK3|STAP2_HUMAN	tr|A0A8D2FQD3|A0A8D2FQD3_THEGE
OG0001855	sp|Q9UNZ5|L10K_HUMAN	tr|A0A8D2FQW3|A0A8D2FQW3_THEGE, tr|A0A8D2EMQ1|A0A8D2EMQ1_THEGE
OG0001856	sp|Q5GH77|XKR3_HUMAN, sp|Q6PP77|XKR2_HUMAN	tr|A0A8D2EU11|A0A8D2EU11_THEGE
OG0001857	sp|Q7Z4W3|KR193_HUMAN, sp|Q8IUB9|KR191_HUMAN	tr|A0A8D2GFX7|A0A8D2GFX7_THEGE
OG0001858	sp|Q8NDY3|ARHL1_HUMAN, sp|P54922|ADPRH_HUMAN	tr|A0A8D2EHW5|A0A8D2EHW5_THEGE
OG0001859	sp|Q9GZT6|CC90B_HUMAN	tr|A0A8D2F9I4|A0A8D2F9I4_THEGE, tr|A0A8D2EDD6|A0A8D2EDD6_THEGE
OG0001860	sp|O75208|COQ9_HUMAN	tr|A0A8D2FSE4|A0A8D2FSE4_THEGE, tr|A0A8D2DYQ4|A0A8D2DYQ4_THEGE
OG0001862	sp|Q86W92|LIPB1_HUMAN	tr|A0A8D2G995|A0A8D2G995_THEGE, tr|A0A8D2GFB4|A0A8D2GFB4_THEGE
OG0001863	sp|Q9H2S5|RNF39_HUMAN	tr|A0A8D2EXQ7|A0A8D2EXQ7_THEGE, tr|A0A8D2F303|A0A8D2F303_THEGE
OG0001864	sp|O14836|TR13B_HUMAN	tr|A0A8D2JTV0|A0A8D2JTV0_THEGE, tr|A0A8D2ECJ4|A0A8D2ECJ4_THEGE
OG0001865	sp|P04271|S100B_HUMAN, sp|Q07283|TRHY_HUMAN	tr|A0A8D2FE14|A0A8D2FE14_THEGE
OG0001866	sp|Q14166|TTL12_HUMAN	tr|A0A8D2EMZ6|A0A8D2EMZ6_THEGE, tr|A0A8D2G3R2|A0A8D2G3R2_THEGE
OG0001867	sp|Q96BR9|ZBT8A_HUMAN, sp|Q8NAP8|ZBT8B_HUMAN	tr|A0A8D2FF20|A0A8D2FF20_THEGE
OG0001868	sp|Q9NPH6|OBP2B_HUMAN, sp|Q9NY56|OBP2A_HUMAN	tr|A0A8D2F046|A0A8D2F046_THEGE
OG0001869	tr|A0A8I5KTY6|A0A8I5KTY6_HUMAN, sp|Q15776|ZKSC8_HUMAN	tr|A0A8D2ED15|A0A8D2ED15_THEGE
OG0001870	sp|P10147|CCL3_HUMAN, sp|P16619|CL3L1_HUMAN	tr|A0A8D2K409|A0A8D2K409_THEGE
OG0001871	sp|Q3ZCQ2|AX2R_HUMAN	tr|A0A8D2GH53|A0A8D2GH53_THEGE, tr|A0A8D2EX49|A0A8D2EX49_THEGE
OG0001872	sp|Q8N6N7|ACBD7_HUMAN	tr|A0A8D2FMT1|A0A8D2FMT1_THEGE, tr|A0A8D2ERU6|A0A8D2ERU6_THEGE
OG0001873	sp|K9M1U5|IFNL4_HUMAN	tr|A0A8D2EC42|A0A8D2EC42_THEGE, tr|A0A8D2EBU3|A0A8D2EBU3_THEGE
OG0001874	sp|P45378|TNNT3_HUMAN, sp|P13805|TNNT1_HUMAN	tr|A0A8D2GFA6|A0A8D2GFA6_THEGE
OG0001875	sp|P46063|RECQ1_HUMAN, sp|O94761|RECQ4_HUMAN	tr|A0A8D2G9U4|A0A8D2G9U4_THEGE
OG0001876	sp|Q9NY57|ST32B_HUMAN, sp|Q8WU08|ST32A_HUMAN	tr|A0A8D2G2Z4|A0A8D2G2Z4_THEGE
OG0001877	sp|Q92527|ANKR7_HUMAN	tr|A0A8D2GJA5|A0A8D2GJA5_THEGE, tr|A0A8D2FKS5|A0A8D2FKS5_THEGE
OG0001878	sp|Q9H2U2|IPYR2_HUMAN	tr|A0A8D2GFZ4|A0A8D2GFZ4_THEGE, tr|A0A8D2FRT8|A0A8D2FRT8_THEGE
OG0001879	sp|Q9UBV8|PEF1_HUMAN	tr|A0A8D2G810|A0A8D2G810_THEGE, tr|A0A8D2K1F2|A0A8D2K1F2_THEGE
OG0001880	sp|Q6PEW1|ZCH12_HUMAN, sp|P0CG32|ZCC18_HUMAN	tr|A0A8D2K4I7|A0A8D2K4I7_THEGE
OG0001881	sp|P25311|ZA2G_HUMAN	tr|A0A8D2F374|A0A8D2F374_THEGE, tr|A0A8D2F141|A0A8D2F141_THEGE
OG0001882	sp|Q5H943|KKLC1_HUMAN	tr|A0A8D2FMU1|A0A8D2FMU1_THEGE, tr|A0A8D2FP60|A0A8D2FP60_THEGE
OG0001883	sp|Q6P9F5|TRI40_HUMAN	tr|A0A8D2K029|A0A8D2K029_THEGE, tr|A0A8D2F1U6|A0A8D2F1U6_THEGE
OG0001884	sp|Q8TCT8|SPP2A_HUMAN	tr|A0A8D2F528|A0A8D2F528_THEGE, tr|A0A8D2F799|A0A8D2F799_THEGE
OG0001885	sp|Q9NR71|ASAH2_HUMAN, sp|P0C7U1|ASA2B_HUMAN	tr|A0A8D2EPT4|A0A8D2EPT4_THEGE
OG0001886	sp|P0DMB1|P23D2_HUMAN, sp|E9PI22|P23D1_HUMAN	tr|A0A8D2F9C5|A0A8D2F9C5_THEGE
OG0001887	sp|O15068|MCF2L_HUMAN, sp|P10911|MCF2_HUMAN	tr|A0A8D2EKP2|A0A8D2EKP2_THEGE
OG0001888	sp|O95376|ARI2_HUMAN	tr|A0A8D2EQ00|A0A8D2EQ00_THEGE, tr|A0A8D2FSF8|A0A8D2FSF8_THEGE
OG0001889	sp|O94812|BAIP3_HUMAN, sp|Q70J99|UN13D_HUMAN	tr|A0A8D2EA27|A0A8D2EA27_THEGE
OG0001890	sp|Q8TDS4|HCAR2_HUMAN, sp|P49019|HCAR3_HUMAN	tr|A0A8D2GCB9|A0A8D2GCB9_THEGE
OG0001891	sp|Q8WZ33|MAFIP_HUMAN, sp|Q8WW24|TEKT4_HUMAN	tr|A0A8D2EJ21|A0A8D2EJ21_THEGE
OG0001892	sp|Q96QA5|GSDMA_HUMAN, sp|Q8TAX9|GSDMB_HUMAN	tr|A0A8D2EHN4|A0A8D2EHN4_THEGE
OG0001893	sp|A0PK00|T120B_HUMAN, sp|Q9BXJ8|TACAN_HUMAN	tr|A0A8D2EKC5|A0A8D2EKC5_THEGE
OG0001894	sp|Q9BZC1|CELF4_HUMAN, sp|Q5SZQ8|CELF3_HUMAN	tr|A0A8D2K6R2|A0A8D2K6R2_THEGE
OG0001895	sp|Q9P032|NDUF4_HUMAN	tr|A0A8D2FQV2|A0A8D2FQV2_THEGE, tr|A0A8D2FYT0|A0A8D2FYT0_THEGE
OG0001896	sp|Q9Y614|ACL7B_HUMAN, sp|Q9Y615|ACL7A_HUMAN	tr|A0A8D2JTP3|A0A8D2JTP3_THEGE
OG0001897	sp|A0A1W2PPK0|CPHL2_HUMAN, sp|A0A1W2PPM1|CPHXL_HUMAN	tr|A0A8D2FA13|A0A8D2FA13_THEGE
OG0001898	sp|P01721|LV657_HUMAN	tr|A0A8D2E0A6|A0A8D2E0A6_THEGE, tr|A0A8D2E6E4|A0A8D2E6E4_THEGE
OG0001899	sp|Q08752|PPID_HUMAN	tr|A0A8D2G7P7|A0A8D2G7P7_THEGE, tr|A0A8D2FJY2|A0A8D2FJY2_THEGE
OG0001900	sp|Q58G82|SY14L_HUMAN, sp|Q8NB59|SYT14_HUMAN	tr|A0A8D2EXJ9|A0A8D2EXJ9_THEGE
OG0001901	sp|Q6DN72|FCRL6_HUMAN	tr|A0A8D2EFL5|A0A8D2EFL5_THEGE, tr|A0A8D2EJM2|A0A8D2EJM2_THEGE
OG0001902	sp|Q8IZU1|FAM9A_HUMAN, sp|Q8IZU0|FAM9B_HUMAN	tr|A0A8D2F713|A0A8D2F713_THEGE
OG0001903	sp|Q8NCW5|NNRE_HUMAN	tr|A0A8D2E2V0|A0A8D2E2V0_THEGE, tr|A0A8D2K3D4|A0A8D2K3D4_THEGE
OG0001904	sp|Q9H993|ARMT1_HUMAN	tr|A0A8D2GEB0|A0A8D2GEB0_THEGE, tr|A0A8D2EQU8|A0A8D2EQU8_THEGE
OG0001905	sp|O15155|BET1_HUMAN	tr|A0A8D2FET5|A0A8D2FET5_THEGE, tr|A0A8D2E821|A0A8D2E821_THEGE
OG0001906	sp|P00480|OTC_HUMAN, sp|P27708|PYR1_HUMAN	tr|A0A8D2G1Q9|A0A8D2G1Q9_THEGE
OG0001907	sp|P37108|SRP14_HUMAN	tr|A0A8D2E1L6|A0A8D2E1L6_THEGE, tr|A0A8D2E7Z2|A0A8D2E7Z2_THEGE
OG0001908	sp|Q49A26|GLYR1_HUMAN	tr|A0A8D2G293|A0A8D2G293_THEGE, tr|A0A8D2FFV5|A0A8D2FFV5_THEGE
OG0001909	sp|Q9HAH1|ZN556_HUMAN, sp|Q8NEP9|ZN555_HUMAN	tr|A0A8D2K182|A0A8D2K182_THEGE
OG0001910	sp|Q8WXF3|REL3_HUMAN, sp|Q9Y5Q6|INSL5_HUMAN	tr|A0A8D2F6X2|A0A8D2F6X2_THEGE
OG0001911	sp|Q8WZ73|RFFL_HUMAN, sp|Q969K3|RNF34_HUMAN	tr|A0A8D2G666|A0A8D2G666_THEGE
OG0001912	sp|Q96CQ1|S2536_HUMAN	tr|A0A8D2JUG7|A0A8D2JUG7_THEGE, tr|A0A8D2EWK3|A0A8D2EWK3_THEGE
OG0001913	sp|Q9Y4E1|WAC2C_HUMAN, sp|Q641Q2|WAC2A_HUMAN	tr|A0A8D2F4B4|A0A8D2F4B4_THEGE
OG0001914	sp|P42830|CXCL5_HUMAN	tr|A0A8D2K234|A0A8D2K234_THEGE, tr|A0A8D2FAF8|A0A8D2FAF8_THEGE
OG0001915	sp|P56557|TM50B_HUMAN	tr|A0A8D2GF40|A0A8D2GF40_THEGE, tr|A0A8D2EIA4|A0A8D2EIA4_THEGE
OG0001916	sp|Q15149|PLEC_HUMAN, sp|P58107|EPIPL_HUMAN	tr|A0A8D2K408|A0A8D2K408_THEGE
OG0001917	sp|Q6NTF7|ABC3H_HUMAN	tr|A0A8D2EZJ4|A0A8D2EZJ4_THEGE, tr|A0A8D2GA98|A0A8D2GA98_THEGE
OG0001918	sp|Q7RTV5|PXL2C_HUMAN	tr|A0A8D2EFB7|A0A8D2EFB7_THEGE, tr|A0A8D2F6Y2|A0A8D2F6Y2_THEGE
OG0001919	sp|Q9GZW5|SCND2_HUMAN, sp|Q96LW9|ZSC31_HUMAN	tr|A0A8D2JVE1|A0A8D2JVE1_THEGE
OG0001920	sp|Q9NRD1|FBX6_HUMAN, sp|Q9H4M3|FBX44_HUMAN	tr|A0A8D2FSE7|A0A8D2FSE7_THEGE
OG0001921	sp|Q9UBC0|HNF6_HUMAN, sp|O60422|ONEC3_HUMAN	tr|A0A8D2FHU4|A0A8D2FHU4_THEGE
OG0001922	sp|P55036|PSMD4_HUMAN	tr|A0A8D2K2Y1|A0A8D2K2Y1_THEGE, tr|A0A8D2EMH9|A0A8D2EMH9_THEGE
OG0001923	sp|Q6FI81|CPIN1_HUMAN	tr|A0A8D2E2V5|A0A8D2E2V5_THEGE, tr|A0A8D2EBB6|A0A8D2EBB6_THEGE
OG0001924	sp|Q96RN5|MED15_HUMAN	tr|A0A8D2EDN5|A0A8D2EDN5_THEGE, tr|A0A8D2JXF3|A0A8D2JXF3_THEGE
OG0001925	sp|Q8NC51|PAIRB_HUMAN	tr|A0A8D2K1V2|A0A8D2K1V2_THEGE, tr|A0A8D2FDW0|A0A8D2FDW0_THEGE
OG0001926	sp|Q9C0K7|STRAB_HUMAN	tr|A0A8D2EF45|A0A8D2EF45_THEGE, tr|A0A8D2GL22|A0A8D2GL22_THEGE
OG0001927	sp|Q9UJG1|MSPD1_HUMAN	tr|A0A8D2JUL0|A0A8D2JUL0_THEGE, tr|A0A8D2JUF6|A0A8D2JUF6_THEGE
OG0001928	sp|P25490|TYY1_HUMAN, sp|O15391|TYY2_HUMAN	tr|A0A8D2ENB7|A0A8D2ENB7_THEGE
OG0001929	sp|P13928|ANXA8_HUMAN, sp|Q5VT79|AXA81_HUMAN	tr|A0A8D2FC68|A0A8D2FC68_THEGE
OG0001930	sp|Q6GTS8|P20D1_HUMAN, sp|Q03154|ACY1_HUMAN	tr|A0A8D2EBN4|A0A8D2EBN4_THEGE
OG0001931	sp|Q8NH08|O10AC_HUMAN, sp|Q9H210|OR2D2_HUMAN	tr|A0A8D2FPT8|A0A8D2FPT8_THEGE
OG0001932	sp|Q9NYV7|T2R16_HUMAN	tr|A0A8D2E4N5|A0A8D2E4N5_THEGE, tr|A0A8D2FNT6|A0A8D2FNT6_THEGE
OG0001934	sp|Q8WXH5|SOCS4_HUMAN, sp|O75159|SOCS5_HUMAN	tr|A0A8D2EZ67|A0A8D2EZ67_THEGE
OG0001935	sp|P40305|IFI27_HUMAN	tr|A0A8D2EHI3|A0A8D2EHI3_THEGE, tr|A0A8D2GKH0|A0A8D2GKH0_THEGE
OG0001936	sp|P55010|IF5_HUMAN	tr|A0A8D2EXK9|A0A8D2EXK9_THEGE, tr|A0A8D2K1D8|A0A8D2K1D8_THEGE
OG0001938	sp|Q86XD5|F131B_HUMAN, sp|Q96AQ9|F131C_HUMAN	tr|A0A8D2E419|A0A8D2E419_THEGE
OG0001939	sp|Q96KM6|Z512B_HUMAN, sp|Q96ME7|ZN512_HUMAN	tr|A0A8D2G1R7|A0A8D2G1R7_THEGE
OG0001940	sp|Q9NUU7|DD19A_HUMAN, sp|Q9UMR2|DD19B_HUMAN	tr|A0A8D2F6L6|A0A8D2F6L6_THEGE
OG0001941	sp|A0A075B6W5|TVA23_HUMAN, sp|P04437|TVA29_HUMAN	tr|A0A8D2FI92|A0A8D2FI92_THEGE
OG0001942	sp|O43768|ENSA_HUMAN	tr|A0A8D2F1C5|A0A8D2F1C5_THEGE, tr|A0A8D2EKJ2|A0A8D2EKJ2_THEGE
OG0001943	sp|P40198|CEAM3_HUMAN, sp|O75871|CEAM4_HUMAN	tr|A0A8D2FWY2|A0A8D2FWY2_THEGE
OG0001944	sp|O76003|GLRX3_HUMAN	tr|A0A8D2GKP8|A0A8D2GKP8_THEGE, tr|A0A8D2F8D9|A0A8D2F8D9_THEGE
OG0001945	sp|O96007|MOC2B_HUMAN	tr|A0A8D2FLC5|A0A8D2FLC5_THEGE, tr|A0A8D2F500|A0A8D2F500_THEGE
OG0001946	sp|Q12905|ILF2_HUMAN	tr|A0A8D2EL30|A0A8D2EL30_THEGE, tr|A0A8D2FNT2|A0A8D2FNT2_THEGE
OG0001947	sp|Q8TAA5|GRPE2_HUMAN	tr|A0A8D2E9B4|A0A8D2E9B4_THEGE, tr|A0A8D2ECW3|A0A8D2ECW3_THEGE
OG0001948	sp|Q9BXA7|TSSK1_HUMAN, sp|Q96PF2|TSSK2_HUMAN	tr|A0A8D2ECX5|A0A8D2ECX5_THEGE
OG0001949	sp|Q9BYG3|MK67I_HUMAN	tr|A0A8D2E113|A0A8D2E113_THEGE, tr|A0A8D2JW99|A0A8D2JW99_THEGE
OG0001950	sp|P0DPB3|SCHI1_HUMAN, sp|B3KU38|IQIP1_HUMAN	tr|A0A8D2E9Q7|A0A8D2E9Q7_THEGE
OG0001951	sp|P52292|IMA1_HUMAN	tr|A0A8D2K863|A0A8D2K863_THEGE, tr|A0A8D2K8L8|A0A8D2K8L8_THEGE
OG0001952	sp|P69891|HBG1_HUMAN, sp|P69892|HBG2_HUMAN	tr|A0A8D2FEE5|A0A8D2FEE5_THEGE
OG0001953	sp|Q9C0G6|DYH6_HUMAN, sp|Q0VDD8|DYH14_HUMAN	tr|A0A8D2FTR7|A0A8D2FTR7_THEGE
OG0001954	sp|Q13573|SNW1_HUMAN	tr|A0A8D2FBX7|A0A8D2FBX7_THEGE, tr|A0A8D2GCK5|A0A8D2GCK5_THEGE
OG0001955	sp|P17010|ZFX_HUMAN, sp|P08048|ZFY_HUMAN	tr|A0A8D2G4J4|A0A8D2G4J4_THEGE
OG0001956	sp|P28074|PSB5_HUMAN	tr|A0A8D2FP05|A0A8D2FP05_THEGE, tr|A0A8D2K4G2|A0A8D2K4G2_THEGE
OG0001957	sp|Q6UWQ7|IGFL2_HUMAN, sp|Q6UXB1|IGFL3_HUMAN	tr|A0A8D2G0B9|A0A8D2G0B9_THEGE
OG0001958	sp|Q8TA86|RP9_HUMAN	tr|A0A8D2FL96|A0A8D2FL96_THEGE, tr|A0A8D2FI11|A0A8D2FI11_THEGE
OG0001959	sp|P35754|GLRX1_HUMAN	tr|A0A8D2EEL4|A0A8D2EEL4_THEGE, tr|A0A8D2FE40|A0A8D2FE40_THEGE
OG0001960	sp|Q96E66|LRC51_HUMAN, sp|Q53EV4|LRC23_HUMAN	tr|A0A8D2ES61|A0A8D2ES61_THEGE
OG0001961	sp|Q9GZS0|DNAI2_HUMAN, sp|Q8IWG1|DNAI3_HUMAN	tr|A0A8D2FNT7|A0A8D2FNT7_THEGE
OG0001962	sp|Q8NFH3|NUP43_HUMAN	tr|A0A8D2FEL9|A0A8D2FEL9_THEGE, tr|A0A8D2K9I6|A0A8D2K9I6_THEGE
OG0001963	sp|Q9GZY4|COA1_HUMAN	tr|A0A8D2EP28|A0A8D2EP28_THEGE, tr|A0A8D2F5H3|A0A8D2F5H3_THEGE
OG0001964	sp|A6NL82|F183A_HUMAN, sp|Q6ZVS7|F183B_HUMAN	tr|A0A8D2GME8|A0A8D2GME8_THEGE
OG0001966	sp|P25800|RBTN1_HUMAN, sp|Q8TAP4|LMO3_HUMAN	tr|A0A8D2FFB5|A0A8D2FFB5_THEGE
OG0001967	sp|Q5JRV8|T255A_HUMAN, sp|Q8WV15|T255B_HUMAN	tr|A0A8D2FUE2|A0A8D2FUE2_THEGE
OG0001968	sp|Q9NV66|TYW1_HUMAN, sp|Q6NUM6|TYW1B_HUMAN	tr|A0A8D2E830|A0A8D2E830_THEGE
OG0001969	sp|Q86Y39|NDUAB_HUMAN	tr|A0A8D2FMR1|A0A8D2FMR1_THEGE, tr|A0A8D2F1F8|A0A8D2F1F8_THEGE
OG0001970	sp|Q9BTT0|AN32E_HUMAN	tr|A0A8D2EMQ6|A0A8D2EMQ6_THEGE, tr|A0A8D2F6Q1|A0A8D2F6Q1_THEGE
OG0001971	sp|Q9UJW3|DNM3L_HUMAN, tr|A0A096LPK6|A0A096LPK6_HUMAN	tr|A0A8D2FS02|A0A8D2FS02_THEGE
OG0001972	sp|P11117|PPAL_HUMAN, sp|Q9BZG2|PPAT_HUMAN	tr|A0A8D2GBY2|A0A8D2GBY2_THEGE
OG0001973	sp|P34972|CNR2_HUMAN, sp|P21554|CNR1_HUMAN	tr|A0A8D2EEC6|A0A8D2EEC6_THEGE
OG0001974	sp|Q4VC31|MIX23_HUMAN	tr|A0A8D2EQI3|A0A8D2EQI3_THEGE, tr|A0A8D2GEC5|A0A8D2GEC5_THEGE
OG0001975	sp|Q8IXK2|GLT12_HUMAN, sp|Q8N4A0|GALT4_HUMAN	tr|A0A8D2EA54|A0A8D2EA54_THEGE
OG0001976	sp|Q8N1A6|CD033_HUMAN	tr|A0A8D2EVA5|A0A8D2EVA5_THEGE, tr|A0A8D2EYX6|A0A8D2EYX6_THEGE
OG0001977	sp|A8MYP8|ODF3B_HUMAN, sp|Q96PU9|ODF3A_HUMAN	tr|A0A8D2FZF2|A0A8D2FZF2_THEGE
OG0001978	sp|O75151|PHF2_HUMAN	tr|A0A8D2FIK1|A0A8D2FIK1_THEGE, tr|A0A8D2EBM5|A0A8D2EBM5_THEGE
OG0001979	sp|O75152|ZC11A_HUMAN, sp|A0A1B0GTU1|ZC11B_HUMAN	tr|A0A8D2FII2|A0A8D2FII2_THEGE
OG0001980	sp|P07108|ACBP_HUMAN	tr|A0A8D2EQW8|A0A8D2EQW8_THEGE, tr|A0A8D2E8J2|A0A8D2E8J2_THEGE
OG0001981	sp|P19652|A1AG2_HUMAN, sp|P02763|A1AG1_HUMAN	tr|A0A8D2G9W4|A0A8D2G9W4_THEGE
OG0001982	sp|P31944|CASPE_HUMAN	tr|A0A8D2ESR1|A0A8D2ESR1_THEGE, tr|A0A8D2GB06|A0A8D2GB06_THEGE
OG0001983	sp|P82914|RT15_HUMAN	tr|A0A8D2FTK3|A0A8D2FTK3_THEGE, tr|A0A8D2F334|A0A8D2F334_THEGE
OG0001984	sp|Q93075|TATD2_HUMAN	tr|A0A8D2K4V0|A0A8D2K4V0_THEGE, tr|A0A8D2ETV4|A0A8D2ETV4_THEGE
OG0001985	sp|O14548|COX7R_HUMAN	tr|A0A8D2K9W9|A0A8D2K9W9_THEGE, tr|A0A8D2K7P2|A0A8D2K7P2_THEGE
OG0001986	sp|P60608|EFC2_HUMAN, sp|P60507|EFC1_HUMAN	tr|A0A8D2FTT7|A0A8D2FTT7_THEGE
OG0001987	sp|Q5T5B0|LCE3E_HUMAN, sp|Q9BYE3|LCE3D_HUMAN	tr|A0A8D2FK12|A0A8D2FK12_THEGE
OG0001988	sp|Q9C0D4|Z518B_HUMAN, sp|Q6AHZ1|Z518A_HUMAN	tr|A0A8D2GDU1|A0A8D2GDU1_THEGE
OG0001989	sp|Q8N0Y2|ZN444_HUMAN	tr|A0A8D2K4G9|A0A8D2K4G9_THEGE, tr|A0A8D2F7M6|A0A8D2F7M6_THEGE
