Orthogroup	Homo_sapiens	Myotis_lucifugus
OG0002428	sp|P0DPA2|VSIG8_HUMAN, sp|P0DPA3|SNH28_HUMAN	tr|G1P6M8|G1P6M8_MYOLU
OG0002429	sp|P14625|ENPL_HUMAN, sp|Q58FF3|ENPLL_HUMAN	tr|G1QEA2|G1QEA2_MYOLU
OG0002430	sp|P68871|HBB_HUMAN, sp|P02042|HBD_HUMAN	tr|G1QEL0|G1QEL0_MYOLU
OG0002431	sp|Q6DHV7|ADAL_HUMAN	tr|G1PCG6|G1PCG6_MYOLU, tr|G1Q2J3|G1Q2J3_MYOLU
OG0002432	sp|Q7Z410|TMPS9_HUMAN	tr|G1PQI0|G1PQI0_MYOLU, tr|G1PEJ1|G1PEJ1_MYOLU
OG0002433	sp|Q92784|DPF3_HUMAN, sp|Q92782|DPF1_HUMAN	tr|G1NXF8|G1NXF8_MYOLU
OG0002434	sp|Q96P48|ARAP1_HUMAN	tr|G1Q3L2|G1Q3L2_MYOLU, tr|G1NSR9|G1NSR9_MYOLU
OG0002435	sp|Q96P88|GNRR2_HUMAN, sp|P30968|GNRHR_HUMAN	tr|G1PCU6|G1PCU6_MYOLU
OG0002436	sp|Q9UHE8|STEA1_HUMAN, sp|Q6NZ63|STEAL_HUMAN	tr|G1PFH3|G1PFH3_MYOLU
OG0002437	sp|A4D1Z8|GRIFN_HUMAN, sp|P09382|LEG1_HUMAN	tr|G1PPN5|G1PPN5_MYOLU
OG0002438	sp|B2RXH4|BTBDI_HUMAN	tr|G1QAK8|G1QAK8_MYOLU, tr|G1PXS0|G1PXS0_MYOLU
OG0002439	sp|Q9C0J9|BHE41_HUMAN, sp|O14503|BHE40_HUMAN	tr|G1Q2T3|G1Q2T3_MYOLU
OG0002440	sp|P23515|OMGP_HUMAN	tr|G1P6V3|G1P6V3_MYOLU, tr|G1Q623|G1Q623_MYOLU
OG0002441	sp|Q712K3|UB2R2_HUMAN, sp|P49427|UB2R1_HUMAN	tr|G1NXF5|G1NXF5_MYOLU
OG0002442	sp|P56730|NETR_HUMAN	tr|G1Q7U7|G1Q7U7_MYOLU, tr|G1NZ09|G1NZ09_MYOLU
OG0002443	sp|Q6P1M0|S27A4_HUMAN	tr|G1P8V1|G1P8V1_MYOLU, tr|G1QBR0|G1QBR0_MYOLU
OG0002444	sp|Q8N668|COMD1_HUMAN	tr|G1QBV0|G1QBV0_MYOLU, tr|G1QBU8|G1QBU8_MYOLU
OG0002445	sp|Q96CG8|CTHR1_HUMAN	tr|L7N0X9|L7N0X9_MYOLU, tr|G1QFP1|G1QFP1_MYOLU
OG0002447	sp|O60844|ZG16_HUMAN	tr|G1Q7W1|G1Q7W1_MYOLU, tr|G1QBE3|G1QBE3_MYOLU
OG0002448	sp|P33241|LSP1_HUMAN, sp|Q05682|CALD1_HUMAN	tr|G1QAA8|G1QAA8_MYOLU
OG0002449	sp|Q8NBQ5|DHB11_HUMAN, sp|Q7Z5P4|DHB13_HUMAN	tr|G1P9M7|G1P9M7_MYOLU
OG0002450	sp|Q92576|PHF3_HUMAN	tr|G1PJ84|G1PJ84_MYOLU, tr|G1QD28|G1QD28_MYOLU
OG0002451	sp|Q8IYG6|LRC56_HUMAN, sp|Q96E66|LRC51_HUMAN	tr|G1PPB5|G1PPB5_MYOLU
OG0002452	sp|P04632|CPNS1_HUMAN, sp|Q96L46|CPNS2_HUMAN	tr|G1Q065|G1Q065_MYOLU
OG0002453	sp|Q9BUD6|SPON2_HUMAN, sp|Q8IVN8|SBSPO_HUMAN	tr|G1PXF8|G1PXF8_MYOLU
OG0002454	sp|Q9P287|BCCIP_HUMAN	tr|G1QC59|G1QC59_MYOLU, tr|G1NUN6|G1NUN6_MYOLU
OG0002455	sp|Q15024|EXOS7_HUMAN, sp|Q96B26|EXOS8_HUMAN	tr|G1PPM4|G1PPM4_MYOLU
OG0002456	sp|Q8NA92|THAP8_HUMAN, sp|Q7Z6K1|THAP5_HUMAN	tr|G1PRL0|G1PRL0_MYOLU
OG0002457	sp|Q6ZMS4|ZN852_HUMAN, sp|Q9P0L1|ZKSC7_HUMAN	tr|G1PHX6|G1PHX6_MYOLU
OG0002458	sp|Q3KP66|INAVA_HUMAN, sp|Q9P2Q2|FRM4A_HUMAN	tr|G1PSU1|G1PSU1_MYOLU
OG0002459	sp|Q9ULI4|KI26A_HUMAN, sp|Q2KJY2|KI26B_HUMAN	tr|G1PFV2|G1PFV2_MYOLU
OG0002460	sp|Q9Y426|C2CD2_HUMAN	tr|G1QBI9|G1QBI9_MYOLU, tr|G1NUU7|G1NUU7_MYOLU
OG0002461	sp|O43315|AQP9_HUMAN	tr|G1NUU1|G1NUU1_MYOLU, tr|G1Q267|G1Q267_MYOLU
OG0002462	sp|P08217|CEL2A_HUMAN, sp|P08218|CEL2B_HUMAN	tr|G1Q790|G1Q790_MYOLU
OG0002463	sp|Q14993|COJA1_HUMAN	tr|G1PY83|G1PY83_MYOLU, tr|G1PHQ5|G1PHQ5_MYOLU
OG0002464	sp|Q96RQ3|MCCA_HUMAN	tr|G1QD83|G1QD83_MYOLU, tr|G1PK67|G1PK67_MYOLU
OG0002466	sp|O95475|SIX6_HUMAN, sp|O95343|SIX3_HUMAN	tr|G1PMB8|G1PMB8_MYOLU
OG0002467	sp|Q6P5Q4|LMOD2_HUMAN, sp|P29536|LMOD1_HUMAN	tr|G1PR51|G1PR51_MYOLU
OG0002468	sp|P41214|EIF2D_HUMAN	tr|G1NVJ2|G1NVJ2_MYOLU, tr|G1PMW7|G1PMW7_MYOLU
OG0002469	sp|Q12836|ZP4_HUMAN, sp|P60852|ZP1_HUMAN	tr|G1PDA8|G1PDA8_MYOLU
OG0002470	sp|Q5H9I0|TFDP3_HUMAN, sp|Q14186|TFDP1_HUMAN	tr|G1PJY9|G1PJY9_MYOLU
OG0002471	sp|Q86VM9|ZCH18_HUMAN	tr|G1Q4C1|G1Q4C1_MYOLU, tr|G1PCB6|G1PCB6_MYOLU
OG0002472	sp|Q8NH63|O51H1_HUMAN	tr|G1QA35|G1QA35_MYOLU, tr|G1Q3U1|G1Q3U1_MYOLU
OG0002473	sp|Q9Y342|PLLP_HUMAN, sp|Q9BSK0|MALD1_HUMAN	tr|G1QCL5|G1QCL5_MYOLU
OG0002474	sp|Q9NS84|CHST7_HUMAN, sp|Q9Y4C5|CHST2_HUMAN	tr|G1Q5C5|G1Q5C5_MYOLU
OG0002475	sp|O00519|FAAH1_HUMAN	tr|G1PZT5|G1PZT5_MYOLU, tr|G1P4T1|G1P4T1_MYOLU
OG0002476	sp|O95155|UBE4B_HUMAN	tr|G1NSN4|G1NSN4_MYOLU, tr|G1Q204|G1Q204_MYOLU
OG0002477	sp|P02585|TNNC2_HUMAN, sp|Q8TD86|CALL6_HUMAN	tr|G1NSV4|G1NSV4_MYOLU
OG0002478	sp|Q9BZ68|FR8P1_HUMAN, sp|Q9BZ67|FRMD8_HUMAN	tr|G1P178|G1P178_MYOLU
OG0002479	sp|Q9UHG0|DCDC2_HUMAN, sp|A8MYV0|DCD2C_HUMAN	tr|G1NXN7|G1NXN7_MYOLU
OG0002480	sp|A1KZ92|PXDNL_HUMAN, sp|Q92626|PXDN_HUMAN	tr|G1P1J1|G1P1J1_MYOLU
OG0002481	sp|P21145|MAL_HUMAN	tr|G1PYQ9|G1PYQ9_MYOLU, tr|L7N1T0|L7N1T0_MYOLU
OG0002482	sp|P84074|HPCA_HUMAN, sp|P37235|HPCL1_HUMAN	tr|L7N0Z1|L7N0Z1_MYOLU
OG0002483	sp|Q96LX8|ZN597_HUMAN, sp|P98182|ZN200_HUMAN	tr|G1PEL6|G1PEL6_MYOLU
OG0002484	sp|Q12899|TRI26_HUMAN, sp|Q9BZY9|TRI31_HUMAN	tr|G1Q9G5|G1Q9G5_MYOLU
OG0002485	sp|Q63HQ2|EGFLA_HUMAN, sp|O00468|AGRIN_HUMAN	tr|G1PLH4|G1PLH4_MYOLU
OG0002486	sp|Q9NS69|TOM22_HUMAN	tr|G1PP12|G1PP12_MYOLU, tr|G1P0W4|G1P0W4_MYOLU
OG0002487	sp|O43172|PRP4_HUMAN	tr|G1PBU8|G1PBU8_MYOLU, tr|G1PS17|G1PS17_MYOLU
OG0002488	sp|P0C7V7|SC11B_HUMAN, sp|P67812|SC11A_HUMAN	tr|G1NYT5|G1NYT5_MYOLU
OG0002489	sp|P15104|GLNA_HUMAN	tr|G1QDN9|G1QDN9_MYOLU, tr|G1QGF1|G1QGF1_MYOLU
OG0002490	sp|Q460N3|PAR15_HUMAN	tr|G1Q3T7|G1Q3T7_MYOLU, tr|G1PB24|G1PB24_MYOLU
OG0002491	sp|Q5JXA9|SIRB2_HUMAN	tr|G1Q3R2|G1Q3R2_MYOLU, tr|G1P6T4|G1P6T4_MYOLU
OG0002492	sp|Q6PH85|DCNL2_HUMAN, sp|Q96GG9|DCNL1_HUMAN	tr|G1PK56|G1PK56_MYOLU
OG0002493	sp|Q86YB7|ECHD2_HUMAN, sp|Q13825|AUHM_HUMAN	tr|G1Q0D8|G1Q0D8_MYOLU
OG0002494	sp|Q9BUB4|ADAT1_HUMAN	tr|G1PRK1|G1PRK1_MYOLU, tr|G1Q6Y1|G1Q6Y1_MYOLU
OG0002495	sp|A6NKB5|PCX2_HUMAN, sp|Q9H6A9|PCX3_HUMAN	tr|G1PC15|G1PC15_MYOLU
OG0002496	sp|P10114|RAP2A_HUMAN, sp|P61225|RAP2B_HUMAN	tr|G1PH24|G1PH24_MYOLU
OG0002497	sp|Q6P6B1|ERIC5_HUMAN	tr|G1PFD6|G1PFD6_MYOLU, tr|G1Q3Q6|G1Q3Q6_MYOLU
OG0002498	sp|Q96GK7|FAH2A_HUMAN, sp|Q6P2I3|FAH2B_HUMAN	tr|G1Q7R9|G1Q7R9_MYOLU
OG0002499	sp|Q9NXV2|KCTD5_HUMAN	tr|G1Q715|G1Q715_MYOLU, tr|G1PRZ6|G1PRZ6_MYOLU
OG0002500	sp|P0CG01|GKN3_HUMAN	tr|G1QDK5|G1QDK5_MYOLU, tr|G1PZM1|G1PZM1_MYOLU
OG0002501	sp|P11309|PIM1_HUMAN, sp|Q86V86|PIM3_HUMAN	tr|G1PQ47|G1PQ47_MYOLU
OG0002502	sp|P30926|ACHB4_HUMAN, sp|P17787|ACHB2_HUMAN	tr|G1P9H2|G1P9H2_MYOLU
OG0002503	sp|P28838|AMPL_HUMAN	tr|G1PYQ5|G1PYQ5_MYOLU, tr|G1NVD8|G1NVD8_MYOLU
OG0002504	sp|Q03014|HHEX_HUMAN	tr|G1QCH8|G1QCH8_MYOLU, tr|G1PMJ8|G1PMJ8_MYOLU
OG0002505	sp|Q2M1P5|KIF7_HUMAN, sp|Q86VH2|KIF27_HUMAN	tr|G1PV21|G1PV21_MYOLU
OG0002506	sp|Q96SE0|ABHD1_HUMAN, sp|Q6UXT9|ABH15_HUMAN	tr|G1NVH0|G1NVH0_MYOLU
OG0002507	sp|P08100|OPSD_HUMAN, sp|Q9H1Y3|OPN3_HUMAN	tr|G1PQS3|G1PQS3_MYOLU
OG0002508	sp|Q9BQ52|RNZ2_HUMAN, sp|Q9H777|RNZ1_HUMAN	tr|G1PNY5|G1PNY5_MYOLU
OG0002509	sp|Q9NQ29|LUC7L_HUMAN, sp|Q9Y383|LC7L2_HUMAN	tr|G1PWM4|G1PWM4_MYOLU
OG0002510	sp|Q9NWZ8|GEMI8_HUMAN	tr|G1Q9G9|G1Q9G9_MYOLU, tr|G1PFA8|G1PFA8_MYOLU
OG0002511	sp|P50552|VASP_HUMAN, sp|Q9UI08|EVL_HUMAN	tr|G1PGQ3|G1PGQ3_MYOLU
OG0002512	sp|A6NNA2|SRRM3_HUMAN, sp|Q9UQ35|SRRM2_HUMAN	tr|G1PQP7|G1PQP7_MYOLU
OG0002513	sp|Q99952|PTN18_HUMAN, sp|Q9Y2R2|PTN22_HUMAN	tr|G1P993|G1P993_MYOLU
OG0002514	sp|P0CG37|CFC1_HUMAN, sp|P0CG36|CFC1B_HUMAN	tr|G1PG73|G1PG73_MYOLU
OG0002515	sp|Q5TAB7|RIPP2_HUMAN, sp|P57055|DSCR6_HUMAN	tr|G1QEI8|G1QEI8_MYOLU
OG0002516	sp|Q15546|PAQRB_HUMAN	tr|G1QDN4|G1QDN4_MYOLU, tr|G1PLH7|G1PLH7_MYOLU
OG0002517	sp|Q9H869|YYAP1_HUMAN, sp|Q3T8J9|GON4L_HUMAN	tr|G1PES6|G1PES6_MYOLU
OG0002518	sp|Q9BZV2|S19A3_HUMAN, sp|Q53S99|CB083_HUMAN	tr|G1PSI5|G1PSI5_MYOLU
OG0002519	sp|Q92696|PGTA_HUMAN, sp|Q8N1F8|S11IP_HUMAN	tr|G1PRJ7|G1PRJ7_MYOLU
OG0002520	sp|Q96RK1|CITE4_HUMAN, sp|Q99966|CITE1_HUMAN	tr|G1P4N8|G1P4N8_MYOLU
OG0002522	sp|Q14627|I13R2_HUMAN, sp|P32927|IL3RB_HUMAN	tr|G1PG14|G1PG14_MYOLU
OG0002523	sp|P43155|CACP_HUMAN	tr|G1PHY2|G1PHY2_MYOLU, tr|G1Q3Y0|G1Q3Y0_MYOLU
OG0002524	sp|Q9UBD3|XCL2_HUMAN, sp|P47992|XCL1_HUMAN	tr|G1PJF5|G1PJF5_MYOLU
OG0002525	sp|Q6IQ16|SPOPL_HUMAN, sp|O43791|SPOP_HUMAN	tr|G1NT08|G1NT08_MYOLU
OG0002526	sp|Q86VY4|TSYL5_HUMAN	tr|G1Q349|G1Q349_MYOLU, tr|G1QDX5|G1QDX5_MYOLU
OG0002527	sp|Q8NFW8|NEUA_HUMAN	tr|G1QG43|G1QG43_MYOLU, tr|G1PXU2|G1PXU2_MYOLU
OG0002528	sp|O15296|LX15B_HUMAN, sp|Q9BYJ1|LOXE3_HUMAN	tr|G1PAI8|G1PAI8_MYOLU
OG0002529	sp|Q9BZF1|OSBL8_HUMAN, sp|Q9H0X9|OSBL5_HUMAN	tr|G1P3U5|G1P3U5_MYOLU
OG0002530	sp|Q9NRR5|UBQL4_HUMAN	tr|G1NXA5|G1NXA5_MYOLU, tr|G1PFA4|G1PFA4_MYOLU
OG0002531	sp|Q9UHR4|BI2L1_HUMAN, sp|Q9UQB8|BAIP2_HUMAN	tr|G1P415|G1P415_MYOLU
OG0002532	sp|A8MXU0|DB108_HUMAN, sp|Q8NET1|D108B_HUMAN	tr|G1PZP0|G1PZP0_MYOLU
OG0002533	sp|P10720|PF4V_HUMAN, sp|P02776|PLF4_HUMAN	tr|G1Q3X8|G1Q3X8_MYOLU
OG0002534	sp|P03951|FA11_HUMAN, sp|P03952|KLKB1_HUMAN	tr|G1PSR3|G1PSR3_MYOLU
OG0002535	sp|P05413|FABPH_HUMAN	sp|Q865F7|FABPH_MYOLU, tr|G1PN78|G1PN78_MYOLU
OG0002536	sp|P35462|DRD3_HUMAN, sp|P21917|DRD4_HUMAN	tr|G1P335|G1P335_MYOLU
OG0002537	sp|P48645|NMU_HUMAN, sp|Q5H8A3|NMS_HUMAN	tr|G1P172|G1P172_MYOLU
OG0002538	sp|P10916|MLRV_HUMAN, sp|Q02045|MYL5_HUMAN	tr|G1PGH2|G1PGH2_MYOLU
OG0002539	sp|Q14324|MYPC2_HUMAN, sp|Q14896|MYPC3_HUMAN	tr|G1PXD3|G1PXD3_MYOLU
OG0002540	sp|Q8N5W9|RFLB_HUMAN, sp|Q6ZTI6|RFLA_HUMAN	tr|G1PKK3|G1PKK3_MYOLU
OG0002541	sp|Q96LI6|HSFY1_HUMAN	tr|G1PS77|G1PS77_MYOLU, tr|G1Q237|G1Q237_MYOLU
OG0002542	sp|Q6PCB0|VWA1_HUMAN, sp|Q9P218|COKA1_HUMAN	tr|G1PGP5|G1PGP5_MYOLU
OG0002543	sp|A6NHQ4|EPOP_HUMAN, sp|Q1XH10|SKDA1_HUMAN	tr|G1Q264|G1Q264_MYOLU
OG0002544	sp|Q9BXT4|TDRD1_HUMAN, sp|O60522|TDRD6_HUMAN	tr|G1PS28|G1PS28_MYOLU
OG0002545	sp|P00367|DHE3_HUMAN, sp|P49448|DHE4_HUMAN	tr|G1PHV8|G1PHV8_MYOLU
OG0002546	sp|Q15833|STXB2_HUMAN, sp|P61764|STXB1_HUMAN	tr|G1PMU1|G1PMU1_MYOLU
OG0002547	sp|P0C866|F91A2_HUMAN, sp|Q658Y4|F91A1_HUMAN	tr|G1NVM2|G1NVM2_MYOLU
OG0002548	sp|O14788|TNF11_HUMAN, sp|Q6UY13|YB003_HUMAN	tr|G1PC89|G1PC89_MYOLU
OG0002549	sp|Q8IUD6|RN135_HUMAN	tr|G1Q3G4|G1Q3G4_MYOLU, tr|L7N1F4|L7N1F4_MYOLU
OG0002550	sp|Q9H5J8|TAF1D_HUMAN	tr|G1PWC5|G1PWC5_MYOLU, tr|L7N1L5|L7N1L5_MYOLU
OG0002551	sp|Q9NZN9|AIPL1_HUMAN, sp|O00170|AIP_HUMAN	tr|G1PHV5|G1PHV5_MYOLU
OG0002552	sp|A0A075B6N1|TVB19_HUMAN	tr|G1PY26|G1PY26_MYOLU, tr|G1QDB9|G1QDB9_MYOLU
OG0002553	sp|P06730|IF4E_HUMAN	tr|G1QA52|G1QA52_MYOLU, tr|G1P3T4|G1P3T4_MYOLU
OG0002554	sp|P11279|LAMP1_HUMAN	tr|G1PRK0|G1PRK0_MYOLU, tr|G1QER0|G1QER0_MYOLU
OG0002556	sp|P51553|IDH3G_HUMAN	tr|G1QFT9|G1QFT9_MYOLU, tr|G1P2G8|G1P2G8_MYOLU
OG0002557	sp|Q56UQ5|TPT1L_HUMAN, sp|P13693|TCTP_HUMAN	tr|G1Q1Z2|G1Q1Z2_MYOLU
OG0002558	sp|Q9NPD3|EXOS4_HUMAN, sp|Q5RKV6|EXOS6_HUMAN	tr|G1Q1A6|G1Q1A6_MYOLU
OG0002559	sp|Q9H1E1|RNAS7_HUMAN, sp|Q8TDE3|RNAS8_HUMAN	tr|G1PQE2|G1PQE2_MYOLU
OG0002560	sp|Q9NQ34|TMM9B_HUMAN	tr|G1QCQ7|G1QCQ7_MYOLU, tr|G1PQM7|G1PQM7_MYOLU
OG0002561	sp|Q9UBX3|DIC_HUMAN, sp|Q02978|M2OM_HUMAN	tr|G1PP67|G1PP67_MYOLU
OG0002562	sp|C9JE40|PATL2_HUMAN, sp|Q86TB9|PATL1_HUMAN	tr|G1PHP6|G1PHP6_MYOLU
OG0002563	sp|Q96Q77|CIB3_HUMAN, sp|O75838|CIB2_HUMAN	tr|G1PU11|G1PU11_MYOLU
OG0002564	sp|P02768|ALBU_HUMAN	tr|G1P2E8|G1P2E8_MYOLU, tr|G1P5R0|G1P5R0_MYOLU
OG0002565	sp|P06727|APOA4_HUMAN, sp|Q6Q788|APOA5_HUMAN	tr|G1PKJ5|G1PKJ5_MYOLU
OG0002566	sp|Q9NVW2|RNF12_HUMAN	tr|G1PY55|G1PY55_MYOLU, tr|G1PMA4|G1PMA4_MYOLU
OG0002567	sp|Q9UGK8|SRGEF_HUMAN	tr|G1PZC4|G1PZC4_MYOLU, tr|G1PAI3|G1PAI3_MYOLU
OG0002568	sp|H7C241|CLD34_HUMAN	tr|G1PYX3|G1PYX3_MYOLU, tr|G1QF46|G1QF46_MYOLU
OG0002569	sp|O76074|PDE5A_HUMAN	tr|G1PLD7|G1PLD7_MYOLU, tr|G1QBH0|G1QBH0_MYOLU
OG0002570	sp|P41145|OPRK_HUMAN, sp|P41146|OPRX_HUMAN	tr|G1PS94|G1PS94_MYOLU
OG0002571	sp|Q13875|MOBP_HUMAN	tr|G1NZS3|G1NZS3_MYOLU, tr|G1QG74|G1QG74_MYOLU
OG0002572	sp|Q6ZTQ4|CDHR3_HUMAN	tr|G1PGH4|G1PGH4_MYOLU, tr|G1QCV4|G1QCV4_MYOLU
OG0002573	sp|Q7L3S4|ZN771_HUMAN	tr|L7N1G0|L7N1G0_MYOLU, tr|G1Q6N7|G1Q6N7_MYOLU
OG0002574	sp|Q8IXX5|T183A_HUMAN, sp|Q1AE95|T183B_HUMAN	tr|G1P809|G1P809_MYOLU
OG0002575	sp|B2RXF5|ZBT42_HUMAN, sp|Q99592|ZBT18_HUMAN	tr|G1PHW4|G1PHW4_MYOLU
OG0002576	sp|Q96Q40|CDK15_HUMAN, sp|O94921|CDK14_HUMAN	tr|G1PX63|G1PX63_MYOLU
OG0002577	sp|P08727|K1C19_HUMAN	tr|G1PRS2|G1PRS2_MYOLU, tr|G1QGE5|G1QGE5_MYOLU
OG0002578	sp|P49221|TGM4_HUMAN, sp|P22735|TGM1_HUMAN	tr|G1PRJ0|G1PRJ0_MYOLU
OG0002579	sp|P27449|VATL_HUMAN	tr|G1QA49|G1QA49_MYOLU, tr|G1Q3D4|G1Q3D4_MYOLU
OG0002580	sp|Q99985|SEM3C_HUMAN, sp|Q13275|SEM3F_HUMAN	tr|G1PG15|G1PG15_MYOLU
OG0002581	sp|Q9H3Q3|G3ST2_HUMAN, sp|Q99999|G3ST1_HUMAN	tr|G1NZZ7|G1NZZ7_MYOLU
OG0002582	sp|Q9BVI4|NOC4L_HUMAN, sp|Q8WTT2|NOC3L_HUMAN	tr|G1QDF5|G1QDF5_MYOLU
OG0002583	sp|Q9NPB1|NT5M_HUMAN, sp|Q8TCD5|NT5C_HUMAN	tr|G1PRR5|G1PRR5_MYOLU
OG0002584	sp|O95297|MPZL1_HUMAN	tr|G1PXX3|G1PXX3_MYOLU, tr|G1PPC9|G1PPC9_MYOLU
OG0002585	sp|Q13009|TIAM1_HUMAN, sp|Q8IVF5|TIAM2_HUMAN	tr|G1PHZ2|G1PHZ2_MYOLU
OG0002586	sp|O60542|PSPN_HUMAN, sp|Q5T4W7|ARTN_HUMAN	tr|G1PSJ1|G1PSJ1_MYOLU
OG0002587	sp|P82987|ATL3_HUMAN, sp|Q8N6G6|ATL1_HUMAN	tr|G1PEU6|G1PEU6_MYOLU
OG0002588	sp|P27105|STOM_HUMAN, sp|Q8TAV4|STML3_HUMAN	tr|G1NSG8|G1NSG8_MYOLU
OG0002589	sp|Q00G26|PLIN5_HUMAN, sp|Q96Q06|PLIN4_HUMAN	tr|G1Q8A5|G1Q8A5_MYOLU
OG0002590	sp|Q9GZV8|PRD14_HUMAN	tr|G1QEJ5|G1QEJ5_MYOLU, tr|G1P9N1|G1P9N1_MYOLU
OG0002591	sp|P21127|CD11B_HUMAN, sp|Q9UQ88|CD11A_HUMAN	tr|G1Q380|G1Q380_MYOLU
OG0002592	sp|O95716|RAB3D_HUMAN	tr|G1PU41|G1PU41_MYOLU, tr|G1Q6L9|G1Q6L9_MYOLU
OG0002593	sp|P12277|KCRB_HUMAN, sp|P06732|KCRM_HUMAN	tr|G1PK65|G1PK65_MYOLU
OG0002594	sp|P01848|TRAC_HUMAN, sp|P0DTU3|TRAR2_HUMAN	tr|G1NZZ6|G1NZZ6_MYOLU
OG0002595	sp|P25787|PSA2_HUMAN	tr|G1PF71|G1PF71_MYOLU, tr|G1Q4J2|G1Q4J2_MYOLU
OG0002596	sp|P54619|AAKG1_HUMAN	tr|G1P256|G1P256_MYOLU, tr|G1PHL1|G1PHL1_MYOLU
OG0002597	sp|Q14005|IL16_HUMAN, sp|O15018|PDZD2_HUMAN	tr|G1P959|G1P959_MYOLU
OG0002598	sp|Q9H1K4|GHC2_HUMAN, sp|Q9H936|GHC1_HUMAN	tr|G1PR04|G1PR04_MYOLU
OG0002599	sp|Q9UHK6|AMACR_HUMAN	tr|G1PYV6|G1PYV6_MYOLU, tr|G1PHZ5|G1PHZ5_MYOLU
OG0002600	tr|A0A3B3IU46|A0A3B3IU46_HUMAN, sp|Q9BTL3|RAMAC_HUMAN	tr|G1PB53|G1PB53_MYOLU
OG0002601	sp|P01160|ANF_HUMAN	tr|G1PJ29|G1PJ29_MYOLU, tr|G1QDP4|G1QDP4_MYOLU
OG0002602	sp|Q96EU7|C1GLC_HUMAN, sp|P0DN25|C1C1L_HUMAN	tr|G1PYY4|G1PYY4_MYOLU
OG0002604	sp|P56539|CAV3_HUMAN, sp|Q03135|CAV1_HUMAN	tr|G1Q4Y9|G1Q4Y9_MYOLU
OG0002605	sp|Q6UXC1|AEGP_HUMAN, sp|Q5VYJ5|MALR1_HUMAN	tr|G1Q5J7|G1Q5J7_MYOLU
OG0002606	sp|Q6P1R3|MSD2_HUMAN	tr|G1Q213|G1Q213_MYOLU, tr|G1NWN5|G1NWN5_MYOLU
OG0002607	sp|Q6PF05|TT23L_HUMAN, sp|Q5W5X9|TTC23_HUMAN	tr|G1PAD6|G1PAD6_MYOLU
OG0002608	sp|Q9H015|S22A4_HUMAN, sp|O76082|S22A5_HUMAN	tr|G1PTZ7|G1PTZ7_MYOLU
OG0002609	sp|A0A0B4J1V7|HV781_HUMAN, sp|A0A0J9YVY3|HV741_HUMAN	tr|G1P875|G1P875_MYOLU
OG0002610	sp|A0JNW5|UH1BL_HUMAN	tr|G1QEE0|G1QEE0_MYOLU, tr|G1PTT0|G1PTT0_MYOLU
OG0002611	sp|A6NMB9|FIGL2_HUMAN, sp|Q5HY92|FIGN_HUMAN	tr|G1PFD4|G1PFD4_MYOLU
OG0002612	sp|P41743|KPCI_HUMAN, sp|Q05513|KPCZ_HUMAN	tr|G1P6M6|G1P6M6_MYOLU
OG0002613	sp|Q99500|S1PR3_HUMAN, sp|O95977|S1PR4_HUMAN	tr|G1P7C1|G1P7C1_MYOLU
OG0002614	sp|Q9H8H0|NOL11_HUMAN	tr|G1QFI3|G1QFI3_MYOLU, tr|G1PMY4|G1PMY4_MYOLU
OG0002615	sp|Q15269|PWP2_HUMAN, tr|A0A0B4J2E5|A0A0B4J2E5_HUMAN	tr|G1P3B5|G1P3B5_MYOLU
OG0002616	sp|P01344|IGF2_HUMAN, sp|P05019|IGF1_HUMAN	tr|G1PI02|G1PI02_MYOLU
OG0002617	sp|P01903|DRA_HUMAN	tr|G1QA54|G1QA54_MYOLU, tr|L7N1N9|L7N1N9_MYOLU
OG0002618	sp|P35813|PPM1A_HUMAN, sp|Q8N819|PPM1N_HUMAN	tr|G1P9A3|G1P9A3_MYOLU
OG0002619	sp|O00204|ST2B1_HUMAN, sp|Q06520|ST2A1_HUMAN	tr|G1PTY5|G1PTY5_MYOLU
OG0002620	sp|P47974|TISD_HUMAN, sp|Q07352|TISB_HUMAN	tr|G1PSP0|G1PSP0_MYOLU
OG0002621	sp|Q9UPN7|PP6R1_HUMAN, sp|Q5H9R7|PP6R3_HUMAN	tr|G1PM33|G1PM33_MYOLU
OG0002622	tr|Q5VVH2|Q5VVH2_HUMAN, sp|P62942|FKB1A_HUMAN	tr|G1Q7D2|G1Q7D2_MYOLU
OG0002623	sp|Q6P5S2|LEG1H_HUMAN	tr|G1NWG8|G1NWG8_MYOLU, tr|G1QDI9|G1QDI9_MYOLU
OG0002624	sp|Q9H814|PHAX_HUMAN	tr|G1NSP6|G1NSP6_MYOLU, tr|G1Q2G3|G1Q2G3_MYOLU
OG0002625	sp|Q9NZP8|C1RL_HUMAN, sp|P00736|C1R_HUMAN	tr|G1PD83|G1PD83_MYOLU
OG0002627	sp|Q6ZSZ5|ARHGI_HUMAN, tr|A0A590UK10|A0A590UK10_HUMAN	tr|G1PRA5|G1PRA5_MYOLU
OG0002628	sp|P55268|LAMB2_HUMAN, sp|P07942|LAMB1_HUMAN	tr|G1PWR0|G1PWR0_MYOLU
OG0002629	sp|P09496|CLCA_HUMAN, sp|P09497|CLCB_HUMAN	tr|G1P7X6|G1P7X6_MYOLU
OG0002630	sp|P39880|CUX1_HUMAN	tr|G1Q8C2|G1Q8C2_MYOLU, tr|G1P8Z2|G1P8Z2_MYOLU
