Orthogroup	Homo_sapiens	Nomascus_leucogenys
OG0003031	sp|O00624|NPT3_HUMAN	tr|G1QRV0|G1QRV0_NOMLE
OG0003032	sp|O15050|TRNK1_HUMAN	tr|G1QY93|G1QY93_NOMLE
OG0003033	sp|O60242|AGRB3_HUMAN	tr|G1QI60|G1QI60_NOMLE
OG0003034	sp|O95274|LYPD3_HUMAN	tr|G1QL02|G1QL02_NOMLE
OG0003035	sp|P00519|ABL1_HUMAN	tr|G1RPU2|G1RPU2_NOMLE
OG0003036	sp|P07492|GRP_HUMAN	tr|G1RAD3|G1RAD3_NOMLE
OG0003037	sp|P10600|TGFB3_HUMAN	tr|G1S3M8|G1S3M8_NOMLE
OG0003038	sp|P10912|GHR_HUMAN	tr|A0A2I3HTG2|A0A2I3HTG2_NOMLE
OG0003039	sp|P11801|KPSH1_HUMAN	tr|G1QYP3|G1QYP3_NOMLE
OG0003040	sp|P12104|FABPI_HUMAN	tr|G1RCQ6|G1RCQ6_NOMLE
OG0003041	sp|P13010|XRCC5_HUMAN	tr|G1R6P0|G1R6P0_NOMLE
OG0003042	sp|P15391|CD19_HUMAN	tr|G1RKT9|G1RKT9_NOMLE
OG0003043	sp|P20036|DPA1_HUMAN	tr|A0A2I3GC09|A0A2I3GC09_NOMLE
OG0003044	sp|P20749|BCL3_HUMAN	tr|A0A2I3HAA6|A0A2I3HAA6_NOMLE
OG0003045	sp|P22692|IBP4_HUMAN	tr|G1QN01|G1QN01_NOMLE
OG0003046	sp|P25445|TNR6_HUMAN	tr|G1RNU4|G1RNU4_NOMLE
OG0003047	sp|P29274|AA2AR_HUMAN	tr|G1S069|G1S069_NOMLE
OG0003048	sp|P38567|HYALP_HUMAN	tr|G1RNI7|G1RNI7_NOMLE
OG0003049	sp|P40855|PEX19_HUMAN	tr|G1RTA6|G1RTA6_NOMLE
OG0003050	sp|P50579|MAP2_HUMAN	tr|G1R1G6|G1R1G6_NOMLE
OG0003051	sp|P50747|BPL1_HUMAN	tr|G1QWZ1|G1QWZ1_NOMLE
OG0003052	sp|P52630|STAT2_HUMAN	tr|A0A2I3G1P6|A0A2I3G1P6_NOMLE
OG0003053	sp|P54849|EMP1_HUMAN	tr|G1QUA9|G1QUA9_NOMLE
OG0003054	sp|P81172|HEPC_HUMAN	tr|A0A2I3G2P6|A0A2I3G2P6_NOMLE
OG0003055	sp|Q08334|I10R2_HUMAN	tr|G1QUL2|G1QUL2_NOMLE
OG0003056	sp|Q0VAQ4|SMAGP_HUMAN	tr|G1S7U6|G1S7U6_NOMLE
OG0003057	sp|Q13118|KLF10_HUMAN	tr|G1QTX4|G1QTX4_NOMLE
OG0003058	sp|Q14314|FGL2_HUMAN	tr|A0A2I3G393|A0A2I3G393_NOMLE
OG0003059	sp|Q4ZIN3|MBRL_HUMAN	tr|G1QKA8|G1QKA8_NOMLE
OG0003060	sp|Q5JVL4|EFHC1_HUMAN	tr|A0A2I3GRD7|A0A2I3GRD7_NOMLE
OG0003061	sp|Q5SRN2|TSBP1_HUMAN	tr|A0A2I3GTE1|A0A2I3GTE1_NOMLE
OG0003062	sp|Q5THR3|EFCB6_HUMAN	tr|G1S0B3|G1S0B3_NOMLE
OG0003063	sp|Q68D10|SPT2_HUMAN	tr|G1S7V8|G1S7V8_NOMLE
OG0003064	sp|Q6JEL2|KLH10_HUMAN	tr|G1RK12|G1RK12_NOMLE
OG0003065	sp|Q6ZN11|ZN793_HUMAN	tr|G1S539|G1S539_NOMLE
OG0003066	sp|Q6ZVC0|NYAP1_HUMAN	tr|G1RM21|G1RM21_NOMLE
OG0003067	sp|Q6ZWJ8|KCP_HUMAN	tr|G1RPE8|G1RPE8_NOMLE
OG0003068	sp|Q7Z4V5|HDGR2_HUMAN	tr|A0A2I3HGR2|A0A2I3HGR2_NOMLE
OG0003069	sp|Q7Z6R9|AP2D_HUMAN	tr|G1QV54|G1QV54_NOMLE
OG0003070	sp|Q86UT6|NLRX1_HUMAN	tr|A0A2I3HHD2|A0A2I3HHD2_NOMLE
OG0003071	sp|Q86XE3|MICU3_HUMAN	tr|G1QPN6|G1QPN6_NOMLE
OG0003072	sp|Q8N1V2|CFA52_HUMAN	tr|G1RGC7|G1RGC7_NOMLE
OG0003073	sp|Q8N4F0|BPIB2_HUMAN	tr|G1RFK8|G1RFK8_NOMLE
OG0003074	sp|Q8N8U9|BMPER_HUMAN	tr|G1RZV2|G1RZV2_NOMLE
OG0003075	sp|Q8N8Z8|ZN441_HUMAN	tr|A0A2I3GAL6|A0A2I3GAL6_NOMLE
OG0003076	sp|Q8NDY8|TMM52_HUMAN	tr|A0A2I3GD68|A0A2I3GD68_NOMLE
OG0003077	sp|Q8NHY6|ZFP28_HUMAN	tr|A0A2I3GYE6|A0A2I3GYE6_NOMLE
OG0003078	sp|Q8TAG5|VTM2A_HUMAN	tr|G1RAL4|G1RAL4_NOMLE
OG0003079	sp|Q8WUA2|PPIL4_HUMAN	tr|G1RZB3|G1RZB3_NOMLE
OG0003080	sp|Q92569|P55G_HUMAN	tr|A0A2I3HP97|A0A2I3HP97_NOMLE
OG0003081	sp|Q96BR5|COA7_HUMAN	tr|A0A2I3HY51|A0A2I3HY51_NOMLE
OG0003082	sp|Q96G30|MRAP2_HUMAN	tr|G1RQH8|G1RQH8_NOMLE
OG0003083	sp|Q96GX1|TECT2_HUMAN	tr|G1QN19|G1QN19_NOMLE
OG0003084	sp|Q96LR2|LURA1_HUMAN	tr|A0A2I3GEP9|A0A2I3GEP9_NOMLE
OG0003085	sp|Q96MK3|FA20A_HUMAN	tr|G1QNQ2|G1QNQ2_NOMLE
OG0003086	sp|Q9BYW2|SETD2_HUMAN	tr|A0A2I3HZZ4|A0A2I3HZZ4_NOMLE
OG0003087	sp|Q9H0W7|THAP2_HUMAN	tr|G1QWL1|G1QWL1_NOMLE
OG0003088	sp|Q9H6Z4|RANB3_HUMAN	tr|G1S114|G1S114_NOMLE
OG0003089	sp|Q9NPQ8|RIC8A_HUMAN	tr|A0A2I3HDK4|A0A2I3HDK4_NOMLE
OG0003090	sp|Q9NU23|LYRM2_HUMAN	tr|A0A2I3H5M4|A0A2I3H5M4_NOMLE
OG0003091	sp|Q9NUD7|CT096_HUMAN	tr|G1REG6|G1REG6_NOMLE
OG0003092	sp|Q9NV23|SAST_HUMAN	tr|A0A2I3HHD3|A0A2I3HHD3_NOMLE
OG0003093	sp|Q9NV35|NUD15_HUMAN	tr|A0A2I3H963|A0A2I3H963_NOMLE
OG0003094	sp|Q9NYK6|EURL_HUMAN	tr|G1QNY9|G1QNY9_NOMLE
OG0003095	sp|Q9Y3T6|R3HC1_HUMAN	tr|G1S1E4|G1S1E4_NOMLE
OG0003096	sp|Q9Y5U5|TNR18_HUMAN	tr|G1QGK8|G1QGK8_NOMLE
OG0003097	sp|Q9Y6A4|CFA20_HUMAN	tr|A0A2I3GY01|A0A2I3GY01_NOMLE
OG0003098	sp|O00743|PPP6_HUMAN	tr|M3Z9R4|M3Z9R4_NOMLE
OG0003099	sp|O43598|DNPH1_HUMAN	tr|G1QI55|G1QI55_NOMLE
OG0003100	sp|O43752|STX6_HUMAN	tr|G1S1P9|G1S1P9_NOMLE
OG0003101	sp|O43827|ANGL7_HUMAN	tr|G1REN5|G1REN5_NOMLE
OG0003102	sp|O75031|HSF2B_HUMAN	tr|A0A2I3HJV5|A0A2I3HJV5_NOMLE
OG0003104	sp|P01178|NEU1_HUMAN	tr|G1R7N3|G1R7N3_NOMLE
OG0003105	sp|P02790|HEMO_HUMAN	tr|G1S6J2|G1S6J2_NOMLE
OG0003106	sp|P08185|CBG_HUMAN	tr|G1S630|G1S630_NOMLE
OG0003107	sp|P08833|IBP1_HUMAN	tr|G1QWG0|G1QWG0_NOMLE
OG0003108	sp|P22897|MRC1_HUMAN	tr|G1QL03|G1QL03_NOMLE
OG0003109	sp|P42224|STAT1_HUMAN	tr|A0A2I3GS73|A0A2I3GS73_NOMLE
OG0003110	sp|P54845|NRL_HUMAN	tr|G1RYV9|G1RYV9_NOMLE
OG0003111	sp|P56282|DPOE2_HUMAN	tr|G1RN11|G1RN11_NOMLE
OG0003112	sp|P57678|GEMI4_HUMAN	tr|G1QI69|G1QI69_NOMLE
OG0003113	sp|P98077|SHC2_HUMAN	tr|G1QIN8|G1QIN8_NOMLE
OG0003114	sp|Q03828|EVX2_HUMAN	tr|G1R237|G1R237_NOMLE
OG0003115	sp|Q075Z2|BSPH1_HUMAN	tr|G1QKU7|G1QKU7_NOMLE
OG0003116	sp|Q07864|DPOE1_HUMAN	tr|A0A2I3GEE1|A0A2I3GEE1_NOMLE
OG0003117	sp|Q13045|FLII_HUMAN	tr|G1RUM3|G1RUM3_NOMLE
OG0003118	sp|Q13415|ORC1_HUMAN	tr|G1S8M9|G1S8M9_NOMLE
OG0003119	sp|Q15650|TRIP4_HUMAN	tr|G1RPI2|G1RPI2_NOMLE
OG0003120	sp|Q502W7|CCD38_HUMAN	tr|G1R1K7|G1R1K7_NOMLE
OG0003121	sp|Q5JTN6|WDR38_HUMAN	tr|A0A2I3GZS1|A0A2I3GZS1_NOMLE
OG0003122	sp|Q5JU67|CF157_HUMAN	tr|G1S6R1|G1S6R1_NOMLE
OG0003123	sp|Q5VZ52|MORN5_HUMAN	tr|G1S5R0|G1S5R0_NOMLE
OG0003124	sp|Q68CL5|TPGS2_HUMAN	tr|A0A2I3GVS2|A0A2I3GVS2_NOMLE
OG0003125	sp|Q6UWY2|PRS57_HUMAN	tr|A0A2I3GTR6|A0A2I3GTR6_NOMLE
OG0003126	sp|Q86TJ5|ZN554_HUMAN	tr|G1QPT5|G1QPT5_NOMLE
OG0003127	sp|Q86TW2|ADCK1_HUMAN	tr|G1S4F5|G1S4F5_NOMLE
OG0003128	sp|Q86X27|RGPS2_HUMAN	tr|G1S042|G1S042_NOMLE
OG0003129	sp|Q8IZ40|RCOR2_HUMAN	tr|G1QXQ0|G1QXQ0_NOMLE
OG0003130	sp|Q8N2U0|TM256_HUMAN	tr|A0A2I3HHC2|A0A2I3HHC2_NOMLE
OG0003131	sp|Q8N531|FBXL6_HUMAN	tr|G1RHZ7|G1RHZ7_NOMLE
OG0003132	sp|Q8N684|CPSF7_HUMAN	tr|G1QQB9|G1QQB9_NOMLE
OG0003133	sp|Q8NEF9|SRFB1_HUMAN	tr|G1RMR5|G1RMR5_NOMLE
OG0003134	sp|Q8NHR7|TERB2_HUMAN	tr|G1R166|G1R166_NOMLE
OG0003135	sp|Q8TAE7|KCNG3_HUMAN	tr|A0A2I3GKI3|A0A2I3GKI3_NOMLE
OG0003136	sp|Q8TER0|SNED1_HUMAN	tr|G1RTR0|G1RTR0_NOMLE
OG0003137	sp|Q8TES7|FBF1_HUMAN	tr|G1QMR3|G1QMR3_NOMLE
OG0003138	sp|Q8WXS5|CCG8_HUMAN	tr|G1R2Z9|G1R2Z9_NOMLE
OG0003139	sp|Q96A54|PAQR1_HUMAN	tr|A0A2I3HSK7|A0A2I3HSK7_NOMLE
OG0003140	sp|Q96EP9|NTCP4_HUMAN	tr|G1S6H8|G1S6H8_NOMLE
OG0003141	sp|Q96JA4|M4A14_HUMAN	tr|A0A2I3HEB7|A0A2I3HEB7_NOMLE
OG0003142	sp|Q96KP4|CNDP2_HUMAN	tr|G1RDJ2|G1RDJ2_NOMLE
OG0003143	sp|Q96LA6|FCRL1_HUMAN	tr|G1RRB7|G1RRB7_NOMLE
OG0003144	sp|Q96MX6|DAA10_HUMAN	tr|A0A2I3HG95|A0A2I3HG95_NOMLE
OG0003145	sp|Q96PD5|PGRP2_HUMAN	tr|G1QH75|G1QH75_NOMLE
OG0003146	sp|Q96Q89|KI20B_HUMAN	tr|G1RP63|G1RP63_NOMLE
OG0003147	sp|Q96QU8|XPO6_HUMAN	tr|G1RLJ3|G1RLJ3_NOMLE
OG0003148	sp|Q9BTC0|DIDO1_HUMAN	tr|G1RFY7|G1RFY7_NOMLE
OG0003149	sp|Q9BYV6|TRI55_HUMAN	tr|G1RI86|G1RI86_NOMLE
OG0003150	sp|Q9GZV5|WWTR1_HUMAN	tr|G1QS27|G1QS27_NOMLE
OG0003151	sp|Q9H9P5|UNKL_HUMAN	tr|G1RBD1|G1RBD1_NOMLE
OG0003152	sp|Q9HB40|RISC_HUMAN	tr|G1R9B9|G1R9B9_NOMLE
OG0003153	sp|Q9HCN2|TPIP1_HUMAN	tr|A0A2I3GNZ4|A0A2I3GNZ4_NOMLE
OG0003154	sp|Q9NPA3|M1IP1_HUMAN	tr|A0A2I3HWT3|A0A2I3HWT3_NOMLE
OG0003155	sp|Q9NQX0|PRDM6_HUMAN	tr|G1RN36|G1RN36_NOMLE
OG0003156	sp|Q9Y4E6|WDR7_HUMAN	tr|A0A2I3GZS7|A0A2I3GZS7_NOMLE
OG0003157	sp|A6NGH7|CC160_HUMAN	tr|G1QMX9|G1QMX9_NOMLE
OG0003158	sp|A6NHS7|MANS4_HUMAN	tr|G1R0L8|G1R0L8_NOMLE
OG0003159	sp|O00233|PSMD9_HUMAN	tr|G1QKS2|G1QKS2_NOMLE
OG0003160	sp|O14545|TRAD1_HUMAN	tr|G1QGM8|G1QGM8_NOMLE
OG0003161	sp|O14639|ABLM1_HUMAN	tr|G1S2Q5|G1S2Q5_NOMLE
OG0003162	sp|O15371|EIF3D_HUMAN	tr|G1RX45|G1RX45_NOMLE
OG0003163	sp|O15379|HDAC3_HUMAN	tr|G1REQ7|G1REQ7_NOMLE
OG0003164	sp|O15400|STX7_HUMAN	tr|G1RWV0|G1RWV0_NOMLE
OG0003165	sp|O43169|CYB5B_HUMAN	tr|A0A2I3HSQ6|A0A2I3HSQ6_NOMLE
OG0003166	sp|O60353|FZD6_HUMAN	tr|G1QUC0|G1QUC0_NOMLE
OG0003167	sp|O75128|COBL_HUMAN	tr|A0A2I3HY14|A0A2I3HY14_NOMLE
OG0003168	sp|O76036|NCTR1_HUMAN	tr|G1RI62|G1RI62_NOMLE
OG0003169	sp|O95363|SYFM_HUMAN	tr|G1RL75|G1RL75_NOMLE
OG0003170	sp|O95620|DUS4L_HUMAN	tr|G1RBQ1|G1RBQ1_NOMLE
OG0003171	sp|O95785|WIZ_HUMAN	tr|G1QZQ7|G1QZQ7_NOMLE
OG0003172	sp|P05160|F13B_HUMAN	tr|G1S8U8|G1S8U8_NOMLE
OG0003173	sp|P09466|PAEP_HUMAN	tr|A0A2I3GPZ0|A0A2I3GPZ0_NOMLE
OG0003174	sp|P09681|GIP_HUMAN	tr|G1QQZ6|G1QQZ6_NOMLE
OG0003175	sp|P10997|IAPP_HUMAN	tr|G1QXX0|G1QXX0_NOMLE
OG0003176	sp|P17275|JUNB_HUMAN	tr|A0A2I3GU43|A0A2I3GU43_NOMLE
OG0003177	sp|P25940|CO5A3_HUMAN	tr|G1RN02|G1RN02_NOMLE
OG0003178	sp|P43657|LPAR6_HUMAN	tr|A0A2I3FQI3|A0A2I3FQI3_NOMLE
OG0003179	sp|P48764|SL9A3_HUMAN	tr|G1RIY7|G1RIY7_NOMLE
OG0003180	sp|P49862|KLK7_HUMAN	tr|A0A2I3GTV1|A0A2I3GTV1_NOMLE
OG0003181	sp|P50539|MXI1_HUMAN	tr|G1RZT8|G1RZT8_NOMLE
OG0003182	sp|P51681|CCR5_HUMAN	sp|O97883|CCR5_NOMLE
OG0003183	sp|P52798|EFNA4_HUMAN	tr|A0A2I3HET1|A0A2I3HET1_NOMLE
OG0003184	sp|P53007|TXTP_HUMAN	tr|A0A2I3HY55|A0A2I3HY55_NOMLE
OG0003185	sp|P56278|MTCP1_HUMAN	tr|G1RWF3|G1RWF3_NOMLE
OG0003186	sp|P59826|BPIB3_HUMAN	tr|G1RFN9|G1RFN9_NOMLE
OG0003187	sp|Q08357|S20A2_HUMAN	tr|A0A2I3HC37|A0A2I3HC37_NOMLE
OG0003188	sp|Q0VG06|FP100_HUMAN	tr|G1RTW6|G1RTW6_NOMLE
OG0003189	sp|Q12918|KLRB1_HUMAN	tr|A0A2I3HVQ3|A0A2I3HVQ3_NOMLE
OG0003190	sp|Q19T08|ECSCR_HUMAN	tr|G1RD79|G1RD79_NOMLE
OG0003191	sp|Q4G0X9|CCD40_HUMAN	tr|G1S062|G1S062_NOMLE
OG0003192	sp|Q6NV74|CRCDL_HUMAN	tr|G1QNH0|G1QNH0_NOMLE
OG0003193	sp|Q6X4U4|SOSD1_HUMAN	tr|G1S2Y8|G1S2Y8_NOMLE
OG0003194	sp|Q6ZN32|ETV3L_HUMAN	tr|G1RR07|G1RR07_NOMLE
OG0003195	sp|Q6ZWE6|PKHM3_HUMAN	tr|G1R670|G1R670_NOMLE
OG0003196	sp|Q70EL2|UBP45_HUMAN	tr|G1RU01|G1RU01_NOMLE
OG0003197	sp|Q7RTS6|OTOP2_HUMAN	tr|G1QI62|G1QI62_NOMLE
OG0003198	sp|Q86SS6|SYT9_HUMAN	tr|G1S6T3|G1S6T3_NOMLE
OG0003199	sp|Q86Z20|CC125_HUMAN	tr|G1QVG4|G1QVG4_NOMLE
OG0003200	sp|Q8IXQ8|PDZD9_HUMAN	tr|G1RNG9|G1RNG9_NOMLE
OG0003201	sp|Q8N205|SYNE4_HUMAN	tr|G1RLL8|G1RLL8_NOMLE
OG0003202	sp|Q8NAA5|LR75A_HUMAN	tr|A0A2I3GRS3|A0A2I3GRS3_NOMLE
OG0003203	sp|Q8TAE8|G45IP_HUMAN	tr|G1RR78|G1RR78_NOMLE
OG0003204	sp|Q8TAG6|VEXIN_HUMAN	tr|G1RIH2|G1RIH2_NOMLE
OG0003205	sp|Q92685|ALG3_HUMAN	tr|G1R321|G1R321_NOMLE
OG0003206	sp|Q96CM8|ACSF2_HUMAN	tr|G1RK97|G1RK97_NOMLE
OG0003207	sp|Q96FH0|BORC8_HUMAN	tr|G1R2U5|G1R2U5_NOMLE
OG0003208	sp|Q96JK2|DCAF5_HUMAN	tr|G1QKP1|G1QKP1_NOMLE
OG0003209	sp|Q96LA5|FCRL2_HUMAN	tr|G1RRA3|G1RRA3_NOMLE
OG0003210	sp|Q99675|CGRF1_HUMAN	tr|G1RQD3|G1RQD3_NOMLE
OG0003211	sp|Q9BRG1|VPS25_HUMAN	tr|G1RM93|G1RM93_NOMLE
OG0003212	sp|Q9BTA9|WAC_HUMAN	tr|G1S592|G1S592_NOMLE
OG0003213	sp|Q9BXS6|NUSAP_HUMAN	tr|G1QTQ7|G1QTQ7_NOMLE
OG0003214	sp|Q9H093|NUAK2_HUMAN	tr|G1RWI3|G1RWI3_NOMLE
OG0003215	sp|Q9H8W4|PKHF2_HUMAN	tr|A0A2I3GPW4|A0A2I3GPW4_NOMLE
OG0003216	sp|Q9HCU9|BRMS1_HUMAN	tr|A0A2I3FSZ8|A0A2I3FSZ8_NOMLE
OG0003217	sp|Q9NQ32|CK016_HUMAN	tr|G1S703|G1S703_NOMLE
OG0003218	sp|Q9NY15|STAB1_HUMAN	tr|A0A2I3GJ75|A0A2I3GJ75_NOMLE
OG0003219	sp|Q9P206|K1522_HUMAN	tr|G1QRH1|G1QRH1_NOMLE
OG0003220	sp|Q9UHY1|NRBP_HUMAN	tr|A0A2I3H608|A0A2I3H608_NOMLE
OG0003221	sp|Q9UMR3|TBX20_HUMAN	tr|G1QLX5|G1QLX5_NOMLE
OG0003222	sp|Q9Y6E7|SIR4_HUMAN	tr|G1S0B4|G1S0B4_NOMLE
OG0003224	sp|A6NFA1|TIKI2_HUMAN	tr|G1S2W6|G1S2W6_NOMLE
OG0003225	sp|O00566|MPP10_HUMAN	tr|G1RH15|G1RH15_NOMLE
OG0003226	sp|O15056|SYNJ2_HUMAN	tr|A0A2I3HQX7|A0A2I3HQX7_NOMLE
OG0003227	sp|O15144|ARPC2_HUMAN	tr|A0A2I3HNF5|A0A2I3HNF5_NOMLE
OG0003228	sp|O15528|CP27B_HUMAN	tr|G1S5V0|G1S5V0_NOMLE
OG0003229	sp|O43248|HXC11_HUMAN	tr|A0A2I3H2U8|A0A2I3H2U8_NOMLE
OG0003230	sp|O43310|CTIF_HUMAN	tr|G1RLA4|G1RLA4_NOMLE
OG0003231	sp|O75347|TBCA_HUMAN	tr|A0A2I3GFF6|A0A2I3GFF6_NOMLE
OG0003232	sp|O75953|DNJB5_HUMAN	tr|A0A2I3HYG3|A0A2I3HYG3_NOMLE
OG0003233	sp|P01100|FOS_HUMAN	tr|A0A2I3HV63|A0A2I3HV63_NOMLE
OG0003234	sp|P04216|THY1_HUMAN	tr|A0A2I3HBV9|A0A2I3HBV9_NOMLE
OG0003235	sp|P05231|IL6_HUMAN	tr|A0A2I3HU53|A0A2I3HU53_NOMLE
OG0003236	sp|P11274|BCR_HUMAN	tr|A0A2I3HS97|A0A2I3HS97_NOMLE
OG0003237	sp|P27487|DPP4_HUMAN	tr|G1QQ71|G1QQ71_NOMLE
OG0003238	sp|P29972|AQP1_HUMAN	tr|A0A2I3I014|A0A2I3I014_NOMLE
OG0003239	sp|P40937|RFC5_HUMAN	tr|G1QHJ2|G1QHJ2_NOMLE
OG0003240	sp|P51460|INSL3_HUMAN	tr|A0A2I3GDK8|A0A2I3GDK8_NOMLE
OG0003241	sp|P57764|GSDMD_HUMAN	tr|G1QM44|G1QM44_NOMLE
OG0003242	sp|Q01831|XPC_HUMAN	tr|G1QYX0|G1QYX0_NOMLE
OG0003243	sp|Q13164|MK07_HUMAN	tr|G1RBW1|G1RBW1_NOMLE
OG0003244	sp|Q13630|FCL_HUMAN	tr|G1QNJ8|G1QNJ8_NOMLE
OG0003245	sp|Q14289|FAK2_HUMAN	tr|G1S2N5|G1S2N5_NOMLE
OG0003246	sp|Q15116|PDCD1_HUMAN	tr|G1R8C2|G1R8C2_NOMLE
OG0003247	sp|Q15813|TBCE_HUMAN	tr|A0A2I3HRZ7|A0A2I3HRZ7_NOMLE
OG0003248	sp|Q16790|CAH9_HUMAN	tr|A0A2I3GE59|A0A2I3GE59_NOMLE
OG0003249	sp|Q2M2I8|AAK1_HUMAN	tr|A0A2I3GB20|A0A2I3GB20_NOMLE
OG0003250	sp|Q2NL68|PRSR3_HUMAN	tr|A0A2I3H8F8|A0A2I3H8F8_NOMLE
OG0003251	sp|Q3B8N5|PROX2_HUMAN	tr|G1S2Q9|G1S2Q9_NOMLE
OG0003252	sp|Q53EZ4|CEP55_HUMAN	tr|A0A2I3GXP1|A0A2I3GXP1_NOMLE
OG0003253	sp|Q5JTW2|CEP78_HUMAN	tr|A0A2I3HMA2|A0A2I3HMA2_NOMLE
OG0003254	sp|Q6UWI2|PARM1_HUMAN	tr|A0A2I3HDE2|A0A2I3HDE2_NOMLE
OG0003255	sp|Q6ZMT1|STAC2_HUMAN	tr|G1QJ30|G1QJ30_NOMLE
OG0003256	sp|Q7L0R7|RNF44_HUMAN	tr|G1RPP3|G1RPP3_NOMLE
OG0003257	sp|Q7Z589|EMSY_HUMAN	tr|A0A2I3I018|A0A2I3I018_NOMLE
OG0003258	sp|Q7Z6K3|PTAR1_HUMAN	tr|A0A2I3H3C2|A0A2I3H3C2_NOMLE
OG0003259	sp|Q7Z6M1|RABEK_HUMAN	tr|G1S6B6|G1S6B6_NOMLE
OG0003260	sp|Q86VD9|PIGZ_HUMAN	tr|G1QMF8|G1QMF8_NOMLE
OG0003261	sp|Q86X83|COMD2_HUMAN	tr|A0A2I3GA29|A0A2I3GA29_NOMLE
OG0003262	sp|Q8IYT4|KATL2_HUMAN	tr|A0A2I3G6M6|A0A2I3G6M6_NOMLE
OG0003263	sp|Q8N336|ELMD1_HUMAN	tr|A0A2I3G1A9|A0A2I3G1A9_NOMLE
OG0003264	sp|Q8N3R3|TCAIM_HUMAN	tr|G1R1X7|G1R1X7_NOMLE
OG0003265	sp|Q8N465|D2HDH_HUMAN	tr|G1R8B6|G1R8B6_NOMLE
OG0003266	sp|Q8N4L1|T151A_HUMAN	tr|A0A2I3HBC5|A0A2I3HBC5_NOMLE
OG0003267	sp|Q8N5M4|TTC9C_HUMAN	tr|A0A2I3GK29|A0A2I3GK29_NOMLE
OG0003268	sp|Q8NEG5|ZSWM2_HUMAN	tr|G1R3Y1|G1R3Y1_NOMLE
OG0003269	sp|Q8NHS3|MFSD8_HUMAN	tr|A0A2I3HLB0|A0A2I3HLB0_NOMLE
OG0003270	sp|Q8TC05|MDM1_HUMAN	tr|G1QTN8|G1QTN8_NOMLE
OG0003271	sp|Q8TC57|M1AP_HUMAN	tr|A0A2I3GA67|A0A2I3GA67_NOMLE
OG0003272	sp|Q8WWL7|CCNB3_HUMAN	tr|G1R9P3|G1R9P3_NOMLE
OG0003273	sp|Q96NW7|LRRC7_HUMAN	tr|G1RDW1|G1RDW1_NOMLE
OG0003274	sp|Q96P44|COLA1_HUMAN	tr|G1QSI7|G1QSI7_NOMLE
OG0003275	sp|Q9BTY2|FUCO2_HUMAN	tr|G1RYM4|G1RYM4_NOMLE
OG0003276	sp|Q9C0I3|CCSE1_HUMAN	tr|A0A2I3HDQ8|A0A2I3HDQ8_NOMLE
OG0003277	sp|Q9HAT2|SIAE_HUMAN	tr|G1R779|G1R779_NOMLE
OG0003278	sp|Q9HCK1|ZDBF2_HUMAN	tr|G1R630|G1R630_NOMLE
OG0003279	sp|Q9NQP4|PFD4_HUMAN	tr|A0A2I3FS34|A0A2I3FS34_NOMLE
OG0003280	sp|Q9NRF2|SH2B1_HUMAN	tr|A0A2I3HK19|A0A2I3HK19_NOMLE
OG0003281	sp|Q9NRS6|SNX15_HUMAN	tr|G1R064|G1R064_NOMLE
OG0003282	sp|Q9NRX3|NUA4L_HUMAN	tr|G1S6D5|G1S6D5_NOMLE
OG0003283	sp|Q9NUJ3|T11L1_HUMAN	tr|G1S8A7|G1S8A7_NOMLE
OG0003284	sp|Q9UBQ5|EIF3K_HUMAN	tr|A0A2I3HRY5|A0A2I3HRY5_NOMLE
OG0003285	sp|Q9Y274|SIA10_HUMAN	tr|A0A2I3FV40|A0A2I3FV40_NOMLE
OG0003286	sp|Q9Y2Z4|SYYM_HUMAN	tr|G1S3V3|G1S3V3_NOMLE
OG0003287	sp|Q9Y394|DHRS7_HUMAN	tr|G1RTN8|G1RTN8_NOMLE
OG0003288	sp|Q9Y5N5|N6MT1_HUMAN	tr|G1QRA3|G1QRA3_NOMLE
OG0003289	tr|A0A1B0GTG8|A0A1B0GTG8_HUMAN	tr|A0A2I3HE39|A0A2I3HE39_NOMLE
OG0003290	sp|O15226|NKRF_HUMAN	tr|A0A2I3GZ16|A0A2I3GZ16_NOMLE
OG0003291	sp|O43182|RHG06_HUMAN	tr|A0A2I3HWR7|A0A2I3HWR7_NOMLE
OG0003292	sp|O43261|LEU1_HUMAN	tr|A0A2I3GXV5|A0A2I3GXV5_NOMLE
OG0003293	sp|O43526|KCNQ2_HUMAN	tr|G1RGA9|G1RGA9_NOMLE
OG0003294	sp|O43766|LIAS_HUMAN	tr|A0A2I3GEA2|A0A2I3GEA2_NOMLE
OG0003295	sp|O75564|JERKY_HUMAN	tr|G1QKQ3|G1QKQ3_NOMLE
OG0003296	sp|O95476|CNEP1_HUMAN	tr|A0A2I3GME0|A0A2I3GME0_NOMLE
OG0003297	sp|O95502|NPTXR_HUMAN	tr|A0A2I3GDY8|A0A2I3GDY8_NOMLE
OG0003298	sp|P08F94|PKHD1_HUMAN	tr|A0A2I3FR50|A0A2I3FR50_NOMLE
OG0003299	sp|P14415|AT1B2_HUMAN	tr|G1RF36|G1RF36_NOMLE
OG0003300	sp|P17040|ZSC20_HUMAN	tr|G1QST2|G1QST2_NOMLE
OG0003301	sp|P19971|TYPH_HUMAN	tr|A0A2I3GYZ4|A0A2I3GYZ4_NOMLE
OG0003302	sp|P26022|PTX3_HUMAN	tr|G1QVJ1|G1QVJ1_NOMLE
