Orthogroup	Homo_sapiens	Monodon_monoceros
OG0001028	sp|Q9NPI7|KRCC1_HUMAN	tr|A0A4V5P8H3|A0A4V5P8H3_MONMO, tr|A0A4U1EIL4|A0A4U1EIL4_MONMO, tr|A0A4U1EGS6|A0A4U1EGS6_MONMO, tr|A0A4V5P9I5|A0A4V5P9I5_MONMO
OG0001029	sp|P17707|DCAM_HUMAN	tr|A0A4U1F456|A0A4U1F456_MONMO, tr|A0A4V5P9D6|A0A4V5P9D6_MONMO, tr|A0A4U1ESQ4|A0A4U1ESQ4_MONMO, tr|A0A4U1F9F7|A0A4U1F9F7_MONMO
OG0001030	sp|Q9BV57|MTND_HUMAN	tr|A0A4V5P8Z1|A0A4V5P8Z1_MONMO, tr|A0A4V5P821|A0A4V5P821_MONMO, tr|A0A4V5PAI7|A0A4V5PAI7_MONMO, tr|A0A4U1EIK7|A0A4U1EIK7_MONMO
OG0001031	sp|P31937|3HIDH_HUMAN	tr|A0A4U1FHF6|A0A4U1FHF6_MONMO, tr|A0A4U1FCG2|A0A4U1FCG2_MONMO, tr|A0A4U1EV61|A0A4U1EV61_MONMO, tr|A0A4U1EDG0|A0A4U1EDG0_MONMO
OG0001032	sp|P50458|LHX2_HUMAN	tr|A0A4U1FCM3|A0A4U1FCM3_MONMO
OG0001032	sp|Q9NQ69|LHX9_HUMAN	tr|A0A4U1ECM4|A0A4U1ECM4_MONMO, tr|A0A4U1EJ02|A0A4U1EJ02_MONMO
OG0001033	sp|Q6P5R6|RL22L_HUMAN	tr|A0A4U1F7A9|A0A4U1F7A9_MONMO, tr|A0A4V5P766|A0A4V5P766_MONMO, tr|A0A4U1EVT0|A0A4U1EVT0_MONMO, tr|A0A4U1EJL1|A0A4U1EJL1_MONMO
OG0001034	sp|Q9H0W9|CK054_HUMAN	tr|A0A4U1FDT3|A0A4U1FDT3_MONMO, tr|A0A4U1EMS3|A0A4U1EMS3_MONMO, tr|A0A4U1EGC9|A0A4U1EGC9_MONMO, tr|A0A4U1FG70|A0A4U1FG70_MONMO
OG0001035	sp|Q92747|ARC1A_HUMAN	tr|A0A4U1F4F6|A0A4U1F4F6_MONMO, tr|A0A4U1FG71|A0A4U1FG71_MONMO, tr|A0A4V5PAC2|A0A4V5PAC2_MONMO, tr|A0A4U1F3J2|A0A4U1F3J2_MONMO
OG0001036	sp|Q5VT66|MARC1_HUMAN	tr|A0A4U1EIY9|A0A4U1EIY9_MONMO
OG0001036	sp|Q969Z3|MARC2_HUMAN	tr|A0A4V5P6A1|A0A4V5P6A1_MONMO, tr|A0A4U1EI41|A0A4U1EI41_MONMO
OG0001037	sp|Q96A05|VATE2_HUMAN	tr|A0A4U1FEM2|A0A4U1FEM2_MONMO
OG0001037	sp|P36543|VATE1_HUMAN	tr|A0A4U1F8G7|A0A4U1F8G7_MONMO, tr|A0A4U1EZT5|A0A4U1EZT5_MONMO
OG0001038	sp|O75608|LYPA1_HUMAN	tr|A0A4U1EWL3|A0A4U1EWL3_MONMO, tr|A0A4U1ENM3|A0A4U1ENM3_MONMO, tr|A0A4U1EFF8|A0A4U1EFF8_MONMO, tr|A0A4U1EF33|A0A4U1EF33_MONMO
OG0001039	sp|P11413|G6PD_HUMAN	tr|A0A4U1ECZ7|A0A4U1ECZ7_MONMO, tr|A0A4U1FD16|A0A4U1FD16_MONMO, tr|A0A4U1FDC5|A0A4U1FDC5_MONMO, tr|A0A4U1FCV6|A0A4U1FCV6_MONMO
OG0001040	sp|Q02846|GUC2D_HUMAN	tr|A0A4U1FGH3|A0A4U1FGH3_MONMO
OG0001040	sp|P51841|GUC2F_HUMAN	tr|A0A4U1EYR4|A0A4U1EYR4_MONMO, tr|A0A4V5P8P2|A0A4V5P8P2_MONMO
OG0001041	sp|Q96S97|MYADM_HUMAN	tr|A0A4U1EZ92|A0A4U1EZ92_MONMO, tr|A0A4U1EZ28|A0A4U1EZ28_MONMO, tr|A0A4U1F820|A0A4U1F820_MONMO, tr|A0A4U1EHP2|A0A4U1EHP2_MONMO
OG0001042	sp|Q9BXJ9|NAA15_HUMAN	tr|A0A4U1FPB0|A0A4U1FPB0_MONMO
OG0001042	sp|Q6N069|NAA16_HUMAN	tr|A0A4V5PA95|A0A4V5PA95_MONMO, tr|A0A4U1FFW2|A0A4U1FFW2_MONMO
OG0001043	sp|Q8NDZ0|BEND2_HUMAN	tr|A0A4U1EBP3|A0A4U1EBP3_MONMO, tr|A0A4U1EY21|A0A4U1EY21_MONMO, tr|A0A4U1FQT1|A0A4U1FQT1_MONMO, tr|A0A4U1F3L9|A0A4U1F3L9_MONMO
OG0001044	sp|Q96NC0|ZMAT2_HUMAN	tr|A0A4U1EZJ5|A0A4U1EZJ5_MONMO, tr|A0A4U1FHI5|A0A4U1FHI5_MONMO, tr|A0A4U1FEV5|A0A4U1FEV5_MONMO, tr|A0A4U1EJ14|A0A4U1EJ14_MONMO
OG0001045	sp|P30086|PEBP1_HUMAN	tr|A0A4U1ELQ0|A0A4U1ELQ0_MONMO, tr|A0A4U1F8A7|A0A4U1F8A7_MONMO, tr|A0A4U1FMF9|A0A4U1FMF9_MONMO, tr|A0A4U1FD37|A0A4U1FD37_MONMO
OG0001046	sp|Q8N8S7|ENAH_HUMAN	tr|A0A4U1EMV0|A0A4U1EMV0_MONMO, tr|A0A4U1FA00|A0A4U1FA00_MONMO, tr|A0A4U1F1W1|A0A4U1F1W1_MONMO, tr|A0A4U1EEJ1|A0A4U1EEJ1_MONMO
OG0001047	sp|P26641|EF1G_HUMAN	tr|A0A4U1FQB9|A0A4U1FQB9_MONMO, tr|A0A4U1F3X1|A0A4U1F3X1_MONMO, tr|A0A4U1EDC3|A0A4U1EDC3_MONMO, tr|A0A4U1FMD1|A0A4U1FMD1_MONMO
OG0001048	sp|P62277|RS13_HUMAN	tr|A0A4U1EJ95|A0A4U1EJ95_MONMO, tr|A0A4V5PA44|A0A4V5PA44_MONMO, tr|A0A4U1EPA9|A0A4U1EPA9_MONMO, tr|A0A4U1FDW2|A0A4U1FDW2_MONMO
OG0001049	sp|P84098|RL19_HUMAN	tr|A0A4U1FHJ8|A0A4U1FHJ8_MONMO, tr|A0A4U1FK52|A0A4U1FK52_MONMO, tr|A0A4U1FFN1|A0A4U1FFN1_MONMO, tr|A0A4U1EUM8|A0A4U1EUM8_MONMO
OG0001050	sp|Q15691|MARE1_HUMAN	tr|A0A4V5P6S1|A0A4V5P6S1_MONMO, tr|A0A4U1EUZ9|A0A4U1EUZ9_MONMO, tr|A0A4U1ENT3|A0A4U1ENT3_MONMO, tr|A0A4U1F1C4|A0A4U1F1C4_MONMO
OG0001051	sp|P61927|RL37_HUMAN	tr|A0A4V5P790|A0A4V5P790_MONMO, tr|A0A4U1FHH6|A0A4U1FHH6_MONMO, tr|A0A4U1ELN7|A0A4U1ELN7_MONMO, tr|A0A4U1FMD2|A0A4U1FMD2_MONMO
OG0001063	sp|Q9H4E5|RHOJ_HUMAN	tr|A0A4U1FLG1|A0A4U1FLG1_MONMO
OG0001063	sp|P17081|RHOQ_HUMAN	tr|A0A4U1ECQ4|A0A4U1ECQ4_MONMO
OG0001064	sp|Q8TF71|MOT10_HUMAN	tr|A0A4U1EG70|A0A4U1EG70_MONMO
OG0001064	sp|P36021|MOT8_HUMAN	tr|A0A4U1ES36|A0A4U1ES36_MONMO
OG0001065	sp|P51172|SCNND_HUMAN	tr|A0A4U1F106|A0A4U1F106_MONMO
OG0001065	sp|P37088|SCNNA_HUMAN	tr|A0A4V6WPC4|A0A4V6WPC4_MONMO
OG0001066	sp|Q09019|DMWD_HUMAN	tr|A0A4U1FTP4|A0A4U1FTP4_MONMO
OG0001066	sp|Q8TBZ3|WDR20_HUMAN	tr|A0A4U1F4W6|A0A4U1F4W6_MONMO
OG0001067	sp|Q13615|MTMR3_HUMAN	tr|A0A4U1F5S6|A0A4U1F5S6_MONMO
OG0001067	sp|Q9NYA4|MTMR4_HUMAN	tr|A0A4U1ECY3|A0A4U1ECY3_MONMO
OG0001068	sp|Q14765|STAT4_HUMAN	tr|A0A4U1FKV8|A0A4U1FKV8_MONMO
OG0001068	sp|P42224|STAT1_HUMAN	tr|A0A4V5PC86|A0A4V5PC86_MONMO
OG0001069	sp|Q8IVV8|NKAI4_HUMAN	tr|A0A4U1F7F0|A0A4U1F7F0_MONMO
OG0001069	sp|Q8N8D7|NKAI3_HUMAN	tr|A0A4U1FEB0|A0A4U1FEB0_MONMO
OG0001070	sp|Q9BWU1|CDK19_HUMAN	tr|A0A4U1F3Z8|A0A4U1F3Z8_MONMO
OG0001070	sp|P49336|CDK8_HUMAN	tr|A0A4U1FTZ7|A0A4U1FTZ7_MONMO
OG0001071	sp|Q9H2E6|SEM6A_HUMAN	tr|A0A4U1EHZ5|A0A4U1EHZ5_MONMO
OG0001071	sp|Q9H3T3|SEM6B_HUMAN	tr|A0A4U1F9Z5|A0A4U1F9Z5_MONMO
OG0001072	sp|Q9H461|FZD8_HUMAN	tr|A0A4U1EQJ5|A0A4U1EQJ5_MONMO
OG0001072	sp|Q13467|FZD5_HUMAN	tr|A0A4U1FL92|A0A4U1FL92_MONMO
OG0001073	sp|Q9NSK0|KLC4_HUMAN	tr|A0A4U1FQT4|A0A4U1FQT4_MONMO
OG0001073	sp|Q07866|KLC1_HUMAN	tr|A0A4U1F547|A0A4U1F547_MONMO
OG0001074	sp|Q9UGC6|RGS17_HUMAN	tr|A0A4V6WPB1|A0A4V6WPB1_MONMO
OG0001074	sp|O76081|RGS20_HUMAN	tr|A0A4V6WNU9|A0A4V6WNU9_MONMO
OG0001075	sp|O75078|ADA11_HUMAN	tr|A0A4U1F585|A0A4U1F585_MONMO
OG0001075	sp|Q9P0K1|ADA22_HUMAN	tr|A0A4U1FMG2|A0A4U1FMG2_MONMO
OG0001076	sp|Q8N370|LAT4_HUMAN	tr|A0A4U1FF41|A0A4U1FF41_MONMO
OG0001076	sp|O75387|LAT3_HUMAN	tr|A0A4U1F9C9|A0A4U1F9C9_MONMO
OG0001077	sp|O00634|NET3_HUMAN	tr|A0A4U1FN25|A0A4U1FN25_MONMO
OG0001077	sp|O95631|NET1_HUMAN	tr|A0A4U1EB24|A0A4U1EB24_MONMO
OG0001078	sp|Q8WVM7|STAG1_HUMAN	tr|A0A4U1EEN2|A0A4U1EEN2_MONMO
OG0001078	sp|Q8N3U4|STAG2_HUMAN	tr|A0A4U1EI15|A0A4U1EI15_MONMO
OG0001079	sp|Q8NGQ5|OR9Q1_HUMAN	tr|A0A4V5P9I1|A0A4V5P9I1_MONMO
OG0001079	sp|Q8NGE9|OR9Q2_HUMAN	tr|A0A4U1F976|A0A4U1F976_MONMO
OG0001080	sp|Q9BWW4|SSBP3_HUMAN, sp|Q9BWG4|SSBP4_HUMAN, sp|P81877|SSBP2_HUMAN	tr|A0A4U1EUN6|A0A4U1EUN6_MONMO
OG0001081	sp|P50443|S26A2_HUMAN	tr|A0A4U1FJ46|A0A4U1FJ46_MONMO
OG0001081	sp|Q9H2B4|S26A1_HUMAN	tr|A0A4U1EVX0|A0A4U1EVX0_MONMO
OG0001082	sp|Q13530|SERC3_HUMAN	tr|A0A4U1F934|A0A4U1F934_MONMO
OG0001082	sp|Q9NRX5|SERC1_HUMAN	tr|A0A4U1FJQ9|A0A4U1FJQ9_MONMO
OG0001083	sp|O94823|AT10B_HUMAN	tr|A0A4U1F803|A0A4U1F803_MONMO
OG0001083	sp|Q9P241|AT10D_HUMAN	tr|A0A4U1FM45|A0A4U1FM45_MONMO
OG0001084	sp|Q9UJW2|TINAG_HUMAN	tr|A0A4U1FE09|A0A4U1FE09_MONMO
OG0001084	sp|Q9GZM7|TINAL_HUMAN	tr|A0A4U1F0A3|A0A4U1F0A3_MONMO
OG0001085	sp|Q99603|TRGV9_HUMAN, sp|A0A0A0MS01|TVG10_HUMAN, sp|A0A075B6L2|TVG11_HUMAN	tr|A0A4U1ESS2|A0A4U1ESS2_MONMO
OG0001086	sp|A1L157|TSN11_HUMAN	tr|A0A4U1FEA4|A0A4U1FEA4_MONMO
OG0001086	sp|P48509|CD151_HUMAN	tr|A0A4U1EML6|A0A4U1EML6_MONMO
OG0001087	sp|O95487|SC24B_HUMAN	tr|A0A4U1FI00|A0A4U1FI00_MONMO
OG0001087	sp|O95486|SC24A_HUMAN	tr|A0A4U1EKD6|A0A4U1EKD6_MONMO
OG0001088	sp|P35222|CTNB1_HUMAN	tr|A0A4U1F6C6|A0A4U1F6C6_MONMO
OG0001088	sp|P14923|PLAK_HUMAN	tr|A0A4U1FK99|A0A4U1FK99_MONMO
OG0001090	sp|P59817|Z280A_HUMAN	tr|A0A4U1F5M0|A0A4U1F5M0_MONMO
OG0001090	sp|Q86YH2|Z280B_HUMAN	tr|A0A4U1F5T7|A0A4U1F5T7_MONMO
OG0001091	sp|Q8IVW4|CDKL3_HUMAN	tr|A0A4U1EIS9|A0A4U1EIS9_MONMO
OG0001091	sp|Q92772|CDKL2_HUMAN	tr|A0A4U1EWJ1|A0A4U1EWJ1_MONMO
OG0001092	sp|Q96A46|MFRN2_HUMAN	tr|A0A4U1FH63|A0A4U1FH63_MONMO
OG0001092	sp|Q9NYZ2|MFRN1_HUMAN	tr|A0A4U1EN77|A0A4U1EN77_MONMO
OG0001093	sp|Q6PKX4|DOK6_HUMAN, sp|Q9P104|DOK5_HUMAN, sp|Q8TEW6|DOK4_HUMAN	tr|A0A4U1F5B6|A0A4U1F5B6_MONMO
OG0001094	sp|Q93097|WNT2B_HUMAN	tr|A0A4U1FB82|A0A4U1FB82_MONMO
OG0001094	sp|P09544|WNT2_HUMAN	tr|A0A4U1F3I9|A0A4U1F3I9_MONMO
OG0001095	sp|P0C875|F228B_HUMAN	tr|A0A4U1FGG2|A0A4U1FGG2_MONMO
OG0001095	sp|Q86W67|F228A_HUMAN	tr|A0A4U1FG97|A0A4U1FG97_MONMO
OG0001096	sp|Q14623|IHH_HUMAN	tr|A0A4U1EZX8|A0A4U1EZX8_MONMO
OG0001096	sp|Q15465|SHH_HUMAN	tr|A0A4U1FIK3|A0A4U1FIK3_MONMO
OG0001097	sp|Q5T0D9|TPRGL_HUMAN	tr|A0A4U1ES37|A0A4U1ES37_MONMO
OG0001097	sp|Q6ZUI0|TPRG1_HUMAN	tr|A0A4U1EKH8|A0A4U1EKH8_MONMO
OG0001098	sp|Q8TBE9|NANP_HUMAN	tr|A0A4U1FLY3|A0A4U1FLY3_MONMO
OG0001098	sp|Q03188|CENPC_HUMAN	tr|A0A4U1EJK5|A0A4U1EJK5_MONMO
OG0001099	sp|Q9H8M1|CQ10B_HUMAN	tr|A0A4U1FMH8|A0A4U1FMH8_MONMO
OG0001099	sp|Q96MF6|CQ10A_HUMAN	tr|A0A4U1FR55|A0A4U1FR55_MONMO
OG0001100	sp|Q13017|RHG05_HUMAN	tr|A0A4U1FKK3|A0A4U1FKK3_MONMO
OG0001100	sp|Q9NRY4|RHG35_HUMAN	tr|A0A4U1FYS4|A0A4U1FYS4_MONMO
OG0001101	sp|P35612|ADDB_HUMAN	tr|A0A4U1EKL5|A0A4U1EKL5_MONMO
OG0001101	sp|Q9UEY8|ADDG_HUMAN	tr|A0A4U1FDF2|A0A4U1FDF2_MONMO
OG0001102	sp|O15194|CTDSL_HUMAN	tr|A0A4U1FI64|A0A4U1FI64_MONMO
OG0001102	sp|Q9GZU7|CTDS1_HUMAN	tr|A0A4U1ESE8|A0A4U1ESE8_MONMO
OG0001103	sp|P00519|ABL1_HUMAN	tr|A0A4U1F9I5|A0A4U1F9I5_MONMO
OG0001103	sp|P42684|ABL2_HUMAN	tr|A0A4V5PA29|A0A4V5PA29_MONMO
OG0001104	sp|P61812|TGFB2_HUMAN	tr|A0A4U1F590|A0A4U1F590_MONMO
OG0001104	sp|P10600|TGFB3_HUMAN	tr|A0A4U1F3R7|A0A4U1F3R7_MONMO
OG0001105	sp|P20036|DPA1_HUMAN, sp|P01909|DQA1_HUMAN, sp|P01906|DQA2_HUMAN	tr|A0A4U1ER39|A0A4U1ER39_MONMO
OG0001106	sp|P31151|S10A7_HUMAN, sp|Q86SG5|S1A7A_HUMAN, sp|Q5SY68|S1A7B_HUMAN	tr|A0A4U1ENR5|A0A4U1ENR5_MONMO
OG0001107	sp|Q9UM19|HPCL4_HUMAN	tr|A0A4U1EWM4|A0A4U1EWM4_MONMO
OG0001107	sp|P62760|VISL1_HUMAN	tr|A0A4U1EIA4|A0A4U1EIA4_MONMO
OG0001108	sp|Q92800|EZH1_HUMAN	tr|A0A4U1FHL1|A0A4U1FHL1_MONMO
OG0001108	sp|Q15910|EZH2_HUMAN	tr|A0A4U1FMD5|A0A4U1FMD5_MONMO
OG0001109	sp|Q96MK3|FA20A_HUMAN	tr|A0A4U1FI09|A0A4U1FI09_MONMO
OG0001109	sp|Q8IXL6|FA20C_HUMAN	tr|A0A4U1EE77|A0A4U1EE77_MONMO
OG0001110	sp|O95298|NDUC2_HUMAN, sp|E9PQ53|NDUCR_HUMAN	tr|A0A4U1ERX4|A0A4U1ERX4_MONMO, tr|A0A4V5P973|A0A4V5P973_MONMO
OG0001111	sp|P0C860|MS3L2_HUMAN, sp|Q8N5Y2|MS3L1_HUMAN	tr|A0A4U1EDV5|A0A4U1EDV5_MONMO, tr|A0A4V5P9Z9|A0A4V5P9Z9_MONMO
OG0001112	sp|Q6P582|MZT2A_HUMAN, sp|Q6NZ67|MZT2B_HUMAN	tr|A0A4U1F5B1|A0A4U1F5B1_MONMO, tr|A0A4U1F7G4|A0A4U1F7G4_MONMO
OG0001113	sp|Q8N684|CPSF7_HUMAN	tr|A0A4U1FMB4|A0A4U1FMB4_MONMO
OG0001113	sp|Q16630|CPSF6_HUMAN	tr|A0A4U1FAF0|A0A4U1FAF0_MONMO
OG0001114	sp|Q92995|UBP13_HUMAN	tr|A0A4V5P6V2|A0A4V5P6V2_MONMO
OG0001114	sp|P45974|UBP5_HUMAN	tr|A0A4V5PAS5|A0A4V5PAS5_MONMO
OG0001115	sp|Q96KP4|CNDP2_HUMAN	tr|A0A4U1F5W6|A0A4U1F5W6_MONMO
OG0001115	sp|Q96KN2|CNDP1_HUMAN	tr|A0A4U1F5W7|A0A4U1F5W7_MONMO
OG0001116	sp|Q9H9P5|UNKL_HUMAN	tr|A0A4U1FNZ7|A0A4U1FNZ7_MONMO
OG0001116	sp|Q9C0B0|UNK_HUMAN	tr|A0A4U1FSY4|A0A4U1FSY4_MONMO
OG0001117	sp|Q9ULK0|GRID1_HUMAN, sp|O43424|GRID2_HUMAN	tr|A0A4U1EFC0|A0A4U1EFC0_MONMO, tr|A0A4U1EWV2|A0A4U1EWV2_MONMO
OG0001118	sp|Q9NR31|SAR1A_HUMAN	tr|A0A4V5PAL5|A0A4V5PAL5_MONMO
OG0001118	sp|Q9Y6B6|SAR1B_HUMAN	tr|A0A4U1EJD8|A0A4U1EJD8_MONMO
OG0001119	sp|O60353|FZD6_HUMAN	tr|A0A4U1FDM6|A0A4U1FDM6_MONMO
OG0001119	sp|Q9NPG1|FZD3_HUMAN	tr|A0A4U1FID9|A0A4U1FID9_MONMO
OG0001120	sp|P10997|IAPP_HUMAN	tr|A0A4U1FB06|A0A4U1FB06_MONMO
OG0001120	sp|P10092|CALCB_HUMAN	tr|A0A4U1ECS2|A0A4U1ECS2_MONMO
OG0001121	sp|Q08357|S20A2_HUMAN	tr|A0A4U1EUV3|A0A4U1EUV3_MONMO
OG0001121	sp|Q8WUM9|S20A1_HUMAN	tr|A0A4U1EFE1|A0A4U1EFE1_MONMO
OG0001122	sp|Q12918|KLRB1_HUMAN	tr|A0A4U1FQH4|A0A4U1FQH4_MONMO
OG0001122	sp|Q8IZS7|CLCL1_HUMAN	tr|A0A4U1FSA9|A0A4U1FSA9_MONMO
OG0001123	sp|Q02363|ID2_HUMAN, sp|P41134|ID1_HUMAN, sp|Q14602|ID2B_HUMAN	tr|A0A4V5PB20|A0A4V5PB20_MONMO
OG0001124	sp|Q15436|SC23A_HUMAN	tr|A0A4U1FJM6|A0A4U1FJM6_MONMO
OG0001124	sp|Q15437|SC23B_HUMAN	tr|A0A4U1F7M2|A0A4U1F7M2_MONMO
OG0001125	sp|Q8WWU5|TCP11_HUMAN, sp|Q5H9J9|T11X2_HUMAN, sp|B4DZS4|T11X1_HUMAN	tr|A0A4U1FID0|A0A4U1FID0_MONMO
OG0001127	sp|Q9GZT5|WN10A_HUMAN	tr|A0A4U1EG22|A0A4U1EG22_MONMO
OG0001127	sp|O00744|WN10B_HUMAN	tr|A0A4U1EDZ9|A0A4U1EDZ9_MONMO
OG0001128	sp|Q9HC98|NEK6_HUMAN, sp|Q8TDX7|NEK7_HUMAN, sp|O75716|STK16_HUMAN	tr|A0A4U1FCM8|A0A4U1FCM8_MONMO
OG0001129	sp|Q86V40|TIKI1_HUMAN, sp|A6NFA1|TIKI2_HUMAN	tr|A0A4U1ERD6|A0A4U1ERD6_MONMO, tr|A0A4U1FAH0|A0A4U1FAH0_MONMO
OG0001130	sp|O75333|TBX10_HUMAN	tr|A0A4U1ELI8|A0A4U1ELI8_MONMO
OG0001130	sp|O43435|TBX1_HUMAN	tr|A0A4U1F7D8|A0A4U1F7D8_MONMO
OG0001131	sp|O75477|ERLN1_HUMAN	tr|A0A4U1FGY9|A0A4U1FGY9_MONMO
OG0001131	sp|O94905|ERLN2_HUMAN	tr|A0A4U1F5I9|A0A4U1F5I9_MONMO
OG0001132	sp|P27487|DPP4_HUMAN, sp|Q8N608|DPP10_HUMAN, sp|P42658|DPP6_HUMAN	tr|A0A4U1FHE1|A0A4U1FHE1_MONMO
OG0001133	sp|Q9H0F5|RNF38_HUMAN	tr|A0A4U1FDY8|A0A4U1FDY8_MONMO
OG0001133	sp|Q7L0R7|RNF44_HUMAN	tr|A0A4U1EL95|A0A4U1EL95_MONMO
OG0001134	sp|O95067|CCNB2_HUMAN	tr|A0A4U1FGC5|A0A4U1FGC5_MONMO
OG0001134	sp|Q8WWL7|CCNB3_HUMAN	tr|A0A4U1EIP6|A0A4U1EIP6_MONMO
OG0001135	sp|Q96LC7|SIG10_HUMAN, sp|Q96RL6|SIG11_HUMAN, sp|A6NMB1|SIG16_HUMAN	tr|A0A4U1FV62|A0A4U1FV62_MONMO
OG0001136	sp|P04066|FUCO_HUMAN	tr|A0A4U1FS52|A0A4U1FS52_MONMO
OG0001136	sp|Q9BTY2|FUCO2_HUMAN	tr|A0A4U1FQK2|A0A4U1FQK2_MONMO
OG0001137	sp|Q8IYJ1|CPNE9_HUMAN, sp|Q9HCH3|CPNE5_HUMAN, sp|Q86YQ8|CPNE8_HUMAN	tr|A0A4U1F786|A0A4U1F786_MONMO
OG0001138	sp|Q9Y2Z4|SYYM_HUMAN	tr|A0A4U1EX88|A0A4U1EX88_MONMO, tr|A0A4U1FP95|A0A4U1FP95_MONMO, tr|A0A4U1EL51|A0A4U1EL51_MONMO
OG0001139	sp|P31323|KAP3_HUMAN	tr|A0A4U1ETK2|A0A4U1ETK2_MONMO
OG0001139	sp|P13861|KAP2_HUMAN	tr|A0A4U1EHD3|A0A4U1EHD3_MONMO
OG0001140	sp|P62891|RL39_HUMAN, sp|Q96EH5|RL39L_HUMAN, sp|Q59GN2|R39L5_HUMAN	tr|A0A4U1FMY7|A0A4U1FMY7_MONMO
OG0001141	sp|Q13087|PDIA2_HUMAN	tr|A0A4U1FQI4|A0A4U1FQI4_MONMO
OG0001141	sp|P07237|PDIA1_HUMAN	tr|A0A4U1FT62|A0A4U1FT62_MONMO
OG0001142	sp|Q92935|EXTL1_HUMAN	tr|A0A4U1F541|A0A4U1F541_MONMO
OG0001142	sp|Q16394|EXT1_HUMAN	tr|A0A4U1FLL9|A0A4U1FLL9_MONMO
OG0001143	sp|Q5H9L4|TAF7L_HUMAN	tr|A0A4U1EKS8|A0A4U1EKS8_MONMO
OG0001143	sp|Q15545|TAF7_HUMAN	tr|A0A4U1EAZ7|A0A4U1EAZ7_MONMO
OG0001144	sp|Q8NHU3|SMS2_HUMAN	tr|A0A4U1FHL3|A0A4U1FHL3_MONMO
OG0001144	sp|Q86VZ5|SMS1_HUMAN	tr|A0A4U1FSE3|A0A4U1FSE3_MONMO
OG0001145	sp|Q14999|CUL7_HUMAN	tr|A0A4U1FQW5|A0A4U1FQW5_MONMO
OG0001145	sp|Q8IWT3|CUL9_HUMAN	tr|A0A4U1FQH3|A0A4U1FQH3_MONMO
OG0001146	sp|Q96AE4|FUBP1_HUMAN	tr|A0A4V5P9U6|A0A4V5P9U6_MONMO
OG0001146	sp|Q92945|FUBP2_HUMAN	tr|A0A4U1EQY0|A0A4U1EQY0_MONMO
OG0001147	sp|O60447|EVI5_HUMAN	tr|A0A4V5PAL8|A0A4V5PAL8_MONMO
OG0001147	sp|Q96CN4|EVI5L_HUMAN	tr|A0A4U1EDR9|A0A4U1EDR9_MONMO
OG0001148	sp|Q9BX46|RBM24_HUMAN	tr|A0A4U1FPE3|A0A4U1FPE3_MONMO
OG0001148	sp|Q9H0Z9|RBM38_HUMAN	tr|A0A4U1ESU3|A0A4U1ESU3_MONMO
OG0001149	sp|Q9P2J3|KLHL9_HUMAN	tr|A0A4U1EC81|A0A4U1EC81_MONMO
OG0001149	sp|Q9P2N7|KLH13_HUMAN	tr|A0A4U1EU32|A0A4U1EU32_MONMO
OG0001150	sp|Q17RB0|RTL8B_HUMAN, sp|Q9BWD3|RTL8A_HUMAN, sp|A6NKG5|RTL1_HUMAN	tr|A0A4V5P7K5|A0A4V5P7K5_MONMO
OG0001151	sp|O75069|TMCC2_HUMAN	tr|A0A4U1FD60|A0A4U1FD60_MONMO
OG0001151	sp|Q9ULS5|TMCC3_HUMAN	tr|A0A4U1FI58|A0A4U1FI58_MONMO
OG0001152	sp|P15863|PAX1_HUMAN	tr|A0A4U1EFY3|A0A4U1EFY3_MONMO
OG0001152	sp|P55771|PAX9_HUMAN	tr|A0A4U1FJI0|A0A4U1FJI0_MONMO
OG0001153	sp|P62316|SMD2_HUMAN	tr|A0A4V5PB67|A0A4V5PB67_MONMO, tr|A0A4V5P9P5|A0A4V5P9P5_MONMO, tr|A0A4V5PA34|A0A4V5PA34_MONMO
OG0001154	sp|Q5FYB0|ARSJ_HUMAN	tr|A0A4U1F684|A0A4U1F684_MONMO
OG0001154	sp|Q5FYB1|ARSI_HUMAN	tr|A0A4V5P5Z5|A0A4V5P5Z5_MONMO
OG0001155	sp|Q8IVC4|ZN584_HUMAN, sp|Q96HQ0|ZN419_HUMAN, sp|Q6PK81|ZN773_HUMAN	tr|A0A4U1F2A3|A0A4U1F2A3_MONMO
OG0001156	sp|Q86XE0|SNX32_HUMAN	tr|A0A4U1ELE0|A0A4U1ELE0_MONMO
OG0001156	sp|Q9UNH7|SNX6_HUMAN	tr|A0A4V5P848|A0A4V5P848_MONMO
OG0001157	sp|Q8IWU6|SULF1_HUMAN	tr|A0A4U1FHD7|A0A4U1FHD7_MONMO
OG0001157	sp|Q8IWU5|SULF2_HUMAN	tr|A0A4U1EGX4|A0A4U1EGX4_MONMO
OG0001158	sp|Q9BQ39|DDX50_HUMAN, sp|Q9NR30|DDX21_HUMAN	tr|A0A4U1FQY9|A0A4U1FQY9_MONMO, tr|A0A4U1EGI8|A0A4U1EGI8_MONMO
OG0001159	sp|Q9UKB1|FBW1B_HUMAN	tr|A0A4U1ETW7|A0A4U1ETW7_MONMO
OG0001159	sp|Q9Y297|FBW1A_HUMAN	tr|A0A4V5P9L9|A0A4V5P9L9_MONMO
OG0001160	sp|O60243|H6ST1_HUMAN	tr|A0A4U1F4C3|A0A4U1F4C3_MONMO, tr|A0A4U1FSP5|A0A4U1FSP5_MONMO, tr|A0A4U1EU85|A0A4U1EU85_MONMO
