Orthogroup	Homo_sapiens	Rhinopithecus_roxellana
OG0002257	sp|Q68DX3|FRPD2_HUMAN, sp|Q6IN97|FRP2L_HUMAN	tr|A0A2K6R251|A0A2K6R251_RHIRO
OG0002258	sp|Q9BUQ8|DDX23_HUMAN	tr|A0A2K6RXL4|A0A2K6RXL4_RHIRO, tr|A0A2K6NXU2|A0A2K6NXU2_RHIRO
OG0002259	sp|Q9NWY4|HPF1_HUMAN, sp|A8MVJ9|HPF1L_HUMAN	tr|A0A2K6NM00|A0A2K6NM00_RHIRO
OG0002260	sp|Q9Y4H2|IRS2_HUMAN, sp|P35568|IRS1_HUMAN	tr|A0A2K6PL62|A0A2K6PL62_RHIRO
OG0002261	sp|Q7L099|RUFY3_HUMAN	tr|A0A2K6QYJ3|A0A2K6QYJ3_RHIRO, tr|A0A2K6QUV4|A0A2K6QUV4_RHIRO
OG0002262	sp|Q8N2G4|LYPD1_HUMAN	tr|A0A2K6NJL5|A0A2K6NJL5_RHIRO, tr|A0A2K6P7M0|A0A2K6P7M0_RHIRO
OG0002263	sp|Q9BY43|CHM4A_HUMAN, sp|Q96CF2|CHM4C_HUMAN	tr|A0A2K6PER5|A0A2K6PER5_RHIRO
OG0002264	sp|Q9H3V2|MS4A5_HUMAN	tr|A0A2K6Q938|A0A2K6Q938_RHIRO, tr|A0A2K6QI89|A0A2K6QI89_RHIRO
OG0002265	sp|Q9UDV6|ZN212_HUMAN, sp|Q6ZMS7|ZN783_HUMAN	tr|A0A2K6R226|A0A2K6R226_RHIRO
OG0002266	sp|O76094|SRP72_HUMAN	tr|A0A2K6Q4R7|A0A2K6Q4R7_RHIRO, tr|A0A2K6R8L3|A0A2K6R8L3_RHIRO
OG0002267	sp|Q13901|C1D_HUMAN	tr|A0A2K6NY16|A0A2K6NY16_RHIRO, tr|A0A2K6NB05|A0A2K6NB05_RHIRO
OG0002268	sp|Q96KG9|SCYL1_HUMAN	tr|A0A2K6PN19|A0A2K6PN19_RHIRO, tr|A0A2K6RRU9|A0A2K6RRU9_RHIRO
OG0002269	sp|Q9H081|MIS12_HUMAN	tr|A0A2K6NTG7|A0A2K6NTG7_RHIRO, tr|A0A2K6NMH4|A0A2K6NMH4_RHIRO
OG0002270	sp|Q9H213|MAGH1_HUMAN	tr|A0A2K6QCK0|A0A2K6QCK0_RHIRO, tr|A0A2K6P3S9|A0A2K6P3S9_RHIRO
OG0002271	sp|Q7Z692|CEA19_HUMAN	tr|A0A2K6QY66|A0A2K6QY66_RHIRO, tr|A0A2K6QAX4|A0A2K6QAX4_RHIRO
OG0002272	sp|Q8TCT7|SPP2B_HUMAN, sp|Q8IUH8|SPP2C_HUMAN	tr|A0A2K6R1L5|A0A2K6R1L5_RHIRO
OG0002273	sp|A0A096LNP1|D131B_HUMAN, sp|P59861|D131A_HUMAN	tr|A0A2K6QUW5|A0A2K6QUW5_RHIRO
OG0002274	sp|Q9Y2C3|B3GT5_HUMAN, sp|O75752|B3GL1_HUMAN	tr|A0A2K6NYZ4|A0A2K6NYZ4_RHIRO
OG0002275	sp|P0DPF6|CB27B_HUMAN, sp|P0DPF5|CB27A_HUMAN	tr|A0A2K6NAJ5|A0A2K6NAJ5_RHIRO
OG0002276	sp|P10966|CD8B_HUMAN, sp|A6NJW9|CD8B2_HUMAN	tr|A0A2K6P4E9|A0A2K6P4E9_RHIRO
OG0002277	sp|Q8IWR1|TRI59_HUMAN	tr|A0A2K6P1I6|A0A2K6P1I6_RHIRO, tr|A0A2K6RPD4|A0A2K6RPD4_RHIRO
OG0002278	sp|Q8NFZ6|VN1R2_HUMAN	tr|A0A2K6R2P3|A0A2K6R2P3_RHIRO, tr|A0A2K6NG49|A0A2K6NG49_RHIRO
OG0002279	sp|O15529|GPR42_HUMAN, sp|O14843|FFAR3_HUMAN	tr|A0A2K6RG56|A0A2K6RG56_RHIRO
OG0002280	sp|P83881|RL36A_HUMAN	tr|A0A2K6N7A0|A0A2K6N7A0_RHIRO, tr|A0A2K6RP54|A0A2K6RP54_RHIRO
OG0002281	sp|Q16690|DUS5_HUMAN	tr|A0A2K6RC16|A0A2K6RC16_RHIRO, tr|A0A2K6QW55|A0A2K6QW55_RHIRO
OG0002282	sp|Q3ZLR7|SP201_HUMAN, sp|P0C7V6|SP202_HUMAN	tr|A0A2K6NG97|A0A2K6NG97_RHIRO
OG0002283	sp|Q6ZU15|SEP14_HUMAN, sp|C0HM01|RBRP_HUMAN	tr|A0A2K6Q229|A0A2K6Q229_RHIRO
OG0002284	sp|Q86SE5|RALYL_HUMAN	tr|A0A2K6RXS3|A0A2K6RXS3_RHIRO, tr|A0A2K6NNQ2|A0A2K6NNQ2_RHIRO
OG0002285	sp|Q92633|LPAR1_HUMAN	tr|A0A2K6PSM9|A0A2K6PSM9_RHIRO, tr|A0A2K6P3I8|A0A2K6P3I8_RHIRO
OG0002286	sp|Q96CS2|HAUS1_HUMAN	tr|A0A2K6QD39|A0A2K6QD39_RHIRO, tr|A0A2K6R539|A0A2K6R539_RHIRO
OG0002287	sp|Q9HCU5|PREB_HUMAN	tr|A0A2K6QEZ8|A0A2K6QEZ8_RHIRO, tr|A0A2K6RRL3|A0A2K6RRL3_RHIRO
OG0002288	sp|Q9UBK9|UXT_HUMAN	tr|A0A2K6QSX2|A0A2K6QSX2_RHIRO, tr|A0A2K6NQH2|A0A2K6NQH2_RHIRO
OG0002289	sp|Q9Y227|ENTP4_HUMAN	tr|A0A2K6R112|A0A2K6R112_RHIRO, tr|A0A2K6NKX2|A0A2K6NKX2_RHIRO
OG0002290	sp|Q9BQR3|PRS27_HUMAN, sp|A8MTI9|PRS47_HUMAN	tr|A0A2K6RCZ9|A0A2K6RCZ9_RHIRO
OG0002291	sp|Q96FL8|S47A1_HUMAN	tr|A0A2K6PBP5|A0A2K6PBP5_RHIRO, tr|A0A2K6PCI9|A0A2K6PCI9_RHIRO
OG0002292	sp|Q9BSD3|RHNO1_HUMAN	tr|A0A2K6RDV6|A0A2K6RDV6_RHIRO, tr|A0A2K6NHA9|A0A2K6NHA9_RHIRO
OG0002293	sp|O75376|NCOR1_HUMAN, sp|Q9H4R4|CT191_HUMAN	tr|A0A2K6QT44|A0A2K6QT44_RHIRO
OG0002294	sp|Q9NU19|TB22B_HUMAN, sp|Q8WUA7|TB22A_HUMAN	tr|A0A2K6NTT4|A0A2K6NTT4_RHIRO
OG0002295	sp|P07738|PMGE_HUMAN	tr|A0A2K6NWP2|A0A2K6NWP2_RHIRO, tr|A0A2K6QUE4|A0A2K6QUE4_RHIRO
OG0002296	sp|P63241|IF5A1_HUMAN, sp|Q6IS14|IF5AL_HUMAN	tr|A0A2K6QYK5|A0A2K6QYK5_RHIRO
OG0002297	sp|Q8WXI4|ACO11_HUMAN, sp|Q8WYK0|ACO12_HUMAN	tr|A0A2K6RQ93|A0A2K6RQ93_RHIRO
OG0002298	sp|Q9NZQ0|DJC27_HUMAN	tr|A0A2K6PAL2|A0A2K6PAL2_RHIRO, tr|A0A2K6NZL7|A0A2K6NZL7_RHIRO
OG0002299	sp|Q9Y278|HS3S2_HUMAN, sp|Q9Y661|HS3S4_HUMAN	tr|A0A2K6NVJ3|A0A2K6NVJ3_RHIRO
OG0002300	sp|O96024|B3GT4_HUMAN, sp|A8MXE2|B3GT9_HUMAN	tr|A0A2K6RQW9|A0A2K6RQW9_RHIRO
OG0002301	sp|P49419|AL7A1_HUMAN	tr|A0A2K6P8D8|A0A2K6P8D8_RHIRO, tr|A0A2K6RB92|A0A2K6RB92_RHIRO
OG0002302	sp|Q6UXN9|WDR82_HUMAN	tr|A0A2K6QQF4|A0A2K6QQF4_RHIRO, tr|A0A2K6QDQ3|A0A2K6QDQ3_RHIRO
OG0002303	sp|Q8N1E2|LYG1_HUMAN, sp|Q86SG7|LYG2_HUMAN	tr|A0A2K6PVC3|A0A2K6PVC3_RHIRO
OG0002304	sp|Q9NPY3|C1QR1_HUMAN, sp|Q86T13|CLC14_HUMAN	tr|A0A2K6NFH6|A0A2K6NFH6_RHIRO
OG0002305	sp|Q9UBW5|BIN2_HUMAN	tr|A0A2K6R0V6|A0A2K6R0V6_RHIRO, tr|A0A2K6QTK6|A0A2K6QTK6_RHIRO
OG0002306	sp|O94842|TOX4_HUMAN	tr|A0A2K6QMB5|A0A2K6QMB5_RHIRO, tr|A0A2K6QIS7|A0A2K6QIS7_RHIRO
OG0002307	sp|P35711|SOX5_HUMAN	tr|A0A2K6Q8A2|A0A2K6Q8A2_RHIRO, tr|A0A2K6RFU3|A0A2K6RFU3_RHIRO
OG0002308	sp|Q8TAK6|OLIG1_HUMAN, sp|Q7RTU3|OLIG3_HUMAN	tr|A0A2K6NKC1|A0A2K6NKC1_RHIRO
OG0002309	sp|Q9H8K7|PAAT_HUMAN, sp|Q499Y3|YJ016_HUMAN	tr|A0A2K6NR54|A0A2K6NR54_RHIRO
OG0002310	sp|Q9NY12|GAR1_HUMAN	tr|A0A2K6NV08|A0A2K6NV08_RHIRO, tr|A0A2K6RMY7|A0A2K6RMY7_RHIRO
OG0002311	sp|P07737|PROF1_HUMAN	tr|A0A2K6PF90|A0A2K6PF90_RHIRO, tr|A0A2K6RJ82|A0A2K6RJ82_RHIRO
OG0002312	sp|P53999|TCP4_HUMAN	tr|A0A2K6RCI3|A0A2K6RCI3_RHIRO, tr|A0A2K6QY80|A0A2K6QY80_RHIRO
OG0002313	sp|Q13506|NAB1_HUMAN	tr|A0A2K6PZ36|A0A2K6PZ36_RHIRO, tr|A0A2K6RUY8|A0A2K6RUY8_RHIRO
OG0002314	sp|Q6ZVS7|F183B_HUMAN	tr|A0A2K6RUJ6|A0A2K6RUJ6_RHIRO, tr|A0A2K6PJM7|A0A2K6PJM7_RHIRO
OG0002315	sp|Q8IUI4|S29P2_HUMAN, sp|Q8TEQ0|SNX29_HUMAN	tr|A0A2K6PJ48|A0A2K6PJ48_RHIRO
OG0002316	sp|Q13588|GRAP_HUMAN, sp|Q8TC17|GRAPL_HUMAN	tr|A0A2K6PQQ0|A0A2K6PQQ0_RHIRO
OG0002317	sp|B7ZBB8|PP13G_HUMAN, sp|O95685|PPR3D_HUMAN	tr|A0A2K6R766|A0A2K6R766_RHIRO
OG0002318	sp|P23526|SAHH_HUMAN	tr|A0A2K6QRT5|A0A2K6QRT5_RHIRO, tr|A0A2K6Q2C4|A0A2K6Q2C4_RHIRO
OG0002319	sp|Q9NQR4|NIT2_HUMAN	tr|A0A2K6RH23|A0A2K6RH23_RHIRO, tr|A0A2K6PP53|A0A2K6PP53_RHIRO
OG0002320	sp|Q9UJ90|KCNE5_HUMAN, sp|Q9Y6H6|KCNE3_HUMAN	tr|A0A2K6NCJ9|A0A2K6NCJ9_RHIRO
OG0002321	sp|Q9Y2V0|CDIN1_HUMAN	tr|A0A2K6PTD5|A0A2K6PTD5_RHIRO, tr|A0A2K6PCY7|A0A2K6PCY7_RHIRO
OG0002322	sp|O00634|NET3_HUMAN	tr|A0A2K6NT18|A0A2K6NT18_RHIRO, tr|A0A2K6NFI0|A0A2K6NFI0_RHIRO
OG0002323	sp|P21918|DRD5_HUMAN, sp|P21728|DRD1_HUMAN	tr|A0A2K6QC47|A0A2K6QC47_RHIRO
OG0002324	sp|P26358|DNMT1_HUMAN	tr|A0A2K6RMX5|A0A2K6RMX5_RHIRO, tr|A0A2K6QMF7|A0A2K6QMF7_RHIRO
OG0002325	sp|P46937|YAP1_HUMAN	tr|A0A2K6Q1P9|A0A2K6Q1P9_RHIRO, tr|A0A2K6PTL4|A0A2K6PTL4_RHIRO
OG0002326	sp|Q6UXE8|BTNL3_HUMAN, sp|Q6UX41|BTNL8_HUMAN	tr|A0A2K6RSL4|A0A2K6RSL4_RHIRO
OG0002327	sp|Q8N5N7|RM50_HUMAN	tr|A0A2K6QDH7|A0A2K6QDH7_RHIRO, tr|A0A2K6Q8R1|A0A2K6Q8R1_RHIRO
OG0002328	sp|Q8TBZ6|TM10A_HUMAN	tr|A0A2K6P0I5|A0A2K6P0I5_RHIRO, tr|A0A2K6PCS1|A0A2K6PCS1_RHIRO
OG0002329	sp|Q96GC5|RM48_HUMAN	tr|A0A2K6R158|A0A2K6R158_RHIRO, tr|A0A2K6RF95|A0A2K6RF95_RHIRO
OG0002330	sp|Q96IY1|NSL1_HUMAN	tr|A0A2K6R6F2|A0A2K6R6F2_RHIRO, tr|A0A2K6QTU7|A0A2K6QTU7_RHIRO
OG0002331	sp|Q9NWF9|RN216_HUMAN, sp|Q6NUR6|R216L_HUMAN	tr|A0A2K6PDC2|A0A2K6PDC2_RHIRO
OG0002332	sp|Q8IYB3|SRRM1_HUMAN	tr|A0A2K6Q1H2|A0A2K6Q1H2_RHIRO, tr|A0A2K6R544|A0A2K6R544_RHIRO
OG0002333	sp|Q9NQV8|PRDM8_HUMAN, sp|Q96MN9|ZN488_HUMAN	tr|A0A2K6NF51|A0A2K6NF51_RHIRO
OG0002334	sp|Q9Y450|HBS1L_HUMAN	tr|A0A2K6PCB9|A0A2K6PCB9_RHIRO, tr|A0A2K6NR77|A0A2K6NR77_RHIRO
OG0002335	sp|Q8IXY8|PPIL6_HUMAN	tr|A0A2K6NZJ2|A0A2K6NZJ2_RHIRO, tr|A0A2K6NUA7|A0A2K6NUA7_RHIRO
OG0002336	sp|Q96EF9|ZHX1R_HUMAN, sp|Q96K31|CH076_HUMAN	tr|A0A2K6QG36|A0A2K6QG36_RHIRO
OG0002337	sp|Q96FX8|PERP_HUMAN	tr|A0A2K6PCJ3|A0A2K6PCJ3_RHIRO, tr|A0A2K6PZK4|A0A2K6PZK4_RHIRO
OG0002338	sp|Q9NVH1|DJC11_HUMAN	tr|A0A2K6PV61|A0A2K6PV61_RHIRO, tr|A0A2K6P6R7|A0A2K6P6R7_RHIRO
OG0002339	sp|A6NJG2|SWAHD_HUMAN, sp|Q53LP3|SWAHC_HUMAN	tr|A0A2K6NK34|A0A2K6NK34_RHIRO
OG0002340	sp|P08758|ANXA5_HUMAN	tr|A0A2K6PH14|A0A2K6PH14_RHIRO, tr|A0A2K6QXT4|A0A2K6QXT4_RHIRO
OG0002341	sp|Q14331|FRG1_HUMAN	tr|A0A2K6PH19|A0A2K6PH19_RHIRO, tr|A0A2K6NHX7|A0A2K6NHX7_RHIRO
OG0002342	sp|Q96F05|CK024_HUMAN	tr|A0A2K6NSW9|A0A2K6NSW9_RHIRO, tr|A0A2K6R9I1|A0A2K6R9I1_RHIRO
OG0002343	sp|A0A0B4J272|TVA24_HUMAN	tr|A0A2K6NDT3|A0A2K6NDT3_RHIRO, tr|A0A2K6NKU9|A0A2K6NKU9_RHIRO
OG0002344	sp|Q9Y496|KIF3A_HUMAN, sp|B7ZC32|KIF28_HUMAN	tr|A0A2K6PDB6|A0A2K6PDB6_RHIRO
OG0002345	sp|O14925|TIM23_HUMAN, sp|Q5SRD1|TI23B_HUMAN	tr|A0A2K6NEC5|A0A2K6NEC5_RHIRO
OG0002346	sp|O75396|SC22B_HUMAN	tr|A0A2K6N8Q9|A0A2K6N8Q9_RHIRO, tr|A0A2K6RH46|A0A2K6RH46_RHIRO
OG0002347	sp|Q9NPE2|NGRN_HUMAN	tr|A0A2K6Q8N6|A0A2K6Q8N6_RHIRO, tr|A0A2K6NW45|A0A2K6NW45_RHIRO
OG0002348	sp|Q9NZ81|PRR13_HUMAN	tr|A0A2K6NEX5|A0A2K6NEX5_RHIRO, tr|A0A2K6RH73|A0A2K6RH73_RHIRO
OG0002349	sp|A8MUV8|ZN727_HUMAN, sp|B4DX44|ZN736_HUMAN	tr|A0A2K6Q549|A0A2K6Q549_RHIRO
OG0002350	sp|P00736|C1R_HUMAN	tr|A0A2K6PHH7|A0A2K6PHH7_RHIRO, tr|A0A2K6QKC1|A0A2K6QKC1_RHIRO
OG0002351	sp|P49675|STAR_HUMAN	tr|A0A2K6N6Y3|A0A2K6N6Y3_RHIRO, tr|A0A2K6N9U0|A0A2K6N9U0_RHIRO
OG0002352	sp|Q96I24|FUBP3_HUMAN	tr|A0A2K6P476|A0A2K6P476_RHIRO, tr|A0A2K6PKH5|A0A2K6PKH5_RHIRO
OG0002353	sp|P09874|PARP1_HUMAN	tr|A0A2K6QZB1|A0A2K6QZB1_RHIRO, tr|A0A2K6NZJ5|A0A2K6NZJ5_RHIRO
OG0002354	sp|P10515|ODP2_HUMAN	tr|A0A2K6PS58|A0A2K6PS58_RHIRO, tr|A0A2K6PN92|A0A2K6PN92_RHIRO
OG0002355	sp|P18510|IL1RA_HUMAN, sp|Q9UBH0|I36RA_HUMAN	tr|A0A2K6R308|A0A2K6R308_RHIRO
OG0002356	sp|P26374|RAE2_HUMAN, sp|P24386|RAE1_HUMAN	tr|A0A2K6RB57|A0A2K6RB57_RHIRO
OG0002357	sp|P25705|ATPA_HUMAN	tr|A0A2K6PGZ0|A0A2K6PGZ0_RHIRO, tr|A0A2K6RWH2|A0A2K6RWH2_RHIRO
OG0002358	sp|P35251|RFC1_HUMAN	tr|A0A2K6NF82|A0A2K6NF82_RHIRO, tr|A0A2K6PAL7|A0A2K6PAL7_RHIRO
OG0002359	sp|Q15388|TOM20_HUMAN	tr|A0A2K6Q998|A0A2K6Q998_RHIRO, tr|A0A2K6PK91|A0A2K6PK91_RHIRO
OG0002360	sp|Q96B26|EXOS8_HUMAN	tr|A0A2K6NR41|A0A2K6NR41_RHIRO, tr|A0A2K6NMC5|A0A2K6NMC5_RHIRO
OG0002361	sp|Q96IS3|RAX2_HUMAN, sp|A6NJT0|UNC4_HUMAN	tr|A0A2K6P2T0|A0A2K6P2T0_RHIRO
OG0002362	sp|Q99732|LITAF_HUMAN	tr|A0A2K6R383|A0A2K6R383_RHIRO, tr|A0A2K6NMW2|A0A2K6NMW2_RHIRO
OG0002363	sp|O43772|MCAT_HUMAN	tr|A0A2K6QXU3|A0A2K6QXU3_RHIRO, tr|A0A2K6PM21|A0A2K6PM21_RHIRO
OG0002364	sp|Q7L5N1|CSN6_HUMAN	tr|A0A2K6Q5T0|A0A2K6Q5T0_RHIRO, tr|A0A2K6NBB9|A0A2K6NBB9_RHIRO
OG0002365	sp|Q05823|RN5A_HUMAN, sp|Q96BM1|ANKR9_HUMAN	tr|A0A2K6Q6E1|A0A2K6Q6E1_RHIRO
OG0002366	sp|P31040|SDHA_HUMAN	tr|A0A2K6QII7|A0A2K6QII7_RHIRO, tr|A0A2K6QH98|A0A2K6QH98_RHIRO
OG0002367	sp|P54851|EMP2_HUMAN	tr|A0A2K6RTD8|A0A2K6RTD8_RHIRO, tr|A0A2K6R4J9|A0A2K6R4J9_RHIRO
OG0002368	sp|Q7L266|ASGL1_HUMAN	tr|A0A2K6RS88|A0A2K6RS88_RHIRO, tr|A0A2K6PDV4|A0A2K6PDV4_RHIRO
OG0002369	sp|Q9H560|ANR19_HUMAN	tr|A0A2K6P1Y7|A0A2K6P1Y7_RHIRO, tr|A0A2K6PY42|A0A2K6PY42_RHIRO
OG0002370	sp|A8K2U0|A2ML1_HUMAN	tr|A0A2K6QBG2|A0A2K6QBG2_RHIRO, tr|A0A2K6QVU2|A0A2K6QVU2_RHIRO
OG0002371	sp|Q9UL41|PNMA3_HUMAN, sp|P0CW24|PNM6A_HUMAN	tr|A0A2K6NS37|A0A2K6NS37_RHIRO
OG0002372	sp|Q8IVP5|FUND1_HUMAN	tr|A0A2K6NJU7|A0A2K6NJU7_RHIRO, tr|A0A2K6QNX9|A0A2K6QNX9_RHIRO
OG0002373	sp|Q96PG1|M4A4E_HUMAN, sp|Q96JQ5|M4A4A_HUMAN	tr|A0A2K6P6F8|A0A2K6P6F8_RHIRO
OG0002374	sp|Q6P435|SMG1L_HUMAN, sp|Q96Q15|SMG1_HUMAN	tr|A0A2K6R9J8|A0A2K6R9J8_RHIRO
OG0002375	sp|Q7LBR1|CHM1B_HUMAN, sp|Q9HD42|CHM1A_HUMAN	tr|A0A2K6NW64|A0A2K6NW64_RHIRO
OG0002376	sp|Q9UPU7|TBD2B_HUMAN	tr|A0A2K6RG05|A0A2K6RG05_RHIRO, tr|A0A2K6QBM5|A0A2K6QBM5_RHIRO
OG0002377	sp|Q3V6T2|GRDN_HUMAN	tr|A0A2K6QN72|A0A2K6QN72_RHIRO, tr|A0A2K6QM25|A0A2K6QM25_RHIRO
OG0002378	sp|Q6UXK2|ISLR2_HUMAN, sp|O14498|ISLR_HUMAN	tr|A0A2K6N9H2|A0A2K6N9H2_RHIRO
OG0002379	sp|Q7Z7D3|VTCN1_HUMAN	tr|A0A2K6RQ22|A0A2K6RQ22_RHIRO, tr|A0A2K6PV64|A0A2K6PV64_RHIRO
OG0002380	sp|Q8N2F6|ARM10_HUMAN	tr|A0A2K6QX71|A0A2K6QX71_RHIRO, tr|A0A2K6P3L5|A0A2K6P3L5_RHIRO
OG0002381	sp|Q6NSJ0|MYORG_HUMAN, sp|P10253|LYAG_HUMAN	tr|A0A2K6NW22|A0A2K6NW22_RHIRO
OG0002382	sp|Q9Y3B7|RM11_HUMAN	tr|A0A2K6R1S6|A0A2K6R1S6_RHIRO, tr|A0A2K6QBR8|A0A2K6QBR8_RHIRO
OG0002383	sp|Q8N7F7|UBL4B_HUMAN, sp|P11441|UBL4A_HUMAN	tr|A0A2K6NBH9|A0A2K6NBH9_RHIRO
OG0002384	sp|Q8NEG0|GAR6_HUMAN, sp|Q8IYT1|GAR4_HUMAN	tr|A0A2K6Q044|A0A2K6Q044_RHIRO
OG0002385	sp|Q8NDC0|MISSL_HUMAN	tr|A0A2K6QUA8|A0A2K6QUA8_RHIRO, tr|A0A2K6P277|A0A2K6P277_RHIRO
OG0002386	sp|Q7Z309|PBIR2_HUMAN, sp|Q96E09|PBIR1_HUMAN	tr|A0A2K6NCB6|A0A2K6NCB6_RHIRO
OG0002387	sp|Q9H3N1|TMX1_HUMAN	tr|A0A2K6R2R3|A0A2K6R2R3_RHIRO, tr|A0A2K6R3I8|A0A2K6R3I8_RHIRO
OG0002388	sp|A0A075B6I0|LV861_HUMAN	tr|A0A2K6NUB5|A0A2K6NUB5_RHIRO, tr|A0A2K6QT07|A0A2K6QT07_RHIRO
OG0002389	sp|P07320|CRGD_HUMAN	tr|A0A2K6RBK3|A0A2K6RBK3_RHIRO, tr|A0A2K6Q592|A0A2K6Q592_RHIRO
OG0002390	sp|P21506|ZNF10_HUMAN, sp|A8MT65|ZN891_HUMAN	tr|A0A2K6RCM0|A0A2K6RCM0_RHIRO
OG0002391	sp|Q01844|EWS_HUMAN	tr|A0A2K6RF71|A0A2K6RF71_RHIRO, tr|A0A2K6QXH9|A0A2K6QXH9_RHIRO
OG0002392	sp|Q16342|PDCD2_HUMAN	tr|A0A2K6Q701|A0A2K6Q701_RHIRO, tr|A0A2K6QFR8|A0A2K6QFR8_RHIRO
OG0002393	sp|Q96AB6|NTAN1_HUMAN	tr|A0A2K6RDE4|A0A2K6RDE4_RHIRO, tr|A0A2K6PUF6|A0A2K6PUF6_RHIRO
OG0002394	sp|Q9H0G5|NSRP1_HUMAN	tr|A0A2K6QEJ8|A0A2K6QEJ8_RHIRO, tr|A0A2K6PPR4|A0A2K6PPR4_RHIRO
OG0002395	sp|Q9Y2R5|RT17_HUMAN	tr|A0A2K6NM27|A0A2K6NM27_RHIRO, tr|A0A2K6N6W7|A0A2K6N6W7_RHIRO
OG0002396	sp|A0A0A0MS00|LV332_HUMAN, sp|P01714|LV319_HUMAN	tr|A0A2K6PET3|A0A2K6PET3_RHIRO
OG0002397	sp|O95478|NSA2_HUMAN	tr|A0A2K6QI24|A0A2K6QI24_RHIRO, tr|A0A2K6P582|A0A2K6P582_RHIRO
OG0002399	sp|Q8IUD2|RB6I2_HUMAN, sp|O15083|ERC2_HUMAN	tr|A0A2K6QGX7|A0A2K6QGX7_RHIRO
OG0002400	sp|Q96PU8|QKI_HUMAN	tr|A0A2K6QHD6|A0A2K6QHD6_RHIRO, tr|A0A2K6QZ80|A0A2K6QZ80_RHIRO
OG0002401	sp|O75144|ICOSL_HUMAN, tr|A0A087X1L8|A0A087X1L8_HUMAN	tr|A0A2K6QB74|A0A2K6QB74_RHIRO
OG0002402	sp|Q8N6Q1|TMC5A_HUMAN, sp|A8MYB1|TMC5B_HUMAN	tr|A0A2K6QDF1|A0A2K6QDF1_RHIRO
OG0002403	sp|P01906|DQA2_HUMAN, sp|P01909|DQA1_HUMAN	tr|A0A2K6Q362|A0A2K6Q362_RHIRO
OG0002404	sp|Q6UW63|PLGT2_HUMAN	tr|A0A2K6PXS0|A0A2K6PXS0_RHIRO, tr|A0A2K6QJA1|A0A2K6QJA1_RHIRO
OG0002405	sp|Q7Z5D8|NANGN_HUMAN	tr|A0A2K6QWP4|A0A2K6QWP4_RHIRO, tr|A0A2K6QFZ5|A0A2K6QFZ5_RHIRO
OG0002406	sp|O00299|CLIC1_HUMAN	tr|A0A2K6QPI2|A0A2K6QPI2_RHIRO, tr|A0A2K6NP18|A0A2K6NP18_RHIRO
OG0002407	sp|P30101|PDIA3_HUMAN	tr|A0A2K6RF16|A0A2K6RF16_RHIRO, tr|A0A2K6Q133|A0A2K6Q133_RHIRO
OG0002408	sp|Q14197|ICT1_HUMAN	tr|A0A2K6NEG6|A0A2K6NEG6_RHIRO, tr|A0A2K6NB68|A0A2K6NB68_RHIRO
OG0002409	sp|Q9NZD2|GLTP_HUMAN	tr|A0A2K6Q4S9|A0A2K6Q4S9_RHIRO, tr|A0A2K6R514|A0A2K6R514_RHIRO
OG0002410	sp|Q9UBK7|RBL2A_HUMAN, sp|Q9UNT1|RBL2B_HUMAN	tr|A0A2K6PBB1|A0A2K6PBB1_RHIRO
OG0002411	sp|Q9Y625|GPC6_HUMAN, sp|O75487|GPC4_HUMAN	tr|A0A2K6QA47|A0A2K6QA47_RHIRO
OG0002412	sp|P10606|COX5B_HUMAN	tr|A0A2K6NVP2|A0A2K6NVP2_RHIRO, tr|A0A2K6NC91|A0A2K6NC91_RHIRO
OG0002413	sp|P11021|BIP_HUMAN	tr|A0A2K6RJC9|A0A2K6RJC9_RHIRO, tr|A0A2K6NWE4|A0A2K6NWE4_RHIRO
OG0002414	sp|P61758|PFD3_HUMAN	tr|A0A2K6QRM2|A0A2K6QRM2_RHIRO, tr|A0A2K6RJD8|A0A2K6RJD8_RHIRO
OG0002415	sp|Q08257|QOR_HUMAN	tr|A0A2K6RAY2|A0A2K6RAY2_RHIRO, tr|A0A2K6N9E1|A0A2K6N9E1_RHIRO
OG0002416	sp|Q5HY92|FIGN_HUMAN, sp|Q6PIW4|FIGL1_HUMAN	tr|A0A2K6R1Y2|A0A2K6R1Y2_RHIRO
OG0002417	sp|Q8N954|GPT11_HUMAN	tr|A0A2K6NH62|A0A2K6NH62_RHIRO, tr|A0A2K6QR78|A0A2K6QR78_RHIRO
OG0002418	sp|O75063|XYLK_HUMAN	tr|A0A2K6PUM8|A0A2K6PUM8_RHIRO, tr|A0A2K6RNM1|A0A2K6RNM1_RHIRO
OG0002419	sp|Q9UNZ2|NSF1C_HUMAN	tr|A0A2K6NJ00|A0A2K6NJ00_RHIRO, tr|A0A2K6QNZ1|A0A2K6QNZ1_RHIRO
OG0002420	sp|Q09161|NCBP1_HUMAN	tr|A0A2K6P2T1|A0A2K6P2T1_RHIRO, tr|A0A2K6P8N3|A0A2K6P8N3_RHIRO
OG0002421	sp|Q8TCE6|DEN10_HUMAN, sp|Q6NSW5|DE10B_HUMAN	tr|A0A2K6QRJ3|A0A2K6QRJ3_RHIRO
OG0002422	sp|P82664|RT10_HUMAN	tr|A0A2K6NG55|A0A2K6NG55_RHIRO, tr|A0A2K6NBR5|A0A2K6NBR5_RHIRO
