Orthogroup	Homo_sapiens	Aotus_nancymaae
OG0002740	sp|Q9NSC5|HOME3_HUMAN	tr|A0A2K5C9Q3|A0A2K5C9Q3_AOTNA, tr|A0A2K5EGG1|A0A2K5EGG1_AOTNA
OG0002741	sp|Q5TYW1|ZN658_HUMAN, sp|Q4V348|Z658B_HUMAN	tr|A0A2K5CM58|A0A2K5CM58_AOTNA
OG0002742	sp|P22735|TGM1_HUMAN, sp|P49221|TGM4_HUMAN	tr|A0A2K5EG87|A0A2K5EG87_AOTNA
OG0002743	sp|P0CG37|CFC1_HUMAN, sp|P0CG36|CFC1B_HUMAN	tr|A0A2K5CDN5|A0A2K5CDN5_AOTNA
OG0002744	sp|Q14249|NUCG_HUMAN, sp|Q9Y2C4|EXOG_HUMAN	tr|A0A2K5D0I8|A0A2K5D0I8_AOTNA
OG0002745	sp|Q9Y295|DRG1_HUMAN	tr|A0A2K5CUH8|A0A2K5CUH8_AOTNA, tr|A0A2K5F3C7|A0A2K5F3C7_AOTNA
OG0002746	sp|Q8TD33|SG1C1_HUMAN, sp|P0DMR2|SG1C2_HUMAN	tr|A0A2K5BWY9|A0A2K5BWY9_AOTNA
OG0002747	sp|E5RG02|PRS46_HUMAN, sp|Q8NF86|PRS33_HUMAN	tr|A0A2K5CBN5|A0A2K5CBN5_AOTNA
OG0002748	sp|P0DTU3|TRAR2_HUMAN, sp|P01848|TRAC_HUMAN	tr|A0A2K5CU06|A0A2K5CU06_AOTNA
OG0002749	sp|P69892|HBG2_HUMAN, sp|P69891|HBG1_HUMAN	tr|A0A2K5F6B5|A0A2K5F6B5_AOTNA
OG0002750	sp|Q9H0Q3|FXYD6_HUMAN, sp|P58550|FXYD8_HUMAN	tr|A0A2K5CXV6|A0A2K5CXV6_AOTNA
OG0002751	sp|A6NHY2|AKD1B_HUMAN, sp|Q495B1|AKD1A_HUMAN	tr|A0A2K5CV22|A0A2K5CV22_AOTNA
OG0002752	sp|Q9BQQ7|RTP3_HUMAN, sp|Q14D33|RTP5_HUMAN	tr|A0A2K5D9A1|A0A2K5D9A1_AOTNA
OG0002753	sp|Q96F15|GIMA5_HUMAN, sp|Q9UG22|GIMA2_HUMAN	tr|A0A2K5DYA7|A0A2K5DYA7_AOTNA
OG0002754	sp|Q15149|PLEC_HUMAN, sp|P58107|EPIPL_HUMAN	tr|A0A2K5E8S5|A0A2K5E8S5_AOTNA
OG0002755	sp|Q9UHE8|STEA1_HUMAN, sp|Q6NZ63|STEAL_HUMAN	tr|A0A2K5CLG8|A0A2K5CLG8_AOTNA
OG0002756	sp|Q8TCD5|NT5C_HUMAN, sp|Q9NPB1|NT5M_HUMAN	tr|A0A2K5DHE0|A0A2K5DHE0_AOTNA
OG0002757	sp|A1A4Y4|IRGM_HUMAN, sp|Q6NXR0|IIGP5_HUMAN	tr|A0A2K5DS67|A0A2K5DS67_AOTNA
OG0002758	sp|Q9NQF3|SERHL_HUMAN, sp|Q9H4I8|SEHL2_HUMAN	tr|A0A2K5F1E5|A0A2K5F1E5_AOTNA
OG0002759	sp|Q309B1|TR16L_HUMAN, sp|O95361|TRI16_HUMAN	tr|A0A2K5DYM3|A0A2K5DYM3_AOTNA
OG0002760	sp|W6CW81|PYDC5_HUMAN, sp|O14862|AIM2_HUMAN	tr|A0A2K5CIZ0|A0A2K5CIZ0_AOTNA
OG0002761	sp|Q68DU8|KCD16_HUMAN, sp|Q96CX2|KCD12_HUMAN	tr|A0A2K5D6U7|A0A2K5D6U7_AOTNA
OG0002762	sp|Q9UKJ0|PILRB_HUMAN, sp|Q9UKJ1|PILRA_HUMAN	tr|A0A2K5DNH4|A0A2K5DNH4_AOTNA
OG0002763	sp|P56180|TPTE_HUMAN, sp|Q6XPS3|TPTE2_HUMAN	tr|A0A2K5E5R1|A0A2K5E5R1_AOTNA
OG0002764	sp|Q5BKY1|LRC10_HUMAN, sp|A6NIK2|LR10B_HUMAN	tr|A0A2K5BXV0|A0A2K5BXV0_AOTNA
OG0002765	sp|P0C7X3|CCYL3_HUMAN, sp|Q8ND76|CCNY_HUMAN	tr|A0A2K5EIZ2|A0A2K5EIZ2_AOTNA
OG0002766	sp|Q8TDQ0|HAVR2_HUMAN, sp|Q96D42|HAVR1_HUMAN	tr|A0A2K5DUM8|A0A2K5DUM8_AOTNA
OG0002767	sp|Q96LY2|CC74B_HUMAN, sp|Q96AQ1|CC74A_HUMAN	tr|A0A2K5EFF9|A0A2K5EFF9_AOTNA
OG0002768	sp|P55773|CCL23_HUMAN, sp|Q16663|CCL15_HUMAN	tr|A0A2K5F977|A0A2K5F977_AOTNA
OG0002769	sp|Q8N140|EID3_HUMAN, sp|Q9NXX6|NSE4A_HUMAN	tr|A0A2K5CG18|A0A2K5CG18_AOTNA
OG0002770	sp|O95992|CH25H_HUMAN, sp|Q15800|MSMO1_HUMAN	tr|A0A2K5D331|A0A2K5D331_AOTNA
OG0002794	sp|Q9C056|NKX62_HUMAN	tr|A0A2K5BUB7|A0A2K5BUB7_AOTNA
OG0002795	sp|Q9UHL9|GT2D1_HUMAN	tr|A0A2K5BVR8|A0A2K5BVR8_AOTNA
OG0002796	sp|P12319|FCERA_HUMAN	tr|A0A2K5BWG3|A0A2K5BWG3_AOTNA
OG0002797	sp|P52333|JAK3_HUMAN	tr|A0A2K5BXX9|A0A2K5BXX9_AOTNA
OG0002798	sp|Q5VUB5|F1711_HUMAN	tr|A0A2K5BY88|A0A2K5BY88_AOTNA
OG0002799	sp|A6NDU8|RIMC1_HUMAN	tr|A0A2K5C132|A0A2K5C132_AOTNA
OG0002800	sp|P35542|SAA4_HUMAN	tr|A0A2K5C9T1|A0A2K5C9T1_AOTNA
OG0002801	sp|Q5M8T2|S35D3_HUMAN	tr|A0A2K5CEY1|A0A2K5CEY1_AOTNA
OG0002802	sp|Q9Y4D8|HECD4_HUMAN	tr|A0A2K5CF23|A0A2K5CF23_AOTNA
OG0002804	sp|Q13323|BIK_HUMAN	tr|A0A2K5CLG5|A0A2K5CLG5_AOTNA
OG0002805	sp|Q8N302|AGGF1_HUMAN	tr|A0A2K5CN35|A0A2K5CN35_AOTNA
OG0002806	sp|Q00604|NDP_HUMAN	tr|A0A2K5CNR0|A0A2K5CNR0_AOTNA
OG0002807	sp|Q16873|LTC4S_HUMAN	tr|A0A2K5CWV7|A0A2K5CWV7_AOTNA
OG0002808	sp|Q9Y5L4|TIM13_HUMAN	tr|A0A2K5CYL7|A0A2K5CYL7_AOTNA
OG0002809	sp|Q06265|EXOS9_HUMAN	tr|A0A2K5CYQ6|A0A2K5CYQ6_AOTNA
OG0002810	sp|Q13423|NNTM_HUMAN	tr|A0A2K5CZ64|A0A2K5CZ64_AOTNA
OG0002811	sp|Q504U0|CD046_HUMAN	tr|A0A2K5D8E5|A0A2K5D8E5_AOTNA
OG0002812	sp|Q7L5L3|GDPD3_HUMAN	tr|A0A2K5D8J8|A0A2K5D8J8_AOTNA
OG0002813	sp|A8MTL3|R212B_HUMAN	tr|A0A2K5DDM4|A0A2K5DDM4_AOTNA
OG0002814	sp|Q9Y228|T3JAM_HUMAN	tr|A0A2K5DDM6|A0A2K5DDM6_AOTNA
OG0002815	sp|Q2WGJ8|TM249_HUMAN	tr|A0A2K5DKH8|A0A2K5DKH8_AOTNA
OG0002816	sp|Q13410|BT1A1_HUMAN	tr|A0A2K5DKL9|A0A2K5DKL9_AOTNA
OG0002817	sp|O60896|RAMP3_HUMAN	tr|A0A2K5DLT3|A0A2K5DLT3_AOTNA
OG0002818	sp|Q30KQ6|DB114_HUMAN	tr|A0A2K5DMQ7|A0A2K5DMQ7_AOTNA
OG0002819	sp|Q9P0V8|SLAF8_HUMAN	tr|A0A2K5DNA3|A0A2K5DNA3_AOTNA
OG0002820	sp|A8MPS7|YDJC_HUMAN	tr|A0A2K5DNA7|A0A2K5DNA7_AOTNA
OG0002821	sp|Q9HAW0|BRF2_HUMAN	tr|A0A2K5DQD4|A0A2K5DQD4_AOTNA
OG0002822	sp|Q9H3M7|TXNIP_HUMAN	tr|A0A2K5DQY9|A0A2K5DQY9_AOTNA
OG0002823	sp|Q92519|TRIB2_HUMAN	tr|A0A2K5DR81|A0A2K5DR81_AOTNA
OG0002824	sp|Q9NZJ7|MTCH1_HUMAN	tr|A0A2K5DRL0|A0A2K5DRL0_AOTNA
OG0002825	sp|Q9NXG6|P4HTM_HUMAN	tr|A0A2K5DRN4|A0A2K5DRN4_AOTNA
OG0002826	sp|O60427|FADS1_HUMAN	tr|A0A2K5DRY9|A0A2K5DRY9_AOTNA
OG0002827	sp|Q53GG5|PDLI3_HUMAN	tr|A0A2K5DVN0|A0A2K5DVN0_AOTNA
OG0002828	sp|O15119|TBX3_HUMAN	tr|A0A2K5DXA5|A0A2K5DXA5_AOTNA
OG0002829	sp|P43119|PI2R_HUMAN	tr|A0A2K5DXN8|A0A2K5DXN8_AOTNA
OG0002830	sp|O15258|RER1_HUMAN	tr|A0A2K5DXQ8|A0A2K5DXQ8_AOTNA
OG0002831	sp|P13804|ETFA_HUMAN	tr|A0A2K5DYI3|A0A2K5DYI3_AOTNA
OG0002832	sp|Q5W5W9|RES18_HUMAN	tr|A0A2K5DZT8|A0A2K5DZT8_AOTNA
OG0002833	sp|Q9H3H3|CK068_HUMAN	tr|A0A2K5E321|A0A2K5E321_AOTNA
OG0002834	sp|P20645|MPRD_HUMAN	tr|A0A2K5E3L9|A0A2K5E3L9_AOTNA
OG0002835	sp|Q9H9H5|MA6D1_HUMAN	tr|A0A2K5E4L5|A0A2K5E4L5_AOTNA
OG0002836	sp|O43614|OX2R_HUMAN	tr|A0A2K5E4Z6|A0A2K5E4Z6_AOTNA
OG0002837	sp|P47710|CASA1_HUMAN	tr|A0A2K5E671|A0A2K5E671_AOTNA
OG0002838	sp|Q8IXL9|IQCF2_HUMAN	tr|A0A2K5E7C8|A0A2K5E7C8_AOTNA
OG0002839	sp|P98073|ENTK_HUMAN	tr|A0A2K5E833|A0A2K5E833_AOTNA
OG0002840	sp|Q16563|SYPL1_HUMAN	tr|A0A2K5EBF1|A0A2K5EBF1_AOTNA
OG0002841	sp|Q99590|SCAFB_HUMAN	tr|A0A2K5ED32|A0A2K5ED32_AOTNA
OG0002842	sp|Q9BR61|ACBD6_HUMAN	tr|A0A2K5EF22|A0A2K5EF22_AOTNA
OG0002843	sp|Q9BXX0|EMIL2_HUMAN	tr|A0A2K5EFJ7|A0A2K5EFJ7_AOTNA
OG0002844	sp|Q5XUX1|FBXW9_HUMAN	tr|A0A2K5EG99|A0A2K5EG99_AOTNA
OG0002845	sp|Q14146|URB2_HUMAN	tr|A0A2K5EH94|A0A2K5EH94_AOTNA
OG0002846	sp|Q86YB7|ECHD2_HUMAN	tr|A0A2K5EJY1|A0A2K5EJY1_AOTNA
OG0002847	sp|Q969W8|ZN566_HUMAN	tr|A0A2K5EK11|A0A2K5EK11_AOTNA
OG0002848	sp|Q8N584|TT39C_HUMAN	tr|A0A2K5EM00|A0A2K5EM00_AOTNA
OG0002849	sp|Q9BUE0|MED18_HUMAN	tr|A0A2K5EM53|A0A2K5EM53_AOTNA
OG0002850	sp|Q9HAC8|UBTD1_HUMAN	tr|A0A2K5EQ65|A0A2K5EQ65_AOTNA
OG0002851	sp|Q9P266|JCAD_HUMAN	tr|A0A2K5EQT6|A0A2K5EQT6_AOTNA
OG0002852	sp|Q9NPH3|IL1AP_HUMAN	tr|A0A2K5ET80|A0A2K5ET80_AOTNA
OG0002853	sp|Q6NYC1|JMJD6_HUMAN	tr|A0A2K5EXH2|A0A2K5EXH2_AOTNA
OG0002854	sp|Q10570|CPSF1_HUMAN	tr|A0A2K5EY40|A0A2K5EY40_AOTNA
OG0002855	sp|Q96SZ6|CK5P1_HUMAN	tr|A0A2K5EYP8|A0A2K5EYP8_AOTNA
OG0002856	sp|Q96IQ9|ZN414_HUMAN	tr|A0A2K5F2N4|A0A2K5F2N4_AOTNA
OG0002857	sp|Q9UHG0|DCDC2_HUMAN	tr|A0A2K5F469|A0A2K5F469_AOTNA
OG0002858	sp|P54725|RD23A_HUMAN	tr|A0A2K5F4U1|A0A2K5F4U1_AOTNA
OG0002859	sp|Q5T9C2|F102A_HUMAN	tr|A0A2K5F6A9|A0A2K5F6A9_AOTNA
OG0002860	sp|P16471|PRLR_HUMAN	tr|A0A2K5F6M3|A0A2K5F6M3_AOTNA
OG0002861	sp|Q9HAV5|TNR27_HUMAN	tr|A0A2K5F9Q3|A0A2K5F9Q3_AOTNA
OG0002862	sp|Q9NX38|ABITM_HUMAN	tr|A0A2K5F9Y1|A0A2K5F9Y1_AOTNA
OG0002863	sp|P21583|SCF_HUMAN	tr|A0A2K5BV71|A0A2K5BV71_AOTNA
OG0002864	sp|P50607|TUB_HUMAN	tr|A0A2K5BVU9|A0A2K5BVU9_AOTNA
OG0002865	sp|Q15075|EEA1_HUMAN	tr|A0A2K5BX34|A0A2K5BX34_AOTNA
OG0002866	sp|Q13217|DNJC3_HUMAN	tr|A0A2K5BYT4|A0A2K5BYT4_AOTNA
OG0002867	sp|Q96DR4|STAR4_HUMAN	tr|A0A2K5BZE8|A0A2K5BZE8_AOTNA
OG0002868	sp|Q5BKZ1|ZN326_HUMAN	tr|A0A2K5C3B0|A0A2K5C3B0_AOTNA
OG0002869	sp|Q86VD9|PIGZ_HUMAN	tr|A0A2K5C6U7|A0A2K5C6U7_AOTNA
OG0002870	sp|P61218|RPAB2_HUMAN	tr|A0A2K5CA09|A0A2K5CA09_AOTNA
OG0002871	sp|Q9UHF0|TKNK_HUMAN	tr|A0A2K5CFS6|A0A2K5CFS6_AOTNA
OG0002872	sp|P42566|EPS15_HUMAN	tr|A0A2K5CIA3|A0A2K5CIA3_AOTNA
OG0002873	sp|O75436|VP26A_HUMAN	tr|A0A2K5CJE8|A0A2K5CJE8_AOTNA
OG0002874	sp|Q99715|COCA1_HUMAN	tr|A0A2K5CR89|A0A2K5CR89_AOTNA
OG0002875	sp|Q07092|COGA1_HUMAN	tr|A0A2K5CXR8|A0A2K5CXR8_AOTNA
OG0002876	sp|Q9UN19|DAPP1_HUMAN	tr|A0A2K5CYB1|A0A2K5CYB1_AOTNA
OG0002877	sp|Q9NV39|PRR34_HUMAN	tr|A0A2K5D031|A0A2K5D031_AOTNA
OG0002878	sp|P51587|BRCA2_HUMAN	tr|A0A2K5D388|A0A2K5D388_AOTNA
OG0002879	sp|Q7Z6M4|MTEF4_HUMAN	tr|A0A2K5D6I5|A0A2K5D6I5_AOTNA
OG0002880	sp|Q5PSV4|BRM1L_HUMAN	tr|A0A2K5D812|A0A2K5D812_AOTNA
OG0002881	sp|Q5VYJ5|MALR1_HUMAN	tr|A0A2K5DAE2|A0A2K5DAE2_AOTNA
OG0002882	sp|Q9H4A3|WNK1_HUMAN	tr|A0A2K5DBA8|A0A2K5DBA8_AOTNA
OG0002883	sp|Q86WR6|CQ064_HUMAN	tr|A0A2K5DBP5|A0A2K5DBP5_AOTNA
OG0002884	sp|Q96G23|CERS2_HUMAN	tr|A0A2K5DBX8|A0A2K5DBX8_AOTNA
OG0002885	sp|P04198|MYCN_HUMAN	tr|A0A2K5DEP5|A0A2K5DEP5_AOTNA
OG0002886	sp|Q9Y2Z0|SGT1_HUMAN	tr|A0A2K5DF92|A0A2K5DF92_AOTNA
OG0002887	sp|O75911|DHRS3_HUMAN	tr|A0A2K5DFV7|A0A2K5DFV7_AOTNA
OG0002888	sp|Q8IYD9|LAS2_HUMAN	tr|A0A2K5DHB1|A0A2K5DHB1_AOTNA
OG0002889	sp|Q6T310|RSLBA_HUMAN	tr|A0A2K5DHJ9|A0A2K5DHJ9_AOTNA
OG0002890	sp|Q6P2E9|EDC4_HUMAN	tr|A0A2K5DK46|A0A2K5DK46_AOTNA
OG0002891	sp|Q96JC1|VPS39_HUMAN	tr|A0A2K5DLA7|A0A2K5DLA7_AOTNA
OG0002892	sp|Q9NR45|SIAS_HUMAN	tr|A0A2K5DQZ6|A0A2K5DQZ6_AOTNA
OG0002893	sp|Q8WXA2|PATE1_HUMAN	tr|A0A2K5DR47|A0A2K5DR47_AOTNA
OG0002894	sp|Q99990|VGLL1_HUMAN	tr|A0A2K5DSX6|A0A2K5DSX6_AOTNA
OG0002895	sp|Q9NPA1|KCMB3_HUMAN	tr|A0A2K5DVG7|A0A2K5DVG7_AOTNA
OG0002896	sp|Q5T5U3|RHG21_HUMAN	tr|A0A2K5DW09|A0A2K5DW09_AOTNA
OG0002897	sp|Q96KF2|PRAC1_HUMAN	tr|A0A2K5DW72|A0A2K5DW72_AOTNA
OG0002898	sp|Q8WUS8|D42E1_HUMAN	tr|A0A2K5DXQ2|A0A2K5DXQ2_AOTNA
OG0002899	sp|Q14181|DPOA2_HUMAN	tr|A0A2K5DY80|A0A2K5DY80_AOTNA
OG0002900	sp|Q9Y222|DMTF1_HUMAN	tr|A0A2K5E099|A0A2K5E099_AOTNA
OG0002901	sp|O95400|CD2B2_HUMAN	tr|A0A2K5E360|A0A2K5E360_AOTNA
OG0002902	sp|Q8N5X7|IF4E3_HUMAN	tr|A0A2K5E3K8|A0A2K5E3K8_AOTNA
OG0002903	sp|Q9NU53|GINM1_HUMAN	tr|A0A2K5E4Z5|A0A2K5E4Z5_AOTNA
OG0002904	sp|O14967|CLGN_HUMAN	tr|A0A2K5E6W6|A0A2K5E6W6_AOTNA
OG0002905	sp|Q9H299|SH3L3_HUMAN	tr|A0A2K5E6Y5|A0A2K5E6Y5_AOTNA
OG0002906	sp|O43766|LIAS_HUMAN	tr|A0A2K5E8J3|A0A2K5E8J3_AOTNA
OG0002907	sp|Q9Y2Y0|AR2BP_HUMAN	tr|A0A2K5E9E6|A0A2K5E9E6_AOTNA
OG0002908	sp|Q9BZM2|PA2GF_HUMAN	tr|A0A2K5E9N9|A0A2K5E9N9_AOTNA
OG0002909	sp|Q02086|SP2_HUMAN	tr|A0A2K5E9U2|A0A2K5E9U2_AOTNA
OG0002910	sp|P43088|PF2R_HUMAN	tr|A0A2K5EAN5|A0A2K5EAN5_AOTNA
OG0002911	sp|Q6ZU80|CE128_HUMAN	tr|A0A2K5EB92|A0A2K5EB92_AOTNA
OG0002912	sp|Q9UNZ5|L10K_HUMAN	tr|A0A2K5ECW2|A0A2K5ECW2_AOTNA
OG0002913	sp|Q9P086|MED11_HUMAN	tr|A0A2K5EEJ2|A0A2K5EEJ2_AOTNA
OG0002914	sp|P55072|TERA_HUMAN	tr|A0A2K5EEV3|A0A2K5EEV3_AOTNA
OG0002915	sp|A6NMK8|INY2B_HUMAN	tr|A0A2K5EGP5|A0A2K5EGP5_AOTNA
OG0002916	sp|Q96M60|F227B_HUMAN	tr|A0A2K5EH09|A0A2K5EH09_AOTNA
OG0002917	sp|Q8NB78|KDM1B_HUMAN	tr|A0A2K5EH75|A0A2K5EH75_AOTNA
OG0002918	sp|Q5HYJ1|TECRL_HUMAN	tr|A0A2K5EHC5|A0A2K5EHC5_AOTNA
OG0002919	sp|Q9BXL6|CAR14_HUMAN	tr|A0A2K5EI62|A0A2K5EI62_AOTNA
OG0002920	sp|Q96L92|SNX27_HUMAN	tr|A0A2K5EJJ1|A0A2K5EJJ1_AOTNA
OG0002921	sp|Q5SZL2|CE85L_HUMAN	tr|A0A2K5EKU1|A0A2K5EKU1_AOTNA
OG0002922	sp|C9J7I0|UMAD1_HUMAN	tr|A0A2K5ENV1|A0A2K5ENV1_AOTNA
OG0002923	sp|P06729|CD2_HUMAN	tr|A0A2K5EP14|A0A2K5EP14_AOTNA
OG0002924	sp|Q8TF50|ZN526_HUMAN	tr|A0A2K5ER09|A0A2K5ER09_AOTNA
OG0002925	sp|Q9ULS5|TMCC3_HUMAN	tr|A0A2K5ES06|A0A2K5ES06_AOTNA
OG0002926	sp|Q9UBU2|DKK2_HUMAN	tr|A0A2K5EV47|A0A2K5EV47_AOTNA
OG0002927	sp|Q8TBP0|TBC16_HUMAN	tr|A0A2K5EZS0|A0A2K5EZS0_AOTNA
OG0002928	sp|P08700|IL3_HUMAN	tr|A0A2K5F0R8|A0A2K5F0R8_AOTNA
OG0002929	sp|Q8NCN5|PDPR_HUMAN	tr|A0A2K5F137|A0A2K5F137_AOTNA
OG0002930	sp|Q96A37|RN166_HUMAN	tr|A0A2K5F4C1|A0A2K5F4C1_AOTNA
OG0002931	sp|Q7Z401|MYCPP_HUMAN	tr|A0A2K5F4W4|A0A2K5F4W4_AOTNA
OG0002932	sp|O95825|QORL1_HUMAN	tr|A0A2K5F8T2|A0A2K5F8T2_AOTNA
OG0002933	sp|Q96GW9|SYMM_HUMAN	tr|A0A2K5BUK0|A0A2K5BUK0_AOTNA
OG0002934	sp|P13994|YJU2B_HUMAN	tr|A0A2K5BUZ2|A0A2K5BUZ2_AOTNA
OG0002935	sp|Q86SQ0|PHLB2_HUMAN	tr|A0A2K5BVL4|A0A2K5BVL4_AOTNA
OG0002936	sp|Q13506|NAB1_HUMAN	tr|A0A2K5BW59|A0A2K5BW59_AOTNA
OG0002937	sp|Q7RTU7|SCX_HUMAN	tr|A0A2K5BXT2|A0A2K5BXT2_AOTNA
OG0002938	sp|O95167|NDUA3_HUMAN	tr|A0A2K5C1W8|A0A2K5C1W8_AOTNA
OG0002939	sp|Q9UKY1|ZHX1_HUMAN	tr|A0A2K5C3N3|A0A2K5C3N3_AOTNA
OG0002940	sp|O14978|ZN263_HUMAN	tr|A0A2K5C817|A0A2K5C817_AOTNA
OG0002941	sp|Q7L5Y1|ENOF1_HUMAN	tr|A0A2K5CAY6|A0A2K5CAY6_AOTNA
OG0002942	sp|O60232|ZNRD2_HUMAN	tr|A0A2K5CAZ8|A0A2K5CAZ8_AOTNA
OG0002943	sp|Q9UKU6|TRHDE_HUMAN	tr|A0A2K5CCV2|A0A2K5CCV2_AOTNA
OG0002944	sp|Q9C098|DCLK3_HUMAN	tr|A0A2K5CFZ1|A0A2K5CFZ1_AOTNA
OG0002945	sp|Q9NZM4|BICRA_HUMAN	tr|A0A2K5CGA5|A0A2K5CGA5_AOTNA
OG0002946	sp|Q86WB0|ZC3C1_HUMAN	tr|A0A2K5CI83|A0A2K5CI83_AOTNA
OG0002947	sp|Q9HDC9|APMAP_HUMAN	tr|A0A2K5CJ45|A0A2K5CJ45_AOTNA
OG0002948	sp|Q15034|HERC3_HUMAN	tr|A0A2K5CM68|A0A2K5CM68_AOTNA
OG0002949	sp|O43561|LAT_HUMAN	tr|A0A2K5CM87|A0A2K5CM87_AOTNA
OG0002950	sp|Q2MV58|TECT1_HUMAN	tr|A0A2K5CNV2|A0A2K5CNV2_AOTNA
OG0002951	sp|P78310|CXAR_HUMAN	tr|A0A2K5CP19|A0A2K5CP19_AOTNA
OG0002952	sp|A6NKL6|T200C_HUMAN	tr|A0A2K5CPB7|A0A2K5CPB7_AOTNA
OG0002953	sp|P28069|PIT1_HUMAN	tr|A0A2K5CPH9|A0A2K5CPH9_AOTNA
OG0002954	sp|Q9NX70|MED29_HUMAN	tr|A0A2K5CQE9|A0A2K5CQE9_AOTNA
OG0002955	sp|A9YTQ3|AHRR_HUMAN	tr|A0A2K5CQF3|A0A2K5CQF3_AOTNA
OG0002956	sp|Q8IU57|INLR1_HUMAN	tr|A0A2K5CU07|A0A2K5CU07_AOTNA
OG0002957	sp|Q8IWF6|DEN6A_HUMAN	tr|A0A2K5CVH7|A0A2K5CVH7_AOTNA
OG0002958	sp|Q02094|RHAG_HUMAN	tr|A0A2K5CW33|A0A2K5CW33_AOTNA
OG0002959	sp|O14686|KMT2D_HUMAN	tr|A0A2K5CX31|A0A2K5CX31_AOTNA
OG0002960	sp|Q2M3T9|HYAL4_HUMAN	tr|A0A2K5CYZ3|A0A2K5CYZ3_AOTNA
OG0002961	sp|P53804|TTC3_HUMAN	tr|A0A2K5CZ42|A0A2K5CZ42_AOTNA
OG0002962	sp|Q15760|GPR19_HUMAN	tr|A0A2K5D2Z9|A0A2K5D2Z9_AOTNA
OG0002963	sp|Q86XR5|PRIMA_HUMAN	tr|A0A2K5D3B2|A0A2K5D3B2_AOTNA
OG0002964	sp|Q9UBS8|RNF14_HUMAN	tr|A0A2K5D452|A0A2K5D452_AOTNA
OG0002965	sp|Q14764|MVP_HUMAN	tr|A0A2K5D4K8|A0A2K5D4K8_AOTNA
OG0002966	sp|Q9NPC8|SIX2_HUMAN	tr|A0A2K5D6G9|A0A2K5D6G9_AOTNA
OG0002967	sp|Q8WVP7|LMBR1_HUMAN	tr|A0A2K5D6S0|A0A2K5D6S0_AOTNA
OG0002968	sp|Q15126|PMVK_HUMAN	tr|A0A2K5D7R1|A0A2K5D7R1_AOTNA
OG0002969	sp|Q9H2F3|3BHS7_HUMAN	tr|A0A2K5D9P3|A0A2K5D9P3_AOTNA
OG0002970	sp|Q8IVE3|PKHH2_HUMAN	tr|A0A2K5D9U1|A0A2K5D9U1_AOTNA
OG0002971	sp|P11308|ERG_HUMAN	tr|A0A2K5DG24|A0A2K5DG24_AOTNA
OG0002972	sp|Q8WYN0|ATG4A_HUMAN	tr|A0A2K5DJ82|A0A2K5DJ82_AOTNA
OG0002974	sp|Q92889|XPF_HUMAN	tr|A0A2K5DS65|A0A2K5DS65_AOTNA
OG0002975	sp|Q92485|ASM3B_HUMAN	tr|A0A2K5DSU3|A0A2K5DSU3_AOTNA
OG0002976	sp|Q9P2J2|TUTLA_HUMAN	tr|A0A2K5DTW5|A0A2K5DTW5_AOTNA
OG0002977	sp|Q8N196|SIX5_HUMAN	tr|A0A2K5DU24|A0A2K5DU24_AOTNA
OG0002978	sp|Q96HJ5|MS4A3_HUMAN	tr|A0A2K5DWH2|A0A2K5DWH2_AOTNA
OG0002979	sp|Q2QL34|MP17L_HUMAN	tr|A0A2K5E460|A0A2K5E460_AOTNA
OG0002980	sp|Q66K74|MAP1S_HUMAN	tr|A0A2K5E5P6|A0A2K5E5P6_AOTNA
OG0002981	sp|Q16586|SGCA_HUMAN	tr|A0A2K5E8M5|A0A2K5E8M5_AOTNA
OG0002982	sp|Q9UJU3|ZN112_HUMAN	tr|A0A2K5EDL3|A0A2K5EDL3_AOTNA
OG0002983	sp|Q53RY4|KCP3_HUMAN	tr|A0A2K5EE98|A0A2K5EE98_AOTNA
OG0002984	sp|Q9UNX4|WDR3_HUMAN	tr|A0A2K5EEB3|A0A2K5EEB3_AOTNA
OG0002985	sp|Q08J23|NSUN2_HUMAN	tr|A0A2K5EKB2|A0A2K5EKB2_AOTNA
OG0002986	sp|Q9BWE0|REPI1_HUMAN	tr|A0A2K5EKL7|A0A2K5EKL7_AOTNA
OG0002987	sp|Q13011|ECH1_HUMAN	tr|A0A2K5EMH7|A0A2K5EMH7_AOTNA
OG0002988	sp|Q6UW78|UQCC3_HUMAN	tr|A0A2K5EPW0|A0A2K5EPW0_AOTNA
OG0002989	sp|Q8N4Z0|RAB42_HUMAN	tr|A0A2K5ERZ5|A0A2K5ERZ5_AOTNA
OG0002990	sp|Q8N393|ZN786_HUMAN	tr|A0A2K5ET32|A0A2K5ET32_AOTNA
OG0002991	sp|P53396|ACLY_HUMAN	tr|A0A2K5EWL9|A0A2K5EWL9_AOTNA
OG0002992	sp|Q86UF1|TSN33_HUMAN	tr|A0A2K5EXC8|A0A2K5EXC8_AOTNA
OG0002993	sp|O00305|CACB4_HUMAN	tr|A0A2K5EYN0|A0A2K5EYN0_AOTNA
OG0002994	sp|Q9BQ52|RNZ2_HUMAN	tr|A0A2K5EZ34|A0A2K5EZ34_AOTNA
OG0002995	sp|Q96A26|F162A_HUMAN	tr|A0A2K5EZB9|A0A2K5EZB9_AOTNA
OG0002996	sp|P31327|CPSM_HUMAN	tr|A0A2K5F036|A0A2K5F036_AOTNA
